,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal
641,BOX 150 597,BROOKLYN,0,1786,10391592,89075,36047.0,BOX 150 BROOKLYN NY 11215-0150,,MAINE JAZZ CAMP,A68,91057.0,92843,NY,BOX 150,11215-0150,11215.0,A68
1837,12 DONGAN PL APT 602,NEW YORK,0,43743,10598781,47597,36061.0,12 DONGAN PL NEW YORK NY 10040-1594,,TED THOMAS DANCE FOUNDATION FOR THE PUBLIC INC,A62,1600.0,45343,NY,12 DONGAN PL,10040-1594,10040.0,A62
1966,155 W 70TH ST STE PH3B,NEW YORK,0,25304,10622887,22483,36061.0,155 W 70TH ST NEW YORK NY 10023-4419,,MANHATTAN PLAYWRIGHTS INC,A65,0.0,25304,NY,155 W 70TH ST,10023-4419,10023.0,A65
1985,130 7TH AVE 221,NEW YORK,0,141879,10627379,125192,36061.0,130 7TH AVE NEW YORK NY 10011-1803,,ZANGDOKPALRI FOUNDATION INC,A23,0.0,141879,NY,130 7TH AVE,10011-1803,10011.0,A23
2013,526 44TH ST 3RD FLR,BROOKLYN,0,32400,10632725,18382,36047.0,526 44TH ST BROOKLYN NY 11220-1305,,GAMETOPHYTE INC,A60,0.0,32400,NY,526 44TH ST,11220-1305,11220.0,A60
2029,7 1/2 W 75TH ST STE 4B,NEW YORK,3333,229363,10635574,72543,36061.0,7 1/2 W 75TH ST NEW YORK NY 10023-2065,,GLOBE THEATRE INC,A65,0.0,229363,NY,7 1/2 W 75TH ST,10023-2065,10023.0,A65
2094,1270 AVE OF THE AMERICAS,NEW YORK,0,64377,10647938,53673,36061.0,1270 AVE OF THE AMERICAS NEW YORK NY 10020-0000,,ART PARTY INC,A65,1357.0,65939,NY,1270 AVE OF THE AMERICAS,10020-0000,10020.0,A65
2210,134 MARINERS LN,STATEN ISLAND,0,0,10671893,60406,36085.0,134 MARINERS LN STATEN ISLAND NY 10303-2548,,ALEXANDRIA & AKEAS PLAYHOUSE INC,A61,57723.0,57723,NY,134 MARINERS LN,10303-2548,10303.0,A61
2463,45 E 89TH ST APT F,NEW YORK,0,53551,10715984,11032,36061.0,45 E 89TH ST APT NEW YORK NY 10128-1251,,P R KELLERMAN FOUNDATION,A68,0.0,53593,NY,45 E 89TH ST APT,10128-1251,10128.0,A68
2574,151 1ST AVE,NEW YORK,0,40223,10734181,50955,36061.0,151 1ST AVE NEW YORK NY 10003-2965,,JAZZ JOURNALISTS ASSOCIATION,A6C,21224.0,61447,NY,151 1ST AVE,10003-2965,10003.0,A6C
2759,1071 FIFTH AVE,NEW YORK,0,500000,10769997,117361,36061.0,1071 FIFTH AVE NEW YORK NY 10128-0112,,HERMITAGE-GUGGENHEIM FOUNDATION INC,A51,0.0,508456,NY,1071 FIFTH AVE,10128-0112,10128.0,A51
2911,505 8TH AVE 1802,NEW YORK,30724,21549,10798319,112019,36061.0,505 8TH AVE NEW YORK NY 10018-6505,,TANK LTD,A65,114735.0,136284,NY,505 8TH AVE,10018-6505,10018.0,A65
4707,145 HICKS ST STE A-54,BROOKLYN,0,60295,20569320,63727,36047.0,145 HICKS ST BROOKLYN NY 11201-2328,,BROOKLYN BALLET,A63,0.0,60295,NY,145 HICKS ST,11201-2328,11201.0,A63
4781,655 THIRD AVENUE 18TH FLOOR,NEW YORK,0,30201,20581476,14685,36061.0,655 THIRD AVENUE NEW YORK NY 10017-5617,,FINLAND CENTER FOUNDATION,A20,0.0,28485,NY,655 THIRD AVENUE,10017-5617,10017.0,A20
4824,65 E 89TH STREET,NEW YORK,1041494,214438,20589687,1654587,36061.0,65 E 89TH STREET NEW YORK NY 10128-1226,,ST THOMAS MORE PLAY GROUP INC,A65,1482625.0,1730874,NY,65 E 89TH STREET,10128-1226,10128.0,A65
5133,PO BOX 2044,NEW YORK,10000,12067,20643034,47894,36061.0,,,MANHATTAN CHORAL ENSEMBLE INC,A6B,14077.0,30797,NY,,10108-2044,10108.0,A6B
5292,201 CLINTON AVE STE 14A,BROOKLYN,52203,52350,20671070,194946,36047.0,201 CLINTON AVE BROOKLYN NY 11205-3564,,PARKS HALL INC,A02,153439.0,205959,NY,201 CLINTON AVE,11205-3564,11205.0,A02
5428,560 RIVERSIDE DR,NEW YORK,0,23000,20700407,21786,36061.0,560 RIVERSIDE DR NEW YORK NY 10027-3202,,NAYIKAS-SAMITA DANCE THEATER CORP,A62,0.0,24200,NY,560 RIVERSIDE DR,10027-3202,10027.0,A62
5464,121 W 17TH ST APT 4B,NEW YORK,0,33312,20708419,22418,36061.0,121 W 17TH ST NEW YORK NY 10011-5436,,EQUUS PROJECTS INC,A62,0.0,33312,NY,121 W 17TH ST,10011-5436,10011.0,A62
6831,231 12TH ST # 1,BROOKLYN,0,33123,30384032,36460,36047.0,231 12TH ST # BROOKLYN NY 11215-3919,,PROTO-TYPE THEATER INC,A65,3726.0,36849,NY,231 12TH ST #,11215-3919,11215.0,A65
6864,37 12 BROADWAY,ASTORIA,0,30877,30388136,39754,36081.0,37 12 BROADWAY ASTORIA NY 11103-4027,,SABA DANCE THEATER CO,A62,0.0,37618,NY,37 12 BROADWAY,11103-4027,11103.0,A62
7115,36 E 20TH ST STE 2,NEW YORK,0,0,30433832,39662,36061.0,36 E 20TH ST NEW YORK NY 10003-1315,,TURKISH AMERICAN CULTURAL ASSOCIATION OF LONG ISLAND INC,A23,41936.0,41936,NY,36 E 20TH ST,10003-1315,10003.0,A23
7352,16 EAST 14TH STREET APT 6A,NEW YORK,236611,0,30474145,300336,36061.0,16 EAST 14TH STREET NEW YORK NY 10003-3101,,EDUCATION IN DANCE AND THE RELATED ARTS,A62,295645.0,295645,NY,16 EAST 14TH STREET,10003-3101,10003.0,A62
7530,133 BERKELEY PL STE 3,BROOKLYN,0,50302,30505193,34494,36047.0,133 BERKELEY PL BROOKLYN NY 11217-3624,,LOOK & LISTEN INC,A20,0.0,50302,NY,133 BERKELEY PL,11217-3624,11217.0,A20
7578,5 W 102ND ST STE 5B,NEW YORK,0,8925,30515962,111703,36061.0,5 W 102ND ST NEW YORK NY 10025-4784,,URBAN BALLET THEATER INC,A63,64383.0,73308,NY,5 W 102ND ST,10025-4784,10025.0,A63
7597,150 E 55TH ST 7TH FLR,NEW YORK,0,49720,30520389,40558,36061.0,150 E 55TH ST NEW YORK NY 10022-4514,,VALMAC PRODUCTIONS INC,A6A,3300.0,53020,NY,150 E 55TH ST,10022-4514,10022.0,A6A
7680,182 AVENUE A APT 2A,NEW YORK,0,48895,30539644,55328,36061.0,182 AVENUE A NEW YORK NY 10009-4008,,THEATER MITU INC,A65,19868.0,68555,NY,182 AVENUE A,10009-4008,10009.0,A65
9266,30 EAST END AVE,NEW YORK,0,59330,42575633,70450,36061.0,30 EAST END AVE NEW YORK NY 10028-7053,,SEVENARS CONCERTS INC,A68,17316.0,77526,NY,30 EAST END AVE,10028-7053,10028.0,A68
10606,255 W 98TH ST,NEW YORK,16319,3131,42795467,44267,36061.0,255 W 98TH ST NEW YORK NY 10025-5575,,LUTE SOCIETY OF AMERICA INC,A03,38113.0,41282,NY,255 W 98TH ST,10025-5575,10025.0,A03
15077,123 BOERUM PL STE 3B,BROOKLYN,0,13000,43648166,30777,36047.0,123 BOERUM PL BROOKLYN NY 11201-6285,,REEL YOUTH INC,A60,19835.0,32844,NY,123 BOERUM PL,11201-6285,11201.0,A60
15336,PO BOX 455,NEW YORK,0,36411,43700586,30765,36061.0,,,LOLLIPOP THEATER NETWORK INC,A65,0.0,80171,NY,,10113-0455,10113.0,A65
15338,30-47 68TH ST,WOODSIDE,0,28285,43701064,4579,36081.0,30-47 68TH ST WOODSIDE NY 11377-1239,,STANOVIC BALLET COMPANY INC,A63,1200.0,29519,NY,30-47 68TH ST,11377-1239,11377.0,A63
15346,476 DEAN ST STE 2,BROOKLYN,0,66694,43702601,43863,36047.0,476 DEAN ST BROOKLYN NY 11217-2132,,FIST AND HEEL PERFORMANCE GROUP INC,A62,17200.0,83894,NY,476 DEAN ST,11217-2132,11217.0,A62
15583,410 W 42ND ST,NEW YORK,76144,479072,43754026,439687,36061.0,410 W 42ND ST NEW YORK NY 10036-6809,,GOTHAM CHAMBER OPERA INC,A6A,56251.0,536502,NY,410 W 42ND ST,10036-6809,10036.0,A6A
15613,58 GRAND ST,BROOKLYN,7312,40128,43763314,116641,36047.0,58 GRAND ST BROOKLYN NY 11211-4146,,CAVE ORGANIZATION INC,A40,0.0,137206,NY,58 GRAND ST,11211-4146,11211.0,A40
15665,622 W 168TH ST 3-308 HOSPITAL SO,NEW YORK,0,29000,43777290,19679,36061.0,622 W 168TH ST 3-308 HOSPITAL SO NEW YORK NY 10032-0000,,CHINESE-AMERICAN ASSOCIATION FOR CLINICAL MICROBIOLOGY,A23,1195.0,30369,NY,622 W 168TH ST 3-308 HOSPITAL SO,10032-0000,10032.0,A23
15708,45 52 193RD ST,FLUSHING,0,0,43790899,64568,36081.0,45 52 193RD ST FLUSHING NY 11358-3442,,ASPIRING LEADERS ENRICHMENT CENTER INC,A23,65833.0,65833,NY,45 52 193RD ST,11358-3442,11358.0,A23
15730,240 W 73RD ST STE 209,NEW YORK,0,10000,43808119,37792,36061.0,240 W 73RD ST NEW YORK NY 10023-2789,,MUSIC BRIDGES INTERNATIONAL INC,A68,30978.0,40978,NY,240 W 73RD ST,10023-2789,10023.0,A68
17879,140 W 69TH ST APT 83B,NEW YORK,0,50411,50606695,73127,36061.0,140 W 69TH ST NEW YORK NY 10023-5170,,HARMONY PROGRAM,A68,35762.0,86173,NY,140 W 69TH ST,10023-5170,10023.0,A68
19531,162 W 21ST ST,NEW YROK,0,12000,61129274,20266,36061.0,162 W 21ST ST NEW YROK NY 10011-3202,,WORKS INC,A62,19927.0,31938,NY,162 W 21ST ST,10011-3202,10011.0,A62
19769,275 E 7TH ST STE 4,NEW YORK,0,4990,61240889,108374,36061.0,275 E 7TH ST NEW YORK NY 10009-6025,,THEATREMOVES INC,A65,104050.0,109040,NY,275 E 7TH ST,10009-6025,10009.0,A65
19845,212 W 29TH ST,NEW YORK,0,17179,61267752,132660,36061.0,212 W 29TH ST NEW YORK NY 10001-5201,,29TH STREET REPERTORY THEATRE INC,A65,115266.0,132445,NY,212 W 29TH ST,10001-5201,10001.0,A65
20819,PO BOX 20554,NEW YORK,73200,180220,61490898,179277,36061.0,,,RACCOON INC,A02,22173.0,206563,NY,,10021-0070,10021.0,A02
20928,141 E 3RD ST 12H,NEW YORK,0,0,61513667,38063,36061.0,141 E 3RD ST NEW YORK NY 10009-7309,,THE@KATHAK ENSEMBLE & FRIENDS CARAVAN INC,A62,40896.0,40896,NY,141 E 3RD ST,10009-7309,10009.0,A62
21063,PO BOX 202,NEW YORK,0,2696,61536630,49473,36061.0,,,LAMIA INK INC,A23,27670.0,35946,NY,,10012-0004,10012.0,A23
21120,42 W 24TH ST,NEW YORK,49030,102444,61547170,123606,36061.0,42 W 24TH ST NEW YORK NY 10010-3201,,SOSPESO LTD,A68,16305.0,118789,NY,42 W 24TH ST,10010-3201,10010.0,A68
21243,51 MACDOUGAL ST STE 302,NEW YORK,7832,79010,61570027,123030,36061.0,51 MACDOUGAL ST NEW YORK NY 10012-2921,,WAX FACTORY INC,A60,30579.0,109603,NY,51 MACDOUGAL ST,10012-2921,10012.0,A60
21275,P O BOX 2026,NEW YORK,0,15602,61577437,91200,36061.0,P O BOX NEW YORK NY 10013-0874,,COLLECTIVE UNCONSCIOUS CORPORATION,A65,74527.0,97138,NY,P O BOX,10013-0874,10013.0,A65
21285,PO BOX 5535,NEW YORK,0,50000,61578647,38271,36061.0,,,LAWRENCE CENTER FOR THE VISUAL ARTS,A40,0.0,50000,NY,,10027-5579,10027.0,A40
21290,260 DECATUR ST,BROOKLYN,2000,42941,61579333,47041,36047.0,260 DECATUR ST BROOKLYN NY 11233-1703,,RED CLAY ARTS INC,A20,0.0,42941,NY,260 DECATUR ST,11233-1703,11233.0,A40
21335,65 W BROADWAY 2ND FLR,NEW YORK,0,93850,61588655,92577,36061.0,65 W BROADWAY NEW YORK NY 10007-2104,,MANHATTAN ART PROGRAM INC,A25,0.0,93850,NY,65 W BROADWAY,10007-2104,10007.0,A25
21424,101 W 67TH ST APT 49E,NEW YORK,430538,0,61605067,683195,36061.0,101 W 67TH ST NEW YORK NY 10023-5952,,LES BALLETS GRANDIVA LTD,A63,766544.0,769128,NY,101 W 67TH ST,10023-5952,10023.0,A63
21436,321 E 69TH ST,NEW YORK,0,11600,61608238,162213,36061.0,321 E 69TH ST NEW YORK NY 10021-5545,,NEW YORK CONSERVATORY OF MUSIC INC,A6E,155876.0,167476,NY,321 E 69TH ST,10021-5545,10021.0,A6E
21463,PO BOX 2058,NEW YORK,0,19900,61614045,32210,36061.0,,,NICUS SPOON INC,A65,0.0,32405,NY,,10163-2058,10163.0,A65
21504,311 WEST 42RD STREET STE 602,NEW YORK,0,7101,61622755,88431,36061.0,311 WEST 42RD STREET NEW YORK NY 10036-6907,,BROKEN WATCH PRODUCTIONS INC,A65,77490.0,85044,NY,311 WEST 42RD STREET,10036-6907,10036.0,A65
21510,30 52 34TH ST,ASTORIA,0,34937,61623825,46015,36081.0,30 52 34TH ST ASTORIA NY 11103-5249,,ANTI-SOCIAL MUSIC INC,A68,0.0,34937,NY,30 52 34TH ST,11103-5249,11103.0,A68
21577,30 W 26TH ST,NEW YORK,27000,68600,61633557,38496,36061.0,30 W 26TH ST NEW YORK NY 10010-2011,,DOUGLAS MOORE FUND FOR AMERICAN OPERA INC,A6A,0.0,68600,NY,30 W 26TH ST,10010-2011,10010.0,A6A
21581,135 WILLIAM ST 11B,NEW YORK,361015,189700,61634051,1128900,36061.0,135 WILLIAM ST NEW YORK NY 10038-3862,,SHEN WEI DANCE ARTS INC,A62,846211.0,1065196,NY,135 WILLIAM ST,10038-3862,10038.0,A62
21700,622 THIRD AVE 33RD FLR,NEW YORK,0,415000,61655858,433201,36061.0,622 THIRD AVE NEW YORK NY 10017-6707,,MOROCCO PALACE OF ARTS FOUNDATION,A51,0.0,415000,NY,622 THIRD AVE,10017-6707,10017.0,A51
21825,177 MACDOUGAL ST,NEW YORK,0,28810,61683335,11362,36061.0,177 MACDOUGAL ST NEW YORK NY 10011-9178,,MADE TO MOVE INC,A60,0.0,28810,NY,177 MACDOUGAL ST,10011-9178,10011.0,A60
21979,579 W 215TH AVE STE 7G,NEW YORK,0,17820,61722131,27645,36061.0,579 W 215TH AVE NEW YORK NY 10034-1240,,JAZZ DRAMA PROGRAM,A6E,18795.0,37267,NY,579 W 215TH AVE,10034-1240,10034.0,A6E
21992,420 TOMPKINS AVE,STATEN ISLAND,84520,163673,61725844,213369,36085.0,420 TOMPKINS AVE STATEN ISLAND NY 10305-1704,,GARIBALDI MEUCCI MUSEUM,A54,26619.0,192624,NY,420 TOMPKINS AVE,10305-1704,10305.0,A54
22013,ONE FIFTH AVE STE 10A,NEW YORK,35000,148800,61733392,235866,36061.0,ONE FIFTH AVE NEW YORK NY 10003-4315,,QUIET IN THE LAND INC,A20,208143.0,357058,NY,ONE FIFTH AVE,10003-4315,10003.0,A20
22693,58 SEVENTH AVE,BROOKLYN,1657878,318417,111532426,2511050,36047.0,58 SEVENTH AVE BROOKLYN NY 11217-3608,,BROOKLYN CONSERVATORY OF MUSIC,A6E,1992540.0,2366165,NY,58 SEVENTH AVE,11217-3608,11217.0,A6E
22795,200 EASTERN PARKWAY,BROOKLYN,13073962,41066283,111672743,29498508,36047.0,200 EASTERN PARKWAY BROOKLYN NY 11238-6052,,BROOKLYN INSTITUTE OF ARTS AND SCIENCES,A51,2449122.0,49907138,NY,200 EASTERN PARKWAY,11238-6052,11238.0,A51
22844,138-A COURT STREET,BROOKLYN,860442,2251234,111773636,2039321,36047.0,138-A COURT STREET BROOKLYN NY 11201-6209,,BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA INC,A69,304739.0,2546015,NY,138-A COURT STREET,11201-6209,11201.0,A69
22964,LOCAL,NEW YORK,40000,70525,112004760,243460,36061.0,LOCAL NEW YORK NY 10150-0421,,ST CECILIA CLUB INC,A6B,176753.0,255706,NY,LOCAL,10150-0421,10150.0,A6B
23000,47-01 111TH STREET,CORONA,4997861,13981446,112104059,14036088,36081.0,47-01 111TH STREET CORONA NY 11368-2950,,NEW YORK HALL OF SCIENCE,A57,2291780.0,17087189,NY,47-01 111TH STREET,11368-2950,11368.0,A57
23002,80-00 COOPER AVENUE BLDG 22,GLENDALE,156229,572897,112106191,602469,36081.0,80-00 COOPER AVENUE BLDG GLENDALE NY 11385-7734,,QUEENS SYMPHONY ORCHESTRA INC,A69,11798.0,629418,NY,80-00 COOPER AVENUE BLDG,11385-7734,11385.0,A69
23065,30 LAFAYETTE AVE,BROOKLYN,11728596,26009808,112201344,27421599,36047.0,30 LAFAYETTE AVE BROOKLYN NY 11217-1430,,BROOKLYN ACADEMY OF MUSIC INC,A60,7551441.0,34472883,NY,30 LAFAYETTE AVE,11217-1430,11217.0,A60
23078,115 62 SUTPHIN BLVD,JAMAICA,0,16052,112207752,22546,36081.0,115 62 SUTPHIN BLVD JAMAICA NY 11434-1019,,AIMS OF MODZAWE INC,A62,9466.0,25518,NY,115 62 SUTPHIN BLVD,11434-1019,11434.0,A62
23089,79-01 PARK LANE SOUTH,JAMAICA,293285,754525,112219193,823597,36081.0,79-01 PARK LANE SOUTH JAMAICA NY 11421-1166,,QUEENS COUNCIL ON THE ARTS INC,A26,47470.0,847858,NY,79-01 PARK LANE SOUTH,11421-1166,11421.0,A26
23159,NYC BLDG FLUSHING MEADOW PARK,FLUSHING,1548752,3179409,112278998,2932860,36081.0,NYC BLDG FLUSHING MEADOW PARK FLUSHING NY 11368-0000,,QUEENS MUSEUM OF ART,A51,230034.0,3431293,NY,NYC BLDG FLUSHING MEADOW PARK,11368-0000,11368.0,A51
23241,PO BOX 020334,BROOKLYN,0,12934,112335811,34778,36047.0,,,BROOKLYN HEIGHTS MUSIC SOCIETY INC,A68,13386.0,32820,NY,,11202-0334,11202.0,A68
23289,37-45 84TH ST APT 31,JACKSON HEIGHTS,72877,64875,112393789,151976,36081.0,37-45 84TH ST JACKSON HEIGHTS NY 11372-7206,,CHINESE THEATER WORKS INC,A65,89686.0,155735,NY,37-45 84TH ST,11372-7206,11372.0,A65
23292,90-04 161ST ST,JAMAICA,129182,258020,112396324,224725,36081.0,90-04 161ST ST JAMAICA NY 11432-6103,,KING MANOR ASSOCIATION OF LONG ISLAND INC,A54,0.0,263020,NY,90-04 161ST ST,11432-6103,11432.0,A54
23324,119 14 LINDEN BLVD,S OZONE PARK,0,20719,112412220,42839,36081.0,119 14 LINDEN BLVD S OZONE PARK NY 11420-2006,,KANNADA KOOTA NEW YORK INC,A26,26036.0,48297,NY,119 14 LINDEN BLVD,11420-2006,11420.0,A26
23396,FULTON FERRY LANDING,BROOKLYN,335000,561733,112451587,1061221,36047.0,FULTON FERRY LANDING BROOKLYN NY 11201-0000,,BARGEMUSIC LTD C O STANLEY T STAIRS,A68,411677.0,998309,NY,FULTON FERRY LANDING,11201-0000,11201.0,A68
23428,332 BLEECKER ST F10,NEW YORK,0,6870,112468118,70910,36061.0,332 BLEECKER ST NEW YORK NY 10014-2980,,ARTS PROJECT OF CHERRY GROVE INC,A20,10950.0,55120,NY,332 BLEECKER ST,10014-2980,10014.0,A20
23430,27 18 HOYT AVE S,ASTORIA,11278,64964,112468882,86429,36081.0,27 18 HOYT AVE S ASTORIA NY 11102-1960,,GREEK CULTURAL CENTER INC,A23,33531.0,98495,NY,27 18 HOYT AVE S,11102-1960,11102.0,A23
23444,1703 86TH ST,BROOKLYN,0,59906,112475783,72256,36047.0,1703 86TH ST BROOKLYN NY 11214-2817,,GREEK SCHOOL OF PLATO LTD,A23,25608.0,85539,NY,1703 86TH ST,11214-2817,11214.0,A23
23447,161 04 JAMAICA AVE,JAMAICA,665260,1087228,112478709,1282845,36081.0,161 04 JAMAICA AVE JAMAICA NY 11432-6112,,JAMAICA CENTER FOR ARTS AND LEARNING INC,A20,180816.0,1272468,NY,161 04 JAMAICA AVE,11432-6112,11432.0,A20
23468,261 DRIGGS AVE,BROOKLYN,0,26894,112483897,41409,36047.0,261 DRIGGS AVE BROOKLYN NY 11222-3901,,POLISH AMERICAN FOLK DANCE COMPANY INC,A24,10227.0,37256,NY,261 DRIGGS AVE,11222-3901,11222.0,A24
23494,145 BROOKLYN AVE,BROOKLYN,3546338,4823851,112495664,6653617,36047.0,145 BROOKLYN AVE BROOKLYN NY 11213-1930,,BROOKLYN CHILDRENS MUSEUM CORP,A52,313514.0,5432649,NY,145 BROOKLYN AVE,11213-1930,11213.0,A52
23531,6 W 20TH ST 2ND FLR,NEW YORK,0,8828,112505548,72711,36061.0,6 W 20TH ST NEW YORK NY 10011-9271,,MOROCCO AND THE CASBAH DANCE EXPERIENCE INC,A62,132101.0,36712,NY,6 W 20TH ST,10011-9271,10011.0,A62
23535,748 UNION ST,BROOKLYN,0,23615,112507185,126430,36047.0,748 UNION ST BROOKLYN NY 11215-1209,,SPOKE THE HUB DANCING INC,A62,111718.0,135333,NY,748 UNION ST,11215-1209,11215.0,A62
23564,176 03 JAMAICA AVE,JAMAICA,124559,406319,112515828,479796,36081.0,176 03 JAMAICA AVE JAMAICA NY 11432-5503,,AFRICAN POETRY THEATRE INC,A23,152044.0,566004,NY,176 03 JAMAICA AVE,11432-5503,11432.0,A23
23573,70 MULBERRY STREET 2ND FLOOR,NEW YORK,321617,464721,112517055,655630,36061.0,70 MULBERRY STREET NEW YORK NY 10013-4402,,MUSEUM OF CHINESE IN THE AMERICAS,A54,66940.0,555038,NY,70 MULBERRY STREET,10013-4402,10013.0,A54
23623,1495 HERKIMER STREET,BROOKLYN,292255,369531,112530319,373832,36047.0,1495 HERKIMER STREET BROOKLYN NY 11233-3491,,EAST NEW YORK LEARNING CENTER INC,A23,0.0,369531,NY,1495 HERKIMER STREET,11233-3491,11233.0,A23
23638,137 38 NORTHERN BLVD,QUEENS,14905,0,112535978,56933,36081.0,137 38 NORTHERN BLVD QUEENS NY 11354-4122,,QUEENS NEW YORK SCHOOL OF MUSIC INC,A6E,0.0,48992,NY,137 38 NORTHERN BLVD,11354-4122,11354.0,A6E
23682,254 HICKS ST,BROOKLYN,8000,21026,112556169,26338,36047.0,254 HICKS ST BROOKLYN NY 11201-4028,,GRACE CHORAL SOCIETY INC,A6B,10814.0,31808,NY,254 HICKS ST,11201-4028,11201.0,A6B
23690,305 SEVENTH AVE 17TH FL,NEW YORK,48000,0,112558552,345195,36061.0,305 SEVENTH AVE NEW YORK NY 10001-6116,,BHARATIYA VIDYA BHAVAN USA INC,A23,304035.0,310832,NY,305 SEVENTH AVE,10001-6116,10001.0,A23
23693,500 E 77TH ST STE 3314,NEW YORK,0,24000,112561104,25981,36061.0,500 E 77TH ST NEW YORK NY 10162-0010,,GLEE CLUB OF THE FRIENDLY SONS OF ST PATRICK IN THE CITY OF NY INC,A6B,1960.0,25148,NY,500 E 77TH ST,10162-0010,10162.0,A6B
23695,35 PROSPECT PARK W 15 C,BROOKLYN,29859,1323707,112561538,977404,36047.0,35 PROSPECT PARK W 15 C BROOKLYN NY 11215-0000,,SEASIDE SUMMER CONCERT SERIES INC,A60,0.0,1328681,NY,35 PROSPECT PARK W 15 C,11215-0000,11215.0,A60
23704,SAINT JOHNS UNIVERSITY,JAMAICA,0,0,112565236,54198,36081.0,SAINT JOHNS UNIVERSITY JAMAICA NY 11439-0001,,ARBA SICULA INC,A23,33879.0,34744,NY,SAINT JOHNS UNIVERSITY,11439-0001,11439.0,A23
23750,2445 BATH AVE,BROOKLYN,0,41830,112579252,59856,36047.0,2445 BATH AVE BROOKLYN NY 11214-5327,,RYAN REPERTORY COMPANY INC,A65,8304.0,50134,NY,2445 BATH AVE,11214-5327,11214.0,A65
23772,686 PARK AVENUE,NEW YORK,0,22460,112587607,20235,36061.0,686 PARK AVENUE NEW YORK NY 10021-5009,,ITALIAN HERITAGE AND CULTURE COMMITTEE OF NEW YORK INC,A23,3800.0,26272,NY,686 PARK AVENUE,10021-5009,10021.0,A23
23811,30 THIRD AVE,BROOKLYN,0,4500,112602969,37000,36047.0,30 THIRD AVE BROOKLYN NY 11217-1822,,THELMA HILL PERFORMING ARTS CENTER INC,A61,27650.0,32150,NY,30 THIRD AVE,11217-1822,11217.0,A61
23823,PO BOX 1902,NEW YORK,0,4235,112608525,82227,36061.0,,,BLACK EXPERIMENTAL THEATRE,A65,61376.0,67864,NY,,10013-0881,10013.0,A65
23827,1955 FIRST AVE STE 305,NEW YORK,0,63352,112608709,96582,36061.0,1955 FIRST AVE NEW YORK NY 10029-6440,,DANCE GIANT STEPS INC,A62,27687.0,92444,NY,1955 FIRST AVE,10029-6440,10029.0,A62
23876,PO BOX 258,NEW YORK,0,114585,112625093,86873,36061.0,,,CENTER FOR CONTEMPORARY OPERA,A6A,10455.0,127491,NY,,10044-0205,10044.0,A6A
23881,PO BOX 720636,JACKSON HEIGHTS,58630,1956,112626225,102772,36081.0,,,OLLANTAY CENTER FOR THE ARTS INC,A23,96500.0,98456,NY,,11372-0636,11372.0,A23
23899,31 PROSPECT PARK W,BROOKLYN,0,1025151,112638417,1021000,36047.0,31 PROSPECT PARK W BROOKLYN NY 11215-2307,,MARTIN LUTHER KING JR CONCERT SERIES INC,A61,0.0,1027532,NY,31 PROSPECT PARK W,11215-2307,11215.0,A61
23917,21 65 41ST ST,ASTORIA,0,0,112644177,57983,36081.0,21 65 41ST ST ASTORIA NY 11105-1708,,GOLIARD CONCERTS INC,A68,56719.0,56334,NY,21 65 41ST ST,11105-1708,11105.0,A68
23919,2350 27TH ST,LONG IS CITY,0,59600,112644226,76600,36081.0,2350 27TH ST LONG IS CITY NY 11105-3110,,CYPRECO OF AMERICA INC,A65,17000.0,76600,NY,2350 27TH ST,11105-3110,11105.0,A65
23943,137 35 NORTHERN BLVD,FLUSHING,789232,1329756,112652182,1760318,36081.0,137 35 NORTHERN BLVD FLUSHING NY 11354-4120,,FLUSHING COUNCIL ON CULTURE AND THE ARTS INC,A26,266297.0,1706409,NY,137 35 NORTHERN BLVD,11354-4120,11354.0,A26
23973,45 MAIN STREET STE 315,BROOKLYN,609090,711889,112665242,1831376,36047.0,45 MAIN STREET BROOKLYN NY 11201-1098,,ST ANN CENTER FOR RESTORATION AND THE ARTS INC,A20,930043.0,1675155,NY,45 MAIN STREET,11201-1098,11201.0,A20
24003,621 RUTLAND AVE 4C,BROOKLYN,39350,33825,112676496,60479,36047.0,621 RUTLAND AVE BROOKLYN NY 11203-1716,,LA TROUPE MAKANDAL INC,A24,23335.0,57160,NY,621 RUTLAND AVE,11203-1716,11203.0,A24
24006,48-18 VERNON BLVD,LONG ISLAND CITY,0,0,112677548,11968,36081.0,48-18 VERNON BLVD LONG ISLAND CITY NY 11101-5626,,SOCIETY OF INDO-AMERICAN ENGINEERS AND ARCHITECTS INC,A03,6000.0,31382,NY,48-18 VERNON BLVD,11101-5626,11101.0,A03
24018,138 S OXFORD ST,BROOKLYN,0,27157,112681484,59362,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1695,,THE KINGS COUNTY SHAKESPEARE COMPANY INC,A65,18691.0,42609,NY,138 S OXFORD ST,11217-1695,11217.0,A65
24025,58 FARRAGUT AVE,STATEN ISLAND,0,79946,112685724,61777,36085.0,58 FARRAGUT AVE STATEN ISLAND NY 10303-2903,,THEATRE REHABILITATION FOR YOUTH,A65,0.0,79962,NY,58 FARRAGUT AVE,10303-2903,10303.0,A65
