,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,ZIP,ZIP5,nteeFinal,SUBDISCIPLINE,LAT,LONG
89,89,74184,730 BROADWAY,NEW YORK,3000,0,430721295,102175,36061.0,730 BROADWAY NEW YORK NY 10003-9502,O,TEXTILE PROCESSORS LOCAL 108 WELFARE FUND GROUP 1053,A40,30369.0,35361,NY,730 BROADWAY,10003-9502,10003.0,A40,Visual Arts,40.7293353,-73.9931312
90,90,81905,1300 MORRIS PARK AVE RM 502,BRONX,0,0,510192888,64605,36005.0,1300 MORRIS PARK AVE BRONX NY 10461-1930,O,NEW YORK OBSTETRICAL SOCIETY INC,A69,67381.0,67381,NY,1300 MORRIS PARK AVE,10461-1930,10461.0,A69,Symphony Orchestras,40.851003,-73.844241
91,91,82694,7 W 96TH ST,NEW YORK,0,0,510244825,34333,36061.0,7 W 96TH ST NEW YORK NY 10025-6540,O,KING SOLOMON-BEETHOVEN LODGE NO 232,A68,10619.0,43820,NY,7 W 96TH ST,10025-6540,10025.0,A68,Music,40.79221575,-73.9653096635488
92,92,85335,9120 95TH AVE,OZONE PARK,1880,0,521592386,55490,36081.0,9120 95TH AVE OZONE PARK NY 11416-1413,O,POLISH FALCONS OF AMERICA,A23,44740.0,51077,NY,9120 95TH AVE,11416-1413,11416.0,A23,Cultural & Ethnic Awareness,40.6870905,-73.8475547
93,93,85987,52 VANDERBILT AVE STE 20TH FL,NEW YORK,131000,0,521902671,271114,36061.0,52 VANDERBILT AVE STE NEW YORK NY 10017-3808,O,BRITISH-AMERICAN BUSINESS COUNCIL,A23,34430.0,214401,NY,52 VANDERBILT AVE STE,10017-3808,10017.0,A23,Cultural & Ethnic Awareness,40.7542036,-73.9772008
94,94,86369,275 7TH AVE,NEW YORK,0,0,522127537,61256,36061.0,275 7TH AVE NEW YORK NY 10001-6708,O,2801 M STREET HOLDING COMPANY INC,A60,95411.0,95411,NY,275 7TH AVE,10001-6708,10001.0,A60,Performing Arts,40.745544,-73.9943954
95,95,89409,111 E 14TH ST PMB 157,NEW YORK,0,15,541585995,68568,36061.0,111 E 14TH ST PMB NEW YORK NY 10003-4103,O,NATIONAL ASSOCIATION OF INDEPENDENT PUBLISHERS REPRESENTATIVES INC,A03,90739.0,90754,NY,111 E 14TH ST PMB,10003-4103,10003.0,A03,Professional Societies & Associations,,
96,96,98271,230 PARK AVE 12TH FLOOR,NEW YORK,226682,0,582648602,2827244,36061.0,230 PARK AVE NEW YORK NY 10169-0005,O,ERS PLAZA MUSEUM INC,A50,3018649.0,3024670,NY,230 PARK AVE,10169-0005,10169.0,A50,Museums,40.754603,-73.9756765
97,97,101698,1251 AVE OF THE AMERICAS 35TH FLR,NEW YORK,0,0,593334243,0,36061.0,1251 AVE OF THE AMERICAS NEW YORK NY 10020-1104,O,INDIAN RIVER APARTMENTS INC,A23,0.0,684536,NY,1251 AVE OF THE AMERICAS,10020-1104,10020.0,A23,Cultural & Ethnic Awareness,40.7600411,-73.9818903421781
98,98,115991,366 5TH AVE FL 12,NEW YORK,0,0,742066156,3414339,36061.0,366 5TH AVE NEW YORK NY 10001-2211,O,DUWEL COMPANY,A60,0.0,3394983,NY,366 5TH AVE,10001-2211,10001.0,A60,Performing Arts,40.7490042,-73.9843664
99,99,143828,770 BROADWAY 5TH FLR,NEW YORK,0,0,952786905,250192,36061.0,770 BROADWAY NEW YORK NY 10003-9522,O,INTERNATIONAL THEATRE EQUIPMENT ASSOCIATION INC,A65,256725.0,267823,NY,770 BROADWAY,10003-9522,10003.0,A65,Theater,40.7308477,-73.9915391
100,100,147579,8115 SURREY PL,JAMAICA,0,0,112099939,29972,36081.0,8115 SURREY PL JAMAICA NY 11432-1434,O,JAMAICA ESTATES ASSOCIATION INC,A23,21220.0,26179,NY,8115 SURREY PL,11432-1434,11432.0,A23,Cultural & Ethnic Awareness,,
101,101,147651,1407 BROADWAY RM 1112,NEW YORK,0,0,134190455,53812,36061.0,1407 BROADWAY NEW YORK NY 10018-5111,O,SIKH ORGANIZATION OF NY INC,A20,43543.0,43543,NY,1407 BROADWAY,10018-5111,10018.0,A20,Arts & Culture,40.753531,-73.9876248263453
102,102,147670,45 E 33RD ST,NEW YORK,0,41910,135562400,57750,36061.0,45 E 33RD ST NEW YORK NY 10016-5336,O,SOCIAL SERVICE DEPARTMENT OF THE WORKMENS CIRCLE,A23,12883.0,55799,NY,45 E 33RD ST,10016-5336,10016.0,A23,Cultural & Ethnic Awareness,40.74689385,-73.9823742098881
103,103,148204,25 W 39TH ST-11TH FL,NEW YORK,11538,500000,203249437,19957,36061.0,25 W 39TH NEW YORK NY 10018-3805,PC,SEPHARDIC HERITAGE MUSEUM INC,A50,0.0,500000,NY,25 W 39TH,10018-3805,10018.0,A50,Museums,,
104,104,148847,61 MARTENSE ST APT 5A,BROOKLYN,0,0,237444871,78806,36047.0,61 MARTENSE ST BROOKLYN NY 11226-3236,O,CIVIL SERVICE EMPLOYEES ASSOCIATION,A57,152824.0,154724,NY,61 MARTENSE ST,11226-3236,11226.0,A57,Science & Technology Museums,40.65158915,-73.9570316977079
105,105,177,200 PARK AVE S 1116,NEW YORK,468323,1106547,10263908,1515235,36061.0,200 PARK AVE S NEW YORK NY 10003-1512,,SKOWHEGAN SCHOOL OF PAINTING AND SCULPTURE INC,A25,413460.0,1786794,NY,200 PARK AVE S,10003-1512,10003.0,A25,Arts Education,40.736708,-73.98903
106,106,641,BOX 150 597,BROOKLYN,0,1786,10391592,89075,36047.0,BOX 150 BROOKLYN NY 11215-0150,,MAINE JAZZ CAMP,A68,91057.0,92843,NY,BOX 150,11215-0150,11215.0,A68,Music,40.7375073,-73.952957
107,107,1837,12 DONGAN PL APT 602,NEW YORK,0,43743,10598781,47597,36061.0,12 DONGAN PL NEW YORK NY 10040-1594,,TED THOMAS DANCE FOUNDATION FOR THE PUBLIC INC,A62,1600.0,45343,NY,12 DONGAN PL,10040-1594,10040.0,A62,Dance,40.8634606,-73.9294255
108,108,1966,155 W 70TH ST STE PH3B,NEW YORK,0,25304,10622887,22483,36061.0,155 W 70TH ST NEW YORK NY 10023-4419,,MANHATTAN PLAYWRIGHTS INC,A65,0.0,25304,NY,155 W 70TH ST,10023-4419,10023.0,A65,Theater,40.7770215,-73.9816646
109,109,1985,130 7TH AVE 221,NEW YORK,0,141879,10627379,125192,36061.0,130 7TH AVE NEW YORK NY 10011-1803,,ZANGDOKPALRI FOUNDATION INC,A23,0.0,141879,NY,130 7TH AVE,10011-1803,10011.0,A23,Cultural & Ethnic Awareness,40.740936,-73.9981751
110,110,2013,526 44TH ST 3RD FLR,BROOKLYN,0,32400,10632725,18382,36047.0,526 44TH ST BROOKLYN NY 11220-1305,,GAMETOPHYTE INC,A60,0.0,32400,NY,526 44TH ST,11220-1305,11220.0,A60,Performing Arts,40.6479009,-74.0062626332192
111,111,2029,7 1/2 W 75TH ST STE 4B,NEW YORK,3333,229363,10635574,72543,36061.0,7 1/2 W 75TH ST NEW YORK NY 10023-2065,,GLOBE THEATRE INC,A65,0.0,229363,NY,7 1/2 W 75TH ST,10023-2065,10023.0,A65,Theater,,
112,112,2094,1270 AVE OF THE AMERICAS,NEW YORK,0,64377,10647938,53673,36061.0,1270 AVE OF THE AMERICAS NEW YORK NY 10020-0000,,ART PARTY INC,A65,1357.0,65939,NY,1270 AVE OF THE AMERICAS,10020-0000,10020.0,A65,Theater,40.7600711,-73.9798230337321
113,113,2210,134 MARINERS LN,STATEN ISLAND,0,0,10671893,60406,36085.0,134 MARINERS LN STATEN ISLAND NY 10303-2548,,ALEXANDRIA & AKEAS PLAYHOUSE INC,A61,57723.0,57723,NY,134 MARINERS LN,10303-2548,10303.0,A61,Performing Arts Centers,40.63526975,-74.1528190539576
114,114,2463,45 E 89TH ST APT F,NEW YORK,0,53551,10715984,11032,36061.0,45 E 89TH ST APT NEW YORK NY 10128-1251,,P R KELLERMAN FOUNDATION,A68,0.0,53593,NY,45 E 89TH ST APT,10128-1251,10128.0,A68,Music,,
115,115,2574,151 1ST AVE,NEW YORK,0,40223,10734181,50955,36061.0,151 1ST AVE NEW YORK NY 10003-2965,,JAZZ JOURNALISTS ASSOCIATION,A6C,21224.0,61447,NY,151 1ST AVE,10003-2965,10003.0,A6C,Bands & Ensembles,40.7284751,-73.9848909
116,116,2759,1071 FIFTH AVE,NEW YORK,0,500000,10769997,117361,36061.0,1071 FIFTH AVE NEW YORK NY 10128-0112,,HERMITAGE-GUGGENHEIM FOUNDATION INC,A51,0.0,508456,NY,1071 FIFTH AVE,10128-0112,10128.0,A51,Art Museums,42.7976632,-73.9527343
117,117,2911,505 8TH AVE 1802,NEW YORK,30724,21549,10798319,112019,36061.0,505 8TH AVE NEW YORK NY 10018-6505,,TANK LTD,A65,114735.0,136284,NY,505 8TH AVE,10018-6505,10018.0,A65,Theater,40.7531008,-73.9930311
118,118,4707,145 HICKS ST STE A-54,BROOKLYN,0,60295,20569320,63727,36047.0,145 HICKS ST BROOKLYN NY 11201-2328,,BROOKLYN BALLET,A63,0.0,60295,NY,145 HICKS ST,11201-2328,11201.0,A63,Ballet,40.6971149,-73.9945536901457
119,119,4781,655 THIRD AVENUE 18TH FLOOR,NEW YORK,0,30201,20581476,14685,36061.0,655 THIRD AVENUE NEW YORK NY 10017-5617,,FINLAND CENTER FOUNDATION,A20,0.0,28485,NY,655 THIRD AVENUE,10017-5617,10017.0,A20,Arts & Culture,42.8002283,-73.9523152
120,120,4824,65 E 89TH STREET,NEW YORK,1041494,214438,20589687,1654587,36061.0,65 E 89TH STREET NEW YORK NY 10128-1226,,ST THOMAS MORE PLAY GROUP INC,A65,1482625.0,1730874,NY,65 E 89TH STREET,10128-1226,10128.0,A65,Theater,40.78268705,-73.956583892094
121,121,5133,PO BOX 2044,NEW YORK,10000,12067,20643034,47894,36061.0,,,MANHATTAN CHORAL ENSEMBLE INC,A6B,14077.0,30797,NY,,10108-2044,10108.0,A6B,Singing & Choral Groups,,
122,122,5292,201 CLINTON AVE STE 14A,BROOKLYN,52203,52350,20671070,194946,36047.0,201 CLINTON AVE BROOKLYN NY 11205-3564,,PARKS HALL INC,A02,153439.0,205959,NY,201 CLINTON AVE,11205-3564,11205.0,A02,Management & Technical Assistance,40.692072,-73.9683286014965
123,123,5428,560 RIVERSIDE DR,NEW YORK,0,23000,20700407,21786,36061.0,560 RIVERSIDE DR NEW YORK NY 10027-3202,,NAYIKAS-SAMITA DANCE THEATER CORP,A62,0.0,24200,NY,560 RIVERSIDE DR,10027-3202,10027.0,A62,Dance,40.81692665,-73.9603758888478
124,124,5464,121 W 17TH ST APT 4B,NEW YORK,0,33312,20708419,22418,36061.0,121 W 17TH ST NEW YORK NY 10011-5436,,EQUUS PROJECTS INC,A62,0.0,33312,NY,121 W 17TH ST,10011-5436,10011.0,A62,Dance,40.7397944,-73.9964471
125,125,6831,231 12TH ST # 1,BROOKLYN,0,33123,30384032,36460,36047.0,231 12TH ST # BROOKLYN NY 11215-3919,,PROTO-TYPE THEATER INC,A65,3726.0,36849,NY,231 12TH ST #,11215-3919,11215.0,A65,Theater,40.66843235,-73.9895993464869
126,126,6864,37 12 BROADWAY,ASTORIA,0,30877,30388136,39754,36081.0,37 12 BROADWAY ASTORIA NY 11103-4027,,SABA DANCE THEATER CO,A62,0.0,37618,NY,37 12 BROADWAY,11103-4027,11103.0,A62,Dance,40.7593619,-73.920275593191
127,127,7115,36 E 20TH ST STE 2,NEW YORK,0,0,30433832,39662,36061.0,36 E 20TH ST NEW YORK NY 10003-1315,,TURKISH AMERICAN CULTURAL ASSOCIATION OF LONG ISLAND INC,A23,41936.0,41936,NY,36 E 20TH ST,10003-1315,10003.0,A23,Cultural & Ethnic Awareness,40.7385008,-73.9887071111785
128,128,7352,16 EAST 14TH STREET APT 6A,NEW YORK,236611,0,30474145,300336,36061.0,16 EAST 14TH STREET NEW YORK NY 10003-3101,,EDUCATION IN DANCE AND THE RELATED ARTS,A62,295645.0,295645,NY,16 EAST 14TH STREET,10003-3101,10003.0,A62,Dance,40.7355972941176,-73.9928601764706
129,129,7530,133 BERKELEY PL STE 3,BROOKLYN,0,50302,30505193,34494,36047.0,133 BERKELEY PL BROOKLYN NY 11217-3624,,LOOK & LISTEN INC,A20,0.0,50302,NY,133 BERKELEY PL,11217-3624,11217.0,A20,Arts & Culture,40.67566315,-73.97596405
130,130,7578,5 W 102ND ST STE 5B,NEW YORK,0,8925,30515962,111703,36061.0,5 W 102ND ST NEW YORK NY 10025-4784,,URBAN BALLET THEATER INC,A63,64383.0,73308,NY,5 W 102ND ST,10025-4784,10025.0,A63,Ballet,40.7959033,-73.9623754824866
131,131,7597,150 E 55TH ST 7TH FLR,NEW YORK,0,49720,30520389,40558,36061.0,150 E 55TH ST NEW YORK NY 10022-4514,,VALMAC PRODUCTIONS INC,A6A,3300.0,53020,NY,150 E 55TH ST,10022-4514,10022.0,A6A,Opera,40.7590997,-73.9694578605641
132,132,7680,182 AVENUE A APT 2A,NEW YORK,0,48895,30539644,55328,36061.0,182 AVENUE A NEW YORK NY 10009-4008,,THEATER MITU INC,A65,19868.0,68555,NY,182 AVENUE A,10009-4008,10009.0,A65,Theater,40.7287088,-73.9813354
133,133,9266,30 EAST END AVE,NEW YORK,0,59330,42575633,70450,36061.0,30 EAST END AVE NEW YORK NY 10028-7053,,SEVENARS CONCERTS INC,A68,17316.0,77526,NY,30 EAST END AVE,10028-7053,10028.0,A68,Music,40.7716086,-73.9474299
134,134,10606,255 W 98TH ST,NEW YORK,16319,3131,42795467,44267,36061.0,255 W 98TH ST NEW YORK NY 10025-5575,,LUTE SOCIETY OF AMERICA INC,A03,38113.0,41282,NY,255 W 98TH ST,10025-5575,10025.0,A03,Professional Societies & Associations,40.7964712,-73.9715989719766
135,135,15077,123 BOERUM PL STE 3B,BROOKLYN,0,13000,43648166,30777,36047.0,123 BOERUM PL BROOKLYN NY 11201-6285,,REEL YOUTH INC,A60,19835.0,32844,NY,123 BOERUM PL,11201-6285,11201.0,A60,Performing Arts,40.68765285,-73.9914161637195
136,136,15336,PO BOX 455,NEW YORK,0,36411,43700586,30765,36061.0,,,LOLLIPOP THEATER NETWORK INC,A65,0.0,80171,NY,,10113-0455,10113.0,A65,Theater,,
137,137,15338,30-47 68TH ST,WOODSIDE,0,28285,43701064,4579,36081.0,30-47 68TH ST WOODSIDE NY 11377-1239,,STANOVIC BALLET COMPANY INC,A63,1200.0,29519,NY,30-47 68TH ST,11377-1239,11377.0,A63,Ballet,40.75847485,-73.8989881018089
138,138,15346,476 DEAN ST STE 2,BROOKLYN,0,66694,43702601,43863,36047.0,476 DEAN ST BROOKLYN NY 11217-2132,,FIST AND HEEL PERFORMANCE GROUP INC,A62,17200.0,83894,NY,476 DEAN ST,11217-2132,11217.0,A62,Dance,40.68144645,-73.9747686844796
139,139,15583,410 W 42ND ST,NEW YORK,76144,479072,43754026,439687,36061.0,410 W 42ND ST NEW YORK NY 10036-6809,,GOTHAM CHAMBER OPERA INC,A6A,56251.0,536502,NY,410 W 42ND ST,10036-6809,10036.0,A6A,Opera,40.7585537,-73.9933987
140,140,15613,58 GRAND ST,BROOKLYN,7312,40128,43763314,116641,36047.0,58 GRAND ST BROOKLYN NY 11211-4146,,CAVE ORGANIZATION INC,A40,0.0,137206,NY,58 GRAND ST,11211-4146,11211.0,A40,Visual Arts,40.711962,-73.940688
141,141,15665,622 W 168TH ST 3-308 HOSPITAL SO,NEW YORK,0,29000,43777290,19679,36061.0,622 W 168TH ST 3-308 HOSPITAL SO NEW YORK NY 10032-0000,,CHINESE-AMERICAN ASSOCIATION FOR CLINICAL MICROBIOLOGY,A23,1195.0,30369,NY,622 W 168TH ST 3-308 HOSPITAL SO,10032-0000,10032.0,A23,Cultural & Ethnic Awareness,,
142,142,15708,45 52 193RD ST,FLUSHING,0,0,43790899,64568,36081.0,45 52 193RD ST FLUSHING NY 11358-3442,,ASPIRING LEADERS ENRICHMENT CENTER INC,A23,65833.0,65833,NY,45 52 193RD ST,11358-3442,11358.0,A23,Cultural & Ethnic Awareness,,
143,143,15730,240 W 73RD ST STE 209,NEW YORK,0,10000,43808119,37792,36061.0,240 W 73RD ST NEW YORK NY 10023-2789,,MUSIC BRIDGES INTERNATIONAL INC,A68,30978.0,40978,NY,240 W 73RD ST,10023-2789,10023.0,A68,Music,40.779693,-73.982705599961
144,144,17879,140 W 69TH ST APT 83B,NEW YORK,0,50411,50606695,73127,36061.0,140 W 69TH ST NEW YORK NY 10023-5170,,HARMONY PROGRAM,A68,35762.0,86173,NY,140 W 69TH ST,10023-5170,10023.0,A68,Music,40.7759689,-73.9816054
145,145,19531,162 W 21ST ST,NEW YROK,0,12000,61129274,20266,36061.0,162 W 21ST ST NEW YROK NY 10011-3202,,WORKS INC,A62,19927.0,31938,NY,162 W 21ST ST,10011-3202,10011.0,A62,Dance,,
146,146,19769,275 E 7TH ST STE 4,NEW YORK,0,4990,61240889,108374,36061.0,275 E 7TH ST NEW YORK NY 10009-6025,,THEATREMOVES INC,A65,104050.0,109040,NY,275 E 7TH ST,10009-6025,10009.0,A65,Theater,40.7234628,-73.9769658305822
147,147,19845,212 W 29TH ST,NEW YORK,0,17179,61267752,132660,36061.0,212 W 29TH ST NEW YORK NY 10001-5201,,29TH STREET REPERTORY THEATRE INC,A65,115266.0,132445,NY,212 W 29TH ST,10001-5201,10001.0,A65,Theater,40.7479906,-73.9937889366566
148,148,20819,PO BOX 20554,NEW YORK,73200,180220,61490898,179277,36061.0,,,RACCOON INC,A02,22173.0,206563,NY,,10021-0070,10021.0,A02,Management & Technical Assistance,,
149,149,20928,141 E 3RD ST 12H,NEW YORK,0,0,61513667,38063,36061.0,141 E 3RD ST NEW YORK NY 10009-7309,,THE@KATHAK ENSEMBLE & FRIENDS CARAVAN INC,A62,40896.0,40896,NY,141 E 3RD ST,10009-7309,10009.0,A62,Dance,40.723863,-73.9855314
150,150,21063,PO BOX 202,NEW YORK,0,2696,61536630,49473,36061.0,,,LAMIA INK INC,A23,27670.0,35946,NY,,10012-0004,10012.0,A23,Cultural & Ethnic Awareness,,
151,151,21120,42 W 24TH ST,NEW YORK,49030,102444,61547170,123606,36061.0,42 W 24TH ST NEW YORK NY 10010-3201,,SOSPESO LTD,A68,16305.0,118789,NY,42 W 24TH ST,10010-3201,10010.0,A68,Music,40.74275,-73.9906160833333
152,152,21243,51 MACDOUGAL ST STE 302,NEW YORK,7832,79010,61570027,123030,36061.0,51 MACDOUGAL ST NEW YORK NY 10012-2921,,WAX FACTORY INC,A60,30579.0,109603,NY,51 MACDOUGAL ST,10012-2921,10012.0,A60,Performing Arts,40.7291711,-74.0011907
153,153,21275,P O BOX 2026,NEW YORK,0,15602,61577437,91200,36061.0,P O BOX NEW YORK NY 10013-0874,,COLLECTIVE UNCONSCIOUS CORPORATION,A65,74527.0,97138,NY,P O BOX,10013-0874,10013.0,A65,Theater,40.7642499,-73.954525
154,154,21285,PO BOX 5535,NEW YORK,0,50000,61578647,38271,36061.0,,,LAWRENCE CENTER FOR THE VISUAL ARTS,A40,0.0,50000,NY,,10027-5579,10027.0,A40,Visual Arts,,
155,155,21290,260 DECATUR ST,BROOKLYN,2000,42941,61579333,47041,36047.0,260 DECATUR ST BROOKLYN NY 11233-1703,,RED CLAY ARTS INC,A20,0.0,42941,NY,260 DECATUR ST,11233-1703,11233.0,A40,Arts & Culture,40.6813094,-73.9329717218572
156,156,21335,65 W BROADWAY 2ND FLR,NEW YORK,0,93850,61588655,92577,36061.0,65 W BROADWAY NEW YORK NY 10007-2104,,MANHATTAN ART PROGRAM INC,A25,0.0,93850,NY,65 W BROADWAY,10007-2104,10007.0,A25,Arts Education,40.7144967,-74.0098359
157,157,21424,101 W 67TH ST APT 49E,NEW YORK,430538,0,61605067,683195,36061.0,101 W 67TH ST NEW YORK NY 10023-5952,,LES BALLETS GRANDIVA LTD,A63,766544.0,769128,NY,101 W 67TH ST,10023-5952,10023.0,A63,Ballet,40.7744357,-73.9813516
158,158,21436,321 E 69TH ST,NEW YORK,0,11600,61608238,162213,36061.0,321 E 69TH ST NEW YORK NY 10021-5545,,NEW YORK CONSERVATORY OF MUSIC INC,A6E,155876.0,167476,NY,321 E 69TH ST,10021-5545,10021.0,A6E,Performing Arts Schools,40.76651415,-73.9584915524121
159,159,21463,PO BOX 2058,NEW YORK,0,19900,61614045,32210,36061.0,,,NICUS SPOON INC,A65,0.0,32405,NY,,10163-2058,10163.0,A65,Theater,,
160,160,21504,311 WEST 42RD STREET STE 602,NEW YORK,0,7101,61622755,88431,36061.0,311 WEST 42RD STREET NEW YORK NY 10036-6907,,BROKEN WATCH PRODUCTIONS INC,A65,77490.0,85044,NY,311 WEST 42RD STREET,10036-6907,10036.0,A65,Theater,,
161,161,21510,30 52 34TH ST,ASTORIA,0,34937,61623825,46015,36081.0,30 52 34TH ST ASTORIA NY 11103-5249,,ANTI-SOCIAL MUSIC INC,A68,0.0,34937,NY,30 52 34TH ST,11103-5249,11103.0,A68,Music,40.76464,-73.9201290662808
162,162,21577,30 W 26TH ST,NEW YORK,27000,68600,61633557,38496,36061.0,30 W 26TH ST NEW YORK NY 10010-2011,,DOUGLAS MOORE FUND FOR AMERICAN OPERA INC,A6A,0.0,68600,NY,30 W 26TH ST,10010-2011,10010.0,A6A,Opera,40.7442736,-73.9904326
163,163,21581,135 WILLIAM ST 11B,NEW YORK,361015,189700,61634051,1128900,36061.0,135 WILLIAM ST NEW YORK NY 10038-3862,,SHEN WEI DANCE ARTS INC,A62,846211.0,1065196,NY,135 WILLIAM ST,10038-3862,10038.0,A62,Dance,40.7094485,-74.0066577
164,164,21700,622 THIRD AVE 33RD FLR,NEW YORK,0,415000,61655858,433201,36061.0,622 THIRD AVE NEW YORK NY 10017-6707,,MOROCCO PALACE OF ARTS FOUNDATION,A51,0.0,415000,NY,622 THIRD AVE,10017-6707,10017.0,A51,Art Museums,42.8002283,-73.9523152
165,165,21825,177 MACDOUGAL ST,NEW YORK,0,28810,61683335,11362,36061.0,177 MACDOUGAL ST NEW YORK NY 10011-9178,,MADE TO MOVE INC,A60,0.0,28810,NY,177 MACDOUGAL ST,10011-9178,10011.0,A60,Performing Arts,40.73283375,-73.9984109834903
166,166,21979,579 W 215TH AVE STE 7G,NEW YORK,0,17820,61722131,27645,36061.0,579 W 215TH AVE NEW YORK NY 10034-1240,,JAZZ DRAMA PROGRAM,A6E,18795.0,37267,NY,579 W 215TH AVE,10034-1240,10034.0,A6E,Performing Arts Schools,,
167,167,21992,420 TOMPKINS AVE,STATEN ISLAND,84520,163673,61725844,213369,36085.0,420 TOMPKINS AVE STATEN ISLAND NY 10305-1704,,GARIBALDI MEUCCI MUSEUM,A54,26619.0,192624,NY,420 TOMPKINS AVE,10305-1704,10305.0,A54,History Museums,40.6151654,-74.0738792588764
168,168,22013,ONE FIFTH AVE STE 10A,NEW YORK,35000,148800,61733392,235866,36061.0,ONE FIFTH AVE NEW YORK NY 10003-4315,,QUIET IN THE LAND INC,A20,208143.0,357058,NY,ONE FIFTH AVE,10003-4315,10003.0,A20,Arts & Culture,,
169,169,22693,58 SEVENTH AVE,BROOKLYN,1657878,318417,111532426,2511050,36047.0,58 SEVENTH AVE BROOKLYN NY 11217-3608,,BROOKLYN CONSERVATORY OF MUSIC,A6E,1992540.0,2366165,NY,58 SEVENTH AVE,11217-3608,11217.0,A6E,Performing Arts Schools,,
170,170,22795,200 EASTERN PARKWAY,BROOKLYN,13073962,41066283,111672743,29498508,36047.0,200 EASTERN PARKWAY BROOKLYN NY 11238-6052,,BROOKLYN INSTITUTE OF ARTS AND SCIENCES,A51,2449122.0,49907138,NY,200 EASTERN PARKWAY,11238-6052,11238.0,A51,Art Museums,40.6709108,-73.9633157304714
171,171,22844,138-A COURT STREET,BROOKLYN,860442,2251234,111773636,2039321,36047.0,138-A COURT STREET BROOKLYN NY 11201-6209,,BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA INC,A69,304739.0,2546015,NY,138-A COURT STREET,11201-6209,11201.0,A69,Symphony Orchestras,40.689305,-73.992668
172,172,22964,LOCAL,NEW YORK,40000,70525,112004760,243460,36061.0,LOCAL NEW YORK NY 10150-0421,,ST CECILIA CLUB INC,A6B,176753.0,255706,NY,LOCAL,10150-0421,10150.0,A6B,Singing & Choral Groups,40.7515081,-73.9934608
173,173,23000,47-01 111TH STREET,CORONA,4997861,13981446,112104059,14036088,36081.0,47-01 111TH STREET CORONA NY 11368-2950,,NEW YORK HALL OF SCIENCE,A57,2291780.0,17087189,NY,47-01 111TH STREET,11368-2950,11368.0,A57,Science & Technology Museums,40.74737695,-73.8516136275829
174,174,23002,80-00 COOPER AVENUE BLDG 22,GLENDALE,156229,572897,112106191,602469,36081.0,80-00 COOPER AVENUE BLDG GLENDALE NY 11385-7734,,QUEENS SYMPHONY ORCHESTRA INC,A69,11798.0,629418,NY,80-00 COOPER AVENUE BLDG,11385-7734,11385.0,A69,Symphony Orchestras,,
175,175,23065,30 LAFAYETTE AVE,BROOKLYN,11728596,26009808,112201344,27421599,36047.0,30 LAFAYETTE AVE BROOKLYN NY 11217-1430,,BROOKLYN ACADEMY OF MUSIC INC,A60,7551441.0,34472883,NY,30 LAFAYETTE AVE,11217-1430,11217.0,A60,Performing Arts,40.68639675,-73.9778442461478
176,176,23078,115 62 SUTPHIN BLVD,JAMAICA,0,16052,112207752,22546,36081.0,115 62 SUTPHIN BLVD JAMAICA NY 11434-1019,,AIMS OF MODZAWE INC,A62,9466.0,25518,NY,115 62 SUTPHIN BLVD,11434-1019,11434.0,A62,Dance,40.6964475,-73.8048727
177,177,23089,79-01 PARK LANE SOUTH,JAMAICA,293285,754525,112219193,823597,36081.0,79-01 PARK LANE SOUTH JAMAICA NY 11421-1166,,QUEENS COUNCIL ON THE ARTS INC,A26,47470.0,847858,NY,79-01 PARK LANE SOUTH,11421-1166,11421.0,A26,Arts & Humanities Councils & Agencies,,
178,178,23159,NYC BLDG FLUSHING MEADOW PARK,FLUSHING,1548752,3179409,112278998,2932860,36081.0,NYC BLDG FLUSHING MEADOW PARK FLUSHING NY 11368-0000,,QUEENS MUSEUM OF ART,A51,230034.0,3431293,NY,NYC BLDG FLUSHING MEADOW PARK,11368-0000,11368.0,A51,Art Museums,,
179,179,23241,PO BOX 020334,BROOKLYN,0,12934,112335811,34778,36047.0,,,BROOKLYN HEIGHTS MUSIC SOCIETY INC,A68,13386.0,32820,NY,,11202-0334,11202.0,A68,Music,,
180,180,23289,37-45 84TH ST APT 31,JACKSON HEIGHTS,72877,64875,112393789,151976,36081.0,37-45 84TH ST JACKSON HEIGHTS NY 11372-7206,,CHINESE THEATER WORKS INC,A65,89686.0,155735,NY,37-45 84TH ST,11372-7206,11372.0,A65,Theater,,
181,181,23292,90-04 161ST ST,JAMAICA,129182,258020,112396324,224725,36081.0,90-04 161ST ST JAMAICA NY 11432-6103,,KING MANOR ASSOCIATION OF LONG ISLAND INC,A54,0.0,263020,NY,90-04 161ST ST,11432-6103,11432.0,A54,History Museums,40.7052217,-73.7994126
182,182,23324,119 14 LINDEN BLVD,S OZONE PARK,0,20719,112412220,42839,36081.0,119 14 LINDEN BLVD S OZONE PARK NY 11420-2006,,KANNADA KOOTA NEW YORK INC,A26,26036.0,48297,NY,119 14 LINDEN BLVD,11420-2006,11420.0,A26,Arts & Humanities Councils & Agencies,,
