,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTEE,NTMAJ12,NTMAJ5,msa,PMSA,FIPS,RandNum,NTEESRC,nteeConf,Auspice,MailName,MailStreet,MailCity,CBSA,DIVCODE,MSA_NECH,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
20651,131671148,200106,2000,123162,1468739,3436284,2898717,311999,162242,0,0,5197202,2298485,6789103,3535021,8473580,278366,0,10198072,9772265,1130252,1298685,0,0,0,0,0,0,3000,0,0,0,0,0,0,1354372,0,94547,,3890386,3,9,0,7633,304366,0,0,0,537567,0,0,0,0,0,3890386,355365,-949605,0,0,0,0,0,0,0,9067820,986714,4362387,4059730,1043035,0,0,11034542,6974812,0,0,0,602.0,N,7.0,1.0,200229.0,29490180023062.0,1.0,2001,7.0,Y,1.0,Y,1.0,0.0,2000.0,10001-6708,10001.0,131671148200106.0,1316711482001.0,6,602.0,0.0,0.0,275 7TH AVE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,COLLEGE ART ASSOCIATION OF AMERICA INC,1.0,193811.0,,NY,RTF01PC,5.0,4.0,5.0,4.0,A,A19,IN,,AR,A,PC,O,AR,A,7,,A71M,AR,AR,5602.0,5600.0,36061.0,0.474757,1,N,Z,College Art Association of America Inc.,275 7th Ave.,New York,35620.0,35644.0,5602.0,A03,NY,10001.0,NEW YORK,C03,70,0.0,1g,200.0,0.0,1g,200.0,5758154.0,3a,2001.0,160412.0,1g,200.0,1649316.0,3a,2001.0,1066010.0,3a,2001.0,0.0,1g,200.0,23796.0,1g,200.0,123162.0,1g,200.0,167401.0,1g,200.0,PC,O,AR,A,IN,,0.0,1g,200.0,15332.0,1g,200.0,9001446.0,1g,200.0,14853.0,1g,200.0,A0325,A
20653,131672947,200112,2001,45497,0,0,0,11721,0,0,0,16710,16710,62207,113070,308100,32461,0,402915,354304,43952,46204,0,0,0,0,0,0,0,0,0,0,0,0,0,4989,0,0,,62207,3,7,0,11721,0,0,0,0,0,0,0,0,0,0,62207,-50863,0,7310,2574,0,0,0,0,0,358963,320287,0,46724,45674,0,0,412685,365961,0,0,0,59.0,N,4.0,1.0,200239.0,29490250142062.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10010-6207,10010.0,131672947200112.0,1316729472001.0,12,59.0,62.0,120.0,25 E 21ST ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,RELIEF COMMITTEE OF THE GENERAL JEWISH WORKERS UNION OF POLAND INC,1.0,194210.0,,NY,RTF01PC,2.0,1.0,1.0,2.0,A,A70,IN,,AR,A,PC,O,AR,A,,,A70Z,AR,AR,5602.0,5600.0,36061.0,0.155196,1,N,J,Relief Committee of the General Jewish Workers Union of Poland Inc.,25 E. 21st St.,New York,35620.0,35644.0,5602.0,A70,NY,10010.0,NEW YORK,A23,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,45497.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,38200.0,3a,2001.0,A23,A
20655,131674444,200112,2001,0,0,0,0,0,0,122473,53943,209729,87256,209729,127642,212018,0,0,444622,420044,192218,208026,211018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33313,,87256,3,9,0,0,0,0,0,0,0,0,0,0,0,176416,87256,-40385,0,64253,5076,0,0,0,0,251403,252403,0,0,975519,0,0,0,975519,0,0,0,0,29.0,N,4.0,1.0,200239.0,29490257041092.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2001.0,10005-4001,10005.0,131674444200112.0,1316744442001.0,12,29.0,0.0,0.0,120 WALL ST 24TH FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,LUCIS PUBLISHING COMPANY,1.0,194311.0,,NY,RTF01PC,2.0,1.0,2.0,2.0,A,A33,IN,,AR,A,PC,O,AR,A,,X20Z,A33Z,AR,AR,5602.0,5600.0,36061.0,0.67591,1,N,R,Lucis Publishing Company,120 Wall St. 24th Flr,New York,35620.0,35644.0,5602.0,A33,NY,10005.0,NEW YORK,X83,,,,,,,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,1100.0,3a,2001.0,0.0,3a,2001.0,,,,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,18802.0,3a,2001.0,0.0,3a,2001.0,33303.0,3a,2001.0,X83,X
20657,131675082,200106,2000,4348309,190767,35579639,30984044,2451060,514506,0,0,39165294,8181250,43704370,9235723,91088909,493562,0,97215653,91813350,443986,724441,0,0,0,0,0,0,0,0,0,0,0,0,183314,1043795,-92514,0,S,12537012,3,7,0,47628,2403432,0,0,0,4595595,0,0,0,90800,0,12537012,3301289,-8984047,2814538,151672,0,0,0,0,0,96771667,0,0,0,0,0,0,0,0,0,0,0,59.0,N,9.0,1.0,200147.0,29490307157321.0,1.0,2001,8.0,Y,1.0,N,1.0,0.0,2000.0,10017-2301,10017.0,131675082200106.0,1316750822001.0,6,59.0,602.0,0.0,333 E 47TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,JAPAN SOCIETY INC,1.0,195211.0,,NY,CORE00PC,,,,5.0,A,A23,IN,,AR,A,PC,O,AR,A,,A74Z,A23Z,AR,AR,5602.0,5600.0,36061.0,0.44552700000000006,1,N,Z,Japan Society Inc.,333 E. 47th St.,New York,35620.0,35644.0,5602.0,A23,NY,10017.0,NEW YORK,A23,,121722.0,1b,2001.0,0.0,1b,2001.0,42559458.0,3b,2002.0,0.0,1b,2001.0,2665229.0,3b,2002.0,45864004.0,3b,2002.0,11816393.0,1b,2001.0,0.0,1b,2001.0,4226587.0,1b,2001.0,0.0,1d,2002.0,PC,O,AR,A,IN,,0.0,1b,2001.0,6325.0,1b,2001.0,78005099.0,1b,2001.0,245268.0,1b,2001.0,A23,A
20660,131677400,200103,2000,416092,78709,2015627,1454460,285258,37563,0,0,2977444,1522984,3472245,923441,10386372,0,0,11061173,10413188,136921,26816,0,0,0,0,0,0,0,0,0,0,0,0,45888,91550,41683,30359,S,1971897,3,9,0,94,285164,68079,68079,0,561167,399000,0,399000,87571,0,1971897,1048456,-1586336,3496330,28577,0,0,0,0,0,10924252,821014,299392,797458,1083716,0,0,3001580,2204122,0,0,0,64.0,N,8.0,1.0,200215.0,29490082047092.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10021-8736,10021.0,131677400200103.0,1316774002001.0,3,64.0,59.0,62.0,417 E 61ST ST,6.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,2638.0,COLONIAL DAMES OF AMERICA,1.0,197507.0,ABIGAIL ADAMS SMITH MUSEUM,NY,RTF01PC,,4.0,4.0,3.0,A,A80,IN,,AR,A,PC,O,AR,A,,,A80Z,AR,AR,5602.0,5600.0,36061.0,0.0780904,1,N,Z,Colonial Dames of America,417 E. 61st St.,New York,35620.0,35644.0,5602.0,A80,NY,10021.0,NEW YORK,A80,,31000.0,1b,2001.0,0.0,1b,2001.0,8941262.0,3a,2001.0,2078275.0,1b,2001.0,567204.0,3a,2001.0,877806.0,3a,2001.0,0.0,1b,2001.0,0.0,1b,2001.0,385092.0,1b,2001.0,2424627.0,1d,2002.0,PC,O,AR,A,IN,,0.0,1b,2001.0,80950.0,1b,2001.0,8139247.0,1b,2001.0,2525.0,1b,2001.0,A80,A
20669,131681983,200106,2000,4718937,5735299,23468456,21865788,673719,195700,2067607,2278034,31999569,8066174,42453805,13898345,34310610,289492,0,37129209,36947077,2905037,2636467,0,0,0,0,0,0,0,0,0,0,0,0,132723,3065848,281981,31201,S,18387687,3,7,0,24015,649704,0,0,0,1602668,0,0,0,414704,4345641,18387687,4489342,-4402904,2858242,207228,0,0,0,0,0,34224172,7378152,21517507,35131285,1878320,0,0,65905264,30773979,0,0,0,119.0,N,8.0,1.0,200212.0,29490061072082.0,1.0,2001,8.0,Y,1.0,Y,1.0,0.0,2000.0,10023-6548,10023.0,131681983200106.0,1316819832001.0,6,119.0,59.0,0.0,70 LINCOLN CENTER PLZ,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,METROPOLITAN OPERA GUILD INC,1.0,193808.0,,NY,RTF01PC,,,,,A,A6A,IN,,AR,A,PC,O,AR,A,,,A6AZ,AR,AR,5602.0,5600.0,36061.0,0.633215,1,N,Z,Metropolitan Opera Guild Inc.,70 Lincoln Center Plz,New York,35620.0,35644.0,5602.0,A6A,NY,10023.0,NEW YORK,A03,60,67000.0,1b,2001.0,0.0,1b,2001.0,32122909.0,3a,2001.0,4986950.0,1b,2001.0,1761301.0,3a,2001.0,426300.0,3a,2001.0,0.0,1b,2001.0,0.0,1b,2001.0,4651937.0,1b,2001.0,5593601.0,1d,2002.0,PC,O,AR,A,IN,,0.0,1b,2001.0,0.0,1b,2001.0,24698151.0,1b,2001.0,836195.0,1b,2001.0,A0360,A
20673,131685156,200112,2001,0,0,2382321,2441662,241398,0,0,0,3323446,881784,3323446,737211,8081558,0,0,8244994,8089579,11089,8021,8081558,0,0,0,0,0,0,0,0,0,0,0,0,546596,153131,0,,881784,3,7,0,0,241398,0,0,0,-59341,0,0,0,153131,0,881784,144573,-296920,0,0,0,0,0,0,8233905,8233905,2211187,0,0,1117624,0,0,3328811,3328811,0,0,0,59.0,N,7.0,1.0,200251.0,29490327054152.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2001.0,10021-7302,10021.0,131685156200112.0,1316851562001.0,12,59.0,0.0,0.0,123 E 63RD ST,1.0,0.0,NEW YORK,2.0,% HARRIS FREEDMAN,1.0,13.0,16.0,10.0,0.0,GURDJIEFF FOUNDATION,1.0,195412.0,,NY,RTF01PC,5.0,3.0,4.0,3.0,A,A26,IN,,AR,A,PC,O,AR,A,,A77Z,A26Z,AR,AR,5602.0,5600.0,36061.0,0.27589,1,N,Z,Gurdjieff Foundation,123 E. 63rd St.,New York,35620.0,35644.0,5602.0,P50,NY,10021.0,NEW YORK,P50,,0.0,1e,2002.0,0.0,1e,2002.0,0.0,3a,2001.0,1984248.0,1a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,1a,2001.0,0.0,1a,2001.0,0.0,1e,2002.0,1518228.0,1b,2000.0,PC,O,AR,A,IN,,0.0,1a,2001.0,4438.0,1a,2001.0,6076113.0,1a,2001.0,11435.0,1a,2001.0,P50,P
20679,131688246,200106,2000,1993448,202928,2304532,2064890,178493,205496,0,0,2701792,636902,4898168,2337460,6928927,0,0,6891422,7105970,124700,177043,0,0,0,0,0,0,0,0,0,0,0,0,202687,0,-30823,46903,,2630591,3,9,0,251,178242,0,0,0,239642,0,0,0,171864,0,2630591,293131,-130926,0,0,0,0,0,0,0,6766722,4536428,745688,2353025,1648399,0,0,9283540,6930515,0,0,0,119.0,N,7.0,1.0,200215.0,29490068091012.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10128-1688,10128.0,131688246200106.0,1316882462001.0,6,119.0,0.0,0.0,115 E 92ND ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,YOUNG AUDIENCES INC,1.0,195308.0,,NY,RTF01PC,5.0,4.0,4.0,4.0,A,A02,IN,,AR,A,PC,O,AR,A,6,,A60B,AR,AR,5602.0,5600.0,36061.0,0.276395,1,N,Z,Young Audiences Inc.,115 E. 92nd St.,New York,35620.0,35644.0,5602.0,A02,NY,10128.0,NEW YORK,A02,61,250006.0,3a,2001.0,0.0,3a,2001.0,1886907.0,3a,2001.0,68101.0,3a,2001.0,0.0,3a,2001.0,5041920.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,1743442.0,3a,2001.0,41400.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,57101.0,3a,2001.0,6051360.0,3a,2001.0,31900.0,3a,2001.0,A0261,A
20689,131694606,200112,2001,10750,0,0,0,0,0,0,0,22024,22024,32774,46726,11076,0,0,25028,11076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19517,0,2507,,32774,3,9,0,0,0,0,0,0,0,0,0,0,0,0,32774,-13952,0,0,0,0,0,0,0,0,25028,114443,0,89316,0,0,0,203759,114443,0,0,0,92.0,N,2.0,1.0,200242.0,29490271015112.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2001.0,10012-2608,10012.0,131694606200112.0,1316946062001.0,12,92.0,0.0,0.0,611 BROADWAY RM 842,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,NEW REVIEW INC,1.0,199003.0,,NY,RTF01PC,1.0,1.0,1.0,1.0,A,A33,IN,,AR,A,PC,O,AR,A,,A75Z,A33Z,AR,AR,5602.0,5600.0,36061.0,0.23749099999999998,1,N,Z,New Review Inc.,611 Broadway Rm 842,New York,35620.0,35644.0,5602.0,A33,NY,10012.0,NEW YORK,A33,,0.0,3a,2001.0,0.0,3a,2001.0,11076.0,3a,2001.0,503.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,10750.0,3a,2001.0,776.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,10573.0,3a,2001.0,A33,A
20828,131775772,200108,2000,361574,0,0,61982,134162,111661,0,0,1155510,1093528,1517084,1271517,2513510,65000,0,3018631,2707362,254119,193852,0,0,0,0,0,0,0,0,0,0,0,0,53345,901641,30210,36152,,1401757,3,2,0,0,134162,0,0,0,-61982,0,0,0,83555,0,1401757,130240,-381242,780586,79588,0,0,0,0,0,2764512,0,0,0,0,0,0,0,0,0,0,0,46.0,N,6.0,1.0,200234.0,29490222079012.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10022-6201,10022.0,131775772200108.0,1317757722001.0,8,46.0,119.0,30.0,244 E 52ND ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,11.0,10.0,0.0,TURTLE BAY MUSIC SCHOOL INC,1.0,193512.0,,NY,RTF01PC,4.0,4.0,4.0,4.0,A,A6E,IN,,AR,A,PC,O,AR,A,,A68P,A6EZ,AR,AR,5602.0,5600.0,36061.0,0.20767399999999997,1,N,Z,Turtle Bay Music School Inc.,244 E. 52nd St.,New York,35620.0,35644.0,5602.0,A6E,NY,10022.0,NEW YORK,A6E,,0.0,3a,2001.0,236548.0,3a,2001.0,313901.0,3a,2001.0,213805.0,3a,2001.0,108300.0,3a,2001.0,2091108.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,125026.0,3a,2001.0,233802.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,2002846.0,3a,2001.0,126503.0,3a,2001.0,A6E,A
20841,131787503,200112,2001,243295,235914,178664,153184,-242718,0,0,0,73083,-80101,552292,705441,1706217,38000,0,2207151,1904178,194601,197961,0,0,0,0,0,0,0,0,0,0,0,0,0,137137,0,0,,399108,3,7,0,0,0,0,0,-242718,25480,0,0,0,0,0,399108,-306333,0,73390,0,0,0,0,0,0,2012550,364420,812463,281889,843949,0,0,2302721,2020832,0,0,0,161.0,N,6.0,1.0,200228.0,29490166205062.0,1.0,2001,5.0,Y,1.0,Y,1.0,0.0,2001.0,10011-8604,10011.0,131787503200112.0,1317875032001.0,12,161.0,180.0,59.0,24 W 12TH ST,3.0,0.0,NEW YORK,3.0,,1.0,13.0,16.0,10.0,0.0,RENAISSANCE SOCIETY OF AMERICA INC,1.0,195910.0,,NY,RTF01PC,4.0,2.0,3.0,3.0,A,A80,IN,,AR,A,PC,O,AR,A,,A33Z,A82Z,AR,AR,5602.0,5600.0,36061.0,0.816854,1,N,Z,Renaissance Society of America Inc.,365 Fifth Ave. 5400,New York,35620.0,35644.0,5602.0,A80,NY,10011.0,NEW YORK,A80,,0.0,3a,2001.0,0.0,3a,2001.0,1661417.0,3a,2001.0,11300.0,3a,2001.0,0.0,3a,2001.0,44800.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,243295.0,3a,2001.0,15200.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,4300.0,3a,2001.0,1806474.0,3a,2001.0,64603.0,3a,2001.0,A80,A
20845,131789318,200106,2000,24770575,201577,12953042,12327696,2830457,2670983,1528317,1024924,25055074,11199061,50027226,30288272,90781897,1016687,0,92963992,97127870,5428483,6345973,0,0,0,0,0,0,0,0,0,0,0,331896,660704,4377103,0,135017,S,35178613,3,7,0,12125,828905,1545510,1213614,1989427,625346,0,0,0,660704,2553238,35178613,4890341,-1643953,8794190,658333,0,0,100000,1250000,0,87535509,97739483,630690,24510728,6690337,0,0,129859358,105348630,0,0,0,65.0,N,9.0,1.0,200230.0,29490180230002.0,1.0,2001,9.0,Y,1.0,Y,1.0,0.0,2000.0,10021-2705,10021.0,131789318200106.0,1317893182001.0,6,65.0,207.0,119.0,945 MADISON AVE,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,WHITNEY MUSEUM OF AMERICAN ART,1.0,193606.0,,NY,RTF01PC,,,,,A,A51,IN,,AR,A,PC,O,AR,A,,,A51Z,AR,AR,5602.0,5600.0,36061.0,0.18635,1,N,Z,Whitney Museum of American Art,945 Madison Ave.,New York,35620.0,35644.0,5602.0,A51,NY,10021.0,NEW YORK,A51,,314800.0,1b,2001.0,0.0,1b,2001.0,30900333.0,3a,2001.0,35440469.0,1b,2001.0,35819238.0,3a,2001.0,24062326.0,3a,2001.0,0.0,1b,2001.0,0.0,1b,2001.0,24455775.0,1b,2001.0,34664141.0,1d,2002.0,PC,O,AR,A,IN,,10185353.0,1b,2001.0,24153.0,1b,2001.0,39655043.0,1b,2001.0,15274.0,1b,2001.0,A51,A
20854,131794413,200103,2000,165867,0,0,0,0,0,0,0,30716,30716,196583,196554,-8853,0,0,12262,17840,21144,26693,0,0,0,0,0,0,0,0,0,0,0,0,0,30716,0,0,,196583,3,9,0,0,0,0,0,0,0,0,0,0,0,0,196583,29,0,59921,5903,0,0,0,0,0,-8882,739480,0,119174,0,0,0,858654,739480,0,0,0,120.0,N,2.0,1.0,200207.0,29490019138242.0,1.0,2001,4.0,Y,1.0,N,1.0,0.0,2000.0,10017-6706,10017.0,131794413200103.0,1317944132001.0,3,120.0,59.0,0.0,633 3RD AVE 21ST FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,THEODOR HERZL FOUNDATION INC,1.0,196512.0,,NY,RTF01PC,1.0,2.0,2.0,2.0,A,A33,IN,,AR,A,PC,O,AR,A,,,A33Z,AR,AR,5602.0,5600.0,36061.0,0.760612,1,N,Z,Theodor Herzl Foundation Inc.,633 3rd Ave. 21st Flr,New York,35620.0,35644.0,5602.0,A33,NY,10017.0,NEW YORK,A33,,0.0,3a,2001.0,165867.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,17840.0,3a,2001.0,A33,A
20865,131813808,200106,2000,440430,0,0,0,80512,0,0,0,714741,714741,1155171,1595970,5230180,0,0,8144684,9098257,2492901,3868077,0,0,0,0,0,0,48000,0,0,0,0,0,0,623617,0,0,S,1155171,3,9,0,80512,0,10612,10612,0,0,0,0,0,0,0,1155171,-440799,19196,4404294,440206,0,0,0,0,0,5651783,4418331,0,2904677,236506,0,0,7559514,4654837,0,0,0,119.0,N,7.0,1.0,200218.0,29490082131282.0,1.0,2001,6.0,Y,1.0,N,1.0,0.0,2000.0,10023-6548,10023.0,131813808200106.0,1318138082001.0,6,119.0,0.0,0.0,70 LINCOLN CENTER PLAZA 4TH FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,CITY CENTER OF MUSIC & DRAMA INC,1.0,194408.0,,NY,RTF01PC,5.0,4.0,4.0,4.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A63Z,AR,AR,5602.0,5600.0,36061.0,0.33862800000000004,1,N,Z,City Center of Music and Drama Inc.,70 Lincoln Center Plz Frnt 4,New York,35620.0,35644.0,5602.0,A61,NY,10023.0,NEW YORK,A61,,413213.0,1b,2001.0,0.0,1b,2001.0,2208534.0,3a,2001.0,4126077.0,1b,2001.0,3021646.0,3a,2001.0,0.0,3a,2001.0,0.0,1b,2001.0,0.0,1b,2001.0,27217.0,1b,2001.0,2891187.0,1d,2002.0,PC,O,AR,A,IN,,0.0,1b,2001.0,1148935.0,1b,2001.0,1121736.0,1b,2001.0,564588.0,1b,2001.0,A61,A
20867,131814387,200108,2000,12255,0,0,0,14730,7649,0,0,57989,57989,70244,207548,273827,780,0,420456,282024,9325,8197,0,0,0,0,0,0,0,0,0,0,0,0,0,43259,0,0,,70244,3,2,0,14730,0,0,0,0,0,0,0,0,0,0,70244,-137304,0,90235,7431,0,0,0,0,0,411131,0,0,0,0,0,0,0,0,0,0,0,119.0,N,4.0,1.0,200208.0,29490040044112.0,1.0,2001,3.0,Y,1.0,N,1.0,0.0,2000.0,10023-5917,10023.0,131814387200108.0,1318143872001.0,8,119.0,0.0,0.0,129 W 67TH ST,3.0,0.0,NEW YORK,2.0,% ELAINE KAUFMAN CULTURAL CENTER,1.0,13.0,11.0,10.0,0.0,DALCROZE SCHOOL OF MUSIC,1.0,193707.0,,NY,RTF01PC,2.0,1.0,1.0,2.0,A,A6E,IN,,AR,A,PC,O,AR,A,,A68P,A6EZ,AR,AR,5602.0,5600.0,36061.0,0.27058000000000004,1,N,Z,Dalcroze School of Music,129 W. 67th St.,New York,35620.0,35644.0,5602.0,A6E,NY,10023.0,NEW YORK,A6E,,0.0,3a,2001.0,0.0,3a,2001.0,273827.0,3a,2001.0,500.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,12255.0,3a,2001.0,700.0,3a,2001.0,PC,O,AR,A,IN,,0.0,3a,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,6401.0,3a,2001.0,A6E,A
20876,131832391,200109,2000,122821,44752,0,0,38232,0,0,0,421684,421684,589257,248946,1864778,0,0,1534381,1873739,18714,8961,965262,0,0,0,0,0,0,0,0,0,0,0,0,27916,0,0,S,589257,3,9,0,25072,28261,355535,355535,-15101,0,0,0,0,0,0,589257,340311,8800,27614,352,0,0,0,0,616151,1515667,867884,140550,0,480942,0,0,1753134,1753134,0,0,0,90.0,N,6.0,1.0,200217.0,29490089138202.0,1.0,2001,5.0,Y,1.0,N,1.0,0.0,2000.0,10021-0106,10021.0,131832391200109.0,1318323912001.0,9,90.0,0.0,0.0,2 E 79TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,UKRAINIAN INSTITUTE OF AMERICA INC,1.0,195404.0,,NY,RTF01PC,4.0,3.0,3.0,2.0,A,A23,IN,,AR,A,PC,O,AR,A,,A76Z,A23Z,AR,AR,5602.0,5600.0,36061.0,0.602878,1,N,Z,Ukrainian Institute of America Inc.,2 E. 79th St.,New York,35620.0,35644.0,5602.0,A23,NY,10021.0,NEW YORK,A23,,0.0,1b,2001.0,0.0,1b,2001.0,0.0,3a,2001.0,474781.0,1b,2001.0,0.0,3a,2001.0,0.0,3a,2001.0,0.0,1b,2001.0,0.0,1b,2001.0,122821.0,1b,2001.0,367470.0,1d,2002.0,PC,O,AR,A,IN,,0.0,1b,2001.0,0.0,1b,2001.0,625136.0,1b,2001.0,81742.0,1b,2001.0,A23,A
