,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,OLDNTEE,NTEE2,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
10692,112408985,28226,0,0,0,179,0,0,0,56024,56024,84250,75486,11046,0,0,2486,20196,0,9150,0,0,0,0,0,0,0,0,0,0,0,0,0,55845,0,0,,A65Z,,84250,1.0,1.0,1.0,1.0,THE NEW YORK CHILDRENS THEATRE INC,,250 W 65TH ST,NEW YORK,NY,10023-6403,0.0,3.0,3.0,2000.0,198001.0,1.0,10.0,1.0,13.0,198506.0,10.0,6,,994.0,149.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.453751,10023.0,10023.0,5602.0,5600.0,36061.0,,AR,1992,A65,199206,NY,10023.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
10693,112409274,38567,2430,0,0,1475,2313,0,0,5603,5603,46600,49440,163037,0,0,168149,164482,750,1445,0,0,0,0,0,0,0,0,0,0,0,0,1522,2544,0,62,,A82Z,,45078,2.0,1.0,1.0,1.0,GREATER RIDGEWOOD HISTORICAL SOCIETY INC,WALTER,54 49 63RD PL,MASPETH,NY,11378-1212,0.0,3.0,3.0,1000.0,197702.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,994.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36081.0,,A82Z,A82,,PC,O,AR,A,IN,,1991,A,A82Z,0.381861,11378.0,11378.0,5602.0,5600.0,36081.0,,AR,1992,A82,199206,NY,11378.0,MASPETH,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
10773,112451587,449639,15604,0,0,317,81251,0,0,192864,192864,658107,586127,390068,112631,0,426862,480274,84433,90206,0,0,0,0,0,0,0,0,0,0,0,0,24341,107730,0,3167,,A60Z,,633766,2.0,3.0,3.0,3.0,BARGEMUSIC LTD C O STANLEY T STAIRS,,FULTON FERRY LANDING,BROOKLYN,NY,11201-0000,0.0,3.0,3.0,1200.0,197812.0,1.0,15.0,1.0,11.0,0.0,10.0,8,,90.0,119.0,123.0,B9710,,1.0,1,1,4.0,1,36047.0,,A60Z,A60,,PC,O,AR,A,IN,,1991,A,A60Z,0.564126,11201.0,11201.0,5602.0,5600.0,36047.0,,AR,1992,A68,199208,NY,11201.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
10802,112465993,51329,0,0,0,0,0,0,0,0,0,51329,51157,172,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,51329,1.0,1.0,1.0,1.0,PAUL ROBESON MEMORIAL CULTURAL CENTER INCORPORATED,,468 MAREY AVE,BROOKLYN,NY,11206-7402,0.0,3.0,3.0,1000.0,198311.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,149.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A99Z,A99,,PC,O,AR,A,IN,,1992,A,A99Z,0.8184100000000001,11206.0,11206.0,5602.0,5600.0,36047.0,,AR,1992,A99,199212,NY,11206.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
10809,112468118,3041,10300,0,0,896,0,0,0,73459,73459,86800,51041,31531,0,0,27958,31531,0,0,0,0,0,10300,83139,0,0,0,0,0,0,0,32186,0,40377,0,,C32Z,A26Z,54614,1.0,1.0,1.0,1.0,ARTS PROJECT OF CHERRY GROVE INC,% ZOCCANO,73 37 AUSTIN ST,FOREST HILLS,NY,11375-6258,0.0,3.0,3.0,2000.0,198101.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36081.0,,C32Z,C32,,PC,O,EN,C,IN,,1992,C,C32Z,0.7400909999999999,11375.0,11375.0,5602.0,5600.0,36081.0,,EN,1992,C32,199212,NY,11375.0,FOREST HILLS,,,C,EN,OT,PC,O,EN,C,IN,,A20,A
10811,112468882,35818,0,0,0,0,600,0,0,14438,14438,50256,50368,38,0,0,150,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14438,0,0,,A65Z,,50256,1.0,1.0,1.0,1.0,GREEK CULTURAL CENTER INC,,27 18 HOYT AVE S,ASTORIA,NY,11102-1960,0.0,3.0,3.0,2000.0,198109.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,88.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36081.0,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.338945,11102.0,11102.0,5602.0,5600.0,36081.0,,AR,1992,A23,199206,NY,11102.0,ASTORIA,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
10825,112478709,885347,2335,0,0,276,0,0,0,118003,118003,1005685,954398,-150370,160000,0,67983,114627,253185,264997,0,0,0,0,0,0,0,0,0,0,0,0,16455,76271,2190,9305,,A20Z,,989230,2.0,4.0,3.0,3.0,JAMAICA CENTER FOR THE PERFORMING AND VISUAL ARTS INC,,161 04 JAMAICA AVE,JAMAICA,NY,11432-6112,0.0,3.0,3.0,1200.0,198107.0,1.0,15.0,1.0,11.0,0.0,10.0,6,INC,90.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36081.0,,A20Z,A20,,PC,O,AR,A,IN,,1992,A,A20Z,0.828306,11432.0,11432.0,5602.0,5600.0,36081.0,,AR,1993,A20,199306,NY,11432.0,JAMAICA,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
10845,112483897,17067,1389,0,0,710,0,0,0,10020,10020,28476,19925,23353,0,0,9521,23353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6248,0,0,,A62Z,,28476,1.0,1.0,1.0,1.0,POLISH AMERICAN FOLK DANCE COMPANY INC C O STANLEY PELE,% STANLEY PELC,1001 LORIMER ST,BROOKLYN,NY,11222-2911,0.0,3.0,3.0,1000.0,197902.0,1.0,15.0,1.0,11.0,0.0,20.0,8,PELE,90.0,994.0,0.0,B9710,,1.0,1,0,0.0,0,36047.0,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.8518290000000001,11222.0,11222.0,5602.0,5600.0,36047.0,,AR,1992,A24,199208,NY,11222.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A24,A
10849,112485472,76085,0,0,0,764,9242,0,0,24467,24467,100552,94720,37238,0,0,31406,37238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23703,0,0,,A99Z,,100552,1.0,2.0,2.0,1.0,ALLIANCE OF QUEENS ARTISTS INC,% E ATLAS,99 10 METROPOLITAN AVE,FOREST HILLS,NY,11375-6638,0.0,3.0,3.0,1000.0,198109.0,1.0,15.0,1.0,11.0,0.0,10.0,3,,998.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36081.0,,A99Z,A99,,PC,O,AR,A,IN,,1992,A,A99Z,0.6273350000000001,11375.0,11375.0,5602.0,5600.0,36081.0,,AR,1993,A99,199303,NY,11375.0,FOREST HILLS,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
10877,112495664,2357970,7645,550628,498640,75025,160174,0,0,752225,253585,3117840,2371156,1550458,115821,0,1561822,2547113,259408,996655,0,0,0,0,0,0,0,0,0,0,0,0,0,123754,0,2818,,A52Z,,2619200,4.0,4.0,4.0,4.0,BROOKLYN CHILDRENS MUSEUM CORP,,145 BROOKLYN AVE,BROOKLYN,NY,11213-1930,0.0,3.0,3.0,1000.0,198110.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,60.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A52Z,A52,,PC,O,AR,A,IN,,1991,A,A52Z,0.412545,11213.0,11213.0,5602.0,5600.0,36047.0,,AR,1992,A52,199206,NY,11213.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A52,A
10890,112498972,9042,0,0,0,669,0,0,0,87986,87986,97028,85498,45394,0,0,41753,51089,7889,5695,0,0,0,0,0,0,0,0,0,0,0,0,0,87317,0,0,,A33Z,A63Z,97028,1.0,1.0,1.0,1.0,CONTACT COLLABORATIONS INC,% ZIMMER,537 BROADWAY 3RD FLR,NEW YORK,NY,10012-3930,0.0,3.0,3.0,2000.0,198008.0,1.0,15.0,1.0,13.0,198212.0,10.0,8,,994.0,90.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1991,A,A33Z,0.704058,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1992,A33,199208,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
10917,112505548,240,0,0,0,0,0,0,0,137403,137403,137643,45127,-105058,0,0,732526,702880,816095,807938,-105058,0,0,0,0,0,0,0,0,0,0,114004,0,47649,0,707,,A62Z,A23Z,23639,3.0,2.0,1.0,1.0,MOROCCO AND THE CASBAH DANCE EXPERIENCE INC C/O GINORIO & BORNS,,320 W 15TH ST,NEW YORK,NY,10011-5901,0.0,3.0,3.0,1200.0,197910.0,1.0,15.0,1.0,13.0,0.0,10.0,5,NORIO & BORNS,123.0,124.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1992,A,A62Z,0.663959,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1993,A62,199305,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
10925,112508369,134592,8584,0,0,5048,0,14958,12046,234693,219735,377869,295588,385716,0,0,333619,412150,15226,26434,0,0,0,0,0,0,0,0,0,0,0,0,0,202641,0,0,,A50Z,,362911,2.0,2.0,2.0,2.0,COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE INC,,73 50 LITTLE NECK PKY,FLORAL PARK,NY,11004-1129,0.0,3.0,3.0,1000.0,197911.0,1.0,15.0,1.0,11.0,0.0,10.0,3,E INC,60.0,119.0,249.0,B9710,,1.0,1,1,6.0,1,36081.0,,K25Z,K25,,PC,O,HS,K,IN,,1992,K,K25Z,0.25993499999999997,11004.0,11004.0,5602.0,5600.0,36081.0,,HU,1993,K25,199303,NY,11004.0,FLORAL PARK,,,K,HU,HU,PC,O,HS,K,IN,,A82,A
10952,112517055,291687,13581,0,0,1788,0,0,0,17605,17605,322873,322835,1237,40000,0,126292,179254,125093,178017,1237,0,0,0,0,0,0,0,0,0,0,0,0,15817,0,0,,A54Z,,322873,2.0,2.0,2.0,2.0,MUSEUM OF CHINESE IN THE AMERICAS,,70 MULBERRY ST 2ND FL,NEW YORK,NY,10013-4477,0.0,3.0,3.0,2000.0,198211.0,1.0,15.0,1.0,13.0,0.0,10.0,10,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A54Z,A54,,PC,O,AR,A,IN,,1991,A,A54Z,0.335171,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1992,A53,199210,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A54,A
10988,112526156,17070,0,0,0,0,1528,0,0,127161,127161,144231,133434,-28429,0,0,2029,3501,41255,31930,0,0,0,0,0,0,0,0,0,0,0,0,0,127161,0,0,,A65Z,A66Z,144231,1.0,2.0,2.0,2.0,GLINES INC,,240 W 44TH ST,NEW YORK,NY,10036-3906,0.0,3.0,3.0,1000.0,198109.0,1.0,16.0,1.0,13.0,198312.0,10.0,12,,995.0,90.0,0.0,B9710,,0.0,1,1,6.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.776583,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1992,A65,199212,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
11018,112535978,0,0,0,0,124,0,0,0,132396,132396,132396,132056,-18379,6800,0,142256,154296,160975,172675,18379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132272,,A6EZ,,132396,2.0,2.0,2.0,2.0,QUEENS NEW YORK SCHOOL OF MUSIC INC,,32 19 149TH ST,FLUSHING,NY,11354-3239,0.0,3.0,3.0,2000.0,198008.0,1.0,11.0,1.0,11.0,0.0,10.0,12,,46.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36081.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1992,A,A6EZ,0.20952600000000002,11354.0,11354.0,5602.0,5600.0,36081.0,,AR,1992,A6E,199212,NY,11354.0,FLUSHING,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
11023,112538804,84597,22426,0,0,23,0,0,296,5891,5891,112914,112727,15380,33761,0,21095,41630,5902,26250,0,0,0,0,0,0,0,0,0,0,0,0,0,5572,0,0,,A30B,,112914,1.0,2.0,2.0,2.0,MEDIA ALLIANCE INC,WNET,356 W 58TH ST,NEW YORK,NY,10019-1804,0.0,3.0,3.0,2000.0,198207.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A30B,A30,3.0,PC,O,AR,A,IN,,1991,A,A30B,0.32511999999999996,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1992,A30,199206,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
11066,112556158,112658,0,0,0,0,7490,0,0,0,0,112658,103973,18143,0,0,15765,22903,6307,4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6EZ,N20Z,112658,1.0,2.0,2.0,2.0,RED HOOK ARTS INC,,402 VAN BRUNT ST,BROOKLYN,NY,11231-1257,0.0,3.0,3.0,3000.0,198204.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1991,A,A6EZ,0.525904,11231.0,11231.0,5602.0,5600.0,36047.0,,AR,1992,A6E,199206,NY,11231.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
11067,112556169,9843,7945,0,0,13,23,300,231,15765,15465,33553,28660,4294,14611,0,2801,4294,0,0,4294,0,0,0,0,0,0,0,0,0,0,0,782,10517,3922,0,,A6BZ,,32471,1.0,1.0,1.0,1.0,GRACE CHORAL SOCIETY INC,,254 HICKS ST,BROOKLYN,NY,11201-4028,0.0,3.0,3.0,2000.0,198105.0,1.0,15.0,1.0,11.0,0.0,10.0,7,,402.0,408.0,0.0,B9710,,1.0,1,0,1.0,0,36047.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1992,A,A6BZ,0.644392,11201.0,11201.0,5602.0,5600.0,36047.0,,AR,1993,A6B,199307,NY,11201.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
11073,112558552,336821,0,0,0,9860,0,0,0,119281,119281,456102,126705,462088,29000,0,332717,665352,1500,203264,24681,0,0,0,0,0,0,0,0,0,0,0,198526,0,-89105,0,,A99Z,,257576,3.0,2.0,2.0,2.0,BHARATIYA VIDYA BHAVAN USA INC,,305 SEVENTH AVE 17TH FLR,NEW YORK,NY,10001-6008,9250.0,3.0,6.0,1000.0,198503.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1992,A,A99Z,0.209873,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1992,A23,199212,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
11078,112561104,0,1320,0,0,772,0,0,0,31737,31737,33057,25054,14251,0,0,15487,14251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9547,23000,-1582,0,,A6BZ,,23510,1.0,1.0,1.0,1.0,GLEE CLUB OF THE FRIENDLY SONS OF ST PATRICK IN THE CITY OF NY INC,,277 W 261ST ST,BRONX,NY,10471-1124,0.0,3.0,3.0,1000.0,198105.0,1.0,16.0,1.0,13.0,0.0,10.0,8,E CITY OF NY INC,89.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36005.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1991,A,A6BZ,0.00960418,10471.0,10471.0,5602.0,5600.0,36005.0,,AR,1992,A6B,199208,NY,10471.0,BRONX,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
11080,112561538,416240,0,0,0,3591,24000,0,0,3591,3591,419831,384539,107815,0,24000,91301,149336,18778,41521,107815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,419831,2.0,2.0,2.0,2.0,SEASIDE SUMMER CONCERT SERIES INC,% JOSEPH NACMIAS,35 PROSPECT PARK W 15C,BROOKLYN,NY,11215-2368,0.0,3.0,3.0,1000.0,198104.0,1.0,13.0,1.0,11.0,0.0,10.0,9,,90.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A60Z,A60,,PC,O,AR,A,IN,,1991,A,A60Z,0.42234099999999997,11215.0,11215.0,5602.0,5600.0,36047.0,,AR,1992,A60,199209,NY,11215.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
11126,112579252,28448,0,0,0,0,0,0,0,13564,13564,42012,44386,181510,0,0,192946,187985,9062,6475,0,0,0,0,0,0,0,0,0,0,0,0,0,12864,0,0,,A65Z,,42012,2.0,1.0,1.0,1.0,RYAN REPERTORY COMPANY INC,,2445 BATH AVE,BROOKLYN,NY,11214-5327,0.0,3.0,3.0,2000.0,198110.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,88.0,90.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.06085369999999999,11214.0,11214.0,5602.0,5600.0,36047.0,,AR,1992,A65,199212,NY,11214.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
11175,112593618,0,945,0,0,22,0,0,0,68388,68388,69333,0,68600,0,0,112528,114090,47832,45490,68600,0,0,0,0,0,0,0,0,0,0,12152,55403,0,1708,0,,A99Z,,1778,2.0,1.0,1.0,0.0,ILOCANO AMERICAN ASSOCIATION INC,,185 14 HILLSIDE AVE,JAMAICA,NY,11432-4860,0.0,3.0,3.0,1000.0,198311.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36081.0,,A99Z,A99,,PC,O,AR,A,IN,,1992,A,A99Z,0.322966,11432.0,11432.0,5602.0,5600.0,36081.0,,AR,1992,A99,199212,NY,11432.0,JAMAICA,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
11200,112606714,0,0,0,0,0,0,0,0,102846,102846,102846,117785,-3178,0,0,42611,28946,30850,32124,0,0,0,0,0,0,0,0,0,0,0,0,0,102846,0,0,,A65Z,,102846,1.0,2.0,2.0,2.0,LUCILLE HILL THEATRE OF DANCE MOVEMENT INC,,170-30 130TH AVENUE APT 3,JAMAICA,NY,11434-6005,0.0,3.0,3.0,1000.0,198309.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,149.0,0.0,0.0,B9710,,0.0,1,1,6.0,1,36081.0,,A65Z,A65,,PC,O,AR,A,IN,,1992,A,A65Z,0.7981060000000001,11434.0,11434.0,5602.0,5600.0,36081.0,,AR,1992,A65,199212,NY,11434.0,JAMAICA,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
11210,112608709,20213,6508,0,0,0,0,0,0,18189,18189,44910,47566,2434,0,0,5090,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18189,0,0,,A62Z,,44910,1.0,1.0,1.0,1.0,DANCE GIANT STEPS INC,% PHILLIP BOND,1040 PARK PL STE C 5,BROOKLYN,NY,11213-1946,0.0,3.0,3.0,1000.0,198209.0,1.0,15.0,1.0,11.0,198405.0,10.0,5,,90.0,994.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A62Z,A62,,PC,O,AR,A,IN,,1992,A,A62Z,0.700088,11213.0,11213.0,5602.0,5600.0,36047.0,,AR,1993,A62,199305,NY,11213.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
11213,112609328,22795,0,0,0,627,0,0,0,7719,7719,30514,30038,9378,0,0,8856,9378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7092,0,0,,A68Z,,30514,1.0,1.0,1.0,1.0,ROSEWOOD CHAMBER ENSEMBLE INC,,43 31 39TH ST,SUNNYSIDE,NY,11104-4351,0.0,3.0,3.0,1000.0,198303.0,1.0,16.0,1.0,11.0,198406.0,20.0,6,,89.0,995.0,0.0,B9710,,1.0,1,1,6.0,1,36081.0,,A68Z,A68,,PC,O,AR,A,IN,,1992,A,A68Z,0.337067,11104.0,11104.0,5602.0,5600.0,36081.0,,AR,1993,A68,199306,NY,11104.0,SUNNYSIDE,,,A,AR,AR,PC,O,AR,A,IN,,A68,A
11230,112615053,96853,17915,12179,12454,3902,7892,0,3426,21712,9258,136480,81349,99941,0,0,57264,99941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205,,Z99Z,,124026,1.0,2.0,2.0,1.0,WYCKOFF HOUSE & ASSOCIATION INC,,PO BOX 10,BROOKLYN,NY,11210-0000,0.0,3.0,3.0,2000.0,0.0,1.0,16.0,5.0,11.0,0.0,10.0,9,,0.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,Z99Z,Z99,,PC,O,UN,Z,IN,,1991,Z,Z99Z,0.485575,11210.0,11210.0,5602.0,5600.0,36047.0,,UN,1992,Z99,199209,NY,11210.0,BROOKLYN,,,Z,UN,OT,PC,O,UN,Z,IN,,A80,A
11245,112621532,492179,0,0,0,0,0,0,0,18462,18462,510641,622189,-27403,23000,0,45145,72089,41000,99492,-27403,0,0,0,0,0,0,0,0,0,0,0,0,18462,0,0,,A31Z,,510641,1.0,3.0,3.0,3.0,MILES EDUCATIONAL FILM PRODUCTIONS,,199 02 104TH AVE,HOLLIS,NY,11412-1208,0.0,3.0,3.0,2000.0,198310.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,122.0,119.0,124.0,B9710,,0.0,0,0,1.0,0,36081.0,,A31Z,A31,,PC,O,AR,A,IN,,1992,A,A31Z,0.0219223,11412.0,11412.0,5602.0,5600.0,36081.0,,AR,1992,A31,199212,NY,11412.0,HOLLIS,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
11262,112625093,55232,0,0,0,376,1268,0,0,11837,11837,67069,67766,13801,0,0,15915,16636,200,2835,0,0,0,0,0,0,0,0,0,0,0,0,2941,7896,389,235,,A6AZ,A6AP,64128,1.0,1.0,1.0,1.0,CENTER FOR CONTEMPORARY OPERA,,PO BOX 1350,NEW YORK,NY,10028-0010,0.0,3.0,3.0,2000.0,198310.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,0,1.0,0,36061.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1991,A,A6AZ,0.259849,10028.0,10028.0,5602.0,5600.0,36061.0,,AR,1992,A6A,199206,NY,10028.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
11264,112625764,17618,0,0,0,605,0,0,0,36187,36187,53805,50067,87227,0,0,328446,271340,240739,184113,0,0,0,0,0,0,0,0,0,0,0,1564,2654,0,13838,0,,A99Z,,49587,2.0,1.0,1.0,1.0,THE SUNNYSIDE FOUNDATION INC,,45 18 SKILLMAN AVE,LONG ISLAND CITY,NY,11104-2117,0.0,3.0,3.0,1000.0,198303.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,62.0,297.0,352.0,B9710,,1.0,1,1,4.0,1,36081.0,,A99Z,A99,,PC,O,AR,A,IN,,1992,A,A99Z,0.623424,11104.0,11104.0,5602.0,5600.0,36081.0,,AR,1992,A99,199212,NY,11104.0,LONG ISLAND CITY,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
11267,112626225,102375,0,0,0,0,0,0,0,0,0,102375,102375,-7804,28600,0,-12445,15444,5165,23248,13303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A61Z,,102375,1.0,2.0,2.0,2.0,OLLANTAY CENTER FOR THE ARTS INC,,30-40 88TH STREET,EAST ELMHURST,NY,11369-1413,0.0,3.0,3.0,1000.0,199009.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,0,0,1.0,0,36081.0,,A61Z,A61,,PC,O,AR,A,IN,,1991,A,A61Z,0.106058,11369.0,11369.0,5602.0,5600.0,36081.0,,AR,1992,A23,199206,NY,11369.0,EAST ELMHURST,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
11288,112638417,461864,0,0,0,1804,29000,0,0,1804,1804,463668,427500,64986,0,29000,71477,106511,42659,41525,64986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,A68Z,,463668,2.0,2.0,2.0,2.0,MARTIN LUTHER KING JR CONCERT SERIES INC,% J NACMIAS,35 PROSPECT PARK W 15C,BROOKLYN,NY,11215-2368,0.0,3.0,3.0,1000.0,198306.0,1.0,15.0,1.0,11.0,0.0,10.0,10,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.76865,11215.0,11215.0,5602.0,5600.0,36047.0,,AR,1992,A61,199210,NY,11215.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A61,A
11291,112639281,84045,0,0,0,0,7454,0,0,102397,102397,186442,189713,-4758,0,0,14105,9642,15592,14400,0,0,0,0,0,0,0,0,0,0,0,0,0,102397,0,0,,A84Z,,186442,1.0,2.0,2.0,2.0,QUEEN HERITAGE CORPORATION,,36 36 BELL BLVD,BAYSIDE,NY,11361-2057,0.0,3.0,3.0,1000.0,198305.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,404.0,429.0,0.0,B9606,1996.0,0.0,1,1,6.0,1,36081.0,,A84Z,A84,,PC,O,AR,A,IN,,1992,A,A84Z,0.27016999999999997,11361.0,11361.0,5602.0,5600.0,36081.0,,AR,1992,A84,199212,NY,11361.0,BAYSIDE,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
