,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,DLN,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,censusTract,block,epostcard,SOURCE,KeyID,VERIFY
103114,116102176,NATIONAL ASSOCIATION OF LETTER CARRIERS,0562 JAMAICA NEW YORK,10916 JAMAICA AVE,RICHMOND HILL,NY,11418-2334,11418.0,GT KLOPFER,,5,0.0,194409.0,5.0,12.0,263.0,264.0,279.0,9.0,3000.0,2.0,1.0,1.0,685.0,201312,2013,2013,2013,5.0,207227,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,207227,207227,207227,81773.0,0.0,0.0,0.0,200336,6891,,72945.0,109567,0.0,0.0,0.0,0.0,0.0,0.0,0,72945.0,109567.0,72945.0,109567,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,200449.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200449.0,194330.0,6119.0,84948.0,10460.0,18161.0,0.0,93,116102176_201312_990O,IN,,116102176201312,1161021762013,93493123005014.0,A23,A,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.5635899999999999,A,710000.0,,,,,0,rtf13_990_VER,152876,0
103130,133212090,TELEVISON MUSIC LICENSE COMMITTEE,,20623,NEW YORK,NY,10075-0000,10075.0,,,6,0.0,198408.0,5.0,12.0,200.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,4891584,0,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4891736,4891736,4891736,368525.0,63400.0,23324.0,0.0,5099359,-207623,,546142.0,477285,0.0,0.0,0.0,0.0,0.0,9706133.0,9844899,0.0,0.0,-9159991.0,-9367614,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,4956206.0,0.0,0.0,24847.0,0.0,13976.0,0.0,0.0,0.0,0.0,4995029.0,14170241.0,-9175212.0,372944.0,60900.0,23271.0,0.0,93,133212090_201312_990O,IN,,133212090201312,1332120902013,93493124005034.0,A0368,A,36061.0,5602.0,5600.0,A036,A,O,O,AR,A,A,1,AR,AR,AR,0.40607,A,813920.0,,,,,0,rtf13_990_VER,152933,0
103927,133364852,CORNING GLASS WORKS LTD SALARIED EMPLOYEES,,JPMORGAN CHASE BANK NA 1 CHASE,NEW YORK,NY,10005-0000,10005.0,ANASTASIA D YUELYS,,9,0.0,198802.0,1.0,12.0,279.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,9.0,0,563563,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501797.0,0,501797.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,46653,610632,610632,1112429,11023.0,0.0,0.0,0.0,384920,225712,,3514474.0,3740186,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3514474.0,3740186,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,586194.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,586344.0,190433.0,395911.0,10000.0,0.0,0.0,0.0,93,133364852_201312_990O,IN,,133364852201312,1333648522013,93493127018634.0,A40,A,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.04204,C,710000.0,,,,,0,rtf13_990_VER,156094,0
104446,133058765,CABLE TELEVISION ADVERTISING BUREAU INC,,830 3RD AVE FL 2,NEW YORK,NY,10022-6570,10022.0,,,6,0.0,198202.0,1.0,12.0,200.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,6068805,28106,0.0,0.0,144000.0,0.0,144000.0,144000.0,0.0,144000.0,0.0,0.0,0.0,1829094.0,0,1829094.0,-52862,0.0,-52862,-52862.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,170169,70244,99925,3000,6146974,6146974,8190312,3243246.0,665540.0,155096.0,0.0,6134200,12774,,3077485.0,4225267,0.0,0.0,0.0,0.0,0.0,1000675.0,2135683,0.0,0.0,2076810.0,2089584,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,5998813.0,0.0,47643.0,104800.0,3779.0,0.0,0.0,195722.0,2890.0,6353647.0,6362522.0,-8875.0,3025693.0,966412.0,182557.0,0.0,93,133058765_201312_990O,IN,,133058765201312,1330587652013,93493129008024.0,A0332,A,36061.0,5602.0,5600.0,A033,A,O,O,AR,A,A,1,AR,AR,AR,0.19452,A,813920.0,,,,,0,rtf13_990_VER,158188,0
105010,131583260,STATION REPRESENTATIVES ASSOCIATION INC,,125 W 55TH ST,NEW YORK,NY,10019-5369,10019.0,KATZ MEDIA J BELOYIANIS,,6,0.0,196910.0,1.0,12.0,919.0,200.0,0.0,3.0,2000.0,2.0,1.0,2.0,0.0,201312,2013,2013,2013,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3275,3275,3275,3275,0.0,0.0,0.0,0.0,2959,316,,77535.0,77851,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,77535.0,77851,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3180.0,3180.0,3883.0,-703.0,0.0,0.0,0.0,0.0,93,131583260_201312_990O,IN,,131583260201312,1315832602013,93493132011164.0,A01,A,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,1,AR,AR,AR,0.47768999999999995,C,813319.0,,,,,0,rtf13_990_VER,160474,0
105225,130689125,EXHIBITION EMPLOYEES - 829 GENERAL FUND,,386 PARK AVENUE SOUTH 5TH FL,NEW YORK,NY,10016-8804,10016.0,,,5,0.0,195804.0,5.0,12.0,263.0,279.0,0.0,3.0,3000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,5.0,0,182620,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,182783,182783,182783,24000.0,0.0,2054.0,0.0,205695,-22912,,65619.0,38459,0.0,0.0,303435.0,291147.0,0.0,314212.0,309964,0.0,0.0,-248593.0,-271505,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,153141.0,0.0,634.0,0.0,0.0,0.0,0.0,0.0,75000.0,228775.0,256514.0,-27739.0,35034.0,0.0,2732.0,0.0,93,130689125_201312_990O,IN,,130689125201312,1306891252013,93493132021604.0,A1140,A,36061.0,5602.0,5600.0,A114,A,O,S,ZA,A,A,1,AR,AR,AR,0.46591000000000005,B,813219.0,,,,,0,rtf13_990_VER,161324,0
105809,273662653,FRONTIER COMMUNICATIONS IBEW WEST RETIREE TRUST,,C/O JPMORGAN CHASE BANK NA 1 CH,NEW YORK,NY,10005-0000,10005.0,ANASTASIA D YUELYS,Y43,9,0.0,201202.0,2.0,12.0,0.0,0.0,0.0,3.0,1000.0,2.0,1.0,2.0,0.0,201312,2013,2013,2013,9.0,0,292000,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,292016,292016,292016,7500.0,0.0,0.0,0.0,128439,163577,,32867.0,196444,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32867.0,196444,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9770.0,-9766.0,0.0,0.0,0.0,0.0,93,273662653_201312_990O,IN,,273662653201312,2736626532013,93493133011924.0,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.9027200000000001,A,510000.0,,,,,0,rtf13_990_VER,163617,0
105817,273662577,FRONTIER COMMUNICATIONS CWA MID-ATLANTIC RETIREE TRUST,,C/O JPMORGAN CHASE BANK NA,NEW YORK,NY,10005-0000,10005.0,ANASTASIA YUELYS,Y43,9,0.0,201111.0,2.0,12.0,0.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,9.0,0,362000,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,362007,362007,362007,9890.0,0.0,0.0,0.0,368184,-6177,,22955.0,16778,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22955.0,16778,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,280000.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,280013.0,283312.0,-3299.0,9804.0,0.0,0.0,0.0,93,273662577_201312_990O,IN,,273662577201312,2736625772013,93493133012324.0,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.11167,A,510000.0,,,,,0,rtf13_990_VER,163655,0
107933,132760431,MEDIA COALITION INC,,SUITE 407,NEW YORK,NY,10038-0000,10038.0,,,6,0.0,197407.0,1.0,12.0,200.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,240420,117676,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1195,359631,359631,359631,88500.0,14531.0,10170.0,0.0,277509,82122,,184981.0,267103,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,184981.0,267103,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,256159.0,0.0,295.0,0.0,0.0,0.0,0.0,0.0,17724.0,274178.0,277197.0,-3019.0,93924.0,35250.0,12126.0,0.0,93,132760431_201312_990O,IN,,132760431201312,1327604312013,93493134066864.0,A30,A,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.8423200000000001,B,510000.0,,,,,0,rtf13_990_VER,173257,0
110079,203753340,THE INTERNATIONAL ACADEMY OF TELEVISION ARTS & SCIENCES INC,,25 WEST 52ND STREET 14TH FLOOR,NEW YORK,NY,10019-6104,10019.0,BRUCE PAISNER,S41,6,0.0,200606.0,1.0,12.0,0.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,3072686,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3073250,3073250,3073250,350000.0,560175.0,148563.0,0.0,2980078,93172,,3219229.0,3287363,0.0,0.0,0.0,0.0,0.0,621869.0,596831,0.0,0.0,2597360.0,2690532,Y,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,2698882.0,0.0,4388.0,0.0,0.0,0.0,0.0,0.0,0.0,2703270.0,2497999.0,205271.0,315000.0,516718.0,0.0,0.0,93,203753340_201312_990O,IN,,203753340201312,2037533402013,93493141001124.0,A32,A,36061.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.03397,A,513120.0,,,,,0,rtf13_990_VER,184438,0
111051,133683285,49 EAST 21 COMPANY INC,,52 BROADWAY,NEW YORK,NY,10004-1603,10004.0,JEANNETTE DILORENZO,,2,0.0,199307.0,1.0,7.0,912.0,0.0,0.0,3.0,1000.0,2.0,1.0,2.0,0.0,201307,2013,2012,2012,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2700,-2700,,8433227.0,8433227,0.0,0.0,0.0,0.0,0.0,2700.0,2700,8430524.0,8430524.0,8430527.0,8430527,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201207.0,2012.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,-2700.0,0.0,0.0,0.0,0.0,93,133683285_201307_990O,IN,,133683285201307,1336832852013,93493156005154.0,A1960,A,36061.0,5602.0,5600.0,A196,A,O,O,AR,A,A,1,AR,AR,AR,0.8174100000000001,C,813219.0,,,,,0,rtf13_990_VER,187884,0
111301,133183002,ARAB BANKERS ASSOCIATION OF NORTH AMERICA INC,,150 W 28TH ST STE 801,NEW YORK,NY,10001-6181,10001.0,,,6,0.0,198401.0,1.0,12.0,229.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,186520,647275,1088,0.0,0.0,9775.0,0.0,9775.0,0.0,0.0,0.0,9775.0,0.0,9775.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,825,845483,845483,845483,123500.0,103000.0,17265.0,0.0,726778,118705,,622123.0,741678,0.0,0.0,0.0,0.0,0.0,0.0,850,622123.0,740828.0,622123.0,740828,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,213000.0,159255.0,0.0,1822.0,0.0,0.0,0.0,0.0,0.0,1730.0,375807.0,502343.0,-126536.0,112000.0,88404.0,15897.0,0.0,93,133183002_201312_990O,IN,,133183002201312,1331830022013,93493161001234.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.6271,A,710000.0,,,,,0,rtf13_990_VER,188778,0
113303,136103339,THE LEE TOWE MEMORIAL ASSOCIATION INC,,21 PELL ST,NEW YORK,NY,10013-5148,10013.0,,,4,0.0,199202.0,1.0,12.0,408.0,429.0,0.0,3.0,3000.0,2.0,1.0,2.0,0.0,201312,2013,2013,2013,4.0,0,151,18589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19343.0,0,19343.0,-12222,0.0,-12222,-12222.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1230,7748,7748,27091,0.0,0.0,0.0,0.0,4656,3092,,701603.0,704695,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,701603.0,704695,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,155.0,0.0,8027.0,0.0,0.0,0.0,0.0,0.0,0.0,8182.0,4285.0,3897.0,0.0,0.0,0.0,0.0,93,136103339_201312_990O,IN,,136103339201312,1361033392013,93493182007214.0,A80,A,36061.0,5602.0,5600.0,A80,A,O,O,AR,A,A,1,AR,AR,AR,0.79787,B,712120.0,,,,,0,rtf13_990_VER,195650,0
114338,130951470,THE BROADWAY LEAGUE INC,,729 SEVENTH AVENUE 5TH FLOOR,NEW YORK,NY,10019-6831,10019.0,,,6,0.0,194210.0,1.0,8.0,119.0,205.0,279.0,3.0,2000.0,2.0,1.0,1.0,0.0,201308,2013,2012,2012,6.0,1092557,7441193,15423,0.0,811381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,9360554,9360554,9360554,988776.0,2285357.0,202961.0,0.0,7587315,1773239,,9552624.0,10768838,0.0,0.0,0.0,0.0,0.0,3138700.0,2002108,0.0,0.0,6413924.0,8766730,Y,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201208.0,2012.0,93.0,1118303.0,7897218.0,0.0,12599.0,0.0,0.0,0.0,0.0,0.0,0.0,9669980.0,7842097.0,1827883.0,605750.0,0.0,229966.0,0.0,93,130951470_201308_990O,IN,,130951470201308,1309514702013,93493195009814.0,A03,A,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,1,AR,AR,AR,0.06697,A,813920.0,,,,,0,rtf13_990_VER,199591,0
114594,133353621,SU KAI CHIN ASSOCIATION INC,,62 BAYARD STREET,NEW YORK,NY,10013-4938,10013.0,,A23,4,0.0,200902.0,1.0,4.0,0.0,0.0,0.0,3.0,3000.0,2.0,1.0,2.0,0.0,201404,2014,2013,2013,4.0,0,0,391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,391,391,391,0.0,0.0,0.0,0.0,8467,-8076,,285184.0,277108,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,285184.0,277108,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201304.0,2013.0,93.0,0.0,0.0,0.0,37268.0,0.0,0.0,0.0,0.0,0.0,0.0,37268.0,8560.0,28708.0,0.0,0.0,0.0,0.0,93,133353621_201404_990O,IN,,133353621201404,1333536212014,93493196011324.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.43425,B,710000.0,,,,,0,rtf13_990_VER,200670,0
114968,330274349,PLASA NORTH AMERICA,,630 9TH AVE STE 609,NEW YORK,NY,10036-3748,10036.0,,,6,0.0,198809.0,1.0,12.0,200.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,1141670,0,0.0,322483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,42076,1506229,1506229,1506229,151106.0,568360.0,0.0,0.0,1668895,-162666,,148169.0,494363,0.0,0.0,0.0,0.0,338830.0,162033.0,670893,0.0,0.0,-13864.0,-176530,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,1323332.0,0.0,436.0,0.0,0.0,0.0,0.0,0.0,20000.0,1658979.0,1798832.0,-139853.0,135377.0,0.0,0.0,0.0,93,330274349_201312_990O,IN,,330274349201312,3302743492013,93493199008124.0,A01,A,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,1,AR,AR,AR,0.52777,C,813319.0,,,,,0,rtf13_990_VER,202146,0
116102,133341914,GRUPPO ESPONENTI ITALIANI INC,,60 E 42ND ST STE 2214,NEW YORK,NY,10165-6232,10165.0,,,6,0.0,199304.0,1.0,12.0,200.0,123.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,72240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,72240,72240,72240,0.0,0.0,0.0,0.0,100884,-28644,,159539.0,127456,0.0,0.0,0.0,0.0,0.0,6643.0,3204,0.0,0.0,152896.0,124252,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,111958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111958.0,70378.0,41580.0,0.0,0.0,0.0,0.0,93,133341914_201312_990O,IN,,133341914201312,1333419142013,93493212002144.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.33666,C,710000.0,,,,,0,rtf13_990_VER,206337,0
117913,133443010,NATIONAL CHINESE AMERICAN JEWELRY ASSOCIATION INC,,385 5TH AVE RM 1110,NEW YORK,NY,10016-3340,10016.0,,,6,0.0,198807.0,1.0,12.0,200.0,0.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,23825,40712,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,64545,64545,64545,0.0,0.0,0.0,0.0,89980,-25435,,65943.0,40508,0.0,0.0,0.0,0.0,0.0,0.0,0,65943.0,40508.0,65943.0,40508,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,25797.0,37939.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,63767.0,109498.0,-45731.0,0.0,0.0,0.0,0.0,93,133443010_201312_990O,IN,,133443010201312,1334430102013,93493223021244.0,A23,A,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.6501399999999999,A,710000.0,,,,,0,rtf13_990_VER,213423,0
118121,135621505,NEW YORK PRESSROOM UNIONS-PRINTERS LEAGUE WELFARE TRUST FUND,,231 W 29TH ST RM 405,NEW YORK,NY,10001-5515,10001.0,,,9,0.0,195504.0,2.0,9.0,264.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201309,2013,2012,2012,9.0,0,886071,1629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,887700,887700,887700,0.0,0.0,250.0,0.0,976667,-88967,,828341.0,955085,0.0,0.0,0.0,0.0,0.0,40360.0,256071,787981.0,699014.0,787981.0,699014,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201209.0,2012.0,93.0,0.0,1064966.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,22227.0,1088993.0,991413.0,97580.0,0.0,37646.0,3774.0,0.0,93,135621505_201309_990O,IN,,135621505201309,1356215052013,93493224011504.0,A33,A,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.15850999999999998,A,511100.0,,,,,0,rtf13_990_VER,214227,0
118359,132509231,AUTHORS GUILD INC,,31 E 32ND ST FL 7,NEW YORK,NY,10016-5509,10016.0,,,6,0.0,199603.0,1.0,9.0,200.0,0.0,0.0,3.0,1000.0,2.0,1.0,1.0,0.0,201309,2013,2012,2012,6.0,1946623,258341,21309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151819.0,0,151819.0,7907,0.0,7907,7907.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,116055,2350235,2350235,2502054,284131.0,1047130.0,98722.0,0.0,3118156,-767921,,4652462.0,3803701,0.0,0.0,0.0,0.0,0.0,423188.0,296579,0.0,0.0,4229274.0,3507122,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,soi11ot9,201209.0,2012.0,93.0,1869476.0,258034.0,0.0,18009.0,0.0,14809.0,0.0,0.0,0.0,5653.0,2165981.0,3111194.0,-945213.0,136183.0,905027.0,81859.0,0.0,93,132509231_201309_990O,IN,,132509231201309,1325092312013,93493224023574.0,A0370,A,36061.0,5602.0,5600.0,A037,A,O,O,AR,A,A,1,AR,AR,AR,0.01116,A,813920.0,,,,,0,rtf13_990_VER,215135,0
118502,132666239,NEW YORK MARKET RADIO BROADCASTERS ASSOCIATION INC,,125 WEST 55TH STREET 5TH FLR,NEW YORK,NY,10019-5369,10019.0,,,6,0.0,197101.0,1.0,12.0,200.0,120.0,0.0,3.0,2000.0,2.0,1.0,1.0,0.0,201312,2013,2013,2013,6.0,0,577277,25273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,687,603237,603237,603237,0.0,0.0,0.0,0.0,506890,96347,,1033665.0,1146193,0.0,0.0,0.0,0.0,0.0,74025.0,90206,0.0,0.0,959640.0,1055987,N,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,core2012co,201212.0,2012.0,93.0,0.0,500944.0,0.0,8682.0,0.0,0.0,0.0,0.0,0.0,4086.0,513712.0,440020.0,73692.0,0.0,0.0,0.0,0.0,93,132666239_201312_990O,IN,,132666239201312,1326662392013,93493225008014.0,A34,A,36061.0,5602.0,5600.0,A34,A,O,O,AR,A,A,1,AR,AR,AR,0.73132,A,513110.0,,,,,0,rtf13_990_VER,215868,0
