,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA
7623,112948645,200906,201003.0,29491353100089,,N,Y,0.0,1.0,2008,3.0,4.0,3.0,3,602.0,0,24402,0,0,0,0,0,0,69402,5207,64195,5207,69402,69402,498004,0,0,0,0,194748,498004,0,18419,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,45000,0,69402,69402,5207,0,5207,0,0,7969,0,0,498004,0,303256,1388,0,0,800,0,0,0,19,0,1388,373981,17031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,112948645200906,1129486452009,rtf09pf,607,0,11357.0,WORLD JOURNAL CULTURE FOUNDATION INC,,141-07 20TH AVE 6FL,FLUSHING,NY,11357-3097,0.0,3.0,1.0,198909.0,1.0,4.0,602.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,,0,N,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.25524,A,A33,A,36081.0,5602.0,5600.0
7666,113027025,200912,201036.0,29491226109200,A23Z,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,119.0,0,0,119,0,0,0,0,475,119,1415,-1296,995,0,119,7306,0,0,0,0,0,5362,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,119,119,940,420,520,420,0,166,0,4586,5362,0,7306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113027025200912,1130270252009,rtf09pf,0,0,10021.0,SJMS HUMANITIES ARTS AND SCIENCES CHARITY INC,MELVIN ROSEN,340 E 74TH ST,NEW YORK,NY,10021-3737,0.0,3.0,1.0,199108.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9368,A,A70,A,36061.0,5602.0,5600.0
7669,113028110,200812,,29491136047169,,,,,,2008,,,,3,,0,0,0,0,0,97947,0,1250,97947,105552,-7605,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,104302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113028110200812,1130281102008,CORE08pf,0,0,10024.0,LAC HONG MAGAZINE,,,NEW YORK,NY,10024-6543,0.0,3.0,2.0,199203.0,1.0,4.0,429.0,120.0,408.0,1.0,1.0,0.0,1.0,12,,,0,N,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.4346,A,A33,A,36061.0,5602.0,5600.0
7722,113121207,200802,,29491059020009,A60Z,,,,,2007,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,101510,0,0,0,0,75962,101510,0,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113121207200802,1131212072008,CORE08pf,0,0,10022.0,B KING PRODUCTIONS INC,,,NEW YORK,NY,10022-6222,0.0,3.0,1.0,199402.0,1.0,4.0,122.0,0.0,0.0,1.0,1.0,0.0,1.0,2,,,0,N,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6973199999999999,B,A60,A,36061.0,5602.0,5600.0
7729,113131714,200912,201023.0,29491142258250,A99Z,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,560.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113131714200912,1131317142009,rtf09pf,0,0,11419.0,PEACE UNITY AND PROSPERITY FOUNDATION INC,SARITA SACHOEUA,9554 111TH ST,RICHMOND HILL,NY,11419-1023,0.0,3.0,1.0,199607.0,1.0,4.0,560.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.55052,B,A99,A,36081.0,5602.0,5600.0
7742,113137086,200912,201031.0,29491149164080,A99Z,N,Y,0.0,1.0,2009,3.0,2.0,2.0,3,560.0,20000,85,0,0,0,0,0,14559,20085,16084,4001,14559,0,0,13942,0,0,0,0,0,13942,0,588,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,85,85,1525,1525,0,1525,1525,13942,0,0,0,0,13942,0,0,0,0,0,0,0,0,0,0,11942,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113137086200912,1131370862009,rtf09pf,0,0,11423.0,J Z L FOUNDATION,MICKEY WOHL,8709 CLIO ST,HOLLISWOOD,NY,11423-1229,0.0,3.0,1.0,199508.0,1.0,4.0,560.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,,0,N,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5817,B,A99,A,36081.0,5602.0,5600.0
7761,113162087,200912,201051.0,29491338061060,,N,Y,0.0,1.0,2009,3.0,6.0,5.0,3,994.0,529889,139,0,0,0,365192,0,0,895220,1079091,-183871,1049892,139,341252,3611171,0,564091,0,564091,1168345,3611171,0,54402,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,139,365331,1079091,0,1049892,0,24079,1017963,0,0,3611171,0,2442826,3,0,0,0,0,0,0,0,0,3,1104603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113162087200912,1131620872009,rtf09pf,3,0,10018.0,AMERICAN AIRPOWER MUSEUM,COCKPIT USA INC,15 W 39TH ST FL 12,NEW YORK,NY,10018-0628,0.0,3.0,1.0,199308.0,1.0,4.0,994.0,60.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.68847,B,A50,A,36061.0,5602.0,5600.0
7832,113227149,200906,201032.0,29491205039060,A47P,N,Y,0.0,1.0,2008,2.0,2.0,3.0,3,91.0,0,0,0,0,0,65740,0,0,65740,51803,13937,0,0,13937,18490,0,0,0,0,1333,18490,0,524,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,65740,51803,0,51258,0,51803,18490,0,0,18490,0,17157,0,0,0,0,0,0,0,0,0,0,10645,0,524,0,0,0,524,51258,53276,20254,40304,165092,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113227149200906,1132271492009,rtf09pf,0,0,11231.0,CLAYWORKS ON COLUMBIA INC,,195 COLUMBIA ST,BROOKLYN,NY,11231-1402,0.0,3.0,3.0,199612.0,1.0,4.0,91.0,149.0,59.0,1.0,1.0,0.0,1.0,6,,,0,N,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.19103,B,A40,A,36047.0,5602.0,5600.0
7875,113247858,200712,,29491229040108,T30J,,,,,2007,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113247858200712,1132478582007,CORE08pf,0,0,11210.0,KOTEL MUSEUM FUND INC,,,BROOKLYN,NY,11210-1233,0.0,3.0,1.0,199504.0,1.0,4.0,994.0,602.0,0.0,1.0,11.0,0.0,1.0,12,,,0,N,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9927,A,A50,A,36047.0,5602.0,5600.0
7884,113267073,200906,201014.0,29491058006040,Z99Z,N,N,0.0,1.0,2008,3.0,1.0,0.0,3,994.0,0,0,0,0,0,0,0,0,0,1160,-1160,1160,0,0,2744,0,0,0,0,0,2744,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,1160,0,1160,0,0,0,0,0,2744,0,2744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113267073200906,1132670732009,rtf09pf,0,0,11426.0,ASSOC FOR THE HISTORIC RESTORATION AND THE PRESERVATION OF LIVES,,24603 86TH RD,JAMAICA,NY,11426-1625,0.0,3.0,1.0,199611.0,1.0,4.0,994.0,160.0,0.0,1.0,25.0,200912.0,1.0,6,A H R P L,,0,N,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.45006999999999997,B,A80,A,36081.0,5602.0,5600.0
7941,113309848,200912,201025.0,29491149245070,A700,N,Y,0.0,1.0,2009,3.0,4.0,1.0,3,994.0,5442,0,0,0,0,0,0,0,5442,4839,603,0,0,0,225078,0,0,0,0,358689,222544,0,0,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,4839,0,0,0,0,2534,0,22785,222544,0,-133611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113309848200912,1133098482009,rtf09pf,0,0,10018.0,PAUL ROBESON FOUNDATION INC,ELIZABETH J SALEN,545 8TH AVE RM 401,NEW YORK,NY,10018-4341,0.0,3.0,1.0,199610.0,1.0,4.0,994.0,64.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.33553,A,A70,A,36061.0,5602.0,5600.0
7967,113343213,200809,,29491038024009,A25,,,,,2007,,,,3,,4072,94,0,0,0,0,0,0,4166,4072,94,4072,94,94,21652,0,0,0,0,36918,21652,0,811,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,94,94,4072,0,4072,0,0,16220,0,0,0,0,-15266,2,0,0,0,0,0,0,0,0,2,16475,0,94,345,414,164,1017,4072,9881,12131,1657,27741,0,0,0,0,0,0,0,0,0,0,541,550,609,678,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113343213200809,1133432132008,CORE08pf,0,0,11238.0,ROY AND SHERRY DECARAVA FOUNDATION,,,BROOKLYN,NY,11238-6137,0.0,3.0,1.0,199904.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,9,,,0,N,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.47633000000000003,B,A25,A,36047.0,5602.0,5600.0
8148,113433104,200712,,29491355027218,S80Z,,,,,2007,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113433104200712,1134331042007,CORE08pf,0,0,11420.0,OLD LION RYU MARTIAL LIFE ARTS ASSOC,,,S OZONE PARK,NY,11420-3917,0.0,3.0,1.0,199809.0,1.0,4.0,994.0,408.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A03,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.48362,A,A03,A,36081.0,5602.0,5600.0
8149,113433858,201004,201045.0,29491289041070,B82,N,Y,0.0,1.0,2009,3.0,3.0,1.0,3,0.0,3725,0,0,1000,0,0,5424,0,4725,30151,-25426,0,0,0,41915,0,0,0,0,0,0,49,49,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,30151,0,0,0,0,0,0,0,0,0,41915,0,0,0,0,0,0,0,0,0,0,1000,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113433858201004,1134338582010,rtf09pf,0,0,11101.0,CENTER FOR THE HOLOGRAPHIC ARTS INC,ANA MARIA NICHOLSON,45-10 COURT SQ,LONG ISLAND CITY,NY,11101-4339,0.0,3.0,2.0,199909.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,,,0,N,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.47055,A,A31,A,36081.0,5602.0,5600.0
8271,113487168,200912,201023.0,93491137005100,A700,N,Y,0.0,1.0,2009,3.0,1.0,1.0,3,0.0,252,18,0,0,0,0,0,0,270,8008,-7738,7981,18,18,3567,0,0,0,0,1,3567,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,18,18,8008,0,7981,0,0,3567,0,0,3567,0,3567,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113487168200912,1134871682009,rtf09pf,-25,0,11242.0,LEGACY PROJECT INC,,26 COURT STREET,BROOKLYN,NY,11242-0103,0.0,3.0,1.0,199907.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,200312.0,1.0,12,,,0,N,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.349,A,A70,A,36047.0,5602.0,5600.0
8281,113492851,200712,,29491257002128,X30,,,,,2007,,,,3,,108312,0,0,0,0,0,43850,34278,108312,215443,-107131,213767,0,0,47389,0,0,0,0,429502,47389,0,750,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,181165,0,179489,0,0,23922,0,0,0,0,-382113,0,0,0,0,0,0,0,0,0,0,15000,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113492851200712,1134928512007,CORE08pf,0,0,11218.0,AMERICAN FRIENDS FOR THE VOICE OF RUSSIAN JEWRY,,,BROOKLYN,NY,11218-5905,0.0,3.0,2.0,200001.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.25006,A,A23,A,36047.0,5602.0,5600.0
8292,113498583,200907,201010.0,29491051035070,T22,N,Y,0.0,1.0,2008,3.0,7.0,3.0,3,0.0,10000,0,110193,0,0,-32979,0,0,87214,303472,-216258,0,0,0,5602489,0,2384878,0,2384878,15286,5602489,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,303472,0,0,0,0,107775,0,1515758,0,0,5587203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113498583200907,1134985832009,rtf09pf,0,0,11354.0,VOELKER-ORTH MUSEUM,CATHERINE ABRAMS,14919 38TH AVE,FLUSHING,NY,11354-4839,0.0,3.0,1.0,200006.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,7,,FMV,2,N,M,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.19435,A,A50,A,36081.0,5602.0,5600.0
8445,113559712,200912,201038.0,29491240092130,A51,N,Y,0.0,1.0,2009,2.0,6.0,3.0,3,0.0,0,676,911,225,0,14417,0,0,16229,18287,-2058,15075,0,16004,2567767,0,0,0,0,0,2449934,0,5341,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1812,16004,18287,2962,15075,2962,0,18149,0,36026,2449934,0,2567767,0,0,0,0,0,0,0,0,0,0,108455,0,5341,6289,2931,0,14561,15075,70314,35596,17111,138096,2449934,2569825,2640785,2647594,10308138,2345150,2437820,2483010,2576775,9842755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113559712200912,1135597122009,rtf09pf,0,0,11215.0,HAROLD WESTON FOUNDATION,REBECCA FOSTER,144 GARFIELD PL APT 4R,BROOKLYN,NY,11215-2177,0.0,3.0,1.0,200108.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,,0,N,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.24556999999999998,B,A51,A,36047.0,5602.0,5600.0
8550,113630680,200906,201024.0,29491150197130,A51,N,Y,0.0,1.0,2008,2.0,5.0,4.0,3,0.0,272108,311,0,394,0,35607,0,0,308420,321158,-12738,318644,705,311,775555,0,0,0,0,48585,775555,0,37740,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,705,311,321158,0,318644,0,0,3,0,653115,775555,0,726970,7,0,0,492,0,0,0,0,485,7,766298,0,311,1239,1911,1646,5107,318644,261618,293638,315489,1189389,1,0,0,0,1,0,0,0,0,0,25160,26800,27089,28282,107331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113630680200906,1136306802009,rtf09pf,-485,0,11101.0,DORSKY GALLERY CURATORIAL PROGRAMS,DAVID DORSKY,1103 45TH AVE,LONG IS CITY,NY,11101-5109,0.0,3.0,1.0,200204.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,,0,N,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.08249,B,A50,A,36081.0,5602.0,5600.0
8682,113817054,200912,201012.0,29491051065070,T20,N,Y,0.0,1.0,2009,3.0,6.0,6.0,3,0.0,2265500,0,0,0,0,0,0,0,2265500,110916,2154584,0,0,0,2234785,0,0,0,0,0,2234785,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,110916,0,0,0,0,41504,0,0,2234785,0,2234785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,113817054200912,1138170542009,rtf09pf,0,0,10014.0,NEWBURGH INSTITUTE FOR THE ARTS AND IDEAS,FRADD,68 JANE ST APT 2E,NEW YORK,NY,10014-0714,0.0,3.0,1.0,200801.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,RN,2,N,M,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.16808,A,A25,A,36061.0,5602.0,5600.0
8798,116036776,200903,,29491339060219,,,,,,2008,,,,3,,30374,0,0,0,0,9378,0,200,39752,21292,18460,200,0,2968,830093,0,0,0,0,6558,829793,0,1857,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,9378,21092,0,0,0,6410,40344,0,0,0,0,823535,0,0,0,0,0,0,0,0,0,0,37702,0,1857,0,0,0,1857,200,12230,12002,18881,43313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,116036776200903,1160367762009,CORE08pf,0,0,10012.0,ANONYMOUS ARTS RECOVERY SOCIETY INCORPORATED,,,NEW YORK,NY,10012-5115,0.0,3.0,1.0,196311.0,1.0,3.0,60.0,91.0,0.0,1.0,1.0,0.0,1.0,3,,,3,N,,A03,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5108600000000001,A,A03,A,36061.0,5602.0,5600.0
9042,116588142,200912,201051.0,29491331083020,T20,N,Y,0.0,1.0,2009,3.0,5.0,4.0,3,0.0,49145,0,22561,-12045,0,0,0,29860,59661,80445,-20784,69473,11589,11589,777960,0,310175,334576,644751,186286,838001,0,38029,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,22561,22561,50585,10972,39613,10972,10972,0,0,0,838001,0,591674,116,0,0,0,0,0,0,0,0,116,772164,37913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,116588142200912,1165881422009,rtf09pf,116,0,10012.0,SPIRALIS MUSIC TR,DAY BERRY & HOWARD LLP,188 SULLIVAN ST,NEW YORK,NY,10012-2507,0.0,3.0,1.0,200401.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12,CHOU WEN-CHUNG TTEE,,0,N,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.50836,A,A68,A,36061.0,5602.0,5600.0
9073,130429640,200912,201050.0,29491324188210,,N,Y,0.0,1.0,2009,2.0,9.0,7.0,3,65.0,11855,0,1634326,-2985029,0,445308,221944,919732,-893540,2986413,-3879953,1747328,1614383,1899958,68286334,6210299,45484658,0,51694957,0,66745007,0,3129000,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1634326,2079634,2066681,19943,827596,19943,179676,391091,0,9276173,66745007,0,68286334,0,0,0,0,0,0,0,0,0,0,63533000,0,1899958,1766936,3508538,3146048,10321480,1727385,2956596,2501670,2521351,9707002,0,0,0,0,0,0,0,0,0,0,2086000,2029717,2339025,2097365,8552107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,130429640200912,1304296402009,rtf09pf,0,0,10032.0,AMERICAN ACADEMY OF ARTS AND LETTERS,,633 W 155TH ST,NEW YORK,NY,10032-7501,0.0,3.0,2.0,193503.0,1.0,2.0,65.0,207.0,60.0,1.0,1.0,0.0,1.0,12,,,0,N,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.7187399999999999,A,A25,A,36061.0,5602.0,5600.0
9107,131656673,200912,201049.0,29491324038000,,N,Y,0.0,1.0,2009,2.0,7.0,5.0,3,119.0,114192,926,59577,1458,0,344984,69317,30160,601037,731825,-130788,319280,179,128650,9700571,0,1184735,874728,2059463,124900,9700571,0,347807,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,79900,0,141861,485658,701665,141682,289120,141682,357008,105,0,182803,9700571,0,9575671,4,0,0,370,0,0,0,0,366,4,7062065,0,128650,117501,72264,81283,399698,319280,243928,239509,227485,1030202,0,0,0,0,0,0,0,0,0,0,231871,240435,249013,240448,961767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,131656673200912,1316566732009,rtf09pf,-366,0,10017.0,NATIONAL SCULPTURE SOCIETY,,GROUND FLOOR,NEW YORK,NY,10017-0000,0.0,3.0,2.0,193901.0,1.0,3.0,119.0,59.0,40.0,1.0,1.0,0.0,1.0,12,,,0,N,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.80262,A,A40,A,36061.0,5602.0,5600.0
9148,131873289,200912,201030.0,29491191037140,A50Z,N,Y,0.0,1.0,2009,3.0,6.0,6.0,3,119.0,16150,4,46342,-98403,0,0,0,52648,-35907,137694,-173601,113951,23353,71071,1846068,29569,1516591,263609,1809769,777,1919916,0,92610,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,46346,71071,85046,22993,61303,22993,0,-2577,0,0,1919916,0,1845291,467,0,0,3054,0,0,0,0,2587,467,1880404,92143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,131873289200912,1318732892009,rtf09pf,-2587,0,10017.0,BAGBY FOUNDATION FOR THE MUSICAL ARTS INC,,501 FIFTH AVE,NEW YORK,NY,10017-6107,0.0,3.0,1.0,194211.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,,0,N,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9444799999999999,A,A68,A,36061.0,5602.0,5600.0
