,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTEE,NTMAJ12,NTMAJ5,msa,PMSA,FIPS,RandNum,MSA_NECH,NTEESRC,nteeConf,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
17756,113093248,200011,1999,57500,0,0,0,0,0,0,0,0,0,57500,57488,5940,0,0,8007,8103,2079,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,57500,3,9,0,0,0,0,0,0,0,0,0,0,0,0,57500,12,0,0,0,0,0,0,0,0,5928,132508,0,0,0,0,0,132508,132508,0,0,0,0.0,N,1.0,1.0,200123.0,29409097090061.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,11421-2423,11421.0,113093248200011.0,1130932482000.0,11,0.0,0.0,0.0,80 31 88 RD,3.0,0.0,WOODHAVEN,1.0,,1.0,11.0,16.0,10.0,0.0,QI SHU FANGS PEKING OPERA ASSOCIATION INC,1.0,199607.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A6A,IN,,AR,A,PC,O,AR,A,,,A6AZ,AR,AR,5602.0,5600.0,36081.0,0.278275,5602.0,1,N,A6A,NY,11421.0,WOODHAVEN,A6A,,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,PC,O,AR,A,IN,,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,A6A,A
17769,113097568,200012,2000,25716,0,0,0,0,0,0,0,4912,1907,30628,31710,4141,0,0,8228,6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27623,3,8,0,0,0,0,0,0,0,4912,3005,1907,0,0,27623,-4087,0,0,0,0,0,0,0,0,8228,0,0,0,0,0,0,0,0,0,0,0,119.0,N,1.0,1.0,200122.0,29409125062401.0,20.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,11372-5856,11372.0,113097568200012.0,1130975682000.0,12,119.0,120.0,123.0,35 41 91TH ST,3.0,0.0,JACKSON HEIGHTS,1.0,,1.0,11.0,15.0,10.0,0.0,ASOCIACION GNOSTICA DE ESTUDIOS DE ANTROPOLOGIA Y CIENCIAS A C INC,1.0,199304.0,AGEACAC INC,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36081.0,0.56418,5602.0,1,N,A99,NY,11372.0,JACKSON HEIGHTS,A99,,0.0,3c,1999.0,0.0,3c,1999.0,0.0,3c,1999.0,0.0,3c,1999.0,0.0,3c,1999.0,0.0,3c,1999.0,0.0,3c,1999.0,0.0,3c,1999.0,0.0,3c,1999.0,0.0,3c,1999.0,PC,O,AR,A,IN,,0.0,3c,1999.0,4969.0,3c,1999.0,0.0,3c,1999.0,1420.0,3c,1999.0,A99,A
17788,113105457,200007,1999,137204,0,0,0,147,2610,0,0,64974,64974,202178,187836,26005,0,2110,23807,31786,12144,5781,0,0,0,0,0,0,0,0,0,0,0,0,0,64827,0,0,,202178,3,9,0,147,0,0,0,0,0,0,0,0,0,0,202178,14342,0,1270,4713,0,0,0,0,0,11663,373634,0,148946,984,0,0,523564,374618,0,0,0,995.0,N,3.0,1.0,200134.0,29490216034141.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10014-2405,10014.0,113105457200007.0,1131054572000.0,7,995.0,88.0,0.0,224 WAVERLY PL STE 2ND FL,3.0,199612.0,NEW YORK,2.0,% DAVID VAN ASSELT,1.0,13.0,16.0,10.0,0.0,RATTLESTICK PRODUCTIONS INC,1.0,199207.0,,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.353204,5602.0,1,N,A65,NY,10014.0,NEW YORK,A65,,9000.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,5715.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,128204.0,3a,2000.0,5702.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,301.0,3a,2000.0,A65,A
17836,113120989,199812,1998,61294,0,0,0,132,14599,0,0,132,132,61426,66595,16837,10020,0,22006,16838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,61426,3,9,0,0,0,0,0,132,0,0,0,0,0,0,61426,-5169,0,10400,4598,0,0,0,0,0,22006,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1998,,,,,,,,11228-2421,11228.0,,,12,59.0,0.0,0.0,1273 77TH ST,3.0,0.0,BROOKLYN,1000.0,% JOHN N LA CORTE,1.0,11.0,16.0,10.0,0.0,ITALIAN HISTORICAL SOCIETY OF AMERICA,5.0,196307.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A03,IN,,AR,A,PC,O,AR,A,8,,,AR,AR,5602.0,5600.0,36047.0,0.0643258,5602.0,1,N,A03,NY,11201.0,BROOKLYN,A03,82,0.0,3a,1998.0,0.0,3a,1998.0,16837.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,6615.0,3a,1998.0,0.0,3a,1998.0,61294.0,3a,1998.0,0.0,3a,1998.0,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,10223.0,3a,1998.0,A0382,A
17846,113123626,199912,1999,65075,7685,0,0,1751,24700,120,336,114132,114012,186892,163878,70677,0,0,49188,70677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,111035,-515,0,,185367,3,9,0,1751,0,0,0,0,0,0,0,0,890,456,185367,21489,0,0,0,0,0,0,0,0,49188,264827,26725,0,11494,0,0,303046,303046,0,0,0,,,,,,,,1999,,,,,,,,10007-0000,10007.0,,,12,994.0,64.0,0.0,1484 NEW YORK AVE,3.0,0.0,HUNTINGTON BEACH,1.0,% M BIBLA,1.0,13.0,15.0,10.0,0.0,GENERAL PULASKI MEMORIAL PARADE COMMITTEE INC,1.0,199412.0,,NY,CORE99PC,1.0,2.0,2.0,2.0,A,A84,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36061.0,0.36792600000000003,5602.0,1,N,A23,NY,10007.0,HUNTINGTON BEACH,A23,,0.0,3a,1999.0,0.0,3a,1999.0,70677.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,65075.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,24126.0,3a,1999.0,A23,A
17861,113129144,200006,1999,30000,0,0,0,2949,0,0,0,10162,10162,40162,47513,87325,0,0,95736,137325,0,50000,87325,0,0,0,0,0,0,0,0,0,0,0,0,7213,0,0,,40162,3,9,0,1801,1148,0,0,0,0,0,0,0,0,0,40162,-7351,-1060,0,0,0,0,0,0,95736,95736,75786,0,19169,5267,0,0,100222,81053,0,0,0,,,,,,,,2000,,,,,,,,11215-5207,11215.0,,,6,91.0,0.0,0.0,472 13TH ST,3.0,0.0,BROOKLYN,2.0,,1.0,11.0,15.0,10.0,0.0,MANY VOICES INC,1.0,199304.0,,NY,CORE99PC,2.0,1.0,1.0,1.0,A,A51,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36047.0,0.8569110000000001,5602.0,1,N,A31,NY,11215.0,BROOKLYN,A31,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,5601.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,30000.0,3a,2000.0,2901.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,51009.0,3a,2000.0,51609.0,3a,2000.0,A31,A
17862,113129249,200007,1999,462898,0,52087,52000,13804,95476,0,0,293432,241432,756330,658833,359699,102000,0,347122,389477,25146,29778,0,0,0,0,0,0,0,0,0,0,0,0,9463,217981,0,97,,694867,3,7,0,13804,0,0,0,0,87,0,0,0,9463,0,694867,36034,1689,99528,15404,0,0,0,0,0,321976,840587,0,479439,14522,0,0,1343612,864173,0,0,0,119.0,N,4.0,1.0,200133.0,29490195124241.0,1.0,2000,5.0,Y,1.0,N,1.0,0.0,1999.0,11201-6209,11201.0,113129249200007.0,1131292492000.0,7,119.0,0.0,0.0,138A COURT STREET,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,15.0,10.0,0.0,BROOKLYN YOUTH CHORUS INC,1.0,199302.0,,NY,RTF00PC,2.0,3.0,3.0,3.0,A,A6B,IN,,AR,A,PC,O,AR,A,,A6BP,A6BZ,AR,AR,5602.0,5600.0,36047.0,0.00817681,5602.0,1,N,A6B,NY,11201.0,BROOKLYN,A6B,,13903.0,3a,2000.0,0.0,3a,2000.0,261572.0,3a,2000.0,35407.0,3a,2000.0,48113.0,3a,2000.0,50014.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,448995.0,3a,2000.0,50903.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,56511.0,3a,2000.0,300.0,3a,2000.0,A6B,A
17865,113132562,200008,1999,1424352,0,0,0,275908,0,155247,621059,1262265,1107018,2686617,1592396,5908788,169394,0,7237979,15786404,768165,9877616,0,0,0,0,0,0,0,0,0,0,0,0,0,8634,0,201417,,2531370,3,7,0,22832,253076,0,0,0,0,0,0,0,0,776306,2531370,938974,-1500000,366508,77013,0,0,428685,7883651,0,6469814,1903991,0,0,3823,0,0,2125417,2125417,0,0,0,403.0,N,8.0,1.0,200111.0,29490048002051.0,1.0,2000,6.0,Y,1.0,Y,1.0,0.0,1999.0,11222-1058,11222.0,113132562200008.0,1131325622000.0,8,403.0,0.0,0.0,1155 MANHATTAN AVE,3.0,0.0,BROOKLYN,1.0,% DAVID SWEENEY,1.0,11.0,15.0,10.0,0.0,GREENPOINT MANUFACTURING AND DESIGN CENTER LOCAL DEVILOPMENT CORP,1.0,199308.0,GMDC,NY,RTF00PC,,4.0,4.0,4.0,A,A40,IN,,AR,A,PC,O,AR,A,,,A44Z,AR,AR,5602.0,5600.0,36047.0,0.22067399999999998,5602.0,1,N,A40,NY,11222.0,BROOKLYN,S40,,0.0,3a,2000.0,6100.0,3a,2000.0,5307979.0,3a,2000.0,9068302.0,3a,2000.0,600809.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,1418252.0,3a,2000.0,184502.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,3157501.0,3a,2000.0,1500000.0,3a,2000.0,1051100.0,3a,2000.0,S40,S
17866,113133360,199912,1999,35560,0,0,0,0,10562,0,0,0,0,35560,27303,18124,0,0,9867,18124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35560,3,7,0,0,0,0,0,0,0,0,0,0,0,0,35560,8257,0,0,0,0,0,0,0,0,9867,129263,0,0,123,0,0,129386,129386,0,0,0,,,,,,,,1999,,,,,,,,11216-3403,11216.0,,,12,994.0,64.0,431.0,1373 DEAN ST,3.0,0.0,BROOKLYN,1.0,% LORRELL HENRY,1.0,11.0,15.0,10.0,0.0,CENTRAL BROOKLYN MARTIN LUTHER KING COMMISSION,1.0,199506.0,,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A84,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36047.0,0.124694,5602.0,1,N,A80,NY,11216.0,BROOKLYN,A80,,0.0,3a,1999.0,0.0,3a,1999.0,18124.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,35560.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,18124.0,3a,1999.0,A80,A
17902,113145427,199912,1999,16712,9530,0,0,0,0,0,0,10508,10488,36750,20573,60680,0,0,53363,61329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8840,2904,-1345,29,,27890,3,9,0,0,0,0,0,0,0,80,20,60,7495,0,27890,7317,0,0,0,0,0,0,0,0,53363,11690,18069,111392,0,0,0,141151,29759,0,0,0,,,,,,,,1999,,,,,,,,11367-0125,11367.0,,,12,123.0,0.0,0.0,PO BOX 670125,3.0,0.0,FLUSHING,1.0,,1.0,1.0,16.0,20.0,0.0,NATIONAL ASSOCIATION OF JEWISH CHILD HOLOCAUST SURVIVORS INC,1.0,199306.0,N A H O S - NY CHILD SURVIVORS,NY,CORE99PC,1.0,1.0,1.0,1.0,A,A80,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,,5600.0,36081.0,0.537725,5602.0,1,N,A80,,,,A80,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,600.0,3a,1999.0,0.0,3a,1999.0,60629.0,3a,1999.0,A80,A
17943,113162769,200012,2000,29345,0,0,0,38,0,0,0,32038,32038,61383,65108,4244,0,0,10055,4470,2086,226,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,0,0,,61383,3,9,0,0,0,0,0,38,0,0,0,0,0,0,61383,-3725,0,0,0,0,0,0,0,0,7969,34715,0,138467,274,0,0,173456,34989,0,0,0,90.0,N,1.0,1.0,200130.0,29409181029061.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,10001-6737,10001.0,113162769200012.0,1131627692000.0,12,90.0,119.0,0.0,250 W 26TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,FREE RANGE ARTS INC,1.0,199406.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A6FZ,AR,AR,5602.0,5600.0,36061.0,0.7232970000000001,5602.0,1,N,A90,NY,10001.0,NEW YORK,A90,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,813.0,3a,2000.0,0.0,3a,2000.0,3657.0,3a,2000.0,A90,A
17960,113168517,199906,1998,500,0,0,0,0,0,0,0,37878,37878,38378,39782,-7524,0,390,7560,6156,13680,13680,0,0,0,0,0,0,0,0,0,0,0,0,0,37878,0,0,,38378,3,9,0,0,0,0,0,0,0,0,0,0,0,0,38378,-1404,0,11250,974,0,0,0,0,0,-6120,0,0,0,0,0,0,0,0,0,0,0,998.0,N,1.0,1.0,200113.0,29490078127160.0,1.0,1999,3.0,Y,1.0,N,1.0,0.0,1998.0,11218-5808,11218.0,113168517199906.0,1131685171999.0,6,998.0,0.0,0.0,550 OCEAN PKWY,3.0,0.0,BROOKLYN,1.0,% ALEX SHVARTSMAN,1.0,11.0,16.0,10.0,0.0,INTERNATIONAL CHILDRENS CENTER FOR PERFORMING ARTS INC-ICCPA,1.0,199401.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36047.0,0.296205,5602.0,1,N,A25,NY,11218.0,BROOKLYN,A25,,,,,,,,,,,0.0,3c,1998.0,,,,,,,0.0,3c,1998.0,0.0,3c,1998.0,,,,0.0,3c,1998.0,PC,O,AR,A,IN,,0.0,3c,1998.0,0.0,3c,1998.0,0.0,3c,1998.0,6156.0,3c,1998.0,A25,A
17987,113179208,200012,2000,80700,0,0,0,206,0,0,0,6368,6368,87068,79740,10931,0,0,3603,13188,0,2260,0,0,0,0,0,0,0,0,0,0,0,0,0,6162,0,0,,87068,3,9,0,0,0,0,0,206,0,0,0,0,0,0,87068,7328,0,0,0,0,0,0,0,0,3603,149973,0,38665,131,0,0,189019,150354,0,0,0,90.0,N,2.0,1.0,200143.0,29409272132161.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,2000.0,11217-2202,11217.0,113179208200012.0,1131792082000.0,12,90.0,0.0,0.0,217 DEAN ST,3.0,0.0,BROOKLYN,1.0,% HANS SCHUMAN,1.0,11.0,15.0,10.0,0.0,JAZZREACH PERFORMING ART & EDUCATION ASSOCIATION,1.0,199403.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A60,IN,,AR,A,PC,O,AR,A,,,A60Z,AR,AR,5602.0,5600.0,36047.0,0.221387,5602.0,1,N,A68,NY,11217.0,BROOKLYN,A68,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,6141.0,3a,2000.0,0.0,3a,2000.0,7047.0,3a,2000.0,A68,A
18022,113190985,199812,1998,64656,0,0,0,0,0,0,0,0,0,64656,0,67850,0,0,7324,8075,4130,3850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,64656,3,7,0,0,0,0,0,0,0,0,0,0,0,0,64656,64656,0,0,0,0,0,0,0,0,3194,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1998,,,,,,,,11226-3302,11226.0,,,12,994.0,296.0,158.0,123 LINDEN BLVD,3.0,199712.0,BROOKLYN,1000.0,,1.0,11.0,15.0,10.0,0.0,FAMILY RENAISSANCE INC,1.0,199409.0,,NY,CORE99PC,1.0,1.0,1.0,0.0,A,A26,IN,,AR,A,PC,O,AR,A,,,,AR,AR,5602.0,5600.0,36047.0,0.46588999999999997,5602.0,1,N,A26,NY,11226.0,BROOKLYN,A26,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,6,2002.0,4969.0,4,2005.0,0.0,6,2002.0,0.0,6,2002.0,0.0,4,2005.0,0.0,4,2005.0,0.0,3a,1998.0,4507.0,4,2005.0,PC,O,AR,A,IN,,0.0,6,2002.0,0.0,6,2002.0,0.0,6,2002.0,4634.0,6,2002.0,A26,A
18037,113195590,200001,1999,1000,91918,0,0,0,0,0,0,34628,34628,127546,135277,40699,840,0,50493,40699,2063,0,40699,0,0,0,0,0,0,0,0,0,0,0,0,34628,0,0,,127546,3,9,0,0,0,0,0,0,0,0,0,0,0,0,127546,-7731,0,3240,342,0,0,0,0,48430,48430,16115,285939,200067,0,0,0,502121,302054,0,0,0,,,,,,,,2000,,,,,,,,11235-6606,11235.0,,,1,995.0,88.0,0.0,3300 CONEY ISLAND AVE,3.0,0.0,BROOKLYN,2.0,% IRINA ROIZIN,1.0,11.0,16.0,10.0,0.0,BRIGHTON BALLET THEATER CO INC,1.0,199502.0,,NY,CORE99PC,1.0,2.0,2.0,2.0,A,A65,IN,,AR,A,PC,O,AR,A,Z,,,AR,AR,5602.0,5600.0,36047.0,0.8458040000000001,5602.0,1,N,A63,NY,11235.0,BROOKLYN,A63,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,35988.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,1000.0,3a,2000.0,45183.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,401.0,3a,2000.0,A63,A
18043,113197673,200006,1999,57727,0,0,0,0,0,0,0,1622,1622,59349,56608,14591,12920,0,15250,15214,3400,623,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,0,0,,59349,3,7,0,0,0,0,0,0,0,0,0,0,0,0,59349,2741,0,5773,1771,0,0,0,0,0,11850,218876,0,82970,9,0,0,301993,219023,0,0,0,88.0,N,2.0,1.0,200104.0,29490007052261.0,1.0,2000,3.0,Y,1.0,N,1.0,0.0,1999.0,10013-1205,10013.0,113197673200006.0,1131976732000.0,6,88.0,0.0,0.0,161 SIXTH AVE 14TH FLR,3.0,0.0,NEW YORK,2.0,% MARYA MAZOR,1.0,13.0,15.0,10.0,0.0,VOICE & VISION INC,1.0,199412.0,,NY,RTF00PC,1.0,1.0,1.0,1.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.501744,5602.0,1,N,A65,NY,10013.0,NEW YORK,A65,,0.0,3a,2000.0,0.0,3a,2000.0,2013.0,3a,2000.0,500.0,3a,2000.0,0.0,6,2003.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,57727.0,3a,2000.0,502.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,14714.0,3a,2000.0,A65,A
18058,113203321,200006,1999,149031,0,0,0,0,4625,0,0,6656,6656,155687,155636,11428,27264,4625,15744,21329,4367,9901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6656,,155687,3,9,0,0,0,0,0,0,0,0,0,0,0,0,155687,51,0,66349,7237,0,0,0,0,0,11377,62187,0,124788,0,0,0,186975,62187,0,0,0,994.0,N,2.0,1.0,200108.0,29490027091031.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,1999.0,10108-0586,10108.0,113203321200006.0,1132033212000.0,6,994.0,88.0,0.0,PO BOX 586 TIME SQUARE STATION,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,CHEKHOV THEATRE ENSEMBLE INC,1.0,199507.0,CHEKHOV THEATRE ENSEMBLE,NY,RTF00PC,1.0,2.0,2.0,2.0,A,A65,IN,,AR,A,PC,O,AR,A,,,A65Z,AR,AR,5602.0,5600.0,36061.0,0.24763600000000002,5602.0,1,N,A65,NY,10108.0,NEW YORK,A65,,149031.0,3b,2001.0,0.0,3b,2001.0,11428.0,3a,2000.0,7310.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3a,2000.0,0.0,3b,2001.0,0.0,3a,2000.0,PC,O,AR,A,IN,,0.0,3a,2000.0,1502.0,3a,2000.0,0.0,3a,2000.0,9112.0,3a,2000.0,A65,A
18060,113203795,200012,2000,108530,0,0,0,0,0,0,0,0,0,108530,78522,44433,0,0,140958,180917,126533,136484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,108530,3,0,0,0,0,0,0,0,0,0,0,0,0,0,108530,30008,0,0,0,0,0,118667,108250,0,14425,0,0,0,0,0,0,0,0,0,0,0,119.0,N,4.0,1.0,200134.0,29490146119181.0,1.0,2000,4.0,Y,1.0,N,1.0,0.0,2000.0,11235-5225,11235.0,113203795200012.0,1132037952000.0,12,119.0,0.0,0.0,2799 E 11TH ST,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,15.0,10.0,0.0,AMERICAN TURKISH EYUP SULTAN ISLAMIC CENTER INC,1.0,199505.0,,NY,RTF00PC,2.0,2.0,2.0,1.0,A,A99,IN,,AR,A,PC,O,AR,A,,,A99Z,AR,AR,5602.0,5600.0,36047.0,0.888001,5602.0,1,N,A99,NY,11235.0,BROOKLYN,X40,,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3c,1999.0,135996.0,3b,2001.0,0.0,3c,1999.0,0.0,3c,1999.0,0.0,3b,2001.0,0.0,3b,2001.0,108530.0,3b,2001.0,119256.0,3b,2001.0,PC,O,AR,A,IN,,0.0,3b,2001.0,0.0,3b,2001.0,0.0,3b,2001.0,44921.0,3b,2001.0,X40,X
18084,113210593,199912,1999,26200,0,0,0,0,12170,0,0,477642,477642,503842,405671,148131,65588,0,231693,322916,164967,174785,0,0,0,0,0,0,0,0,0,0,0,0,0,464518,0,13124,,503842,3,7,0,0,0,0,0,0,0,0,0,0,0,0,503842,98171,-16766,156138,0,0,0,0,0,0,66726,13640,0,557183,0,0,0,570823,13640,0,0,0,119.0,N,4.0,1.0,200124.0,29490139119191.0,1.0,1999,5.0,Y,1.0,N,1.0,0.0,1999.0,10002-3305,10002.0,113210593199912.0,1132105931999.0,12,119.0,0.0,0.0,107 SUFFOLK ST,3.0,0.0,NEW YORK,2.0,% MANUEL A MORAN,1.0,13.0,15.0,10.0,0.0,SOCIETY OF THE EDUCATIONAL ARTS INC,1.0,199504.0,,NY,RTF00PC,2.0,3.0,3.0,2.0,A,A40,IN,,AR,A,PC,O,AR,A,,,A40Z,AR,AR,5602.0,5600.0,36061.0,0.526583,5602.0,1,N,A40,NY,10002.0,NEW YORK,A03,25,22500.0,3a,1999.0,0.0,3a,1999.0,148131.0,3a,1999.0,15401.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,3700.0,3a,1999.0,18708.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,300.0,3a,1999.0,0.0,3a,1999.0,37302.0,3a,1999.0,A0325,A
