,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
9023,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136161473,1995,1995,1,1,119,2500,101,0,0,0,0,0,0,0,2601,0,2601,0,101,0,101,9887,0,2465,0,2465,1548,7682,67,67,EDWARD F & HILDA S KOOK ARTS THEATRE FND,NEW YORK,NY,10106-0001,Z,Z99,0.936817,36061.0,10106.0,10106.0,5602.0,5600.0,36061.0,4.0,,194909.0,199512,199512,NY,10106.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,59.0,1995 BROADWAY,3.0,0.0,2300.0,% BUDD H GIBBS ESQ,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1265,A,,
9060,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136161674,1995,1995,5,4,60,108576,3473,0,0,0,5658,34435,0,6000,152142,119142,33000,51213,3473,69,0,993060,0,0,0,0,8592,993060,0,11766,NICHOLAS ROERICH MUS,NEW YORK,NY,10025-2715,Z,Z99,0.314375,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,199404.0,199512,199512,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,319 W 107TH,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
9149,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136163969,1994,1994,4,4,59,13440,0,7714,5273,0,0,6624,0,1000,33051,14222,18829,7854,7523,150,14338,272002,0,250207,0,250207,0,343239,135,14787,SOC DAUGHTERS HOLLAND DAMES,NEW YORK,NY,10021-6591,Z,Z99,0.537288,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,194211.0,199412,199412,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,17 STEVENS ST,3.0,0.0,1000.0,% ANNA G B VIETOR,1.0,22.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
9154,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136164757,1996,1995,6,5,602,0,5336,27675,1131,0,199843,138410,0,110000,372395,322371,50024,319867,31638,316,31818,1169560,0,674071,0,674071,356896,1334410,0,49685,SOC FRIENDLY SONS ST PATRICK IN CITY NEW Y,NEW YORK,NY,10005-3601,Z,Z99,0.142617,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,194506.0,199603,199603,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,3,0.0,0.0,80 WALL ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
9205,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136168827,1995,1995,4,3,602,25000,0,0,0,0,0,10980,0,0,35980,36979,-999,32991,7091,71,8189,159104,0,0,0,0,0,202682,0,9939,EDWARD ALBEE FND,NEW YORK,NY,10016-6823,Z,Z99,0.44781800000000005,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196412.0,199512,199512,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,192 LEXINGTON AVE 1100,3.0,0.0,1000.0,% A KOZAK CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,
9285,3,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,136182926,1995,1994,5,2,119,0,20817,0,0,0,0,1008,0,0,21825,25000,-3175,0,0,0,21825,526775,487117,0,0,487117,29661,520612,24882,24944,DAVID MERRICK ARTS FND,NEW YORK,NY,10176-0999,Z,Z99,0.561325,36061.0,10176.0,10176.0,5602.0,5600.0,36061.0,16.0,,196508.0,199506,199506,NY,10176.0,NEW YORK,PC,O,UN,Z,IN,,6,0.0,0.0,101 PARK AVE,3.0,0.0,1000.0,SCOTT GILDEA & CO,1.0,13.0,1.0,0.0,2.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,
9549,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136227356,1995,1995,2,1,119,800,1048,0,0,0,0,5650,0,0,7498,1789,5709,0,0,0,0,19083,0,0,0,0,0,19083,0,926,DANCE PERSPECTIVES FND,NEW YORK,NY,10022-6472,Z,Z99,0.5520689999999999,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196709.0,199512,199512,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,59.0,433 E 51ST 8D,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,
9664,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136274647,1995,1994,3,3,119,0,7042,14714,0,-47884,0,0,0,0,-26128,734,-26862,649,21671,433,0,31284,0,0,0,0,0,31284,0,19228,SWANN COLLECTION CARRICUTURE & CARTOON,NEW YORK,NY,10022-4503,Z,Z99,0.809826,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196712.0,199509,199509,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,9,59.0,0.0,641 LEXINGTON AVE,3.0,0.0,1230.0,% HENRY J GOLDSCHMIDT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,
9743,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136625578,1995,1994,4,3,602,10243,7460,0,0,-2222,0,0,0,8000,15481,9296,6185,8000,7460,149,7460,118550,0,0,0,0,860,118550,0,5686,AMER SOC JOURNALISTS & AUTHORS CHARITABLE TRUST,NEW YORK,NY,10036-5501,Z,Z99,0.41977299999999995,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,198810.0,199508,199508,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,1501 BROADWAY 302,3.0,199308.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
9754,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136734265,1995,1995,4,3,602,0,3104,21900,20063,0,0,0,11071,17347,45067,28690,16377,17463,33840,677,0,471526,124840,276318,50249,451407,0,574141,1133,26998,TRUST U W CARL OTTO VONKIENBUSCH B O PHILADELPHIA MUS ART,NEW YORK,NY,10005-2502,Z,Z99,0.779528,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,197806.0,199512,199512,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,ONE WALL ST TAX DEPT 28TH FLR,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,2.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
9779,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136814491,1995,1994,8,8,602,0,117234,1480754,332557,0,0,0,195007,1206500,1930545,1597695,332850,1419363,1789117,35782,0,25092941,11451564,9776009,2274060,23501633,0,31639582,0,1467802,FRANCES & EDWIN COMMINGS MEM,NEW YORK,NY,10017-6102,Z,Z99,0.46676999999999996,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,198403.0,199507,199507,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,ONE WALL ST TAX DEPT 28TH FLR,3.0,0.0,1000.0,% THE BANK OF NEW YORK TAX DEPT,1.0,13.0,1.0,0.0,6.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
10049,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,137024057,1995,1994,1,2,59,18800,0,0,0,0,0,0,0,0,18800,10522,8278,36485,0,0,0,2501,0,0,0,0,0,2501,0,879,FND INDEPENDENT MEDIA,NEW YORK,NY,10106-3899,Z,Z99,0.976893,36061.0,10106.0,10106.0,5602.0,5600.0,36061.0,4.0,,9402.0,199511,199511,NY,10106.0,NEW YORK,PF,O,UN,Z,IN,,11,0.0,0.0,888 SEVENTH AVE,3.0,0.0,1000.0,% SCHULTE ROTH & ZABEL,1.0,13.0,1.0,0.0,2.0,SOROS GEORGE & SUSAN W ET AL TTEE,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
10094,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,137045257,1995,1995,1,6,602,1320360,0,0,0,0,0,0,0,1398770,1320360,1398770,-78410,1398770,1320360,13204,0,590,0,0,0,0,84000,590,0,300,MOSAIC FND,NEW YORK,NY,10017-3102,Z,Z99,0.636309,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199502.0,199512,199512,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,230 PARK AVE 1567,3.0,0.0,1000.0,% OCONNOR MURPHY RYAN & SEITZ,1.0,13.0,1.0,0.0,2.0,SEITZ HOWARD G TTEE,Z,UN,UN,OT,3.0,,,,,,,A40,A,,
11453,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,222436291,1995,1994,1,1,29,5360,0,0,0,0,0,0,0,0,5360,7723,-2363,7723,0,0,0,421,0,0,0,0,0,421,0,60,AMER FRIENDS ITALIAN JEWRY,NEW YORK,NY,10019-3301,Z,Z99,0.0111405,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,198305.0,199510,199510,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,10,994.0,0.0,152 W 57TH ST,3.0,198310.0,1000.0,% KOENIG RATNER & MOTT PC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1123,A,,
11972,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,222711422,1995,1995,6,5,40,0,19803,125956,11004,0,0,0,34000,149500,156763,256896,-100133,231102,136876,1369,0,2850150,0,1805612,972231,2777843,839,2785422,0,129780,CHINA TIMES CULTURAL FND,FLUSHING,NY,11355-2427,Z,Z99,0.33202,36081.0,11355.0,11355.0,5602.0,5600.0,36081.0,4.0,,198609.0,199512,199512,NY,11355.0,FLUSHING,PF,O,UN,Z,IN,,12,123.0,0.0,43 27 36TH ST,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1233,A,,
12272,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,222795753,1996,1995,6,5,602,0,52,44370,197898,0,0,22953,0,90150,265273,102583,162690,90608,255011,2550,0,1530425,0,1066358,0,1066358,0,1851721,0,86400,INDIAN PT FND,NEW YORK,NY,10128-1154,Z,Z99,0.480443,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,8706.0,199606,199606,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,1095 PARK AVE 11A,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
12724,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,223047700,1995,1995,5,3,59,0,2675,22375,1023,0,0,0,0,20500,26073,28769,-2696,34450,24684,247,0,558244,0,0,0,0,5422,705225,24012,31488,NEW YORK FND ARCHITECTURE,NEW YORK,NY,10016-6101,A,A41,0.888561,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196703.0,199512,199512,NY,10016.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,200 LEXINGTON AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A40,A,,
12770,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,223073374,1996,1995,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMER FRIENDS RADIO FRANCE INTL,NEW YORK,NY,10017-0000,Z,Z99,0.156864,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,9011.0,199611,199611,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,11,0.0,0.0,767 THIRD AVE STE 4TH,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1134,A,,
15884,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237044630,1996,1995,1,1,119,2600,31,0,0,0,0,0,0,500,2631,1931,700,1931,31,0,0,1500,0,0,0,0,0,1500,0,0,RIVERSIDE THEATRE WORKSHOP,NEW YORK,NY,10025-5220,Z,Z99,0.0721972,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,196912.0,199605,199605,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,5,59.0,0.0,280 RIVERSIDE DR,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
16011,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237055841,1995,1995,6,4,119,0,486,146435,0,0,0,0,30794,85721,146921,158267,-11346,116196,106040,2121,104850,1919855,51298,0,1849779,1901077,0,2008763,0,92756,INDONESIAN CULTURAL FND,NEW YORK,NY,10158-0180,Z,Z99,0.938974,36061.0,10158.0,10158.0,5602.0,5600.0,36061.0,4.0,,197002.0,199512,199512,NY,10158.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,40.0,605 THIRD AVE STE 1501,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
16172,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237075252,1994,1994,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INTL CTR THEATRE CREATION,NEW YORK,NY,10014-4960,Z,Z99,0.364948,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,,199412,199412,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A65,A,,
16251,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237087276,1994,1993,6,5,59,10000,0,11234,292594,0,0,11784,37800,162056,325612,311103,14509,237750,292471,6077,11234,1436464,0,530658,0,530658,0,2474920,0,79065,PEARSON ART FND,NEW YORK,NY,10118-0000,Z,Z99,0.743536,36061.0,10118.0,10118.0,5602.0,5600.0,36061.0,3.0,,197011.0,199409,199409,NY,10118.0,NEW YORK,PF,O,UN,Z,IN,,9,602.0,0.0,580 SYLVAN AVE,3.0,0.0,1200.0,% WOLLIN ASSOC INC,1.0,22.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
16372,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237108615,1994,1993,1,1,119,3680,39,0,0,0,0,0,0,520,6219,6456,-237,5456,1539,31,0,1908,0,0,0,0,594,234248,0,11668,GABRIEL VON WAYDITCH MUSIC FND,KEW GARDENS,NY,11415-1715,Z,Z99,0.664365,36081.0,11415.0,11415.0,5602.0,5600.0,36081.0,4.0,,197112.0,199410,199410,NY,11415.0,KEW GARDENS,PF,O,UN,Z,IN,,10,0.0,0.0,80 61 LEFFERTS BLVD,3.0,0.0,1300.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
16580,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237162976,1995,1995,2,2,119,15563,0,0,0,0,0,0,0,0,15563,14052,1511,14052,0,0,0,14078,0,0,0,0,0,10078,0,0,FND RES IN AFRO AMER CREATIVE ARTS,CAMBRIA HGTS,NY,11411-0000,Z,Z99,0.138078,36081.0,11411.0,11411.0,5602.0,5600.0,36081.0,4.0,,7212.0,199512,199512,NY,11411.0,CAMBRIA HGTS,PF,O,UN,Z,IN,,12,91.0,0.0,PO BOX I,3.0,0.0,2000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
16651,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237177774,1995,1995,0,1,59,8,0,598,0,-1607,0,0,0,8687,-1000,11467,-12467,11467,598,12,0,0,0,0,0,0,0,0,0,294,ELEANOR ROOSEVELT NEWSPAPER WOMENS MEM FND,NEW YORK,NY,10003-1705,Z,Z99,0.473575,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,7211.0,199512,199512,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
16659,3,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237179844,1996,1995,3,1,602,5074,3507,0,0,0,0,0,0,3000,8581,3124,5457,3000,3507,35,3507,92798,0,0,0,0,0,92798,0,4435,RANDI PRESS FND,BROOKLYN,NY,11234-4518,Z,Z99,0.759652,36047.0,11234.0,11234.0,5602.0,5600.0,36047.0,4.0,,197302.0,199601,199601,NY,11234.0,BROOKLYN,PF,O,UN,Z,IN,,1,0.0,0.0,2284 FLATBUSH AVE,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
16705,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237193312,1995,1995,6,4,59,94644,3276,14189,0,0,0,69733,0,464090,181842,476041,-294199,475041,13189,132,86198,1677919,0,233438,0,233438,0,1752654,0,17239,AMER FRIENDS CANADA COMM,NEW YORK,NY,10016-0601,Z,Z99,0.600074,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,9.0,,197206.0,199512,199512,NY,10016.0,NEW YORK,PC,O,UN,Z,IN,,12,119.0,0.0,270 MADISON AVE,3.0,0.0,2000.0,% US TRUST CO OF NEW YORK,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,
16821,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237228901,1995,1995,2,1,65,0,15,1028,0,0,0,0,0,0,1043,1032,11,0,10,0,0,20373,0,0,0,0,0,20373,0,1003,LUNDQUIST RELIGIOUS EXHIBITS,BRONX,NY,10462-3170,Z,Z99,0.193885,36005.0,10462.0,10462.0,5602.0,5600.0,36005.0,4.0,,197212.0,199512,199512,NY,10462.0,BRONX,PF,O,UN,Z,IN,,12,207.0,0.0,2041 COLDEN AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
16924,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237259908,1995,1995,2,1,560,1800,0,0,0,0,0,0,0,1500,1800,1790,10,1500,0,0,0,10156,10121,0,0,10121,0,10156,0,498,IDA FINK MEM ASSOC,BROOKLYN,NY,11230-5105,Z,Z99,0.612942,36047.0,11230.0,11230.0,5602.0,5600.0,36047.0,4.0,,7302.0,199512,199512,NY,11230.0,BROOKLYN,PF,O,UN,Z,IN,,12,0.0,0.0,1247 E 8TH ST,3.0,0.0,1000.0,% DAVID GOLDMAN,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
16980,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237292189,1995,1995,4,2,119,0,3694,20893,0,0,0,0,0,25000,24587,31640,-7053,31442,24587,246,24587,395490,0,282178,0,282178,0,389945,0,18706,INST CHINESE PERFORMING ARTS,NEW YORK,NY,10016-2059,Z,Z99,0.677013,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,197312.0,199512,199512,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,600 THIRD AVE 22ND FLOOR,3.0,0.0,3000.0,% EUGENIA SHIAH,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,
17213,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237363420,1995,1995,3,1,602,0,3344,0,0,0,0,0,0,7700,3344,10753,-7409,7700,529,11,529,63467,0,0,0,0,0,63467,0,3186,MEYER & TZIPPE FRUCHTBAUM FND JEWISH CULTURE,NEW YORK,NY,10023-2824,Z,Z99,0.466854,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,7412.0,199512,199512,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,200 W 72ND ST,3.0,0.0,1000.0,% LEBYL KAHN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
17223,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237365710,1995,1995,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ION NICOLA THEATRE FND,NEW YORK,NY,10150-6429,Z,Z99,0.472542,36061.0,10150.0,10150.0,5602.0,5600.0,36061.0,4.0,,197405.0,199512,199512,NY,10150.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 6429,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
17288,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237381454,1995,1994,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHILHARMONIA EREDE,NEW YORK,NY,10036-6315,Z,Z99,0.792157,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,7411.0,199509,199509,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,400 W 43RD ST RM 37 N,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A69,A,,
17401,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237412320,1995,1995,3,1,994,0,1267,0,0,0,0,0,0,340,1267,1971,-704,1971,1267,25,0,29976,0,0,0,0,0,29976,1469,1494,FLARE FND ARTS,NEW YORK,NY,10019-1415,Z,Z99,0.127564,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,197411.0,199512,199512,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,64.0,200 CENTRAL PARK S 21E,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
17658,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237443020,1995,1995,6,6,602,4500000,205191,0,0,0,0,0,0,3726487,4705191,3726757,978434,3725947,205191,2052,205191,1999069,0,0,0,0,0,1999069,0,164780,ABC BROADCASTING FND,NEW YORK,NY,10023-0000,Z,Z99,0.293576,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,197504.0,199512,199512,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,11TH FLOOR 77 W 66TH ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
25837,2,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,382415253,1994,1994,5,2,90,0,20257,0,0,0,0,0,0,18200,20257,32045,-11788,30856,20257,0,20257,827303,0,0,0,0,0,827303,0,40963,CTR ALTERNATIVE MEDIA & CULTURE,NEW YORK,NY,10022-6022,Z,Z99,0.673914,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,2.0,,198303.0,199412,199412,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,350 PARK AVE,3.0,0.0,1000.0,% STARR & CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
31889,3,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,510163343,1993,1993,2,5,40,0,5386,48315,210566,0,0,0,5696,940750,264267,969951,-705684,953273,247589,2476,0,22135,0,0,0,0,0,22135,0,39064,UWO MOLLY M FORSTER TRUST U ART IV PARA 2,NEW YORK,NY,10170-0001,Z,Z99,0.9162959999999999,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,,,,199312,199312,NY,10170.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A12,A,,
32250,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,510254205,1995,1995,6,6,602,1802015,31,9,234,0,0,0,0,684332,1802289,796327,1005962,684332,274,3,274,1052634,0,0,0,0,0,1052634,0,49764,MUS SCOTLAND & HERITAGE TRUST FND,NEW YORK,NY,10021-4335,Z,Z99,0.506663,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198012.0,199512,199512,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,165 E 72ND ST,3.0,0.0,1000.0,% SLOANE & HINSHAW INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
37577,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,592343891,1995,1995,1,1,92,0,0,0,0,0,1163,315,0,0,1478,0,1478,0,0,0,1478,7451,0,0,0,0,4562,1673,0,19,RED BASS PRODUCTIONS,NEW YORK,NY,10013-3926,Z,Z99,0.233886,36061.0,10013.0,10013.0,5602.0,5600.0,36061.0,4.0,,8810.0,199512,199512,NY,10013.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,338 W 11TH ST 4 C,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,
