,EIN,TAXPER,FisYr,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,TFLD,P6TXRFD,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,randnum,nteeConf,FIPS,MSA_NECH,PMSA,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
10756,134106981,200312,2003,200424.0,29491143105204,A80,N,Y,0.0,1.0,2003,3.0,4.0,1.0,3,0,0,0,1339,0,0,0,0,0,1339,5967,-4628,5391,1051,1051,153308,0,0,0,0,0,153308,0,7443,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1339,1339,5967,288,5391,288,288,153308,0,0,153308,0,153308,11,0,0,176,0,0,0,0,165,11,151122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,BASEBALL ORAL HISTORY PROJECT FOUNDATION,YOHALEM GILLMAN & CO LLP,477 MADISON AVE,NEW YORK,NY,10022-5802,0.0,3.0,2.0,200201.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,-165,0,,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.31338499999999997,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,N63,N
10775,134115047,200303,2003,200411.0,29491059013064,A25,N,Y,0.0,1.0,2002,2.0,7.0,5.0,3,0,129211,507,24876,127212,0,47040,63846,28000,328846,233748,95098,179015,19120,19120,8571308,0,1331906,0,1331906,0,8276450,0,0,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,25383,72423,205748,6263,151015,6263,53303,0,0,0,8276450,0,8571308,191,0,0,1000,0,0,0,0,809,191,0,0,19120,26976,36762,0,82858,179015,142416,69926,0,391357,8276450,8286475,8432101,0,24995026,7172457,7226879,7242096,0,21641432,33817,37171,24508,0,95496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,SAUL STEINBERG FOUNDATION,JOHN SILBERMAN ASSOCIATES,145 E 57TH ST,NEW YORK,NY,10022-2141,0.0,3.0,2.0,200006.0,1.0,3.0,1.0,13.0,0.0,1.0,3,,0.0,0.0,0.0,-809,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0734589,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A25,A
10846,134138655,200312,2003,200428.0,29491178029104,A20,N,Y,0.0,1.0,2003,2.0,3.0,5.0,3,0,825000,0,0,0,0,0,0,0,825000,804698,20302,815873,0,0,55239,0,0,0,0,384410,55239,0,2032,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,804698,0,815873,0,0,55239,0,0,55239,0,-329171,0,0,0,0,0,0,0,0,0,0,41267,2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10153.0,COMMISSION FOR ART RECOVERY INC,ANDREW L JAGODA,767 FIFTH AVE 46TH FLR,NEW YORK,NY,10153-0023,0.0,3.0,1.0,200102.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,M,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.929164,C,36061.0,5602.0,5600.0,NY,10153.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A20,A
10926,134150082,200312,2003,200452.0,29491346060144,A50,N,Y,0.0,1.0,2003,3.0,8.0,8.0,3,0,9001111,77728,0,24830,0,93755,0,4700000,9197424,5732385,3465039,5475951,2401637,76041,30882565,0,0,0,0,0,30882565,0,329152,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2430756,105160,1032385,29119,775951,29119,29119,0,0,0,30882565,0,30882565,24016,0,0,0,0,0,0,35,0,24016,6683293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10112.0,STONE BARNS RESTORATION CORP,RICHARD N CATALDO,30 ROCKEFELLER PLZ STE 56,NEW YORK,NY,10112-0002,0.0,3.0,1.0,200107.0,2.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,24051,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.35935,C,36061.0,5602.0,5600.0,NY,10112.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A50,A
10952,134156715,200312,2003,200431.0,29491192063054,A12,N,Y,0.0,1.0,2003,3.0,1.0,1.0,3,0,0,47,0,0,0,0,0,0,47,0,47,0,47,0,8015,0,0,0,0,0,8015,291,292,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,47,0,0,0,0,0,0,8015,0,0,8015,0,8015,1,0,0,0,0,0,0,0,0,1,5927,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10165.0,INDIAN DIAMOND & JEWELRY CHARITABLE FUND OF NY INC,NORMAN J TANNENBAUM,60 E 42ND ST STE 2536,NEW YORK,NY,10165-2599,0.0,3.0,1.0,200107.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,1,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.148786,C,36061.0,5602.0,5600.0,NY,10165.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A23,A
10971,134165975,200308,2003,200411.0,29491017020054,A23,N,Y,0.0,1.0,2002,2.0,1.0,4.0,3,0,113761,0,0,0,0,0,39848,1240,113761,120461,-6700,120129,0,0,7490,0,0,0,0,6050,7490,0,533,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,119221,0,118889,0,332,5521,0,0,7490,0,1440,0,0,0,0,0,0,0,0,0,0,10815,0,533,0,0,0,533,120129,108183,60024,0,288336,7490,14140,15837,0,37467,7490,14140,15837,0,37467,0,0,0,0,0,113761,112025,75931,0,301717,113761,112025,75931,0,301717,0,0,0,0,0,10036.0,FRIENDS OF RINRI KENKYUSHO OF NEW YORK INC,EMIKO AKUTAGAWA LINDSAY,25 W 43RD ST 1016,NEW YORK,NY,10036-7410,0.0,3.0,1.0,200112.0,1.0,3.0,1.0,13.0,0.0,1.0,8,RINRI TOMO-NO-KAI,0.0,0.0,0.0,0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6508520000000001,C,36061.0,5602.0,5600.0,NY,10036.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A1170,A
11001,134179518,200403,2004,200439.0,29491248026234,A25,N,Y,0.0,1.0,2003,2.0,1.0,1.0,3,0,0,16,0,0,0,5728,0,0,5744,5491,253,1309,7,1571,4770,0,0,0,0,0,4770,0,232,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,16,5744,5491,9,1309,9,4173,4770,0,0,4770,0,4770,0,0,0,0,0,0,0,0,0,0,4715,0,232,0,0,0,232,1309,0,0,0,1309,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,INSTITUTE OF MASTERS OF WINE NORTH AMERICA LTD,TANNENBAUM HELPERN SYRACUSE,900 THIRD AVE,NEW YORK,NY,10022-4728,0.0,3.0,2.0,200309.0,1.0,3.0,1.0,13.0,0.0,1.0,3,,0.0,0.0,0.0,0,0,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.469186,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A25,A
11005,134181214,200312,2003,200426.0,29491164099064,A25,N,Y,0.0,1.0,2003,3.0,5.0,2.0,3,0,0,21840,0,0,0,0,0,48300,21840,84525,-62685,79463,16778,0,854703,0,0,0,0,0,854703,0,44702,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,0,0,21840,0,36225,5062,31163,5062,0,1990,0,0,854703,0,854703,168,0,0,0,0,0,0,0,0,168,907655,44534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,MALEVICH SOCIETY,LAWRENCE KAYE TRUSTEE,2 PARK AVE,NEW YORK,NY,10016-5675,0.0,3.0,2.0,200201.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,168,0,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.24490399999999998,C,36061.0,5602.0,5600.0,NY,10016.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A25,A
11009,134182614,200312,2003,200452.0,29491346018024,A20,N,Y,0.0,1.0,2003,3.0,4.0,5.0,3,0,386135,1880,7582,-35646,0,1091,0,382871,361042,411112,-50070,387472,0,0,411155,0,117110,0,117110,18000,439472,0,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,0,10553,0,28241,23640,4601,23640,0,0,0,167213,439472,0,393155,0,0,0,0,0,0,0,0,0,0,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,HARRIET AND ESTEBAN VICENTE FOUNDATION,ROBERT S WARSHAW,501 FIFTH AVE STE 1803,NEW YORK,NY,10017-6189,0.0,3.0,1.0,200111.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.997923,C,36061.0,5602.0,5600.0,NY,10017.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A20,A
11031,134193640,200403,2004,200445.0,29491199023244,A20,N,Y,0.0,1.0,2003,2.0,1.0,1.0,3,0,5000,83,0,18,0,0,0,1000,5101,2164,2937,1000,83,83,3177,0,0,0,0,0,3207,0,205,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,83,83,1164,0,0,0,0,275,0,0,3207,0,3177,2,0,0,0,0,0,0,0,0,2,4156,0,83,0,0,0,83,1000,0,0,0,1000,3207,240,0,0,3447,3207,240,0,0,3447,137,15,0,0,152,5000,5100,0,0,10100,0,100,0,0,100,0,0,0,0,0,10003.0,JONATHAN AND BARBARA SILVER FOUNDATION INC,SILVER BARBARA,30 E 4TH ST,NEW YORK,NY,10003-7025,0.0,3.0,2.0,200207.0,1.0,3.0,1.0,13.0,0.0,1.0,3,,0.0,0.0,0.0,2,0,,A20,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.803335,C,36061.0,5602.0,5600.0,NY,10003.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A20,A
12136,136149781,200308,2003,200406.0,29491017035054,A60Z,N,Y,0.0,1.0,2002,2.0,6.0,4.0,3,90,100000,12423,287994,1280,0,6280,0,28722,420125,227523,192602,213297,302742,309815,4379974,0,3686320,311773,3998093,0,4601837,0,217611,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,12148,0,313845,312565,198801,11103,184575,11103,2750,36402,81851,2734,4533383,0,4379974,6055,0,0,9161,0,0,0,0,3106,6055,4418502,0,217611,209188,202318,194381,823498,213297,175680,231529,268150,888656,1,0,0,0,1,0,0,0,0,0,145074,139459,134879,129587,548999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,PERFORMING ARTS FOUNDATION INC,SPITZ & EDELSTEIN CPAS,21 E 40TH ST STE 1006,NEW YORK,NY,10016-0501,0.0,3.0,1.0,196411.0,1.0,3.0,1.0,13.0,0.0,1.0,8,,90.0,0.0,0.0,-3106,0,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.42216800000000004,C,36061.0,5602.0,5600.0,NY,10016.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A1260,A
13166,137061011,200306,2003,200425.0,29491115012204,A50I,N,Y,0.0,1.0,2002,2.0,4.0,2.0,3,60,21000,0,0,0,0,0,0,17700,21000,23617,-2617,21877,0,0,290150,0,0,0,0,0,306343,0,15012,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,5917,267,4177,267,1910,214,0,0,306343,0,290150,0,0,0,0,0,0,0,0,0,0,304802,0,15012,0,0,0,15012,17870,34675,60474,68401,181420,306343,297280,264571,197794,1065988,306343,297280,264571,199794,1067988,10008,9402,6830,5556,31796,21000,34500,69000,70400,194900,21000,34500,69000,70400,194900,0,0,0,0,0,10016.0,WEISS MEMORIAL FOUNDATION TR,EUGENE STOLER CPA KONIGSBERG WOLF,440 PARK AVE,NEW YORK,NY,10016-8012,0.0,3.0,1.0,199701.0,1.0,3.0,2.0,13.0,0.0,1.0,6,WEISS HERBERT TTEE,60.0,0.0,0.0,0,0,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.0650753,C,36061.0,5602.0,5600.0,NY,10016.0,NEW YORK,core2003pf_ver1,PF,S,ZA,A,IN,,A50,A
13224,137091348,200312,2003,200429.0,29491178053164,A76Z,N,Y,0.0,1.0,2003,3.0,2.0,1.0,3,92,0,0,0,0,0,0,0,0,271,19447,-19176,19045,271,0,23069,0,0,0,0,0,23069,0,1632,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,271,0,271,0,19447,0,19045,0,0,0,0,0,23069,0,23069,5,0,0,0,0,0,0,0,0,5,33140,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10021.0,LEO BRONSTEIN TRUST UW ELEANOR L WOLFF,KATHRYN K SOMAN,860 LEXINGTON AVE STE 1,NEW YORK,NY,10021-6605,0.0,3.0,3.0,199701.0,1.0,4.0,2.0,13.0,0.0,1.0,12,,92.0,119.0,602.0,5,0,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.0949861,C,36061.0,5602.0,5600.0,NY,10021.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,T22,T
13250,137100859,200405,2004,200442.0,29491276011054,A99Z,N,Y,0.0,1.0,2003,3.0,5.0,6.0,3,602,0,653,192432,1715101,0,0,0,1975514,1908186,1999027,-90841,1977354,1907186,0,639581,0,620238,0,620238,0,18745419,0,926117,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1908186,0,23513,1000,1840,1000,0,19343,0,0,0,0,639581,38144,0,0,20612,0,0,0,496,0,38144,18804410,887973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10179.0,THE JAMES E AND PATRICIA D CAYNE CHARITABLE TRUST,JAMES E CAYNE BEAR STEARNS & CO,383 MADISON AVE,NEW YORK,NY,10179-0001,0.0,3.0,1.0,199704.0,1.0,4.0,2.0,13.0,0.0,1.0,5,,602.0,0.0,0.0,18028,0,M,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.11336600000000001,C,36061.0,5602.0,5600.0,NY,10179.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,T22,T
13251,137101223,200312,2003,200436.0,29491234086004,A45Z,N,Y,0.0,1.0,2003,2.0,6.0,6.0,3,91,1619536,32,0,0,0,52840,0,0,1672408,88834,1583574,87801,0,51839,4535455,0,0,0,0,16961,8858946,0,3438,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,52872,88834,0,87801,0,1033,77450,0,0,8858946,0,4518494,0,0,0,20,0,0,0,0,20,0,69797,0,3438,4011,0,0,7449,87801,59898,12003,0,159702,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012.0,KIKI KOGELNIK FOUNDATION,STEPHEN KILDUNNE,330 LAFAYETTE ST 7,NEW YORK,NY,10012-2739,0.0,3.0,2.0,199705.0,1.0,3.0,2.0,13.0,0.0,1.0,12,,91.0,0.0,0.0,-20,0,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.636035,C,36061.0,5602.0,5600.0,NY,10012.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A40,A
13256,137102174,200309,2003,200413.0,29491066011034,A51Z,N,Y,0.0,1.0,2002,3.0,6.0,5.0,3,326,0,0,108661,236183,0,0,43833,152000,344844,197486,147358,174006,323761,0,3223477,0,1529913,0,1529913,0,3270316,113474,153803,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,345678,0,45486,21917,22006,21917,0,0,0,604099,3270316,0,3223477,3238,0,0,2185,0,0,0,2,0,3238,3122901,150565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10036.0,RENATE HOFMANN ARTICLE 3 CHARITABLE TRUST 1874860,JP MORGAN CHASE BANK,1211 AVE OF THE AMERICAS,NEW YORK,NY,10036-0000,0.0,3.0,1.0,199705.0,1.0,4.0,2.0,13.0,0.0,1.0,9,,326.0,91.0,0.0,1055,0,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.322858,C,36061.0,5602.0,5600.0,NY,10036.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,T22,T
13670,137325028,200212,2002,200411.0,29491361015123,A51,N,Y,0.0,1.0,2002,2.0,6.0,6.0,3,0,4198616,0,20,0,0,0,0,0,4198636,104685,4093951,88505,20,0,4116777,0,0,0,0,22826,4132957,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,20,0,104685,0,88505,0,0,0,0,0,4132957,0,4093951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,594775,0,0,0,594775,4132957,0,0,0,4132957,4083444,0,0,0,4083444,4198616,0,0,0,4198616,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,10171.0,FISHER LANDAU CENTER FOR ART,FISHER BROTHERS,299 PARK AVE,NEW YORK,NY,10171-0002,0.0,3.0,2.0,200210.0,1.0,3.0,2.0,13.0,0.0,1.0,12,LANDAU EMILY FISHER TTEE,0.0,0.0,0.0,0,0,,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.69331,C,36061.0,5602.0,5600.0,NY,10171.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A51,A
14609,161632202,200312,2003,200450.0,29491332011044,A12,N,Y,0.0,1.0,2003,3.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,THE LAURA PELS INTERNATIONAL FOUNDATION FOR THEATER,SCHULTE ROTH & ZABEL LLP,919 THIRD AVENUE,NEW YORK,NY,10022-3902,0.0,3.0,1.0,200401.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,0,0,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.40417,C,36061.0,5602.0,5600.0,NY,10022.0,NEW YORK,core2003pf_ver1,PF,S,ZB,A,IN,,A1265,A
16386,222809914,200312,2003,200449.0,29491318023184,A68Z,Y,N,0.0,1.0,2003,3.0,0.0,0.0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023.0,MUSIC AND MORE INC,GANER,1995 BROADWAY 16TH FLR,NEW YORK,NY,10023-5882,0.0,3.0,1.0,198708.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,90.0,0.0,0.0,0,0,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.007698899999999999,A,36061.0,5602.0,5600.0,NY,10023.0,NEW YORK,core2003pf_ver1,PF,S,AR,A,IN,,A68,A
16675,223047700,200212,2002,200405.0,29491361022003,A20,N,Y,0.0,1.0,2002,3.0,6.0,5.0,3,59,423708,3858,20015,-40464,0,0,50000,17000,407117,330407,76710,314582,16627,0,1148322,161102,0,0,161102,20525,1148322,0,50647,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,23873,0,313407,7246,297582,7246,0,0,0,725215,1148322,0,1127797,166,0,0,0,0,0,0,0,0,166,1028360,50481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012.0,NEW YORK FOUNDATION FOR ARCHITECTURE INC,,536 LAGUARDIA PL,NEW YORK,NY,10012-1401,0.0,3.0,1.0,196703.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,59.0,0.0,0.0,166,0,,A40,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.7936489999999999,B,36061.0,5602.0,5600.0,NY,10012.0,NEW YORK,core2003pf_ver1,PC,O,AR,A,IN,,A40,A
17686,223668584,200306,2003,200418.0,29491101028024,A54,N,Y,0.0,1.0,2002,2.0,6.0,4.0,3,0,200000,0,582,0,0,0,0,0,200582,274311,-73729,242055,0,0,1938853,0,0,0,0,0,2039083,0,103444,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,582,0,274311,1112,242055,1112,0,681,0,0,2309083,0,1938853,0,0,0,0,0,0,0,0,0,0,2100390,0,103444,96014,82378,0,281836,242055,178883,212133,322730,955801,2039083,2082031,1721991,1665624,7508729,2039083,2082031,1721991,1665624,7508729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001.0,CWJ CLASSIC AUTOMOBILE MUSEUM INC,ALFRED C ECKERT III,358 FIFTH AVE 9TH FL,NEW YORK,NY,10001-2209,0.0,3.0,1.0,200009.0,1.0,3.0,1.0,13.0,0.0,1.0,6,,0.0,0.0,0.0,0,0,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.786478,C,36061.0,5602.0,5600.0,NY,10001.0,NEW YORK,core2003pf_ver1,PF,O,AR,A,IN,,A50,A
21825,237296158,200312,2003,200450.0,29491325046014,,N,Y,0.0,1.0,2003,3.0,7.0,7.0,3,602,2000000,2428,20433,-311723,0,0,0,5512245,1711138,6073821,-4362683,5512270,22861,0,7728364,0,0,0,0,0,7728364,0,191826,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,22861,0,561576,0,25,0,0,10399,0,0,7728364,0,7728364,229,0,0,0,0,0,0,0,0,229,3894938,191597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10178.0,THE LUTECE FOUNDATION INC,KELLY DRYE WARREN CLARK CARR & EL,101 PARK AVENUE,NEW YORK,NY,10178-0002,0.0,3.0,1.0,197212.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,602.0,0.0,0.0,229,0,,A11,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.18151,A,36061.0,5602.0,5600.0,NY,10178.0,NEW YORK,core2003pf_ver1,PF,S,ZA,A,IN,,A11,A
24203,300021188,200312,2003,200437.0,29491234051094,A12,N,Y,0.0,1.0,2003,3.0,4.0,1.0,3,0,0,0,1246,0,0,0,0,5575,1246,5590,-4344,0,1246,0,113631,0,39540,0,39540,0,112736,0,5446,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1246,0,15,0,0,0,0,74091,0,0,112736,0,113631,25,0,0,0,0,0,0,0,0,25,110585,5421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10011.0,JOEL FAN FOUNDATION,JOEL FAN,200 W 15TH ST,NEW YORK,NY,10011-6539,0.0,3.0,1.0,200305.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,0.0,0.0,0.0,25,0,,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.361976,C,36061.0,5602.0,5600.0,NY,10011.0,NEW YORK,core2003pf_ver1,PF,S,ZB,A,IN,,A12,A
