,EIN,DocCD,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FUNDBALx,ASS_EOYx,LIAB_EOYx,RETEARNx,BOND_EOYx,MRTG_EOYx,FISYRx,BOND_BOY_OLD,MRTG_BOY_OLD,RETE_BOY_OLD,fincheckv,DuesFlg,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA
13145,135562400,92,9.0,200912,2009,,11500,0,0,0,3671,0,0,0,0,0,27296,59066,0,0,0,51895,0,20125,0,0,0,0,0,0,0,0,0,0,0,0,12125,,27296,27296,0,0,0,0,0,0,0,-31770,0,0,0,0,0,0,0,31770,0,0,0,0,0,3671,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,900.0,N,0.0,1.0,201047.0,93492319031280,1.0,2009,3.0,Y,1.0,N,1.0,0.0,2009,10016-5336,10016.0,135562400200912,1355624002009,12.0,900.0,30.0,211.0,45 EAST 33RD STREET,9.0,0.0,NEW YORK,1.0,,1.0,0.0,20.0,804.0,SOCIAL SERVICE DEPARTMENT OF THE WORKMENS CIRCLE,5.0,194504.0,,NY,CORE09co,0.0,1.0,1.0,1.0,0,0,0,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.60016,A,A23,A,36061.0,5602.0,5600.0
13184,135580391,93,10.0,201012,2010,,0,0,317237,160067,145475,0,0,0,0,0,535744,462234,358148,60396,0,1853749,1717109,1409044,1358961,358148,0,0,0,0,0,0,0,0,0,0,73032,,375677,375677,0,157170,0,0,0,0,0,-86557,0,40063,7391,0,0,0,0,444705,0,0,0,0,0,145475,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,444705,279.0,N,6.0,1.0,201141.0,93493221010241,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10001-2703,10001.0,135580391201012,1355803912010,12.0,279.0,265.0,319.0,307 W 30TH ST,6.0,0.0,NEW YORK,1.0,,1.0,0.0,10.0,2260.0,LITHUANIAN ALLIANCE OF AMERICA,1.0,197203.0,,NY,rtf10co,4.0,2.0,3.0,2.0,444705,1853749,1409044,444705,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.75675,A,A23,A,36061.0,5602.0,5600.0
13213,135606408,93,10.0,201012,2010,,281393,0,0,0,13,0,0,4356,0,0,477255,448362,82200,0,0,93478,113638,40171,31438,0,0,0,0,0,0,0,0,0,135204,0,0,,477255,477255,0,0,0,0,0,0,4356,28893,0,0,12048,0,0,0,0,53307,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,205.0,N,4.0,1.0,201147.0,93493318002311,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10038-2439,10038.0,135606408201012,1356064082010,12.0,205.0,0.0,0.0,132 NASSAU ST RM 922,3.0,0.0,NEW YORK,3.0,,2.0,0.0,10.0,0.0,NATIONAL LAWYERS GUILD,1.0,199804.0,,NY,rtf10co,2.0,2.0,2.0,2.0,53307,93478,40171,0,0,0,2009.0,0,0,0,,0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.49933999999999995,C,A20,A,36061.0,5602.0,5600.0
13232,135621505,93,10.0,201009,2009,,0,0,762552,762552,1078,0,0,0,0,0,2064377,1853412,708172,30169,0,1282264,761588,22505,53416,708172,0,0,0,0,0,0,0,0,1243721,0,57026,,1301825,1301825,0,0,0,0,0,0,0,-551587,0,85121,8609,0,0,0,0,1259759,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1259759,264.0,N,5.0,1.0,201132.0,29493197165081,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2009,10001-5515,10001.0,135621505201009,1356215052010,9.0,264.0,0.0,0.0,231 W 29TH ST RM 405,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,NEW YORK PRESSROOM UNIONS-PRINTERS LEAGUE WELFARE TRUST FUND,2.0,195504.0,,NY,rtf10co,3.0,4.0,4.0,4.0,1259759,1282264,22505,1259759,0,0,2009.0,0,0,0,,0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.05088,A,A33,A,36061.0,5602.0,5600.0
13263,135651681,92,9.0,200912,2009,,0,22023,0,0,0,0,0,0,0,0,29033,22875,8803,0,0,2645,8803,0,0,0,0,0,0,0,0,0,0,0,7010,0,0,,29033,29033,0,0,0,0,0,0,0,6158,0,0,0,0,0,0,0,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,120.0,N,1.0,1.0,201033.0,93492222004580,1.0,2009,3.0,Y,1.0,N,1.0,0.0,2009,10017-6603,10017.0,135651681200912,1356516812009,12.0,120.0,328.0,279.0,355 LEXINGTON AVE FL 15,1.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,1.0,195909.0,,NY,CORE09co,1.0,1.0,1.0,1.0,8803,8803,0,0,0,0,2009.0,0,0,0,,1,A01,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.32565,C,A01,A,36061.0,5602.0,5600.0
13344,136092225,93,11.0,201106,2010,,0,0,187000,187261,12754,0,0,0,0,0,199754,8345,420466,0,0,543333,426041,5575,5575,420466,0,0,0,0,0,0,0,0,0,0,0,,12493,12493,0,-261,0,0,0,0,0,4148,0,0,0,0,0,0,0,537758,0,0,0,0,0,12754,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,537758,267.0,N,4.0,1.0,201151.0,29493330069181,1.0,2011,4.0,Y,1.0,N,1.0,0.0,2010,10003-6900,10003.0,136092225201106,1360922252011,6.0,267.0,0.0,0.0,400 LAFAYETTE ST FL 4,3.0,0.0,NEW YORK,1.0,LOCAL 2179 UAW,2.0,0.0,10.0,0.0,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,2.0,196312.0,,NY,rtf10co,2.0,1.0,2.0,1.0,537758,543333,5575,537758,0,0,2010.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.95954,A,A40,A,36061.0,5602.0,5600.0
13354,136103339,93,9.0,200912,2009,,0,0,0,0,38507,0,0,0,0,0,39607,3663,694252,0,0,658308,694252,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,,39607,39607,0,0,0,0,0,0,0,35944,0,0,0,0,0,0,0,658308,0,0,0,0,0,38507,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,408.0,N,5.0,1.0,201039.0,29493254064250,1.0,2009,3.0,Y,1.0,N,1.0,0.0,2009,10013-5148,10013.0,136103339200912,1361033392009,12.0,408.0,429.0,0.0,21 PELL ST,3.0,0.0,NEW YORK,3.0,,2.0,0.0,20.0,0.0,THE LEE TOWE MEMORIAL ASSOCIATION INC,1.0,199202.0,,NY,CORE09co,3.0,1.0,1.0,1.0,694252,694252,0,0,0,0,2009.0,0,0,0,,0,A80,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.6712199999999999,B,A80,A,36061.0,5602.0,5600.0
13397,136117924,92,10.0,201012,2010,,0,123641,0,0,218,0,0,0,0,0,123859,126092,41211,0,0,43750,41517,306,306,0,0,0,0,0,0,0,0,0,0,0,0,,123859,123859,0,0,0,0,0,0,0,-2233,0,0,0,0,0,0,0,43444,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263.0,N,3.0,1.0,201131.0,29492183030421,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10024-0000,10024.0,136117924201012,1361179242010,12.0,263.0,264.0,279.0,79TH ST AND CENTRAL PARK W,9.0,0.0,NEW YORK,3.0,ROBERT SAUNDERS,2.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,195708.0,1306 NY LOC AMER MUSEUM NATL HISTRY,NY,rtf10co,1.0,2.0,2.0,2.0,43444,43750,306,0,0,0,2009.0,0,0,0,,1,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.57799,A,A50,A,36061.0,5602.0,5600.0
13492,136149730,93,11.0,201106,2010,,611433,0,145208,0,40344,0,0,0,0,0,3101225,1220821,2112734,150000,0,1924625,2170096,5604,57362,976845,0,0,0,0,0,0,0,1686691,337410,280139,0,,1414534,1414534,0,145208,0,0,0,1966830,0,193713,0,377500,39366,0,0,0,0,1919021,0,0,0,0,0,40344,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119.0,N,6.0,1.0,201147.0,93493319059171,1.0,2011,6.0,Y,1.0,N,1.0,0.0,2010,10016-6022,10016.0,136149730201106,1361497302011,6.0,119.0,0.0,0.0,205 LEXINGTON AVE RM 901,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,ART DEALERS ASSOCIATION OF AMERICA INC,1.0,196307.0,,NY,rtf10co,4.0,4.0,4.0,4.0,2037090,2119015,81925,901201,0,0,2009.0,0,0,0,,0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.39628,A,A03,A,36061.0,5602.0,5600.0
13598,136170369,92,10.0,201006,2009,,0,209176,0,0,-6,0,0,0,0,0,209170,220051,-51148,0,0,255119,174996,294322,226144,0,0,0,0,0,0,0,0,0,0,0,0,,209170,209170,0,0,0,0,0,0,0,-10881,0,0,0,0,0,0,0,-39203,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,269.0,N,4.0,1.0,201113.0,29492071012041,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2009,10016-8804,10016.0,136170369201006,1361703692010,6.0,269.0,0.0,0.0,386 PARK AVE S 19TH FL,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,EXHIBITION EMPLOYEES-829 VACATION FUND,2.0,196506.0,,NY,rtf10co,2.0,2.0,2.0,2.0,-39203,255119,294322,0,0,0,2009.0,0,0,0,,1,A114,A,O,S,ZA,A,A,IN,,1,AR,AR,AR,0.61926,B,A1140,A,36061.0,5602.0,5600.0
13738,136274650,93,10.0,201005,2009,S41,0,0,0,0,3621,0,0,0,0,0,1003937,538301,308266,0,0,576405,689247,270912,380981,0,0,0,0,0,0,0,0,462158,100715,435847,1596,,541779,541779,0,0,0,0,0,898005,0,3478,0,0,0,0,0,0,0,305493,0,0,0,0,0,3621,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,5.0,1.0,201121.0,29493127043131,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2009,10017-6603,10017.0,136274650201005,1362746502010,5.0,0.0,0.0,0.0,355 LEXINGTON AVE FL 17,3.0,0.0,NEW YORK,2.0,LYNN OSBORNE,2.0,0.0,10.0,0.0,NEW YORK WOMEN IN COMMUNICATIONS INC,1.0,200302.0,,NY,rtf10co,3.0,3.0,4.0,3.0,305493,576405,270912,0,0,0,2009.0,0,0,0,,0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.88775,A,A30,A,36061.0,5602.0,5600.0
13751,136356709,93,10.0,201006,2009,,0,0,0,0,3514,0,0,0,0,0,568783,379079,210084,0,0,141498,228763,121116,18679,0,0,0,0,0,0,0,0,0,565269,0,0,,568783,568783,0,0,0,0,0,0,0,189704,0,0,0,0,0,0,0,20382,0,0,0,0,0,3514,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,269.0,N,4.0,1.0,201120.0,93493130015561,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2009,11101-4301,11101.0,136356709201006,1363567092010,6.0,269.0,0.0,0.0,4534 COURT SQ,3.0,0.0,LONG IS CITY,1.0,,2.0,0.0,10.0,0.0,MOSAIC AND TERRAZZO VACATION FUND,2.0,197112.0,,NY,rtf10co,2.0,3.0,3.0,2.0,20382,141498,121116,0,0,0,2009.0,0,0,0,,0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.60911,A,A40,A,36081.0,5602.0,5600.0
13808,136976195,93,10.0,201012,2010,,0,0,0,0,0,0,0,0,0,0,25358,0,252985,0,0,227627,252985,0,0,166507,0,0,0,0,0,0,0,0,0,0,0,,25358,25358,0,0,0,0,0,0,0,25358,0,0,0,0,0,0,0,227627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,141149,263.0,N,4.0,1.0,201137.0,93493245003101,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2010,10036-5601,10036.0,136976195201012,1369761952010,12.0,263.0,264.0,279.0,1501 BROADWAY NO 6TH FL,9.0,0.0,NEW YORK,3.0,CONTROLLERS OFFICE,2.0,0.0,20.0,122.0,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,5.0,194009.0,MUTUAL BENEFIT TRUST,NY,rtf10co,2.0,1.0,1.0,0.0,227627,227627,0,141149,0,0,2009.0,0,0,0,,0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.703,A,A68,A,36061.0,5602.0,5600.0
14674,141876785,93,10.0,201012,2010,,0,0,0,0,0,0,0,0,0,0,5578001,5578001,50278805,0,0,52769006,50278805,0,0,0,0,0,0,0,0,0,0,0,5578001,0,0,,5578001,5578001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52769006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,N,9.0,1.0,201129.0,29493176089171,1.0,2010,7.0,Y,1.0,N,1.0,0.0,2010,10017-2014,10017.0,141876785201012,1418767852010,12.0,0.0,0.0,0.0,270 PARK AVE,0.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MGMT INC,0.0,0.0,10.0,0.0,SPOKANE BUSINESS & INDUSTRIAL FUNDING COMPANY INC,0.0,0.0,,NY,rtf10co,,5.0,5.0,5.0,52769006,52769006,0,0,0,0,2009.0,0,0,0,,0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.24083000000000002,C,A60,A,36061.0,5602.0,5600.0
16020,160876072,93,10.0,201012,2010,,0,0,164147,160431,14901,0,0,0,0,0,249011,160181,425668,0,0,504056,425668,0,0,0,0,0,0,0,0,0,0,0,69963,0,0,,88580,88580,0,3716,0,0,0,0,0,-71601,0,0,0,0,0,0,0,504056,0,0,0,0,0,14901,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,267.0,N,4.0,1.0,201147.0,93493318031681,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10003-9595,10003.0,160876072201012,1608760722010,12.0,267.0,200.0,920.0,770 BROADWAY 7TH FLOOR,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,NATO THEATRE OWNERS OF NEW YORK STATE INC,1.0,196601.0,,NY,rtf10co,2.0,1.0,2.0,2.0,504056,504056,0,0,0,0,2009.0,0,0,0,,0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.12736,B,A65,A,36061.0,5602.0,5600.0
18640,201575771,92,10.0,201006,2009,P81,14000,0,0,0,0,0,0,0,0,0,56153,56968,-835,0,0,1790,975,1810,1810,0,0,0,0,0,0,0,0,0,42153,0,0,,56153,56153,0,0,0,0,0,0,0,-815,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,N,1.0,1.0,201034.0,29492212384250,1.0,2010,3.0,Y,1.0,N,1.0,0.0,2009,10033-2214,10033.0,201575771201006,2015757712010,6.0,0.0,0.0,0.0,37 OVERLOOK TER APT 3E,3.0,0.0,NEW YORK,1.0,KLARA KUCHMENT,2.0,0.0,10.0,0.0,SELF-HELP ASSOCIATION OF AMERICAN RUSSIAN ELDERLY,1.0,200512.0,,NY,CORE09co,1.0,1.0,1.0,1.0,-835,975,1810,0,0,0,2010.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.30719,A,A23,A,36061.0,5602.0,5600.0
19750,203132925,93,10.0,201006,2009,S41,630160,0,0,0,4468,0,0,0,0,0,634628,608617,492284,296500,0,556804,508657,90531,16373,0,0,0,0,0,0,0,0,0,0,0,0,,634628,634628,0,0,0,0,0,0,0,26011,0,92690,30060,0,0,0,0,466273,0,0,0,0,0,4468,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,5.0,1.0,201125.0,29493148077281,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2009,10011-5507,10011.0,203132925201006,2031329252010,6.0,0.0,0.0,0.0,29 W 17TH ST FL 10,3.0,0.0,NEW YORK,2.0,RICHARD BENGLOFF,2.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,1.0,200509.0,,NY,rtf10co,3.0,3.0,3.0,3.0,466273,556804,90531,0,0,0,2009.0,0,0,0,,0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.28764,A,A68,A,36061.0,5602.0,5600.0
19824,203246082,93,10.0,201012,2010,S47,0,0,0,0,119,0,0,0,0,0,2454733,1065023,29207783,0,0,40097230,40153014,14283055,10945231,-10128553,0,0,0,0,0,0,0,0,2454614,0,0,,2454733,2454733,0,0,0,0,0,0,0,1389710,0,180710,0,0,0,0,0,25814175,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,-13522161,0.0,N,8.0,1.0,201130.0,29493183065111,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10022-5911,10022.0,203246082201012,2032460822010,12.0,0.0,0.0,0.0,40 E 52ND ST,3.0,0.0,NEW YORK,1.0,BLACKROCK REALTY ADVISORS INC,2.0,0.0,10.0,0.0,NP MUSEUM GARDENS INC,1.0,200801.0,,NY,rtf10co,,4.0,4.0,4.0,25814175,40097230,14283055,-13522161,0,0,2009.0,0,0,0,,0,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.18403,A,A50,A,36061.0,5602.0,5600.0
20156,203753340,93,10.0,201012,2010,S41,0,0,0,0,7079,0,0,0,0,0,2327082,2176989,2124464,260000,0,2263043,2456379,288672,331915,0,0,0,0,0,0,0,0,0,2320003,0,0,,2327082,2327082,0,0,0,0,0,0,0,150093,0,406812,0,0,0,0,0,1974371,0,0,0,0,0,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,6.0,1.0,201139.0,29493246005071,1.0,2010,6.0,Y,1.0,Y,1.0,0.0,2010,10019-6104,10019.0,203753340201012,2037533402010,12.0,0.0,0.0,0.0,25 WEST 52ND STREET 14TH FLOOR,3.0,0.0,NEW YORK,1.0,BRUCE PAISNER,2.0,0.0,10.0,0.0,THE INTERNATIONAL ACADEMY OF TELEVISION ARTS & SCIENCES INC,1.0,200606.0,,NY,rtf10co,4.0,4.0,4.0,4.0,1974371,2263043,288672,0,0,0,2009.0,0,0,0,,0,A32,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.05131,A,A32,A,36061.0,5602.0,5600.0
20226,203834646,93,9.0,200912,2009,B03,30615,0,0,0,1,0,0,0,0,0,30616,25913,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30616,30616,0,0,0,0,0,0,0,4703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,1.0,1.0,201029.0,29493177254040,1.0,2009,3.0,Y,1.0,N,1.0,0.0,2009,10453-4652,10453.0,203834646200912,2038346462009,12.0,0.0,0.0,0.0,2038 DAVIDSON AVE,3.0,0.0,BRONX,2.0,LUIS PARRA,2.0,0.0,10.0,0.0,LATINO ASSOCIATION OF TAX PREPARERS INC,1.0,200607.0,,NY,CORE09co,1.0,1.0,1.0,1.0,1,1,0,0,0,0,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.47508999999999996,A,A23,A,36005.0,5602.0,5600.0
20377,204021694,93,10.0,201012,2010,S47,0,0,0,0,254,0,0,0,0,0,1830321,525259,17093722,0,0,18017062,17449794,350403,356072,129720,0,0,0,0,0,0,0,0,1830067,0,0,,1830321,1830321,0,0,0,0,0,0,0,1305062,0,0,0,0,0,0,0,17666659,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,702657,0.0,N,8.0,1.0,201151.0,29493330018091,1.0,2010,6.0,Y,1.0,N,1.0,0.0,2010,10163-5005,10163.0,204021694201012,2040216942010,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,MATTHEW C CARBONE,2.0,0.0,10.0,0.0,DEERFIELD CINEMA HOLDING COMPANY,1.0,200707.0,,NY,rtf10co,,4.0,4.0,3.0,17666659,18017062,350403,702657,0,0,2009.0,0,0,0,,0,A31,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.28656,A,A31,A,36061.0,5602.0,5600.0
21305,205360895,93,10.0,201012,2010,S41,806986,0,0,0,438,0,0,0,0,0,954700,1060854,164089,338994,0,581891,575118,311648,411029,0,0,0,0,0,0,0,0,0,147276,0,0,,954700,954700,0,0,0,0,0,0,0,-106154,0,0,23369,0,0,0,0,270243,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.0,N,5.0,1.0,201134.0,93493227020091,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10022-4214,10022.0,205360895201012,2053608952010,12.0,0.0,0.0,0.0,535 MADISON AVE 20TH FL,3.0,0.0,NEW YORK,2.0,DAVIS & GILBERT LLP,2.0,0.0,10.0,0.0,OUT OF HOME VIDEO ADVERTISING BUREAU INC,1.0,200704.0,,NY,rtf10co,3.0,3.0,3.0,4.0,270243,581891,311648,0,0,0,2009.0,0,0,0,,0,A31,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.94735,A,A31,A,36061.0,5602.0,5600.0
22335,208574404,93,10.0,201012,2010,S47,0,0,0,0,978008,0,0,0,0,0,978008,7838,17701586,0,0,25874358,17701586,123587121,0,3468287,0,0,0,0,0,0,0,0,0,0,0,,978008,978008,0,0,0,0,0,0,0,970170,0,0,0,0,0,118250000,0,-97712763,0,0,0,0,0,978008,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-105414259,0.0,N,8.0,1.0,201139.0,29493239220051,1.0,2010,5.0,Y,1.0,N,1.0,0.0,2010,10163-5005,10163.0,208574404201012,2085744042010,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,COMMINGLED PENSION TR FUND SS OF,2.0,0.0,10.0,0.0,SSPF ALISO CREEK INC,1.0,200905.0,,NY,rtf10co,,3.0,3.0,1.0,-97712763,25874358,123587121,-105414259,0,118250000,2009.0,0,0,0,,0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5264,C,A23,A,36061.0,5602.0,5600.0
24951,222701258,93,10.0,201012,2010,,29750,0,0,0,218,0,0,0,0,0,167605,191052,101095,0,0,124542,101095,0,0,0,0,0,0,0,0,0,0,0,137637,0,0,,167605,167605,0,0,0,0,0,0,0,-23447,0,0,0,0,0,0,0,124542,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,200.0,N,4.0,1.0,201119.0,93493124007031,1.0,2010,4.0,Y,1.0,N,1.0,0.0,2010,10019-0000,10019.0,222701258201012,2227012582010,12.0,200.0,229.0,0.0,156 WEST 56 TH STREET NO 1804,3.0,0.0,NEW YORK,1.0,FRUCHTER ROSEN & COMPANY P C,2.0,0.0,10.0,0.0,BOOKBINDERS GUILD OF NEW YORK INC,5.0,198610.0,,NY,rtf10co,2.0,2.0,2.0,2.0,124542,124542,0,0,0,0,2009.0,0,0,0,,0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.68418,C,A20,A,36061.0,5602.0,5600.0
25244,222924636,92,11.0,201104,2010,,0,37250,0,0,0,0,0,0,0,0,72297,64094,10318,0,0,28505,32347,26390,22029,0,0,0,0,0,0,0,0,0,33462,0,1585,,72297,72297,0,0,0,0,0,0,0,8203,0,0,0,0,0,0,0,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,119.0,N,3.0,1.0,201143.0,29492281006241,1.0,2011,3.0,Y,1.0,N,1.0,0.0,2010,10023-0025,10023.0,222924636201104,2229246362011,4.0,119.0,40.0,279.0,PO BOX 231450,9.0,0.0,NEW YORK,3.0,ANNA MARIA BISHOP-HARRIS,2.0,0.0,10.0,1520.0,LINKS INC,1.0,196112.0,METRO MANHATTAN LINKS INC,NY,rtf10co,1.0,1.0,1.0,1.0,2115,28505,26390,0,0,0,2010.0,0,0,0,,1,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.40765999999999997,C,A99,A,36061.0,5602.0,5600.0
25548,223075802,93,10.0,201012,2010,,0,0,0,0,1689,0,0,0,0,0,2753197,2359515,1731616,0,0,1412563,1802068,74629,70452,0,0,0,0,0,0,0,0,0,2698828,0,52680,,2753197,2753197,0,0,0,0,0,0,0,393682,0,0,0,0,0,0,0,1337934,0,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,123.0,N,6.0,1.0,201140.0,29493260100261,1.0,2010,6.0,Y,1.0,Y,1.0,0.0,2010,10001-0000,10001.0,223075802201012,2230758022010,12.0,123.0,200.0,0.0,322 EIGTH AVE STE 501,6.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,5843.0,7 X 24 EXCHANGE INC,1.0,201102.0,,NY,rtf10co,4.0,4.0,4.0,4.0,1337934,1412563,74629,0,0,0,2009.0,0,0,0,,0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8475,C,A70,A,36061.0,5602.0,5600.0
