,fincheckv,VerifyBy,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,NTEE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTMAJ12,NTMAJ5,RandNum,CNAB,ASSTSALE,CGR2NET,CTOTREVM,CTOTREVB,CNAO,CNAM,CRERATIO,IERATIO,VINCEXP,VBS,VOK,FIPS,MSA,PMSA,V1SECURN,verfail,V1OTHN,V1SPEVN,V1INVNTN,V1TOTREV,V1NETINC,V1NASEOY,VBS_BOY,VBS_EOY,VASSTLIA,VGRENTEXP,VGCOMPENS,VGOTHSAL,VGPAYTAX,VGFUNDFEES,VGSOLICIT,VGBOND_BOY,VGMRTG_BOY,VGBOND_EOY,VGMRTG_EOY,TOTREV_F,GRREC_F,GRINC_F,SALES_F,FUNDB_F,TOTREV_O,GRREC_O,GRINC_O,SALES_O,FUNDB_O,CRINC_F,MSA_NECH,NTEESRC,nteeConf,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
22613,,,131671027,200206,2001,497770,84603,0,0,20527,22602,0,0,416386,416386,998759,654187,628968,87763,0,531423,728484,83126,99516,0,0,0,0,0,0,0,0,0,0,0,0,169974,52933,172952,0,,828785,3,7,0,20527,0,0,0,0,0,0,0,0,342926,0,828785,174598,6073,127577,16248,0,0,0,0,0,448297,1852850,269327,179972,78814,0,0,2380963,2200991,0,0,0,30,N,5,1,200328,29490172343193,1,2002,5,Y,1,N,1,0,2001,10022-6830,10022.0,131671027200206,1316710272002,6,30.0,0.0,0.0,457 MADISON AVE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,ARCHITECTURAL LEAGUE OF NEW YORK,1.0,194712.0,,NY,RTF02PC,3.0,3.0,3.0,3.0,A,A03,IN,,AR,A,A41C,PC,O,AR,A,4.0,,AR,AR,0.10169600000000001,180671,0,169974,828785,834858,174598,174598,1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,2,0,2,0,0,0,0,N,N,N,N,N,828785,998759,416386,416386,628968,,5602.0,1,N,A03,NY,10022.0,NEW YORK,A03,40,87335.0,3a,2002.0,0.0,3a,2002.0,112958.0,3a,2002.0,63181.0,3a,2002.0,442137.0,3a,2002.0,73773.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,410435.0,3a,2002.0,55902.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,12096.0,3a,2002.0,298312.0,3a,2002.0,28991.0,3a,2002.0,A0340,A
22615,,,131671148,200206,2001,525482,1655128,2358365,2298918,306563,176713,0,0,4107582,1808664,6288192,3916932,8345708,301970,0,9772265,9670292,1298685,1324584,0,0,0,0,0,0,3000,0,0,0,0,0,0,1359487,0,83167,,3989274,3,9,0,4207,302356,0,0,0,59447,0,0,0,0,0,3989274,72342,-200214,0,0,0,0,0,0,0,8473580,898406,4975193,4488702,1056048,0,0,12047105,7558403,0,0,0,602,N,7,1,200327,29490158202183,1,2002,7,Y,1,Y,1,0,2001,10001-6708,10001.0,131671148200206,1316711482002,6,602.0,0.0,0.0,275 7TH AVE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,COLLEGE ART ASSOCIATION OF AMERICA INC,1.0,193811.0,,NY,RTF02PC,5.0,4.0,5.0,4.0,A,A19,IN,,AR,A,A71M,PC,O,AR,A,7.0,,AR,AR,0.5857140000000001,-127872,59447,2298918,3989274,3789060,72342,72342,-1,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,0,0,0,2,0,0,0,0,N,N,N,N,N,3989274,6288192,1808664,4107582,8345708,,5602.0,1,N,A03,NY,10001.0,NEW YORK,C03,70,0.0,3a,2002.0,0.0,3a,2002.0,5735805.0,3a,2002.0,415204.0,3a,2002.0,1543701.0,3a,2002.0,1066001.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,525482.0,3a,2002.0,184701.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,31700.0,3a,2002.0,8877584.0,3a,2002.0,13100.0,3a,2002.0,A0325,A
22617,,,131672947,200212,2002,44300,0,0,0,3513,0,0,0,6646,6646,50946,107487,251559,26000,0,354304,295510,46204,43951,0,0,0,0,0,0,0,0,0,0,0,0,0,3133,0,0,,50946,3,7,0,3513,0,0,0,0,0,0,0,0,0,0,50946,-56541,0,14550,3386,0,0,0,0,0,308100,300327,0,42398,41552,0,0,384277,341879,0,0,0,59,N,4,1,200350,29490319333153,1,2002,3,Y,1,N,1,0,2002,10010-6207,10010.0,131672947200212,1316729472002,12,59.0,62.0,120.0,25 E 21TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,RELIEF COMMITTEE OF THE GENERAL JEWISH WORKERS UNION OF POLAND INC,1.0,194210.0,,NY,RTF02PC,2.0,1.0,1.0,2.0,A,A70,IN,,AR,A,A70Z,PC,O,AR,A,,,AR,AR,0.213304,-56541,0,0,50946,50946,-56541,-56541,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,2,0,0,0,0,0,0,N,N,N,N,N,50946,50946,6646,6646,251559,,5602.0,1,N,A70,NY,10010.0,NEW YORK,A23,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,44300.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,31201.0,3a,2002.0,A23,A
22619,,,131674444,200212,2002,0,0,0,0,0,0,44008,128322,172330,128322,172330,165450,174890,0,0,420044,420252,208026,245362,173889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,128322,3,9,0,0,0,0,0,0,0,0,0,0,0,172331,128322,-37128,0,64823,5282,0,0,0,0,211018,212018,0,0,944629,0,0,0,944629,0,0,0,0,29,N,4,1,200336,29490228207093,1,2002,4,Y,1,N,1,0,2002,10005-3904,10005.0,131674444200212,1316744442002,12,29.0,0.0,0.0,120 WALL ST 24TH FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,LUCIS PUBLISHING COMPANY,1.0,194311.0,,NY,RTF02PC,2.0,2.0,2.0,2.0,A,A33,IN,,AR,A,A33Z,PC,O,AR,A,,X20Z,AR,AR,0.781347,-37128,0,44008,128322,128322,-37128,-37128,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,2,1,1,2,1,2,1,0,0,2,2,0,0,0,0,0,0,N,N,N,N,Y,128322,172330,128322,172330,174889,,5602.0,1,N,A33,NY,10005.0,NEW YORK,X83,,,,,,,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,1000.0,3a,2002.0,0.0,3a,2002.0,,,,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,18802.0,3a,2002.0,0.0,3a,2002.0,9101.0,3a,2002.0,X83,X
22621,,,131675082,200206,2001,3720420,183446,3852554,8821671,2152899,575602,0,0,7378827,-1442844,11282693,9321474,83193163,508085,0,91813350,83909656,724441,716493,0,0,0,0,0,0,0,0,0,0,0,0,123710,1274352,-63410,0,,2337312,3,7,0,0,2152899,38722,38722,0,-4969117,0,0,0,60300,0,2337312,-6984162,-911584,2958360,231771,0,0,0,0,0,91088909,48765943,2479782,3336304,9117447,0,0,69098098,65761794,0,0,0,59,N,9,1,200313,29490067163243,1,2002,8,Y,1,N,1,0,2001,10017-2301,10017.0,131675082200206,1316750822002,6,59.0,602.0,0.0,333 E 47TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,JAPAN SOCIETY INC,1.0,195211.0,,NY,RTF02PC,,4.0,,5.0,A,A23,IN,,AR,A,A23Z,PC,O,AR,A,,A74Z,AR,AR,0.925853,-7895746,-4969117,8945381,2337312,1425728,-6984162,-6984162,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,2,0,2,0,0,0,0,N,N,N,N,N,2337312,11282693,-1442844,7378827,83193163,,5602.0,1,N,A23,NY,10017.0,NEW YORK,A23,,17200.0,1b,2002.0,0.0,1b,2002.0,38870329.0,3a,2002.0,0.0,1b,2002.0,2434202.0,3a,2002.0,41888432.0,3a,2002.0,11437285.0,1b,2002.0,0.0,1b,2002.0,3703220.0,1b,2002.0,0.0,1c,2001.0,PC,O,AR,A,IN,,0.0,1b,2002.0,598.0,1b,2002.0,70424348.0,1b,2002.0,692687.0,1b,2002.0,A23,A
22625,,,131677400,200303,2002,125192,85768,1269937,1244185,236949,49924,0,0,1760668,516483,1971628,820972,8877572,0,0,10053398,8907581,25718,30009,0,0,0,0,0,0,0,0,0,0,0,0,94532,55516,-25911,20713,,632911,3,9,0,277,236672,69966,69966,0,25752,38966,0,38966,68621,0,632911,-188061,-962047,283208,103171,0,0,0,0,0,10027680,1070535,312144,778784,1203189,0,0,3386621,2607837,0,0,0,64,N,7,1,200339,29490249010223,1,2003,6,Y,1,N,1,0,2002,10021-8736,10021.0,131677400200303,1316774002003,3,64.0,59.0,62.0,417 E 61ST ST,6.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,2638.0,COLONIAL DAMES OF AMERICA,1.0,197507.0,MOUNT VERNON HOTEL MUSEUM & GARDEN,NY,RTF02PC,5.0,3.0,4.0,3.0,A,A80,IN,,AR,A,A80Z,PC,O,AR,A,,,AR,AR,0.289905,-1150108,64718,1338717,632911,-329136,-188061,-188061,6,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,2,2,0,2,0,0,0,0,N,N,N,N,N,632911,1971628,516483,1760668,8877572,,5602.0,1,N,A80,NY,10021.0,NEW YORK,A80,,0.0,1a,2003.0,0.0,1a,2003.0,7380560.0,3a,2003.0,2185960.0,1a,2003.0,619105.0,3a,2003.0,877807.0,3a,2003.0,0.0,1a,2003.0,0.0,1a,2003.0,125192.0,1a,2003.0,2203762.0,1a,2003.0,PC,O,AR,A,IN,,0.0,1a,2003.0,52782.0,1a,2003.0,6581029.0,1a,2003.0,780.0,1a,2003.0,A80,A
22634,,,131681983,200206,2001,1854435,5082012,23885229,24454789,534813,160660,1955161,2325102,32119126,5709176,39055573,15313160,29390804,291044,0,36947077,32553742,2636467,3162938,0,0,0,0,0,0,0,0,0,0,0,9159,187731,3001639,170406,32645,,12448733,3,7,0,18135,516678,26400,17241,0,-569560,0,0,0,358137,4280263,12448733,-2864427,-2055379,3017923,223608,0,0,2636467,3162938,0,34310610,8875557,22317700,33586393,2051349,0,0,66830999,33244606,0,0,0,119,N,8,1,200329,29490179006073,1,2002,8,Y,1,Y,1,0,2001,10023-6548,10023.0,131681983200206,1316819832002,6,119.0,59.0,0.0,70 LINCOLN CENTER PLZ,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,METROPOLITAN OPERA GUILD INC,1.0,193808.0,,NY,RTF02PC,,,,,A,A6A,IN,,AR,A,A6AZ,PC,O,AR,A,,,AR,AR,0.37340300000000004,-4919806,-569560,26606840,12448733,10393354,-2864427,-2864427,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,2,2,2,2,0,2,0,3,0,3,N,N,N,N,N,12448733,39055573,5709176,32119126,29390804,,5602.0,1,N,A6A,NY,10023.0,NEW YORK,A03,60,292900.0,1b,2002.0,0.0,1b,2002.0,27507604.0,3a,2002.0,4916972.0,1b,2002.0,1456800.0,3a,2002.0,426300.0,3a,2002.0,0.0,1b,2002.0,0.0,1b,2002.0,1561535.0,1b,2002.0,4986950.0,1c,2001.0,PC,O,AR,A,IN,,0.0,1b,2002.0,0.0,1b,2002.0,23127215.0,1b,2002.0,0.0,1b,2002.0,A0360,A
22638,,,131685156,200212,2002,439841,46626,3328354,3562642,169909,0,0,0,3752841,190199,4239308,710308,7712023,0,0,8089579,7720023,8021,8000,7712023,0,0,0,0,0,0,0,0,0,0,0,0,0,254578,0,,676666,3,7,0,0,169909,0,0,0,-234288,0,0,0,254578,0,676666,-33642,-335893,0,0,0,0,0,0,8081558,8081558,1907465,0,0,1083202,0,0,2990667,2990667,0,0,0,59,N,7,1,200350,29490319293043,1,2002,6,Y,1,N,1,0,2002,10021-7302,10021.0,131685156200212,1316851562002,12,59.0,0.0,0.0,123 E 63RD ST,1.0,0.0,NEW YORK,2.0,HARRIS FREEDMAN,1.0,13.0,15.0,10.0,0.0,THE GURDJIEFF FOUNDATION INC,1.0,195412.0,,NY,RTF02PC,5.0,3.0,4.0,3.0,A,A26,IN,,AR,A,A26Z,PC,O,AR,A,,A77Z,AR,AR,0.37205,-369535,-234288,3562642,676666,340773,-33642,-33642,10,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,676666,4239308,190199,3752841,7712023,,5602.0,1,N,P50,NY,10021.0,NEW YORK,P50,,0.0,1a,2002.0,0.0,1a,2002.0,0.0,3a,2002.0,1972925.0,1a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,1a,2002.0,0.0,1a,2002.0,439841.0,1a,2002.0,1984248.0,1a,2002.0,PC,O,AR,A,IN,,0.0,1a,2002.0,4438.0,1a,2002.0,5571544.0,1a,2002.0,140405.0,1a,2002.0,P50,P
22644,,,131688246,200206,2001,3481808,210743,5771165,5843921,132179,309628,0,0,6192844,348923,9885395,2569917,8090581,0,0,7105970,8282768,177043,192187,0,0,0,0,0,0,0,0,0,0,0,0,177000,0,42646,69854,,3864474,3,9,0,108,132071,0,0,0,-72756,0,0,0,219646,0,3864474,1294557,-132903,0,0,0,0,0,0,0,6928927,5724037,774542,2450149,1634497,0,0,10583226,8133076,0,0,0,119,N,7,1,200313,29490067276173,1,2002,7,Y,1,N,1,0,2001,10128-1688,10128.0,131688246200206,1316882462002,6,119.0,0.0,0.0,115 E 92ND ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,YOUNG AUDIENCES INC,1.0,195308.0,,NY,RTF02PC,5.0,4.0,5.0,4.0,A,A02,IN,,AR,A,A60B,PC,O,AR,A,6.0,,AR,AR,0.220879,1161654,-72756,6020921,3864474,3731571,1294557,1294557,0,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,N,N,N,N,N,3864474,9885395,348923,6192844,8090581,,5602.0,1,N,A02,NY,10128.0,NEW YORK,A02,61,0.0,3a,2002.0,0.0,3a,2002.0,1238912.0,3a,2002.0,54300.0,3a,2002.0,1753418.0,3a,2002.0,5098151.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,3481808.0,3a,2002.0,68101.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,57200.0,3a,2002.0,5769047.0,3a,2002.0,10200.0,3a,2002.0,A0261,A
22653,,,131694606,200212,2002,32960,0,0,0,0,0,0,0,21343,21343,54303,52743,12636,0,0,11076,12098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21343,0,0,,54303,3,9,0,0,0,0,0,0,0,0,0,0,0,0,54303,1560,0,0,0,0,0,0,0,0,11076,0,0,0,0,0,0,0,0,0,0,0,92,N,2,1,200330,29409088081403,1,2002,3,Y,1,N,1,0,2002,10012-2608,10012.0,131694606200212,1316946062002,12,92.0,0.0,0.0,611 BROADWAY RM 842,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,NEW REVIEW INC,1.0,199003.0,,NY,RTF02PC,1.0,1.0,1.0,1.0,A,A33,IN,,AR,A,A33Z,PC,O,AR,A,,A75Z,AR,AR,0.0914779,1022,0,0,54303,53765,1560,1560,0,1,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,54303,54303,21343,21343,12636,,5602.0,1,N,A33,NY,10012.0,NEW YORK,A33,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,403.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,503.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,A33,A
22782,,,131764804,200207,2001,495712,94088,182015,191882,54710,100143,0,0,1345016,1153134,1934816,1562391,439224,202000,0,1222686,951478,402067,512254,0,0,0,0,0,0,0,0,0,0,0,0,504199,108004,496088,0,,1238735,3,7,0,0,54710,0,0,0,-9867,0,0,0,1000287,0,1238735,-323656,-57739,378173,0,0,0,0,0,0,820619,4961878,130189,419931,266166,0,0,5778164,5358233,0,0,0,59,N,5,1,200331,29490193174143,1,2002,6,Y,1,N,1,0,2001,10011-6301,10011.0,131764804200207,1317648042002,7,59.0,0.0,0.0,15 W 16TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,AMERICAN JEWISH HISTORICAL SOCIETY,1.0,193311.0,,NY,RTF02PC,3.0,4.0,4.0,4.0,A,A80,IN,,AR,A,A82Z,PC,O,AR,A,,,AR,AR,0.053988,-381395,-9867,696081,1238735,1180996,-323656,-323656,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,0,0,2,0,0,0,0,N,N,N,N,N,1238735,1934816,1153134,1345016,439224,,5602.0,1,N,A80,NY,10011.0,NEW YORK,A82,,59101.0,3a,2002.0,0.0,3a,2002.0,226112.0,3a,2002.0,233819.0,3a,2002.0,393421.0,3a,2002.0,271815.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,436511.0,3a,2002.0,278120.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,632852.0,3a,2002.0,46604.0,3a,2002.0,A82,A
22793,,,131775772,200208,2001,216355,0,0,0,73640,77866,0,0,1096133,1096133,1312488,1321846,2283460,72000,0,2707362,2445775,193852,162315,0,0,0,0,0,0,0,0,0,0,0,0,36835,929477,20246,35935,,1275653,3,2,0,0,73640,0,0,0,0,0,0,0,57081,0,1275653,-46193,-183857,822170,89424,0,0,0,0,0,2513510,0,0,0,0,0,0,0,0,0,0,0,46,N,6,1,200315,29490081032273,1,2002,6,Y,1,N,1,0,2001,10022-6201,10022.0,131775772200208,1317757722002,8,46.0,119.0,30.0,244 E 52ND ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,11.0,10.0,0.0,TURTLE BAY MUSIC SCHOOL INC,1.0,193512.0,,NY,RTF02PC,4.0,4.0,4.0,4.0,A,A6E,IN,,AR,A,A6EZ,PC,O,AR,A,,A68P,AR,AR,0.0383811,-230050,0,36835,1275653,1091796,-46193,-46193,4,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,2,0,2,0,0,0,0,N,N,N,N,N,1275653,1312488,1096133,1096133,2283460,,5602.0,1,N,A6E,NY,10022.0,NEW YORK,A6E,,0.0,3a,2002.0,88222.0,3a,2002.0,307608.0,3a,2002.0,210706.0,3a,2002.0,65602.0,3a,2002.0,1910150.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,128133.0,3a,2002.0,213805.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,1837656.0,3a,2002.0,36401.0,3a,2002.0,A6E,A
22805,,,131787503,200212,2002,16115,231715,938817,985367,-242093,0,0,0,812617,-172750,1060447,559773,1221524,61500,0,1904178,1443292,197961,221768,0,0,0,0,0,0,0,0,0,0,0,0,0,115893,0,0,,75080,3,7,0,0,0,0,0,-242093,-46550,0,0,0,0,0,75080,-484693,0,51581,0,0,0,0,0,0,1706217,454917,854881,339136,686427,0,0,2335361,1996225,0,0,0,161,N,6,1,200335,29490221119033,1,2002,6,Y,1,Y,1,0,2002,10016-4309,10016.0,131787503200212,1317875032002,12,161.0,180.0,59.0,365 FIFTH AVE 5400,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,RENAISSANCE SOCIETY OF AMERICA INC,1.0,195910.0,,NY,RTF02PC,4.0,1.0,4.0,3.0,A,A80,IN,,AR,A,A82Z,PC,O,AR,A,,A33Z,AR,AR,0.74883,-484693,-46550,985367,75080,75080,-484693,-484693,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,2,2,0,0,0,0,0,0,0,N,N,N,N,N,75080,1060447,-172750,812617,1221524,,5602.0,1,N,A80,NY,10016.0,NEW YORK,A80,,0.0,3a,2002.0,0.0,3a,2002.0,1176723.0,3a,2002.0,8901.0,3a,2002.0,0.0,3a,2002.0,44801.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,16115.0,3a,2002.0,11300.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,1373288.0,3a,2002.0,20701.0,3a,2002.0,A80,A
22809,,,131789318,200206,2001,16917887,200083,17670995,16862993,255743,2573719,1739464,972963,27048030,8445573,44166000,29176533,80950493,929394,0,97127870,89887848,6345973,8937355,0,0,0,0,0,0,0,0,0,0,0,309727,637870,4024382,0,149855,,24615946,3,7,0,8132,537271,1596758,1287031,-289660,808002,0,0,0,637870,2712427,24615946,-4560587,-5270817,9247620,666608,0,0,1250000,500000,0,90781897,101533381,696071,31494563,7947064,0,0,142069688,110575125,0,0,0,65,N,9,1,200326,29490144260173,1,2002,8,Y,1,Y,1,0,2001,10021-2701,10021.0,131789318200206,1317893182002,6,65.0,207.0,119.0,945 MADISON AVE,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,WHITNEY MUSEUM OF AMERICAN ART,1.0,193606.0,,NY,RTF02PC,,,,,A,A51,IN,,AR,A,A51Z,PC,O,AR,A,,,AR,AR,0.331805,-9831404,808002,19550054,24615946,19345129,-4560587,-4560587,2,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,2,2,2,2,0,2,0,2,0,2,N,N,N,N,N,24615946,44166000,8445573,27048030,80950493,,5602.0,1,N,A51,NY,10021.0,NEW YORK,A51,,251900.0,1b,2002.0,0.0,1b,2002.0,25199329.0,3a,2002.0,33517190.0,1b,2002.0,31609836.0,3a,2002.0,24141228.0,3a,2002.0,0.0,1b,2002.0,0.0,1b,2002.0,16665987.0,1b,2002.0,35440469.0,1c,2001.0,PC,O,AR,A,IN,,9908836.0,1b,2002.0,20142.0,1b,2002.0,34834255.0,1b,2002.0,25274.0,1b,2002.0,A51,A
22818,,,131794413,200203,2001,150000,0,0,0,0,0,0,0,33174,33174,183174,186890,-12569,0,0,17840,29368,26693,41937,0,0,0,0,0,0,0,0,0,0,0,0,0,33174,0,0,,183174,3,9,0,0,0,0,0,0,0,0,0,0,0,0,183174,-3716,0,61557,6157,0,0,0,0,0,-8853,668612,0,114706,0,0,0,783318,668612,0,0,0,120,N,3,1,200303,29490355094202,1,2002,4,Y,1,N,1,0,2001,10017-8157,10017.0,131794413200203,1317944132002,3,120.0,59.0,0.0,633 3RD AVE 21ST FLR,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,THEODOR HERZL FOUNDATION INC,1.0,196512.0,,NY,RTF02PC,1.0,2.0,2.0,2.0,A,A33,IN,,AR,A,A33Z,PC,O,AR,A,,,AR,AR,0.9945799999999999,-3716,0,0,183174,183174,-3716,-3716,1,0,1,0,0,36061.0,5602.0,5600.0,1,,1,1,1,1,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,N,N,N,N,N,183174,183174,33174,33174,-12569,,5602.0,1,N,A33,NY,10017.0,NEW YORK,A33,,0.0,3a,2002.0,150000.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,29368.0,3a,2002.0,A33,A
