,EIN,NteeIrs,EOY,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,Verifyby,fincheckv
12613,133698552,,7.0,200712,2007,0.0,0,0,0,3440000,0.0,0,0,3440000,3440000,3440000.0,3440000.0,40001000,0,0,40001000,40001000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,3440000.0,3440000,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,40001000.0,0,0,0,0,0.0,0,0,3440000.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,912,N,8.0,1,200827.0,29490167144258,90,1.0,2007,6.0,Y,1.0,N,1.0,0.0,2007.0,10167-0002,10167.0,133698552200712.0,1336985522007.0,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,QUEENRHIS FUNDING COMPANY,1.0,199304.0,,NY,rtf07co,,4.0,4.0,4.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.26839,C,O,O,AR,A,IN,,A60,A,,,
12623,133707773,,7.0,200712,2007,0.0,14095,0,0,64,0.0,2062,-23,44805,42743,58900.0,31786.0,20235,0,0,26545,20235,0,0,0.0,0,0,0,0,0,0,0,31362,0,11340,0,,25476.0,25476,0,0,0,0,0,42702,2085,-6310.0,0,8755,0,0,0,0,0,26545.0,0,0,0,0,64.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,298,N,2.0,1,200813.0,29490068142048,90,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10040-3937,10040.0,133707773200712.0,1337077732007.0,12,298.0,0.0,0.0,802 W 190TH ST,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK FLYERS INCORPORATED,1.0,199404.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.16945,C,O,O,AR,A,IN,,A33,A,,,
12633,133718893,,7.0,200712,2007,0.0,47470,0,0,0,0.0,0,0,7500,7500,54970.0,48927.0,13071,0,0,8802,13267,1774,196,0.0,0,0,0,0,0,0,0,0,7500,0,0,,54970.0,54970,0,0,0,0,0,0,0,6043.0,0,0,0,0,0,0,0,7028.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,200,N,2.0,1,200845.0,29490292012168,90,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10036-3602,10036.0,133718893200712.0,1337188932007.0,12,200.0,92.0,0.0,676A 9TH AVE STE 312,3.0,0.0,NEW YORK,1.0,CURTIS ASSOCIATES INC,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF AUTHORS REPRESENTATI VES,1.0,199407.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.81817,A,O,O,AR,A,IN,,A70,A,,,
12678,133761506,,7.0,200712,2007,0.0,68000,0,0,7005,0.0,0,0,98358,98358,166358.0,54919.0,155903,0,0,175302,162403,0,6500,155903.0,0,0,0,0,0,0,0,130838,0,-39485,0,,35520.0,35520,0,0,0,0,0,91353,0,-19399.0,0,0,0,0,0,0,0,175302.0,0,0,0,0,7005.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,175302.0,207,N,4.0,1,200834.0,29490202039248,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10033-0595,10033.0,133761506200712.0,1337615062007.0,12,207.0,0.0,0.0,PO BOX 757,3.0,0.0,NEW YORK,1.0,JEROME HERSHMAN,2.0,13.0,0.0,10.0,0.0,GUITAR AND ACCESSORIES MARKETING ASSOCIATION INC,1.0,199510.0,,NY,rtf07co,2.0,1.0,2.0,1.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.23306,C,O,O,AR,A,IN,,A68,A,,,
12690,133772271,,8.0,200803,2007,22775.0,950,0,0,1436,0.0,0,0,1436,1436,25161.0,32901.0,143204,0,0,150944,143204,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,25161.0,25161,0,0,0,0,0,0,0,-7740.0,0,0,0,0,0,0,0,150944.0,0,0,0,0,1436.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,205,N,4.0,1,200836.0,29490222077118,90,1.0,2008,3.0,Y,1.0,N,1.0,0.0,2007.0,10001-6763,10001.0,133772271200803.0,1337722712008.0,3,205.0,0.0,0.0,322 8TH AVE FL 21,3.0,0.0,NEWYORK,1.0,BARRY GROVE,2.0,13.0,0.0,10.0,0.0,LEAGUE OF OFF-BROADWAY THEATRES AND PRODUCERS INC,1.0,199502.0,,NY,rtf07co,2.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.33774,A,O,O,AR,A,IN,,A65,A,,,
12699,133780898,,,200707,2006,0.0,101096,0,0,0,0.0,0,0,0,0,101096.0,69201.0,289900,9000,0,258005,289900,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,101096.0,101096,0,0,0,0,0,0,0,31895.0,0,0,0,0,0,0,0,258005.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,261,,,1,200752.0,29490335020297,90,,2007,,,,N,,,,10003-1211,10003.0,133780898200707.0,1337808982007.0,7,261.0,0.0,0.0,890 BROADWAY FL 3,3.0,0.0,NEW YORK,1.0,LEONARD LIEBOWITZ,2.0,1.0,0.0,10.0,0.0,INDEPENDENT ARTISTS OF AMERICA,5.0,199601.0,,NY,CORE06co,2.0,2.0,2.0,1.0,36061.0,5602.0,5600.0,A99,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.96805,C,O,O,AR,A,IN,,A99,A,,,
12700,133781444,,7.0,200712,2007,0.0,0,0,0,22366,0.0,0,0,92434822,42820362,92434822.0,1881779.0,0,0,0,62821374,67353,849098,0,-59224081.0,0,0,0,0,0,0,0,0,4412456,0,0,,42820362.0,42820362,0,0,88000000,49614460,38385540,0,0,40938583.0,-102910859,0,0,0,0,0,0,61972276.0,0,0,0,0,22366.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2748195.0,912,N,0.0,1,200829.0,29490167273338,90,1.0,2007,9.0,Y,1.0,N,1.0,0.0,2007.0,10163-5005,10163.0,133781444200712.0,1337814442007.0,12,912.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,JP MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,WALNUT CREEK PROPERTIES INC,1.0,199412.0,,NY,rtf07co,1.0,,,4.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.31903000000000004,C,O,O,AR,A,IN,,A23,A,,,
12747,133835380,,7.0,200712,2007,0.0,2100,0,0,183,0.0,0,0,52834,52834,54934.0,10731.0,39618,0,0,38902,39618,0,0,0.0,0,0,0,0,0,0,0,43487,0,9164,0,,11447.0,11447,0,0,0,0,0,52651,0,716.0,0,0,0,0,0,0,0,38902.0,0,0,0,0,0.0,0,0,183.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,908,N,3.0,1,200841.0,29409271003248,9,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10010-7176,10010.0,133835380200712.0,1338353802007.0,12,908.0,0.0,0.0,915 BROADWAY STE 1400,3.0,0.0,NEW YORK,3.0,JADE ASSOCIATES,2.0,13.0,0.0,10.0,0.0,COMMITTEE OF FRENCH SPEAKING SOCIETIES INC,1.0,199512.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.81394,C,O,O,AR,A,IN,,A23,A,,,
12765,133853865,,7.0,200712,2007,168376.0,0,0,0,0,0.0,0,0,0,0,168376.0,174270.0,55497,0,600,61391,55491,0,0,55491.0,0,0,0,0,0,0,0,0,0,0,0,,168376.0,168376,0,0,0,0,0,0,0,-5894.0,0,0,0,0,0,0,0,61391.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,61391.0,179,N,3.0,1,200816.0,29490083119168,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,11355-3865,11355.0,133853865200712.0,1338538652007.0,12,179.0,0.0,0.0,136 30 MAPLE ST,3.0,0.0,FLUSHING,1.0,,2.0,11.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF CHINESE PHYSICIANS,1.0,199802.0,,NY,rtf07co,1.0,2.0,2.0,2.0,36081.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.86235,A,O,O,AR,A,IN,,A23,A,,,
12794,133873175,,6.0,200612,2006,0.0,19600,0,0,0,0.0,0,0,6285,6285,25885.0,23720.0,35689,0,0,33524,35689,0,0,0.0,0,0,0,0,0,0,0,0,6285,0,0,,25885.0,25885,0,0,0,0,0,0,0,2165.0,0,0,0,0,0,0,0,33524.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,408,N,3.0,1,200806.0,29490019211148,90,1.0,2006,3.0,Y,1.0,N,1.0,0.0,2006.0,10163-3165,10163.0,133873175200612.0,1338731752006.0,12,408.0,0.0,0.0,PO BOX 3165,3.0,0.0,NEW YORK,1.0,SHALLINI BAJAJ,2.0,13.0,0.0,10.0,0.0,NETWORK OF INDIAN PROFESSIONALS INC,1.0,199608.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.18061,B,O,O,AR,A,IN,,A23,A,,,
12797,133877958,,7.0,200712,2007,0.0,248347,0,0,895,0.0,0,0,83049,83049,331396.0,379297.0,1234044,120818,0,1453651,1390691,171706,155448,1235243.0,0,0,0,0,0,0,0,0,0,0,82154,,331396.0,331396,0,0,0,0,0,0,0,-47901.0,0,0,9845,0,0,0,0,1281945.0,0,0,0,0,895.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1281945.0,263,N,6.0,1,200835.0,29490208157218,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10011-6849,10011.0,133877958200712.0,1338779582007.0,12,263.0,264.0,279.0,31 W 15TH ST,9.0,0.0,NEW YORK,3.0,JOSEPH GURRIERI,2.0,13.0,0.0,10.0,488.0,GRAPHIC COMMUNICATIONS INTERNATIONAL UNION,5.0,194110.0,51-23M NEW YORK,NY,rtf07co,4.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.43671000000000004,A,O,O,AR,A,IN,,J40,J,,,
12810,133893891,,7.0,200712,2007,0.0,0,0,0,9453727,0.0,0,0,9453727,9453727,9453727.0,9453727.0,75031376,0,0,78161232,75031376,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,9453727.0,9453727,0,0,0,0,0,0,0,0.0,-3129856,0,0,0,0,0,0,78161232.0,0,0,0,0,0.0,0,0,9453727.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,912,N,9.0,1,200827.0,29490167131258,90,1.0,2007,7.0,Y,1.0,N,1.0,0.0,2007.0,10167-0002,10167.0,133893891200712.0,1338938912007.0,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,SIXTH AVENUE ML COMPANY INC,1.0,199611.0,,NY,rtf07co,,5.0,5.0,5.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.44723999999999997,C,O,O,AR,A,IN,,A60,A,,,
12880,133975917,,6.0,200612,2006,0.0,0,0,0,5215,0.0,0,0,60544378,37300772,60544378.0,0.0,0,0,0,23752966,0,297657,0,28016000.0,0,0,0,0,0,0,3459212,0,0,0,0,,33841560.0,33841560,-1920049,0,59000000,23243606,35756394,0,0,33841560.0,-57296869,0,0,0,0,0,0,-4560691.0,0,0,0,0,5215.0,0,1539163,0.0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,28016000.0,912,N,0.0,1,200814.0,29490019127268,90,20.0,2006,9.0,Y,1.0,N,1.0,0.0,2006.0,10020-1104,10020.0,133975917200612.0,1339759172006.0,12,912.0,0.0,0.0,1251 AVE OF THE AMERICAS 35TH FLR,3.0,0.0,NEW YORK,1.0,SENTINEL REALTY ADVISORS CORP,2.0,13.0,0.0,10.0,0.0,CRYSTAL CREEK INVESTMENT GROUP INC,1.0,199809.0,,NY,rtf07co,0.0,,,0.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.19003,C,O,O,AR,A,IN,,A23,A,,KPnch,
12909,134003017,A33,7.0,200712,2007,212523.0,0,0,0,0,0.0,0,0,0,0,212523.0,203155.0,37055,46667,0,29910,39670,2223,2615,37055.0,0,0,0,0,0,0,0,0,0,0,0,,212523.0,212523,0,0,0,0,0,0,0,9368.0,0,66692,9248,0,0,0,0,27687.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,27687.0,0,N,3.0,1,200828.0,29490180072288,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10028-0104,10028.0,134003017200712.0,1340030172007.0,12,0.0,0.0,0.0,1014 FIFTH AVE 4TH FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,GERMAN BOOK OFFICE-NEW YORK INC,1.0,199910.0,,NY,rtf07co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.42422,B,O,O,AR,A,IN,,A33,A,,,
12913,134005504,,7.0,200712,2007,0.0,0,0,0,4805438,0.0,0,0,4805438,4805438,4805438.0,4805438.0,52412480,0,0,53417678,52412480,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,4805438.0,4805438,0,0,0,0,0,0,0,0.0,-1005198,0,0,0,0,0,0,53417678.0,0,0,0,0,0.0,0,0,4805438.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,912,N,9.0,1,200829.0,29490167145018,90,1.0,2007,6.0,Y,1.0,N,1.0,0.0,2007.0,10167-0002,10167.0,134005504200712.0,1340055042007.0,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,RIDGEWAY FUNDING COMPANY INC,1.0,199812.0,,NY,rtf07co,,4.0,4.0,4.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.01116,C,O,O,AR,A,IN,,A60,A,,,
12936,134016834,Y24,7.0,200712,2007,0.0,0,0,0,7049,0.0,0,0,35629,35629,35629.0,46450.0,131662,2693,0,142483,131662,0,0,131662.0,0,0,0,0,0,0,0,0,28580,0,0,,35629.0,35629,0,0,0,0,0,0,0,-10821.0,0,0,0,0,0,0,0,142483.0,0,0,0,0,7049.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,142483.0,0,N,4.0,1,200829.0,29490180044178,90,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2007.0,10016-1901,10016.0,134016834200712.0,1340168342007.0,12,0.0,0.0,0.0,600 THIRD AVE,3.0,0.0,NEW YORK,1.0,L-3 COMMUNICATIONS CORPORATION,2.0,13.0,0.0,10.0,0.0,L-3 COMMUNICATIONS CORPORATION SUPPLEMENT UNEMPLOYMENT BEN PL,2.0,199909.0,,NY,rtf07co,2.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.89115,A,O,O,AR,A,IN,,A30,A,,,
12937,134017838,S41,6.0,200612,2006,0.0,53665,0,0,0,0.0,0,0,0,0,53665.0,33496.0,22056,0,0,1887,22056,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,53665.0,53665,0,0,0,0,0,0,0,20169.0,0,0,0,0,0,0,0,1887.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0,N,2.0,1,200803.0,29409363050297,9,1.0,2006,3.0,Y,1.0,N,1.0,0.0,2006.0,10011-4610,10011.0,134017838200612.0,1340178382006.0,12,0.0,0.0,0.0,3 W 18TH ST,3.0,0.0,NEW YORK,1.0,STEINBRECHER & ROSS,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF MUSIC PRODUCERS INC,1.0,200004.0,,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.88807,A,O,O,AR,A,IN,,A68,A,,,
13091,134190455,,,200608,2005,0.0,0,0,0,0,0.0,0,0,43543,43543,43543.0,53812.0,-4491,0,0,10278,9,4500,4500,0.0,0,0,0,0,0,0,0,0,43543,0,0,,43543.0,43543,0,0,0,0,0,0,0,-10269.0,0,0,0,0,0,0,0,5778.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0,,,1,200727.0,29409167042197,9,,2006,,,,N,,,,10018-5111,10018.0,134190455200608.0,1341904552006.0,8,0.0,0.0,0.0,1407 BROADWAY RM 1112,3.0,0.0,NEW YORK,3.0,TEJINDER S BINDRA,2.0,13.0,0.0,20.0,0.0,SIKH ORGANIZATION OF NY INC,1.0,200305.0,,NY,CORE06co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.40306,B,O,O,AR,A,IN,,A20,A,,,
13093,134192352,S47,7.0,200712,2007,0.0,0,0,0,0,0.0,0,0,204700,204700,204700.0,534158.0,-1687390,0,0,7726884,7511408,9084816,9198798,0.0,0,0,0,0,0,0,0,0,204700,0,0,,204700.0,204700,0,0,0,0,0,0,0,-329458.0,0,41017,3454,0,0,2448599,2208169,-1357932.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,N,7.0,1,200845.0,29490285396008,90,1.0,2007,4.0,Y,1.0,N,1.0,0.0,2007.0,10036-6205,10036.0,134192352200712.0,1341923522007.0,12,0.0,0.0,0.0,501 W 42ND ST,3.0,0.0,NEW YORK,1.0,LOCAL UNION 580,2.0,13.0,0.0,10.0,0.0,ARCHITECTURAL IRON REALTY CORP,1.0,200203.0,,NY,rtf07co,5.0,2.0,2.0,3.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.51199,A,O,O,AR,A,IN,,A40,A,,,
13100,134198750,,,200512,2005,3533.0,0,0,0,0,0.0,0,0,23642,23642,27175.0,3853.0,5029,0,0,4966,5029,0,0,0.0,0,0,0,0,0,0,0,23259,0,383,0,,3916.0,3916,0,0,0,0,0,23642,0,63.0,0,0,0,0,0,0,0,4966.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.0,0,,,1,,29409196128356,9,,2005,,,,N,,,,10014-2980,10014.0,,,12,0.0,0.0,0.0,332 BLEEKER ST E48,3.0,201012.0,NEW YORK,2.0,ALISON ALBECK,1.0,1.0,15.0,20.0,0.0,STUDIO 42 INC,1.0,200612.0,,NY,CORE06co,,,,,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.16258,B,O,O,AR,A,IN,,A60,A,,,
13120,134218359,S41,6.0,200612,2006,0.0,89210,0,0,293,0.0,0,0,293,293,89503.0,107173.0,94485,0,0,112155,94485,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,89503.0,89503,0,0,0,0,0,0,0,-17670.0,0,33524,3179,0,0,0,0,112155.0,0,0,0,0,0.0,0,0,293.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0,N,3.0,1,200810.0,29490034005258,90,1.0,2006,3.0,Y,1.0,N,1.0,0.0,2006.0,10075-0439,10075.0,134218359200612.0,1342183592006.0,12,0.0,0.0,0.0,174 E 80TH ST,3.0,0.0,NEW YORK,2.0,THE METROPOLITAN MUSEUM OF ART,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM CURATORS,1.0,200301.0,,NY,rtf07co,1.0,1.0,1.0,2.0,36061.0,,,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.43459,B,O,O,AR,A,IN,,A50,A,,,
13186,134287988,S410,7.0,200709,2006,1978.0,43890,0,0,8037,0.0,0,0,478967,478967,524835.0,53486.0,359121,0,0,113626,359259,0,138,0.0,0,0,0,0,0,0,0,225854,208395,36681,0,M,298981.0,298981,0,0,0,0,0,262535,0,245495.0,0,0,0,0,0,0,0,113626.0,0,0,0,0,0.0,0,0,8037.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0.0,0,N,4.0,1,200815.0,29490082080088,90,1.0,2007,5.0,Y,1.0,N,1.0,0.0,2006.0,10106-0001,10106.0,134287988200709.0,1342879882007.0,9,0.0,0.0,0.0,888 SEVENTH AVE 35TH FLR,3.0,0.0,NEW YORK,2.0,SPIELMAN KOENIGSBERG & PARKER LLP,2.0,13.0,0.0,10.0,0.0,INTERNATIONAL THRILLER WRITERS INC,1.0,200603.0,,NY,SOI,2.0,2.0,3.0,1.0,36061.0,5602.0,5600.0,A70,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.8905299999999999,A,O,O,AR,A,IN,,A70,A,,SOI,SOI
13288,135274605,,7.0,200712,2007,0.0,409085,325542,323541,20764,0.0,0,0,490926,167385,900011.0,637322.0,505510,318243,0,591288,539781,24513,34271,505510.0,0,0,0,0,0,0,0,0,0,0,144620,,576470.0,576470,0,2001,0,0,0,0,0,-60852.0,-413,95321,22875,0,0,0,0,566775.0,0,0,0,0,20557.0,207,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,566775.0,263,N,5.0,1,200847.0,93490317011268,90,1.0,2007,5.0,Y,1.0,N,1.0,0.0,2007.0,10003-3305,10003.0,135274605200712.0,1352746052007.0,12,263.0,0.0,0.0,27 UNION SQ W,9.0,0.0,NEW YORK,3.0,GERARD SIBLANO,2.0,13.0,0.0,10.0,488.0,GRAPHIC COMMUNICATIONS INTERNATIONAL UNION,5.0,198307.0,119B 43B NEW YORK LOCAL,NY,rtf07co,3.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.43954,A,O,O,AR,A,IN,,J40,J,,,
13320,135493557,,6.0,200612,2006,0.0,38771,20033,21322,11916,0.0,12584,118480,217713,183807,256484.0,189286.0,563314,0,0,544705,568428,14683,5114,0.0,0,0,0,0,0,0,0,0,54700,0,0,,222578.0,222578,0,-1289,0,0,0,0,131064,33292.0,0,143963,0,0,0,0,0,530022.0,0,0,0,0,1378.0,969,0,9569.0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,900,N,5.0,1,200808.0,29490026360268,90,1.0,2006,4.0,Y,1.0,N,1.0,0.0,2006.0,10016-5336,10016.0,135493557200612.0,1354935572006.0,12,900.0,30.0,211.0,45 E 33RD ST,9.0,0.0,NEW YORK,1.0,FUNERAL CEMETERY DEPT,1.0,13.0,0.0,10.0,804.0,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,5.0,194504.0,8144N BRANCH,NY,rtf07co,3.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.49473,A,O,O,AR,A,IN,,A23,A,,,
13322,135502139,,7.0,200706,2006,0.0,76087,0,0,0,0.0,0,0,0,0,76087.0,74108.0,9620,11130,0,7641,9620,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,76087.0,76087,0,0,0,0,0,0,0,1979.0,0,0,0,0,0,0,0,7641.0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.0,263,N,1.0,1,200809.0,29490012169058,90,1.0,2007,3.0,Y,1.0,N,1.0,0.0,2006.0,10011-7419,10011.0,135502139200706.0,1355021392007.0,6,263.0,264.0,279.0,45 W 14TH ST,9.0,0.0,NEW YORK,3.0,SAL SAVARESE,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196004.0,0490 LOCAL,NY,rtf07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.32171,C,O,O,AR,A,IN,,A40,A,,,
13368,135562400,,,200512,2005,41910.0,12883,0,0,1006,0.0,0,0,1006,1006,55799.0,57750.0,48613,0,0,50564,78558,0,29945,0.0,0,0,0,0,0,0,0,0,0,0,0,,55799.0,55799,0,0,0,0,0,0,0,-1951.0,0,0,0,0,0,0,0,50564.0,0,0,0,0,0.0,1006,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0.0,900,,,1,200703.0,29490006014237,90,,2005,,,,N,,,,10016-5336,10016.0,135562400200512.0,1355624002005.0,12,900.0,30.0,211.0,45 E 33RD ST,9.0,0.0,NEW YORK,1.0,,1.0,13.0,0.0,20.0,804.0,SOCIAL SERVICE DEPARTMENT OF THE WORKMENS CIRCLE,5.0,194504.0,,NY,CORE06co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.72531,A,O,O,AR,A,IN,,A23,A,,,
