,EIN,TAXPER,CYCLE,DLN,DocCd,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,nteeFinal1
7060,113121207,200602,200708.0,29491034019017,91,A60Z,N,Y,0.0,1.0,2005,3.0,4.0,1.0,3,122.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,101510,0,0,0,0,75962,101510,0,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,101510,0,25548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,113121207200602,1131212072006,CORE06pf,0,0,10022.0,B KING PRODUCTIONS INC,STARR AND CO,850 3RD AVE,NEW YORK,NY,10022-6222,0.0,3.0,1.0,199402.0,1.0,4.0,122.0,0.0,0.0,1.0,13.0,0.0,1.0,2.0,,,0,N,,36061.0,5602.0,5600.0,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.94495,B,A60,A
7068,113131714,200712,200819.0,29491096028048,91,A99Z,N,Y,0.0,1.0,2007,3.0,1.0,0.0,3,560.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113131714200712,1131317142007,rtf07pf,0,0,11419.0,PEACE UNITY AND PROSPERITY FOUNDATION INC,SARITA SACHOEUA,9554 111TH ST,RICHMOND HILL,NY,11419-1023,0.0,3.0,1.0,199607.0,1.0,4.0,560.0,0.0,0.0,1.0,11.0,0.0,1.0,12.0,,,0,N,,36081.0,5602.0,5600.0,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.63418,B,A99,A
7081,113137086,200712,200825.0,29491145329178,91,A99Z,N,Y,0.0,1.0,2007,3.0,3.0,3.0,3,560.0,25000,151,0,0,0,0,0,16770,25151,18325,6826,16770,0,0,30936,0,0,0,0,0,30936,0,740,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,151,151,1555,1555,0,1555,1555,30936,0,0,30936,0,30936,0,0,0,0,0,0,0,0,0,0,15023,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113137086200712,1131370862007,rtf07pf,0,0,11423.0,J Z L FOUNDATION,MICKEY WOHL,8709 CLIO ST,HOLLIS,NY,11423-1229,0.0,3.0,1.0,199508.0,1.0,4.0,560.0,0.0,0.0,2.0,11.0,0.0,1.0,12.0,,,0,N,,36081.0,5602.0,5600.0,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.00281,B,A99,A
7101,113162087,200712,200852.0,29491348163088,91,,N,Y,0.0,1.0,2007,3.0,6.0,5.0,3,994.0,316197,920,0,0,0,339458,0,0,656575,934603,-278028,876154,920,283296,3286672,0,564718,0,564718,508248,3286672,0,26430,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,920,340378,934603,0,876154,0,57082,8575,0,0,3286672,0,2778424,18,0,0,0,0,0,0,0,0,18,536645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113162087200712,1131620872007,rtf07pf,18,0,10018.0,AMERICAN AIRPOWER MUSEUM,COCKPIT USA INC,15 W 39TH ST FL 12,NEW YORK,NY,10018-0628,0.0,3.0,1.0,199308.0,1.0,4.0,994.0,60.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9826299999999999,B,A50,A
7174,113227149,200806,200844.0,29491278038038,91,A47P,N,Y,0.0,1.0,2007,3.0,1.0,3.0,3,91.0,0,0,0,0,0,53440,0,100,53440,53276,164,0,0,163,1497,0,0,0,0,1333,4552,0,80,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,53440,53176,0,0,0,53276,4077,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113227149200806,1132271492008,rtf07pf,0,0,11231.0,CLAYWORKS ON COLUMBIA INC,,195 COLUMBIA ST,BROOKLYN,NY,11231-1402,0.0,3.0,3.0,199612.0,1.0,4.0,91.0,149.0,59.0,1.0,11.0,0.0,1.0,6.0,,,0,N,,36047.0,5602.0,5600.0,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.04637,B,A40,A
7217,113247858,200712,200837.0,29491229040108,91,T30J,N,Y,0.0,1.0,2007,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113247858200712,1132478582007,rtf07pf,0,0,11210.0,KOTEL MUSEUM FUND INC,SAADIA SHAPIRO,1300 FLATBUSH AVE,BROOKLYN,NY,11210-1233,0.0,3.0,1.0,199504.0,1.0,4.0,994.0,602.0,0.0,1.0,11.0,0.0,1.0,12.0,,,0,N,,36047.0,5602.0,5600.0,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.74861,A,A50,A
7225,113267073,200706,200811.0,29491047036118,91,Z99Z,N,Y,0.0,25.0,2006,3.0,2.0,1.0,3,994.0,5812,0,0,0,0,0,0,0,5812,2812,3000,2812,0,5812,13038,0,0,0,0,0,13038,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,5812,2677,2812,0,0,0,0,0,0,13038,0,13038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113267073200706,1132670732007,rtf07pf,0,0,11426.0,ASSOC FOR THE HISTORIC RESTORATION AND THE PRESERVATION OF LIVES,,24603 86TH RD,JAMAICA,NY,11426-1625,0.0,3.0,1.0,199611.0,1.0,4.0,994.0,160.0,0.0,1.0,11.0,200912.0,1.0,6.0,A H R P L,,0,N,,36081.0,5602.0,5600.0,A80,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.18453,B,A80,A
7241,113276202,200612,200847.0,29491271059038,91,A25,N,Y,0.0,1.0,2006,3.0,1.0,2.0,3,994.0,15686,0,0,0,0,4110,1800,0,19796,20013,-217,9653,0,0,71,0,0,0,0,0,71,0,53,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,4110,20013,0,9653,0,10360,71,0,0,71,0,71,0,0,0,0,0,0,0,0,0,0,1067,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,113276202200612,1132762022006,rtf07pf,0,0,10021.0,ART SPIRIT INC,,23 E 74TH ST APT 6B,NEW YORK,NY,10021-2619,0.0,3.0,2.0,199602.0,1.0,4.0,994.0,91.0,0.0,1.0,13.0,200612.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.33948,B,A25,A
7281,113309848,200512,200816.0,85491089000018,91,A700,N,Y,0.0,1.0,2005,3.0,3.0,4.0,3,994.0,120465,144,0,0,0,94572,0,0,215181,124722,90459,0,0,0,27246,0,0,0,0,233360,27246,62,62,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,124722,0,0,0,0,4461,0,0,0,207774,-206114,0,0,0,0,0,0,0,0,0,0,1250,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,113309848200512,1133098482005,rtf07pf,0,0,10036.0,PAUL ROBESON FOUNDATION INC,ELIZABETH J SALEN,1560 BROADWAY SUITE 1600,NEW YORK,NY,10036-1518,0.0,3.0,1.0,199610.0,1.0,4.0,994.0,64.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.97034,A,A70,A
7492,113433858,200804,200845.0,29491292084148,91,B82,N,Y,0.0,1.0,2007,3.0,4.0,3.0,3,0.0,52500,0,0,0,0,6650,6000,6000,59150,55104,4046,55104,0,0,114408,0,0,0,0,0,114408,222,222,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,0,0,49104,0,0,0,0,0,0,0,114408,0,114408,0,0,0,0,0,0,0,0,0,0,4500,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113433858200804,1134338582008,rtf07pf,0,0,11101.0,CENTER FOR THE HOLOGRAPHIC ARTS INC,ANA MARIA NICHOLSON,45 10 COURT SQ RM BSMT,LONG ISLAND CITY,NY,11101-4325,0.0,3.0,2.0,199909.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,4.0,,,0,N,,36081.0,5602.0,5600.0,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9496,A,A31,A
7617,113487168,200712,200822.0,93491137001008,91,A700,N,Y,0.0,1.0,2007,3.0,3.0,4.0,3,0.0,210519,2339,0,0,0,0,108000,7000,212858,234629,-21771,0,2339,2339,48526,0,0,0,0,1,48526,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,2339,2339,227629,0,0,0,0,21407,0,0,48526,0,48526,23,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113487168200712,1134871682007,rtf07pf,23,0,11242.0,LEGACY PROJECT INC,,26 COURT ST STE 2611,BROOKLYN,NY,11242-1126,0.0,3.0,1.0,199907.0,1.0,4.0,0.0,0.0,0.0,1.0,11.0,200312.0,1.0,12.0,,,0,N,,36047.0,5602.0,5600.0,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.46279,A,A70,A
7624,113490626,200712,200826.0,29491152273068,91,Q21,N,Y,0.0,1.0,2007,3.0,1.0,1.0,3,0.0,1575,0,0,0,0,0,0,0,1575,347,1228,0,31,0,7141,0,0,0,0,5025,7141,0,305,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,31,0,347,0,0,0,0,7141,0,0,7141,0,2116,0,0,0,0,0,0,0,0,0,0,6201,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113490626200712,1134906262007,rtf07pf,0,0,10025.0,A RAZVIN TRUST FOR RUSSIAN AMERICAN UNDERSTANDING,MARY JANE BOLIN,417 RIVERSIDE DR APT 8A2,NEW YORK,NY,10025-7945,0.0,3.0,1.0,199909.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A23,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.79408,A,A23,A
7636,113498583,200707,200824.0,29491124061018,91,T22,N,Y,0.0,1.0,2006,3.0,7.0,4.0,3,0.0,13632,0,137249,0,0,322821,0,0,473702,326357,147345,0,0,0,5707833,922941,2732848,0,3655789,24724,4358233,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,326357,0,0,0,0,0,0,54128,4358233,0,5683109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113498583200707,1134985832007,rtf07pf,0,0,11354.0,VOELKER-ORTH MUSEUM,CATHERINE ABRAMS,14919 38TH AVE,FLUSHING,NY,11354-4839,0.0,3.0,1.0,200006.0,1.0,4.0,0.0,0.0,0.0,5.0,11.0,200707.0,1.0,7.0,,,2,N,,36081.0,5602.0,5600.0,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.67476,A,A50,A
7788,113559712,200712,200848.0,29491299082088,91,A51,N,Y,0.0,1.0,2007,2.0,6.0,4.0,3,0.0,0,13,493,5219,0,73650,0,0,79375,37131,42244,35596,0,74156,2630243,0,0,0,0,0,2640785,0,2931,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,506,74156,37131,510,35596,510,0,100623,0,49700,2640785,0,2630243,0,0,0,0,0,0,0,0,0,0,59519,0,2931,0,0,0,2931,35596,17111,12931,13290,78928,2640785,2647594,2627658,2656914,10572951,2483010,2576775,2563738,2611240,10234763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113559712200712,1135597122007,rtf07pf,0,0,11215.0,HAROLD WESTON FOUNDATION,REBECCA FOSTER,144 GARFIELD PL APT 4R,BROOKLYN,NY,11215-2177,0.0,3.0,1.0,200108.0,1.0,3.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,12.0,,,0,N,,36047.0,5602.0,5600.0,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.04356,B,A51,A
7848,113586236,200512,,29491322043246,91,,,,,,2005,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,113586236200512,1135862362005,CORE06pf,0,0,11432.0,FRIENDS OF SANTA CLARA DEL COBRE INC,,,JAMAICA,NY,11432-2835,0.0,3.0,1.0,200302.0,1.0,15.0,0.0,0.0,0.0,1.0,11.0,200412.0,10.0,12.0,,,0,N,,36081.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,IN,,1,AR,AR,AR,0.69322,B,A20,A
7891,113630680,200706,200823.0,29491145090158,91,A51,N,Y,0.0,1.0,2006,2.0,5.0,4.0,3,0.0,285200,1911,0,0,0,222,12652,12920,287333,297124,-9791,293638,1911,1911,806669,0,0,0,0,54993,806669,0,40633,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1911,2133,284204,0,280718,0,222,866,0,693065,806669,0,751676,19,0,0,536,0,0,0,0,517,19,825026,0,1911,1646,0,0,3557,293638,315489,328504,269644,1207275,0,0,0,0,0,0,0,0,0,0,27089,28282,28653,32747,116771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113630680200706,1136306802007,rtf07pf,-517,0,11101.0,DORSKY GALLERY CURATORIAL PROGRAMS,DAVID DORSKY,1103 45TH AVE,LONG IS CITY,NY,11101-5109,0.0,3.0,1.0,200204.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6.0,,,0,N,,36081.0,5602.0,5600.0,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.48028000000000004,B,A50,A
8127,116036776,200703,200803.0,29491335200247,91,,N,Y,0.0,1.0,2006,2.0,5.0,3.0,3,60.0,56757,0,0,0,0,0,0,0,56757,21411,35346,12002,0,0,736548,0,0,0,0,6558,736548,0,1083,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,21411,0,12002,0,9410,33096,0,0,736548,0,729990,0,0,0,0,0,0,0,0,0,0,21985,0,1,0,0,0,1,12002,18881,17081,31691,79655,1,0,0,0,1,0,0,0,0,0,722,1183,859,892,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,116036776200703,1160367762007,rtf07pf,0,0,10012.0,ANONYMOUS ARTS RECOVERY SOCIETY INCORPORATED,,380 W BROADWAY,NEW YORK,NY,10012-5115,0.0,3.0,1.0,196311.0,1.0,3.0,60.0,91.0,0.0,1.0,13.0,0.0,1.0,3.0,,,0,N,,36061.0,5602.0,5600.0,A03,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.16404000000000002,A,A03,A
8376,116588142,200712,200853.0,29491348164058,91,T20,N,Y,0.0,1.0,2007,3.0,5.0,4.0,3,0.0,104901,765,32222,36097,0,0,0,66576,173985,111142,62843,96486,54428,54428,791583,455497,277078,0,732575,181027,898457,0,36913,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,69084,69084,44566,14656,29910,14656,14656,0,0,0,898457,0,610556,544,0,0,0,0,0,0,12,0,544,749500,0,36913,21449,22210,3564,84136,96486,47453,24366,21000,189305,0,0,0,0,0,0,0,0,0,0,24609,24789,24625,19728,93751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,116588142200712,1165881422007,rtf07pf,556,0,10012.0,SPIRALIS MUSIC TR,DAY BERRY & HOWARD LLP,188 SULLIVAN ST,NEW YORK,NY,10012-2507,0.0,3.0,1.0,200401.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12.0,CHOU WEN-CHUNG TTEE,YF.,3,N,M,36061.0,5602.0,5600.0,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.86903,A,A68,A
8400,130429640,200712,200852.0,29491348017248,91,,N,Y,0.0,1.0,2007,2.0,9.0,8.0,3,65.0,475504,0,6673561,104172,0,413661,173477,853411,7666898,2709351,4957547,2530910,6748493,7056679,73667694,11021489,45659905,0,56681394,0,73667694,0,3508538,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6777733,7191394,1855940,29240,1677499,29240,134715,675535,0,11270593,73667694,0,73667694,0,0,0,0,0,0,0,0,0,0,71239345,0,3508538,3146048,2915965,2934888,12505439,2501670,2521351,2419588,2346891,9789500,0,0,0,0,0,0,0,0,0,0,2339025,2097365,1943977,1956592,8336959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,130429640200712,1304296402007,rtf07pf,0,0,10032.0,AMERICAN ACADEMY OF ARTS AND LETTERS,,633 W 155TH ST,NEW YORK,NY,10032-7501,0.0,3.0,2.0,193503.0,1.0,2.0,65.0,207.0,60.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9622,A,A25,A
8434,131656673,200712,200827.0,29491166009038,91,,N,Y,0.0,1.0,2007,2.0,8.0,5.0,3,119.0,239780,7551,74374,14864,0,322702,65339,24550,715671,661873,53798,239509,34912,72264,10645097,64616,1690895,49937,1805448,170095,10645097,0,373519,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,56400,0,153189,475891,637323,118277,214959,118277,403627,469,0,726566,10645097,0,10475002,698,0,0,2029,0,0,0,0,1331,698,7584142,0,72264,81283,66631,85596,305774,239509,227485,224796,213558,905348,0,0,0,0,0,0,0,0,0,0,249013,240448,82743,79255,651459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,131656673200712,1316566732007,rtf07pf,-1331,0,10017.0,NATIONAL SCULPTURE SOCIETY,,237 PARK AVE,NEW YORK,NY,10017-0010,0.0,3.0,2.0,193901.0,1.0,3.0,119.0,59.0,40.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8246399999999999,A,A40,A
8473,131873289,200712,200840.0,29491243082128,91,A50Z,N,Y,0.0,1.0,2007,3.0,6.0,3.0,3,119.0,15450,90,52710,150853,0,0,0,82632,219104,165402,53702,140418,178726,0,2085651,242024,1685397,140374,2067795,776,2402001,0,114390,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,203654,0,82770,24927,57796,24927,0,-3157,0,0,2402001,0,2084874,3575,0,0,4000,0,0,0,0,425,3575,2322641,117965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,131873289200712,1318732892007,rtf07pf,-425,0,10017.0,BAGBY FOUNDATION FOR THE MUSICAL ARTS INC,,501 5TH AVE RM 801,NEW YORK,NY,10017-7893,0.0,3.0,1.0,194211.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.5526399999999999,A,A68,A
8483,131926551,200712,200834.0,29491215048008,91,,N,Y,0.0,1.0,2007,3.0,8.0,7.0,3,119.0,600,551535,0,916702,0,2629,199400,1291135,1471466,1842038,-370572,1564398,1208595,0,16205166,3952628,10375617,0,14328245,478,16205166,0,825395,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1470866,0,550903,262271,273263,262271,0,0,0,1021182,16205166,0,16204688,12086,0,0,12680,0,12000,0,0,12594,12086,16759281,813309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,131926551200712,1319265512007,rtf07pf,-12594,0,10017.0,HARKNESS FOUNDATION FOR DANCE INC,,145 E 48TH ST APT 26C,NEW YORK,NY,10017-1259,0.0,3.0,1.0,197903.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.55561,A,A62,A
8500,131966496,200612,200751.0,29491335237077,91,A110,N,Y,0.0,1.0,2006,3.0,7.0,4.0,3,119.0,140348,149527,38153,25925,0,3621,0,161900,357574,317605,39969,281445,189913,161706,6171450,3704833,2092131,0,5796964,48443,6171450,0,253277,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,213605,191301,155705,23692,119545,23692,29595,199,0,0,6171450,0,6123007,1899,0,0,0,0,2000,0,55,46,1899,5142675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,131966496200612,1319664962006,CORE06pf,-46,0,10016.0,AUTHORS LEAGUE FUND ESTABLISHED BY THE AUTHORS LEAGUE OF AMERICA INC,,31 E 32ND ST FL 7,NEW YORK,NY,10016-5509,0.0,1.0,1.0,193603.0,1.0,4.0,119.0,561.0,0.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A117,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.88045,A,A1170,A
8545,132621140,200712,200837.0,29491236037138,91,,N,Y,0.0,1.0,2007,3.0,6.0,6.0,3,161.0,0,0,100886,653592,0,0,10000,283000,754478,386813,367665,303055,676036,0,4579630,574514,3596974,0,4171488,0,5904228,0,285066,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,754478,0,103813,78442,20055,78442,0,0,0,0,5904228,0,4579630,6760,0,0,6240,0,7500,0,0,6980,6760,5788132,278306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,132621140200712,1326211402007,rtf07pf,-6980,0,10158.0,VIOLA W BERNARD FOUNDATION INC,HARRY GOODKIN & CO,605 3RD AVE FRNT 2,NEW YORK,NY,10158-0101,0.0,3.0,1.0,196812.0,1.0,4.0,161.0,180.0,602.0,1.0,13.0,0.0,1.0,12.0,,,0,N,,36061.0,5602.0,5600.0,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.708,A,A68,A
