,EIN,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NAICS,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NumEmpEstimate,NumEmpCode,NumEmpYr
13272,134192352,9.0,200912,2009,S47,0,0,0,0,0,0,0,0,0,0,204700,378682,-2233394,0,0,7381748,7199180,9441160,9432574,0,0,0,0,0,0,0,0,0,204700,0,0,,204700,204700,0,0,0,0,0,0,0,-173982,0,48899,4326,0,0,0,0,-2059412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N,7,1,201037,93493251012000,93,1,2009,4,Y,1,N,1,0,2009,10036-0000,10036.0,IN,,134192352200912,1341923522009,12,0.0,0.0,0.0,C/O LOCAL UNION 580 501 W 42ND,3.0,0.0,NEW YORK,1.0,LOCAL UNION 580,2.0,0.0,10.0,0.0,ARCHITECTURAL IRON REALTY CORP,1.0,200203.0,,NY,rtf09co,5.0,2.0,2.0,2.0,A40,A,710000.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.11465,A,2.0,G,0.0
13292,134218359,9.0,200912,2009,S41,50,0,0,0,164,0,0,0,0,0,106957,93536,62566,0,0,49145,62566,0,0,0,0,0,0,0,0,0,0,0,0,0,600,,106957,106957,0,0,0,0,0,0,0,13421,0,0,0,0,0,0,0,49145,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,3,1,201041,93492277012050,92,1,2009,4,Y,1,N,1,0,2009,10028-0957,10028.0,IN,,134218359200912,1342183592009,12,0.0,0.0,0.0,45 E 85TH ST,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM CURATORS,1.0,200301.0,,NY,rtf09co,1.0,2.0,2.0,1.0,A50,A,712110.0,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,1,AR,AR,AR,0.9522700000000001,B,0.0,Z,2009.0
13344,134282256,,200712,2007,,22000,11200,0,0,0,0,0,0,0,0,33200,11207,30670,0,0,12956,41851,4279,11181,0,0,0,0,0,0,0,0,0,0,0,0,,33200,33200,0,0,0,0,0,0,0,21993,0,0,0,0,0,0,0,8677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,3,1,200843,29409194064438,9,1,2007,3,Y,1,N,1,0,2007,10023-1483,10023.0,IN,,134282256200712,1342822562007,12,0.0,0.0,0.0,PO BOX 20143,3.0,0.0,NEW YORK,2.0,,2.0,0.0,20.0,0.0,PUERTO RICANS IN MANAGEMENT AND EXECUTIVE ROLES PRIMER INC,1.0,200706.0,PRIMER,NY,CORE08co,1.0,1.0,1.0,1.0,A0223,A,541618.0,36061.0,5602.0,5600.0,A022,A,O,O,AR,A,A,1,AR,AR,AR,0.91105,C,0.0,Z,2007.0
13491,135493557,9.0,200912,2009,,0,0,0,0,367,0,0,0,0,0,130426,187178,316711,0,0,697313,794808,323850,478097,0,0,0,0,0,0,0,0,0,99468,0,21,,130426,130426,0,0,0,0,0,0,0,-56752,0,0,0,0,0,0,0,373463,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,900,N,5,1,201047,93492319028650,92,1,2009,4,Y,1,N,1,0,2009,10018-1655,10018.0,IN,,135493557200912,1354935572009,12,900.0,30.0,211.0,318 W 39TH ST FL 5,9.0,0.0,NEW YORK,1.0,FUNERAL CEMETERY DEPT,1.0,0.0,10.0,804.0,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,5.0,194504.0,8144N BRANCH,NY,rtf09co,3.0,2.0,2.0,2.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.74306,A,0.0,Z,2009.0
13493,135502139,10.0,201006,2009,,0,0,0,0,0,0,0,0,0,0,68160,70561,17854,0,0,20255,17854,0,0,0,0,0,0,0,0,0,0,0,0,0,50,,68160,68160,0,0,0,0,0,0,0,-2401,0,0,0,0,0,0,0,20255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,N,2,1,201044,29492282034130,92,1,2010,3,Y,1,N,1,0,2009,10011-7419,10011.0,IN,,135502139201006,1355021392010,6,263.0,264.0,279.0,45 W 14TH ST,9.0,0.0,NEW YORK,3.0,SAL SAVARESE,2.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196004.0,0490 LOCAL,NY,rtf09co,1.0,1.0,1.0,1.0,A40,A,710000.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.0583,C,0.0,Z,2010.0
13539,135562400,9.0,200912,2009,,11500,0,0,0,3671,0,0,0,0,0,27296,59066,0,0,0,51895,0,20125,0,0,0,0,0,0,0,0,0,0,0,0,12125,,27296,27296,0,0,0,0,0,0,0,-31770,0,0,0,0,0,0,0,31770,0,0,0,0,0,3671,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,900,N,0,1,201047,93492319031280,92,28,2009,3,Y,1,N,1,0,2009,10016-5336,10016.0,IN,,135562400200912,1355624002009,12,900.0,30.0,211.0,45 E 33RD ST,9.0,0.0,NEW YORK,1.0,,1.0,0.0,20.0,804.0,SOCIAL SERVICE DEPARTMENT OF THE WORKMENS CIRCLE,5.0,194504.0,,NY,rtf09co,0.0,1.0,1.0,1.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.27038,A,0.0,Z,2009.0
13576,135580391,9.0,200912,2009,,0,0,0,0,65607,0,0,0,0,0,138745,413690,444705,78646,0,2124291,1853749,1447260,1409044,444705,0,0,0,0,0,0,0,0,0,0,73138,,138745,138745,0,0,0,0,0,0,0,-274945,0,22925,8133,0,0,0,0,677031,0,0,0,0,0,65607,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,279,N,6,1,201041,93493223007260,93,1,2009,4,Y,1,N,1,0,2009,10001-2703,10001.0,IN,,135580391200912,1355803912009,12,279.0,265.0,319.0,307 W 30TH ST,6.0,0.0,NEW YORK,1.0,,1.0,0.0,10.0,2260.0,LITHUANIAN ALLIANCE OF AMERICA,1.0,197203.0,,NY,rtf09co,4.0,2.0,2.0,2.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.04108,A,3.0,G,0.0
13607,135606408,9.0,200912,2009,,201007,0,0,0,26,0,0,0,0,0,482410,483988,53307,0,0,108238,93478,53353,40171,0,0,0,0,0,0,0,0,0,77944,0,77990,,482410,482410,0,0,0,0,0,0,0,-1578,0,0,0,0,0,0,0,54885,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,205,N,3,1,201047,93492319048630,92,1,2009,4,Y,1,N,1,0,2009,10038-2439,10038.0,IN,,135606408200912,1356064082009,12,205.0,0.0,0.0,132 NASSAU ST RM 922,3.0,0.0,NEW YORK,3.0,,2.0,0.0,10.0,0.0,NATIONAL LAWYERS GUILD,1.0,199804.0,,NY,rtf09co,1.0,2.0,2.0,2.0,A20,A,710000.0,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,1,AR,AR,AR,0.00975,C,0.0,Z,2009.0
13627,135621505,9.0,200909,2008,,0,0,125000,125000,11615,0,0,0,0,0,2108908,2458488,1259759,33211,0,1250352,1282264,20781,22505,1259759,0,0,0,0,0,0,0,0,1972293,0,0,,1983908,1983908,0,0,0,0,0,0,0,-474580,0,93113,9166,0,0,0,0,1229571,0,0,0,0,0,11615,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,264,N,6,1,201034,29493212146270,93,1,2009,6,Y,1,N,1,0,2008,10001-5515,10001.0,IN,,135621505200909,1356215052009,9,264.0,0.0,0.0,231 W 29TH ST RM 405,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,NEW YORK PRESSROOM UNIONS-PRINTERS LEAGUE WELFARE TRUST FUND,2.0,195504.0,,NY,rtf09co,4.0,4.0,4.0,4.0,A33,A,511100.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,1,AR,AR,AR,0.6138600000000001,A,1.0,G,0.0
13660,135651681,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,29033,22875,8803,0,0,2645,8803,0,0,0,0,0,0,0,0,0,0,0,7010,0,0,,29033,29033,0,0,0,0,0,0,0,6158,0,0,0,0,0,0,0,2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,120,N,1,1,201033,93492222004580,92,1,2009,3,Y,1,N,1,0,2009,10017-6603,10017.0,IN,,135651681200912,1356516812009,12,120.0,328.0,279.0,355 LEXINGTON AVE FL 15,1.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,1.0,195909.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A01,A,813319.0,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,1,AR,AR,AR,0.63059,C,0.0,Z,2009.0
13748,136092225,10.0,201006,2009,,0,0,0,0,27846,0,0,0,0,0,27846,9059,537758,0,0,523971,543333,5000,5575,537758,0,0,0,0,0,0,0,0,0,0,0,,27846,27846,0,0,0,0,0,0,0,18787,0,0,0,0,0,0,0,518971,0,0,0,0,0,27846,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,267,N,5,1,201048,29493317040260,93,1,2010,3,Y,1,N,1,0,2009,10003-6900,10003.0,IN,,136092225201006,1360922252010,6,267.0,0.0,0.0,400 LAFAYETTE ST RM 4,3.0,0.0,NEW YORK,1.0,LOCAL 2179 UAW,2.0,0.0,20.0,0.0,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,2.0,196312.0,,NY,rtf09co,3.0,1.0,1.0,1.0,A40,A,710000.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.66705,A,0.0,Z,2010.0
13757,136103339,9.0,200912,2009,,0,0,0,0,38507,0,0,0,0,0,39607,3663,694252,0,0,658308,694252,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,,39607,39607,0,0,0,0,0,0,0,35944,0,0,0,0,0,0,0,658308,0,0,0,0,0,38507,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,408,N,5,1,201039,29493254064250,93,1,2009,3,Y,1,N,1,0,2009,10013-5148,10013.0,IN,,136103339200912,1361033392009,12,408.0,429.0,0.0,21 PELL ST,3.0,0.0,NEW YORK,3.0,,2.0,0.0,10.0,0.0,THE LEE TOWE MEMORIAL ASSOCIATION INC,1.0,199202.0,,NY,rtf09co,3.0,1.0,1.0,1.0,A80,A,712120.0,36061.0,5602.0,5600.0,A80,A,O,O,AR,A,A,1,AR,AR,AR,0.70367,B,0.0,Z,2009.0
13801,136117924,9.0,200912,2009,,0,0,0,0,263,0,0,0,0,0,122331,120069,43444,0,0,41488,43750,306,306,0,0,0,0,0,0,0,0,0,0,0,0,,122331,122331,0,0,0,0,0,0,0,2262,0,0,0,0,0,0,0,41182,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,N,3,1,201029,29492184375050,92,1,2009,4,Y,1,N,1,0,2009,10024-0000,10024.0,IN,,136117924200912,1361179242009,12,263.0,264.0,279.0,79TH ST AND CENTRAL PARK W,9.0,0.0,NEW YORK,3.0,ROBERT SAUNDERS,2.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,195708.0,1306 NY LOC AMER MUSEUM NATL HISTRY,NY,rtf09co,1.0,2.0,2.0,2.0,A50,A,712110.0,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,1,AR,AR,AR,0.46701000000000004,A,0.0,Z,2009.0
13899,136149730,9.0,200906,2008,,735182,0,0,0,50369,0,0,0,0,0,903083,1092792,2037090,150000,0,2357698,2119015,130899,81925,901201,0,0,0,0,0,0,0,0,397435,0,-279903,,903083,903083,0,0,0,0,0,0,0,-189709,0,0,0,0,0,0,0,2226799,0,0,0,0,0,50369,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,119,N,6,1,201005,29493016121080,93,1,2009,5,Y,1,N,1,0,2008,10016-6022,10016.0,IN,,136149730200906,1361497302009,6,119.0,0.0,0.0,205 LEXINGTON AVE RM 901,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,ART DEALERS ASSOCIATION OF AMERICA INC,1.0,196307.0,,NY,rtf09co,4.0,3.0,3.0,4.0,A03,A,813920.0,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,1,AR,AR,AR,0.7381800000000001,A,3.0,G,0.0
14006,136170369,9.0,200906,2008,,0,0,0,0,213,0,0,0,0,0,247359,281479,-39203,0,0,108823,255119,113906,294322,0,0,0,0,0,0,0,0,0,0,0,0,,247359,247359,0,0,0,0,0,0,0,-34120,0,0,0,0,0,0,0,-5083,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,269,N,4,1,201013,29492072054230,92,1,2009,4,Y,1,N,1,0,2008,10016-0000,10016.0,IN,,136170369200906,1361703692009,6,269.0,0.0,0.0,386 PARK AVESOUTH LAMFL,3.0,0.0,NEW YORK,1.0,,2.0,0.0,10.0,0.0,EXHIBITION EMPLOYEES-829 VACATION FUND,2.0,196506.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A1140,A,813219.0,36061.0,5602.0,5600.0,A114,A,O,S,ZA,A,A,1,AR,AR,AR,0.33778,B,0.0,Z,2009.0
14150,136274650,9.0,200905,2008,S41,0,0,0,0,10008,0,0,0,0,0,632007,631932,305493,0,0,1008232,576405,281826,270912,0,0,0,0,0,0,0,0,420988,68964,130627,1420,,211019,211019,0,0,0,0,0,551615,0,-420913,0,0,0,0,0,0,0,726406,0,0,0,0,0,10008,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,5,1,201025,29493163058200,93,1,2009,5,Y,1,N,1,0,2008,10017-6603,10017.0,IN,,136274650200905,1362746502009,5,0.0,0.0,0.0,355 LEXINGTON AVE FL 17,3.0,0.0,NEW YORK,2.0,LYNN OSBORNE,2.0,0.0,10.0,0.0,NEW YORK WOMEN IN COMMUNICATIONS INC,1.0,200302.0,,NY,rtf09co,3.0,2.0,3.0,3.0,A30,A,510000.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.94496,A,0.0,Z,2009.0
14164,136356709,9.0,200906,2008,,0,0,0,0,0,0,0,0,0,0,408884,411643,20382,0,0,153547,141498,130406,121116,0,0,0,0,0,0,0,0,0,407186,0,1698,,408884,408884,0,0,0,0,0,0,0,-2759,0,0,0,0,0,0,0,23141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,269,N,4,1,201028,29492177351100,92,1,2009,4,Y,1,N,1,0,2008,11101-4301,11101.0,IN,,136356709200906,1363567092009,6,269.0,0.0,0.0,4534 COURT SQ,3.0,0.0,LONG IS CITY,1.0,,2.0,0.0,10.0,0.0,MOSAIC AND TERRAZZO VACATION FUND,2.0,197112.0,,NY,rtf09co,2.0,2.0,2.0,2.0,A40,A,710000.0,36081.0,5602.0,5600.0,A40,A,O,O,AR,A,A,1,AR,AR,AR,0.82486,A,0.0,Z,2009.0
14223,136976195,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,26868,0,227627,0,0,200759,227627,0,0,141149,0,0,0,0,0,0,0,0,0,0,26868,,26868,26868,0,0,0,0,0,0,0,26868,0,0,0,0,0,0,0,200759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,N,4,1,201024,93493154008030,93,1,2009,3,Y,1,N,1,0,2009,10036-5601,10036.0,IN,,136976195200912,1369761952009,12,263.0,264.0,279.0,1501 BROADWAY NO 6TH FL,9.0,0.0,NEW YORK,3.0,CONTROLLERS OFFICE,2.0,0.0,10.0,122.0,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,5.0,194009.0,MUTUAL BENEFIT TRUST,NY,rtf09co,2.0,1.0,1.0,0.0,A68,A,711130.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,1,AR,AR,AR,0.73072,A,0.0,Z,2009.0
15100,141876785,9.0,200912,2009,,0,0,0,0,0,0,0,0,0,0,5577796,5577796,52769006,0,0,55198269,52769006,0,0,0,0,0,0,0,0,0,0,0,5577796,0,0,,5577796,5577796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55198269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,N,9,1,201028,29493177260110,93,1,2009,7,Y,1,N,1,0,2009,10167-0002,10167.0,IN,,141876785200912,1418767852009,12,0.0,0.0,0.0,245 PARK AVE,0.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MGMT INC,0.0,0.0,10.0,0.0,SPOKANE BUSINESS & INDUSTRIAL FUNDING COMPANY INC,0.0,0.0,,NY,rtf09co,,5.0,5.0,5.0,A60,A,711100.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,1,AR,AR,AR,0.8406299999999999,C,0.0,Z,2009.0
16470,160876072,9.0,200912,2009,,0,0,657289,803842,20892,0,0,0,0,0,856275,156426,504056,0,0,405154,504056,0,0,0,0,0,0,0,0,0,0,0,29030,0,-237,,43678,43678,0,-146553,149301,8755,140546,0,0,-112748,0,0,0,0,0,0,0,405154,0,0,0,0,0,20892,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,267,N,5,1,201047,93493319009090,93,1,2009,5,Y,1,N,1,0,2009,10003-9595,10003.0,IN,,160876072200912,1608760722009,12,267.0,200.0,920.0,770 BROADWAY 7TH FLOOR,3.0,0.0,NEW YORK,2.0,,2.0,0.0,10.0,0.0,NATO THEATRE OWNERS OF NEW YORK STATE INC,1.0,196601.0,,NY,rtf09co,3.0,1.0,3.0,2.0,A65,A,711110.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,1,AR,AR,AR,0.67669,B,0.0,Z,2009.0
18282,200367608,,200806,2007,A61,96203,0,0,0,21,0,0,0,26416,26416,122619,119235,12391,42850,0,9007,12391,0,0,0,0,0,0,0,0,0,0,0,26395,0,0,,122619,122619,0,0,0,0,0,0,0,3384,0,0,0,0,0,0,0,9007,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,N,2,1,200951,29490178170139,90,1,2008,4,Y,1,N,1,0,2007,11215-2714,11215.0,IN,,200367608200806,2003676082008,6,0.0,0.0,0.0,232 3RD ST 3RD FLOOR,3.0,201206.0,BROOKLYN,2.0,SUZANNE FIOL,1.0,15.0,10.0,0.0,ISSUE PROJECT ROOM INCORPORATED,1.0,200808.0,,NY,CORE08co,1.0,2.0,2.0,2.0,A61,A,711100.0,36047.0,5602.0,5600.0,A61,A,O,O,AR,A,A,1,AR,AR,AR,0.26746,B,1.0,G,0.0
18817,201036354,,200712,2007,Y43,0,0,0,0,444519,0,0,0,1923879,1923879,1923879,237049,9154472,0,0,7467642,9154479,0,0,9154479,0,0,0,0,0,0,0,0,1479360,0,0,,1923879,1923879,0,0,0,0,0,0,0,1686830,0,0,0,0,0,0,0,7467642,0,0,0,0,0,506840,0,-62321,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7467642,0,N,7,1,200829,81490166040088,90,1,2007,6,Y,1,N,1,0,2007,10016-1901,10016.0,IN,,201036354200712,2010363542007,12,0.0,0.0,0.0,600 THIRD AVE,3.0,0.0,NEW YORK,1.0,L-3 COMMUNICATIONS CORPORATION,2.0,0.0,10.0,0.0,L-3 COMMUNICATIONS GROUP HEALTH PLAN NONBARGAINED GROUP VEBA,1.0,200506.0,,NY,CORE08co,5.0,4.0,4.0,2.0,A30,A,510000.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.37131,A,0.0,Z,2007.0
18819,201036390,,200712,2007,Y43,0,0,0,0,-70415,0,0,0,320478,320478,320478,5,12444258,0,0,12123785,13182025,0,0,13182025,0,0,0,0,0,0,0,0,390893,0,0,,320478,320478,0,0,0,0,0,0,0,320473,0,0,0,0,0,0,0,12123785,0,0,0,0,0,0,0,-70415,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12123785,0,N,8,1,200828,29490180044188,90,1,2007,4,Y,1,N,1,0,2007,10016-1901,10016.0,IN,,201036390200712,2010363902007,12,0.0,0.0,0.0,600 THIRD AVE,3.0,0.0,NEW YORK,1.0,L-3 COMMUNICATIONS CORPORATION,2.0,0.0,10.0,0.0,L-3 COMMUNICATIONS GROUP HEALTH PLAN BARGAINED GROUP VEBA,1.0,200508.0,,NY,CORE08co,,2.0,2.0,1.0,A30,A,510000.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,1,AR,AR,AR,0.9592799999999999,A,0.0,Z,2007.0
19249,201575771,10.0,201006,2009,P81,14000,0,0,0,0,0,0,0,0,0,56153,56968,-835,0,0,1790,975,1810,1810,0,0,0,0,0,0,0,0,0,42153,0,0,,56153,56153,0,0,0,0,0,0,0,-815,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,N,1,1,201034,29492212384250,92,1,2010,3,Y,1,N,1,0,2009,10033-2214,10033.0,IN,,201575771201006,2015757712010,6,0.0,0.0,0.0,37 OVERLOOK TER APT 3E,3.0,0.0,NEW YORK,1.0,KLARA KUCHMENT,2.0,0.0,10.0,0.0,SELF-HELP ASSOCIATION OF AMERICAN RUSSIAN ELDERLY,1.0,200512.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A23,A,710000.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.97439,A,0.0,Z,2010.0
19550,201925554,9.0,200912,2009,,25722,0,0,0,0,0,0,0,0,0,25722,24636,1086,0,0,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,25722,25722,0,0,0,0,0,0,0,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N,1,1,201039,29492184376040,92,36,2009,3,Y,1,N,1,0,2009,11201,11201.0,IN,,201925554200912,2019255542009,12,,,,,,,Brooklyn,,,,0.0,,,AMERICAN CONTEMPORARY MUSIC ENSEMBLE,,,,NY,rtf09co,1.0,1.0,1.0,1.0,A6C,A,711130.0,36047.0,5602.0,5600.0,A6C,A,O,O,AR,A,A,1,AR,AR,AR,0.25242,A,0.0,Z,2009.0
20489,203132925,9.0,200906,2008,S41,0,0,0,0,6835,0,0,0,0,0,723604,623796,466273,0,0,417446,556804,32151,90531,0,0,0,0,0,0,0,0,18831,79129,5830,18500,,704773,704773,0,0,0,0,0,24661,0,80977,0,0,0,0,0,0,0,385295,0,0,0,0,0,6835,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,5,1,201003,29492360400189,92,1,2009,5,Y,1,N,1,0,2008,10011-5507,10011.0,IN,,203132925200906,2031329252009,6,0.0,0.0,0.0,29 W 17TH ST FL 10,3.0,0.0,NEW YORK,2.0,RICHARD BENGLOFF,2.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,1.0,200509.0,,NY,rtf09co,3.0,3.0,3.0,3.0,A68,A,711130.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,1,AR,AR,AR,0.41176999999999997,A,0.0,Z,2009.0
20962,203753340,9.0,200912,2009,S41,0,0,0,0,7099,0,0,0,0,0,2206556,2095609,1974371,230000,0,1931536,2263043,68108,288672,0,0,0,0,0,0,0,0,0,2199457,0,0,,2206556,2206556,0,0,0,0,0,0,0,110947,0,383173,0,0,0,0,0,1863428,0,0,0,0,0,7099,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,6,1,201039,29493254071060,93,1,2009,6,Y,1,Y,1,0,2009,10106-0001,10106.0,IN,,203753340200912,2037533402009,12,0.0,0.0,0.0,888 SEVENTH AVE,3.0,0.0,NEW YORK,1.0,BRUCE PAISNER,2.0,0.0,10.0,0.0,THE INTERNATIONAL ACADEMY OF TELEVISION ARTS & SCIENCES INC,1.0,200606.0,,NY,rtf09co,4.0,4.0,4.0,4.0,A32,A,513120.0,36061.0,5602.0,5600.0,A32,A,O,O,AR,A,A,1,AR,AR,AR,0.26161,A,1.0,G,0.0
21035,203834646,9.0,200912,2009,B03,30615,0,0,0,1,0,0,0,0,0,30616,25913,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30616,30616,0,0,0,0,0,0,0,4703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,N,1,1,201029,29493177254040,93,1,2009,3,Y,1,N,1,0,2009,10453-4652,10453.0,IN,,203834646200912,2038346462009,12,0.0,0.0,0.0,2038 DAVIDSON AVE,3.0,0.0,BRONX,2.0,LUIS PARRA,2.0,0.0,10.0,0.0,LATINO ASSOCIATION OF TAX PREPARERS INC,1.0,200607.0,,NY,rtf09co,1.0,1.0,1.0,1.0,A23,A,710000.0,36005.0,5602.0,5600.0,A23,A,O,O,AR,A,A,1,AR,AR,AR,0.46958999999999995,A,0.0,Z,2009.0
