,FILER,CODE990,ACTIVCD1,POPCODE,REASON,EIN,styear,P1TCONT,P1DUES,P1SECURG,P1SECURC,P1INVST,P1FREXP,P1INVNTC,P1INVNTN,P1SALES,GROSSINC,GROSSREC,P1TOTEXP,P1NASEOY,P2TCOMP,P2TFRFEE,P4B_ASST,P4E_ASST,P4B_LIAB,P4E_LIAB,P4E_RETN,P6INIFEE,P6PUBINC,P6MEMINC,P6OTHINC,P6POLEXP,A3LOBBY,A6GLBYB,A6DLBYB,A6TGLBB,A6NLBEB,P1RENTE,P1SPEVE,P1PSREV,P1SPEVN,P1OTHREV,SUBSECCD,P6UNRELB,ASCD,INCCD,NAME,CITY,STATE,ZIP,ZIP5,FIPS,NTEECC,NTEE1,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,LEVEL1,LEVEL2,RandNum,nteeConf,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,NteeOldA,Confidence,NteeCC4d,FipsOldA,estTAXPER,estp1totrev,TaxPer,FisYr,stateOld1,zip5Old1,cityOld1,Ntee2007a,Confidence2007a,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,ORGCD,RULEDATE,SEC_NAME,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS
85076,990.0,1,200,1,0,366126873,1992,0,54781,0,0,788,0,0,0,4601,4601,59382,46934,69851,0,0,57483,73426,80,3575,0,0,0,0,0,0,0,0,0,0,0,0,0,3404,0,409,6,N,3,3,MUSIC DISTRIBUTORS ASSOC,NEW YORK,NY,10010-6906,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.26726,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,59382,199212,1992,NY,10010.0,NEW YORK,A68,A,12,200.0,205.0,279.0,38 44 W 21ST ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,6512.0,,PC,O,AR,A,IN,,A68,A,711130.0
86938,990.0,1,59,1,0,370789523,1992,0,81440,0,0,12282,0,0,0,89664,89664,171104,166812,231426,12000,0,228054,232333,920,907,0,0,0,0,0,0,0,0,0,0,0,0,0,77382,0,0,6,Y,4,4,ASSOC BUSINESS COMMUNICATION,NEW YORK,NY,10010-5518,10010.0,36061.0,A01,A,10010.0,5602.0,5600.0,36061.0,,O,O,0.6153,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,171104,199212,1992,NY,10010.0,NEW YORK,A30,A,12,59.0,0.0,0.0,17 LEXINGTON AVE PO BOX 343,3.0,0.0,2000.0,% ROBERT J MYERS DEPT SPEECH RM1403,2.0,13.0,0.0,10.0,0.0,5.0,5811.0,BARUCH COLLEGE CUNY,PC,O,AR,A,IN,,A30,A,510000.0
122670,990.0,1,64,1,0,510163940,1992,26800,0,0,0,0,0,0,0,0,0,26800,29386,-2135,0,0,451,0,0,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,N,0,3,AFRICAN AMER DAY PARADE,NEW YORK,NY,10030-0501,10030.0,36061.0,A23,A,10030.0,5602.0,5600.0,36061.0,,O,O,0.17561,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,26800,199212,1992,NY,10030.0,NEW YORK,A23,A,12,,,,,,,,,,,,,,,,,PC,O,AR,A,IN,,A23,A,710000.0
123173,990.0,1,200,1,0,510180605,1991,0,29100,0,0,1695,0,0,0,1695,1695,30795,34997,22619,0,0,28121,24419,1300,1800,22619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,2,3,NAT ANTIQUE & ART DEALERS ASSOC AMERICA,NEW YORK,NY,10022-3105,10022.0,36061.0,A01,A,10022.0,5602.0,5600.0,36061.0,,O,O,0.6190100000000001,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199204,30795,199204,1992,NY,10022.0,NEW YORK,A0326,A,4,200.0,0.0,0.0,15 E 57TH ST,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7602.0,ERICA INC,PC,O,AR,A,IN,,A0326,A,813920.0
123609,990.0,1,205,1,0,510192888,1992,12523,36242,0,0,216,0,0,0,216,216,48981,39769,14094,0,0,4882,14094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,2,3,NEW YORK OBSTETRICAL SOC,BRONX,NY,10461-1924,10461.0,36005.0,A69,A,10461.0,5602.0,5600.0,36005.0,,O,O,0.96498,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36005.0,199304,48981,199304,1993,NY,10461.0,BRONX,A69,A,4,205.0,199.0,0.0,1300 MORRIS PARK AVE BELFER 502,3.0,0.0,2000.0,% ROBERT C POST MD,2.0,13.0,0.0,10.0,0.0,1.0,8407.0,,PC,O,AR,A,IN,,A69,A,711130.0
129225,990.0,1,205,1,9,521513915,1992,0,98813,0,0,3940,0,0,0,39078,39078,137891,166561,68580,0,0,139051,116030,41800,47450,0,0,0,0,0,0,0,0,0,0,0,0,0,35138,0,0,6,N,4,4,PRINTING INDUSTRY CREDIT EXECUTIVES,NEW YORK,NY,10038-4302,10038.0,36061.0,A03,A,10038.0,5602.0,5600.0,36061.0,,O,O,0.67164,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,137891,199212,1992,NY,10038.0,NEW YORK,A0333,A,12,205.0,0.0,0.0,1518 K ST NW STE 503,3.0,0.0,2000.0,,2.0,52.0,0.0,10.0,0.0,1.0,8707.0,,PC,O,AR,A,IN,,A0333,A,813920.0
134955,,1,229,0,0,541585995,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,N,0,0,NAT ASSOC INDEPENDENT PUBLISHERS REPRESENTATIVES,NEW YORK,NY,10003-4103,10003.0,36061.0,A03,A,,5602.0,5600.0,,,O,O,0.3825,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,,199212,0,199212,1992,NY,,NEW YORK,A03,A,12,229.0,0.0,0.0,111 E 14TH ST STE 157,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,1.0,9108.0,RESENTATIVES INC,PC,O,AR,A,IN,,A03,A,813920.0
163957,,1,0,0,0,650227833,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N,0,0,SARASOTA ENVIROMENTAL REPORT,NEW YORK,NY,10017-6705,10017.0,36061.0,A33,A,10017.0,5602.0,5600.0,36061.0,,PC,O,0.41471,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,0,199112,1991,NY,10017.0,NEW YORK,A33,B,12,995.0,120.0,0.0,630 THIRD AVE STE 1600,3.0,199710.0,2000.0,,1.0,13.0,16.0,20.0,0.0,1.0,9409.0,,PC,O,AR,A,IN,,A33,A,511100.0
206162,990.0,1,200,1,0,942661960,1992,0,90298,0,0,12178,0,0,0,234607,234607,324905,358933,304758,42500,0,339697,304843,911,85,0,0,0,0,0,0,0,0,0,0,0,0,0,222429,0,0,6,N,4,4,BROADCAST DESIGNERS ASSOC,NEW YORK,NY,10036-4008,10036.0,36061,A30,A,10036.0,5602.0,5600.0,36061.0,,O,O,0.61123,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199212,324905,199212,1992,NY,10036.0,NEW YORK,A30,A,12,200.0,0.0,0.0,470 PARK AVE SO 9TH FL,3.0,0.0,1000.0,,2.0,13.0,0.0,10.0,0.0,5.0,8202.0,,PC,O,AR,A,IN,,A30,A,510000.0
213096,990.0,1,919,1,0,952786905,1991,0,41300,0,0,7526,0,0,0,123579,123579,164879,90820,154760,0,0,151045,154760,0,0,154760,0,0,0,0,0,0,0,0,0,0,0,70344,0,45709,0,6,N,4,4,THEATRE EQUIPMENT ASSOC,NEW YORK,NY,10019-7411,10019.0,36061,A30,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.02698,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199112,94535,199112,1991,NY,10019.0,NEW YORK,A65,B,12,919.0,205.0,0.0,244 W 49TH ST 200,3.0,0.0,2000.0,,2.0,13.0,0.0,10.0,0.0,1.0,7306.0,,PC,O,AR,A,IN,,A65,A,711110.0
213592,990.0,1,205,1,0,953147789,1991,13153,488449,0,0,28346,0,0,0,1495498,1495498,1997100,1963776,624474,11550,0,773039,794064,181889,169590,0,0,0,0,0,0,0,0,0,0,0,0,0,1457244,0,4270,6,Y,5,6,NAT ACAD TELEVISION ARTS & SCIENCES GROUP RETURN,NEW YORK,NY,10019-2211,10019.0,36061,A01,A,10019.0,5602.0,5600.0,36061.0,,O,O,0.71382,,AR,A,A,IN,,Q,AR,AR,AR,Z99,C,,36061.0,199208,1997100,199208,1992,NY,10019.0,NEW YORK,A32,A,8,205.0,0.0,0.0,111 W 57TH ST,9.0,0.0,2000.0,,2.0,13.0,0.0,30.0,3005.0,1.0,7610.0,UP RETURN,PC,O,AR,A,IN,,A32,A,513120.0
216245,990.0,1,0,1,9,954396796,1992,40965,0,0,0,0,0,0,0,0,0,40965,19715,21250,0,0,0,21250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N,2,3,PALOMA PRODUCTIONS,NEW YORK CITY,NY,10023-7945,10023.0,36061,A31,A,10023.0,5602.0,5600.0,36061.0,,PC,O,0.41767,,AR,A,A,IN,,Q,AR,AR,AR,Z99,A,,36061.0,199212,40965,199212,1992,NY,10023.0,NEW YORK CITY,A31,A,12,122.0,602.0,0.0,45 W 60TH ST 22H,3.0,0.0,1000.0,% ANDREA GOREN,1.0,95.0,15.0,20.0,0.0,1.0,9412.0,,PC,O,AR,A,IN,,A31,A,512110.0
