,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,NteeOldB,NTEECC,NTEECC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,Ntee2007a,Confidence2007a,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
12390,135274605,200512,2005,0,369471,175000,175253,13498,0,0,0,310828,135575,680299,538832,700048,237011,0,762716,722878,30774,22830,700048,0,0,0,0,0,0,0,0,0,0,122330,,505046,505046,0,-253,0,0,0,0,0,-33786,1892,32657,17357,0,0,0,0,731942,0,0,0,0,13498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,731942,263.0,1.0,29490336330216.0,2005,N,10003-3305,10003.0,12,263.0,0.0,0.0,27 UNION SQ W,9.0,0.0,NEW YORK,3.0,GERARD SIBLANO,2.0,13.0,0.0,10.0,488.0,GRAPHIC COMMUNICATIONS INTERNATIONAL UNION,5.0,198307.0,119B 43B NEW YORK LOCAL,NY,rtf05CO,,A30,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.16992000000000002,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,IN,,J40,J,813930.0,90.0
12424,135493557,200412,2004,0,46125,224937,224186,4450,0,6609,39304,300065,69270,346190,229427,516691,0,0,787767,540128,158363,23437,0,0,0,0,0,0,0,0,0,24765,0,0,,115395,115395,0,751,0,0,0,0,45913,-114032,1319,162305,0,0,0,0,0,629404,0,0,0,0,21,1864,0,2565,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0,900.0,1.0,29490007274136.0,2004,N,10016-5336,10016.0,12,900.0,30.0,211.0,45 E 33RD ST,9.0,0.0,NEW YORK,1.0,FUNERAL CEMETERY DEPT,1.0,13.0,0.0,10.0,804.0,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,5.0,194504.0,8144N BRANCH,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.36245,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,90.0
12426,135502139,200606,2005,0,67503,0,0,0,0,0,0,0,0,67503,72444,7641,0,0,12582,7641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,67503,67503,0,0,0,0,0,0,0,-4941,0,0,0,0,0,0,0,12582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,263.0,1.0,29409294174466.0,2006,N,10011-7419,10011.0,6,263.0,264.0,279.0,45 W 14TH ST,9.0,0.0,NEW YORK,3.0,SAL SAVARESE,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196004.0,0490 LOCAL,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.9129299999999999,36061.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,A40,A,710000.0,9.0
12511,135580391,200512,2005,0,0,0,0,0,0,0,0,169473,169473,169473,287036,1022079,42160,0,2694026,2591905,1554384,1569824,0,0,0,0,0,0,0,0,0,169473,0,0,,169473,169473,0,0,0,0,0,0,0,-117563,0,50025,5756,0,0,0,0,1139642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0,279.0,1.0,29490203322096.0,2005,N,10001-2703,10001.0,12,279.0,265.0,319.0,307 W 30TH ST,6.0,0.0,NEW YORK,1.0,,1.0,13.0,0.0,10.0,2260.0,LITHUANIAN ALLIANCE OF AMERICA,1.0,197203.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.21322,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,90.0
12519,135582856,200406,2003,388272,526910,0,0,2254,0,0,0,1165094,1165094,2080276,1654398,440071,175500,0,573514,863291,361603,423220,0,0,0,0,0,0,0,0,230268,676641,109886,146045,,1850008,1850008,0,0,0,0,0,340154,0,195610,32550,486940,53161,0,0,19581,15081,211911,0,0,0,0,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,920.0,1.0,29490064041285.0,2004,Y,10001-5010,10001.0,6,920.0,59.0,566.0,330 SEVENTH AVE 9TH FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF GRAPHIC COMMUNICATIONS INC,1.0,193903.0,,NY,rtf05CO,,A03,30.0,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.62945,36061.0,5602.0,5600.0,A0330,A,PC,O,AR,A,IN,,A0330,A,813920.0,90.0
12526,135589913,200512,2005,0,542057,0,0,24096,0,0,0,41907,41907,583964,442374,1075988,0,0,963991,1107722,13616,31734,1075988,300,0,0,0,0,0,0,19778,0,-3981,2014,,564186,564186,0,0,0,0,0,15797,0,121812,3801,0,0,0,0,0,0,950375,0,0,0,0,24096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,950375,263.0,1.0,29490252031106.0,2005,N,10001-6908,10001.0,12,263.0,264.0,279.0,40 W 27TH ST,9.0,0.0,NEW YORK,3.0,JAMES C YANOLATOS,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196201.0,0806,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.17246,36061.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,S99,S,813410.0,90.0
12547,135606408,200512,2005,287724,146204,0,0,60320,0,0,0,156842,156842,590770,600502,97168,66000,0,120948,127106,14048,29938,0,0,0,0,0,0,0,0,0,77055,0,0,,590770,590770,19467,0,0,0,0,0,0,-9732,0,131325,19622,0,0,0,20000,106900,0,0,0,0,40,0,19467,60280,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,205.0,1.0,29490238135276.0,2005,N,10003-4571,10003.0,12,205.0,0.0,0.0,126 UNIVERSITY PL APT 5,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,NATIONAL LAWYERS GUILD,1.0,199804.0,,NY,rtf05CO,,A20,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.6706,36061.0,5602.0,5600.0,A20,C,PC,O,AR,A,IN,,A20,A,710000.0,90.0
12568,135621505,200509,2004,0,0,24728,24778,7438,0,0,0,2504055,2479277,2504055,2220708,1433995,10764,0,1200458,1461127,22344,27132,1433995,0,0,0,0,0,0,0,0,2451145,0,20744,,2479277,2479277,0,-50,0,0,0,0,0,258569,-2688,50415,5111,0,0,0,0,1178114,0,0,0,0,3148,4290,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,1178114,264.0,1.0,29490224295146.0,2005,N,10011-6849,10011.0,9,264.0,0.0,0.0,31 WEST 15TH STREET,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK PRESSROOM UNIONS-PRINTERS LEAGUE WELFARE TRUST FUND,2.0,195504.0,,NY,rtf05CO,,A33,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.5715600000000001,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,IN,,A33,A,511100.0,90.0
12600,135647466,200512,2005,0,24027,0,0,1750,0,0,0,1750,1750,25777,26785,-14071,0,0,37337,36329,50400,50400,0,0,0,0,0,0,0,0,0,0,0,0,,25777,25777,0,0,0,0,0,0,0,-1008,0,0,0,0,0,0,0,-13063,0,0,0,0,0,0,0,1750,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,920.0,1.0,29409077187136.0,2005,N,10018-3148,10018.0,12,920.0,0.0,0.0,225 W 39TH ST RM 302,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,PLEATERS STITCHERS & EMBROIDERERS ASSN INC,1.0,194507.0,,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.71017,36061.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,A40,A,710000.0,9.0
12604,135651681,200512,2005,0,33210,0,0,0,0,0,0,17425,17425,50635,7467,57558,0,0,14390,20808,0,0,0,0,0,0,0,0,0,0,0,17425,0,0,,50635,50635,0,0,0,0,0,0,0,43168,0,0,0,0,0,0,0,14390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,120.0,1.0,29409189084076.0,2005,N,10017-6603,10017.0,12,120.0,328.0,279.0,355 LEXINGTON AVE FL 17,1.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,1.0,195909.0,,NY,rtf05CO,,A01,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.43883999999999995,36061.0,5602.0,5600.0,A01,C,PC,O,AR,A,IN,,A01,A,813319.0,9.0
12670,136068463,200504,2004,0,0,0,0,13225,0,0,0,2944029,2944029,2944029,2700879,737217,1641581,0,2527637,1740400,2033570,1003183,0,0,0,0,0,0,0,0,0,0,0,2930804,,2944029,2944029,0,0,0,0,0,0,0,243150,0,0,118924,0,0,0,0,494067,0,0,0,0,13225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,263.0,1.0,29490260144095.0,2005,N,10016-2401,10016.0,4,263.0,0.0,0.0,260 MADISON AVE,9.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,766.0,AMERICAN FEDERATION OF TELEVISION AND RADIO ARTISTS,5.0,193810.0,NEW YORK LOCAL,NY,rtf05CO,,A32,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.39423,36061.0,5602.0,5600.0,A32,A,PC,O,AR,A,IN,,A32,A,513120.0,90.0
12687,136092225,200506,2004,0,0,100000,100374,16022,0,0,0,116022,15648,116022,7245,559716,0,0,557109,563516,3850,3800,559716,0,0,0,0,0,0,0,0,0,0,0,,15648,15648,0,-374,0,0,0,0,0,8403,-1946,0,0,0,0,0,0,553259,0,0,0,0,16022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0.0,553259,267.0,1.0,29490337060265.0,2005,N,10003-6900,10003.0,6,267.0,0.0,0.0,400 LAFAYETTE ST RM 4,3.0,0.0,NEW YORK,1.0,LOCAL 2179 UAW,2.0,13.0,0.0,20.0,0.0,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,2.0,196312.0,,NY,rtf05CO,,A40,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.7721600000000001,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,IN,,A40,A,710000.0,90.0
12834,136149730,200506,2004,0,190045,0,0,10988,0,0,0,681816,681816,871861,468134,1619330,0,0,1613857,2049233,398254,429903,483441,0,0,0,0,0,0,0,0,649906,0,20922,,871861,871861,0,0,0,0,0,0,0,403727,0,0,0,0,0,0,0,1215603,0,0,0,0,248,10740,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,79714,119.0,1.0,29490008246226.0,2005,N,10022-2511,10022.0,6,119.0,0.0,0.0,575 MADISON AVE,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ART DEALERS ASSOCIATION OF AMERICA INC,1.0,196307.0,,NY,rtf05CO,,A03,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.7269399999999999,36061.0,5602.0,5600.0,A03,A,PC,O,AR,A,IN,,A03,A,813920.0,90.0
12960,136182711,200512,2005,0,69965,0,0,0,0,0,0,0,0,69965,62846,30497,0,0,23378,30497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,69965,69965,0,0,0,0,0,0,0,7119,0,0,0,0,0,0,0,23378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,263.0,1.0,29409203014186.0,2005,N,10011-7419,10011.0,12,263.0,264.0,279.0,45 WEST 14TH STREET,9.0,0.0,NEW YORK,3.0,JOHN K BARNETT,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196301.0,1456,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.38716,36061.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,S99,S,813410.0,9.0
13062,136274650,200505,2004,0,80420,0,0,6961,0,0,0,856811,856811,937231,414293,653020,0,0,603234,711769,95402,58749,0,0,0,0,0,0,0,0,377750,30020,341605,100475,,559481,559481,0,0,0,0,0,719355,0,145188,0,0,0,0,0,0,0,507832,0,0,0,0,6961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,1.0,29490161032006.0,2005,N,10017-6603,10017.0,5,0.0,0.0,0.0,355 LEXINGTON AVE FL 17,3.0,0.0,NEW YORK,2.0,LYNN OSBORNE,2.0,13.0,0.0,10.0,0.0,NEW YORK WOMEN IN COMMUNICATIONS INC,1.0,200302.0,,NY,rtf05CO,,A30,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.94578,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,IN,,A30,A,510000.0,90.0
13133,136976195,200512,2005,0,0,0,0,0,0,0,0,25875,25875,25875,0,208814,0,0,182939,208814,0,0,122336,0,0,0,0,0,0,0,0,0,0,25875,,25875,25875,0,0,0,0,0,0,0,25875,0,0,0,0,0,0,0,182939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,96461,263.0,1.0,29490203155256.0,2005,N,10036-5601,10036.0,12,263.0,264.0,279.0,1501 BROADWAY STE 6TH FL,9.0,0.0,NEW YORK,3.0,CONTROLLERS OFFICE,2.0,13.0,0.0,10.0,122.0,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,5.0,194009.0,MUTUAL BENEFIT TRUST,NY,rtf05CO,,A68,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.82644,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,IN,,A68,A,711130.0,90.0
15130,160813270,200606,2005,0,136156,0,0,405,0,0,0,405,405,136561,130949,71282,0,0,65670,71282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,136561,136561,0,0,0,0,0,0,0,5612,0,0,0,0,0,0,0,65670,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,263.0,1.0,29490315056086.0,2006,N,11223-5917,11223.0,6,263.0,264.0,279.0,2457 WEST ST,9.0,0.0,BROOKLYN,3.0,GIANCARLO SCALA,2.0,11.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,195704.0,0024,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.9448,36047.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,S99,S,813410.0,90.0
15218,160876072,200512,2005,0,25017,626333,571072,43436,0,0,0,669769,98697,694786,117078,859854,0,0,900845,859854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,123714,123714,0,55261,0,0,0,0,0,6636,-47627,0,0,0,0,0,0,900845,0,0,0,0,0,33386,0,10050,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,267.0,1.0,29490343054206.0,2005,N,10003-9522,10003.0,12,267.0,200.0,920.0,770 BROADWAY 5TH FLR,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,NATO THEATRE OWNERS OF NEW YORK STATE INC,1.0,196601.0,,NY,rtf05CO,,A65,,B,A,A,AR,AR,AR,IN,,O,O,AR,A,0.99164,36061.0,5602.0,5600.0,A65,B,PC,O,AR,A,IN,,A65,A,711110.0,90.0
17442,200864170,200412,2004,0,0,0,0,0,0,0,0,79600,79600,79600,11850,6968,0,0,0,6968,0,0,0,0,0,0,0,0,0,0,60782,0,18818,0,,18818,18818,0,0,0,0,0,79600,0,6968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,7.0,0,0.0,1.0,29409092096315.0,2004,N,10005-1304,10005.0,12,0.0,0.0,0.0,40 WALL ST FLR 11,3.0,200812.0,NEW YORK,1.0,HUSAM AHMAD,1.0,13.0,16.0,10.0,0.0,SOUTH ASIAN AMERICAN ASSOCIATION INC,1.0,200512.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.18364,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,9.0
17567,201036354,200512,2005,0,0,0,0,210386,0,0,0,1597652,1597652,1597652,0,5566130,0,0,3968478,5566130,0,0,5566130,0,0,0,0,0,0,0,0,1387266,0,0,,1597652,1597652,0,0,0,0,0,0,0,1597652,0,0,0,0,0,0,0,3968478,0,0,0,0,0,363986,0,-153600,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,3968478,0.0,1.0,29490175069146.0,2005,N,10016-1901,10016.0,12,0.0,0.0,0.0,600 3RD AVE,3.0,0.0,NEW YORK,1.0,L-3 COMMUNICATIONS CORPORATION,2.0,13.0,0.0,10.0,0.0,L-3 COMMUNICATIONS GROUP HEALTH PLAN NONBARGAINED GROUP VEBA,1.0,200506.0,,NY,rtf05CO,,A30,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.49293000000000003,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,IN,,A30,A,510000.0,90.0
17569,201036390,200512,2005,0,0,0,0,412194,0,0,0,1586194,1586194,1586194,0,10848266,0,0,9262072,10848266,0,0,10848266,0,0,0,0,0,0,0,0,1174000,0,0,,1586194,1586194,0,0,0,0,0,0,0,1586194,0,0,0,0,0,0,0,9262072,0,0,0,0,0,731052,0,-318858,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,9262072,0.0,1.0,29490175069076.0,2005,N,10016-1901,10016.0,12,0.0,0.0,0.0,600 3RD AVE,3.0,0.0,NEW YORK,1.0,L-3 COMMUNICATIONS CORPORATION,2.0,13.0,0.0,10.0,0.0,L-3 COMMUNICATIONS GROUP HEALTH PLAN BARGAINED GROUP VEBA,1.0,200508.0,,NY,rtf05CO,,A30,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.5647300000000001,36061.0,5602.0,5600.0,A30,A,PC,O,AR,A,IN,,A30,A,510000.0,90.0
18104,201575771,200606,2005,15000,0,0,0,0,0,0,0,29625,29625,44625,44694,-169,0,0,584,1641,684,1810,0,0,0,0,0,0,0,0,0,29625,0,0,,44625,44625,0,0,0,0,0,0,0,-69,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,0.0,1.0,29409203233056.0,2006,N,10033-2214,10033.0,6,0.0,0.0,0.0,37 OVERLOOK TER APT 3E,3.0,0.0,NEW YORK,1.0,KLARA KUCHMENT,2.0,13.0,0.0,10.0,0.0,SELF-HELP ASSOCIATION OF AMERICAN RUSSIAN ELDERLY,1.0,200512.0,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.77653,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,9.0
19026,203132925,200606,2005,0,987169,0,0,4564,0,0,0,88564,88564,1075733,500933,606483,187500,0,31683,619863,0,13380,0,0,0,0,0,0,0,0,0,84000,0,0,,1075733,1075733,0,0,0,0,0,0,0,574800,0,0,0,0,0,0,0,31683,0,0,0,0,4564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,1.0,29490343371066.0,2006,N,10010-2239,10010.0,6,0.0,0.0,0.0,41 MADISON AVE RM 4000,3.0,0.0,NEW YORK,2.0,ALLEN R BROMBERGER,2.0,13.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,1.0,200509.0,,NY,rtf05CO,,A68,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.23465,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,IN,,A68,A,711130.0,90.0
19783,221010243,200606,2005,0,94791,0,0,0,0,0,0,0,0,94791,92851,23401,8350,0,21461,23402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,94791,94791,0,0,0,0,0,0,0,1940,0,0,0,0,0,0,0,21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,0,263.0,1.0,29490287109076.0,2006,N,10011-7419,10011.0,6,263.0,264.0,279.0,45 W 14TH ST,9.0,0.0,NEW YORK,3.0,BENJAMIN RODRIGUEZ,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,197301.0,0019,NY,rtf05CO,,A40,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.37340999999999996,36061.0,5602.0,5600.0,A40,C,PC,O,AR,A,IN,,S99,S,813410.0,90.0
21572,222701258,200512,2005,0,35102,0,0,370,0,0,0,209150,209150,244252,244595,102100,0,0,102443,102100,0,0,0,0,0,0,0,0,0,0,0,208780,0,0,,244252,244252,0,0,0,0,0,0,0,-343,0,0,0,0,0,0,0,102443,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,200.0,1.0,29490210021176.0,2005,N,10019-3922,10019.0,12,200.0,229.0,0.0,156 W 56TH ST STE 1902,3.0,0.0,NEW YORK,1.0,FRUCHTER ROSEN & COMPANY P C,2.0,13.0,0.0,10.0,0.0,BOOKBINDERS GUILD OF NEW YORK INC,5.0,198610.0,,NY,rtf05CO,,A20,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.65488,36061.0,5602.0,5600.0,A20,C,PC,O,AR,A,IN,,A20,A,710000.0,90.0
21848,222924636,200604,2005,0,28240,0,0,0,0,0,0,24052,24052,52292,52110,21374,0,0,21442,24174,250,2800,0,0,0,0,0,0,0,0,0,19465,0,4587,,52292,52292,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,21192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0,119.0,1.0,29409266122046.0,2006,N,10037-2610,10037.0,4,119.0,40.0,279.0,10 W 135TH ST APT 4E,9.0,0.0,NEWYORK,3.0,HAZEL N DUKES,2.0,13.0,0.0,10.0,1520.0,LINKS INC,1.0,196112.0,METRO MANHATTAN LINKS INC,NY,rtf05CO,,A99,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.53214,36061.0,5602.0,5600.0,A99,C,PC,O,AR,A,IN,,A99,A,710000.0,9.0
22142,223075802,200512,2005,0,137550,0,0,3522,0,0,0,1222916,1222916,1360466,1240266,313485,0,0,311732,534909,118447,221424,0,0,0,0,0,0,0,0,0,1219394,0,0,,1360466,1360466,0,0,0,0,0,0,0,120200,0,0,0,0,0,0,0,193285,0,0,0,0,3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0,123.0,1.0,29490273241026.0,2005,N,10001-6796,10001.0,12,123.0,200.0,0.0,322 8TH AVE STE 501,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,7 X 24 EXCHANGE INC,1.0,199201.0,,NY,rtf05CO,,A70,,C,A,A,AR,AR,AR,IN,,O,O,AR,A,0.87187,36061.0,5602.0,5600.0,A70,C,PC,O,AR,A,IN,,A70,A,710000.0,90.0
22354,223199519,200412,2004,0,0,0,0,0,0,0,0,71846,71846,71846,29505,20598,0,0,51552,20598,0,0,0,0,0,0,0,0,0,0,73295,0,-1449,0,,-1449,-1449,0,0,0,0,0,71846,0,-30954,0,0,0,0,0,0,0,51552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,29409176017055.0,2004,N,10016,10016.0,12,,,,,,,,,,,,,,,ASSOC OF INDIAN IN CONSTRUCTION IND INC,,,,NY,rtf05CO,,A23,,A,A,A,AR,AR,AR,IN,,U,O,AR,A,0.25161,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,IN,,A23,A,710000.0,9.0
28375,237055265,200512,2005,0,0,314042,318286,70215,0,0,0,681380,363094,681380,272521,1809768,6000,0,1972948,1937525,242362,127757,0,0,0,0,0,0,0,0,0,297123,0,0,,363094,363094,0,-4244,0,0,0,0,0,90573,-11391,0,0,0,0,0,0,1730586,0,0,0,0,398,69817,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0,211.0,1.0,29490315088176.0,2005,N,10003-9502,10003.0,12,211.0,279.0,265.0,730 BROADWAY,3.0,0.0,NEW YORK,1.0,AMALGAMATED LIFE,2.0,13.0,0.0,10.0,0.0,ST LOUIS TEXTILE PROCESSORS LOCAL 108 WELFARE FUND GROUP 1200,2.0,197001.0,,NY,rtf05CO,,A40,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.66104,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,IN,,A40,A,710000.0,90.0
31736,237164969,200606,2005,0,695750,18543,0,22408,0,0,0,171861,171861,867611,813170,596893,150553,0,550832,629726,18675,32833,596893,0,0,0,0,0,0,0,0,114570,0,16340,,867611,867611,0,18543,0,0,0,0,0,54441,10295,202087,23412,0,0,0,0,532157,0,0,0,0,22408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,532157,920.0,1.0,29490350197236.0,2006,N,10022-3673,10022.0,6,920.0,59.0,119.0,120 E 56TH ST RM 520,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM DIRECTORS,1.0,197203.0,,NY,rtf05CO,,A50,,A,A,A,AR,AR,AR,IN,,O,O,AR,A,0.8806700000000001,36061.0,5602.0,5600.0,A50,A,PC,O,AR,A,IN,,A0351,A,813920.0,90.0
