,EIN,CYCLE,DLN,NTEEIRS,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,NteeFinal,nteeFinal1,DirSupEstimate,DirSupCode,DirSupYr,GovGtEstimate,GovGtCode,GovGtYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,IndSupEstimate,IndSupCode,IndSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LONGITUDE,LATITUDE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr
4931,20569320,200708.0,29490034219107.0,A63,200602,2005,121619,0,0,0,0,0,0,0,0,0,121619,108098,19818,0,0,6297,24818,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,,121619,121619,0,0,0,0,0,0,0,13521,0,0,0,0,0,0,0,6297,0,0,0,0,0,0,0,0,0,0,0,90596,0,8415,0,0,0,99011,90596,3,9,0,0,0.0,1.0,2006,N,11201-2327,11201.0,20569320200602,205693202006,2,0.0,0.0,0.0,145 HICKS ST STE A-54,3.0,200612.0,BROOKLYN,1.0,LYNN PARKERSON,1.0,11.0,15.0,10.0,0.0,BROOKLYN BALLET,1.0,200206.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A63,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.08672289999999999,36047.0,5602.0,5600.0,A63,A,100916,4,2006.0,20603.0,4,2006.0,19818.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9902,40.6944,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,24818.0,6,2003.0
5009,20581476,,29409217204246.0,,200512,2005,30201,0,0,0,211,0,1871,-509,6294,4423,36495,14685,31610,0,0,17810,31610,0,0,0,0,0,0,0,0,0,0,6139,0,-1418,0,,28485,28485,0,0,0,0,0,4721,1362,13800,0,0,0,0,0,0,0,17810,0,0,0,0,0,0,0,211,0,0,0,50088,0,262,0,0,0,50732,50470,3,7,0,0,0.0,,2005,N,10163-3951,10163.0,20581476200512,205814762005,12,0.0,0.0,0.0,PO BOX 3951,3.0,200612.0,NEW YORK,2.0,FINNISH TOURIST BOARD,1.0,13.0,15.0,10.0,0.0,FINLAND CENTER FOUNDATION,1.0,200306.0,,NY,core05pc,,,,,,A20,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.222815,36061.0,5602.0,5600.0,A20,A,0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,-73.9706,40.7536,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0
5037,20585882,200728.0,29490175022287.0,A62,200606,2005,64701,0,0,0,0,1841,0,0,153958,153958,218659,229481,-3344,30954,0,8978,9156,1500,12500,0,0,0,0,0,0,0,0,0,152883,1075,0,,218659,218659,0,0,0,0,0,1075,0,-10822,0,96698,22765,0,0,0,0,7478,0,0,0,0,0,0,0,0,0,0,0,69436,0,187231,0,0,0,256667,69436,3,9,0,0,0.0,1.0,2006,N,10012-0001,10012.0,20585882200606,205858822006,6,0.0,0.0,0.0,PO BOX 16,3.0,0.0,NEW YORK,2.0,DAVID DORFMAN DANCE,1.0,13.0,16.0,10.0,0.0,BATTLEWORKS DANCE COMPANY,1.0,200302.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A62,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.6476430000000001,36061.0,5602.0,5600.0,A62,A,64701,4,2006.0,0.0,4,2006.0,-3344.0,4,2006.0,1400.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,1381.0,2,2006.0,-73.9979,40.7253,PC,O,AR,A,IN,,,,,,,,,,,,,
5053,20589687,200713.0,29490062133287.0,B90,200606,2005,238347,0,22573,23498,1136,40141,0,0,1886484,1862986,2124831,1729868,-251726,351990,0,478431,926242,1020621,1177968,0,0,0,0,0,0,0,0,81001,1551445,230329,0,,2020332,2020332,0,-925,0,0,0,311330,0,290464,0,731830,84634,0,0,0,0,-542190,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,1.0,2006,N,10128-1226,10128.0,20589687200606,205896872006,6,0.0,0.0,0.0,65 E 89TH ST,3.0,0.0,NEW YORK,2.0,NANCY GODREAU,1.0,13.0,11.0,10.0,0.0,ST THOMAS MORE PLAY GROUP INC,1.0,200210.0,,NY,rtf06pc,3.0,4.0,4.0,4.0,,A65,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.177609,36061.0,5602.0,5600.0,A65,A,0,2,2007.0,0.0,2,2007.0,-251726.0,6,2003.0,133002.0,8,2006.0,-151420.0,2,2007.0,0.0,2,2007.0,0.0,0,2006.0,0.0,2,2007.0,0.0,2,2007.0,68701.0,2,2006.0,-73.9507,40.7819,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,715316.0,6,2003.0
5147,20604733,,29409309052165.0,,200412,2004,20100,0,0,0,0,0,0,0,22790,22790,42890,43932,311,0,0,1353,311,0,0,0,0,0,0,0,0,0,0,0,22790,0,0,,42890,42890,0,0,0,0,0,0,0,-1042,0,0,0,0,0,0,0,1353,0,0,0,0,0,0,0,0,0,0,0,34000,0,20550,0,0,0,54550,34000,3,9,0,0,0.0,,2004,N,10458-0580,10458.0,20604733200412,206047332004,12,0.0,0.0,0.0,PO BOX 580,3.0,200612.0,BRONX,1.0,MAGDALENA KRUPKA,1.0,13.0,16.0,20.0,0.0,BRONX STAGE & FILM CO INC,1.0,200410.0,,NY,core05pc,,,,,,A31,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.43469300000000005,36005.0,5602.0,5600.0,A31,A,0,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,-73.888,40.8627,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,
5317,20633590,200720.0,29490111149217.0,A40,200606,2005,38300,0,0,0,0,2576,0,0,0,0,38300,39658,59258,0,0,63116,60583,2500,1325,0,0,0,0,0,0,0,0,0,0,0,0,,38300,38300,0,0,0,0,0,0,0,-1358,0,0,0,0,0,0,0,60616,0,0,0,0,0,0,0,0,0,0,0,209987,0,0,0,0,0,209987,209987,3,7,0,0,0.0,1.0,2006,N,10011-1119,10011.0,20633590200606,206335902006,6,0.0,0.0,0.0,535 W 22ND ST FL 5,3.0,200606.0,NEW YORK,1.0,ELECTRONIC ARTS INTERMIX,1.0,13.0,15.0,20.0,0.0,INDEPENDENT MEDIA ARTS PRESERVATION INC,1.0,200307.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A30,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.9848110000000001,36061.0,5602.0,5600.0,A30,A,3800,4,2006.0,34500.0,4,2006.0,10510.0,4,2006.0,40778.0,8,2006.0,48748.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,42460.0,2,2006.0,-73.9997,40.7409,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,47754.0,6,2003.0
5372,20643034,200704.0,29490007093247.0,A6B,200606,2005,12409,4080,0,0,0,1409,0,0,18742,18742,35231,28326,13271,10000,0,6911,13271,0,0,0,0,0,0,0,0,0,0,545,18047,0,150,,34686,34686,0,0,0,0,0,545,0,6360,0,0,0,0,0,0,0,6911,0,0,0,0,0,0,0,0,0,0,0,27958,7294,39399,0,0,0,79947,40548,3,9,0,0,0.0,1.0,2006,N,10108-2044,10108.0,20643034200606,206430342006,6,0.0,0.0,0.0,PO BOX 2044,3.0,200708.0,NEW YORK,2.0,MATTHEW LAUFER,1.0,13.0,16.0,10.0,0.0,MANHATTAN CHORAL ENSEMBLE INC,1.0,200212.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A6B,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.712453,36061.0,5602.0,5600.0,A6B,A,12409,4,2006.0,0.0,4,2006.0,13271.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9907,40.7601,PC,O,AR,A,IN,,,,,,,,,,,,,
5541,20671070,,29490351285225.0,,200412,2004,52350,0,0,0,170,0,0,0,153609,153609,205959,194946,34028,18600,0,23015,37528,0,3250,0,0,0,0,0,0,0,0,0,153439,0,0,,205959,205959,0,0,0,0,0,0,0,11013,0,33603,5326,0,0,0,0,23015,0,0,0,0,170,0,0,0,0,0,0,50000,0,0,4,0,0,50004,50004,3,7,0,0,0.0,,2004,N,11217-1506,11217.0,20671070200412,206710702004,12,0.0,0.0,0.0,80 HANSON PL,3.0,200612.0,BROOKLYN,1.0,TODD TRIPLETT,1.0,11.0,15.0,10.0,0.0,PARKS HALL INC,1.0,200307.0,,NY,core05pc,,,,,,A02,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.284964,36047.0,5602.0,5600.0,A02,A,52350,4,2004.0,0.0,4,2004.0,34028.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,0,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,2,2004.0,-73.9794,40.6825,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,29533.0,6,2003.0
5602,20682988,200744.0,29490286258157.0,A60,200606,2005,189749,0,0,0,0,0,0,0,37607,37607,227356,174638,70892,0,0,25324,82742,7150,11850,0,0,0,0,0,0,0,0,0,37607,0,0,,227356,227356,0,0,0,0,0,0,0,52718,0,0,0,0,0,0,0,18174,0,0,0,0,0,0,0,0,0,0,0,65750,0,3130,0,0,0,68880,65750,3,9,0,0,0.0,1.0,2006,N,11355-2340,11355.0,20682988200606,206829882006,6,0.0,0.0,0.0,4660 156TH ST,3.0,200712.0,FLUSHING,2.0,LAURENCE SINGER,1.0,11.0,15.0,10.0,0.0,IMMEDIATE LIFE INC,1.0,200503.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A60,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.46083199999999996,36081.0,5602.0,5600.0,A60,A,189749,1,2006.0,0.0,1,2006.0,70892.0,4,2006.0,2657.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,1,2006.0,0.0,1,2006.0,0.0,1,2006.0,-73.8197,40.7505,PC,O,AR,A,IN,,0.0,1,2006.0,38119.0,1,2006.0,0.0,1,2006.0,25013.0,1,2006.0
5699,20700407,,,,200412,2004,23000,0,0,0,0,0,0,0,15161,15161,38161,21786,6414,0,0,4000,5414,0,0,0,0,0,0,0,0,0,0,13961,0,-4494,5694,,24200,24200,0,0,0,0,0,9467,0,2414,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,,,2004,N,10027-3202,10027.0,20700407200412,207004072004,12,0.0,0.0,0.0,560 RIVERSIDE DR,3.0,200712.0,NEW YORK,2.0,BHAVANI DARYANANI,1.0,13.0,15.0,10.0,0.0,NAYIKAS-SAMITA DANCE THEATER CORP,1.0,200405.0,,NY,core05pc,,,,,,A62,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.49513599999999997,36061.0,5602.0,5600.0,A62,A,0,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,-73.9538,40.8113,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,
5741,20708419,200751.0,29409300075157.0,A62,200706,2006,49175,0,0,0,0,0,0,0,19008,19008,68183,70946,15555,0,0,18317,15555,0,0,0,0,0,0,0,0,0,0,0,19008,0,0,,68183,68183,0,0,0,0,0,0,0,-2762,0,0,0,0,0,0,0,18317,0,0,0,0,0,0,0,0,0,0,0,134960,0,63807,0,0,0,198767,134960,3,9,0,0,0.0,1.0,2007,N,10011-5436,10011.0,20708419200706,207084192007,6,0.0,0.0,0.0,121 W 17TH ST APT 4B,3.0,200712.0,NEW YORK,1.0,JOANNA MENDL SHAW,1.0,13.0,15.0,10.0,0.0,EQUUS PROJECTS INC,1.0,200406.0,DANCING WITH HORSES,NY,rtf06pc,1.0,1.0,1.0,1.0,,A62,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.331673,36061.0,5602.0,5600.0,A62,A,0,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,-73.9997,40.7409,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,
5789,20720786,200707.0,29490027015177.0,A65,200606,2005,59420,0,0,0,0,0,0,0,16016,16016,75436,18844,65964,0,0,9372,66885,0,921,0,0,0,0,0,0,0,0,0,16016,0,0,,75436,75436,0,0,0,0,0,0,0,56592,0,0,0,0,0,0,0,9372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0.0,1.0,2006,N,10016-8012,10016.0,20720786200606,207207862006,6,0.0,0.0,0.0,440 PARK AVE S,3.0,0.0,NEW YORK,2.0,BENJAMIN SALKA,1.0,13.0,16.0,10.0,0.0,STRIKING VIKING STORY PIRATES INC,1.0,200604.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A65,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.15324100000000002,36061.0,5602.0,5600.0,A65,A,14405,4,2006.0,45015.0,4,2006.0,65964.0,4,2006.0,4045.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,561.0,2,2006.0,-73.9782,40.7445,PC,O,AR,A,IN,,,,,,,,,,,,,
5877,20749041,,29490217321126.0,,200512,2005,134106,0,0,0,408,0,0,0,408,408,134514,48829,85685,0,0,0,85685,0,0,85685,0,0,0,0,0,0,0,0,0,0,0,,134514,134514,0,0,0,0,0,0,0,85685,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0.0,,2005,N,10001-2603,10001.0,20749041200512,207490412005,12,0.0,0.0,0.0,450 W 33RD ST,3.0,200912.0,NEW YORK,1.0,LARRY BRANDO,1.0,13.0,15.0,10.0,0.0,ASSOCIATED PRESS EMERGENCY RELIEF FUND,1.0,200511.0,,NY,core05pc,,,,,,A33,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.7278680000000001,36061.0,5602.0,5600.0,A33,A,134106,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,0,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,2,2005.0,-73.9967,40.75,PC,O,AR,A,IN,,,,,,,,,,,,,
7193,30383217,200752.0,29490335071117.0,A33,200612,2006,11745,0,0,0,0,0,279587,157313,454495,174908,466240,180353,43461,0,0,22510,99610,0,56149,0,0,0,0,0,0,0,0,0,17595,0,0,,186653,186653,0,0,0,0,0,0,436900,6300,14651,105725,9393,0,0,0,0,22510,0,0,0,0,0,0,0,0,0,0,0,26391,0,889657,0,0,0,916048,26391,3,9,0,0,0.0,1.0,2006,N,11222-1545,11222.0,30383217200612,303832172006,12,0.0,0.0,0.0,37 GREENPOINT AVENUE,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,16.0,10.0,0.0,BOOKLYN INCORPORATED,1.0,200304.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A70,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.295745,36047.0,5602.0,5600.0,A70,A,11745,8,2006.0,0.0,8,2006.0,43461.0,8,2006.0,1067.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,0,2006.0,0.0,8,2006.0,0.0,8,2006.0,226.0,2,2006.0,-73.9456,40.7272,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,99610.0,6,2003.0
7233,30388136,,,,200412,2004,30877,0,0,0,0,0,0,0,6741,6741,37618,39754,-2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6741,0,,37618,37618,0,0,0,0,0,6741,0,-2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,8205,0,0,0,10275,2000,3,7,0,0,,,2004,N,11103-4027,11103.0,30388136200412,303881362004,12,0.0,0.0,0.0,3712 BROADWAY,3.0,200812.0,ASTORIA,1.0,SEBASTIEN SABATIER CURIAL,1.0,11.0,16.0,20.0,0.0,SABA DANCE THEATER CO,1.0,200403.0,,NY,core05pc,,,,,,A62,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.441895,36081.0,5602.0,5600.0,A62,A,30877,4,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,0,2004.0,0.0,4,2004.0,0.0,4,2004.0,,,,-73.9103,40.7628,PC,O,AR,A,IN,,,,,,,,,,,,,
7496,30433832,,29409224020066.0,,200512,2005,0,41936,0,0,0,0,0,0,0,0,41936,39662,16425,0,0,14151,16425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41936,41936,0,0,0,0,0,0,0,2274,0,0,0,0,0,0,0,14151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,,2005,N,10003-0000,10003.0,30433832200512,304338322005,12,0.0,0.0,0.0,36 E 20TH ST 2ND F,3.0,200612.0,NEW YORK,1.0,JOHN AKBULUT,1.0,13.0,16.0,10.0,0.0,TURKISH AMERICAN CULTURAL ASSOCIATION OF LONG ISLAND INC,1.0,200209.0,,NY,core05pc,,,,,,A23,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.0210375,36061.0,5602.0,5600.0,A23,A,0,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,-73.9891,40.7316,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,
7504,30434419,200708.0,29490027172007.0,T30,200512,2005,176137,0,0,0,1027,62585,0,0,1027,1027,177164,190138,88467,0,4128,152978,169865,30200,81398,0,0,0,0,0,0,0,0,21337,0,-21337,0,,155827,155827,0,0,0,0,0,0,0,-34311,0,0,0,0,0,0,0,122778,0,0,0,0,1027,0,0,0,0,0,0,441100,0,263247,891,0,0,705238,441991,3,7,0,0,0.0,1.0,2005,N,10001-7708,10001.0,30434419200512,304344192005,12,0.0,0.0,0.0,220 FIFTH AVE,3.0,200612.0,NEW YORK,1.0,WILLIAM STRUM,1.0,13.0,15.0,10.0,0.0,AMERICAN FRIENDS OF BATSHEVA DANCE COMPANY INC,1.0,200208.0,,NY,rtf06pc,2.0,2.0,2.0,2.0,,A1162,62,A,A,A,AR,AR,AR,IN,,PC,S,ZA,A,0.24314699999999997,36061.0,5602.0,5600.0,A1162,A,176137,4,2005.0,0.0,4,2005.0,88467.0,4,2005.0,0.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,0,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,2,2005.0,-73.9967,40.75,PC,S,ZA,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,169865.0,6,2003.0
7514,30435800,,29490112120046.0,,200412,2004,70503,0,0,0,0,34955,0,0,64749,64749,135252,92267,33657,5859,32755,45410,48667,6518,15010,0,0,0,0,0,0,0,0,48220,0,16529,0,,87032,87032,0,0,0,0,0,64749,0,-5235,0,0,577,0,0,0,0,38892,0,0,0,0,0,0,0,0,0,0,0,119151,0,0,0,0,0,119151,119151,3,7,0,0,0.0,,2004,N,10016-8171,10016.0,30435800200412,304358002004,12,0.0,0.0,0.0,155 E 29TH ST APT 11A,3.0,200612.0,NEW YORK,2.0,STEVEN BERNSTEIN,1.0,13.0,15.0,20.0,0.0,AMERICAN TRIBUTE CENTER INC,1.0,200209.0,,NY,core05pc,,,,,,A33,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.914523,36061.0,5602.0,5600.0,A33,A,70503,4,2004.0,0.0,4,2004.0,3205.0,4,2004.0,593.0,8,2004.0,31922.0,6,2003.0,0.0,4,2004.0,0.0,0,2004.0,0.0,4,2004.0,0.0,4,2004.0,467.0,2,2004.0,-73.9782,40.7445,PC,O,AR,A,IN,,0.0,6,2003.0,1715.0,6,2003.0,0.0,6,2003.0,44915.0,6,2003.0
7593,30449634,200738.0,29490244170107.0,A80,200612,2006,55110,4150,0,0,152,0,0,0,152,152,59412,48959,29800,0,0,19347,32361,0,2561,0,0,0,0,0,0,0,0,0,0,0,0,,59412,59412,0,0,0,0,0,0,0,10453,0,0,0,0,0,0,0,19347,0,0,0,0,152,0,0,0,0,0,0,26803,10988,0,0,0,0,59446,59446,3,9,0,0,0.0,1.0,2006,N,10018-0989,10018.0,30449634200612,304496342006,12,0.0,0.0,0.0,1350 BROADWAY RM 206,3.0,0.0,NEW YORK,2.0,WISS JANNEY ELSTNER ASSOC,1.0,13.0,16.0,20.0,0.0,ASSOCIATION FOR PRESERVATION TECHNOLOGY NORTHEAST INC,1.0,200605.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A82,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.717073,36061.0,5602.0,5600.0,A82,A,55110,8,2006.0,0.0,8,2006.0,29800.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,0,2006.0,0.0,8,2006.0,0.0,8,2006.0,0.0,2,2006.0,-73.9967,40.7557,PC,O,AR,A,IN,,,,,,,,,,,,,
7749,30474145,200748.0,29490175080007.0,B99,200612,2006,25000,0,0,0,0,0,0,0,268551,268551,293551,271165,14932,115925,0,61281,84015,68735,69083,14932,0,0,0,0,0,0,0,0,268551,0,0,,293551,293551,0,0,0,0,0,0,0,22386,0,98501,18760,0,0,0,0,-7454,0,0,0,0,0,0,0,0,0,0,0,0,647917,0,0,0,0,647917,647917,3,9,0,-7454,0.0,1.0,2006,Y,10003-3101,10003.0,30474145200612,304741452006,12,0.0,0.0,0.0,16 EAST 14TH STREET APT 6A,3.0,200612.0,NEW YORK,1.0,SALANS,1.0,13.0,16.0,10.0,0.0,EDUCATION IN DANCE AND THE RELATED ARTS,1.0,200304.0,,NY,rtf06pc,1.0,2.0,2.0,2.0,,A62,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.8700479999999999,36061.0,5602.0,5600.0,A62,A,25000,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,8,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,0,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,2,2006.0,-73.9891,40.7316,PC,O,AR,A,IN,,,,,,,,,,,,,
7934,30505193,200729.0,29409181054347.0,A20,200612,2006,38978,0,0,0,0,0,0,0,3897,3897,42875,48497,17289,0,0,22911,17289,0,0,0,0,0,0,0,0,0,0,0,3897,0,0,,42875,42875,0,0,0,0,0,0,0,-5622,0,0,0,0,0,0,0,22911,0,0,0,0,0,0,0,0,0,0,0,77325,0,15605,104,0,0,93034,77429,3,9,0,0,0.0,1.0,2006,N,11217-2016,11217.0,30505193200612,305051932006,12,0.0,0.0,0.0,609 WARREN ST,3.0,200712.0,BROOKLYN,2.0,DAVID GORDON,1.0,11.0,15.0,10.0,0.0,LOOK & LISTEN INC,1.0,200306.0,,NY,rtf06pc,1.0,1.0,1.0,1.0,,A20,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.318457,36047.0,5602.0,5600.0,A20,A,0,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,-73.9794,40.6825,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,
7992,30515962,200715.0,29409027126117.0,A63,200606,2005,20550,0,0,0,0,0,0,0,77374,77374,97924,126266,-28342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77374,0,0,,97924,97924,0,0,0,0,0,0,0,-28342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0.0,1.0,2006,N,10025-4784,10025.0,30515962200606,305159622006,6,0.0,0.0,0.0,5 W 102ND ST APT 5B,3.0,0.0,NEW YORK,2.0,ALEXANDER ERIKSSON,1.0,13.0,16.0,10.0,0.0,URBAN BALLET THEATER INC,1.0,200508.0,,NY,rtf06pc,1.0,1.0,1.0,2.0,,A63,,A,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.823694,36061.0,5602.0,5600.0,A63,A,0,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,-73.9672,40.7894,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,
