,EIN,FisYr,TAXPER,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,verify,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,FIPS,MSA_NECH,PMSA,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
6406,113267073,2006,200606,200641.0,29491252161026.0,Z99Z,N,Y,0.0,25.0,2005,3.0,2.0,1.0,3,994.0,4452,0,0,0,0,0,0,0,4452,210,4242,210,0,4452,10038,0,0,0,0,0,10038,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,4452,210,0,210,0,0,0,0,0,0,10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11426.0,ASSOC FOR THE HISTORIC RESTORATION AND THE PRESERVATION OF LIVES,,246 03 86 RD,JAMAICA,NY,11426-1625,0.0,3.0,1.0,199611.0,1.0,4.0,994.0,160.0,0.0,1.0,11.0,200912.0,1.0,6,A H R P L,,,A80,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.304616,36081.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A80,A
6768,113498583,2005,200507,200629.0,29491112065196.0,T22,N,Y,0.0,1.0,2004,3.0,7.0,4.0,3,0.0,79112,0,178020,0,0,148771,62000,0,405903,313666,92237,0,0,0,5211802,374875,2262959,500000,3137834,10472,6311768,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,313666,0,0,0,0,0,0,69546,0,5201330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11354.0,VOELKER-ORTH MUSEUM,CATHERINE ABRAMS,149 19 38TH AVE,FLUSHING,NY,11354-4839,0.0,3.0,1.0,200006.0,1.0,4.0,0.0,0.0,0.0,5.0,11.0,0.0,1.0,7,,,,A50,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.9882110000000001,36081.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A50,A
6769,113499131,2005,200512,200651.0,29491336025126.0,X30,N,Y,0.0,1.0,2005,3.0,1.0,1.0,3,0.0,0,56,0,0,0,0,0,9000,56,12700,-12644,12700,0,0,6689,0,0,0,0,2000,6689,0,329,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3700,0,3700,0,0,6689,0,0,0,4689,0,0,0,0,0,0,0,0,0,0,6684,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11204.0,INTERNATIONAL COMMITTEE FOR PRESERVATION OF GRAVESITES OF,A ROMI COHN,5312 17TH AVE,BROOKLYN,NY,11204-1423,0.0,3.0,1.0,199910.0,1.0,4.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,12,GEONAI PRESSBURG,,,A82,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.940375,36047.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,X30,X
6907,113559712,2005,200512,200651.0,29491336136026.0,A51,N,Y,0.0,1.0,2005,2.0,6.0,3.0,3,0.0,0,0,0,406,0,0,0,0,406,14219,-13813,12931,0,0,2597426,0,0,0,0,0,2627658,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,14219,0,12931,0,0,58138,0,0,0,2597426,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12931,13290,16935,7549,50705,2627658,2656914,2621411,2638793,10544776,2563738,2611240,2559891,2575305,10310174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11215.0,HAROLD WESTON FOUNDATION,REBECCA FOSTER,144 GARFIELD PL 4R,BROOKLYN,NY,11215-2177,0.0,3.0,1.0,200108.0,1.0,3.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,12,,,,A51,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.912602,36047.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A51,A
6961,113586236,2005,200512,200650.0,29491322043246.0,A20,N,Y,0.0,20.0,2005,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11432.0,FRIENDS OF SANTA CLARA DEL COBRE INC,ROY SKODNICK,175-20 WEXFORD TER STE 4M,JAMAICA,NY,11432-2835,0.0,3.0,1.0,200302.0,1.0,15.0,0.0,0.0,0.0,1.0,11.0,200412.0,10.0,12,,,,A20,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.255306,36081.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A20,A
6996,113630680,2005,200506,200626.0,29491154011186.0,A51,N,Y,0.0,1.0,2004,2.0,5.0,4.0,3,0.0,191100,522,0,520,0,1389,0,23125,193531,353418,-159887,328504,784,0,842907,0,0,0,0,49330,842907,0,42980,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,0,0,1042,1911,330293,258,305379,258,1911,2355,0,715135,0,793577,8,0,0,47,0,0,0,0,39,8,872700,0,1,0,0,0,1,328504,269644,379076,118457,1095681,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39,0,11101.0,DORSKY GALLERY CURATORIAL PROGRAMS,DAVID DORSKY,1103 45TH AVE,LONG IS CITY,NY,11101-5109,0.0,3.0,1.0,200204.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6,,,,A51,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.326853,36081.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A50,A
7187,116036776,2006,200603,200641.0,29491252141216.0,,N,Y,0.0,1.0,2005,2.0,5.0,3.0,3,60.0,42469,0,0,0,0,0,0,0,42469,28291,14178,18881,0,0,701202,0,0,0,0,6558,701202,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,28291,0,18881,0,9410,27770,0,0,0,694644,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18881,17081,31691,43170,110823,0,0,0,0,0,0,0,0,0,0,1183,859,892,821,3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10012.0,ANONYMOUS ARTS RECOVERY SOCIETY INCORPORATED,,380 W BROADWAY,NEW YORK,NY,10012-5115,0.0,3.0,1.0,196311.0,1.0,3.0,60.0,91.0,0.0,1.0,13.0,0.0,1.0,3,,,,A03,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.8832540000000001,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A03,A
7413,116588142,2004,200412,200607.0,29491344290085.0,T20,N,Y,0.0,1.0,2004,3.0,5.0,3.0,3,0.0,60000,267,13293,0,0,0,0,21000,73560,82700,-9140,0,3564,3564,742991,310188,249088,289315,848591,206011,764999,29556,29592,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,13560,13560,61700,9996,0,9996,9996,168541,0,0,0,536980,36,0,0,0,0,0,0,0,0,36,600843,29556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,10012.0,SPIRALIS MUSIC TR,DAY BERRY & HOWARD LLP,188 SULLIVAN ST,NEW YORK,NY,10012-2507,0.0,3.0,1.0,200401.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12,CHOU WEN-CHUNG TTEE,,,A68,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.6301180000000001,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A68,A
7427,130429640,2005,200512,200651.0,29491336074036.0,,N,Y,0.0,1.0,2005,2.0,9.0,8.0,3,65.0,0,0,8607890,625753,0,599912,160000,1114245,9833555,2581984,7251571,2466653,9186578,9718224,64612470,9151168,41000178,0,50151346,0,64482804,0,2915965,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,9233643,9833555,1467739,47065,1352408,47065,115331,405465,0,9066201,0,64612470,0,0,0,0,0,0,0,0,0,0,59207404,0,2915965,2934888,2781696,2541928,11174477,2419588,2346891,2108873,1844742,8720094,0,0,0,0,0,0,0,0,0,0,1943977,1956592,1854464,1694619,7449652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10032.0,AMERICAN ACADEMY OF ARTS AND LETTERS,,633 W 155TH ST,NEW YORK,NY,10032-7501,0.0,3.0,2.0,193503.0,1.0,2.0,65.0,207.0,60.0,1.0,13.0,0.0,1.0,12,,,,A25,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.378173,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A25,A
7455,131656673,2005,200512,200641.0,29491252138086.0,,N,Y,0.0,1.0,2005,2.0,8.0,7.0,3,119.0,5066633,887,64793,249918,467,422866,61154,17950,5805564,691354,5114210,224796,295924,66631,10143727,64847,1323996,74029,1462872,136963,10143727,0,124115,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2362,315598,489013,673404,19674,206846,19674,422382,4049,0,620556,0,10006764,5918,0,0,900,0,0,0,7,0,5918,2520103,0,66631,85596,92577,81296,326100,224796,213558,218914,265202,922470,0,0,0,0,0,0,0,0,0,0,82743,79255,69589,68835,300422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025,0,10036.0,NATIONAL SCULPTURE SOCIETY,,15TH FLOOR,NEW YORK,NY,10036-0000,0.0,3.0,2.0,193901.0,1.0,3.0,119.0,59.0,40.0,1.0,13.0,0.0,1.0,12,,,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.229948,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A40,A
7492,131873289,2005,200512,200624.0,29491140114236.0,A50Z,N,Y,0.0,1.0,2005,3.0,6.0,3.0,3,119.0,31900,51,46551,168416,0,0,0,83743,246919,160121,86798,136436,191409,0,1808667,35126,1258147,496486,1789759,771,1808667,0,101343,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,215019,0,76378,23610,52693,23610,0,6903,0,0,0,1807895,1914,0,0,2500,0,0,0,0,586,1914,2057724,94429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-586,0,10017.0,BAGBY FOUNDATION FOR THE MUSICAL ARTS INC,,501 FIFTH AVE,NEW YORK,NY,10017-6103,0.0,3.0,1.0,194211.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A68,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.726698,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A68,A
7501,131926551,2005,200512,200624.0,29491140153046.0,,Y,N,0.0,1.0,2005,3.0,0.0,0.0,3,119.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10017.0,HARKNESS FOUNDATION FOR DANCE INC,,145 E 48TH ST 26C,NEW YORK,NY,10017-1259,0.0,3.0,1.0,197903.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A62,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.912106,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A62,A
7517,131966496,2004,200412,200604.0,29491344289145.0,A110,N,Y,0.0,1.0,2004,3.0,7.0,6.0,3,119.0,281047,148912,16941,81598,0,857,0,171735,529355,332120,197235,308948,231170,156895,5968003,4230385,1436176,0,5666561,14776,5968003,0,288552,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,248308,174033,160385,17138,137213,17138,17138,199,0,0,0,5953227,2312,0,0,0,0,0,0,56,0,2312,5858920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,0,10016.0,AUTHORS LEAGUE FUND ESTABLISHED BY THE AUTHORS LEAGUE OF AMERICA INC,,31 E 28TH ST FL 10,NEW YORK,NY,10016-7923,0.0,1.0,1.0,193603.0,1.0,4.0,119.0,561.0,0.0,1.0,13.0,0.0,1.0,12,,,,A11,70.0,A,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.5721,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZA,A,IN,,A1170,A
7559,132621140,2005,200512,200626.0,29491162384086.0,,N,Y,0.0,1.0,2005,3.0,6.0,6.0,3,161.0,20791,0,90607,325912,0,0,10000,150000,437310,235518,201792,165727,356228,0,3944840,100000,3640590,95800,3836390,0,5102601,15031,234293,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,416519,0,85518,60291,15727,60291,0,0,0,0,0,3944840,7125,0,0,5036,0,0,0,0,0,7125,4757227,227168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089,0,10158.0,VIOLA W BERNARD FOUNDATION INC,HARRY GOODKIN & CO,605 3RD AVE 2,NEW YORK,NY,10158-0180,0.0,3.0,1.0,196812.0,1.0,4.0,161.0,180.0,602.0,1.0,13.0,0.0,1.0,12,,,,A68,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.417401,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A68,A
7625,132874843,2005,200512,200626.0,29491162232206.0,,N,Y,0.0,1.0,2005,3.0,2.0,3.0,3,995.0,28500,0,0,0,0,850,0,0,29350,28940,410,28940,0,0,24863,0,0,0,0,0,24863,0,296,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,28940,0,28940,0,0,24863,0,0,0,24863,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023.0,LAURA PAWEL DANCE COMPANY INC,,15 W 72ND ST,NEW YORK,NY,10023-3402,0.0,3.0,2.0,197701.0,1.0,4.0,995.0,119.0,0.0,1.0,13.0,0.0,1.0,12,,,,A62,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.141539,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A62,A
7640,132893085,2005,200509,200644.0,29491280002176.0,,N,Y,0.0,1.0,2004,3.0,3.0,1.0,3,92.0,0,0,3218,19,0,800,0,3500,4037,6705,-2668,3500,3237,4018,91742,0,0,0,0,0,88526,0,4559,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3237,4018,3205,0,0,0,0,1768,0,87500,0,91742,65,0,0,0,0,65,0,0,0,65,92559,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022.0,NEW YORK DRAMA CRITIC CIRCLE INC,ROSENZWEIG & CO,845 THIRD AVE,NEW YORK,NY,10022-6601,0.0,3.0,2.0,197710.0,1.0,4.0,92.0,0.0,0.0,1.0,13.0,0.0,1.0,9,,,,A65,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.850675,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A65,A
7696,132958531,2005,200511,200626.0,29491147091006.0,,N,Y,0.0,1.0,2004,3.0,0.0,0.0,3,995.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10108.0,CHAMBER PLAYERS LIMITED,CHRIS EREDE,TIMES SQ STATION BOX 346,NEW YORK,NY,10108-0346,0.0,3.0,1.0,197810.0,1.0,4.0,995.0,90.0,0.0,1.0,13.0,198311.0,1.0,11,,,,A65,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.933348,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A65,A
7781,133030931,2006,200606,200651.0,29491336201156.0,A84Z,N,Y,0.0,1.0,2005,2.0,1.0,1.0,3,64.0,5483,0,0,0,0,0,0,0,5483,6975,-1492,5530,0,0,311,0,0,0,0,0,1,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,6975,0,5530,0,0,311,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5530,0,17782,8073,31385,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10037.0,MARTIN LUTHER KING JR NEW YORK SUPPORT GROUP INC,,2255 5TH AVENUE NO 12C,NEW YORK,NY,10037-2018,0.0,3.0,1.0,199705.0,1.0,3.0,64.0,0.0,0.0,1.0,13.0,0.0,1.0,6,,,,A84,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.480158,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A84,A
7784,133031485,2004,200412,200605.0,29491007087176.0,,N,Y,0.0,1.0,2004,3.0,7.0,7.0,3,119.0,1949132,37981,3115,-7598,0,2674419,300000,90050,4657049,2037297,2619752,1352008,41096,2713755,6673958,1650000,0,0,1650000,27714,6673958,0,142558,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,41096,2715515,1947247,0,1261958,0,1760,512430,0,0,0,6646244,822,0,0,0,0,0,0,5,0,822,2894570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,0,10019.0,BARYSHNIKOV DANCE FOUNDATION INC,PNFW,156 W 56TH ST 4TH FL,NEW YORK,NY,10019-3877,0.0,3.0,1.0,197911.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,,A62,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.738124,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A62,A
7803,133042386,2005,200512,200634.0,29491217066106.0,,N,Y,0.0,1.0,2005,3.0,3.0,1.0,3,119.0,0,1388,0,0,0,0,0,0,1388,525,863,0,863,0,62113,0,0,0,0,0,62113,3042,3059,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1388,0,525,525,0,525,0,62113,0,0,0,62113,17,0,0,0,0,17,0,0,0,17,62113,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,THE FOUNDATION FOR THE NATIONAL PERFORMING ARTS CENTRE OF INDIAINC,TATA INCORPORATED,3 PARK AVE STRE 27TH FLR,NEW YORK,NY,10016-5902,0.0,3.0,1.0,198011.0,1.0,4.0,119.0,93.0,0.0,1.0,13.0,0.0,1.0,12,,,,A12,60.0,A,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.397996,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A1260,A
7808,133047538,2005,200512,200642.0,93491283000006.0,,N,Y,0.0,1.0,2005,3.0,4.0,4.0,3,402.0,0,102,0,0,0,193292,0,2327,193394,128946,64448,128946,102,193394,125760,0,0,0,0,1,125760,0,9608,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,102,193394,126619,0,126619,0,0,50760,0,0,0,125760,2,0,0,0,0,2,0,0,0,2,195086,9606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10001.0,SEPHARDIC HERITAGE FOUNDATION INC,SAM CATTON,34 W 33 ST STE 1000,NEW YORK,NY,10001-3304,0.0,3.0,1.0,198012.0,1.0,4.0,402.0,994.0,400.0,1.0,13.0,198212.0,1.0,12,,,,A82,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.581339,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A82,A
7880,133093638,2005,200512,200635.0,29491217079006.0,,N,Y,0.0,1.0,2005,3.0,6.0,6.0,3,91.0,0,57806,75975,266783,0,15641,0,389300,416205,479984,-63779,389300,325521,58738,3966607,214879,1920519,197103,2332501,0,4420396,0,215301,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,416205,149422,90684,90684,0,90684,90684,74488,0,0,0,3966607,3255,0,0,2100,0,2500,0,0,1337,3255,4371585,212046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1337,0,10017.0,MILTON AND SALLY AVERY ARTS FOUNDATION INC,RADIN GLASS & CO,360 LEXINGTON AVE STE 22ND FLR,NEW YORK,NY,10017-6502,0.0,3.0,1.0,198311.0,1.0,4.0,91.0,123.0,561.0,1.0,13.0,0.0,1.0,12,FELDMAN RADIN & CO PC,M,,A12,61.0,B,A,A,AR,AR,AR,IN,,PF,S,ZB,A,0.469995,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZB,A,IN,,A1261,A
7887,133096058,2005,200512,200606.0,29491014043036.0,,N,Y,0.0,20.0,2005,3.0,1.0,3.0,3,90.0,33147,0,1099,306,0,0,0,0,34552,7392,27160,3680,0,0,1,0,0,0,0,0,1,0,1650,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1092,0,7392,3682,3680,3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33495,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10016.0,BARBARA BARONDESS THEATRE LAB FOUNDATION INC,ERE & CO,440 PARK AVE S 5TH,NEW YORK,NY,10016-8012,0.0,3.0,1.0,198201.0,1.0,4.0,90.0,995.0,0.0,1.0,13.0,198312.0,1.0,12,,,,A60,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.23768699999999998,36061.0,5602.0,5600.0,core2005pf_ver1,PC,O,AR,A,IN,,A60,A
7920,133106895,2005,200511,200619.0,29491112046166.0,A25I,N,Y,0.0,20.0,2004,3.0,1.0,1.0,3,46.0,2500,10,0,0,0,0,0,0,2510,11793,-9283,11793,10,0,1,0,0,0,0,0,1,0,137,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,10,0,11793,0,11793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5533,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10023.0,LACOSTE SCHOOL OF THE ARTS IN FRANCE INC,CLEVELAND INSTITUTE OF ART,PO BOX 230339 ANSONIA STATION,NEW YORK,NY,10023-0006,0.0,3.0,1.0,200404.0,1.0,4.0,46.0,0.0,0.0,1.0,13.0,0.0,1.0,11,,,,A11,25.0,A,A,A,AR,AR,AR,IN,,PF,S,ZA,A,0.32161100000000004,36061.0,5602.0,5600.0,core2005pf_ver1,PC,S,ZA,A,IN,,A1125,A
