,EIN,styear,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,NTEE1,NTEE4,nteecc,RandNum,zipnew,ZIP5,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
61801,113133360,1995,54109,0,0,0,123,15347,0,0,123,123,54232,65500,3421,0,0,14689,3721,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,54232,A84Z,,CENTRAL BROOKLYN MARTIN LUTHER KING COMMISSION,% LORRELL HENRY,931 LINCOLN PL,BROOKLYN,NY,11213-3332,0.0,3.0,3.0,1000.0,199506.0,1.0,,1.0,11.0,199812.0,10.0,12.0,,994.0,64.0,431.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A84,A,A84Z,A84,0.686171,11213.0,11213.0,5600.0,36047.0,,AR,1995,A80,199512,NY,11213.0,BROOKLYN,A80,,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
61806,133560378,1995,52366,0,0,0,0,0,0,0,9804,9804,62170,61015,2990,0,0,1835,10190,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,9804,0,0,,62170,A65Z,,ONYX THEATRE COMPANY INC,,57 FRONT ST 4TH FLR,BROOKLYN,NY,11201-1038,0.0,3.0,3.0,1000.0,199101.0,1.0,,1.0,11.0,199412.0,10.0,6.0,,88.0,994.0,90.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A65,A,A65Z,A65,0.394288,11201.0,11201.0,5600.0,36047.0,,AR,1996,A65,199606,NY,11201.0,BROOKLYN,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
61812,112825334,1994,51872,0,0,0,75,0,0,0,7490,7490,59362,45924,11717,0,0,2187,11717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3908,0,3507,0,,55454,A20Z,,ROOTS OF BRAZIL INC,% THE PINEAPPLE,416 BERGEN ST,BROOKLYN,NY,11217-2010,0.0,3.0,3.0,1000.0,198712.0,1.0,,1.0,11.0,0.0,10.0,12.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A20,A,A20Z,A20,0.550147,11217.0,11217.0,5600.0,36047.0,,AR,1994,A23,199412,NY,11217.0,BROOKLYN,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
61820,112495664,1994,3295400,0,2451210,2320500,90608,304126,0,0,2642560,322064,5937960,3485820,2944180,133865,0,4574950,4383510,1747410,1439330,0,0,0,0,0,0,0,0,0,0,0,0,0,94476,0,6263,,3617460,A52Z,,BROOKLYN CHILDRENS MUSEUM CORP,,145 BROOKLYN AVE,BROOKLYN,NY,11213-1930,0.0,3.0,3.0,1000.0,198110.0,1.0,,1.0,11.0,0.0,10.0,6.0,,60.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,5.0,4.0,4.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A52,A,A52Z,A52,0.634529,11213.0,11213.0,5600.0,36047.0,,AR,1995,A52,199506,NY,11213.0,BROOKLYN,A52,,,,A,AR,AR,PC,O,AR,A,IN,,A52,A
61825,161010695,1994,90838,0,0,0,2943,0,0,0,52988,52988,143826,128180,44566,0,0,28920,44566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50045,0,0,,143826,A6CZ,,S E M ENSEMBLE INC,,25 COLUMBIA PL,BROOKLYN,NY,11201-4503,0.0,3.0,3.0,1000.0,197311.0,1.0,,1.0,11.0,0.0,10.0,8.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36047,5602.0,16.0,A,A6C,A,A6CZ,A6C,0.648908,11201.0,11201.0,5600.0,36047.0,,AR,1995,A6C,199508,NY,11201.0,BROOKLYN,A6C,,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
61835,116000202,1994,145455,0,0,0,11934,26130,0,0,261233,261233,406688,387008,302377,0,0,308739,325846,21163,23469,0,0,0,0,0,0,0,0,0,0,0,0,10218,214743,24338,0,,396470,A6EZ,,BROOKLYN MUSIC SCHOOL,,126 ST FELIX ST,BROOKLYN,NY,11217-1423,0.0,3.0,3.0,1000.0,193603.0,1.0,,1.0,11.0,0.0,0.0,8.0,,30.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,0,1.0,0,36047,5602.0,11.0,A,A6E,A,A6EZ,A6E,0.655193,11217.0,11217.0,5600.0,36047.0,,AR,1995,A6E,199508,NY,11217.0,BROOKLYN,A6E,,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
61842,113189587,1994,27698,0,0,0,0,0,0,0,0,0,27698,27698,3092,0,0,0,3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,27698,A31Z,,CINEMA EXTRAORDINAIRE INC,,820 OCEAN PKY APT 508,BROOKLYN,NY,11230-2132,0.0,3.0,3.0,1000.0,199403.0,1.0,,1.0,11.0,199811.0,10.0,12.0,,994.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,0,1.0,0,36047,5602.0,15.0,A,A31,A,A31Z,A31,0.048798,11230.0,11230.0,5600.0,36047.0,,AR,1994,A31,199412,NY,11230.0,BROOKLYN,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
61889,112857556,1994,34815,0,0,0,0,0,0,0,130044,130044,164859,122897,52845,0,0,10883,52845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130044,0,0,,164859,A6EZ,,SHOSTAKOVICH MUSIC SCHOOL,,297 AVENUE X,BROOKLYN,NY,11223-5933,0.0,3.0,3.0,2000.0,198909.0,1.0,,1.0,11.0,0.0,10.0,6.0,,46.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36047,5602.0,11.0,A,A6E,A,A6EZ,A6E,0.183362,11223.0,11223.0,5600.0,36047.0,,AR,1995,A6E,199506,NY,11223.0,BROOKLYN,A6E,,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
61891,112833881,1994,0,0,0,0,69,0,0,0,547860,547860,547860,493948,-27161,0,0,24032,35779,105105,62940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547791,,547860,A33Z,,DER YID INC,,13 HOOPER ST,BROOKLYN,NY,11211-7501,0.0,3.0,3.0,1000.0,198702.0,1.0,,1.0,11.0,0.0,10.0,6.0,,120.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,3.0,2.0,3.0,1,0.0,1,6.0,1,36047,5602.0,16.0,A,A33,A,A33Z,A33,0.46717,11211.0,11211.0,5600.0,36047.0,,AR,1995,A33,199506,NY,11211.0,BROOKLYN,A33,,,,A,AR,AR,PC,O,AR,A,IN,,A33,A
61894,112799128,1995,8399,0,0,0,0,78,0,0,20661,20661,29060,37440,-8380,0,0,0,-427,0,7953,0,0,0,0,0,0,0,0,0,0,0,0,0,16148,4449,0,,29060,A62Z,,YOUNG DANCERS IN REPERTORY INC,,231 60TH ST,BROOKLYN,NY,11220-3711,0.0,3.0,3.0,1000.0,198707.0,1.0,,1.0,11.0,0.0,10.0,12.0,,90.0,149.0,0.0,B9710,,,IN,O,AR,A,PC,0.0,1.0,1.0,1.0,0,0.0,1,6.0,0,36047,5602.0,15.0,A,A62,A,A62Z,A62,0.35335,11220.0,11220.0,5600.0,36047.0,,AR,1995,A62,199512,NY,11220.0,BROOKLYN,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
61906,113080748,1994,31978,0,0,0,0,0,0,0,0,0,31978,27861,6055,0,0,1938,6056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31978,A80Z,X30Z,KAV L KAV CENTER FOR JEWISH HERITAGE INC,% RABBI C DONN,1436 42ND ST,BKLYN,NY,11219-1556,0.0,3.0,3.0,1000.0,199212.0,1.0,,1.0,11.0,0.0,10.0,7.0,,602.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A80,A,A80Z,A80,0.45138100000000003,11219.0,11219.0,5600.0,36047.0,,AR,1995,A80,199507,NY,11219.0,BKLYN,A80,,,,A,AR,AR,PC,O,AR,A,IN,,A80,A
61910,133087483,1994,14549,0,0,0,0,0,0,0,162769,162769,177318,187143,-4249,41200,0,7263,7637,1687,11886,0,0,0,0,0,0,0,0,0,0,0,0,0,162769,0,0,,177318,A65Z,,PUPPET WORKS INC,,PO BOX 562,BROOKLYN,NY,11215-0562,0.0,3.0,3.0,2000.0,198110.0,1.0,,1.0,11.0,198206.0,10.0,6.0,,90.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,0.0,1,6.0,1,36047,5602.0,16.0,A,A65,A,A65Z,A65,0.729236,11215.0,11215.0,5600.0,36047.0,,AR,1995,A65,199506,NY,11215.0,BROOKLYN,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
61911,113019744,1993,14127,0,0,0,0,0,0,0,13301,13301,27428,28817,2196,0,0,3585,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13301,0,0,,27428,Z99Z,,UNITY THEATRE,% STEVE FRIEDMAN,1250 OCEAN PKY,BROOKLYN,NY,11230-5155,,3.0,3.0,2000.0,199111.0,,,,,,,12.0,,995.0,88.0,0.0,B9508,1995.0,,IN,O,UN,Z,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,16.0,Z,Z99,Z,Z99Z,Z99,0.302059,11230.0,11230.0,5600.0,36047.0,,UN,1993,Z99,199312,NY,11230.0,BROOKLYN,A65,,,,Z,UN,OT,PC,O,UN,Z,IN,,A65,A
61943,112688498,1994,8550,0,0,0,1528,0,0,0,159204,159204,167754,164201,91360,12000,0,132518,140477,44711,49177,0,0,0,0,0,0,0,0,0,0,0,0,0,157676,0,0,,167754,Z99Z,,AUTONOMEDIA INC,,PO BOX 568,BROOKLYN,NY,11211-0000,0.0,3.0,3.0,1000.0,199010.0,1.0,,1.0,11.0,0.0,10.0,8.0,,998.0,0.0,0.0,B9710,,,IN,O,UN,Z,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36047,5602.0,15.0,Z,Z99,Z,Z99Z,Z99,0.336715,11211.0,11211.0,5600.0,36047.0,,UN,1995,Z99,199508,NY,11211.0,BROOKLYN,A33,,,,Z,UN,OT,PC,O,UN,Z,IN,,A33,A
61953,113216404,1994,0,0,0,0,0,0,0,0,58990,58990,58990,59774,4500,0,0,21263,20500,20979,16000,4500,0,0,0,0,0,0,0,0,0,0,0,0,58350,0,640,,58990,Z99Z,,CARIBBEAN CUP INC,% FREDERICK BALLENTYNE,4121 KINGS HIGHWAY,BROOKLYN,NY,11234-2023,0.0,4.0,3.0,1000.0,199609.0,2.0,,1.0,11.0,0.0,10.0,9.0,,317.0,0.0,0.0,B0897,,,IN,O,UN,Z,O,1.0,1.0,1.0,1.0,1,1.0,0,1.0,0,36047,5602.0,0.0,Z,Z99,Z,Z99Z,Z99,0.13788,11234.0,11234.0,5600.0,36047.0,,UN,1995,Z99,199509,NY,11234.0,BROOKLYN,A23,,,,Z,UN,OT,O,O,UN,Z,IN,,A23,A
61954,113168638,1994,0,0,0,0,0,0,23347,9559,32906,9559,32906,14342,-5748,0,0,4928,145,5893,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9559,A31Z,,BRIDGE FILM PRODUCTION INC,% JONATHAN M WEISS,110 BRIDGE ST,BROOKLYN,NY,11201-1547,0.0,3.0,3.0,2000.0,199511.0,1.0,,1.0,11.0,199712.0,10.0,12.0,,995.0,122.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,0.0,1,6.0,0,36047,5602.0,16.0,A,A31,A,A31Z,A31,0.9605319999999999,11201.0,11201.0,5600.0,36047.0,,AR,1994,A31,199412,NY,11201.0,BROOKLYN,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
61958,133041403,1994,123325,0,0,0,214,7406,0,0,161300,161300,284625,270915,14587,0,0,23233,88739,19842,74152,0,0,0,0,0,0,0,0,0,0,0,0,2514,147546,11026,0,,282111,A62Z,,MOVEMENT RESEARCH INC,,PO BOX 794 VILLAGE STA,NEW YORK,NY,11211-0794,0.0,3.0,3.0,2000.0,198011.0,1.0,,1.0,11.0,198205.0,10.0,6.0,,90.0,995.0,119.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A62,A,A62Z,A62,0.561728,11211.0,11211.0,5600.0,36047.0,,AR,1995,A62,199506,NY,11211.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
62052,112831694,1995,8863,0,0,0,70,894,0,0,104671,104671,113534,118497,2736,0,0,2196,14761,964,12025,0,0,0,0,0,0,0,0,0,0,0,0,0,104043,0,558,,113534,A65Z,,INTERBOROUGH REPERTORY THEATER INC,,467 PACIFIC ST 6,BROOKLYN,NY,11217-1837,0.0,3.0,3.0,2000.0,198612.0,1.0,,1.0,11.0,199012.0,10.0,12.0,,90.0,0.0,0.0,B0897,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,0,1.0,0,36047,5602.0,16.0,A,A65,A,A65Z,A65,0.957041,11217.0,11217.0,5600.0,36047.0,,AR,1995,A65,199512,NY,11217.0,BROOKLYN,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
62056,112650941,1994,0,0,0,0,7114,0,129705,54528,192693,62988,192693,57473,177758,0,0,172282,178117,37,359,177758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,,62988,A99Z,,BROOKLYN WOMENS EXCHANGE,,55 PIERREPONT ST,BROOKLYN,NY,11201-2450,0.0,3.0,3.0,1000.0,198310.0,1.0,,1.0,11.0,198408.0,10.0,8.0,,119.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,16.0,A,A99,A,A99Z,A99,0.299,11201.0,11201.0,5600.0,36047.0,,AR,1995,A99,199508,NY,11201.0,BROOKLYN,R02,24,,,A,AR,AR,PC,O,AR,A,IN,,A99,A
62063,112728936,1994,0,0,0,0,0,0,0,0,35729,35729,35729,34960,4663,0,0,3894,4663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35729,0,0,,35729,A51Z,,AMMO ARTISTS EXHIBITION SPACE,% CULTURAL COUNCIL FOUNDATION,139 PLYMOUTH ST 312A,BROOKLYN,NY,11201-8336,0.0,3.0,3.0,1000.0,199012.0,1.0,,1.0,11.0,0.0,10.0,6.0,,91.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,16.0,A,A51,A,A51Z,A51,0.435316,11201.0,11201.0,5600.0,36047.0,,AR,1995,A40,199506,NY,11201.0,BROOKLYN,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
62066,111672743,1994,13855500,729512,15704500,14819700,1019640,1080420,564288,552176,19122900,3738890,33707800,18527800,57940700,0,0,60374400,63567700,2229660,5626950,0,0,0,0,0,0,0,0,0,0,0,0,0,469909,0,812386,S,18323900,A99Z,,BROOKLYN INSTITUTE OF ARTS AND SCIENCES,,200 EASTERN PKY,BROOKLYN,NY,11238-6052,0.0,3.0,3.0,1000.0,193506.0,1.0,,1.0,11.0,0.0,10.0,6.0,BROOKLYN MUSEUM,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,6.0,6.0,6.0,6.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A99,A,A99Z,A99,0.837051,11238.0,11238.0,5600.0,36047.0,,AR,1995,A51,199506,NY,11238.0,BROOKLYN,A51,,,,A,AR,AR,PC,O,AR,A,IN,,A51,A
62067,133135292,1994,183235,0,0,0,0,27547,0,0,106040,106040,289275,287380,33956,0,0,73653,86168,41593,52212,0,0,0,0,0,0,0,0,0,0,0,0,0,106040,0,0,,289275,A20Z,,ELDERS SHARE THE ARTS INC,,57 WILBOUGHBY ST,BROOKLYN,NY,11201-5290,0.0,3.0,3.0,1000.0,198312.0,1.0,,1.0,11.0,0.0,10.0,6.0,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A20,A,A20Z,A20,0.0802863,11201.0,11201.0,5600.0,36047.0,,AR,1995,A20,199506,NY,11201.0,BROOKLYN,A20,,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
62068,112579252,1995,34913,0,0,0,0,0,0,0,13672,13672,48585,49836,178073,0,0,179324,178073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13672,0,0,,48585,A65Z,,RYAN REPERTORY COMPANY INC,,2445 BATH AVE,BROOKLYN,NY,11214-5327,0.0,3.0,3.0,2000.0,198110.0,1.0,,1.0,11.0,0.0,10.0,12.0,,88.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A65,A,A65Z,A65,0.890279,11214.0,11214.0,5600.0,36047.0,,AR,1995,A65,199512,NY,11214.0,BROOKLYN,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
62069,112608709,1995,35215,8038,0,0,0,0,0,0,14551,14551,57804,63400,7841,0,0,13437,8641,0,800,7841,0,0,0,0,0,0,0,0,0,0,0,0,14551,0,0,,57804,A62Z,,DANCE GIANT STEPS INC,% PHILLIP BOND,1040 PARK PL STE C 5,BROOKLYN,NY,11213-1946,0.0,3.0,3.0,1000.0,198209.0,1.0,,1.0,11.0,198405.0,10.0,5.0,,90.0,994.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A62,A,A62Z,A62,0.210537,11213.0,11213.0,5600.0,36047.0,,AR,1996,A62,199605,NY,11213.0,BROOKLYN,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
62083,112346647,1995,5919900,1675,0,0,3011,0,0,0,19871,19871,5941440,5885620,10514,25407,0,569672,797862,561089,787348,0,0,0,0,0,0,0,0,0,0,0,0,53898,0,-17898,-19140,,5887550,S80Z,,COUNCIL OF JEWISH ORGANIZATIONS OF BORO PARK INC,,5224 13TH AVE,BROOKLYN,NY,11219-3810,0.0,3.0,3.0,1000.0,198308.0,1.0,,1.0,11.0,0.0,10.0,12.0,,408.0,569.0,0.0,B9710,,,IN,O,PB,S,PC,3.0,5.0,5.0,5.0,1,1.0,1,6.0,1,36047,5602.0,15.0,S,S80,S,S80Z,S80,0.943734,11219.0,11219.0,5600.0,36047.0,,PU,1995,S80,199512,NY,11219.0,BROOKLYN,A23,,,,S,PU,OT,PC,O,PB,S,IN,,A23,A
62089,954386715,1995,0,21030,0,0,0,0,0,0,71499,71499,92529,81184,40163,0,0,35637,47538,6819,7375,0,0,0,0,0,0,0,0,0,0,0,0,0,69509,0,1990,,92529,A31Z,,ASSOCIATION OF MOVING IMAGE ARCHIVISTS,% GREGORY A LUKOW,633 2ND ST,BROOKLYN,NY,11215-2601,0.0,3.0,3.0,1000.0,199403.0,1.0,,1.0,11.0,199712.0,10.0,12.0,,995.0,205.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,16.0,A,A31,A,A31Z,A31,0.866375,11215.0,11215.0,5600.0,36047.0,,AR,1995,A31,199512,NY,11215.0,BROOKLYN,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
62092,136001550,1994,1800,16246,0,0,0,0,0,0,8585,8585,26631,18148,13530,0,0,13311,13920,3625,390,0,0,0,0,0,0,0,0,0,0,0,0,4639,0,3936,10,,21992,A68C,,NATIONAL MUSIC COUNCIL,,2001 ORIENTAL BLVD,BROOKLYN,NY,11235-2336,0.0,3.0,3.0,2000.0,195906.0,1.0,,5.0,11.0,0.0,10.0,9.0,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,16.0,A,A68,A,A68C,A68,0.442855,11235.0,11235.0,5600.0,36047.0,,AR,1995,A68,199509,NY,11235.0,BROOKLYN,A03,68,,,A,AR,AR,PC,O,AR,A,IN,,A0368,A
62099,116042723,1994,13292,0,0,0,7895,0,0,0,20884,20884,34176,24920,97582,0,0,109463,119582,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,12989,0,0,,34176,A6AZ,,QUEENS OPERA ASSOCIATION INC,,PO BOX 140066,BROOKLYN,NY,11214-0066,0.0,3.0,3.0,2000.0,196504.0,1.0,,1.0,11.0,0.0,10.0,6.0,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,1,1.0,1,3.0,1,36047,5602.0,16.0,A,A6A,A,A6AZ,A6A,0.214475,11214.0,11214.0,5600.0,36047.0,,AR,1995,A6A,199506,NY,11214.0,BROOKLYN,A6A,,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
62111,112602969,1993,37092,0,0,0,0,0,0,0,1254,1254,38346,40510,-5124,0,0,2165,300,5125,5424,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,0,0,,38346,A61Z,,THELMA HILL PERFORMING ARTS CENTER INC,,30 THIRD AVE,BROOKLYN,NY,11231-4850,0.0,3.0,3.0,2000.0,198804.0,1.0,,1.0,11.0,0.0,10.0,9.0,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,0.0,1,6.0,0,36047,5602.0,15.0,A,A61,A,A61Z,A61,0.00270473,11231.0,11231.0,5600.0,36047.0,,AR,1994,A61,199409,NY,11231.0,BROOKLYN,A61,,,,A,AR,AR,PC,O,AR,A,IN,,A61,A
62120,112960023,1994,192404,0,0,0,4137,4287,5139,365,319244,314105,511648,464123,353374,118800,0,440526,365056,129538,11682,0,0,0,0,0,0,0,0,0,0,0,0,0,309603,0,0,,506509,A30Z,,CEIBA PRODUCTIONS INC,,533 ELEVENTH ST,BROOKLYN,NY,11215-4303,0.0,3.0,3.0,1200.0,199401.0,1.0,,1.0,11.0,0.0,10.0,9.0,,200.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,2.0,3.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A30,A,A30Z,A30,0.5018229999999999,11215.0,11215.0,5600.0,36047.0,,AR,1995,A30,199509,NY,11215.0,BROOKLYN,A30,,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
62124,112997263,1993,0,0,0,0,1469,0,0,0,101396,101396,101396,142295,86686,0,0,255170,181286,127585,94600,0,0,0,0,0,0,0,0,0,0,0,0,0,99927,0,0,,101396,A44Z,,PRATT CENTER FOR DESIGN EXCELLENCE INC,,200 WILLOUGHBY AVE,BROOKLYN,NY,11205-3817,0.0,3.0,3.0,1000.0,199003.0,1.0,,1.0,11.0,199308.0,10.0,8.0,,209.0,994.0,123.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A44,A,A44Z,A44,0.371656,11205.0,11205.0,5600.0,36047.0,,AR,1994,A44,199408,NY,11205.0,BROOKLYN,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
62126,113129249,1994,34876,9124,0,0,517,0,2591,5732,30810,28219,74810,71844,19426,0,0,23968,23110,4917,3684,0,0,0,0,0,0,0,0,0,0,0,0,0,21664,0,306,,72219,A6BZ,A6BP,BROOKLYN YOUTH CHORUS INC,,PO BOX 02 3025,BROOKLYN,NY,11202-0002,0.0,3.0,3.0,1000.0,199302.0,1.0,,1.0,11.0,0.0,10.0,6.0,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,15.0,A,A6B,A,A6BZ,A6B,0.693438,11202.0,11202.0,5600.0,36047.0,,AR,1995,A6B,199506,NY,11202.0,BROOKLYN,A6B,,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A
62158,112201344,1994,10961200,0,0,0,3679,1047360,0,0,6130510,6130510,17091800,16150100,1689000,796761,0,9655470,9395560,7734850,7706560,0,0,0,0,0,0,0,0,0,0,0,0,395089,4908370,0,823368,,16696700,A60Z,,BROOKLYN ACADEMY OF MUSIC INC,,30 LAFAYETTE AVE,BROOKLYN,NY,11217-1430,0.0,3.0,3.0,1000.0,196912.0,1.0,,1.0,11.0,0.0,10.0,6.0,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,5.0,6.0,6.0,6.0,1,1.0,0,1.0,0,36047,5602.0,15.0,A,A60,A,A60Z,A60,0.744499,11217.0,11217.0,5600.0,36047.0,,AR,1995,A60,199506,NY,11217.0,BROOKLYN,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
62162,116035649,1995,4300,24967,0,0,277,0,5395,2103,50129,44734,79396,68775,22455,0,0,17229,22455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42353,0,0,,74001,A65Z,,HEIGHTS PLAYERS INC,% R T WACHEWSKI,26 WILLOW PLACE,BROOKLYN,NY,11201-4513,0.0,3.0,3.0,3000.0,196010.0,1.0,,1.0,11.0,0.0,10.0,6.0,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,1,1.0,1,6.0,1,36047,5602.0,16.0,A,A65,A,A65Z,A65,0.572078,11201.0,11201.0,5600.0,36047.0,,AR,1996,A65,199606,NY,11201.0,BROOKLYN,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
