,EIN,FisYr,STYEAR,CODE990,ASSET,INCOME,ACTIVITY,SUBSEC,POPCODE,REASON,Q78A,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,FNDN,FRC,RULEDATE,INC_BMF,ASSETS,TAXPERbad,AFCODE,ACTIV1,ORGCODE,GEN,NAME,CITY,STATE,ZIP,STATESRC,FILER,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
8456,136164757,1993,1992,3,6,5,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,4788,40081,0,0,109844,120500,0,163000,275213,375681,-100468,371277,43024,860,43024,1050801,0,89720,0,89720,200236,1129337,0,55916,4.0,1.0,1945.0,623534,1076644,9503.0,3.0,602000000.0,1.0,0.0,SOC FRIENDLY SONS ST PATRICK IN CITY NEW Y,NEW YORK,NY,10005-3601,BMF95,PF,Z,Z99,0.27615100000000004,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,199303,199303,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,3,0.0,0.0,80 WALL ST,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,HE CITY OF NEW Y,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
8472,136165706,1991,1991,3,0,2,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,16000,174,0,0,0,0,0,0,22873,16174,27871,-11697,22873,0,0,0,0,0,0,0,0,0,0,0,358,,,,0,0,,,,,,HARPSICHORD MUSIC SOC,NEW YORK,NY,10018-2903,BMF89,PF,Z,Z99,0.400523,36061.0,10018.0,10018.0,5602.0,5600.0,36061.0,,,199112,199112,NY,10018.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A68,A,,
8508,136168827,1992,1992,3,4,2,602,,0,0,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,2165,0,0,0,0,0,0,0,0,13923,21202,-7279,16059,6615,132,8967,166401,0,0,0,0,31499,201733,0,9753,4.0,1.0,1964.0,58765,160103,9412.0,3.0,602000000.0,1.0,0.0,EDWARD ALBEE FND,NEW YORK,NY,10016-6823,BMF95,PF,Z,Z99,0.0683065,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,192 LEXINGTON AVE 1100,3.0,0.0,1000.0,% A KOZAK CO,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,
8889,136227356,1991,1991,3,1,1,119,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3812,0,0,0,0,0,0,0,0,3812,0,3812,0,0,0,0,6902,0,0,0,0,0,0,0,247,4.0,1.0,1967.0,10760,13317,9412.0,3.0,119040059.0,1.0,0.0,DANCE PERSPECTIVES FND,NEW YORK,NY,10022-6472,BMF95,PF,Z,Z99,0.24019000000000001,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199112,199112,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,59.0,400 E 50TH ST 3A,3.0,0.0,1200.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,
8984,136271755,1990,1990,3,0,3,59,,0,0,,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3538,0,0,0,0,0,33759,3538,34699,-31161,33759,3538,71,3538,0,0,0,0,0,0,0,0,1497,,,,0,0,,,,,,ETHICS FROM SINAI,NEW YORK,NY,10123-0101,BMF89,PF,Z,Z99,0.74354,36061.0,10123.0,10123.0,5602.0,5600.0,36061.0,,,199012,199012,NY,10123.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A70,A,,
9020,136274647,1992,1991,3,5,4,119,,0,0,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,1589,27714,0,-508,0,0,0,21900,28795,25912,2883,25386,25817,516,0,656499,149989,2038,59949,211976,0,458367,0,22312,4.0,1.0,1967.0,35035,31284,9509.0,3.0,119059000.0,1.0,0.0,SWANN COLLECTION CARRICUTURE & CARTOON,NEW YORK,NY,10022-4503,BMF95,PF,Z,Z99,0.580477,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,199209,199209,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,9,59.0,0.0,641 LEXINGTON AVE,3.0,0.0,1230.0,% HENRY J GOLDSCHMIDT,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,
9086,136400310,1992,1991,3,3,4,119,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,150710,0,0,0,0,0,215,0,0,150925,147376,3549,126912,0,0,0,74955,0,0,0,0,71869,74955,0,3356,15.0,10.0,1993.0,132810,74331,9409.0,3.0,200000000.0,1.0,0.0,GOLDMAN MEM BAND,NEW YORK,NY,10011-5126,BMF95,PF,Z,Z99,0.467654,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,15.0,,199209,199209,NY,10011.0,NEW YORK,PC,O,UN,Z,IN,,9,0.0,0.0,1501 BROADWAY STE 2401,3.0,0.0,1000.0,% ORIN & KLEIN,1.0,13.0,10.0,1.0,GUGGENHEIM CONCERTS BAND INC,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,
9104,136625578,1992,1991,3,4,3,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,49063,6608,0,0,0,0,0,0,4040,55671,6088,49583,4040,6608,132,6608,120508,0,0,0,0,810,120508,0,4709,4.0,1.0,1988.0,98734,118550,9508.0,3.0,602000000.0,1.0,0.0,AMER SOC JOURNALISTS & AUTHORS CHARITABLE TRUST,NEW YORK,NY,10036-5501,BMF95,PF,Z,Z99,0.138422,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,199208,199208,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,1501 BROADWAY STE 305,3.0,199308.0,1000.0,,1.0,13.0,1.0,1.0,ABLE TRUST,Z,UN,UN,OT,3.0,,,,,,,A70,A,,
9115,136734265,1992,1992,3,4,4,602,,0,0,,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,1850,23989,0,-8320,0,0,7222,37564,17519,45159,-27640,37673,18353,184,0,462263,149641,235567,0,385208,0,523585,0,25678,4.0,1.0,1978.0,369652,455149,9412.0,3.0,602000000.0,2.0,0.0,TRUST U W CARL OTTO VONKIENBUSCH B O PHILADELPHIA MUS ART,NEW YORK,NY,10005-2502,BMF95,PF,Z,Z99,0.152118,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,ONE WALL ST TAX DEPT 28TH FLR,3.0,0.0,1000.0,,1.0,13.0,1.0,2.0,A MUSEUM OF ART,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
9141,136814491,1992,1991,3,8,8,602,,0,0,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,91251,1776308,392808,0,0,0,220934,1457100,2260367,1860830,399537,1668431,2106819,42136,0,24281980,13243226,8516886,2440062,24200174,0,29793147,0,1444379,4.0,1.0,1984.0,12971139,25092941,9507.0,3.0,602000000.0,6.0,0.0,FRANCES & EDWIN COMMINGS MEM,NEW YORK,NY,10017-6102,BMF95,PF,Z,Z99,0.978399,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199207,199207,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,501 FIFTH AVE STE 708,3.0,0.0,1000.0,% THE BANK OF NEW YORK TAX DEPT,1.0,13.0,1.0,6.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
10542,222436291,1992,1991,3,1,2,29,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,21190,0,0,0,0,0,0,0,0,21190,17783,3407,17783,0,0,0,3666,0,0,0,0,0,3666,0,75,4.0,1.0,1983.0,14000,2784,9410.0,3.0,29994000.0,1.0,0.0,AMER FRIENDS ITALIAN JEWRY,NEW YORK,NY,10019-3301,BMF95,PF,Z,Z99,0.24367399999999997,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,199210,199210,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,10,994.0,0.0,152 W 57TH ST,3.0,198310.0,1000.0,% KOENIG RATNER & MOTT PC,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1123,A,,
11098,222711422,1992,1992,3,6,6,40,,0,0,,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,0,11697,168967,116361,0,0,-3025,34000,173100,294000,267040,26960,240573,271610,2716,0,3114734,0,1383421,1262271,2645692,1218,3000760,94915,152848,4.0,1.0,1986.0,1243885,2949444,9412.0,3.0,40123000.0,1.0,0.0,CHINA TIMES CULTURAL FND,FLUSHING,NY,11355-2427,BMF95,PF,Z,Z99,0.197061,36081.0,11355.0,11355.0,5602.0,5600.0,36081.0,4.0,,199212,199212,NY,11355.0,FLUSHING,PF,O,UN,Z,IN,,12,123.0,0.0,43 27 36TH ST,3.0,0.0,1000.0,,1.0,11.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1233,A,,
11434,222795753,1993,1992,3,6,4,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,12722,24141,92419,0,0,23415,0,53508,152697,66582,86115,56179,143295,2866,67740,1338038,102813,860399,0,963212,0,1484347,1398,71128,4.0,1.0,8706.0,728465,1367735,9506.0,3.0,602000000.0,1.0,0.0,INDIAN PT FND,NEW YORK,NY,10128-1154,BMF95,PF,Z,Z99,0.335679,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,199306,199306,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,1095 PARK AVE 11A,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
11882,223047700,1992,1992,3,5,3,59,,0,0,,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,6217,122,71855,0,0,0,0,1000,78194,10071,68123,1000,78194,1564,0,547475,0,0,0,0,14858,556455,5368,6932,4.0,1.0,1967.0,51961,565044,9412.0,3.0,59000000.0,1.0,0.0,NEW YORK FND ARCHITECTURE,NEW YORK,NY,10016-6101,BMF89,PF,A,A41,0.333984,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10016.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,200 LEXINGTON AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A40,A,,
14657,237044630,1993,1992,3,1,1,119,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6696,0,0,0,0,0,0,0,0,6696,7656,-960,0,0,0,0,363,0,0,0,0,0,0,0,0,4.0,1.0,1969.0,298,800,9505.0,3.0,119059000.0,1.0,0.0,RIVERSIDE THEATRE WORKSHOP,NEW YORK,NY,10025-5220,BMF95,PF,Z,Z99,0.448038,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,199305,199305,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,5,59.0,0.0,280 RIVERSIDE DR,3.0,0.0,1200.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
14794,237055841,1992,1992,3,6,6,119,,0,0,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,10301,0,160522,37163,0,0,0,29950,143048,207986,209309,-1323,170410,158786,3176,121623,1975397,100903,0,1790665,1891568,79698,2073629,0,99419,4.0,1.0,1970.0,155854,1919855,9512.0,3.0,119602040.0,1.0,0.0,INDONESIAN CULTURAL FND,NEW YORK,NY,10158-0180,BMF95,PF,Z,Z99,0.680376,36061.0,10158.0,10158.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10158.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,40.0,60 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
14968,237075252,1992,1992,3,0,0,59,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,7007.0,0,0,,,59.0,,,INTL CTR THEATRE CREATION,NEW YORK,NY,10014-4960,BMF95,PFZ,Z,Z99,0.533664,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,42 KING ST,3.0,,1200.0,% STEVE BENEDICT,,,,,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
15054,237087276,1992,1991,2,6,4,59,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,8537,4906,373339,0,0,0,52800,87320,386782,230574,156208,159222,386782,7736,13443,1261299,0,170956,0,170956,0,2337738,0,94089,3.0,1.0,1970.0,685894,1436464,9409.0,3.0,59602000.0,1.0,0.0,PEARSON ART FND,NEW YORK,NY,10118-0000,BMF95,PF,Z,Z99,0.201105,36061.0,10118.0,10118.0,5602.0,5600.0,36061.0,3.0,,199209,199209,NY,10118.0,NEW YORK,PF,O,UN,Z,IN,,9,602.0,0.0,580 SYLVAN AVE,3.0,0.0,1200.0,% WOLLIN ASSOC INC,1.0,22.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
15189,237108615,1992,1991,2,4,1,119,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3978,51,0,0,0,0,0,0,570,6529,6507,22,5055,1431,29,0,207387,0,0,0,0,845,243851,0,12059,3.0,1.0,1971.0,6219,1908,9410.0,3.0,119000000.0,1.0,0.0,GABRIEL VON WAYDITCH MUSIC FND,KEW GARDENS,NY,11415-1715,BMF95,PF,Z,Z99,0.811505,36081.0,11415.0,11415.0,5602.0,5600.0,36081.0,4.0,,199210,199210,NY,11415.0,KEW GARDENS,PF,O,UN,Z,IN,,10,0.0,0.0,80 61 LEFFERTS BLVD,3.0,0.0,1300.0,,1.0,11.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
15430,237162976,1992,1992,3,1,2,119,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,19681,0,0,0,0,0,0,0,0,19681,23246,-3565,19728,0,0,0,3486,0,0,0,0,0,2660,0,0,4.0,1.0,7212.0,13836,12567,9412.0,3.0,119091000.0,1.0,0.0,FND RES IN AFRO AMER CREATIVE ARTS,CAMBRIA HGTS,NY,11411-0000,BMF95,PF,Z,Z99,0.59127,36081.0,11411.0,11411.0,5602.0,5600.0,36081.0,4.0,,199212,199212,NY,11411.0,CAMBRIA HGTS,PF,O,UN,Z,IN,,12,91.0,0.0,PO BOX I,3.0,0.0,2000.0,,1.0,11.0,1.0,1.0,IVE ARTS,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
15507,237177774,1992,1992,3,2,1,59,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,57,156,668,0,0,0,0,0,0,881,2083,-1202,2083,0,0,0,14762,9223,4334,0,13557,576,14074,0,714,4.0,1.0,7211.0,2450,13045,9412.0,3.0,59000000.0,1.0,0.0,ELEANOR ROOSEVELT NEWSPAPER WOMENS MEM FND,NEW YORK,NY,10003-1705,BMF95,PF,Z,Z99,0.788392,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,2000.0,,1.0,13.0,1.0,1.0,NC,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
15515,237179844,1993,1992,3,3,1,602,,0,0,,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,6348,3268,0,0,0,0,0,0,4250,9617,4379,5238,4250,3268,33,3268,80125,0,0,0,0,0,80125,0,3817,4.0,1.0,1973.0,7593,87341,9501.0,3.0,602000000.0,1.0,0.0,RANDI PRESS FND,BROOKLYN,NY,11234-4518,BMF95,PF,Z,Z99,0.461186,36047.0,11234.0,11234.0,5602.0,5600.0,36047.0,4.0,,199301,199301,NY,11234.0,BROOKLYN,PF,O,UN,Z,IN,,1,0.0,0.0,2284 FLATBUSH AVE,3.0,0.0,1000.0,,1.0,11.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
15566,237193312,1992,1992,3,6,5,59,,0,0,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,531416,0,10911,0,0,0,136810,0,19563,679137,95014,584123,33629,9855,99,86336,2729781,0,140623,0,140623,0,2755757,0,0,4.0,1.0,1972.0,181842,1677919,9512.0,3.0,59119000.0,1.0,0.0,AMER FRIENDS CANADA COMM,NEW YORK,NY,10016-0601,BMF95,PF,Z,Z99,0.603298,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,9.0,,199212,199212,NY,10016.0,NEW YORK,PC,O,UN,Z,IN,,12,119.0,0.0,270 MADISON AVE,3.0,0.0,2000.0,% US TRUST CO OF NEW YORK,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,
15693,237228901,1992,1992,3,2,1,65,,0,0,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,32,635,0,0,0,0,0,0,667,401,266,0,265,5,0,19792,0,0,0,0,0,19792,0,968,4.0,1.0,1972.0,669,20362,9412.0,3.0,65207000.0,1.0,0.0,LUNDQUIST RELIGIOUS EXHIBITS,BRONX,NY,10462-3170,BMF95,PF,Z,Z99,0.8989530000000001,36005.0,10462.0,10462.0,5602.0,5600.0,36005.0,4.0,,199212,199212,NY,10462.0,BRONX,PF,O,UN,Z,IN,,12,207.0,0.0,2041 COLDEN AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
15808,237259908,1992,1992,3,2,1,560,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3870,0,0,0,0,0,0,0,3545,3870,3906,-36,3545,0,0,0,10307,10121,0,0,10121,0,10307,0,498,4.0,1.0,7302.0,2450,10146,9412.0,3.0,560000000.0,1.0,0.0,IDA FINK MEM ASSOC,BROOKLYN,NY,11230-5105,BMF95,PF,Z,Z99,0.241966,36047.0,11230.0,11230.0,5602.0,5600.0,36047.0,4.0,,199212,199212,NY,11230.0,BROOKLYN,PF,O,UN,Z,IN,,12,0.0,0.0,1297 E 8TH ST,3.0,0.0,1000.0,% DAVID GOLDMAN,1.0,11.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
15877,237292189,1992,1992,3,4,2,119,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,12737,1367,0,0,0,3,0,0,14107,7510,6597,7003,14107,282,14107,451029,0,207170,0,207170,0,434511,5217,21602,4.0,1.0,1973.0,19847,402543,9412.0,3.0,119000000.0,1.0,0.0,INST CHINESE PERFORMING ARTS,NEW YORK,NY,10016-2059,BMF95,PF,Z,Z99,0.47635900000000003,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,600 THIRD AVE 22ND FLOOR,3.0,0.0,3000.0,% EUGENIA SHIAH,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,
16127,237363420,1992,1992,3,3,1,602,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,3073,0,0,0,0,0,0,15275,3073,19726,-16653,15275,0,0,0,82539,0,0,0,0,0,82539,0,4194,4.0,1.0,7412.0,4574,70876,9412.0,3.0,602000000.0,1.0,0.0,MEYER & TZIPPE FRUCHTBAUM FND JEWISH CULTURE,NEW YORK,NY,10023-2824,BMF95,PF,Z,Z99,0.903215,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,200 W 72ND ST,3.0,0.0,1000.0,% LEBYL KAHN,1.0,13.0,1.0,1.0,LTURE INC,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
16141,237365710,1990,1990,3,0,0,119,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1974.0,0,0,9512.0,3.0,119000000.0,1.0,0.0,ION NICOLA THEATRE FND,NEW YORK,NY,10150-6429,BMF95,PFZ,Z,Z99,0.181426,36061.0,10150.0,10150.0,5602.0,5600.0,36061.0,4.0,,199012,199012,NY,10150.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 6429,3.0,0.0,2000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
16215,237381454,1992,1991,3,0,0,90,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,7411.0,0,0,9509.0,3.0,90000000.0,1.0,0.0,PHILHARMONIA EREDE,NEW YORK,NY,10036-6315,BMF95,PFZ,Z,Z99,0.331022,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,199209,199209,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,400 W 43RD ST RM 37 N,3.0,0.0,2000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A69,A,,
16257,237394946,1991,1991,3,0,0,561,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1974.0,0,0,9112.0,3.0,561602000.0,1.0,0.0,FND HUMANITIES & ARTS,NEW YORK,NY,10021-7940,BMF95,PFZ,Z,Z99,0.318721,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,199112,199112,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,1161 YORK AVE,3.0,0.0,1000.0,% W M LOWRY,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
16269,237397946,1992,1991,2,8,7,91,,0,0,,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,1795902,17985,411000,429423,0,0,475794,153660,0,3130104,2473753,656351,2235499,964759,0,804851,20270110,2745812,3406880,945258,7097950,4049261,22470054,0,472794,15.0,10.0,1974.0,5535998,19206537,9306.0,3.0,60091119.0,1.0,0.0,DIA CTR ARTS,NEW YORK,NY,10011-1108,BMF95,PF,A,A6F,0.950076,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,15.0,,199206,199206,NY,10011.0,NEW YORK,PC,O,AR,A,IN,,6,0.0,0.0,155 MERCER STREET,3.0,0.0,1200.0,,1.0,13.0,10.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A20,A,,
16330,237411091,1991,1991,3,0,2,119,,0,0,,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,11868,0,0,0,0,0,0,0,0,11868,11868,0,11868,0,0,11868,0,0,0,0,0,0,0,0,0,,,,0,0,,,,,,LATVIAN CULTURAL INST,BRONX,NY,10453-1306,BMF89,PF,Z,Z99,0.9756309999999999,36005.0,10453.0,10453.0,5602.0,5600.0,36005.0,,,199112,199112,NY,10453.0,BRONX,U,O,UN,Z,IN,,12,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A23,A,,
16339,237412320,1992,1992,3,3,1,994,,0,0,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,10,1317,0,0,0,0,0,0,456,1327,1449,-122,1449,1317,26,0,32316,0,0,0,0,0,32316,121,1596,4.0,1.0,1974.0,1267,29976,9512.0,3.0,994119064.0,1.0,0.0,FLARE FND ARTS,NEW YORK,NY,10019-1415,BMF95,PF,Z,Z99,0.537333,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,64.0,200 CENTRAL PARK S 21E,3.0,0.0,2000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
16617,237443020,1992,1992,3,6,6,602,,0,0,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1000000,90901,0,0,0,0,0,0,2595323,1090901,2599881,-1508980,2595323,90901,909,90901,1200522,0,0,0,0,0,1200522,0,126069,4.0,1.0,1975.0,2578280,1020635,9412.0,3.0,602000000.0,1.0,0.0,ABC BROADCASTING FND,NEW YORK,NY,10023-0000,BMF95,PF,Z,Z99,0.185655,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,199212,199212,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,11TH FLOOR 77 W 66TH ST,3.0,0.0,1000.0,,1.0,13.0,1.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
