,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,TAXPER,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,FISYR,BOND_BOY,BOND_EOY,CONT4,DUES4,GRREC4,GRTNONTX,GVTSRV4,INCPURP4,INVENTG,INVINC4,LOBNOTAX,LOBOTH,MRTG_BOY,MRTG_EOY,NETA_BOY,NETINC,NETRENT,NTEECC,NTEECC3D,OTHCHGS,OTHINC4,OTHINVST,OTHSAL,PAYTAX,RENTINC,RETE_BOY,SALEOTHE,SALEOTHG,SALEOTHN,SALESECN,SAVINT,SECINC,SPEVTG,TAXREV4,TOTREV2,ZIP5,LIBEOY97,LIB97,V_BOYAL,V_FB,V_REVEXP,V_EOYAL,NTEE4CD,NTEEDEC,NTEEMID,NTEE1,NTEECODE,V_FREXP,V_CONT,V_GREC,NTEECC4D,PMSA,NTEEIRS,REASON,RandNum,zipnew,fipsold,v_errorCd,NTmaj12,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,GovGtEstimate,GovGtCode,GovGtYr
13558,112106191,1996,611992,0,0,0,483,118245,0,0,204889,204889,816881,823286,25661,58493,0,128358,102923,60490,77262,0,0,0,0,0,0,0,0,0,0,0,0,35802,117360,51088,56,,781079,A69,,QUEENS SYMPHONY ORCHESTRA INC,,31 00 47TH AVE,LONG ISLAND CITY,NY,11101-0000,0.0,3,3.0,2000.0,195703.0,1.0,,1.0,11.0,0.0,199706,10.0,6,,59.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36081.0,5602.0,15.0,A,A69,,1997,0,0,1887160,0,351399,0,0,2145330,0,2608,0,0,0,0,67868,-42207,0,A69,,0,2496720,0,382086,58461,0,0,0,0,0,0,0,483,86890,0,781079,11101.0,0,0,1,1,9,1,,6.0,69,A,Z,1,1,1,,5600.0,A69Z,7,0.9181020000000001,11101.0,3608.0,,AR,A69,NY,11101.0,LONG ISLAND CITY,A69,,A,AR,AR,PC,O,AR,A,IN,,A69,A,385980.0,3b,1998.0
13582,112136919,1996,500,0,0,0,0,0,0,0,54200,54200,54700,43900,248073,0,0,237273,248073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54200,0,0,,54700,A99,,ALFRED T WHITE JR COMMUNITY CENTER,,26 WILLOW PL,BROOKLYN,NY,11201-4513,0.0,3,3.0,2000.0,1963.0,1.0,,1.0,11.0,0.0,199704,10.0,4,,119.0,59.0,0.0,ALM97,1992.0,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36047.0,5602.0,15.0,A,A99,,1997,0,0,0,194700,0,0,0,194700,0,0,0,0,0,0,237273,10800,0,A99,,0,194700,0,0,0,0,0,0,0,0,0,0,0,0,0,54700,11201.0,0,0,2,1,1,1,,9.0,99,A,Z,1,1,1,,5600.0,,9,0.0770182,11201.0,3604.0,,AR,A99,NY,11201.0,BROOKLYN,P28,,A,AR,AR,PC,O,AR,A,IN,,A99,A,0.0,6,2003.0
13609,112164064,1996,55036,0,0,0,4599,0,0,0,63904,63904,118940,121426,36925,0,0,50526,61841,7949,24916,-5652,0,0,0,0,0,0,0,0,0,0,0,3166,57458,-1319,0,,115774,A65,,THE BELMONT ITALIAN AMERICAN PLAYHOUSE LTD,,2385 ARTHUR AVE,BRONX,NY,10458-8103,0.0,3,3.0,1000.0,199601.0,1.0,,1.0,11.0,0.0,199612,10.0,12,,319.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36005.0,5602.0,16.0,A,A65,,1996,0,0,212817,490,141510,0,0,226539,0,0,0,0,7949,11084,42577,-5652,0,A65,,0,368049,0,36471,7470,0,-23055,0,0,0,0,4599,0,1847,0,115774,10458.0,0,0,1,1,9,1,,6.0,65,A,Z,1,1,1,,5600.0,A60Z,7,0.24184499999999998,10458.0,3600.0,,AR,A65,NY,10458.0,BRONX,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,34227.0,6,2001.0
13628,112201344,1996,12427700,0,0,0,5796,2143030,0,0,8957910,8957910,21385600,20730400,2890010,824000,0,10080600,10989400,6956820,8099370,0,0,0,0,0,0,27344,0,27344,0,0,0,889048,7267530,0,795541,,20496600,A60,,BROOKLYN ACADEMY OF MUSIC INC,,30 LAFAYETTE AVE,BROOKLYN,NY,11217-1430,0.0,3,3.0,1000.0,196912.0,1.0,,1.0,11.0,0.0,199706,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,,,,,0,,0,,0,36047.0,5602.0,15.0,A,A60,,1997,0,0,45167500,0,17487000,250000,0,48616500,0,1544300,1000000,20703000,2676000,4700000,3123780,-233763,0,A60,,0,66103400,0,6974170,596560,0,0,0,0,0,0,5796,0,889048,0,20496600,11217.0,0,0,1,1,9,1,,6.0,60,A,Z,1,1,1,,5600.0,,7,0.5977140000000001,11217.0,3604.0,,AR,A60,NY,11217.0,BROOKLYN,A60,,A,AR,AR,PC,O,AR,A,IN,,A60,A,3459148.0,1b,2097.0
13642,112207752,1996,67095,0,0,0,0,0,0,0,18800,18800,85895,72777,316738,0,0,303620,316738,0,0,316738,0,0,0,0,0,0,0,0,0,0,0,0,18800,0,0,,85895,A62,A23Z,AIMS OF MODZAWE INC,,115 62 SUTPHIN BLVD,JAMAICA,NY,11434-1019,0.0,3,3.0,2000.0,197309.0,1.0,,1.0,11.0,0.0,199707,10.0,7,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36081.0,5602.0,15.0,A,A62,,1997,0,0,351292,0,118363,0,0,351292,0,0,0,0,0,0,303620,13118,0,A62,,0,469655,0,0,20737,0,303620,0,0,0,0,0,0,0,0,85895,11434.0,0,0,.,1,1,1,,6.0,62,A,Z,1,1,1,,5600.0,A62Z,7,0.124753,11434.0,3608.0,,AR,A62,NY,11434.0,JAMAICA,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,41584.0,3b,1998.0
13652,112219193,1997,703064,6850,0,0,3690,0,0,0,89504,89504,799418,774846,26139,0,0,207799,135195,192124,109056,0,0,0,0,0,0,0,0,0,0,0,0,14108,63256,8450,0,,785310,A26,,QUEENS COUNCIL ON THE ARTS INC,,79 01 PARK LN S,WOODHAVEN,NY,11421-0000,0.0,3,3.0,2000.0,197012.0,1.0,,1.0,11.0,0.0,199806,10.0,6,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36081.0,5602.0,15.0,A,A26,,1998,0,0,3967740,26720,1393810,0,0,4317210,0,9856,0,0,42000,0,15675,10464,0,A26,,0,5711030,0,204479,0,0,0,0,0,0,0,3690,0,22558,0,785310,11421.0,0,0,1,1,1,1,,2.0,26,A,Z,1,1,1,,5600.0,A26Z,7,0.634143,11421.0,3608.0,,AR,A26,NY,11421.0,WOODHAVEN,A26,,A,AR,AR,PC,O,AR,A,IN,,A26,A,563951.0,3a,1998.0
13723,112278998,1996,1544990,14996,0,0,17858,83495,63670,-906,281284,217614,1841270,1663620,354864,82349,0,554830,844001,237021,489137,0,0,0,0,0,0,933,0,0,0,0,0,76929,102014,4796,16923,,1700670,A20,,QUEENS MUSEUM OF ART,,FLSHNG MDWS CORONA PARK N,QUEENS,NY,11368-0000,0.0,3,3.0,1200.0,197208.0,1.0,,1.0,11.0,0.0,199706,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,4.0,4.0,4.0,0,,0,,0,36081.0,5602.0,15.0,A,A20,,1997,0,0,5880730,41925,347362,0,0,5936970,62764,14315,0,0,0,0,317809,37055,0,A20,,0,6284330,0,839736,67660,0,0,0,0,0,0,17858,0,81725,0,1700670,11368.0,0,0,9,1,1,1,,2.0,20,A,Z,1,1,1,,5600.0,,7,0.73227,11368.0,3608.0,,AR,A51,NY,11368.0,QUEENS,A51,,A,AR,AR,PC,O,AR,A,IN,,A51,A,1159650.0,1d,2098.0
13810,112336154,1996,185055,0,0,0,0,0,0,0,244622,244622,429677,412938,-90555,31500,0,21020,106846,128314,197401,0,0,0,0,0,0,0,0,0,0,0,0,0,244288,0,334,,429677,A65,,BILLIE HOLIDAY THEATRE INCORPORATED,,1368 FULTON ST,BROOKLYN,NY,11216-2630,0.0,3,3.0,1230.0,197602.0,1.0,,1.0,11.0,0.0,199706,10.0,6,,88.0,90.0,119.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36047.0,5602.0,15.0,A,A65,,1997,0,0,632942,0,781455,0,0,632942,0,0,0,0,9658,36258,-107294,16739,0,A65,,0,1414400,0,127364,0,0,0,0,0,0,0,0,0,0,0,429677,11216.0,0,0,.,9,1,9,,6.0,65,A,Z,1,1,1,,5600.0,,7,0.571187,11216.0,3604.0,,AR,A65,NY,11216.0,BROOKLYN,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,,u,
13864,112393789,1996,33025,0,0,0,846,0,0,0,17080,17080,50105,50327,40800,0,0,41022,40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16234,0,0,,50105,A65,,GOLD MOUNTAIN INSTITUTE FOR TRADITIONAL SHADOW THEATER INC,,33 47 91ST ST,JACKSON HEIGHTS,NY,11372-1749,0.0,3,3.0,2000.0,197702.0,1.0,,1.0,11.0,0.0,199703,10.0,3,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36081.0,5602.0,16.0,A,A65,,1997,0,0,109176,0,78557,0,0,112897,0,3721,0,0,0,0,41022,-222,0,A65,,0,191454,846,0,0,0,0,0,0,0,0,0,0,0,0,50105,11372.0,0,0,1,1,9,1,,6.0,65,A,Z,1,1,1,,5600.0,,7,0.661536,11372.0,3608.0,,AR,A65,NY,11372.0,JACKSON HEIGHTS,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,0.0,3b,1998.0
13868,112396324,1997,106689,0,0,0,220,0,0,0,220,220,106909,136171,111618,40538,0,174987,144954,34107,33336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,106909,A54,,KING MANOR ASSOCIATION OF LONG ISLAND INC,,90 04 161ST ST STE 704,JAMAICA,NY,11432-0000,0.0,3,3.0,1200.0,197901.0,1.0,,1.0,11.0,0.0,199712,10.0,12,,62.0,60.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36081.0,5602.0,15.0,A,A54,,1997,0,0,628604,0,0,0,0,629912,0,1308,0,0,0,0,140880,-29262,0,A54,,0,629912,0,26737,4265,0,0,0,0,0,0,220,0,0,0,106909,11432.0,0,0,1,1,9,1,,5.0,54,A,Z,1,1,1,,5600.0,A50Z,7,0.771149,11432.0,3608.0,,AR,A54,NY,11432.0,JAMAICA,A54,,A,AR,AR,PC,O,AR,A,IN,,A54,A,35323.0,3b,1998.0
13887,112407454,1996,21644,5375,0,0,72,0,0,0,25152,25152,52171,44598,14295,0,0,6723,14295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19430,0,5649,,52171,A69,,NEIGHBORHOOD CHAMBER ORCHESTRA INC,,1344 E 22ND ST,BROOKLYN,NY,11210-4517,0.0,3,3.0,1000.0,197702.0,1.0,,1.0,11.0,0.0,199612,10.0,12,,90.0,119.0,149.0,B9702,1997.0,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36047.0,5602.0,15.0,A,A69,,1996,0,0,89984,16747,47502,0,0,131979,0,284,0,0,0,0,6723,7572,0,A69,,0,179482,0,29350,0,0,0,0,0,0,0,72,0,0,0,52171,11210.0,0,0,9,1,1,1,,6.0,69,A,Z,1,1,1,,5600.0,A69Z,10,0.357036,11210.0,3604.0,,AR,A69,NY,11210.0,BROOKLYN,A69,,A,AR,AR,PC,O,AR,A,IN,,A69,A,,u,
13893,112408985,1995,5775,0,0,0,148,0,0,0,21248,21248,27023,28518,231,0,0,20216,3131,6590,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,21100,0,0,,27023,A65,,THE NEW YORK CHILDRENS THEATRE INC,,250 W 65TH ST,NEW YORK,NY,10023-6403,0.0,3,3.0,2000.0,198001.0,1.0,,1.0,13.0,198506.0,199606,10.0,6,,994.0,149.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,10.0,A,A65,,1996,0,0,101326,3145,218395,0,0,104966,0,495,0,0,0,0,13626,-1495,0,A65,,-11900,323361,0,0,881,0,0,0,0,0,0,148,0,0,0,27023,10023.0,0,0,9,2,9,1,,6.0,65,A,Z,1,1,1,,5600.0,,9,0.104905,10023.0,3606.0,,AR,A65,NY,10023.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,,u,
13894,112409274,1995,23302,2665,0,0,54,6087,986,-986,919,-67,26886,22326,145518,0,0,151137,149793,5970,4275,145518,0,0,0,0,0,0,0,0,0,0,0,3223,838,-3223,27,,22677,A80,,GREATER RIDGEWOOD HISTORICAL SOCIETY INC,WALTER,54 49 63RD PL,MASPETH,NY,11378-1212,0.0,3,3.0,1000.0,197702.0,1.0,,1.0,11.0,0.0,199606,10.0,6,,994.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36081.0,5602.0,15.0,A,A80,,1996,0,0,114097,12548,14952,0,0,129658,0,1552,0,0,0,0,145167,351,0,A80,,0,144610,0,0,0,0,145167,0,0,0,0,0,54,0,0,22677,11378.0,0,0,.,1,1,1,,8.0,80,A,Z,1,9,1,,5600.0,A82Z,7,0.871116,11378.0,3608.0,,AR,A80,NY,11378.0,MASPETH,A82,,A,AR,AR,PC,O,AR,A,IN,,A82,A,8005.0,4,2007.0
13901,112412220,1997,0,5175,0,0,3697,0,0,0,56162,56162,61337,63777,85049,0,0,87489,85049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52465,0,0,,61337,A26,,KANNADA KOOTA NEW YORK INC,% M R BHEEMARAO,119 14 LINDEN BLVD,S OZONE PK,NY,11420-2006,0.0,3,3.0,1000.0,197709.0,1.0,,1.0,11.0,0.0,199804,20.0,4,,90.0,93.0,560.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36081.0,5602.0,16.0,A,A26,,1998,0,0,0,14000,62220,0,0,23621,0,9621,0,0,0,0,87489,-2440,0,A26,,0,85841,0,0,0,0,0,0,0,0,0,3697,0,0,0,61337,11420.0,0,0,.,1,9,1,,2.0,26,A,Z,1,1,1,A,5600.0,,9,0.9917530000000001,11420.0,3608.0,,AR,A26,NY,11420.0,S OZONE PK,A26,,A,AR,AR,PC,O,AR,A,IN,,A26,A,,u,
13976,112451587,1996,839560,0,0,0,10193,46421,0,0,309269,309269,1148830,623294,1153370,25600,0,733095,1184810,14289,31442,0,0,0,0,0,0,0,0,0,0,0,73456,17516,193389,0,8803,,1057860,A60,,BARGEMUSIC LTD C O STANLEY T STAIRS,,FULTON FERRY LANDING,BROOKLYN,NY,11201-0000,0.0,3,3.0,1200.0,197812.0,1.0,,1.0,11.0,0.0,199708,10.0,8,,90.0,119.0,123.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,3.0,4.0,0,,0,,0,36047.0,5602.0,15.0,A,A60,,1997,0,0,1695310,33611,512948,0,0,2007530,0,255740,0,0,0,0,718806,434563,5912,A60,,0,2520480,0,401726,12795,79368,0,0,0,0,0,10193,0,17516,0,1057860,11201.0,0,0,1,1,1,1,,6.0,60,A,Z,1,1,1,,5600.0,,7,0.577519,11201.0,3604.0,,AR,A68,NY,11201.0,BROOKLYN,A68,,A,AR,AR,PC,O,AR,A,IN,,A68,A,105149.0,3b,1998.0
14010,112468882,1996,43614,0,0,0,0,567,0,0,19206,19206,62820,60846,2169,0,0,195,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19206,0,0,,62820,A65,,GREEK CULTURAL CENTER INC,,27 18 HOYT AVE S,ASTORIA,NY,11102-1960,0.0,3,3.0,2000.0,198109.0,1.0,,1.0,11.0,0.0,199706,10.0,6,,88.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36081.0,5602.0,15.0,A,A65,,1997,0,0,150200,0,66369,0,0,150200,0,0,0,0,0,0,195,1974,0,A65,,0,216569,0,0,0,0,0,0,0,0,0,0,0,0,0,62820,11102.0,0,0,9,1,1,1,,6.0,65,A,Z,1,1,1,,5600.0,,7,0.454504,11102.0,3608.0,,AR,A23,NY,11102.0,ASTORIA,A23,,A,AR,AR,PC,O,AR,A,IN,,A23,A,35805.0,4,2007.0
14024,112478709,1996,1021840,3835,0,0,5695,76508,0,0,293388,293388,1319060,1188950,723957,73000,0,358617,828154,221318,104197,0,0,0,0,0,0,0,0,0,0,0,0,0,278306,9305,82,,1319060,A20,,JAMAICA CENTER FOR ARTS AND LEARNING INC,,161 04 JAMAICA AVE,JAMAICA,NY,11432-6112,0.0,3,3.0,1200.0,198107.0,1.0,,1.0,11.0,0.0,199706,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,4.0,4.0,4.0,0,,0,,0,36081.0,5602.0,15.0,A,A20,,1997,0,0,3817240,9746,834282,0,0,3849660,0,11400,0,0,32912,8747,137299,130115,0,A20,,456543,4683940,0,648294,77922,0,0,0,0,0,0,5695,0,9305,0,1319060,11432.0,0,0,1,2,9,1,,2.0,20,A,Z,1,1,1,,5600.0,,7,0.789834,11432.0,3608.0,,AR,A20,NY,11432.0,JAMAICA,A20,,A,AR,AR,PC,O,AR,A,IN,,A20,A,678462.0,1d,2098.0
14044,112485472,1997,76824,0,0,0,527,11754,0,0,31692,31692,108516,95015,54580,0,0,41079,54580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31165,0,0,,108516,A99,,ALLIANCE OF QUEENS ARTISTS INC,,99 10 METROPOLITAN AVE,FOREST HILLS,NY,11375-6638,0.0,3,3.0,1000.0,198109.0,1.0,,1.0,11.0,0.0,199803,10.0,3,,998.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,1.0,2.0,0,,0,,0,36081.0,5602.0,15.0,A,A99,,1998,0,0,267731,0,103750,0,0,270594,0,2863,0,0,0,0,41079,13501,0,A99,,0,374344,0,30966,6003,0,0,0,0,0,0,527,0,0,0,108516,11375.0,0,0,1,1,1,1,,9.0,99,A,Z,1,1,1,,5600.0,,9,0.9167799999999999,11375.0,3608.0,,AR,A99,NY,11375.0,FOREST HILLS,A40,,A,AR,AR,PC,O,AR,A,IN,,A99,A,21263.0,6,2003.0
14069,112495664,1996,3826780,0,3010720,2548150,132066,445327,0,0,3354710,806565,7181490,3943630,6485550,311092,0,5372950,6736070,86043,250519,0,0,0,0,0,0,0,0,0,0,0,0,48423,118700,0,44807,,4584920,A52,,BROOKLYN CHILDRENS MUSEUM CORP,,145 BROOKLYN AVE,BROOKLYN,NY,11213-1930,0.0,3,3.0,1000.0,198110.0,1.0,,1.0,11.0,0.0,199706,10.0,6,,60.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,5.0,5.0,4.0,4.0,0,,0,,0,36047.0,5602.0,15.0,A,A52,,1997,0,0,12256100,14895,303800,0,0,13177300,0,878882,0,0,0,0,5286900,641288,0,A52,,557356,13481100,0,1559930,140839,0,0,0,0,0,462569,16511,115555,48423,0,4584920,11213.0,0,0,1,2,9,1,,5.0,52,A,Z,1,1,1,,5600.0,,7,0.011471700000000001,11213.0,3604.0,,AR,A52,NY,11213.0,BROOKLYN,A52,,A,AR,AR,PC,O,AR,A,IN,,A52,A,2278701.0,3b,1998.0
14084,112498972,1996,6810,0,0,0,134,0,0,0,177810,177810,184620,163206,82900,0,0,72525,232864,11039,149964,61486,0,0,0,0,0,0,0,0,0,0,0,0,177676,0,0,,184620,A33,A63Z,CONTACT COLLABORATIONS INC,% ZIMMER,537 BROADWAY 3RD FLR,NEW YORK,NY,10012-3930,0.0,3,3.0,2000.0,198008.0,1.0,,1.0,13.0,198212.0,199708,10.0,8,,994.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A33,,1997,0,0,24231,0,530564,0,0,25185,0,954,0,0,0,0,61486,21414,0,A33,,0,555749,0,0,0,0,61486,0,0,0,0,134,0,0,0,184620,10012.0,0,0,1,1,1,1,,3.0,33,A,Z,1,1,1,,5600.0,A33Z,7,0.944059,10012.0,3606.0,,AR,A33,NY,10012.0,NEW YORK,A33,,A,AR,AR,PC,O,AR,A,IN,,A33,A,0.0,3b,1998.0
14108,112505548,1997,13337,0,0,0,0,0,0,0,136119,136119,149456,-55453,-44254,0,0,592805,685126,742664,729380,-155160,0,0,0,0,0,0,0,0,0,0,99304,0,63676,0,0,,50152,A62,A23Z,MOROCCO AND THE CASBAH DANCE EXPERIENCE INC,,320 W 15TH ST,NEW YORK,NY,10011-5901,0.0,3,3.0,1200.0,197910.0,1.0,,1.0,13.0,0.0,199805,10.0,5,,123.0,124.0,0.0,B9710,,,IN,O,AR,A,PC,3.0,2.0,0.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A62,,1998,0,0,0,0,186380,0,0,0,0,0,0,0,452302,438018,-149859,105605,-26861,A62,,0,186380,0,0,0,72442,-149859,0,0,0,0,0,0,0,0,50152,10011.0,0,0,1,9,1,9,,6.0,62,A,Z,1,1,1,,5600.0,A62Z,7,0.7979390000000001,10011.0,3606.0,,AR,A62,NY,10011.0,NEW YORK,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,0.0,3a,1998.0
14111,112507185,1996,9967,0,0,0,0,0,0,0,89989,89989,99956,108036,717,0,0,8797,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89989,0,0,,99956,A62,,SPOKE THE HUB DANCING INC,,748 UNION ST,BROOKLYN,NY,11215-1209,0.0,3,3.0,2000.0,198003.0,1.0,,1.0,11.0,0.0,199706,10.0,6,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,2.0,1.0,0,,0,,0,36047.0,5602.0,16.0,A,A62,,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8797,-8080,0,A62,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99956,11215.0,0,0,1,1,9,1,,6.0,62,A,Z,1,1,1,,5600.0,,0,0.8871389999999999,11215.0,3604.0,,AR,A62,NY,11215.0,BROOKLYN,A62,,A,AR,AR,PC,O,AR,A,IN,,A62,A,5342.0,4,2007.0
14134,112515828,1995,117869,0,0,0,261,22527,0,0,207620,207620,325489,334069,23400,22520,0,39234,43947,7254,20547,0,0,0,0,0,0,0,0,0,0,0,0,0,177696,0,29663,,325489,A65,,AFRICAN POETRY THEATRE INC,,176-03 JAMAICA AVE,JAMAICA,NY,11432-5503,0.0,3,3.0,1000.0,198001.0,1.0,,1.0,11.0,198408.0,199608,10.0,8,,994.0,404.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36081.0,5602.0,16.0,A,A65,,1996,0,0,616377,0,417184,0,0,645130,0,2348,0,0,0,14171,31980,-8580,0,A65,,0,1062310,0,0,1723,0,0,0,0,0,0,261,0,0,0,325489,11432.0,0,0,.,1,9,1,,6.0,65,A,Z,1,1,1,,5600.0,,7,0.0483035,11432.0,3608.0,,AR,A23,NY,11432.0,JAMAICA,A23,,A,AR,AR,PC,O,AR,A,IN,,A23,A,80562.0,4,2005.0
14142,112517055,1996,226778,6150,0,0,64,55831,0,0,18865,18865,251793,264354,13650,33712,0,42066,91512,133255,77862,0,0,0,0,0,0,0,0,0,0,0,0,4500,9558,2566,2177,,247293,A54,,MUSEUM OF CHINESE IN THE AMERICAS,,70 MULBERRY ST 2ND FL,NEW YORK,NY,10013-4477,0.0,3,3.0,2000.0,198211.0,1.0,,1.0,13.0,0.0,199710,10.0,10,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A54,,1997,0,0,1148740,88053,125906,0,0,1243050,0,6256,0,0,14162,0,-91189,-17061,0,A54,,121900,1368950,0,101517,10530,0,-91189,0,0,0,0,64,0,7066,0,247293,10013.0,0,0,9,2,9,1,,5.0,54,A,Z,1,1,1,,5600.0,,7,0.054849300000000004,10013.0,3606.0,,AR,A53,NY,10013.0,NEW YORK,A54,,A,AR,AR,PC,O,AR,A,IN,,A54,A,85852.0,3b,1998.0
14152,112518719,1997,56001,0,0,0,0,0,3977,15678,20885,16908,76886,38983,21603,0,0,21730,48836,34052,27232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,,72909,A68,,LENNIE TRISTANO JAZZ FOUNDATION INC,,PO BOX 30273,NEW YORK,NY,10011-0103,0.0,3,3.0,3000.0,198809.0,1.0,,1.0,13.0,0.0,199712,20.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A68,,1997,0,0,47540,0,44945,0,0,48767,19655,1227,0,0,0,0,-12322,33925,0,A68,,0,93712,0,0,0,0,0,0,0,0,0,0,0,0,0,72909,10011.0,0,0,.,1,1,1,,6.0,68,A,Z,1,1,1,,5600.0,,7,0.679606,10011.0,3606.0,,AR,A68,NY,10011.0,NEW YORK,A68,,A,AR,AR,PC,O,AR,A,IN,,A68,A,0.0,3b,1998.0
14179,112526156,1997,6858,0,0,0,0,843,0,0,60066,60066,66924,62860,-65963,0,0,1578,3642,71605,69605,0,0,0,0,0,0,0,0,0,0,0,0,0,58432,0,1634,,66924,A65,A66Z,GLINES INC,,240 W 44TH ST,NEW YORK,NY,10036-3906,0.0,3,3.0,1000.0,198109.0,1.0,,1.0,13.0,198312.0,199712,10.0,12,,995.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A65,,1997,0,0,83530,0,632880,0,0,83530,0,0,0,0,0,0,-70027,4064,0,A65,,0,716410,0,0,0,0,0,0,0,0,0,0,0,0,0,66924,10036.0,0,0,1,9,1,9,,6.0,65,A,Z,1,1,1,,5600.0,,6,0.91745,10036.0,3606.0,,AR,A65,NY,10036.0,NEW YORK,A65,,A,AR,AR,PC,O,AR,A,IN,,A65,A,0.0,3b,1998.0
