,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,NTEECC4d,NTEEconf,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEE2,NTEE,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,RANDNUM,NTEESRC,MSA_NECH,Ntee2007a,Ntee42007a,NteeOldB,DirSupEstimate,DirSupCode,DirSupYr,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
4649,20557576,200512,2005,146175,0,0,0,241,29846,0,0,241,241,146416,104986,104336,0,0,62906,109211,0,4875,0,0,0,0,0,0,0,0,0,0,0,0,,146416,146416,0,0,0,0,0,0,0,41430,0,0,0,0,0,0,0,62906,0,0,0,0,241,0,0,0,0,0,0,272260,0,0,198,0,0,272458,272458,3,7,0,0,0.0,1.0,29490253066236.0,2005,N,10041-0004,10041.0,20557576200512,205575762005,12,0.0,0.0,0.0,55 WATER ST CONCOURSE LEVEL,3.0,200612.0,NEW YORK,2.0,NEW WATER STREET CORPORATION,1.0,13.0,15.0,10.0,0.0,FRIENDS OF THE PLAZA-VVP CORPORATION,1.0,200211.0,,NY,rtf05PC,2.0,2.0,2.0,2.0,A,A80,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.171849,1,5602.0,A80,,A50,146175.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,104336.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,109211.0,6,2003.0,A80,A
4707,20569320,200412,2004,60295,0,0,0,0,7500,0,0,0,0,60295,63727,6297,0,0,9729,6297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60295,60295,0,0,0,0,0,0,0,-3432,0,0,0,0,0,0,0,9729,0,0,0,0,0,0,0,0,0,0,0,36921,0,1795,0,0,0,38716,36921,3,9,0,0,0.0,1.0,29490365110235.0,2004,N,11201-2328,11201.0,20569320200412,205693202004,12,0.0,0.0,0.0,145 HICKS ST STE A-54,3.0,200612.0,BROOKLYN,1.0,LYNN PARKERSON,1.0,11.0,15.0,10.0,0.0,BROOKLYN BALLET,1.0,200206.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A63,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.8835209999999999,1,5602.0,A63,,A63,50031.0,4,2006.0,10214.0,4,2006.0,0.0,4,2006.0,6297.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,6297.0,6,2003.0,A63,A
4781,20581476,200512,2005,30201,0,0,0,211,0,1871,-509,6294,4423,36495,14685,31610,0,0,17810,31610,0,0,0,0,0,0,0,0,0,0,6139,0,-1418,0,,28485,28485,0,0,0,0,0,4721,1362,13800,0,0,0,0,0,0,0,17810,0,0,0,0,0,0,0,211,0,0,0,50088,0,262,0,0,0,50732,50470,3,7,0,0,0.0,1.0,29409217204246.0,2005,N,10017-5617,10017.0,20581476200512,205814762005,12,0.0,0.0,0.0,655 THIRD AVENUE 18TH FLOOR,3.0,200612.0,NEW YORK,2.0,FINNISH TOURIST BOARD,1.0,13.0,15.0,10.0,0.0,FINLAND CENTER FOUNDATION,1.0,200306.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A20,,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.547449,1,5602.0,A20,,A20,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,A20,A
4824,20589687,200506,2004,214438,0,32084,33222,470,37222,0,0,1574276,1541054,1788714,1654587,-542190,315034,0,329193,478431,947670,1020621,0,0,0,0,0,0,0,0,24618,1482625,34479,0,,1730874,1730874,0,-1138,0,0,0,59097,0,76287,0,726460,83788,0,0,0,0,-618477,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,1.0,29490028058146.0,2005,N,10128-1226,10128.0,20589687200506,205896872005,6,0.0,0.0,0.0,65 E 89TH STREET,3.0,0.0,NEW YORK,2.0,NANCY GODREAU,1.0,13.0,11.0,10.0,0.0,ST THOMAS MORE PLAY GROUP INC,1.0,200210.0,,NY,rtf05PC,2.0,4.0,4.0,4.0,A,A65,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.168847,1,5602.0,A65,,B90,214438.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,-542190.0,6,2003.0,68701.0,2,2006.0,-575148.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,46475.0,4,2007.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,369481.0,6,2003.0,A65,A
4914,20604733,200412,2004,20100,0,0,0,0,0,0,0,22790,22790,42890,43932,311,0,0,1353,311,0,0,0,0,0,0,0,0,0,0,0,22790,0,0,,42890,42890,0,0,0,0,0,0,0,-1042,0,0,0,0,0,0,0,1353,0,0,0,0,0,0,0,0,0,0,0,34000,0,20550,0,0,0,54550,34000,3,9,0,0,0.0,1.0,29409309052165.0,2004,N,10458-0709,10458.0,20604733200412,206047332004,12,0.0,0.0,0.0,PO BOX 580-179,3.0,200612.0,BRONX,1.0,MAGDALENA KRUPKA,1.0,13.0,16.0,20.0,0.0,BRONX STAGE & FILM CO INC,1.0,200410.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A31,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36005.0,0.259861,1,5602.0,A31,,N,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A31,A
5080,20633590,200406,2003,56960,0,0,0,0,7416,0,0,0,0,56960,46776,76982,0,0,68048,78232,1250,1250,0,0,0,0,0,0,0,0,0,0,0,0,,56960,56960,0,0,0,0,0,0,0,10184,0,0,0,0,0,0,0,66798,0,0,0,0,0,0,0,0,0,0,0,132027,0,0,0,0,0,132027,132027,3,7,0,0,,,,2004,N,10011-1119,10011.0,20633590200406,206335902004,6,0.0,0.0,0.0,535 W 22ND ST 5TH FLR,3.0,200606.0,NEW YORK,1.0,ELECTRONIC ARTS INTERMIX,1.0,13.0,15.0,10.0,0.0,INDEPENDENT MEDIA ARTS PRESERVATION INC,1.0,200307.0,,NY,core04PC,,,,,A,A30,,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.468438,1,5602.0,A30,,A40,5651.0,4,2006.0,51309.0,4,2006.0,0.0,4,2006.0,13654.0,4,2006.0,52629.0,4,2006.0,63328.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,45778.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,61665.0,6,2003.0,A30,A
5095,20636942,200507,2004,38483,0,0,0,35,0,0,0,35,35,38518,22391,34452,0,0,18325,34452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,38518,38518,0,0,0,0,0,0,0,16127,0,0,0,0,0,0,0,18325,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0.0,1.0,29490197222076.0,2005,N,10306-2639,10306.0,20636942200507,206369422005,7,0.0,0.0,0.0,50 DONGAN HILLS AVE APT 2B,3.0,200707.0,STATEN ISLAND,1.0,PATRICIA LOCKHART,1.0,13.0,15.0,10.0,0.0,EIBS POND EDUCATION RESTORATION PROGRAM,1.0,200310.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A80,,C,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36085.0,0.6701699999999999,1,5602.0,A80,,N,38483.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,34452.0,4,2005.0,10797.0,8,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,8,2005.0,0.0,4,2005.0,5700.0,2,2005.0,PC,O,AR,A,IN,,,,,,,,,,,,,,C60,C
5133,20643034,200506,2004,12067,3345,0,0,0,3285,0,0,19703,19703,35115,47894,6911,10000,0,24008,6911,0,0,0,0,0,0,0,0,0,0,4318,10732,0,4653,,30797,30797,0,0,0,0,0,4318,0,-17097,0,0,0,0,0,0,0,24008,0,0,0,0,0,0,0,0,0,0,0,15891,3949,28667,0,0,0,49150,20483,3,9,0,0,0.0,1.0,29490365116185.0,2005,N,10108-2044,10108.0,20643034200506,206430342005,6,0.0,0.0,0.0,PO BOX 2044,3.0,200708.0,NEW YORK,2.0,MATTHEW LAUFER,1.0,13.0,16.0,10.0,0.0,MANHATTAN CHORAL ENSEMBLE INC,1.0,200212.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A6B,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.41923599999999994,1,5602.0,A6B,,A6B,12067.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,6911.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A6B,A
5292,20671070,200412,2004,52350,0,0,0,170,0,0,0,153609,153609,205959,194946,34028,18600,0,23015,37528,0,3250,0,0,0,0,0,0,0,0,0,153439,0,0,,205959,205959,0,0,0,0,0,0,0,11013,0,33603,5326,0,0,0,0,23015,0,0,0,0,170,0,0,0,0,0,0,50000,0,0,4,0,0,50004,50004,3,7,0,0,0.0,1.0,29490351285225.0,2004,N,11205-3564,11205.0,20671070200412,206710702004,12,0.0,0.0,0.0,201 CLINTON AVE STE 14A,3.0,200612.0,BROOKLYN,1.0,TODD TRIPLETT,1.0,11.0,15.0,10.0,0.0,PARKS HALL INC,1.0,200307.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A02,,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.498557,1,5602.0,A02,,A02,52350.0,4,2004.0,0.0,4,2004.0,0.0,4,2004.0,34028.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,0.0,2,2004.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,29533.0,6,2003.0,A02,A
5428,20700407,200412,2004,23000,0,0,0,0,0,0,0,15161,15161,38161,21786,6414,0,0,4000,5414,0,0,0,0,0,0,0,0,0,0,13961,0,-4494,5694,,24200,24200,0,0,0,0,0,9467,0,2414,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,,,,2004,N,10027-3202,10027.0,20700407200412,207004072004,12,0.0,0.0,0.0,560 RIVERSIDE DR,3.0,200712.0,NEW YORK,2.0,BHAVANI DARYANANI,1.0,13.0,15.0,10.0,0.0,NAYIKAS-SAMITA DANCE THEATER CORP,1.0,200405.0,,NY,core04PC,,,,,A,A62,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.231265,1,5602.0,A62,,N,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A62,A
5464,20708419,200506,2004,33312,0,0,0,0,0,0,0,0,0,33312,22418,27905,0,0,18011,27905,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,,33312,33312,0,0,0,0,0,0,0,10894,0,0,0,0,0,0,0,17011,0,0,0,0,0,0,0,0,0,0,0,42850,0,27138,0,0,0,69988,42850,3,9,0,0,0.0,1.0,29409007183056.0,2005,N,10011-5436,10011.0,20708419200506,207084192005,6,0.0,0.0,0.0,121 W 17TH ST APT 4B,3.0,200712.0,NEW YORK,1.0,JOANNA MENDL SHAW,1.0,13.0,15.0,10.0,0.0,EQUUS PROJECTS INC,1.0,200406.0,DANCING WITH HORSES,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A62,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.880411,1,5602.0,A62,,N,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A62,A
5548,20749041,200512,2005,134106,0,0,0,408,0,0,0,408,408,134514,48829,85685,0,0,0,85685,0,0,85685,0,0,0,0,0,0,0,0,0,0,0,,134514,134514,0,0,0,0,0,0,0,85685,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0.0,1.0,29490217321126.0,2005,N,10001-2603,10001.0,20749041200512,207490412005,12,0.0,0.0,0.0,450 W 33RD ST,3.0,200912.0,NEW YORK,1.0,LARRY BRANDO,1.0,13.0,15.0,10.0,0.0,ASSOCIATED PRESS EMERGENCY RELIEF FUND,1.0,200511.0,,NY,rtf05PC,1.0,2.0,2.0,1.0,A,A33,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.274436,1,5602.0,A33,,N,134106.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,8,2005.0,0.0,2,2005.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A33,A
6823,30383217,200512,2005,4555,0,0,0,34,0,338426,17059,382546,44120,387101,61630,22510,0,0,35465,22510,0,0,0,0,0,0,0,0,0,0,0,27027,0,0,,48675,48675,0,0,0,0,0,0,355485,-12955,0,0,0,0,0,0,0,35465,0,0,0,0,0,34,0,0,0,0,0,22836,0,574631,0,0,0,597467,22836,3,9,0,0,0.0,1.0,29490301036186.0,2005,N,11222-1545,11222.0,30383217200512,303832172005,12,0.0,0.0,0.0,37 GREENPOINT AVE 4TH FLR,3.0,0.0,BROOKLYN,1.0,,1.0,11.0,16.0,10.0,0.0,BOOKLYN INCORPORATED,1.0,200304.0,,NY,rtf05PC,1.0,1.0,2.0,1.0,A,A70,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.188124,1,5602.0,A70,,A33,4555.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,22510.0,2,2006.0,226.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,356.0,4,2006.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,22510.0,6,2003.0,A70,A
6831,30384032,200312,2003,33123,0,0,0,0,606,0,0,3726,3726,36849,36460,392,0,0,3,392,0,0,0,0,0,0,0,0,0,0,0,3726,0,0,,36849,36849,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27623,0,4025,0,0,0,31648,27623,3,7,0,0,,,,2003,N,11215-3919,11215.0,30384032200312,303840322003,12,0.0,0.0,0.0,231 12TH ST # 1,3.0,200612.0,BROOKLYN,2.0,JOSE MARTINEZ,1.0,11.0,15.0,10.0,0.0,PROTO-TYPE THEATER INC,1.0,200208.0,,NY,core04PC,,,,,A,A65,,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.048832,1,5602.0,A65,,A65,33123.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,392.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,,2003.0,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,392.0,6,2003.0,A65,A
6864,30388136,200412,2004,30877,0,0,0,0,0,0,0,6741,6741,37618,39754,-2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6741,0,,37618,37618,0,0,0,0,0,6741,0,-2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,8205,0,0,0,10275,2000,3,7,0,0,,,,2004,N,11103-4027,11103.0,30388136200412,303881362004,12,0.0,0.0,0.0,37 12 BROADWAY,3.0,200812.0,ASTORIA,1.0,SEBASTIEN SABATIER CURIAL,1.0,11.0,16.0,10.0,0.0,SABA DANCE THEATER CO,1.0,200403.0,,NY,core04PC,,,,,A,A62,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36081.0,0.967571,1,5602.0,A62,,A62,30877.0,4,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,0.0,4,2004.0,0.0,8,2004.0,0.0,4,2004.0,,,,PC,O,AR,A,IN,,,,,,,,,,,,,,A62,A
7115,30433832,200512,2005,0,41936,0,0,0,0,0,0,0,0,41936,39662,16425,0,0,14151,16425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41936,41936,0,0,0,0,0,0,0,2274,0,0,0,0,0,0,0,14151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0.0,1.0,29409224020066.0,2005,N,10003-1315,10003.0,30433832200512,304338322005,12,0.0,0.0,0.0,36 E 20TH ST STE 2,3.0,200612.0,NEW YORK,1.0,JOHN AKBULUT,1.0,13.0,16.0,10.0,0.0,TURKISH AMERICAN CULTURAL ASSOCIATION OF LONG ISLAND INC,1.0,200209.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A23,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.09197910000000001,1,5602.0,A23,,A23,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A23,A
7122,30434419,200412,2004,300200,0,0,0,747,28070,0,0,52647,52647,352847,142660,122778,0,2900,162194,152978,22063,30200,0,0,0,0,0,0,0,0,227540,0,-175640,0,,125307,125307,0,0,0,0,0,51900,0,-17353,0,0,0,0,0,0,0,140131,0,0,0,0,747,0,0,0,0,0,0,140900,0,211347,144,0,0,352391,141044,3,7,0,0,,,,2004,N,10001-7708,10001.0,30434419200412,304344192004,12,0.0,0.0,0.0,220 FIFTH AVE STE 1301,3.0,200612.0,NEW YORK,1.0,WILLIAM STRUM,1.0,13.0,15.0,10.0,0.0,AMERICAN FRIENDS OF BATSHEVA DANCE COMPANY INC,1.0,200208.0,,NY,core04PC,,,,,A,A11,62,A,IN,,AR,A,PC,S,ZA,A,,,AR,AR,5602.0,5600.0,36061.0,0.14141800000000002,1,5602.0,A11,62,T30,300200.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,122778.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,2,2005.0,0.0,4,2005.0,PC,S,ZA,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,152978.0,6,2003.0,A1162,A
7352,30474145,200512,2005,0,0,0,0,0,0,0,0,295645,295645,295645,300336,-7454,67000,0,49261,61281,52024,68735,-7454,0,0,0,0,0,0,0,0,295645,0,0,,295645,295645,0,0,0,0,0,0,0,-4691,0,169611,19910,0,0,0,0,-2763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,-2763,0.0,1.0,29490203206126.0,2005,Y,10003-3101,10003.0,30474145200512,304741452005,12,0.0,0.0,0.0,16 EAST 14TH STREET APT 6A,3.0,200612.0,NEW YORK,1.0,SALANS,1.0,13.0,16.0,10.0,0.0,EDUCATION IN DANCE AND THE RELATED ARTS,1.0,200304.0,,NY,rtf05PC,1.0,2.0,2.0,2.0,A,A62,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.5535220000000001,1,5602.0,A62,,B99,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,2,2006.0,0.0,4,2006.0,PC,O,AR,A,IN,,,,,,,,,,,,,,A62,A
7530,30505193,200512,2005,50302,0,0,0,0,0,0,0,0,0,50302,34494,22911,0,0,7103,22911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,50302,50302,0,0,0,0,0,0,0,15808,0,0,0,0,0,0,0,7103,0,0,0,0,0,0,0,0,0,0,0,30885,0,11743,44,0,0,42672,30929,3,9,0,0,0.0,1.0,29409210119116.0,2005,N,11217-3624,11217.0,30505193200512,305051932005,12,0.0,0.0,0.0,133 BERKELEY PL STE 3,3.0,200712.0,BROOKLYN,2.0,DAVID GORDON,1.0,11.0,15.0,20.0,0.0,LOOK & LISTEN INC,1.0,200306.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A20,,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36047.0,0.324998,1,5602.0,A20,,A20,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A20,A
7578,30515962,200506,2004,8925,0,0,0,0,0,0,0,64383,64383,73308,111703,-38395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64383,0,0,,73308,73308,0,0,0,0,0,0,0,-38395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0.0,1.0,29409084001176.0,2005,N,10025-4784,10025.0,30515962200506,305159622005,6,0.0,0.0,0.0,5 W 102ND ST STE 5B,3.0,0.0,NEW YORK,2.0,ALEXANDER ERIKSSON,1.0,13.0,16.0,10.0,0.0,URBAN BALLET THEATER INC,1.0,200508.0,,NY,rtf05PC,1.0,1.0,1.0,2.0,A,A63,,A,IN,,AR,A,PC,O,AR,A,,,AR,AR,,5600.0,36061.0,0.754233,1,5602.0,A63,,N,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A63,A
7597,30520389,200312,2003,49720,0,0,0,0,0,0,0,3300,3300,53020,40558,12462,0,0,0,12962,0,500,0,0,0,0,0,0,0,0,0,3300,0,0,,53020,53020,0,0,0,0,0,0,0,12462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,,,,2003,N,10022-4514,10022.0,30520389200312,305203892003,12,0.0,0.0,0.0,150 E 55TH ST 7TH FLR,3.0,200712.0,NEW YORK,2.0,KEVIN MACCARTHY,1.0,13.0,15.0,20.0,0.0,VALMAC PRODUCTIONS INC,1.0,200403.0,,NY,core04PC,,,,,A,A6A,,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.385919,1,5602.0,A6A,,A65,49720.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,12462.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,,,PC,O,AR,A,IN,,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,12962.0,6,2003.0,A6A,A
7680,30539644,200512,2005,48895,0,0,0,0,0,1423,-208,21083,19660,69978,55328,19291,0,0,6064,19291,0,0,0,0,0,0,0,0,0,0,0,19868,0,0,,68555,68556,0,0,0,0,0,0,1215,13227,0,0,0,0,0,0,0,6064,0,0,0,0,0,0,0,0,0,0,0,3941,0,16071,0,0,0,20596,4525,3,7,0,0,0.0,1.0,29409196049206.0,2005,N,10009-4008,10009.0,30539644200512,305396442005,12,0.0,0.0,0.0,182 AVENUE A APT 2A,3.0,200812.0,NEW YORK,1.0,RUBEN POLENDO,1.0,13.0,15.0,20.0,0.0,THEATER MITU INC,1.0,200410.0,,NY,rtf05PC,1.0,1.0,1.0,1.0,A,A65,,B,IN,,AR,A,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.146738,1,5602.0,A65,,N,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A65,A
