,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,TAXPER,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,FISYR,BOND_BOY,BOND_EOY,CONT4,DUES4,GRREC4,GRTNONTX,GVTSRV4,INCPURP4,INVENTG,INVINC4,LOBNOTAX,LOBOTH,MRTG_BOY,MRTG_EOY,NETA_BOY,NETINC,NETRENT,NTEECC,NTEECC3D,OTHCHGS,OTHINC4,OTHINVST,OTHSAL,PAYTAX,RENTINC,RETE_BOY,SALEOTHE,SALEOTHG,SALEOTHN,SALESECN,SAVINT,SECINC,SPEVTG,TAXREV4,TOTREV2,ZIP5,LIBEOY97,LIB97,V_BOYAL,V_FB,V_REVEXP,V_EOYAL,NTEE4CD,NTEEDEC,NTEEMID,NTEE1,NTEECODE,V_FREXP,V_CONT,V_GREC,NTEECC4D,PMSA,NTEEIRS,REASON,RandNum,zipnew,nteeOld,MAJGRPB,NTEESRC,ntmaj10,fipsold,v_errorCd,NTmaj12,NCCSKEY2,NteeDraft,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
18743,132829756,1997,1004260,0,0,0,0,106252,0,0,207184,207184,1211440,1042660,26512,0,0,1251260,1269510,1340300,1242990,0,0,0,0,0,0,0,0,0,0,0,0,53228,111815,6247,13673,,1158210,A60,,HALEAKALA INC,%DBA THE KITCHEN,512 W 19TH ST,NEW YORK,NY,10011-2807,0.0,3,3.0,2300.0,197505.0,1.0,,1.0,13.0,0.0,199806,10.0,6,THE KITCHEN,90.0,91.0,119.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A60,,1998,0,0,2890780,0,811025,0,0,2919110,0,891,0,0,1196000,1116000,-89040,115552,22221,A60,,0,3730140,0,389204,29526,22221,0,0,0,0,0,0,0,59475,0,1158210,10011.0,0,0,2,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.850615,10011.0,A60,A,1.0,AR,36061.0,,AR,1328297561998,A61,NY,10011.0,NEW YORK,A61,,92906.0,3a,1998.0,0.0,3a,1998.0,41419.0,3a,1998.0,0.0,3a,1998.0,19030.0,3b,1999.0,0.0,3a,1998.0,1180409.0,3a,1998.0,0.0,3a,1998.0,911354.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,5700.0,3a,1998.0,0.0,3a,1998.0,4700.0,3a,1998.0,A61,A
18751,132831712,1998,100,0,0,0,2494,0,0,0,45048,7616,45148,50468,121376,0,0,164128,121376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7716,A51,,AUBREY CARTWRIGHT FOUNDATION INC,% MR DONALD MA,70 E 10TH ST,NEW YORK,NY,10003-5102,0.0,3,3.0,2000.0,197705.0,1.0,,1.0,13.0,0.0,199907,10.0,7,,994.0,119.0,561.0,B9710,,,IN,O,AR,A,PC,2.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A51,,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164128,-42752,0,A51,,0,0,2494,0,0,0,0,37432,42554,5122,0,0,0,0,0,7716,10003.0,0,0,2,1,9,1,,,,A,,1,1,1,,5600.0,,10,0.364675,10003.0,A51,A,1.0,AR,36061.0,,AR,1328317121999,A51,NY,10003.0,NEW YORK,A51,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,AR,PC,O,AR,A,IN,,,u,,,u,,,u,,,u,,A51,A
18757,132835847,1997,612140,0,0,0,5054,84315,0,0,118557,118557,730697,635609,255811,0,0,167793,293642,7070,37831,0,0,0,0,0,0,0,0,0,0,0,0,0,113503,0,0,,730697,A51,,CREATIVE TIME INC,,307 7TH AVE,NEW YORK,NY,10001-6007,0.0,3,3.0,2000.0,197611.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A51,,1998,0,0,1765850,0,158135,0,0,1771810,0,5962,0,0,0,0,160723,95088,0,A51,,0,1929950,0,106367,17537,0,0,0,0,0,0,5054,0,0,0,730697,10001.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.00826372,10001.0,A51,A,1.0,AR,36061.0,,AR,1328358471998,A20,NY,10001.0,NEW YORK,A20,,249016.0,3a,1998.0,0.0,3a,1998.0,186708.0,3a,1998.0,25204.0,3a,1998.0,69103.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,363124.0,3a,1998.0,28016.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,12602.0,3a,1998.0,0.0,3a,1998.0,207830.0,3a,1998.0,A20,A
18764,132838450,1997,1307930,0,0,0,142300,56834,0,0,589771,589771,1897700,1658610,1066260,111904,0,1225610,1597130,332103,530872,0,0,0,0,0,0,0,0,0,0,0,0,66333,412371,-31233,0,,1831360,A69,A6DZ,AMERICAN COMPOSERS ORCHESTRA INC,,1775 BROADWAY 525,NEW YORK,NY,10019-1903,0.0,3,3.0,2000.0,197603.0,1.0,,5.0,13.0,0.0,199806,10.0,6,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,4.0,4.0,4.0,0,,0,,0,36061.0,5602.0,15.0,A,A69,,1998,0,0,3806890,0,1602770,0,0,4129010,0,322118,0,0,0,0,893509,172752,0,A69,,0,5731790,0,538692,73514,0,0,0,0,0,0,728,141572,35100,0,1831360,10019.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A69Z,9,0.794326,10019.0,A69,A,1.0,AR,36061.0,,AR,1328384501998,A69,NY,10019.0,NEW YORK,A69,,155015.0,3b,1999.0,0.0,3b,1999.0,108503.0,3b,1999.0,6511.0,3b,1999.0,246492.0,3b,1999.0,928271.0,3b,1999.0,0.0,3b,1999.0,0.0,3b,1999.0,1152915.0,3b,1999.0,5142.0,3b,1999.0,AR,PC,O,AR,A,IN,,0.0,3b,1999.0,21703.0,3b,1999.0,0.0,3b,1999.0,170854.0,3b,1999.0,A69,A
18767,132839023,1997,75410,0,0,0,94,0,0,0,35028,35028,110438,110021,-4855,3000,0,14275,3637,19547,8492,0,0,0,0,0,0,0,0,0,0,0,0,0,34934,0,0,,110438,A60,,NEW MUSIC CONSORT INC,,545 W 111TH ST,NEW YORK,NY,10025-1982,0.0,3,3.0,2000.0,197712.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A60,,1998,0,0,275230,0,57165,0,0,275314,0,84,0,0,0,0,-5272,417,0,A60,,0,332479,0,65615,0,0,0,0,0,0,0,94,0,0,0,110438,10025.0,0,0,1,9,1,9,,,,A,,1,1,1,,5600.0,,7,0.259763,10025.0,A60,A,1.0,AR,36061.0,,AR,1328390231998,A68,NY,10025.0,NEW YORK,A68,,30004.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,45406.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,A68,A
18768,132839977,1997,127700,0,0,0,182,0,0,0,182,182,127882,83991,61386,0,0,17495,61386,0,0,61386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,127882,A30,,PUBLIC MEDIA INCORPORATED,,330 W 42ND ST STE 2410,NEW YORK,NY,10036-6902,0.0,3,3.0,2000.0,199212.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,121.0,122.0,123.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,1.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A30,,1998,0,0,444966,0,0,0,0,445768,0,802,0,0,0,0,17495,43891,0,A30,,0,445768,182,0,0,0,17495,0,0,0,0,0,0,0,0,127882,10036.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A30Z,7,0.601396,10036.0,A30,A,1.0,AR,36061.0,,AR,1328399771998,A30,NY,10036.0,NEW YORK,A30,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,127700.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,57681.0,3a,1998.0,A30,A
18769,132841149,1997,89329,0,0,0,358,2817,0,0,11695,11695,101024,81576,13275,19616,0,-631,24369,13042,11094,0,0,0,0,0,0,0,0,0,0,0,0,0,11337,0,0,,101024,A23,,ASIAN AMERICAN ARTS CENTER INC,,26 BOWERY,NEW YORK,NY,10013-5159,0.0,3,3.0,1200.0,197605.0,1.0,,1.0,13.0,0.0,199808,10.0,8,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,1.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A23,,1998,0,0,415537,0,65709,0,0,417051,0,1514,0,0,0,0,-13673,19448,0,A23,,7500,482760,0,0,1948,0,0,0,0,0,0,358,0,0,0,101024,10013.0,0,0,9,2,1,1,,,,A,,1,1,1,,5600.0,A23Z,7,0.227692,10013.0,A23,A,1.0,AR,36061.0,,AR,1328411491998,A23,NY,10013.0,NEW YORK,A23,,53918.0,3a,1998.0,0.0,3a,1998.0,6738.0,3a,1998.0,0.0,3a,1998.0,0.0,6,2003.0,0.0,3a,1998.0,301.0,3a,1998.0,0.0,3a,1998.0,35311.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,5215.0,3a,1998.0,A23,A
18775,132842726,1997,46780,21709,0,0,0,0,0,0,167287,167287,235776,228919,-14054,30710,0,4835,5797,25746,19851,6204,0,0,0,0,0,0,0,0,0,0,0,0,158108,0,9179,,235776,A20,,CENTER FOR BOOK ARTS INCORPORATED 1974,,280 W 27TH ST,NEW YORK,NY,10001-5901,0.0,3,3.0,1.0,197511.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,91.0,126.0,995.0,bm991,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A20,,1997,0,0,181672,107635,699410,0,0,322866,0,0,0,0,0,0,-20911,6857,0,A20,,0,1022280,0,15541,4390,0,-653,0,0,0,0,0,0,0,0,235776,10001.0,0,0,.,9,1,9,,,,A,,1,1,1,,5600.0,,9,0.935992,10001.0,A20,A,1.0,AR,36061.0,,AR,1328427261997,A40,NY,10001.0,NEW YORK,A70,,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,4.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,46780.0,3b,1998.0,170.0,3b,1998.0,AR,PC,O,AR,A,IN,,0.0,3b,1998.0,82.0,3b,1998.0,0.0,3b,1998.0,245.0,3b,1998.0,A70,A
18785,132848033,1997,6888260,41644,167286,96250,18622,351864,8892,1145,934231,829089,7864130,3752040,20432200,151500,0,17244700,20971700,724470,539509,0,0,0,0,0,0,0,0,0,0,0,0,162861,250025,-96590,22681,,7596130,A20,,SNUG HARBOR CULTURAL CENTER INC,,1000 RICHMOND TER,STATEN ISLAND,NY,10301-1114,0.0,3,3.0,2000.0,197606.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,915.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,,5.0,4.0,5.0,0,,0,,0,36085.0,5602.0,15.0,A,A20,,1998,0,0,12667700,166718,974527,0,0,14424500,10037,1517300,0,0,0,0,16520300,3844090,399309,A20,,67823,15399000,0,1375860,0,399309,0,0,0,0,71036,12195,6427,66271,0,7596130,10301.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.320654,10301.0,A20,A,1.0,AR,36085.0,,AR,1328480331998,A61,NY,10301.0,STATEN ISLAND,A20,,6001069.0,1b,2098.0,0.0,1b,2098.0,113601.0,3a,1998.0,19747263.0,1b,2098.0,19637296.0,3a,1998.0,681203.0,3a,1998.0,0.0,1b,2098.0,0.0,1b,2098.0,887189.0,1b,2098.0,16421893.0,1c,2097.0,AR,PC,O,AR,A,IN,,0.0,1b,2098.0,0.0,1b,2098.0,584222.0,1b,2098.0,118786.0,1b,2098.0,A20,A
18792,132852105,1997,26011,0,0,0,0,0,0,0,23096,23096,49107,59475,3113,0,0,21887,12119,8406,9006,0,0,0,0,0,0,0,0,0,0,0,0,0,23096,0,0,,49107,A23,,HATCH BILLOPS COLLECTION INC,,491 BROADWAY,NEW YORK,NY,10012-4412,0.0,3,3.0,2100.0,197703.0,1.0,,1.0,13.0,0.0,199807,10.0,7,,61.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A23,,1998,0,0,105971,0,68116,0,0,105971,0,0,0,0,0,0,13481,-10368,0,A23,,0,174087,0,0,0,0,0,0,0,0,0,0,0,0,0,49107,10012.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,,7,0.513506,10012.0,A23,A,1.0,AR,36061.0,,AR,1328521051998,A23,NY,10012.0,NEW YORK,A23,,17507.0,3a,1998.0,0.0,3a,1998.0,3113.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,8504.0,3a,1998.0,100.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,2103.0,3a,1998.0,A23,A
18808,132861846,1997,430638,0,0,0,575,65638,0,0,30691,30691,461329,369679,904014,46688,0,999117,1042850,138620,138834,0,0,0,0,0,0,0,0,0,0,0,0,0,30116,0,0,,461329,A65,,MUSIC THEATRE GROUP INC,,30 W 26TH ST STE 1001,NEW YORK,NY,10010-2011,0.0,3,3.0,2000.0,196504.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A65,,1998,0,0,1254660,0,615121,0,0,1264260,0,3443,0,0,10000,10000,860497,91650,0,A65,,-48133,1879380,0,70171,10001,0,0,0,0,0,0,575,0,0,0,461329,10010.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A67Z,9,0.372571,10010.0,A65,A,1.0,AR,36061.0,,AR,1328618461998,A65,NY,10010.0,NEW YORK,A65,,126711.0,3a,1998.0,0.0,3a,1998.0,270704.0,3a,1998.0,0.0,3a,1998.0,89801.0,3a,1998.0,543308.0,3a,1998.0,9300.0,3a,1998.0,0.0,3a,1998.0,303827.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,879542.0,3a,1998.0,0.0,3a,1998.0,12601.0,3a,1998.0,A65,A
18810,132862043,1997,93831,0,12784,13868,2257,12686,0,0,548401,534533,642232,669959,129513,52500,0,173833,168998,9071,39485,129513,0,0,0,0,0,0,0,0,0,0,0,0,528863,0,0,,628364,A6A,A6AP,NEW YORK GILBERT SULLIVAN PLAYERS INC,,302 W 91ST ST,NEW YORK,NY,10024-1011,0.0,3,3.0,1000.0,197711.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,15.0,A,A6A,,1998,0,0,206175,0,2079360,0,0,227624,0,21449,0,0,0,0,164762,-41595,4497,A6A,,6346,2306980,0,220935,21052,4497,164762,0,0,0,-1084,0,2257,0,0,628364,10024.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,,9,0.587824,10024.0,A6A,A,1.0,AR,36061.0,,AR,1328620431998,A6A,NY,10024.0,NEW YORK,A65,,9103.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,84628.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,17210.0,3a,1998.0,113566.0,3a,1998.0,30418.0,3a,1998.0,A65,A
18811,132863585,1997,31826,0,0,0,0,0,0,0,9640,9640,41466,37351,10910,0,0,6795,10910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9640,0,0,,41466,A65,,ENCOMPASS THEATRE INC,,484 W 43RD ST,NEW YORK,NY,10036-6319,0.0,3,3.0,2100.0,197607.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,15.0,A,A65,,1998,0,0,215351,0,0,0,0,215351,0,0,0,0,0,0,6795,4115,0,A65,,0,215351,0,0,0,0,0,0,0,0,0,0,0,0,0,41466,10036.0,0,0,9,1,1,1,,,,A,,1,1,1,,5600.0,,7,0.515799,10036.0,A65,A,1.0,AR,36061.0,,AR,1328635851998,A65,NY,10036.0,NEW YORK,A65,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,10910.0,3a,1998.0,A65,A
18819,132867442,1997,3084700,0,0,0,538399,613176,0,0,5406810,5406810,8491510,6898080,3392010,307761,35000,3616750,4976950,1007990,1584940,0,0,0,0,0,0,0,0,0,0,0,766407,47960,3616400,0,568650,,7677140,A65,,CITY CENTER 55TH ST THEATER FDN INC,% SQUADRON ELLENOFF PLESENT LEHRER,130 W 56TH ST,NEW YORK,NY,10019-3818,0.0,3,3.0,1000.0,197612.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,603.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4.0,5.0,5.0,5.0,0,,0,,0,36061.0,5602.0,16.0,A,A65,,1998,0,0,10257800,0,9635260,0,0,13117800,0,2372880,0,0,0,0,2608770,779055,-131014,A65,,4186,22753100,441836,2866780,242853,635393,0,0,0,0,0,96563,0,47960,0,7677140,10019.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,,9,0.33012199999999997,10019.0,A65,A,1.0,AR,36061.0,,AR,1328674421998,A61,NY,10019.0,NEW YORK,A61,,1267700.0,3a,1998.0,0.0,3a,1998.0,2940809.0,3a,1998.0,1611316.0,3a,1998.0,451101.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,1816900.0,3a,1998.0,447106.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,800.0,3a,1998.0,256503.0,3a,1998.0,0.0,3a,1998.0,A61,A
18820,132867785,1998,20684,0,0,0,225,0,0,0,91652,91652,112336,105891,47221,8000,0,40776,47221,0,0,47221,0,0,0,0,0,0,0,0,0,0,0,0,91427,0,0,,112336,A68,,HIGHLIGHTS IN JAZZ,,7 PETER COOPER ROAD,NEW YORK,NY,10010-6601,0.0,3,3.0,1200.0,197611.0,1.0,,1.0,13.0,0.0,199906,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,16.0,A,A68,,1999,0,0,69718,0,322000,0,0,69718,0,0,0,0,0,0,40776,6445,0,A68,,0,391718,0,0,0,0,40776,0,0,0,0,225,0,0,0,112336,10010.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A68Z,9,0.0741404,10010.0,A68,A,1.0,AR,36061.0,,AR,1328677851999,A68,NY,10010.0,NEW YORK,A68,,10041.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,10643.0,3a,1999.0,0.0,3a,1999.0,AR,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,47221.0,3a,1999.0,A68,A
18826,132869113,1997,295075,0,10401,11948,592,35455,0,0,317007,305059,612082,707127,62380,0,0,187079,116221,17706,53841,0,0,0,0,0,0,0,0,0,0,0,0,0,306014,0,0,,600134,A99,,HOUSE FOUNDATION FOR THE ARTS,,306 W 38TH ST RM 401,NEW YORK,NY,10018-2927,0.0,3,3.0,1200.0,197205.0,1.0,,1.0,13.0,0.0,199806,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,3.0,3.0,3.0,0,,0,,0,36061.0,5602.0,16.0,A,A99,,1998,0,0,1482560,0,967516,0,0,1502990,0,3812,0,0,0,0,169373,-106993,0,A99,,0,2470510,0,288828,38403,0,0,0,0,0,-1547,592,0,0,0,600134,10018.0,0,0,1,1,9,1,,,,A,,1,1,1,,5600.0,,9,0.42371000000000003,10013.0,A99,A,1.0,AR,36061.0,,AR,1328691131998,A02,NY,10018.0,NEW YORK,A02,,130033.0,3a,1998.0,0.0,3a,1998.0,64483.0,3a,1998.0,4901.0,3a,1998.0,19658.0,6,2003.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,165042.0,3a,1998.0,2501.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,3001.0,3a,1998.0,0.0,3a,1998.0,500.0,3a,1998.0,A02,A
18828,132871091,1996,317203,0,0,0,4418,37659,0,0,23586,23586,340789,269006,68660,0,0,119078,129712,111887,61052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19168,,340789,A60,,ASSOCIATION OF HISPANIC ARTS INC,ELSA ROBLES,250 WEST 26TH STREET 4TH FLOOR,NEW YORK,NY,10001-6737,0.0,3,3.0,1200.0,197911.0,1.0,,1.0,13.0,0.0,199706,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A60,,1997,0,0,1356020,0,69948,0,0,1357610,0,1589,0,0,0,0,7191,71783,0,A60,,-10314,1427560,0,100893,10781,0,0,0,0,0,0,4418,0,0,0,340789,10001.0,0,0,9,2,1,1,,,,A,,1,1,1,,5600.0,,7,0.901334,10029.0,A60,A,1.0,AR,36061.0,,AR,1328710911997,A23,NY,10001.0,NEW YORK,A23,,200133.0,3b,1998.0,0.0,3b,1998.0,68660.0,3b,1998.0,28332.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,0.0,3b,1998.0,116975.0,3b,1998.0,3305.0,3b,1998.0,AR,PC,O,AR,A,IN,,0.0,3b,1998.0,12801.0,3b,1998.0,0.0,3b,1998.0,47447.0,3b,1998.0,A23,A
18829,132871700,1997,104970,2810,0,0,0,0,0,21400,52202,52202,159982,129401,18660,0,0,13885,35434,25806,16774,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,28579,363,,159982,A61,,ALTERNATIVE CENTER FOR INTERNATIONAL ARTS INC,,594 BROADWAY 402,NEW YORK,NY,10012-3234,0.0,3,3.0,2000.0,197702.0,1.0,,1.0,13.0,0.0,199804,10.0,4,,90.0,91.0,0.0,B9710,,,IN,O,AR,A,PC,1.0,2.0,2.0,2.0,0,,0,,0,36061.0,5602.0,15.0,A,A61,,1998,0,0,830201,99442,64625,0,0,1044060,21400,0,0,0,0,0,-11921,30581,0,A61,,0,1108680,0,36042,10887,0,0,0,0,0,0,0,0,28579,0,159982,10012.0,0,0,1,1,1,1,,,,A,,1,1,1,,5600.0,A61Z,7,0.0031937,10012.0,A61,A,1.0,AR,36061.0,,AR,1328717001998,A50,NY,10012.0,NEW YORK,A50,,47131.0,3a,1998.0,0.0,3a,1998.0,18660.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,57739.0,3a,1998.0,0.0,3a,1998.0,AR,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,35334.0,3a,1998.0,A50,A
18832,132872904,1997,37130,0,0,0,237,0,0,0,237,237,37367,32220,13861,0,0,8714,13861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,37367,A23,,TIBET CENTER INC,% KHYONGLA N L RATO,107 E 31ST ST STE 5/F,NEW YORK,NY,10016-6884,0.0,3,3.0,2700.0,197505.0,1.0,,1.0,13.0,0.0,199712,10.0,12,,119.0,29.0,149.0,B9710,,,IN,O,AR,A,PC,1.0,1.0,1.0,1.0,0,,0,,0,36061.0,5602.0,16.0,A,A23,,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8714,5147,0,A23,,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,37367,10016.0,0,0,9,1,1,1,,,,A,,1,1,1,,5600.0,,9,0.8153279999999999,10156.0,A23,A,1.0,AR,36061.0,,AR,1328729041997,X50,NY,10016.0,NEW YORK,X50,,0.0,6,2003.0,0.0,6,2003.0,12542.0,6,2003.0,10051.0,6,2003.0,1302.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,37130.0,6,2003.0,4796.0,6,2003.0,AR,PC,O,AR,A,IN,,0.0,6,2003.0,328.0,6,2003.0,0.0,6,2003.0,2800.0,6,2003.0,X50,X
