,EIN,DocCD,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,ARED,FRCD,ACCPER,SEC_NAME,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA,VERIFY
6957,113121207,91,201102,201131.0,29491190076221,A60Z,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,122.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,113121207201102,1131212072011,rtf10pf,11,0,0,10016.0,B KING PRODUCTIONS INC,BZR LLP,148 MADISON AVE,NEW YORK,NY,10016-6700,0.0,3.0,1.0,199402.0,1.0,4.0,122.0,0.0,0.0,1.0,0.0,1.0,2,,A60,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.10307999999999999,B,A60,A,36061.0,5602.0,5600.0,
6963,113131714,91,201012,201121.0,29491120058151,A99Z,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,560.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113131714201012,1131317142010,rtf10pf,10,0,0,11419.0,PEACE UNITY AND PROSPERITY FOUNDATION INC,SARITA SACHOEUA,9554 111TH ST,S RICHMOND HL,NY,11419-1023,0.0,3.0,1.0,199607.0,1.0,4.0,560.0,0.0,0.0,1.0,0.0,1.0,12,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.45963000000000004,B,A99,A,36081.0,5602.0,5600.0,
6977,113137086,91,201012,201125.0,93491166000041,A99Z,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,560.0,0,46,0,0,0,0,0,5452,46,6937,-6891,5452,0,0,7051,0,0,0,0,1,7051,0,517,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,46,46,1485,85,0,85,85,7051,0,0,7051,0,7051,0,0,0,0,0,0,0,0,0,0,10496,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113137086201012,1131370862010,rtf10pf,10,0,0,11423.0,J Z L FOUNDATION,MICKEY WOHL,8709 CLIO ST,HOLLIS,NY,11423-1229,0.0,3.0,1.0,199508.0,1.0,4.0,560.0,0.0,0.0,2.0,0.0,1.0,12,,A99,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.73422,B,A99,A,36081.0,5602.0,5600.0,
6993,113162087,91,201012,201149.0,29491316099131,,N,Y,0.0,1.0,2010,3.0,6.0,5.0,3,994.0,458240,0,0,0,0,328907,0,0,787147,1076623,-289476,978813,0,275054,3639340,0,563797,0,563797,1485990,3639340,0,50544,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,328907,1076623,0,978813,0,53853,1034593,0,0,3639340,0,2153350,0,0,0,0,0,0,0,0,0,0,1026278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113162087201012,1131620872010,rtf10pf,10,0,0,10018.0,AMERICAN AIRPOWER MUSEUM,COCKPIT USA INC,15 W 39TH ST FL 12,NEW YORK,NY,10018-0628,0.0,3.0,1.0,199308.0,1.0,4.0,994.0,60.0,0.0,1.0,0.0,1.0,12,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.39269,B,A50,A,36061.0,5602.0,5600.0,
7051,113227149,91,201106,201147.0,29491309025221,A47P,N,Y,0.0,1.0,2010,2.0,2.0,3.0,3,91.0,0,0,0,0,0,71545,0,150,71545,67546,3999,67546,0,3999,24713,0,0,0,0,0,24713,0,591,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,71545,67396,0,67396,0,67546,24713,0,0,24714,0,24713,0,0,0,0,0,0,0,0,0,0,12000,0,591,468,524,80,1663,67546,60688,51253,53276,232763,24714,20715,18790,4552,68771,67546,60688,51253,53276,232763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,113227149201106,1132271492011,rtf10pf,11,0,0,11231.0,CLAYWORKS ON COLUMBIA INC,,195 COLUMBIA ST,BROOKLYN,NY,11231-1402,0.0,3.0,3.0,199612.0,1.0,3.0,91.0,149.0,59.0,1.0,0.0,1.0,6,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.31809,B,A40,A,36047.0,5602.0,5600.0,
7136,113309848,91,201012,201151.0,29491337006191,A700,N,Y,0.0,1.0,2010,3.0,4.0,1.0,3,994.0,5167,0,0,0,0,0,0,0,5167,5957,-790,0,0,0,226406,0,0,0,0,361808,226406,2777,11019,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,5957,0,0,0,0,3862,0,22785,226406,0,-135402,0,0,0,0,0,0,0,0,0,0,223744,11019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113309848201012,1133098482010,rtf10pf,10,0,0,10018.0,PAUL ROBESON FOUNDATION INC,ELIZABETH J SALEN,545 8TH AVE RM 401,NEW YORK,NY,10018-4341,0.0,3.0,1.0,199610.0,1.0,4.0,994.0,64.0,0.0,1.0,0.0,1.0,12,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.89186,A,A70,A,36061.0,5602.0,5600.0,
7154,113343213,91,201009,201145.0,29491295006011,A25,N,Y,0.0,1.0,2009,2.0,1.0,1.0,3,0.0,4123,1,0,0,0,0,0,0,4124,8699,-4575,8699,1,1,7562,0,0,0,0,33013,7562,0,215,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,1,8699,0,8699,0,0,1872,0,0,7562,0,-25451,0,0,0,0,0,0,0,0,0,0,4374,0,1,0,94,345,440,8699,13780,4072,9881,36432,1,0,0,0,1,0,0,0,0,0,143,389,541,550,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113343213201009,1133432132010,rtf10pf,10,0,0,11238.0,ROY AND SHERRY DECARAVA FOUNDATION,ROY & SHERRY & SUSAN W DECARAVA,201 EASTERN PKWY APT 5G,BROOKLYN,NY,11238-6158,0.0,3.0,1.0,199904.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,9,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.48461000000000004,B,A25,A,36047.0,5602.0,5600.0,
7246,113388258,91,201012,201120.0,93491129002061,A42Z,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113388258201012,1133882582010,rtf10pf,10,0,0,10016.0,EBAUCHE FOUNDATION OF THE ARTS,LTI,36 EAST 30TH STREET,NEW YORK,NY,10016-7394,0.0,3.0,2.0,199710.0,1.0,4.0,994.0,561.0,0.0,1.0,0.0,1.0,12,,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.66513,B,A1261,A,36061.0,5602.0,5600.0,
7311,113433104,91,200812,201108.0,29491036002031,S80Z,N,N,0.0,1.0,2008,3.0,1.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113433104200812,1134331042008,rtf10pf,8,0,0,11420.0,OLD LION RYU MARTIAL LIFE ARTS ASSOC,PETER A TICALI,15024 117TH ST,S OZONE PARK,NY,11420-3917,0.0,3.0,1.0,199809.0,1.0,4.0,994.0,408.0,0.0,1.0,0.0,1.0,12,,A03,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.23753000000000002,A,A03,A,36081.0,5602.0,5600.0,
7406,113472708,91,201012,201149.0,29491316104051,A32,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113472708201012,1134727082010,rtf10pf,10,0,0,11419.0,SILENT VOICES INC,JAMES STRUHS,11816 101ST AVE,RICHMOND HILL,NY,11419-1230,0.0,3.0,1.0,199908.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A32,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.1687,B,A32,A,36081.0,5602.0,5600.0,
7424,113487168,91,201012,201137.0,93491136016951,A700,N,Y,0.0,1.0,2010,3.0,1.0,1.0,3,0.0,0,3,0,0,0,0,0,0,3,1097,-1094,0,3,3,2473,0,0,0,0,1,2473,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,3,3,1097,0,0,0,0,2473,0,0,2473,0,2473,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113487168201012,1134871682010,rtf10pf,10,-25,0,11201.0,LEGACY PROJECT INC,,179 WARREN ST,BROOKLYN,NY,11201-6113,0.0,3.0,1.0,199907.0,1.0,4.0,0.0,0.0,0.0,1.0,200312.0,0.0,12,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.24006,A,A70,A,36047.0,5602.0,5600.0,
7445,113498583,91,201007,201115.0,29491078000121,T22,N,Y,0.0,1.0,2009,3.0,7.0,4.0,3,0.0,9314,0,84442,0,0,59146,0,0,152902,332866,-179964,0,0,0,5417295,0,2067115,0,2067115,10056,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,332866,0,0,0,0,81151,0,1774678,0,0,5407239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552670,577952,529404,1660026,0,552670,577952,529404,1660026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113498583201007,1134985832010,rtf10pf,10,0,0,11354.0,VOELKER-ORTH MUSEUM,CATHERINE ABRAMS,14919 38TH AVE,FLUSHING,NY,11354-4839,0.0,3.0,1.0,200006.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,7,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.030869999999999998,A,A50,A,36081.0,5602.0,5600.0,
7677,113630680,91,201006,201137.0,29491142067151,A51,N,Y,0.0,1.0,2009,2.0,5.0,4.0,3,0.0,219160,112,0,10520,0,7122,0,15210,236914,286396,-49482,283980,10632,562,729691,0,0,0,0,52203,729691,0,36509,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,10632,562,271186,0,268770,0,0,528,0,629280,729691,0,677488,106,0,0,265,0,0,0,0,159,106,741296,0,562,311,1239,1911,4023,283980,318644,261618,293638,1157880,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113630680201006,1136306802010,rtf10pf,10,-159,0,11101.0,DORSKY GALLERY CURATORIAL PROGRAMS,DAVID DORSKY,11-0345TH AVENUE,LONG ISLAN CITY,NY,11101-0000,0.0,3.0,1.0,200204.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,6,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.12467,B,A50,A,36081.0,5602.0,5600.0,
7794,113817054,91,201012,201151.0,29491337084221,T20,N,Y,0.0,1.0,2010,3.0,6.0,8.0,3,0.0,10000,67,0,116756,0,0,0,16850,126823,110309,16514,16850,116823,116823,2323553,0,341135,0,341135,0,2323553,0,14990,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,116823,116823,93459,0,0,0,0,14065,0,0,2323553,0,2323553,2336,0,0,0,0,0,0,64,0,2336,304372,12654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,113817054201012,1138170542010,rtf10pf,10,2400,0,10014.0,NEWBURGH INSTITUTE FOR THE ARTS AND IDEAS,FRADD,68 JANE ST APT 2E,NEW YORK,NY,10014-0714,0.0,3.0,1.0,200801.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,12,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.42406000000000005,A,A25,A,36061.0,5602.0,5600.0,
7896,116036776,91,201103,201141.0,93491278003021,,N,Y,0.0,1.0,2010,2.0,5.0,3.0,3,60.0,37034,0,0,0,0,0,0,200,37034,18287,18747,200,0,0,874947,0,0,0,0,6558,874947,0,1655,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,18087,0,0,0,6464,29799,0,0,874947,0,868389,0,0,0,0,0,0,0,0,0,0,33612,0,1,0,1857,0,1857,200,260,200,12230,12890,1,0,0,0,1,0,0,0,0,0,1103,1149,1238,1090,4580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,116036776201103,1160367762011,rtf10pf,11,0,0,10012.0,ANONYMOUS ARTS RECOVERY SOCIETY INCORPORATED,,380 WEST BROADWAY,NEW YORK,NY,10012-5115,0.0,3.0,1.0,196311.0,1.0,3.0,60.0,91.0,0.0,1.0,0.0,1.0,3,,A03,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.07422999999999999,A,A03,A,36061.0,5602.0,5600.0,
8110,116588142,91,201012,201147.0,93491313002301,T20,N,Y,0.0,1.0,2010,3.0,5.0,5.0,3,0.0,0,0,24990,12155,0,353,0,24000,37498,66532,-29034,55204,27210,27563,725194,0,321168,353337,674505,161223,820545,0,39761,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,37141,37494,42532,9931,31204,9931,9931,10767,0,0,820545,0,563971,272,0,0,0,0,0,0,0,0,272,807339,39489,27563,11589,16820,36913,92885,55204,69473,48013,96486,269176,0,0,0,0,0,0,0,0,0,0,26507,25353,0,24609,76469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,116588142201012,1165881422010,rtf10pf,10,272,0,10012.0,SPIRALIS MUSIC TR,DAY BERRY & HOWARD LLP,188 SULLIVAN ST,NEW YORK,NY,10012-2507,0.0,3.0,1.0,200401.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,12,CHOU WEN-CHUNG TTEE,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9668899999999999,A,A68,A,36061.0,5602.0,5600.0,
8142,130429640,91,201012,201151.0,29491330137061,,N,Y,0.0,1.0,2010,2.0,9.0,7.0,3,65.0,325000,0,1411878,465078,0,457602,217464,904204,2659558,3251519,-591961,1788110,1839385,1907916,67694373,6052063,0,0,6052063,0,71846306,0,3010062,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1876956,2101610,2347315,37571,883906,37571,193694,289365,0,51962530,71846306,0,67694373,0,0,0,0,0,0,0,0,0,0,61118000,0,1907916,1899958,1766936,3508538,9083348,1767978,1727385,2956596,2501670,8953629,1,0,0,0,1,0,0,0,0,0,2006708,2086000,2029717,2339025,8461450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,130429640201012,1304296402010,rtf10pf,10,0,0,10032.0,AMERICAN ACADEMY OF ARTS AND LETTERS,,633 W 155TH ST,NEW YORK,NY,10032-7501,0.0,3.0,2.0,193503.0,1.0,2.0,65.0,207.0,60.0,1.0,0.0,1.0,12,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.4977,A,A25,A,36061.0,5602.0,5600.0,
8212,131873289,91,201012,201128.0,29491176002071,A50Z,N,Y,0.0,1.0,2010,3.0,6.0,5.0,3,119.0,20270,1,47270,47399,0,0,38727,52402,114940,135269,-20329,109471,68872,47271,1826276,33531,1513482,243454,1790467,1314,2065708,0,89157,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,94670,47271,82867,25798,57069,25798,0,8854,0,0,2065708,0,1824962,1377,0,0,2587,0,0,0,0,1210,1377,1810287,87780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,131873289201012,1318732892010,rtf10pf,10,-1210,0,10017.0,BAGBY FOUNDATION FOR THE MUSICAL ARTS INC,,501 5TH AVE RM 801,NEW YORK,NY,10017-7893,0.0,3.0,1.0,194211.0,1.0,4.0,119.0,0.0,0.0,1.0,0.0,1.0,12,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9346,A,A68,A,36061.0,5602.0,5600.0,
8220,131926551,91,201012,201144.0,29491288005131,,N,Y,0.0,1.0,2010,3.0,8.0,7.0,3,119.0,0,477986,0,305269,0,0,189052,763730,783255,1264639,-481384,1024109,556786,0,12932845,3374155,8868553,0,12242708,9761,12932845,0,630105,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,783255,0,500909,226469,260379,226469,0,10397,0,0,12932845,0,12923084,11136,0,0,18245,0,0,0,0,7109,11136,12794018,618969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,131926551201012,1319265512010,rtf10pf,10,-7109,0,10017.0,HARKNESS FOUNDATION FOR DANCE INC,,145 E 48TH ST APT 26C,NEW YORK,NY,10017-1259,0.0,3.0,1.0,197903.0,1.0,4.0,119.0,0.0,0.0,1.0,0.0,1.0,12,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.62959,A,A62,A,36061.0,5602.0,5600.0,
8236,131966496,91,201012,201151.0,29491337046061,A110,N,Y,0.0,1.0,2010,3.0,7.0,6.0,3,119.0,121102,102223,33282,27443,0,41062,69500,104010,325112,317263,7849,272205,140213,146103,5928690,3942498,1555951,0,5498449,38637,5928690,56475,287887,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,162948,191112,213253,22735,168195,22735,45009,199,0,0,5928690,0,5890053,2804,0,0,2240,0,0,0,30,0,2804,5845414,285083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,131966496201012,1319664962010,rtf10pf,10,594,0,10016.0,AUTHORS LEAGUE FUND ESTABLISHED BY THE AUTHORS LEAGUE OF AMERICA INC,,31 E 32ND ST FL 7,NEW YORK,NY,10016-5509,0.0,1.0,1.0,193603.0,1.0,4.0,119.0,561.0,0.0,1.0,0.0,1.0,12,,A117,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.05039,A,A1170,A,36061.0,5602.0,5600.0,
8241,131975618,91,201012,201136.0,29491239008211,,N,Y,0.0,25.0,2010,3.0,6.0,6.0,3,602.0,1796454,6343,73254,41500,0,242468,250000,510400,2160019,1386997,773022,1377860,118504,0,4072550,0,5076,0,5076,106527,4072550,0,163493,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,0,0,121097,0,876597,2593,867460,2593,0,0,0,2733012,4072550,0,3966023,2370,0,0,3504,0,0,0,0,1134,2370,3319649,161123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,131975618201012,1319756182010,rtf10pf,10,-1134,0,10019.0,BROADCASTERS FOUNDATION INC,,125 W 55TH ST 21ST FLOOR,NEW YORK,NY,10019-5369,0.0,3.0,1.0,196112.0,1.0,4.0,602.0,0.0,0.0,1.0,201212.0,1.0,12,,A30,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.68215,A,A30,A,36061.0,5602.0,5600.0,
8273,132621140,91,201012,201122.0,29491134196001,,N,Y,0.0,1.0,2010,3.0,6.0,6.0,3,161.0,0,0,52982,139215,0,0,10000,355000,192197,422647,-230450,371341,140891,0,3536788,0,3214296,0,3214296,0,4440798,0,208163,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,192197,0,67647,51306,16341,51306,0,0,0,0,4440798,0,3536788,1409,0,0,6729,0,0,0,0,5320,1409,4226654,206754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,132621140201012,1326211402010,rtf10pf,10,-5320,0,10158.0,VIOLA W BERNARD FOUNDATION INC,HARRY GOODKIN & CO,605 3RD AVE FRNT 2,NEW YORK,NY,10158-0101,0.0,3.0,1.0,196812.0,1.0,4.0,161.0,180.0,602.0,1.0,0.0,1.0,12,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.40351,A,A68,A,36061.0,5602.0,5600.0,
8291,132667790,91,201106,201151.0,29491337066131,A62Z,N,Y,0.0,1.0,2010,3.0,4.0,1.0,3,59.0,0,0,532,0,0,33,25000,0,565,55404,-54839,30392,532,565,363428,0,0,0,0,63,363428,0,0,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,532,565,55404,0,30392,0,0,14694,0,0,363428,0,363365,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,132667790201106,1326677902011,rtf10pf,11,5,0,10022.0,TWYLA THARP DANCE FOUNDATION,T THARP,850 3RD AVENUE,NEW YORK,NY,10022-6222,0.0,3.0,1.0,197102.0,1.0,4.0,59.0,0.0,0.0,1.0,0.0,1.0,6,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.22857,A,A62,A,36061.0,5602.0,5600.0,
8312,132760185,91,201006,201125.0,29491148194111,,N,Y,0.0,1.0,2009,3.0,4.0,4.0,3,8.0,290000,0,0,0,-15539,0,0,0,274461,256682,17779,256682,0,0,393729,0,0,0,0,139,1483848,0,68921,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,61764,0,0,256682,0,256682,0,256682,20726,0,0,1483848,0,393590,0,0,0,0,0,0,0,0,0,0,1399411,68921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,132760185201006,1327601852010,rtf10pf,10,0,0,10036.0,EAKINS PRESS FOUNDATION,LESLIE KATZ,20 W 44TH ST STE 405,NEW YORK,NY,10036-6603,0.0,3.0,1.0,197404.0,1.0,4.0,8.0,0.0,0.0,1.0,0.0,1.0,6,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.28763,A,A33,A,36061.0,5602.0,5600.0,
8328,132874843,91,201012,201122.0,29491127075171,,N,Y,0.0,1.0,2010,3.0,3.0,3.0,3,995.0,45000,0,0,0,0,764,0,0,45764,40660,5104,40660,0,0,42629,0,0,0,0,0,42629,0,838,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,40660,0,0,0,0,42629,0,0,42629,0,42629,0,0,0,0,0,0,0,0,0,0,17015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,132874843201012,1328748432010,rtf10pf,10,0,0,10023.0,LAURA PAWEL DANCE COMPANY INC,,15 W 72ND ST,NEW YORK,NY,10023-3402,0.0,3.0,2.0,197701.0,1.0,4.0,995.0,119.0,0.0,1.0,0.0,1.0,12,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.93578,A,A62,A,36061.0,5602.0,5600.0,
