,CODE990,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
11628,3,222711422,1994,1994,6,6,40,0,17196,123814,0,-20901,0,1428,34000,155000,121537,257433,-135896,232464,99839,998,0,2949444,0,1555730,956080,2511810,0,2481175,0,133082,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,CHINA TIMES CULTURAL FND,FLUSHING,NY,11355-2427,Z,Z99,0.462951,36081.0,11355.0,11355.0,5602.0,5600.0,36081.0,4.0,,198609.0,199412,199412,NY,11355.0,FLUSHING,PF,O,UN,Z,IN,,12,123.0,0.0,43 27 36TH ST,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1233,A,,
11940,3,222795753,1995,1994,6,5,602,0,48,49812,17167,0,0,2940,0,79120,69967,93012,-23045,80083,60915,609,0,1367735,102813,893240,0,996053,0,1584130,0,75111,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,INDIAN PT FND,NEW YORK,NY,10128-1154,Z,Z99,0.978584,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,8706.0,199506,199506,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,1095 PARK AVE 11A,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
12390,3,223047700,1994,1994,5,3,59,27109,890,22177,1785,0,0,0,0,20150,51961,24024,27937,20150,24852,497,0,565044,0,0,0,0,9526,573487,27221,28142,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,NEW YORK FND ARCHITECTURE,NEW YORK,NY,10016-6101,A,A41,0.548245,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196703.0,199412,199412,NY,10016.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,200 LEXINGTON AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A40,A,,
12435,3,223073374,1995,1994,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,AMER FRIENDS RADIO FRANCE INTL,NEW YORK,NY,10017-0000,Z,Z99,0.6580199999999999,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,9011.0,199511,199511,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,11,0.0,0.0,767 THIRD AVE STE 4,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1134,A,,
15399,3,237044630,1995,1994,1,1,119,200,98,0,0,0,0,0,0,0,298,497,-199,0,98,1,0,800,0,0,0,0,0,800,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,RIVERSIDE THEATRE WORKSHOP,NEW YORK,NY,10025-5220,Z,Z99,0.626263,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,196912.0,199505,199505,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,5,59.0,0.0,280 RIVERSIDE DR,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
15528,3,237055841,1994,1994,6,4,119,0,571,147916,0,0,0,0,30038,105333,148487,169649,-21162,131902,137453,2749,110740,1930011,51363,1859406,0,1910769,0,1757987,0,92914,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,INDONESIAN CULTURAL FND,NEW YORK,NY,10158-0180,Z,Z99,0.9172879999999999,36061.0,10158.0,10158.0,5602.0,5600.0,36061.0,4.0,,197002.0,199412,199412,NY,10158.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,40.0,60 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
15691,3,237075252,1994,1994,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,INTL CTR THEATRE CREATION,NEW YORK,NY,10014-4960,Z,Z99,0.8835280000000001,36061.0,10014.0,10014.0,5602.0,5600.0,36061.0,4.0,,7007.0,199412,199412,NY,10014.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,42 KING ST,3.0,,1200.0,% STEVE BENEDICT,,,,,,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
15770,2,237087276,1994,1993,6,5,59,10000,0,11234,292594,0,0,11784,37800,162056,325612,311103,14509,237750,292471,6077,11234,1436464,0,530658,0,530658,0,2474920,0,79065,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,PEARSON ART FND,NEW YORK,NY,10118-0000,Z,Z99,0.693621,36061.0,10118.0,10118.0,5602.0,5600.0,36061.0,3.0,,197011.0,199409,199409,NY,10118.0,NEW YORK,PF,O,UN,Z,IN,,9,602.0,0.0,580 SYLVAN AVE,3.0,0.0,1200.0,% WOLLIN ASSOC INC,1.0,22.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
15897,2,237108615,1994,1993,1,1,119,3680,39,0,0,0,0,0,0,520,6219,6456,-237,5456,1539,31,0,1908,0,0,0,0,594,234248,0,11668,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,GABRIEL VON WAYDITCH MUSIC FND,KEW GARDENS,NY,11415-1715,Z,Z99,0.598172,36081.0,11415.0,11415.0,5602.0,5600.0,36081.0,4.0,,197112.0,199410,199410,NY,11415.0,KEW GARDENS,PF,O,UN,Z,IN,,10,0.0,0.0,80 61 LEFFERTS BLVD,3.0,0.0,1300.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,
16115,3,237162976,1994,1994,2,2,119,13836,0,0,0,0,0,0,0,0,13836,11686,2150,11686,0,0,0,12567,0,0,0,0,0,12567,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FND RES IN AFRO AMER CREATIVE ARTS,CAMBRIA HGTS,NY,11411-0000,Z,Z99,0.9522700000000001,36081.0,11411.0,11411.0,5602.0,5600.0,36081.0,4.0,,7212.0,199412,199412,NY,11411.0,CAMBRIA HGTS,PF,O,UN,Z,IN,,12,91.0,0.0,PO BOX I,3.0,0.0,2000.0,,1.0,11.0,1.0,0.0,1.0,IVE ARTS,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
16189,3,237177774,1994,1994,2,1,59,10,0,751,0,-535,0,0,0,0,225,420,-195,420,401,8,331,13045,8426,3324,0,11750,576,11493,0,589,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ELEANOR ROOSEVELT NEWSPAPER WOMENS MEM FND,NEW YORK,NY,10003-1705,Z,Z99,0.08820130000000001,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,7211.0,199412,199412,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,NC,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
16197,3,237179844,1995,1994,3,1,602,5178,2414,0,0,0,0,0,0,4500,7593,4628,2965,4500,2414,24,2414,87341,0,0,0,0,0,87341,0,4228,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,RANDI PRESS FND,BROOKLYN,NY,11234-4518,Z,Z99,0.9200870000000001,36047.0,11234.0,11234.0,5602.0,5600.0,36047.0,4.0,,197302.0,199501,199501,NY,11234.0,BROOKLYN,PF,O,UN,Z,IN,,1,0.0,0.0,2284 FLATBUSH AVE,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,
16245,3,237193312,1994,1994,6,4,59,263429,2273,10037,0,0,0,12000,0,1308354,287739,1326204,-1038465,1325165,8998,90,23271,1972118,0,220256,0,220256,0,2000780,0,15722,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,AMER FRIENDS CANADA COMM,NEW YORK,NY,10016-0601,Z,Z99,0.8755780000000001,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,9.0,,197206.0,199412,199412,NY,10016.0,NEW YORK,PC,O,UN,Z,IN,,12,119.0,0.0,270 MADISON AVE,3.0,0.0,2000.0,% US TRUST CO OF NEW YORK,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,
16364,3,237228901,1994,1994,2,1,65,0,19,650,0,0,0,0,0,0,669,288,381,0,381,8,0,20362,0,0,0,0,0,20362,0,993,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,LUNDQUIST RELIGIOUS EXHIBITS,BRONX,NY,10462-3170,Z,Z99,0.00780907,36005.0,10462.0,10462.0,5602.0,5600.0,36005.0,4.0,,197212.0,199412,199412,NY,10462.0,BRONX,PF,O,UN,Z,IN,,12,207.0,0.0,2041 COLDEN AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
16468,3,237259908,1994,1994,2,1,560,2450,0,0,0,0,0,0,0,2305,2450,2627,-177,2305,0,0,0,10146,10121,0,0,10121,0,10323,0,498,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,IDA FINK MEM ASSOC,BROOKLYN,NY,11230-5105,Z,Z99,0.757389,36047.0,11230.0,11230.0,5602.0,5600.0,36047.0,4.0,,7302.0,199412,199412,NY,11230.0,BROOKLYN,PF,O,UN,Z,IN,,12,0.0,0.0,1297 E 8TH ST,3.0,0.0,1000.0,% DAVID GOLDMAN,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
16525,3,237292189,1994,1994,4,2,119,0,5042,14804,0,0,0,1,0,75000,19847,82465,-62618,82041,19847,198,19847,402543,0,290531,0,290531,0,370804,0,20211,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,INST CHINESE PERFORMING ARTS,NEW YORK,NY,10016-2059,Z,Z99,0.7934939999999999,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,197312.0,199412,199412,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,600 THIRD AVE 22ND FLOOR,3.0,0.0,3000.0,% EUGENIA SHIAH,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,
16768,3,237363420,1994,1994,3,1,602,1658,2916,0,0,0,0,0,0,5000,4574,7582,-3008,0,334,7,334,70876,0,0,0,0,0,70876,0,3391,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MEYER & TZIPPE FRUCHTBAUM FND JEWISH CULTURE,NEW YORK,NY,10023-2824,Z,Z99,0.955832,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,7412.0,199412,199412,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,200 W 72ND ST,3.0,0.0,1000.0,% LEBYL KAHN,1.0,13.0,1.0,0.0,1.0,LTURE INC,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
16780,3,237365710,1993,1993,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ION NICOLA THEATRE FND,NEW YORK,NY,10150-6429,Z,Z99,0.6656979999999999,36061.0,10150.0,10150.0,5602.0,5600.0,36061.0,4.0,,197405.0,199312,199312,NY,10150.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 6429,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
16844,3,237381454,1994,1993,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,PHILHARMONIA EREDE,NEW YORK,NY,10036-6315,Z,Z99,0.07484360000000001,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,7411.0,199409,199409,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,400 W 43RD ST RM 37 N,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A69,A,,
16894,2,237397946,1993,1992,8,7,91,3357089,14656,421299,433279,0,0,388699,162067,8018,4615022,3067718,1547304,2780306,908734,0,688962,19206537,3630427,3203391,1160984,7994802,1438384,22129583,0,519959,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,DIA CTR ARTS,NEW YORK,NY,10011-1108,A,A6F,0.8992209999999999,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,15.0,,197409.0,199306,199306,NY,10011.0,NEW YORK,PC,O,AR,A,IN,,6,0.0,0.0,155 MERCER STREET,3.0,0.0,1200.0,,1.0,13.0,10.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A20,A,,
16961,3,237412320,1994,1994,3,1,994,0,959,0,0,0,0,0,0,443,959,1848,-889,1848,959,19,0,30700,0,0,0,0,0,30700,264,1534,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,FLARE FND ARTS,NEW YORK,NY,10019-1415,Z,Z99,0.044240499999999995,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,197411.0,199412,199412,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,64.0,200 CENTRAL PARK S 21E,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
17226,3,237443020,1994,1994,6,6,602,2500000,78280,0,0,0,0,0,0,3037511,2578280,3039981,-461701,3037511,78280,783,78280,1020635,0,0,0,0,0,1020635,0,106925,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ABC BROADCASTING FND,NEW YORK,NY,10023-0000,Z,Z99,0.510674,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,197504.0,199412,199412,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,11TH FLOOR 77 W 66TH ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
25144,2,382415253,1993,1993,5,2,90,0,19649,0,0,0,0,0,0,34000,19649,36784,-17135,36784,19649,0,19649,839091,0,0,0,0,0,839091,0,41653,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,CTR ALTERNATIVE MEDIA & CULTURE,NEW YORK,NY,10022-6022,Z,Z99,0.654838,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,2.0,,198303.0,199312,199312,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,350 PARK AVE,3.0,0.0,1000.0,% STARR & CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
30960,3,510163343,1993,1993,2,5,40,0,5386,48315,210566,0,0,0,5696,940750,264267,969951,-705684,953273,247589,2476,0,22135,0,0,0,0,0,22135,0,39064,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,UWO MOLLY M FORSTER TRUST U ART IV PARA 2,NEW YORK,NY,10170-0001,Z,Z99,0.778148,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,,,,199312,199312,NY,10170.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A12,A,,
31324,3,510254205,1994,1994,3,4,602,236969,74,468,0,-515,0,0,0,226200,236996,236771,225,226200,542,5,542,52606,0,6112,0,6112,40000,52606,508,513,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,MUS SCOTLAND & HERITAGE TRUST FND,NEW YORK,NY,10021-4335,Z,Z99,0.44411300000000004,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198012.0,199412,199412,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,165 E 72ND ST,3.0,0.0,1000.0,% SLOANE & HINSHAW INC,1.0,13.0,1.0,0.0,1.0,ON,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
36394,3,592343891,1994,1994,1,1,92,1200,0,0,0,0,316,0,0,0,1516,348,1168,348,0,0,316,195,0,0,0,0,4562,195,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,RED BASS PRODUCTIONS,NEW YORK,NY,10013-3926,Z,Z99,0.21766100000000002,36061.0,10013.0,10013.0,5602.0,5600.0,36061.0,4.0,,8810.0,199412,199412,NY,10013.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,338 W 11TH ST 4 C,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,
36532,3,592653271,1993,1993,4,3,60,25646,357,46,0,0,0,0,0,0,26050,2885,23165,2885,404,8,0,129528,0,5187,0,5187,0,128622,0,2069,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,PAN AM HIST FND,NEW YORK,NY,10169-0099,Z,Z99,0.496717,36061.0,10169.0,10169.0,5602.0,5600.0,36061.0,4.0,,198702.0,199312,199312,NY,10169.0,NEW YORK,PF,O,UN,Z,IN,,12,62.0,0.0,230 PARK AVE 1450,3.0,0.0,2000.0,% JAUN T TRIPPE,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A82,A,,
43549,3,840572016,1993,1993,2,1,59,0,704,0,0,0,0,0,0,3500,704,4136,-3432,3790,373,4,0,22035,0,0,0,0,0,22035,0,1170,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,ASPEN CTR CONTEMPORARY ART,NEW YORK,NY,10017-3610,Z,Z99,0.8783770000000001,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,196705.0,199312,199312,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,60.0,135 W 50TH ST,3.0,0.0,2000.0,% HOLLAND & HART CHARLES T BRANDT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,
47602,3,953697181,1994,1993,4,5,88,400693,558,970,0,-428,0,0,0,10528,401793,365147,36646,362904,1528,31,0,169973,0,25651,8815,34466,51505,167028,0,7663,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,ONE WORLD ARTS FND,NEW YORK,NY,10024-6210,Z,Z99,0.40515500000000004,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,8201.0,199406,199406,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,6,90.0,0.0,230 W 79TH ST 93 N,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
