,EIN,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,NTEE,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,OUTREAS,OUTNCCS,LEVEL2,LEVEL3,LEVEL4,LEVEL1,RASCD,RINCCD,REXPCD,RREVCD,VBS,VFB,VINCEXP,VINCTYPE,VOK,FIPS,MSA_NECH,FNDNCD,CATEGORY,SUBCATEGORY,FY_97,NTEE1,NTEE4,nteecc,RandNum,zipnew,ZIP5,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
62672,237176396,1996,231901,0,0,0,0,26549,0,0,204768,204768,436669,391151,-48522,0,0,12599,32044,80567,80566,0,0,0,0,0,0,0,0,0,0,0,0,26072,174881,3815,0,,410597,N52Z,A23Z,WEST INDIAN AMERICAN DAY CARNIVAL ASSN,% CARLOS LEZAMA,1028 ST JOHNS PL,BROOKLYN,NY,11213-2533,0.0,3,3.0,2000.0,197211.0,1.0,,1.0,11.0,0.0,10.0,12,,999.0,0.0,0.0,B9710,,,IN,O,HS,N,PC,1,2,2,2,1,0,1,6,1,36047,5602.0,16.0,N,N52,1996,N,N52Z,N52,0.204848,11213.0,11213.0,5600.0,36047.0,,HU,1996,A23,199612,NY,11213.0,BROOKLYN,A23,,,,N,HU,HU,PC,O,HS,N,IN,,A23,A
62698,237330454,1994,267244,1000,0,0,0,0,0,0,0,0,268244,270278,934212,54418,0,1131590,1173110,195339,238893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,268244,B99Z,,SOCIETY FOR PRESERVATION OF WEEKSVILLE & BEDFORD-STUYVESANT HI,,PO BOX 120 ST JOHNS STA,BROOKLYN,NY,11213-0120,0.0,3,3.0,1000.0,197403.0,1.0,,1.0,11.0,0.0,10.0,9,,59.0,61.0,0.0,B9710,,,IN,O,ED,B,PC,4,2,2,2,1,1,1,6,1,36047,5602.0,16.0,B,B99,1995,B,B99Z,B99,0.0909061,11213.0,11213.0,5600.0,36047.0,,ED,1995,B99,199509,NY,11213.0,BROOKLYN,A82,,,,B,ED,ED,PC,O,ED,B,IN,,A82,A
62711,521490194,1995,41130,0,0,0,1115,21216,0,0,147595,147595,188725,218884,23988,9168,0,93603,24394,19026,406,23988,0,0,0,0,0,0,0,0,0,0,0,20782,116693,9005,0,,167943,A34Z,,WORLD MUSIC PRODUCTIONS,% SEAN BARLOW,688 UNION ST-STORE FRONT,BROOKLYN,NY,11215-1132,0.0,3,3.0,1200.0,198703.0,1.0,,1.0,11.0,0.0,10.0,9,,121.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36047,5602.0,15.0,A,A34,1996,A,A34Z,A34,0.40509,11215.0,11215.0,5600.0,36047.0,,AR,1996,A34,199609,NY,11215.0,BROOKLYN,A34,,,,A,AR,AR,PC,O,AR,A,IN,,A34,A
62762,112346647,1995,5919900,1675,0,0,3011,0,0,0,19871,19871,5941440,5885620,10514,25407,0,569672,797862,561089,787348,0,0,0,0,0,0,0,0,0,0,0,0,53898,0,-17898,-19140,,5887550,S80Z,,COUNCIL OF JEWISH ORGANIZATIONS OF BORO PARK INC,,5224 13TH AVE,BROOKLYN,NY,11219-3810,0.0,3,3.0,1000.0,198308.0,1.0,,1.0,11.0,0.0,10.0,12,,408.0,569.0,0.0,B9710,,,IN,O,PB,S,PC,3,5,5,5,1,1,1,6,1,36047,5602.0,15.0,S,S80,1995,S,S80Z,S80,0.691638,11219.0,11219.0,5600.0,36047.0,,PU,1995,S80,199512,NY,11219.0,BROOKLYN,A23,,,,S,PU,OT,PC,O,PB,S,IN,,A23,A
62787,112201344,1995,11633400,0,0,0,6786,1512380,0,0,5326350,5326350,16959800,15705500,3123780,760000,0,9395560,10080600,7706560,6956820,0,0,0,0,0,0,47543,0,47543,0,0,0,309382,4372830,0,637352,S,16650400,A60Z,,BROOKLYN ACADEMY OF MUSIC INC,,30 LAFAYETTE AVE,BROOKLYN,NY,11217-1430,0.0,3,3.0,1000.0,196912.0,1.0,,1.0,11.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,6,6,6,6,1,1,1,6,1,36047,5602.0,15.0,A,A60,1996,A,A60Z,A60,0.0405425,11217.0,11217.0,5600.0,36047.0,,AR,1996,A60,199606,NY,11217.0,BROOKLYN,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
62826,111532426,1996,191554,0,25635,20748,10043,0,0,0,1049400,1028650,1240950,1175170,292714,0,0,428206,602794,207025,310080,0,0,0,0,0,0,0,0,0,0,0,0,0,986989,0,26730,,1220200,B99Z,,BROOKLYN CONSERVATORY OF MUSIC,,58 7TH AVE,BROOKLYN,NY,11217-3608,0.0,3,3.0,2000.0,194812.0,1.0,,1.0,11.0,0.0,10.0,6,,46.0,119.0,30.0,B9710,,,IN,O,ED,B,PC,3,4,4,4,1,1,1,6,1,36047,5602.0,11.0,B,B99,1997,B,B99Z,B99,0.755904,11217.0,11217.0,5600.0,36047.0,,ED,1997,A6E,199706,NY,11217.0,BROOKLYN,A6E,,,,B,ED,ED,PC,O,ED,B,IN,,A6E,A
62857,111630813,1995,2166410,40313,1063510,933364,56862,7710,0,0,1162640,229277,3369360,1156830,7920870,90000,0,6210400,8077670,3118980,156801,0,0,0,0,0,0,0,0,0,0,0,0,0,42273,0,0,,2436000,A82Z,,THE BROOKLYN HISTORICAL SOCIETY,,128 PIERREPONT ST,BROOKLYN,NY,11201-2711,0.0,3,3.0,2000.0,193412.0,1.0,,1.0,11.0,0.0,10.0,4,,62.0,61.0,0.0,B9710,,,IN,O,AR,A,PC,5,4,4,4,1,1,0,1,0,36047,5602.0,15.0,A,A82,1996,A,A82Z,A82,0.780473,11201.0,11201.0,5600.0,36047.0,,AR,1996,A80,199604,NY,11201.0,BROOKLYN,A82,,,,A,AR,AR,PC,O,AR,A,IN,,A82,A
62877,111773636,1995,1684830,0,0,0,2024,118934,0,0,795022,795022,2479850,2068350,333731,90000,0,472282,829632,574050,495901,0,0,0,0,0,0,0,0,0,0,0,0,16006,716705,46179,14108,,2463840,A69Z,,BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA INC,,30 LAFAYETTE AVE,BROOKLYN,NY,11217-1430,0.0,3,3.0,2000.0,195601.0,1.0,,1.0,11.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,3,4,4,4,1,1,1,6,1,36047,5602.0,15.0,A,A69,1996,A,A69Z,A69,0.109484,11217.0,11217.0,5600.0,36047.0,,AR,1996,A69,199606,NY,11217.0,BROOKLYN,A69,,,,A,AR,AR,PC,O,AR,A,IN,,A69,A
62903,111672743,1995,16965700,727032,18172600,14965800,1126060,1019100,558715,557103,22314100,6789590,40006700,18813500,68075400,109500,0,63567700,70510800,5626950,2435400,0,0,0,0,0,0,0,0,0,0,0,0,0,419538,0,1480080,S,24482300,A99Z,,BROOKLYN INSTITUTE OF ARTS AND SCIENCES,,200 EASTERN PKY,BROOKLYN,NY,11238-6052,0.0,3,3.0,1000.0,193506.0,1.0,,1.0,11.0,0.0,10.0,6,BROOKLYN MUSEUM,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,6,6,6,6,1,1,0,1,0,36047,5602.0,15.0,A,A99,1996,A,A99Z,A99,0.221455,11238.0,11238.0,5600.0,36047.0,,AR,1996,A51,199606,NY,11238.0,BROOKLYN,A51,,,,A,AR,AR,PC,O,AR,A,IN,,A51,A
62925,133387395,1995,0,0,0,0,0,0,0,0,68944,68944,68944,53249,11831,7000,0,14072,19331,17936,7500,11831,0,0,0,0,0,0,0,0,0,0,0,0,68944,0,0,,68944,A60Z,,ADVANTAGE ARTS OF NEW YORK INC,% THOMPSON & COMPANY CPAS,26 COURT ST 1700,BROOKLYN,NY,11242-0103,0.0,3,3.0,1000.0,198702.0,1.0,,1.0,11.0,199012.0,10.0,12,,90.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36047,5602.0,16.0,A,A60,1995,A,A60Z,A60,0.321653,11242.0,11242.0,5600.0,36047.0,,AR,1995,A60,199512,NY,11242.0,BROOKLYN,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
62926,133135292,1995,181781,0,0,0,130,3862,0,0,71761,71761,253542,236728,63270,18889,0,86168,83992,30737,20722,0,0,0,0,0,0,0,0,0,0,0,0,0,71631,0,0,,253542,A20Z,,ELDERS SHARE THE ARTS INC,,57 WILBOUGHBY ST,BROOKLYN,NY,11201-5290,0.0,3,3.0,1000.0,198312.0,1.0,,1.0,11.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,0,1,0,36047,5602.0,15.0,A,A20,1996,A,A20Z,A20,0.47125,11201.0,11201.0,5600.0,36047.0,,AR,1996,A20,199606,NY,11201.0,BROOKLYN,A20,,,,A,AR,AR,PC,O,AR,A,IN,,A20,A
62928,133087483,1995,16142,0,0,0,0,0,0,0,151049,151049,167191,179147,-16206,41600,0,7637,3306,11886,19512,0,0,0,0,0,0,0,0,0,0,0,0,0,151049,0,0,,167191,A65Z,,PUPPET WORKS INC,,PO BOX 562,BROOKLYN,NY,11215-0562,0.0,3,3.0,2000.0,198110.0,1.0,,1.0,11.0,198206.0,10.0,6,,90.0,995.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,0,1,6,1,36047,5602.0,16.0,A,A65,1996,A,A65Z,A65,0.542694,11215.0,11215.0,5600.0,36047.0,,AR,1996,A65,199606,NY,11215.0,BROOKLYN,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
62933,133267257,1995,234930,0,0,0,0,50027,0,0,816599,816599,1051530,949203,-230953,31000,0,8233,275697,341512,506650,0,0,0,0,0,0,0,0,0,0,0,0,0,816599,0,0,,1051530,A62Z,,DONALD BYRD DANCE FOUNDATION INC,,808 UNION ST 3D,BROOKLYN,NY,11215-1375,0.0,3,3.0,1000.0,198507.0,1.0,,1.0,11.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2,4,3,4,1,0,1,6,1,36047,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.0307937,11215.0,11215.0,5600.0,36047.0,,AR,1996,A62,199606,NY,11215.0,BROOKLYN,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
62935,133098471,1995,251159,16304,0,0,1023,21636,0,0,761145,761145,1028610,1033840,730906,63405,0,1812010,1634820,1016620,903914,730906,0,0,0,0,0,0,0,0,0,0,0,59251,669057,20852,10962,,969357,A51Z,,URBANGLASS NEW YORK CONTEMPORARY GLASS CENTER INC,,647 FULTON ST,BROOKLYN,NY,11217-1112,0.0,3,3.0,2000.0,198303.0,1.0,,1.0,11.0,0.0,10.0,6,,91.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,4,4,4,3,1,1,1,6,1,36047,5602.0,16.0,A,A51,1996,A,A51Z,A51,0.00691221,11217.0,11217.0,5600.0,36047.0,,AR,1996,A40,199606,NY,11217.0,BROOKLYN,A40,,,,A,AR,AR,PC,O,AR,A,IN,,A40,A
62936,132976879,1996,16925,0,0,0,0,0,0,0,36014,36014,52939,54953,617,0,0,2631,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35395,0,619,,52939,A65Z,,SPIDERWOMAN THEATRE WORKSHOP INC,,333 DEGRAW ST,BROOKLYN,NY,11231-4710,0.0,3,3.0,1200.0,198006.0,1.0,,1.0,11.0,198112.0,10.0,12,,995.0,88.0,90.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36047,5602.0,16.0,A,A65,1996,A,A65Z,A65,0.5749850000000001,11231.0,11231.0,5600.0,36047.0,,AR,1996,A65,199612,NY,11231.0,BROOKLYN,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
62937,133215645,1994,42932,2160,0,0,19,3457,13472,18433,130589,117117,175681,182222,38521,16895,0,105539,96462,47005,57941,0,0,0,0,0,0,0,0,0,0,0,0,0,86463,1327,0,,162209,A6GZ,,CONEY ISLAND U S A,,1208 SURF AVENUE,BROOKLYN,NY,11224-2816,0.0,3,3.0,1000.0,198904.0,1.0,,1.0,11.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,4,1,36047,5602.0,15.0,A,A6G,1994,A,A6GZ,A6G,0.854189,11224.0,11224.0,5600.0,36047.0,,AR,1994,A6G,199412,NY,11224.0,BROOKLYN,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
62938,133216194,1996,18313,0,0,0,0,0,0,0,8300,8300,26613,26613,7592,0,0,15598,11992,4400,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,8300,0,0,,26613,A65Z,,VIDEO CENTER OF ARTS PERFORMANCES IN THEATRES INC,TREVOR FRASER,1350 A FLATBUSH AVE,BROOKLYN,NY,11210-1336,0.0,3,3.0,2000.0,198602.0,1.0,,1.0,11.0,0.0,10.0,12,,90.0,119.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,0,1,0,36047,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.54599,11210.0,11210.0,5600.0,36047.0,,AR,1996,A60,199612,NY,11210.0,BROOKLYN,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
62941,132918290,1996,17645,4630,0,0,461,0,0,0,4061,2261,26336,31476,256912,0,0,263852,256912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,24536,A23Z,,TURKISIANIAN AMERICAN ASSOCIATION,,2302 W 13TH ST,BROOKLYN,NY,11223-5639,0.0,3,3.0,1000.0,198206.0,1.0,,1.0,11.0,0.0,10.0,12,,119.0,319.0,0.0,B9710,,,IN,O,AR,A,PC,2,1,1,1,1,1,1,4,1,36047,5602.0,15.0,A,A23,1996,A,A23Z,A23,0.492571,11223.0,11223.0,5600.0,36047.0,,AR,1996,A23,199612,NY,11223.0,BROOKLYN,A23,,,,A,AR,AR,PC,O,AR,A,IN,,A23,A
62947,133146184,1995,28005,0,0,0,75,35,0,0,75,75,28080,46102,-24949,0,35,21396,5827,28323,30776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28080,A31Z,,CINEMA EVENTS GROUP INC,,100 A N 1ST ST,BROOKLYN,NY,11211-0000,0.0,3,3.0,1000.0,198307.0,1.0,,1.0,11.0,0.0,10.0,8,,90.0,91.0,122.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,0,0,1,6,0,36047,5602.0,15.0,A,A31,1996,A,A31Z,A31,0.814621,11211.0,11211.0,5600.0,36047.0,,AR,1996,A31,199608,NY,11211.0,BROOKLYN,A31,,,,A,AR,AR,PC,O,AR,A,IN,,A31,A
62949,133041403,1995,154168,0,0,0,647,6677,0,0,137640,137640,291808,278272,26732,0,0,88739,46273,74152,19541,0,0,0,0,0,0,0,0,0,0,0,0,1391,123070,12532,0,,290417,A62Z,,MOVEMENT RESEARCH INC,,PO BOX 794 VILLAGE STA,NEW YORK,NY,11211-0794,0.0,3,3.0,2000.0,198011.0,1.0,,1.0,11.0,198205.0,10.0,6,,90.0,995.0,119.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36047,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.615908,11211.0,11211.0,5600.0,36047.0,,AR,1996,A62,199606,NY,11211.0,NEW YORK,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
62956,133443539,1995,153358,0,0,0,253,0,0,0,72711,72711,226069,216684,7641,30875,0,30703,32039,6600,24398,7641,0,0,0,0,0,0,0,0,0,0,0,25847,0,46611,0,,200222,A30Z,,GREEK-AMERICAN EDUCATIONAL PUBLIC INFORMATION SYSTEM INC,,59 SCHEMERHORN ST,BROOKLYN,NY,11201-5006,0.0,3,3.0,1000.0,199003.0,1.0,,1.0,11.0,0.0,10.0,12,,60.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36047,5602.0,15.0,A,A30,1995,A,A30Z,A30,0.373202,11201.0,11201.0,5600.0,36047.0,,AR,1995,A30,199512,NY,11201.0,BROOKLYN,A30,,,,A,AR,AR,PC,O,AR,A,IN,,A30,A
62959,133015965,1996,7870,0,0,0,98,0,0,0,28976,28976,36846,34302,4768,0,0,3059,5900,835,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,28878,0,0,,36846,A62Z,,DANCE THEATRE ETCETERA INC,,143 BOND STREET,BROOKLYN,NY,11217-2243,0.0,3,3.0,1200.0,198005.0,1.0,,1.0,11.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36047,5602.0,16.0,A,A62,1996,A,A62Z,A62,0.372173,11217.0,11217.0,5600.0,36047.0,,AR,1996,A62,199612,NY,11217.0,BROOKLYN,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
62965,133071673,1995,0,2177,0,0,0,0,0,0,6406170,6406170,6408350,6358240,1237900,0,0,6336550,5583690,5121670,4345780,0,0,0,0,0,0,0,0,0,0,0,0,0,6405240,0,930,,6408350,Z99Z,,FEDERATION OF PUERTO RICAN COMMUNITIES INC COMBINED,,2 VAN SINDEREN AVE,BROOKLYN,NY,11207-2302,0.0,3,3.0,1000.0,198101.0,1.0,,1.0,11.0,0.0,10.0,6,,994.0,0.0,0.0,B9710,,,IN,O,UN,Z,PC,5,5,5,5,1,1,1,6,1,36047,5602.0,9.0,Z,Z99,1996,Z,Z99Z,Z99,0.7460859999999999,11207.0,11207.0,5600.0,36047.0,,UN,1996,Z99,199606,NY,11207.0,BROOKLYN,A23,,,,Z,UN,OT,U,O,UN,Z,IN,,A23,A
62966,133468164,1995,48242,14643,0,0,200,0,0,0,64872,64872,127757,130926,5164,10020,0,11094,19150,2761,13986,0,0,0,0,0,0,0,0,0,0,0,0,0,51796,12876,0,,127757,A62Z,,DANCES PARTELLE INC,,126 FOURTH PL,BROOKLYN,NY,11231-0000,0.0,3,3.0,2000.0,198810.0,1.0,,1.0,11.0,0.0,10.0,3,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36047,5602.0,15.0,A,A62,1996,A,A62Z,A62,0.774884,11231.0,11231.0,5600.0,36047.0,,AR,1996,A62,199603,NY,11231.0,BROOKLYN,A62,,,,A,AR,AR,PC,O,AR,A,IN,,A62,A
62979,133560378,1995,77065,0,0,0,0,0,0,0,14722,14722,91787,98324,-3547,0,0,10190,1129,7200,4676,0,0,0,0,0,0,0,0,0,0,0,0,0,14722,0,0,,91787,A65Z,,ONYX THEATRE COMPANY INC,,57 FRONT ST 4TH FLR,BROOKLYN,NY,11201-1038,0.0,3,3.0,1000.0,199101.0,1.0,,1.0,11.0,199412.0,10.0,6,,88.0,994.0,90.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,0,0,1,6,0,36047,5602.0,15.0,A,A65,1996,A,A65Z,A65,0.500109,11201.0,11201.0,5600.0,36047.0,,AR,1996,A65,199606,NY,11201.0,BROOKLYN,A65,,,,A,AR,AR,PC,O,AR,A,IN,,A65,A
62981,132881858,1996,37149,0,0,0,0,0,0,0,25668,25668,62817,59852,9391,0,0,6426,9391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25668,0,0,,62817,A65Z,,CIRCUIT PRODUCTIONS INC,,635 CARROLL ST,BROOKLYN,NY,11215-2001,0.0,3,3.0,2000.0,197706.0,1.0,,1.0,11.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36047,5602.0,16.0,A,A65,1996,A,A65Z,A65,0.8385950000000001,11215.0,11215.0,5600.0,36047.0,,AR,1996,A60,199612,NY,11215.0,BROOKLYN,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
62983,161010695,1995,101180,0,0,0,3149,0,0,0,48215,48215,149395,146647,47314,0,0,44566,47314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45066,0,0,,149395,A6CZ,,S E M ENSEMBLE INC,,25 COLUMBIA PL,BROOKLYN,NY,11201-4503,0.0,3,3.0,1000.0,197311.0,1.0,,1.0,11.0,0.0,10.0,8,,90.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36047,5602.0,16.0,A,A6C,1996,A,A6CZ,A6C,0.43232600000000004,11201.0,11201.0,5600.0,36047.0,,AR,1996,A6C,199608,NY,11201.0,BROOKLYN,A6C,,,,A,AR,AR,PC,O,AR,A,IN,,A6C,A
63000,136001550,1995,1030,17509,0,0,0,0,0,0,7750,7750,26289,18315,15740,0,0,13920,19657,390,3917,0,0,0,0,0,0,0,0,0,0,0,0,5764,0,1976,10,,20525,A68C,,NATIONAL MUSIC COUNCIL,,2001 ORIENTAL BLVD,BROOKLYN,NY,11235-2336,0.0,3,3.0,2000.0,195906.0,1.0,,5.0,11.0,0.0,10.0,9,,119.0,59.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36047,5602.0,16.0,A,A68,1996,A,A68C,A68,0.104179,11235.0,11235.0,5600.0,36047.0,,AR,1996,A68,199609,NY,11235.0,BROOKLYN,A03,68,,,A,AR,AR,PC,O,AR,A,IN,,A0368,A
63011,133712843,1996,44728,0,0,0,481,0,0,0,481,481,45209,30869,14340,0,0,0,14340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45209,A53Z,,MANAHATA PAN AMERICAN INDIAN ARTS COUNCIL INC,% JACQUETTA SWIFT ANDERSSON,350 SEVENTH ST STE B 3,BROOKLYN,NY,11215-3341,0.0,3,3.0,2000.0,199404.0,1.0,,1.0,11.0,199712.0,10.0,12,,994.0,40.0,119.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36047,5602.0,15.0,A,A53,1996,A,A53Z,A53,0.362914,11215.0,11215.0,5600.0,36047.0,,AR,1996,A53,199612,NY,11215.0,BROOKLYN,A50,,,,A,AR,AR,PC,O,AR,A,IN,,A50,A
63014,133891060,1996,5000,2705,0,0,271,0,0,0,64271,64271,71976,46483,25493,30600,0,0,26718,0,1225,25493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64000,,71976,A76I,,PROGRAM FOR ART ON FILM INC,% PRATT SILS,200 WILLOUGHBY AVE,BROOKLYN,NY,11205-3817,0.0,3,3.0,1000.0,199610.0,1.0,,1.0,11.0,200106.0,10.0,12,,995.0,92.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36047,5602.0,16.0,A,A76,1996,A,A76I,A76,0.742797,11205.0,11205.0,5600.0,36047.0,,AR,1996,A76,199612,NY,11205.0,BROOKLYN,A31,,,,A,AR,AR,PC,S,ZA,,IN,,A31,A
63018,133854505,1995,53895,0,0,0,0,0,0,0,17980,17980,71875,55454,16421,1550,0,0,16983,0,562,16421,0,0,0,0,0,0,0,0,0,0,0,0,17980,0,0,,71875,A60Z,,ELISAND PRODUCTIONS LTD,,9 GREENE AVENUE 3,BROOKLYN,NY,11238-0000,0.0,3,3.0,1000.0,199705.0,1.0,,1.0,11.0,0.0,10.0,7,PURE ORANGE PRODUCTIONS,88.0,90.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,1,1,1,6,1,36047,5602.0,16.0,A,A60,1996,A,A60Z,A60,0.605833,11238.0,11238.0,5600.0,36047.0,,AR,1996,A60,199607,NY,11238.0,BROOKLYN,A60,,,,A,AR,AR,PC,O,AR,A,IN,,A60,A
63034,237072915,1995,458727,1835,0,0,251,22328,0,0,114438,114438,575000,557861,60935,55000,0,148816,144644,87520,83709,0,0,0,0,0,0,0,0,0,0,0,0,17500,75532,21155,0,,557500,A26Z,,BROOKLYN ARTS COUNCIL,,195 CADMAN PLZ W,BROOKLYN,NY,11201-1722,0.0,3,3.0,2000.0,197012.0,1.0,,1.0,11.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,2,3,3,3,1,1,1,6,1,36047,5602.0,15.0,A,A26,1996,A,A26Z,A26,0.0969399,11201.0,11201.0,5600.0,36047.0,,AR,1996,A26,199606,NY,11201.0,BROOKLYN,A26,,,,A,AR,AR,PC,O,AR,A,IN,,A26,A
63050,112713957,1994,79633,0,0,0,0,3162,0,0,8970,8970,88603,89642,-69557,0,0,16894,4811,85412,74368,0,0,0,0,0,0,0,0,0,0,0,0,0,8970,0,0,,88603,A6AZ,A6AP,IL PICCOLO TEATRO DELL OPERA INC,,118 PIERREPONT STREET,BROOKLYN,NY,11201-2768,0.0,3,3.0,2000.0,198503.0,1.0,,1.0,11.0,0.0,10.0,6,,90.0,89.0,0.0,B9710,,,IN,O,AR,A,PC,1,1,1,1,0,0,1,6,0,36047,5602.0,15.0,A,A6A,1995,A,A6AZ,A6A,0.748817,11201.0,11201.0,5600.0,36047.0,,AR,1995,A6A,199506,NY,11201.0,BROOKLYN,A6A,,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A
63062,112857556,1996,68828,0,0,0,0,0,0,0,102318,102318,171146,144511,71900,3790,0,45561,72100,296,200,0,0,0,0,0,0,0,0,0,0,0,0,0,102318,0,0,,171146,A6EZ,,SHOSTAKOVICH MUSIC SCHOOL,,297 AVENUE X,BROOKLYN,NY,11223-5933,0.0,3,3.0,2000.0,198909.0,1.0,,1.0,11.0,0.0,10.0,6,,46.0,0.0,0.0,B9710,,,IN,O,AR,A,PC,1,2,2,2,1,1,1,6,1,36047,5602.0,11.0,A,A6E,1997,A,A6EZ,A6E,0.15721300000000002,11223.0,11223.0,5600.0,36047.0,,AR,1997,A6E,199706,NY,11223.0,BROOKLYN,A6E,,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A
63078,112730462,1995,818031,0,0,0,0,31009,0,0,43022,43022,861053,854781,90845,0,0,116710,108047,32137,17202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39942,3080,,861053,P80Z,,THE SPANISH SPEAKING ELDERLY COUNCIL OF BROOKLYN INC,,30 THIRD AVE RM 617,BROOKLYN,NY,11217-1822,0.0,3,3.0,2000.0,198803.0,1.0,,1.0,11.0,199206.0,10.0,6,,123.0,994.0,0.0,B9710,,,IN,O,HS,P,PC,2,3,3,3,1,1,1,6,1,36047,5602.0,15.0,P,P80,1996,P,P80Z,P80,0.657475,11217.0,11217.0,5600.0,36047.0,,HU,1996,P80,199606,NY,11217.0,BROOKLYN,A23,,,,P,HU,HU,PC,O,HS,P,IN,,A23,A
