,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,epostcard,SOURCE,KeyID,VERIFY,GovGtEstimate,GovGtCode,GovGtYr,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,EmployEstimate,EmployCode,EmployYr
26115,264178283,LOUIS ARMSTRONG HOUSE MUSEUM,,3456 107TH ST,CORONA,NY,11368-1226,11368.0,MICHAEL B COGSWELL,A50,3,15.0,200907.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,449016,67595,1747,0.0,3268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,27427.0,27427.0,0.0,0.0,0.0,0.0,27427,27427,0,67907,34677,33230,2349,557205,557205,619309.0,0.0,256286.0,871.0,0.0,641470,-84265,,478415.0,420938,0.0,0.0,0.0,0.0,0.0,26592.0,56324,0.0,0.0,451823.0,364614,N,0,0,0.0,0.0,7,1506568.0,0.0,0.0,19050.0,359944.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,420155.0,55980.0,0.0,2804.0,0.0,0.0,0.0,0.0,20051.0,5945.0,511046.0,681894.0,-170848.0,0.0,287091.0,1007.0,0.0,93,264178283_201206_990,IN,,264178283201206,2641782832012,A50,A,36081.0,5602.0,5600.0,A50,A,PC,O,AR,A,A,1,AR,AR,AR,0.98559,A,712110.0,-73.860947342,40.755112445,0,rtf2013_990_VER,45445,,56505,ag,0,391620,ag,0,891,ag,0,21,ag,0
26126,113505908,ROCKAWAY THEATRE COMPANY INC,,PO BOX 398,FORT TILDEN,NY,11695-0398,11695.0,,A65,3,16.0,200103.0,1.0,12.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,143852,120867,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,264719,264719,264719.0,0.0,0.0,0.0,0.0,205055,59664,,161105.0,220769,0.0,0.0,0.0,0.0,0.0,0.0,0,161105.0,220769.0,161105.0,220769,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,255344.0,620495.0,0.0,0.0,0.0,875839.0,1,core2011pc,201112.0,2011.0,93.0,21255.0,146243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167498.0,127474.0,40024.0,0.0,0.0,0.0,0.0,93,113505908_201212_990,IN,,113505908201212,1135059082012,A65,A,36081.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.93175,A,711110.0,-73.8835,40.5647,0,rtf2013_990_VER,45457,,90854,c4,2006,52998,c4,2006,0,c4,2006,0,a,2012
26313,133590825,HISTORIC HOUSE TRUST OF NEW YORK CITY INC,,THE ARSENAL ROOM 203,NEW YORK,NY,10065-0000,10065.0,,A82Z,3,15.0,199104.0,1.0,6.0,119.0,62.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,925588,0,6051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289016.0,0.0,214885.0,0.0,74131.0,0,74131.0,52500.0,115139.0,-62639.0,0.0,0.0,0.0,52500,115139,-62639,0,0,0,559,943690,943690,1273714.0,138441.0,178871.0,30339.0,31151.0,923979,19711,,1515056.0,1655530,0.0,0.0,0.0,0.0,0.0,79572.0,328837,0.0,0.0,1435484.0,1326693,N,0,0,0.0,0.0,7,6091493.0,0.0,2477403.0,129103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,834564.0,0.0,0.0,2454.0,0.0,1357.0,0.0,-47072.0,0.0,3804.0,795107.0,573652.0,221455.0,132445.0,172289.0,26552.0,28000.0,93,133590825_201206_990,IN,,133590825201206,1335908252012,A82,A,36061.0,5602.0,5600.0,A82,A,PC,O,AR,A,A,1,AR,AR,AR,0.83178,A,,-73.9624,40.7656,0,rtf2013_990_VER,45662,,21488,c4,2004,904100,c4,2004,0,c4,2004,26,ag,0
26474,133520970,CHILDRENS MUSEUM OF THE ARTS INC,,103 CHARLTON ST,NEW YORK,NY,10014-3645,10014.0,,A520,3,15.0,199402.0,1.0,6.0,60.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,1410774,2024013,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,33790.0,127706.0,-93916.0,0.0,0.0,0.0,33790,127706,-93916,0,0,0,5024,3346132,3346132,3473838.0,120114.0,1422416.0,139022.0,0.0,3504549,-158417,,4263242.0,6433783,0.0,0.0,636259.0,2908168.0,0.0,1589756.0,3918714,0.0,0.0,2673486.0,2515069,N,0,0,0.0,0.0,7,8208369.0,0.0,0.0,8024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,2286515.0,1221712.0,0.0,0.0,0.0,0.0,0.0,117442.0,0.0,0.0,3625669.0,2400224.0,1225445.0,116974.0,954526.0,105302.0,0.0,93,133520970_201206_990,IN,,133520970201206,1335209702012,A51,A,36061.0,5602.0,5600.0,A51,A,PC,O,AR,A,A,1,AR,AR,AR,0.48228999999999994,A,712110.0,-73.998480638,40.721168462,0,rtf2013_990_VER,45834,,0,c4,2004,1410774,c4,2004,0,c4,2004,49,av,0
27035,134044429,CENTER FOR KHMER STUDIES INC,,149 E 63RD ST,NEW YORK,NY,10065-7405,10065.0,WORLD MONUMENTS FUND,A70,3,15.0,199911.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,554950,8151,2487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,565588,565588,565588.0,0.0,130161.0,3150.0,0.0,403589,161999,,1311993.0,1471393,0.0,0.0,0.0,0.0,0.0,1000.0,0,0.0,0.0,1310993.0,1471393,N,0,0,0.0,0.0,7,3042028.0,0.0,0.0,47870.0,43308.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,496673.0,12039.0,0.0,1929.0,0.0,0.0,0.0,0.0,0.0,201.0,510842.0,399348.0,111494.0,0.0,139936.0,1713.0,0.0,93,134044429_201206_990,IN,,134044429201206,1340444292012,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.7742600000000001,A,710000.0,-73.9663176,40.7647424,0,rtf2013_990_VER,47074,,0,c4,2006,554950,c4,2006,0,c4,2006,16,ag,0
27140,133718505,AFRICAN FILM FESTIVAL,,20 JAY ST STE 740,BROOKLYN,NY,11201-8352,11201.0,MAHEN BONETTI,A310,3,15.0,200007.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,192933,56109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,249042,249042,249042.0,18400.0,0.0,2096.0,0.0,269977,-20935,,118834.0,75624,0.0,0.0,0.0,0.0,0.0,24770.0,2495,0.0,0.0,94064.0,73129,N,0,0,0.0,0.0,7,1108858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,316235.0,36228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352463.0,308807.0,43656.0,31000.0,0.0,2689.0,0.0,93,133718505_201206_990,IN,,133718505201206,1337185052012,A31,A,36047.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,1,AR,AR,AR,0.42835,A,512110.0,-73.99731899999999,40.740522999999996,0,rtf2013_990_VER,47213,,43103,c4,2006,149830,c4,2006,0,c4,2006,2,ag,0
27227,526074500,COUNCIL OF LITERARY MAGAZINES AND PRESSES,,154 CHRISTOPHER STREET,NEW YORK,NY,10014-2840,10014.0,,,3,15.0,196709.0,1.0,6.0,59.0,561.0,40.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,351819,72463,20,0.0,0.0,21562.0,0.0,21562.0,0.0,0.0,0.0,21562.0,0.0,21562.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3956.0,3956.0,0.0,0.0,0.0,0.0,3956,3956,0,11091,0,11091,4158,461113,461113,465069.0,165637.0,110812.0,19607.0,0.0,464200,-3087,,334310.0,338460,0.0,0.0,0.0,0.0,0.0,32922.0,40159,0.0,0.0,301388.0,298301,N,0,0,0.0,0.0,7,2202687.0,0.0,0.0,100744.0,411562.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,366252.0,65073.0,0.0,33.0,21050.0,0.0,0.0,0.0,21832.0,3587.0,477827.0,457525.0,20302.0,147974.0,121945.0,20651.0,0.0,93,526074500_201206_990,IN,,526074500201206,5260745002012,A33,A,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.51791,A,511100.0,-74.0085272,40.73321423,0,rtf2013_990_VER,47304,,146368,c4,2006,205451,c4,2006,0,c4,2006,33,ag,0
27410,112587607,ITALIAN HERITAGE AND CULTURE COMMITTEE OF NEW YORK INC,,686 PARK AVE,NEW YORK,NY,10021-5009,10021.0,,,3,15.0,198202.0,1.0,12.0,64.0,994.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201212,2012,2012,2012,3.0,25040,3940,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,28980,28980,28980.0,0.0,0.0,0.0,0.0,32221,-3241,,21334.0,18092,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21334.0,18092,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,127861.0,39243.0,0.0,0.0,0.0,167104.0,1,core2011pc,201112.0,2011.0,93.0,28121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28121.0,33485.0,-5364.0,0.0,0.0,0.0,0.0,93,112587607_201212_990,IN,,112587607201212,1125876072012,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.432,A,710000.0,-73.965557022,40.768978944000004,0,rtf2013_990_VER,47496,,0,j4,2008,25040,j4,2008,0,j4,2008,0,a,2012
27583,132947412,PRINTED MATTER INC,,195 TENTH AVENUE,NEW YORK,NY,10011-4739,10011.0,,A330,3,15.0,197906.0,1.0,6.0,91.0,92.0,93.0,3.0,2.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,294985,148928,105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,886342,277821,608521,40604,1093143,1093143,1370964.0,239685.0,143229.0,23682.0,0.0,916800,176343,,388595.0,538394,0.0,0.0,0.0,0.0,0.0,368552.0,342008,0.0,0.0,20043.0,196386,N,0,0,0.0,0.0,7,1652101.0,0.0,0.0,1360.0,2823934.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,204092.0,183270.0,0.0,97.0,0.0,0.0,0.0,0.0,279277.0,10319.0,677055.0,775084.0,-98029.0,186061.0,136753.0,26596.0,0.0,93,132947412_201206_990,IN,,132947412201206,1329474122012,A33,A,36061.0,5602.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.64576,A,511100.0,-74.005121,40.746937,0,rtf2013_990_VER,47678,,32186,o4,2008,262799,o4,2008,0,o4,2008,31,ag,0
27624,522274965,REPERTOIRE INTERNATIONAL DE LITTERATURE MUSICALE INC,,365 FIFTH AVE RILM ABSTRACTS,NEW YORK,NY,10016-4309,10016.0,CITY UNIVERSITY OF NEW YORK,A33,3,16.0,200109.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,0,1887602,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1887729,1887729,1887729.0,85887.0,1308455.0,0.0,0.0,1685660,202069,,922509.0,1105723,0.0,0.0,0.0,0.0,0.0,59825.0,40970,0.0,0.0,862684.0,1064753,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,8904421.0,0.0,831092.0,20031.0,9755544.0,1,core2011pc,201106.0,2011.0,93.0,0.0,1761250.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,1761391.0,1814711.0,-53320.0,78188.0,1386593.0,0.0,0.0,93,522274965_201206_990,IN,,522274965201206,5222749652012,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.17892,A,711130.0,-73.984402725,40.74908225,0,rtf2013_990_VER,47722,,0,a,2012,0,a,2012,0,a,2012,81,ar,0
27935,132767468,AURORA MUSIC FOUNDATION INC,,37 W 20TH ST STE 703,NEW YORK,NY,10011-3717,10011.0,DIKMAN,A68Z,3,16.0,197507.0,1.0,6.0,90.0,119.0,123.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,200917,71783,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,272723,272723,272723.0,0.0,66516.0,5188.0,0.0,199832,72891,,5018.0,64563,0.0,0.0,0.0,0.0,0.0,13446.0,100,-8428.0,64463.0,-8428.0,64463,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,548427.0,0.0,0.0,0.0,0.0,548427.0,1,core2011pc,201106.0,2011.0,93.0,88745.0,31804.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,120582.0,152336.0,-31754.0,0.0,23400.0,2422.0,0.0,93,132767468_201206_990,IN,,132767468201206,1327674682012,A61,A,36061.0,5602.0,5600.0,A61,A,PC,O,AR,A,A,1,AR,AR,AR,0.21833000000000002,A,711100.0,-73.990962,40.740204,0,rtf2013_990_VER,48065,,0,c4,2006,200917,c4,2006,0,c4,2006,10,ar,0
28024,20633590,INDEPENDENT MEDIA ARTS PRESERVATION INC,,250 BEDFORD PARK BLVD W STE 201,BRONX,NY,10468-1527,10468.0,LEHMAN COLLEGE,A40,3,15.0,200307.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201206,2012,2011,2011,3.0,24295,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,24295,24295,24295.0,0.0,0.0,0.0,0.0,22650,1645,,8987.0,13082,0.0,0.0,0.0,0.0,0.0,1750.0,4200,0.0,0.0,7237.0,8882,N,0,0,0.0,0.0,7,155423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,24013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24013.0,21647.0,2366.0,0.0,0.0,0.0,0.0,93,020633590_201206_990,IN,,20633590201206,206335902012,A30,A,36005.0,5602.0,5600.0,A30,A,PC,O,AR,A,A,1,AR,AR,AR,0.49448000000000003,B,510000.0,-73.891575019,40.874412975,0,rtf2013_990_VER,48162,,21885,c4,2006,2410,c4,2006,0,c4,2006,0,a,2012
28033,133780998,ALLIANCE FOR YOUNG ARTISTS & WRITERS INC,,557 BROADWAY 2ND FLOOR,NEW YORK,NY,10012-3962,10012.0,SCHOLASTIC INC,A250,3,15.0,199505.0,1.0,6.0,994.0,914.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,2689595,428245,10725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23748.0,0.0,20156.0,0.0,3592.0,0,3592.0,105143.0,105143.0,0.0,0.0,0.0,0.0,105143,105143,0,0,0,0,8301,3140458,3140458,3265757.0,212579.0,766813.0,15247.0,0.0,3173122,-32664,,3541504.0,3477793,0.0,0.0,0.0,0.0,0.0,656959.0,613771,0.0,0.0,2884545.0,2864022,N,0,0,0.0,0.0,7,13061461.0,0.0,0.0,138860.0,1882972.0,0.0,0.0,0.0,0.0,0.0,0.0,1,soi10c39,201106.0,2011.0,93.0,2638835.0,437100.0,,11967.0,0.0,0.0,0.0,0.0,0.0,2270.0,3090172.0,3170767.0,-80595.0,173270.0,778215.0,13557.0,0.0,93,133780998_201206_990,IN,,133780998201206,1337809982012,A25,A,36061.0,5602.0,5600.0,A25,A,PC,O,AR,A,A,1,AR,AR,AR,0.65496,A,611610.0,-73.997958463,40.724413289,0,rtf2013_990_VER,48172,,145705,s1,2012,2543890,s1,2012,0,s1,2012,0,s1,2012
28044,208855899,DORIAN ARTISTS CORP,,48 WEST 138TH ST,NEW YORK,NY,10037-1712,10037.0,,A68,3,15.0,200707.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201212,2012,2012,2012,3.0,4237,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4237,4237,4237.0,0.0,0.0,0.0,0.0,4253,-16,,,1081,,0.0,,0.0,0.0,,0,,0.0,,1081,N,0,0,0.0,0.0,7,52883.0,0.0,0.0,0.0,52883.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,93,208855899_201212_990,IN,,208855899201212,2088558992012,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.8477399999999999,B,711130.0,-73.988368875,40.774710299999995,0,rtf2013_990_VER,48183,,862,ar,0,3316,ar,0,59,ar,0,0,a,2012
28045,112665242,ST ANNS WAREHOUSE INC,,STE 458,BROOKLYN,NY,11201-0000,11201.0,,A200,3,15.0,198401.0,1.0,6.0,62.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,2929455,1768423,1021,0.0,0.0,17065.0,0.0,17065.0,0.0,0.0,0.0,17065.0,0.0,17065.0,0.0,0.0,0.0,0.0,0.0,0,0.0,87521.0,87521.0,0.0,0.0,0.0,0.0,87521,87521,0,0,0,0,740,4716704,4716704,4804225.0,227313.0,896295.0,105976.0,0.0,3621801,1094903,,2123644.0,3257028,0.0,0.0,0.0,0.0,64471.0,133016.0,171497,0.0,0.0,1990628.0,3085531,N,0,0,0.0,0.0,7,10026134.0,0.0,0.0,159414.0,8724826.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,2633915.0,1504143.0,0.0,0.0,21785.0,0.0,0.0,0.0,0.0,8922.0,4168765.0,3341371.0,827394.0,155356.0,846281.0,87422.0,0.0,93,112665242_201206_990,IN,,112665242201206,1126652422012,A20,A,36047.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.5039600000000001,A,710000.0,-73.989476,40.702928,0,rtf2013_990_VER,48184,,614753,c4,2006,2314702,c4,2006,0,c4,2006,66,ar,0
28372,50606695,HARMONY PROGRAM,,205 E 42 ST FL 9,NEW YORK,NY,10017-5706,10017.0,ANNE FITZGIBBON,A68,3,15.0,200411.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,118496,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,187604.0,93947.0,93657.0,0.0,0.0,0.0,187604,93947,93657,0,0,0,0,212153,212153,306100.0,0.0,68878.0,0.0,11947.0,152116,60037,,36995.0,122444,0.0,0.0,0.0,0.0,0.0,12000.0,6651,24995.0,0.0,0.0,115793,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,443927.0,0.0,0.0,0.0,0.0,443927.0,2,rtf2013_990,201112.0,2011.0,93.0,147183.0,0.0,0.0,0.0,0.0,0.0,0.0,47269.0,0.0,0.0,194452.0,215392.0,-20940.0,0.0,84764.0,22969.0,3217.0,93,050606695_201206_990,IN,,50606695201206,506066952012,A68,A,36061.0,5602.0,5600.0,A68,A,PC,O,AR,A,A,1,AR,AR,AR,0.35928000000000004,B,711130.0,-73.949368,40.77187,0,rtf2013_990_VER,48983,,24094,ar,0,92747,ar,0,1655,ar,0,10,ar,0
28486,131945149,THIRTEEN,,825 8TH AVE FL 14,NEW YORK,NY,10019-7416,10019.0,GENERAL COUNCIL,A320,3,15.0,196105.0,1.0,6.0,119.0,59.0,120.0,3.0,2.0,1.0,1.0,0.0,0.0,201206,2012,2011,2011,3.0,89592749,14771736,100273,0.0,0.0,87620.0,0.0,87620.0,62413.0,0.0,62413.0,25207.0,0.0,25207.0,763802.0,0.0,667771.0,0.0,96031.0,0,96031.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,620112,105206108,105206108,105936292.0,976639.0,23242734.0,1779710.0,754254.0,91651048,13555060,,101252653.0,138640452,0.0,0.0,0.0,0.0,0.0,15041678.0,11327706,0.0,0.0,86210975.0,127312746,Y,0,0,0.0,0.0,7,569873945.0,0.0,0.0,54088120.0,11640100.0,0.0,0.0,0.0,0.0,0.0,0.0,1,soi10c39,201106.0,2011.0,93.0,95261072.0,9777141.0,,173472.0,0.0,1969.0,0.0,0.0,0.0,489980.0,105703634.0,93464346.0,12239288.0,467930.0,26036063.0,1937399.0,775208.0,93,131945149_201206_990,IN,,131945149201206,1319451492012,A32,A,36061.0,5602.0,5600.0,A32,A,PC,O,AR,A,A,1,AR,AR,AR,0.57618,A,513120.0,-73.98638199999999,40.762184000000005,0,rtf2013_990_VER,49105,,17905510,s1,2012,59403532,s1,2012,12283707,s1,2012,600,s1,2012
28648,111773636,BROOKLYN PHILHARMONIC SYMPHONY ORCHESTRA INC,,SUITE M16,BROOKLYN,NY,11201-0000,11201.0,,A690,3,15.0,195601.0,1.0,6.0,119.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,4381141,202552,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,90646.0,90646.0,0.0,0.0,0.0,0.0,90646,90646,0,0,0,0,54106,4637799,4637799,4728445.0,166659.0,891179.0,122874.0,0.0,2197514,2440285,,687755.0,3484731,0.0,0.0,237480.0,462967.0,0.0,521563.0,833568,0.0,0.0,166192.0,2651163,N,0,0,0.0,0.0,7,8775778.0,0.0,0.0,331.0,3396950.0,0.0,0.0,0.0,0.0,0.0,0.0,1,core2011pc,201106.0,2011.0,93.0,1522950.0,182146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31884.0,1736980.0,1538168.0,198812.0,95321.0,669792.0,88425.0,0.0,93,111773636_201206_990,IN,,111773636201206,1117736362012,A69,A,36047.0,5602.0,5600.0,A69,A,PC,O,AR,A,A,1,AR,AR,AR,0.81833,A,711130.0,-73.991416705,40.693860236999996,0,rtf2013_990_VER,49280,,2502942,j3,2011,1878199,j3,2011,0,j3,2011,138,j3,2011
28657,132677232,LUBOVITCH DANCE FOUNDATION INC,,229 W 42ND ST FL 8,NEW YORK,NY,10036-7205,10036.0,,A62Z,3,16.0,197206.0,1.0,6.0,88.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,436864,267479,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,68760.0,26152.0,42608.0,0.0,0.0,0.0,68760,26152,42608,0,0,0,0,746984,746984,773136.0,141960.0,245083.0,67248.0,0.0,811762,-64778,,166507.0,86981,0.0,0.0,64624.0,62075.0,0.0,251695.0,236947,0.0,0.0,-85188.0,-149966,N,0,0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,2133516.0,2702575.0,0.0,0.0,12430.0,4848521.0,1,core2011pc,201106.0,2011.0,93.0,479811.0,493943.0,0.0,378.0,0.0,0.0,0.0,48866.0,0.0,0.0,1022998.0,1010464.0,12534.0,131800.0,251578.0,61476.0,0.0,93,132677232_201206_990,IN,,132677232201206,1326772322012,A62,A,36061.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.12886,A,711120.0,-73.98790799999999,40.756509,0,rtf2013_990_VER,49290,,58636,c4,2006,378228,c4,2006,0,c4,2006,32,ag,0
