,KeyID,EIN,DocCD,TAXPER,NTEEIRS,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,FIPS,MSA_NECH,PMSA,LONGITUDE,LATITUDE,NAICS,VerifyBy
6392,8046,113227149,91,201306,A47P,1.0,2012,Y,,,3,0,0,0,0,0,105455,0,780,105455,79443,26011,79443,0,26011,65632,0,0,0,0,0,65632,0,2555,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,105445,78663,0,78663,0,79443,65632,0,0,65632,0,65632,0,0,0,0,0,0,0,0,0,0,51880,0,2555,1789,591,468,5403,79443,66053,67546,60688,273730,65632,39620,24714,20715,150681,79443,66053,67546,60688,273730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,113227149201306,1132271492013,NCCS_Form990PF_2012_Extract,0,0,11231.0,CLAYWORKS ON COLUMBIA INC,,195 COLUMBIA ST,BROOKLYN,NY,11231-1402,0.0,3.0,3.0,199612.0,1.0,3.0,91.0,149.0,59.0,1.0,1.0,6.0,,,,,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.78149,B,A40,A,36047.0,5602.0,5600.0,-74.002227767,40.6852176,710000.0,
6470,8139,113309848,91,201212,A700,1.0,2012,N,,,3,5015,0,0,0,0,0,0,0,5015,5290,-275,0,0,0,226261,0,0,0,0,363573,226261,0,0,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,5290,0,0,0,0,3717,0,22785,226261,0,-137312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,113309848201212,1133098482012,NCCS_Form990PF_2012_Extract,0,0,10018.0,PAUL ROBESON FOUNDATION INC,ELIZABETH J SALEN,545 8TH AVE RM 401,NEW YORK,NY,10018-4341,0.0,3.0,1.0,199610.0,1.0,4.0,994.0,64.0,0.0,1.0,1.0,12.0,,,,,,A70,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.23589000000000002,A,A70,A,36061.0,5602.0,5600.0,-73.992085618,40.754328582,710000.0,
6484,8153,113343213,91,201209,A25,1.0,2011,Y,,,3,9755,0,0,0,0,0,0,0,9755,9427,328,5577,0,0,9254,0,0,0,0,1,9254,0,343,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,9427,0,5577,0,0,5130,0,0,9254,0,9254,0,0,0,0,0,0,0,0,0,0,6959,0,1,119,1,0,120,5577,0,8699,13780,28056,9254,8926,21652,11655,51487,9254,8926,21652,11655,51487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,113343213201209,1133432132012,NCCS_Form990PF_2012_Extract,0,0,11238.0,ROY AND SHERRY DECARAVA FOUNDATION,ROY & SHERRY & SUSAN W DECARAVA,201 EASTERN PARKWAY SUITE,BROOKLYN,NY,11238-6141,0.0,3.0,1.0,199904.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,9.0,,,,,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.33484,B,A25,A,36047.0,5602.0,5600.0,-73.961775778,40.671181556,611610.0,
6568,8245,113388258,91,201212,A42Z,1.0,2012,N,,,3,7569,0,0,0,0,30738,0,0,38307,31765,6542,0,0,30738,6542,0,0,0,0,1,6542,433,433,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,30738,31765,0,0,0,0,6542,0,0,6542,0,6542,0,0,0,0,0,0,0,0,0,0,8798,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,113388258201212,1133882582012,NCCS_Form990PF_2012_Extract,0,0,10016.0,PENUMBRA FOUNDATION,LTI,36 EAST 30TH STREET,NEW YORK,NY,10016-7394,0.0,3.0,2.0,199710.0,1.0,4.0,994.0,561.0,0.0,1.0,1.0,12.0,,,,,,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.37401999999999996,B,A1261,A,36061.0,5602.0,5600.0,-73.984817,40.745467,813219.0,
6633,8320,113433858,91,201204,B82,1.0,2011,N,,,3,8729,0,0,0,0,700,2120,0,9429,9926,-497,0,0,0,39716,0,0,0,0,0,0,30,30,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,0,0,0,0,9926,0,0,0,0,1216,0,0,1,0,39716,0,0,0,0,0,0,0,0,0,0,600,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,113433858201204,1134338582012,NCCS_Form990PF_2012_Extract,0,0,11101.0,CENTER FOR THE HOLOGRAPHIC ARTS INC,ANA MARIA NICHOLSON,3931 29TH ST,LONG IS CITY,NY,11101-3707,0.0,3.0,2.0,199909.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,,,,,,A31,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6909,A,A31,A,36081.0,5602.0,5600.0,-73.934396259,40.752650095999996,512110.0,
6739,8449,113498583,91,201207,T22,1.0,2011,N,,,3,0,0,83467,0,0,34789,0,0,118256,317832,-199576,0,15441,118256,5022174,0,2289722,0,2289722,7500,5130165,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,15441,118256,317832,0,0,0,0,82945,0,1310833,5130165,0,5014674,309,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,113498583201207,1134985832012,NCCS_Form990PF_2012_Extract,309,0,11354.0,VOELKER-ORTH MUSEUM,CATHERINE ABRAMS,14919 38TH AVE,FLUSHING,NY,11354-4839,0.0,3.0,1.0,200006.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,7.0,,YI.,,,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8931100000000001,A,A50,A,36081.0,5602.0,5600.0,-73.81565134,40.763687006,712110.0,jonDR2
6934,8685,113630680,91,201206,A51,1.0,2011,Y,,,3,266625,9,0,-5500,0,5574,0,4150,266708,256409,10299,244384,9,1561,599802,0,0,0,0,26984,599802,0,28377,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,9,5583,252259,0,240234,0,4022,299,0,499320,599802,0,572818,0,0,0,0,0,0,0,0,0,0,576185,0,1561,3275,562,311,5709,244384,325187,283980,318644,1172195,1,0,0,0,1,0,0,0,0,0,18918,20085,24339,25160,88502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,113630680201206,1136306802012,NCCS_Form990PF_2012_Extract,0,0,11101.0,DORSKY GALLERY CURATORIAL PROGRAMS,DAVID DORSKY,1103 45TH AVE,LONG IS CITY,NY,11101-5109,0.0,3.0,1.0,200204.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,,,,,,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.64279,B,A50,A,36081.0,5602.0,5600.0,-73.949536,40.747403000000006,712110.0,
7037,8796,113817054,91,201212,T20,1.0,2012,N,,,3,47100,4424,0,-603807,0,0,0,14000,-552283,70293,-622576,14000,4424,4424,1501909,0,319159,0,319159,39500,1501909,0,8969,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,4424,4424,56293,0,0,0,0,51582,150705,0,1501909,0,1462409,88,0,0,0,0,0,0,0,0,88,182116,8881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,113817054201212,1138170542012,NCCS_Form990PF_2012_Extract,88,0,10026.0,NEWBURGH INSTITUTE FOR THE ARTS AND IDEAS,FRADD,C/O FRADD 111 W 110TH STREET,NEW YORK,NY,10026-0000,0.0,3.0,1.0,200801.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.33660999999999996,A,A25,A,36061.0,5602.0,5600.0,-74.0063895,40.73866029999999,611610.0,
7125,8900,116036776,91,201303,,1.0,2012,Y,,,3,47867,0,0,0,0,0,0,250,47867,10897,36970,7726,0,0,937832,0,0,0,0,6558,937832,0,1518,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,10647,132,7476,132,3039,44793,0,0,937832,0,931274,0,0,0,0,0,0,0,0,0,0,30827,0,1,0,0,0,1,7726,15334,200,260,23520,1,0,0,0,1,0,0,0,0,0,1012,1497,1103,1149,4761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,116036776201303,1160367762013,NCCS_Form990PF_2012_Extract,0,0,10012.0,ANONYMOUS ARTS RECOVERY SOCIETY INCORPORATED,,380 WEST BROADWAY,NEW YORK,NY,10012-5115,0.0,3.0,1.0,196311.0,1.0,3.0,60.0,91.0,0.0,1.0,1.0,3.0,,,,,,A03,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.12239000000000001,A,A03,A,36061.0,5602.0,5600.0,-74.002514711,40.724228247,813920.0,
7333,9130,116588142,91,201212,T20,1.0,2012,N,,,3,9902,0,23540,10559,0,0,0,23500,44001,61662,-17661,16974,26195,26195,676174,0,316907,318165,635072,143128,819302,23110,40346,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,34099,34099,38162,7904,16974,7904,7904,10042,0,0,819302,0,533046,262,0,0,0,0,0,0,0,0,262,819199,40084,26195,14326,27563,11589,79673,16974,31721,55204,69473,173372,0,0,0,0,0,0,0,0,0,0,26897,26992,26507,25353,105749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,116588142201212,1165881422012,NCCS_Form990PF_2012_Extract,262,0,10012.0,SPIRALIS MUSIC TR,DAY BERRY & HOWARD LLP,188 SULLIVAN STREET,NEW YORK,NY,10012-2692,0.0,3.0,1.0,200401.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,12.0,CHOU WEN-CHUNG TTEE,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.77483,A,A68,A,36061.0,5602.0,5600.0,-74.000596629,40.728979011999996,711130.0,
7364,9165,130429640,91,201212,,1.0,2012,Y,,,3,100000,0,1578324,4561174,0,432319,220167,889100,6671817,3127265,3544552,1807801,6039652,1722906,80717784,0,3498268,0,3498268,10000000,81869068,0,3311078,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,6139498,2010643,2238165,99846,918701,99846,287737,226888,0,53363480,81869068,10000000,70717784,0,0,0,0,0,0,0,0,0,0,67230000,0,1722906,1986741,1907916,1899958,7517521,1807801,1681906,1767978,1727385,6985070,1,0,0,0,1,0,0,0,0,0,2207385,2044072,2006708,2086000,8344165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,130429640201212,1304296402012,NCCS_Form990PF_2012_Extract,0,0,10032.0,AMERICAN ACADEMY OF ARTS AND LETTERS,,633 W 155TH ST,NEW YORK,NY,10032-7501,0.0,3.0,2.0,193503.0,1.0,2.0,65.0,207.0,60.0,1.0,1.0,12.0,,,,,,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.08491,A,A25,A,36061.0,5602.0,5600.0,-73.946742455,40.833160741,611610.0,
7396,9199,131656673,91,201212,,1.0,2012,Y,,,3,169152,26,68008,-393,0,365809,67798,25150,602602,620358,-17756,226855,0,107380,9968923,0,1342047,438990,1781037,139157,9968923,0,484334,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,68034,433843,595208,85143,201705,85143,326463,105,0,364079,9968923,0,9829766,0,0,0,3800,0,0,0,0,3800,0,9834192,0,107380,327069,126142,128650,689241,226855,243195,252932,319280,1042262,1,0,0,0,1,0,0,0,0,0,322889,323785,319169,231871,1197714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,131656673201212,1316566732012,NCCS_Form990PF_2012_Extract,-3800,3800,10013.0,NATIONAL SCULPTURE SOCIETY,,75 VARICK ST FL 11,NEW YORK,NY,10013-1917,0.0,3.0,2.0,193901.0,1.0,3.0,119.0,59.0,40.0,1.0,1.0,12.0,,,,,,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9403,A,A40,A,36061.0,5602.0,5600.0,-74.00616600000001,40.723193,710000.0,
7435,9244,131873289,91,201212,A50Z,1.0,2012,N,,,3,19875,1,49305,79179,0,0,40739,70960,148360,162223,-13863,135607,101869,49306,1746387,109645,1359923,178086,1647654,2271,1968344,0,85039,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,128485,49306,91263,26616,64647,26616,0,4325,0,0,1968344,0,1744116,1019,0,0,777,0,0,0,0,0,1019,1726683,84020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,131873289201212,1318732892012,NCCS_Form990PF_2012_Extract,242,0,10017.0,BAGBY FOUNDATION FOR THE MUSICAL ARTS INC,,501 5TH AVE RM 801,NEW YORK,NY,10017-7893,0.0,3.0,1.0,194211.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,12.0,,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6321399999999999,A,A68,A,36061.0,5602.0,5600.0,-73.9810538,40.7536611,711130.0,
7445,9256,131926551,91,201212,,1.0,2012,N,,,3,0,377157,0,524808,0,1744,187400,791100,903709,1298035,-394326,1062675,677964,0,11989910,2397184,9016957,0,11414141,5021,11989910,0,587575,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,903709,0,506935,225745,271575,225745,0,9607,0,0,11989910,0,11984889,6780,0,0,12000,16000,0,0,0,21220,6780,11930462,580795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,131926551201212,1319265512012,NCCS_Form990PF_2012_Extract,-21220,21220,10017.0,HARKNESS FOUNDATION FOR DANCE INC,,145 E 48TH ST APT 26C,NEW YORK,NY,10017-1259,0.0,3.0,1.0,197903.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,12.0,,,,,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.8504200000000001,A,A62,A,36061.0,5602.0,5600.0,-73.9724705,40.755049,711120.0,
7460,9273,131966496,91,201212,A110,1.0,2012,N,,,3,182101,0,173491,12096,0,2840,24000,197356,370528,335329,35199,316636,166894,0,6245062,0,4536072,1662178,6198250,39300,6245062,0,290998,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,185587,0,137973,18693,119280,18693,0,199,0,0,6245062,0,6205762,3338,0,0,1184,0,0,0,12,0,3338,5908598,287660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,131966496201212,1319664962012,NCCS_Form990PF_2012_Extract,2166,0,10016.0,AUTHORS LEAGUE FUND ESTABLISHED BY THE AUTHORS LEAGUE OF AMERICA INC,,31 E 32ND ST FL 7,NEW YORK,NY,10016-5509,0.0,1.0,1.0,193603.0,1.0,4.0,119.0,561.0,0.0,1.0,1.0,12.0,,,,,,A117,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.8735299999999999,A,A1170,A,36061.0,5602.0,5600.0,-73.98391091100001,40.746714089,813219.0,
7491,9309,132621140,91,201212,,1.0,2012,N,,,3,0,0,79351,354813,0,0,10000,436000,434164,511644,-77480,453694,376214,0,3212985,0,2692654,0,2692654,0,4119105,0,158811,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,434164,0,75644,57950,17694,57950,0,0,0,0,4119105,0,3212985,3762,0,0,3695,0,3855,0,0,3788,3762,3224580,155049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,132621140201212,1326211402012,NCCS_Form990PF_2012_Extract,-3788,3788,10158.0,VIOLA W BERNARD FOUNDATION INC,CARY A KOPLIN,605 3RD AVE 36TH FLR,NEW YORK,NY,10158-0180,0.0,3.0,1.0,196812.0,1.0,4.0,161.0,180.0,602.0,1.0,1.0,12.0,,,,,,A68,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.64903,A,A68,A,36061.0,5602.0,5600.0,-73.9759128,40.74929165,711130.0,
7512,9333,132667790,91,201306,A62Z,1.0,2012,N,,,3,0,0,377,0,0,38,0,2450,415,50247,-49832,2450,415,415,306013,0,0,0,0,63,306013,0,0,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,415,415,47797,0,0,0,0,2612,0,0,306013,0,305950,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,132667790201306,1326677902013,NCCS_Form990PF_2012_Extract,4,0,10025.0,TWYLA THARP DANCE FOUNDATION,T THARP,336 CENTRAL PARK W APT 17A,NEW YORK,NY,10025-7127,0.0,3.0,1.0,197102.0,1.0,4.0,59.0,0.0,0.0,1.0,1.0,6.0,,,,,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6328699999999999,A,A62,A,36061.0,5602.0,5600.0,-73.970127,40.757137,711120.0,
7534,9355,132760185,91,201206,,1.0,2011,N,,,3,260000,1,0,0,-44043,0,0,1064,215958,247464,-31506,247464,0,0,382080,0,0,0,0,146,1408659,0,69393,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,49186,0,1,246400,0,246400,0,246400,8221,0,0,1408659,0,381934,0,0,0,0,0,0,0,0,0,0,1408990,69393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,132760185201206,1327601852012,NCCS_Form990PF_2012_Extract,0,0,10036.0,EAKINS PRESS FOUNDATION,LESLIE KATZ,20 W 44TH ST STE 405,NEW YORK,NY,10036-6603,0.0,3.0,1.0,197404.0,1.0,4.0,8.0,0.0,0.0,1.0,1.0,6.0,,,,,,A33,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.44193000000000005,A,A33,A,36061.0,5602.0,5600.0,-73.980764125,40.755210188,511100.0,
7548,9371,132874843,91,201212,,1.0,2012,N,,,3,47000,0,0,0,0,885,0,0,47885,46341,1544,46341,0,0,48709,0,0,0,0,0,48709,0,858,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,46341,0,0,0,0,48709,0,0,48709,0,48709,0,0,0,0,0,0,0,0,0,0,17430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,132874843201212,1328748432012,NCCS_Form990PF_2012_Extract,0,0,10023.0,LAURA PAWEL DANCE COMPANY INC,,15 W 72ND ST,NEW YORK,NY,10023-3402,0.0,3.0,2.0,197701.0,1.0,4.0,995.0,119.0,0.0,1.0,1.0,12.0,,,,,,A62,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.11062000000000001,A,A62,A,36061.0,5602.0,5600.0,-73.976558214,40.77645,711120.0,
7563,9387,132893085,91,201209,,1.0,2011,N,,,3,0,0,4117,1235,0,1300,0,2500,6652,7043,-391,5326,3635,5417,94685,0,0,0,0,1,103828,4882,4918,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,5352,5417,4543,1717,2826,1717,0,3856,0,82668,103828,0,94685,36,0,0,0,0,0,0,0,0,36,99865,4882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,132893085201209,1328930852012,NCCS_Form990PF_2012_Extract,36,0,10022.0,NEW YORK DRAMA CRITIC CIRCLE INC,JANOVER LLC,C/O JANOVER LLC 805 THIRD AVENUE NO,NEW YORK,NY,10022-0000,0.0,3.0,2.0,197710.0,1.0,4.0,92.0,0.0,0.0,1.0,1.0,9.0,,,,,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.95094,C,A65,A,36061.0,5602.0,5600.0,-73.97122,40.755759999999995,711110.0,
7679,9518,133030931,91,201306,A84Z,1.0,2012,Y,,,3,1108,0,0,0,0,0,0,0,1108,3664,-2556,3161,0,0,1,0,0,0,0,10176,0,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,3664,0,3161,0,0,0,0,0,1,0,-10176,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3161,5130,3199,7045,18535,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,133030931201306,1330309312013,NCCS_Form990PF_2012_Extract,0,0,10037.0,MARTIN LUTHER KING JR NEW YORK SUPPORT GROUP INC,,PO BOX 298,NEW YORK,NY,10037-0298,0.0,3.0,1.0,199705.0,1.0,3.0,64.0,0.0,0.0,1.0,1.0,6.0,,,,,,A84,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.46156,B,A84,A,36061.0,5602.0,5600.0,-73.93673559999999,40.81404683,712120.0,
7697,9538,133047538,91,201212,,1.0,2012,N,,,3,0,34,0,0,0,162981,0,0,163015,152122,10893,152122,34,34,146159,0,0,0,0,1,146159,0,7279,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,34,34,152122,0,152122,0,0,28490,0,0,146159,0,146159,0,0,0,0,0,0,0,0,0,0,147792,7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133047538201212,1330475382012,NCCS_Form990PF_2012_Extract,0,0,11223.0,SEPHARDIC HERITAGE FOUNDATION INC,SAM CATTON,1969 E 1ST ST,BROOKLYN,NY,11223-2942,0.0,3.0,1.0,198012.0,1.0,4.0,402.0,994.0,400.0,1.0,1.0,12.0,,,,,,A82,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.58263,B,A82,A,36047.0,5602.0,5600.0,-73.971052055,40.600182546999996,,
7746,9594,133082489,91,201306,,1.0,2012,N,,,3,0,25963,104300,150543,0,0,131400,287650,280806,515479,-234673,346855,124182,130263,3456811,0,0,0,0,0,3732439,0,186596,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,280806,130263,227829,156624,59205,156624,0,0,0,3429436,3732439,0,3456811,1242,0,0,4140,0,0,0,0,2898,1242,3788755,185354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,133082489201306,1330824892013,NCCS_Form990PF_2012_Extract,-2898,2898,10110.0,TONY RANDALL THEATRICAL FUND INC,GILDEA & IVANIS,500 5TH AVE STE 810,NEW YORK,NY,10110-0096,0.0,3.0,2.0,198210.0,1.0,4.0,90.0,995.0,0.0,1.0,1.0,6.0,,,,,,A65,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.05845,A,A65,A,36061.0,5602.0,5600.0,-73.9810262,40.7536986,711110.0,
7756,9605,133093638,91,201212,,1.0,2012,N,,,3,0,356,41661,122242,0,10241,0,485250,174500,558542,-384042,485250,124607,0,1628727,0,0,0,0,1,1622423,0,90499,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,174500,52258,73292,49893,0,49893,73292,31429,0,1447232,1622423,0,1628727,1246,0,0,1908,0,0,0,0,662,1246,1837552,89253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,133093638201212,1330936382012,NCCS_Form990PF_2012_Extract,-662,662,10024.0,MILTON AND SALLY AVERY ARTS FOUNDATION INC,MARCH AVERY CAVANAUGH,300 CENTRAL PARK WEST,NEW YORK,NY,10024-1513,0.0,3.0,1.0,198311.0,1.0,4.0,91.0,123.0,561.0,1.0,1.0,12.0,FELDMAN RADIN & CO PC,,,,,A126,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.38744,B,A1261,A,36061.0,5602.0,5600.0,-73.967605,40.787936,813219.0,
