,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,TOTREV,PROGREV,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,FUNDINC,PROGREV2
9977,112478709,991682,711,0,0,3665,0,0,14467,106542,106542,1098935,1142645,-215158,93000,0,273369,207798,393530,422956,0,0,0,0,0,0,0,0,0,0,0,,A20Z,,2.0,4.0,4.0,JAMAICA CENTER FOR THE PERFORMING AND VISUAL ARTS INC,,161 04 JAMAICA AVE,JAMAICA,NY,11432-6112,0.0,3.0,3.0,1200.0,198107.0,1.0,15.0,1.0,11.0,0.0,10.0,6,INC,90.0,0.0,0.0,B9710,,0.0,0,0,0.0,0,36081.0,,A20Z,A20,,PC,O,AR,A,IN,,1989,A,A20Z,0.801357,11432.0,11432.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1990,A20,199006,1098935,0,NY,11432.0,JAMAICA,,,PC,O,AR,A,IN,,A20,A,,88410
9979,112478919,32963,0,0,0,0,0,0,0,0,0,32963,33615,2464,0,0,3116,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,,A40Z,,1.0,1.0,1.0,WHERE WE AT BLACK WOMEN ARTISTS GROUP INC,,44 FIFTH AVE SUITE 290,BROOKLYN,NY,11217-2077,0.0,3.0,3.0,,,,15.0,,,,,8,,,,,C92,1992.0,1.0,1,1,6.0,1,36047.0,,A40Z,A40,,PC,O,AR,A,IN,,1988,A,A40Z,0.960475,11217.0,11217.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1989,A40,198908,32963,0,NY,11217.0,BROOKLYN,,,PC,O,AR,A,IN,,A40,A,,0
10003,112485472,65651,0,0,0,2980,0,0,0,30266,30266,95917,98181,52777,0,0,55041,52777,0,0,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,1.0,1.0,1.0,ALLIANCE OF QUEENS ARTISTS INC,% E ATLAS,99 10 METROPOLITAN AVE,FOREST HILLS,NY,11375-6638,0.0,3.0,3.0,1000.0,198109.0,1.0,15.0,1.0,11.0,0.0,10.0,3,,998.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36081.0,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.616047,11375.0,11375.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1991,A99,199103,95917,0,NY,11375.0,FOREST HILLS,,,PC,O,AR,A,IN,,A99,A,,27286
10015,112488483,70217,0,0,0,0,0,0,0,0,0,70217,92591,6536,0,0,28910,6536,0,0,0,0,0,0,0,0,0,0,0,0,0,,Y50Z,,1.0,1.0,1.0,SOCIETY FOR THE PRESERVATION OF JEWISH CEMETARIES,% OPPORTUNITY DEVELOPMENT ASSOCIATI,12 HEYWARD ST,BROOKLYN,NY,11211-7839,0.0,3.0,3.0,1000.0,197906.0,1.0,15.0,1.0,11.0,0.0,20.0,6,,62.0,119.0,901.0,B9710,,1.0,1,1,6.0,1,36047.0,,A82Z,A80,,PC,O,AR,A,IN,,1989,A,A82Z,0.6282449999999999,11211.0,11211.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1990,A80,199006,70217,0,NY,11211.0,BROOKLYN,,,PC,O,AR,A,IN,,A82,A,,0
10031,112495664,2848387,5420,631056,541442,64703,421767,0,0,959415,417973,3813222,3038726,978698,108380,0,1068492,1224485,220767,245787,0,0,0,0,0,0,0,0,0,0,0,,A52Z,,4.0,4.0,4.0,BROOKLYN CHILDRENS MUSEUM CORP,,145 BROOKLYN AVE,BROOKLYN,NY,11213-1930,0.0,3.0,3.0,1000.0,198110.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,60.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36047.0,,A52Z,A52,,PC,O,AR,A,IN,,1989,A,A52Z,0.477887,11213.0,11213.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1990,A52,199006,3271780,0,NY,11213.0,BROOKLYN,,,PC,O,AR,A,IN,,A52,A,,353270
10044,112498972,11804,0,0,0,756,0,0,0,46688,46688,58492,54489,25712,0,0,34283,33957,12574,8245,0,0,0,0,0,0,0,0,0,0,0,,A33Z,A63Z,1.0,1.0,1.0,CONTACT COLLABORATIONS INC,% ZIMMER,537 BROADWAY 3RD FLR,NEW YORK,NY,10012-3930,0.0,3.0,3.0,2000.0,198008.0,1.0,15.0,1.0,13.0,198212.0,10.0,8,,994.0,90.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1989,A,A33Z,0.556399,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A33,199008,58492,0,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A,,45932
10070,112505548,13110,0,0,0,0,0,0,0,136682,136682,149792,37093,-61996,0,0,792758,759478,832257,821474,61996,0,0,0,0,0,0,0,0,0,0,,A62Z,A23Z,3.0,2.0,1.0,MOROCCO AND THE CASBAH DANCE EXPERIENCE INC C/O GINORIO & BORNS,,320 W 15TH ST,NEW YORK,NY,10011-5901,0.0,3.0,3.0,1200.0,197910.0,1.0,15.0,1.0,13.0,0.0,10.0,5,NORIO & BORNS,123.0,124.0,0.0,B9710,,0.0,1,0,0.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.0811329,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A62,199105,149792,0,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A,,136682
10074,112507185,19662,0,0,0,130,0,0,0,43603,43603,63265,72354,3118,0,0,13164,3118,957,0,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,1.0,1.0,SPOKE THE HUB DANCING INC,,748 UNION ST,BROOKLYN,NY,11215-1209,0.0,3.0,3.0,2000.0,198003.0,1.0,16.0,1.0,11.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.17233199999999999,11215.0,11215.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1991,A62,199106,63265,43473,NY,11215.0,BROOKLYN,,,PC,O,AR,A,IN,,A62,A,,43473
10078,112508369,150132,4247,0,0,2897,0,8568,13156,160217,151649,314596,285753,203044,0,0,195480,220918,12711,17874,0,0,0,0,0,0,0,0,0,0,0,,A50Z,,2.0,2.0,2.0,COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE INC,,73 50 LITTLE NECK PKY,FLORAL PARK,NY,11004-1129,0.0,3.0,3.0,1000.0,197911.0,1.0,15.0,1.0,11.0,0.0,10.0,3,E INC,60.0,119.0,249.0,B9710,,1.0,1,1,4.0,1,36081.0,,K25Z,K25,,PC,O,HS,K,IN,,1990,K,K25Z,0.5380149999999999,11004.0,11004.0,5602.0,5600.0,K,1,HU,HU,36081.0,,HU,1991,K25,199103,306028,0,NY,11004.0,FLORAL PARK,,,PC,O,HS,K,IN,,A82,A,,135596
10098,112515828,90187,0,0,0,0,0,0,0,57125,57125,147312,147312,71742,0,0,57943,71742,3442,0,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,2.0,2.0,AFRICAN POETRY THEATRE INC,,176-03 JAMAICA AVE,JAMAICA,NY,11432-5503,0.0,3.0,3.0,1000.0,198001.0,1.0,16.0,1.0,11.0,198408.0,10.0,8,,994.0,404.0,0.0,B9710,,1.0,1,0,0.0,0,36081.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.451068,11432.0,11432.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1990,A23,199008,147312,36960,NY,11432.0,JAMAICA,,,PC,O,AR,A,IN,,A23,A,,57125
10103,112517055,218369,8203,0,0,3161,0,0,0,23284,23284,249856,247681,-500,37000,0,59018,129776,61694,130276,500,0,0,0,0,0,0,0,0,0,0,,A54Z,,2.0,2.0,2.0,MUSEUM OF CHINESE IN THE AMERICAS,,70 MULBERRY ST 2ND FL,NEW YORK,NY,10013-4477,0.0,3.0,3.0,2000.0,198211.0,1.0,15.0,1.0,13.0,0.0,10.0,10,,119.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A54Z,A54,,PC,O,AR,A,IN,,1989,A,A54Z,0.8436600000000001,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A53,199010,249856,0,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A54,A,,20123
10139,112526156,11175,0,0,0,0,0,0,0,96411,96411,107586,110202,46249,0,0,126539,126366,77674,80117,0,0,0,0,0,0,0,0,0,0,0,,A65Z,A66Z,2.0,2.0,2.0,GLINES INC,,240 W 44TH ST,NEW YORK,NY,10036-3906,0.0,3.0,3.0,1000.0,198109.0,1.0,16.0,1.0,13.0,198312.0,10.0,12,,995.0,90.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.8482620000000001,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A65,198912,107586,0,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A,,96411
10172,112535978,0,0,0,0,445,0,0,0,133529,133529,133529,132993,-18981,15000,0,42273,64500,61790,83481,-18981,0,0,0,0,0,0,0,0,0,0,,A6EZ,,1.0,2.0,2.0,QUEENS NEW YORK SCHOOL OF MUSIC INC,,32 19 149TH ST,FLUSHING,NY,11354-3239,0.0,3.0,3.0,2000.0,198008.0,1.0,11.0,1.0,11.0,0.0,10.0,12,,46.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36081.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1990,A,A6EZ,0.833585,11354.0,11354.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1990,A6E,199012,133529,0,NY,11354.0,FLUSHING,,,PC,O,AR,A,IN,,A6E,A,,133084
10177,112538804,105110,22725,0,0,17,0,0,1166,8392,8392,136227,115509,15193,33469,0,6239,21095,11764,5902,0,0,0,0,0,0,0,0,0,0,0,,A30B,,1.0,2.0,2.0,MEDIA ALLIANCE INC,WNET,356 W 58TH ST,NEW YORK,NY,10019-1804,0.0,3.0,3.0,2000.0,198207.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A30B,A02,3.0,PC,O,AR,A,IN,,1990,A,A30B,0.731103,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1991,A30,199106,136227,0,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A30,A,,7209
10218,112556158,159761,0,0,0,0,5466,0,0,13851,13851,173612,164154,4090,28484,0,36328,32026,34360,27936,0,0,0,0,0,0,0,0,0,0,0,,A6EZ,N20Z,1.0,2.0,2.0,RED HOOK ARTS INC,,402 VAN BRUNT ST,BROOKLYN,NY,11231-1257,0.0,3.0,3.0,3000.0,198204.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36047.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1989,A,A6EZ,0.110975,11231.0,11231.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1990,A6E,199006,173612,0,NY,11231.0,BROOKLYN,,,PC,O,AR,A,IN,,A6E,A,,13851
10219,112556169,14592,8440,0,0,288,1014,700,513,22926,22226,45958,44631,8411,12650,0,7778,8411,0,0,8411,0,0,0,0,0,0,0,0,0,0,,A6BZ,,1.0,1.0,1.0,GRACE CHORAL SOCIETY INC,,254 HICKS ST,BROOKLYN,NY,11201-4028,0.0,3.0,3.0,2000.0,198105.0,1.0,15.0,1.0,11.0,0.0,10.0,7,,402.0,408.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1990,A,A6BZ,0.368139,11201.0,11201.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1991,A6B,199107,45258,0,NY,11201.0,BROOKLYN,,,PC,O,AR,A,IN,,A6B,A,,21425
10221,112556177,753282,0,0,0,0,282067,0,0,684696,684696,1437978,1431274,57937,95775,0,171292,298151,120059,240214,0,0,0,0,0,0,0,0,0,0,0,,A25Z,,2.0,4.0,4.0,THE GRADUATE SCHOOL OF FIG ART OF THE NY ACADEMY,,OF ART INC,NEW YORK,NY,10003,,,,,,,,,,,,12,,,,,FLR92,1992.0,1.0,1,1,4.0,1,36061.0,,A25Z,A25,,U,O,AR,A,IN,,1989,A,A25Z,0.43443699999999996,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1989,A25,198912,1437978,684696,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A25,A,,684696
10223,112556931,52964,0,0,0,0,0,0,0,0,0,52964,52964,0,0,0,728,1922,728,1922,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,HISPANIC DRAMA STUDIO INCORPORATED,,804 BROADWAY,BROOKLYN,NY,11206-5316,,3.0,3.0,1000.0,198504.0,,15.0,,,,,12,,994.0,126.0,0.0,B9508,1995.0,1.0,1,1,6.0,1,36047.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.941051,11206.0,11206.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1988,A65,198812,52964,0,NY,11206.0,BROOKLYN,,,PC,O,AR,A,IN,,A65,A,,0
10226,112558552,35688,0,0,0,21809,0,0,0,142382,142382,178070,81948,322201,24000,0,332838,322201,8500,0,17165,0,0,0,0,0,0,0,0,0,0,,A99Z,,2.0,2.0,1.0,BHARATIYA VIDYA BHAVAN USA INC,,305 SEVENTH AVE 17TH FLR,NEW YORK,NY,10001-6008,9250.0,3.0,6.0,1000.0,198503.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.574239,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A23,199012,178070,0,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A,,120573
10231,112561104,46,1240,0,0,1112,0,0,0,36487,36487,37773,27049,16032,0,0,17541,16032,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6BZ,,1.0,1.0,1.0,GLEE CLUB OF THE FRIENDLY SONS OF ST PATRICK IN THE CITY OF NY INC,,277 W 261ST ST,BRONX,NY,10471-1124,0.0,3.0,3.0,1000.0,198105.0,1.0,16.0,1.0,13.0,0.0,10.0,8,E CITY OF NY INC,89.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36005.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1989,A,A6BZ,0.43499499999999997,10471.0,10471.0,5602.0,5600.0,A,1,AR,AR,36005.0,,AR,1990,A6B,199008,37773,0,NY,10471.0,BRONX,,,PC,O,AR,A,IN,,A6B,A,,35375
10233,112561538,421816,0,0,0,4935,0,0,0,4935,4935,426751,380750,83323,8850,0,151407,218155,114085,134832,83323,0,0,0,0,0,0,0,0,0,0,,A60Z,,2.0,2.0,2.0,SEASIDE SUMMER CONCERT SERIES INC,% JOSEPH NACMIAS,35 PROSPECT PARK W 15C,BROOKLYN,NY,11215-2368,0.0,3.0,3.0,1000.0,198104.0,1.0,13.0,1.0,11.0,0.0,10.0,9,,90.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A60Z,A60,,PC,O,AR,A,IN,,1989,A,A60Z,0.487813,11215.0,11215.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1990,A60,199009,426751,0,NY,11215.0,BROOKLYN,,,PC,O,AR,A,IN,,A60,A,,0
10277,112579252,15111,0,0,0,0,0,0,0,10989,10989,26100,25906,1626,0,0,17247,15376,15815,13750,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,RYAN REPERTORY COMPANY INC,,2445 BATH AVE,BROOKLYN,NY,11214-5327,0.0,3.0,3.0,2000.0,198110.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,88.0,90.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.8321350000000001,11214.0,11214.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1989,A65,198912,26100,0,NY,11214.0,BROOKLYN,,,PC,O,AR,A,IN,,A65,A,,10989
10306,112591037,15500,0,0,0,0,0,0,0,30878,30878,46378,49694,-2855,0,0,461,1645,0,4500,0,0,0,0,0,0,0,0,0,0,0,,A69Z,,1.0,1.0,1.0,POWELL QUARTET,,630 THIRD ST,BROOKLYN,NY,11215-3004,0.0,3.0,3.0,1000.0,198112.0,1.0,15.0,1.0,11.0,0.0,20.0,7,,90.0,0.0,0.0,B9710,,0.0,0,1,4.0,0,36047.0,,A69Z,A69,,PC,O,AR,A,IN,,1988,A,A69Z,0.386858,11215.0,11215.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1989,A69,198907,46378,0,NY,11215.0,BROOKLYN,,,PC,O,AR,A,IN,,A69,A,,30878
10318,112593618,0,312,0,0,120,0,0,0,78484,78484,78796,0,68853,0,0,132202,119226,52530,50373,68853,0,0,0,0,0,0,0,0,0,0,,A99Z,,2.0,1.0,0.0,ILOCANO AMERICAN ASSOCIATION INC,,185 14 HILLSIDE AVE,JAMAICA,NY,11432-4860,0.0,3.0,3.0,1000.0,198311.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36081.0,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.0545013,11432.0,11432.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1990,A99,199012,78796,0,NY,11432.0,JAMAICA,,,PC,O,AR,A,IN,,A99,A,,78364
10344,112606714,30000,0,0,0,0,0,0,0,66382,66382,96382,81177,12949,0,0,29724,45466,31980,32517,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,LUCILLE HILL THEATRE OF DANCE MOVEMENT INC,,170-30 130TH AVENUE APT 3,JAMAICA,NY,11434-6005,0.0,3.0,3.0,1000.0,198309.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,149.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36081.0,,A65Z,A65,,PC,O,AR,A,IN,,1990,A,A65Z,0.37266,11434.0,11434.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1990,A65,199012,96382,0,NY,11434.0,JAMAICA,,,PC,O,AR,A,IN,,A65,A,,66382
10352,112608709,58467,7000,0,0,0,0,0,0,21222,21222,86689,83683,2593,44987,0,10905,13793,11318,11200,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,1.0,1.0,DANCE GIANT STEPS INC,% PHILLIP BOND,1040 PARK PL STE C 5,BROOKLYN,NY,11213-1946,0.0,3.0,3.0,1000.0,198209.0,1.0,15.0,1.0,11.0,198405.0,10.0,5,,90.0,994.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.48608500000000004,11213.0,11213.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1991,A62,199105,86689,0,NY,11213.0,BROOKLYN,,,PC,O,AR,A,IN,,A62,A,,21222
10370,112615053,80780,25659,16462,11400,1042,0,806,2464,23315,11109,129754,98529,45919,0,0,28563,46780,1663,861,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,1.0,2.0,1.0,WYCKOFF HOUSE & ASSOCIATION INC,,PO BOX 10,BROOKLYN,NY,11210-0000,0.0,3.0,3.0,2000.0,0.0,1.0,16.0,5.0,11.0,0.0,10.0,9,,0.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,Z99Z,A82,,PC,O,AR,A,IN,,1989,A,Z99Z,0.13797,11210.0,11210.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1990,A82,199009,117548,0,NY,11210.0,BROOKLYN,,,PC,O,AR,A,IN,,A80,A,,7603
10384,112621532,0,0,0,0,0,0,0,0,53520,53520,53520,79926,311,0,0,1794,311,0,0,0,0,0,0,0,0,0,0,0,0,0,,A31Z,,1.0,1.0,1.0,MILES EDUCATIONAL FILM PRODUCTIONS,,199 02 104TH AVE,HOLLIS,NY,11412-1208,0.0,3.0,3.0,2000.0,198310.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,122.0,119.0,124.0,B9710,,1.0,1,0,0.0,0,36081.0,,A31Z,A31,,PC,O,AR,A,IN,,1990,A,A31Z,0.761993,11412.0,11412.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1990,A31,199012,53520,0,NY,11412.0,HOLLIS,,,PC,O,AR,A,IN,,A31,A,,53520
10399,112625093,112850,0,0,0,0,0,0,0,18969,18969,131819,112310,14156,0,0,5720,18517,11917,4361,14156,0,0,0,0,0,0,0,0,0,0,,A6AZ,A6AP,1.0,2.0,2.0,CENTER FOR CONTEMPORARY OPERA,,PO BOX 1350,NEW YORK,NY,10028-0010,0.0,3.0,3.0,2000.0,198310.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1989,A,A6AZ,0.901749,10028.0,10028.0,5602.0,5600.0,A,1,AR,AR,36061.0,,AR,1990,A6A,199006,131819,0,NY,10028.0,NEW YORK,,,PC,O,AR,A,IN,,A6A,A,,18969
10401,112625764,121518,0,0,0,747,0,0,0,13749,13749,135267,161410,101891,0,0,306635,300539,152745,198648,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,2.0,2.0,2.0,THE SUNNYSIDE FOUNDATION INC,,45 18 SKILLMAN AVE,LONG ISLAND CITY,NY,11104-2117,0.0,3.0,3.0,1000.0,198303.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,62.0,297.0,352.0,B9710,,1.0,1,0,0.0,0,36081.0,,A99Z,A99,,PC,O,AR,A,IN,,1990,A,A99Z,0.30545500000000003,11104.0,11104.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1990,A99,199012,135267,0,NY,11104.0,LONG ISLAND CITY,,,PC,O,AR,A,IN,,A99,A,,13002
10404,112626225,124820,0,0,0,0,0,0,0,20121,20121,144941,134035,-2386,0,0,3380,58,6463,2445,0,0,0,0,0,0,0,0,0,0,0,,A61Z,,1.0,2.0,2.0,OLLANTAY CENTER FOR THE ARTS INC,,30-40 88TH STREET,EAST ELMHURST,NY,11369-1413,0.0,3.0,3.0,1000.0,199009.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,0,0,0.0,0,36081.0,,A61Z,A61,,PC,O,AR,A,IN,,1989,A,A61Z,0.676991,11369.0,11369.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1990,A23,199006,144941,0,NY,11369.0,EAST ELMHURST,,,PC,O,AR,A,IN,,A23,A,,20121
10425,112638417,441120,0,0,0,3995,0,0,0,3995,903,445115,424054,51483,7500,0,122904,183148,89390,131665,51483,0,0,0,0,0,0,0,0,0,0,,A68Z,,2.0,2.0,2.0,MARTIN LUTHER KING JR CONCERT SERIES INC,% J NACMIAS,35 PROSPECT PARK W 15C,BROOKLYN,NY,11215-2368,0.0,3.0,3.0,1000.0,198306.0,1.0,15.0,1.0,11.0,0.0,10.0,10,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A68Z,A68,,PC,O,AR,A,IN,,1989,A,A68Z,0.14262,11215.0,11215.0,5602.0,5600.0,A,1,AR,AR,36047.0,,AR,1990,A61,199010,442023,0,NY,11215.0,BROOKLYN,,,PC,O,AR,A,IN,,A61,A,,-3092
10427,112639281,71770,0,0,0,1468,3939,0,0,118918,118918,190688,246837,8955,0,0,81146,27081,16042,18126,0,0,0,0,0,0,0,0,0,0,0,,A84Z,,1.0,2.0,2.0,QUEEN HERITAGE CORPORATION,,36 36 BELL BLVD,BAYSIDE,NY,11361-2057,0.0,3.0,3.0,1000.0,198305.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,404.0,429.0,0.0,B9606,1996.0,1.0,1,1,4.0,1,36081.0,,A84Z,A84,,PC,O,AR,A,IN,,1990,A,A84Z,0.145256,11361.0,11361.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1990,A84,199012,190688,0,NY,11361.0,BAYSIDE,,,PC,O,AR,A,IN,,A80,A,,117450
10431,112640546,22501,0,0,0,5084,0,0,0,5124,5124,27625,23044,83318,0,0,78737,83318,0,0,0,0,0,0,0,0,0,0,0,0,0,,A50Z,,1.0,1.0,1.0,FRANCES GODWIN & JOSEPH TERNBACH MUSEUM,,65 30 KISSENA BLVD,FLUSHING,NY,11367-1575,0.0,3.0,3.0,1000.0,198604.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,60.0,64.0,0.0,B9710,,1.0,1,1,6.0,1,36081.0,,A50Z,A50,,PC,O,AR,A,IN,,1989,A,A50Z,0.7420859999999999,11367.0,11367.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1990,A50,199006,27625,0,NY,11367.0,FLUSHING,,,PC,O,AR,A,IN,,A50,A,,40
10445,112644177,53274,0,0,0,227,0,0,0,10682,10682,63956,64407,2072,0,0,2523,2072,0,0,0,0,0,0,0,0,0,0,0,0,0,,A60Z,,1.0,1.0,1.0,GOLIARD CONCERTS INC,,21 65 41ST ST,ASTORIA,NY,11105-1708,0.0,3.0,3.0,1000.0,198801.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36081.0,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.302601,11105.0,11105.0,5602.0,5600.0,A,1,AR,AR,36081.0,,AR,1991,A68,199106,63956,7995,NY,11105.0,ASTORIA,,,PC,O,AR,A,IN,,A68,A,,10455
