,OLDNTEE,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,NTEE2,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VOK,VBS,VINCTYPE,VINCEXP,VFB,TOTREV,RASCD,RINCCD,RREVCD,REXPCD,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,v_errorCd,NTmaj12,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,MAJGRPB,ntmaj10,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2TASFMV
10276,A68Z,112440150,4228,0,0,0,1478,0,0,0,23863,23863,28091,28293,27028,0,0,33126,34724,5896,7696,0,0,0,0,0,0,0,0,0,0,0,0,0,22385,0,0,,,NEW YORK BANDURA ENSEMBLE INC,,84 82 164TH ST,JAMAICA,NY,11432-1735,0.0,3.0,3.0,1200.0,197804.0,1.0,15.0,1.0,11.0,198212.0,20.0,8,,994.0,90.0,93.0,B9710,,1,1,6.0,1,1.0,28091,1.0,1.0,1.0,1.0,36081,,A68Z,A68,,PC,O,AR,A,IN,,1991,A,A68Z,0.662507,11432.0,11432.0,5602.0,5600.0,36081.0,,AR,1992,A68,199208,NY,11432.0,JAMAICA,,,A,AR,AR,PC,O,AR,A,IN,,A68,A,
10296,A60Z,112451587,313274,24991,0,0,3821,42385,0,0,256192,256192,594457,598869,328564,0,0,539334,410942,86589,82378,328564,0,0,0,0,0,0,0,0,0,0,0,36192,100059,56468,59652,,,BARGEMUSIC LTD C O STANLEY T STAIRS,,FULTON FERRY LANDING,BROOKLYN,NY,11201-0000,0.0,3.0,3.0,1200.0,197812.0,1.0,15.0,1.0,11.0,0.0,10.0,8,,90.0,119.0,123.0,B9710,,0,1,1.0,0,1.0,558265,2.0,3.0,3.0,3.0,36047,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.0386274,11201.0,11201.0,5602.0,5600.0,36047.0,,AR,1991,A68,199108,NY,11201.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A68,A,
10332,C32Z,112468118,3018,10000,0,0,2397,0,0,0,71863,71863,84881,60695,27958,0,0,30929,27958,0,0,0,0,0,10000,74881,0,0,0,0,0,0,0,27157,0,42309,0,,A26Z,ARTS PROJECT OF CHERRY GROVE INC,% ZOCCANO,73 37 AUSTIN ST,FOREST HILLS,NY,11375-6258,0.0,3.0,3.0,2000.0,198101.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,88.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,57724,1.0,1.0,1.0,1.0,36081,,C32Z,C32,,PC,O,EN,C,IN,,1991,C,C32Z,0.11166500000000001,11375.0,11375.0,5602.0,5600.0,36081.0,,EN,1991,C32,199112,NY,11375.0,FOREST HILLS,,,C,EN,OT,PC,O,EN,C,IN,,A20,A,
10334,A65Z,112468882,35818,0,0,0,0,600,0,0,14438,14438,50256,50368,38,0,0,150,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14438,0,0,,,GREEK CULTURAL CENTER INC,,27 18 HOYT AVE S,ASTORIA,NY,11102-1960,0.0,3.0,3.0,2000.0,198109.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,88.0,119.0,0.0,B9710,,1,1,6.0,1,1.0,50256,1.0,1.0,1.0,1.0,36081,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.285057,11102.0,11102.0,5602.0,5600.0,36081.0,,AR,1992,A23,199206,NY,11102.0,ASTORIA,,,A,AR,AR,PC,O,AR,A,IN,,A23,A,
10349,A20Z,112478709,614177,3287,0,0,93,7402,0,0,99684,99684,717148,666760,-185202,85852,0,106056,67983,312246,253185,0,0,0,0,0,0,0,0,0,0,0,15352,14048,75331,-3099,0,,,JAMAICA CENTER FOR THE PERFORMING AND VISUAL ARTS INC,,161 04 JAMAICA AVE,JAMAICA,NY,11432-6112,0.0,3.0,3.0,1200.0,198107.0,1.0,15.0,1.0,11.0,0.0,10.0,6,INC,90.0,0.0,0.0,B9710,,1,1,4.0,1,0.0,687748,1.0,3.0,3.0,3.0,36081,,A20Z,A20,,PC,O,AR,A,IN,,1991,A,A20Z,0.146976,11432.0,11432.0,5602.0,5600.0,36081.0,,AR,1992,A20,199206,NY,11432.0,JAMAICA,,,A,AR,AR,PC,O,AR,A,IN,,A20,A,
10374,A99Z,112485472,58368,0,0,0,1837,0,0,0,22471,22471,80839,102210,31406,0,0,52777,31406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20634,0,0,,,ALLIANCE OF QUEENS ARTISTS INC,% E ATLAS,99 10 METROPOLITAN AVE,FOREST HILLS,NY,11375-6638,0.0,3.0,3.0,1000.0,198109.0,1.0,15.0,1.0,11.0,0.0,10.0,3,,998.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,80839,1.0,1.0,1.0,2.0,36081,,A99Z,A99,,PC,O,AR,A,IN,,1991,A,A99Z,0.632443,11375.0,11375.0,5602.0,5600.0,36081.0,,AR,1992,A99,199203,NY,11375.0,FOREST HILLS,,,A,AR,AR,PC,O,AR,A,IN,,A99,A,
10385,Y50Z,112488483,40025,0,0,0,58,0,0,0,58,58,40083,7157,39462,0,0,6536,39462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SOCIETY FOR THE PRESERVATION OF JEWISH CEMETARIES,% OPPORTUNITY DEVELOPMENT ASSOCIATI,12 HEYWARD ST,BROOKLYN,NY,11211-7839,0.0,3.0,3.0,1000.0,197906.0,1.0,15.0,1.0,11.0,0.0,20.0,6,,62.0,119.0,901.0,B9710,,1,1,6.0,1,1.0,40083,1.0,1.0,1.0,1.0,36047,,A82Z,A82,,PC,O,AR,A,IN,,1990,A,A82Z,0.734325,11211.0,11211.0,5602.0,5600.0,36047.0,,AR,1991,A82,199106,NY,11211.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A82,A,
10403,A52Z,112495664,2833012,7290,502886,515862,68524,154913,0,0,706031,190169,3546333,2706755,1302414,109437,0,1224485,1561822,245787,259408,0,0,0,0,0,0,0,0,0,0,0,0,0,134621,0,0,,,BROOKLYN CHILDRENS MUSEUM CORP,,145 BROOKLYN AVE,BROOKLYN,NY,11213-1930,0.0,3.0,3.0,1000.0,198110.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,60.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,3030471,4.0,4.0,4.0,4.0,36047,,A52Z,A52,,PC,O,AR,A,IN,,1990,A,A52Z,0.11203199999999999,11213.0,11213.0,5602.0,5600.0,36047.0,,AR,1991,A52,199106,NY,11213.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A52,A,
10416,A33Z,112498972,8759,0,0,0,862,0,0,0,84528,84528,93287,85135,33864,0,0,33957,41753,8245,7889,0,0,0,0,0,0,0,0,0,0,0,0,0,83666,0,0,,A63Z,CONTACT COLLABORATIONS INC,% ZIMMER,537 BROADWAY 3RD FLR,NEW YORK,NY,10012-3930,0.0,3.0,3.0,2000.0,198008.0,1.0,15.0,1.0,13.0,198212.0,10.0,8,,994.0,90.0,0.0,B9710,,1,1,6.0,1,1.0,93287,1.0,1.0,1.0,1.0,36061,,A33Z,A33,,PC,O,AR,A,IN,,1990,A,A33Z,0.140406,10012.0,10012.0,5602.0,5600.0,36061.0,,AR,1991,A33,199108,NY,10012.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A33,A,
10442,A62Z,112505548,2440,0,0,0,0,0,0,0,141893,141893,144333,48562,-83569,0,0,759478,732526,821474,816095,83569,0,0,0,0,0,0,0,0,0,0,117345,0,43434,0,1003,,A23Z,MOROCCO AND THE CASBAH DANCE EXPERIENCE INC C/O GINORIO & BORNS,,320 W 15TH ST,NEW YORK,NY,10011-5901,0.0,3.0,3.0,1200.0,197910.0,1.0,15.0,1.0,13.0,0.0,10.0,5,NORIO & BORNS,123.0,124.0,0.0,B9710,,1,1,4.0,1,0.0,26988,3.0,2.0,1.0,1.0,36061,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.16626300000000002,10011.0,10011.0,5602.0,5600.0,36061.0,,AR,1992,A62,199205,NY,10011.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
10446,A62Z,112507185,19662,0,0,0,130,0,0,0,43603,43603,63265,72354,3118,0,0,13164,3118,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43473,0,0,,,SPOKE THE HUB DANCING INC,,748 UNION ST,BROOKLYN,NY,11215-1209,0.0,3.0,3.0,2000.0,198003.0,1.0,16.0,1.0,11.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,63265,1.0,1.0,1.0,1.0,36047,,A62Z,A62,,PC,O,AR,A,IN,,1990,A,A62Z,0.0548726,11215.0,11215.0,5602.0,5600.0,36047.0,,AR,1991,A62,199106,NY,11215.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
10449,A50Z,112508369,147626,6196,0,0,4518,0,11656,14281,221382,209726,375204,248199,318393,0,0,220918,333619,17874,15226,0,0,0,0,0,0,0,0,0,0,0,0,0,190927,0,0,,,COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE INC,,73 50 LITTLE NECK PKY,FLORAL PARK,NY,11004-1129,0.0,3.0,3.0,1000.0,197911.0,1.0,15.0,1.0,11.0,0.0,10.0,3,E INC,60.0,119.0,249.0,B9710,,1,1,6.0,1,1.0,363548,2.0,2.0,2.0,2.0,36081,,K25Z,K25,,PC,O,HS,K,IN,,1991,K,K25Z,0.034418199999999996,11004.0,11004.0,5602.0,5600.0,36081.0,,HU,1992,K25,199203,NY,11004.0,FLORAL PARK,,,K,HU,HU,PC,O,HS,K,IN,,A82,A,
10470,A65Z,112515828,90187,0,0,0,0,0,0,0,57125,57125,147312,147312,71742,0,0,57943,71742,3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36960,0,0,,,AFRICAN POETRY THEATRE INC,,176-03 JAMAICA AVE,JAMAICA,NY,11432-5503,0.0,3.0,3.0,1000.0,198001.0,1.0,16.0,1.0,11.0,198408.0,10.0,8,,994.0,404.0,0.0,B9710,,0,1,0.0,0,1.0,147312,1.0,2.0,2.0,2.0,36081,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.9500540000000001,11432.0,11432.0,5602.0,5600.0,36081.0,,AR,1990,A23,199008,NY,11432.0,JAMAICA,,,A,AR,AR,PC,O,AR,A,IN,,A23,A,
10475,A54Z,112517055,302824,18852,0,0,2510,0,0,0,8722,8722,330398,328699,1199,40500,0,129776,126292,130276,125093,1199,0,0,0,0,0,0,0,0,0,0,0,0,6212,0,0,,,MUSEUM OF CHINESE IN THE AMERICAS,,70 MULBERRY ST 2ND FL,NEW YORK,NY,10013-4477,0.0,3.0,3.0,2000.0,198211.0,1.0,15.0,1.0,13.0,0.0,10.0,10,,119.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,330398,2.0,2.0,2.0,2.0,36061,,A54Z,A54,,PC,O,AR,A,IN,,1990,A,A54Z,0.185093,10013.0,10013.0,5602.0,5600.0,36061.0,,AR,1991,A53,199110,NY,10013.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A54,A,
10510,A65Z,112526156,22813,0,0,0,0,1162,0,0,141631,141631,164444,158114,-39226,0,0,6934,2029,52490,41255,0,0,0,0,0,0,0,0,0,0,0,0,0,141631,0,0,,A66Z,GLINES INC,,240 W 44TH ST,NEW YORK,NY,10036-3906,0.0,3.0,3.0,1000.0,198109.0,1.0,16.0,1.0,13.0,198312.0,10.0,12,,995.0,90.0,0.0,B9710,,1,1,6.0,1,0.0,164444,1.0,2.0,2.0,2.0,36061,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.898956,10036.0,10036.0,5602.0,5600.0,36061.0,,AR,1991,A65,199112,NY,10036.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
10541,A6EZ,112535978,0,0,0,0,239,0,0,0,163400,163400,163400,163138,-18719,13000,0,64500,77762,83481,96481,18719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163161,,,QUEENS NEW YORK SCHOOL OF MUSIC INC,,32 19 149TH ST,FLUSHING,NY,11354-3239,0.0,3.0,3.0,2000.0,198008.0,1.0,11.0,1.0,11.0,0.0,10.0,12,,46.0,0.0,0.0,B9710,,1,1,6.0,1,0.0,163400,1.0,2.0,2.0,2.0,36081,,A6EZ,A6E,,PC,O,AR,A,IN,,1991,A,A6EZ,0.8295170000000001,11354.0,11354.0,5602.0,5600.0,36081.0,,AR,1991,A6E,199112,NY,11354.0,FLUSHING,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A,
10546,A30B,112538804,84597,22426,0,0,23,0,0,296,5891,5891,112914,112727,15380,33761,0,21095,41630,5902,26250,0,0,0,0,0,0,0,0,0,0,0,0,0,5572,0,0,,,MEDIA ALLIANCE INC,WNET,356 W 58TH ST,NEW YORK,NY,10019-1804,0.0,3.0,3.0,2000.0,198207.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,112914,1.0,2.0,2.0,2.0,36061,,A30B,A30,3.0,PC,O,AR,A,IN,,1991,A,A30B,0.275618,10019.0,10019.0,5602.0,5600.0,36061.0,,AR,1992,A30,199206,NY,10019.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A30,A,
10587,A6EZ,112556158,159761,0,0,0,0,5466,0,0,13851,13851,173612,164154,4090,28484,0,36328,32026,34360,27936,0,0,0,0,0,0,0,0,0,0,0,0,7336,0,0,0,,N20Z,RED HOOK ARTS INC,,402 VAN BRUNT ST,BROOKLYN,NY,11231-1257,0.0,3.0,3.0,3000.0,198204.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1,1,4.0,1,1.0,166276,1.0,2.0,2.0,2.0,36047,,A6EZ,A6E,,PC,O,AR,A,IN,,1989,A,A6EZ,0.208315,11231.0,11231.0,5602.0,5600.0,36047.0,,AR,1990,A6E,199006,NY,11231.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A6E,A,
10588,A6BZ,112556169,9274,6970,0,0,177,742,900,101,16996,16096,33240,36562,2801,14332,0,8411,2801,0,0,2801,0,0,0,0,0,0,0,0,0,0,0,994,9555,4978,291,,,GRACE CHORAL SOCIETY INC,,254 HICKS ST,BROOKLYN,NY,11201-4028,0.0,3.0,3.0,2000.0,198105.0,1.0,15.0,1.0,11.0,0.0,10.0,7,,402.0,408.0,0.0,B9710,,0,1,1.0,0,1.0,31346,1.0,1.0,1.0,1.0,36047,,A6BZ,A6B,,PC,O,AR,A,IN,,1991,A,A6BZ,0.104752,11201.0,11201.0,5602.0,5600.0,36047.0,,AR,1992,A6B,199207,NY,11201.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A,
10590,A25Z,112556177,753282,0,0,0,0,282067,0,0,684696,684696,1437978,1431274,57937,95775,0,171292,298151,120059,240214,0,0,0,0,0,0,0,0,0,0,0,0,0,684696,0,0,,,THE GRADUATE SCHOOL OF FIG ART OF THE NY ACADEMY,,OF ART INC,NEW YORK,NY,10003,,,,,,,,,,,,12,,,,,FLR92,1992.0,1,1,6.0,1,1.0,1437978,2.0,4.0,4.0,4.0,36061,,A25Z,A25,,U,O,AR,A,IN,,1989,A,A25Z,0.179821,10003.0,10003.0,5602.0,5600.0,36061.0,,AR,1989,A25,198912,NY,10003.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A25,A,
10594,A99Z,112558552,9979,0,0,0,16515,0,0,0,160925,160925,170904,90174,331217,24000,0,322201,332717,0,1500,24681,0,0,0,0,0,0,0,0,0,0,0,73214,0,71196,0,,,BHARATIYA VIDYA BHAVAN USA INC,,305 SEVENTH AVE 17TH FLR,NEW YORK,NY,10001-6008,9250.0,3.0,6.0,1000.0,198503.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1,1,3.0,1,1.0,97690,2.0,2.0,1.0,1.0,36061,,A99Z,A99,,PC,O,AR,A,IN,,1991,A,A99Z,0.38454299999999997,10001.0,10001.0,5602.0,5600.0,36061.0,,AR,1991,A23,199112,NY,10001.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A23,A,
10599,A6BZ,112561104,1457,1345,0,0,1089,0,0,0,33809,33809,36611,27059,15487,0,0,16032,15487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10132,23000,-412,0,,,GLEE CLUB OF THE FRIENDLY SONS OF ST PATRICK IN THE CITY OF NY INC,,277 W 261ST ST,BRONX,NY,10471-1124,0.0,3.0,3.0,1000.0,198105.0,1.0,16.0,1.0,13.0,0.0,10.0,8,E CITY OF NY INC,89.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,26479,1.0,1.0,1.0,1.0,36005,,A6BZ,A6B,,PC,O,AR,A,IN,,1990,A,A6BZ,0.78871,10471.0,10471.0,5602.0,5600.0,36005.0,,AR,1991,A6B,199108,NY,10471.0,BRONX,,,A,AR,AR,PC,O,AR,A,IN,,A6B,A,
10601,A60Z,112561538,319614,0,0,0,6435,0,0,0,6435,6435,326049,336849,72523,0,0,218155,91301,134832,18778,72523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,SEASIDE SUMMER CONCERT SERIES INC,% JOSEPH NACMIAS,35 PROSPECT PARK W 15C,BROOKLYN,NY,11215-2368,0.0,3.0,3.0,1000.0,198104.0,1.0,13.0,1.0,11.0,0.0,10.0,9,,90.0,119.0,0.0,B9710,,1,1,6.0,1,1.0,326049,1.0,2.0,2.0,2.0,36047,,A60Z,A60,,PC,O,AR,A,IN,,1990,A,A60Z,0.361072,11215.0,11215.0,5602.0,5600.0,36047.0,,AR,1991,A60,199109,NY,11215.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A60,A,
10644,A65Z,112579252,215252,0,0,0,0,0,0,0,10103,10103,225355,47900,183884,0,0,17967,192946,11538,9062,0,0,0,0,0,0,0,0,0,0,0,0,0,10103,0,0,,,RYAN REPERTORY COMPANY INC,,2445 BATH AVE,BROOKLYN,NY,11214-5327,0.0,3.0,3.0,2000.0,198110.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,88.0,90.0,0.0,B9710,,1,1,6.0,1,1.0,225355,2.0,2.0,2.0,1.0,36047,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.0917197,11214.0,11214.0,5602.0,5600.0,36047.0,,AR,1991,A65,199112,NY,11214.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
10693,A99Z,112593618,0,312,0,0,47,0,0,0,57617,57617,57929,0,64697,0,0,119226,112528,50373,47832,64697,0,0,0,0,0,0,0,0,0,0,11865,47853,0,-3382,0,,,ILOCANO AMERICAN ASSOCIATION INC,,185 14 HILLSIDE AVE,JAMAICA,NY,11432-4860,0.0,3.0,3.0,1000.0,198311.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,119.0,0.0,0.0,B9710,,0,1,0.0,0,1.0,-1789,2.0,1.0,0.0,0.0,36081,,A99Z,A99,,PC,O,AR,A,IN,,1991,A,A99Z,0.250475,11432.0,11432.0,5602.0,5600.0,36081.0,,AR,1991,A99,199112,NY,11432.0,JAMAICA,,,A,AR,AR,PC,O,AR,A,IN,,A99,A,
10719,A65Z,112606714,0,0,0,0,0,3615,0,0,101514,101514,101514,102702,11761,0,0,45466,42611,32517,30850,0,0,0,0,0,0,0,0,0,0,0,0,0,101514,0,0,,,LUCILLE HILL THEATRE OF DANCE MOVEMENT INC,,170-30 130TH AVENUE APT 3,JAMAICA,NY,11434-6005,0.0,3.0,3.0,1000.0,198309.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,149.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,101514,1.0,2.0,2.0,2.0,36081,,A65Z,A65,,PC,O,AR,A,IN,,1991,A,A65Z,0.149875,11434.0,11434.0,5602.0,5600.0,36081.0,,AR,1991,A65,199112,NY,11434.0,JAMAICA,,,A,AR,AR,PC,O,AR,A,IN,,A65,A,
10729,A62Z,112608709,39318,10530,0,0,0,0,0,0,20057,20057,69905,67408,5090,0,0,13793,5090,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20057,0,0,,,DANCE GIANT STEPS INC,% PHILLIP BOND,1040 PARK PL STE C 5,BROOKLYN,NY,11213-1946,0.0,3.0,3.0,1000.0,198209.0,1.0,15.0,1.0,11.0,198405.0,10.0,5,,90.0,994.0,0.0,B9710,,1,1,6.0,1,1.0,69905,1.0,1.0,1.0,1.0,36047,,A62Z,A62,,PC,O,AR,A,IN,,1991,A,A62Z,0.734927,11213.0,11213.0,5602.0,5600.0,36047.0,,AR,1992,A62,199205,NY,11213.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A62,A,
10746,Z99Z,112615053,75157,20130,0,0,2837,11001,0,3059,6058,6058,101345,90000,57264,0,0,46780,57264,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,,,WYCKOFF HOUSE & ASSOCIATION INC,,PO BOX 10,BROOKLYN,NY,11210-0000,0.0,3.0,3.0,2000.0,0.0,1.0,16.0,5.0,11.0,0.0,10.0,9,,0.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,101345,1.0,2.0,2.0,1.0,36047,,Z99Z,Z99,,PC,O,UN,Z,IN,,1990,Z,Z99Z,0.73764,11210.0,11210.0,5602.0,5600.0,36047.0,,UN,1991,Z99,199109,NY,11210.0,BROOKLYN,,,Z,UN,OT,PC,O,UN,Z,IN,,A80,A,
10761,A31Z,112621532,364972,0,0,0,0,0,0,0,0,0,364972,405563,4145,8200,0,311,45145,0,41000,4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,MILES EDUCATIONAL FILM PRODUCTIONS,,199 02 104TH AVE,HOLLIS,NY,11412-1208,0.0,3.0,3.0,2000.0,198310.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,122.0,119.0,124.0,B9710,,0,1,1.0,0,1.0,364972,1.0,2.0,2.0,2.0,36081,,A31Z,A31,,PC,O,AR,A,IN,,1991,A,A31Z,0.7505539999999999,11412.0,11412.0,5602.0,5600.0,36081.0,,AR,1991,A31,199112,NY,11412.0,HOLLIS,,,A,AR,AR,PC,O,AR,A,IN,,A31,A,
10776,A6AZ,112625093,89288,0,0,0,77,0,0,0,11691,11691,100979,99420,15715,0,0,18517,15915,4361,200,15715,0,0,0,0,0,0,0,0,0,0,0,0,11614,0,0,,A6AP,CENTER FOR CONTEMPORARY OPERA,,PO BOX 1350,NEW YORK,NY,10028-0010,0.0,3.0,3.0,2000.0,198310.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,100979,1.0,2.0,2.0,1.0,36061,,A6AZ,A6A,,PC,O,AR,A,IN,,1990,A,A6AZ,0.534672,10028.0,10028.0,5602.0,5600.0,36061.0,,AR,1991,A6A,199106,NY,10028.0,NEW YORK,,,A,AR,AR,PC,O,AR,A,IN,,A6A,A,
10778,A99Z,112625764,28850,0,0,0,2213,0,0,0,42220,42220,71070,79810,87707,0,0,300539,328446,198648,240739,0,0,0,0,0,0,0,0,0,0,0,1878,3566,0,20597,0,,,THE SUNNYSIDE FOUNDATION INC,,45 18 SKILLMAN AVE,LONG ISLAND CITY,NY,11104-2117,0.0,3.0,3.0,1000.0,198303.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,62.0,297.0,352.0,B9710,,1,1,4.0,1,1.0,65626,2.0,1.0,1.0,1.0,36081,,A99Z,A99,,PC,O,AR,A,IN,,1991,A,A99Z,0.3077,11104.0,11104.0,5602.0,5600.0,36081.0,,AR,1991,A99,199112,NY,11104.0,LONG ISLAND CITY,,,A,AR,AR,PC,O,AR,A,IN,,A99,A,
10781,A61Z,112626225,124820,0,0,0,0,0,0,0,20121,20121,144941,134035,-2386,0,0,3380,58,6463,2445,0,0,0,0,0,0,0,0,0,0,0,0,10209,0,0,0,,,OLLANTAY CENTER FOR THE ARTS INC,,30-40 88TH STREET,EAST ELMHURST,NY,11369-1413,0.0,3.0,3.0,1000.0,199009.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,1,1,4.0,1,0.0,134732,1.0,2.0,2.0,2.0,36081,,A61Z,A61,,PC,O,AR,A,IN,,1989,A,A61Z,0.596885,11369.0,11369.0,5602.0,5600.0,36081.0,,AR,1990,A23,199006,NY,11369.0,EAST ELMHURST,,,A,AR,AR,PC,O,AR,A,IN,,A23,A,
10802,A68Z,112638417,360185,0,0,0,2709,0,0,0,2709,2709,362894,385559,28818,0,0,183148,71477,131665,42659,28818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,MARTIN LUTHER KING JR CONCERT SERIES INC,% J NACMIAS,35 PROSPECT PARK W 15C,BROOKLYN,NY,11215-2368,0.0,3.0,3.0,1000.0,198306.0,1.0,15.0,1.0,11.0,0.0,10.0,10,,90.0,0.0,0.0,B9710,,1,1,6.0,1,1.0,362894,1.0,2.0,2.0,2.0,36047,,A68Z,A68,,PC,O,AR,A,IN,,1990,A,A68Z,0.5017199999999999,11215.0,11215.0,5602.0,5600.0,36047.0,,AR,1991,A61,199110,NY,11215.0,BROOKLYN,,,A,AR,AR,PC,O,AR,A,IN,,A61,A,
10805,A84Z,112639281,106050,0,0,0,0,8234,0,0,119650,119650,225700,236142,-1487,0,0,27081,14105,18126,15592,0,0,0,0,0,0,0,0,0,0,0,0,0,119650,0,0,,,QUEEN HERITAGE CORPORATION,,36 36 BELL BLVD,BAYSIDE,NY,11361-2057,0.0,3.0,3.0,1000.0,198305.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,404.0,429.0,0.0,B9606,1996.0,1,1,6.0,1,0.0,225700,1.0,2.0,2.0,2.0,36081,,A84Z,A84,,PC,O,AR,A,IN,,1991,A,A84Z,0.172552,11361.0,11361.0,5602.0,5600.0,36081.0,,AR,1991,A84,199112,NY,11361.0,BAYSIDE,,,A,AR,AR,PC,O,AR,A,IN,,A80,A,
