,EIN,TAXPER,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,SUBSECCD,REASON,TOTLOB,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,NTEE1,NTEECC,OUTNCCS,OUTREAS,NTMAJ10,MAJGRPB,NTEE,LEVEL1,LEVEL2,LEVEL3,LEVEL4,NTEECC4D,NTEE2,NTMAJ12,NTMAJ5,MSA,PMSA,FIPS,Randnum,MSA_NECH,NTEESRC,nteeConf,nteedraft,Ntee2005b,Confidence2005b,ntee42005b,LAT,LON,FipsOldA,stateOld1,zip5Old1,cityOld1,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
25306,132548780,200312,2003,839728,0,2908939,3033313,132194,173206,30557,9035,3975925,912055,4815653,1614547,3884861,163086,0,4292850,4355779,657294,470918,0,0,0,0,0,0,0,0,0,0,0,0,170019,746684,-125949,29060,,1581764,3,7,0,0,132194,75386,75386,0,-124374,0,0,0,44070,39592,1581764,-32783,282088,645890,57096,0,0,0,0,0,3635556,2766855,0,3507738,763704,0,0,7038297,3530559,0,0,0,119,1.0,29490262001264,2003,N,10021-5043,10021.0,132548780200312,1325487802003,12,119.0,40.0,279.0,684 PARK AVE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,QUEEN SOFIA SPANISH INSTITUTE INC,1.0,195508.0,,NY,RTF03PC,4.0,4.0,4.0,4.0,A,A23,IN,,AR,A,A99Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.0631573,5602.0,1,B,A23,A23,,,-73.96705,40.76571,36061.0,NY,10021.0,NEW YORK,A23,,0.0,3a,2003.0,0.0,3a,2003.0,3783159.0,3a,2003.0,726613.0,3a,2003.0,101702.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,839728.0,3a,2003.0,729008.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,403407.0,3a,2003.0,2200340.0,3a,2003.0,3900.0,3a,2003.0,A23,A
25311,132552286,200312,2003,600,780,0,0,2040,0,0,0,109635,109635,111015,103419,67714,23100,0,88226,97739,28108,30025,67714,0,0,0,0,0,0,0,0,0,0,0,0,107595,0,0,,111015,3,9,0,2040,0,0,0,0,0,0,0,0,0,0,111015,7596,0,0,2953,0,0,0,0,60118,60118,0,3390,0,14466,0,0,17856,17856,0,0,0,65,1.0,29490066274294,2003,N,10003-5421,10003.0,132552286200312,1325522862003,12,65.0,207.0,59.0,115 E 9TH ST 7C,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,WASHINGTON SQUARE OUTDOOR ART EXHIBIT INC,1.0,196608.0,,NY,RTF03PC,1.0,2.0,2.0,2.0,A,A40,IN,,AR,A,A40Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.464636,5602.0,1,A,A40,A40,,,-73.99006,40.73037,36061.0,NY,10003.0,NEW YORK,A40,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,600.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,9704.0,3a,2003.0,A40,A
25313,132552500,200306,2002,2073260,0,17112,10873,12976,339093,0,0,1099835,1088962,3173095,3018273,2101012,130000,0,2392976,2605969,425563,504957,0,0,0,0,0,0,0,0,0,0,0,0,52753,986869,0,10380,,3109469,3,2,0,12976,0,19745,19745,0,6239,0,0,0,52753,0,3109469,91196,42403,0,0,0,0,87029,66061,0,1967413,0,0,0,0,0,0,0,0,0,0,0,59,1.0,29490171327234,2003,N,10030-1001,10030.0,132552500200306,1325525002003,6,59.0,602.0,0.0,645 SAINT NICHOLAS AVE,3.0,0.0,NEW YORK,1.0,,1.0,13.0,11.0,10.0,0.0,HARLEM SCHOOL OF THE ARTS INC,1.0,196507.0,,NY,RTF03PC,4.0,4.0,4.0,4.0,A,A25,IN,,AR,A,A25Z,PC,O,AR,A,,A20Z,AR,AR,5602.0,5600.0,36061.0,0.251726,5602.0,1,A,A25,A25,,,0.0,0.0,36061.0,NY,10030.0,NEW YORK,A25,,367511.0,3a,2003.0,0.0,3a,2003.0,776704.0,3a,2003.0,937925.0,3a,2003.0,749604.0,3a,2003.0,574603.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,1705749.0,3a,2003.0,1026133.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,738820.0,3a,2003.0,51001.0,3a,2003.0,A25,A
25324,132562192,200306,2002,288108,0,0,0,787,88193,0,0,940004,940004,1228112,1052913,645742,80000,0,720563,814222,130633,168480,0,0,0,0,0,0,0,0,0,0,0,114186,5201,758635,30971,3933,,1108725,3,2,0,787,0,140477,26291,0,0,0,0,0,36172,0,1108725,55812,0,610380,61071,0,0,112248,99379,0,589930,0,0,0,0,0,0,0,0,0,0,0,59,1.0,29490171266104,2003,Y,10025-2743,10025.0,132562192200306,1325621922003,6,59.0,0.0,0.0,323 W 108TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,11.0,10.0,0.0,BLOOMINGDALE SCHOOL OF MUSIC INC,1.0,196606.0,,NY,RTF03PC,3.0,4.0,4.0,4.0,A,A6E,IN,,AR,A,A6EZ,PC,O,AR,A,,A68P,AR,AR,5602.0,5600.0,36061.0,0.442651,5602.0,1,A,A6E,A6E,,,-73.96736,40.80307,36061.0,NY,10025.0,NEW YORK,A6E,,35501.0,3a,2003.0,0.0,3a,2003.0,517734.0,3a,2003.0,229706.0,3a,2003.0,98006.0,3a,2003.0,30002.0,3a,2003.0,357310.0,3a,2003.0,0.0,3a,2003.0,252607.0,3a,2003.0,233520.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,5200.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A6E,A
25337,132570500,200306,2002,0,0,0,0,14228,13989,0,8694,398171,398171,398171,289854,411088,107502,0,420330,424149,15375,13061,0,0,0,0,0,0,0,0,0,0,0,0,102184,196440,76421,204,,295987,3,7,0,0,0,0,0,14228,0,0,0,0,178605,8694,295987,6133,0,35200,14827,0,0,0,0,0,404955,522829,0,719436,38168,0,0,1363687,644251,0,0,0,59,,29490284098193,2003,N,10036-5600,10036.0,132570500200306,1325705002003,6,59.0,0.0,0.0,1501 BROADWAY FL 31,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,STAGE DIRECTORS & CHOREOGRAPHERS WORKSHOP FOUNDATION INC,1.0,196511.0,,NY,CORE02PC,,,,,A,A6B,IN,,AR,A,A6BZ,PC,O,AR,A,,,AR,AR,,5600.0,36061.0,0.559034,5602.0,1,B,A6B,A6B,,,-73.98615,40.754020000000004,36061.0,NY,10036.0,NEW YORK,A19,60,,,,,,,76716.0,3a,2003.0,0.0,3a,2003.0,334372.0,3a,2003.0,0.0,3a,2003.0,5501.0,3a,2003.0,0.0,3a,2003.0,,,,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,180121.0,3a,2003.0,31604.0,3a,2003.0,A1960,A
25339,132571063,200212,2002,1239630,0,0,0,721,146592,0,0,192693,192693,1432323,1486945,-1506671,0,0,141307,482832,1515363,1989503,0,0,0,0,0,0,0,0,0,0,0,0,77993,113239,0,740,,1354330,3,7,0,471,250,0,0,0,0,0,0,0,77993,0,1354330,-132615,0,241596,0,0,0,0,0,0,-1374056,2837992,0,1580671,4873,0,0,4504006,2923335,0,0,0,30,1.0,29490361233063,2002,N,10022-1513,10022.0,132571063200212,1325710632002,12,30.0,90.0,0.0,344 E 59TH ST FL 2,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,MARTHA GRAHAM CENTER OF CONTEMPORARY DANCE INC,1.0,195305.0,,NY,RTF03PC,2.0,4.0,4.0,4.0,A,A62,IN,,AR,A,A62Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.196421,5602.0,1,A,A62,A62,,,-73.96644,40.76093,36061.0,NY,10022.0,NEW YORK,A62,,164432.0,3a,2002.0,0.0,3a,2002.0,-915046.0,4,2006.0,0.0,3a,2002.0,-124151.0,3a,2002.0,-202173.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,1075198.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,12152.0,3a,2002.0,21074.0,3a,2002.0,255.0,3a,2002.0,A62,A
25340,132571900,200306,2002,15711817,0,33125262,35584879,341820,808745,0,0,33533995,-2050884,49245812,14666351,36016236,177742,90568,36203495,36356289,467520,340053,0,0,0,0,0,0,0,0,0,0,0,0,50186,0,-15986,32713,,13610747,3,9,0,9617,332203,0,0,0,-2459617,0,0,0,34200,0,13610747,-1055604,1335865,1655974,119977,0,0,0,0,0,35735975,55412293,0,1165856,1272303,0,0,57954907,56789051,0,0,0,59,1.0,29490164022264,2003,N,10016-7801,10016.0,132571900200306,1325719002003,6,59.0,0.0,0.0,95 MADISON AVE FL 9,3.0,0.0,NEW YORK,2.0,,1.0,13.0,16.0,10.0,0.0,WORLD MONUMENTS FUND INC,1.0,196505.0,,NY,RTF03PC,,,,,A,A80,IN,,AR,A,A80Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.857993,5602.0,1,A,A80,A80,,,-73.98529,40.74455,36061.0,NY,10016.0,NEW YORK,A80,,0.0,1b,2003.0,0.0,1b,2003.0,740101.0,3a,2003.0,895583.0,1b,2003.0,20789121.0,3a,2003.0,14486914.0,3a,2003.0,0.0,1b,2003.0,0.0,1b,2003.0,15711817.0,1b,2003.0,1022422.0,1b,2003.0,PC,O,AR,A,IN,,0.0,1b,2003.0,400575.0,1b,2003.0,6818357.0,1b,2003.0,150245.0,1b,2003.0,A80,A
25356,132578968,200312,2003,13787,0,0,0,282,0,0,0,67553,67553,81340,92641,-135470,0,0,49085,37784,173254,173254,0,0,0,0,0,0,0,0,0,0,0,0,0,67271,0,0,,81340,3,7,0,0,0,0,0,282,0,0,0,0,0,0,81340,-11301,0,0,0,0,0,0,0,0,-124169,169974,0,319677,1729,0,0,494345,174668,0,0,0,119,1.0,29409164074114,2003,N,10013-4050,10013.0,132578968200312,1325789682003,12,119.0,0.0,0.0,108 LEONARD ST 13TH FLR,3.0,0.0,NEW YORK,1.0,THE CLOCKTOWER,1.0,13.0,16.0,10.0,0.0,NEW AMERICAN CINEMA GROUP INC,1.0,199402.0,FILM MAKERS COOPERATIVE DIVISION,NY,RTF03PC,1.0,1.0,1.0,1.0,A,A31,IN,,AR,A,A31Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.511362,5602.0,1,B,A31,A31,,,-74.0033,40.71651,36061.0,NY,10013.0,NEW YORK,A31,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,A31,A
25362,132583793,200306,2002,709322,0,719682,766171,56339,0,0,0,10909088,10142917,11618410,10761216,3024347,275700,0,4733977,4212622,1322707,1188275,0,0,0,0,0,0,0,0,0,0,0,384060,93886,9277135,80887,30801,,10374293,3,9,0,7276,49063,650358,266298,0,-46489,0,0,0,174773,0,10374293,-386923,0,3140047,418690,0,0,0,0,0,3411270,3650287,0,33222881,0,0,0,38596184,5373303,0,0,0,119,1.0,29490052011004,2003,N,10001-6810,10001.0,132583793200306,1325837932003,6,119.0,59.0,0.0,151 W 26TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,THEATREWORKS USA CORPORATION,1.0,196708.0,,NY,RTF03PC,4.0,,,,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.157382,5602.0,1,A,A65,A65,,,-73.99283,40.7454,36061.0,NY,10001.0,NEW YORK,A65,,73002.0,3a,2003.0,0.0,3a,2003.0,914914.0,3a,2003.0,0.0,3a,2003.0,1779828.0,3a,2003.0,329505.0,3a,2003.0,872805.0,3a,2003.0,0.0,3a,2003.0,636320.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,764704.0,3a,2003.0,1594508.0,3a,2003.0,475602.0,3a,2003.0,A65,A
25363,132584273,200306,2002,17524415,0,1483233,1495018,308703,1167123,0,0,14187283,12692265,31711698,16471872,56886325,771337,0,44919283,59554800,1205404,2668475,0,0,0,0,0,0,0,0,0,0,0,0,646330,11030650,285007,433360,,29570350,3,9,0,4465,304238,0,0,0,-11785,0,0,0,931337,0,29570350,13098478,73968,0,0,0,0,0,0,0,43713879,37356478,0,40271952,1788079,0,0,79433271,39161319,0,0,0,119,1.0,29490066181124,2003,N,10023-7832,10023.0,132584273200306,1325842732003,6,119.0,59.0,40.0,211 W 61ST ST 3RD FLOOR,3.0,0.0,NEW YORK,1.0,,1.0,13.0,16.0,10.0,0.0,ALVIN AILEY DANCE FOUNDATION INC,1.0,196803.0,,NY,RTF03PC,,,,,A,A62,IN,,AR,A,A62Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.385838,5602.0,1,A,A62,A62,,,-73.98698,40.77178,36061.0,NY,10023.0,NEW YORK,A62,,243014.0,1b,2003.0,0.0,1b,2003.0,30453713.0,3a,2003.0,15362814.0,1b,2003.0,17202108.0,3a,2003.0,9230304.0,3a,2003.0,0.0,1b,2003.0,0.0,1b,2003.0,17281401.0,1b,2003.0,10294502.0,1b,2003.0,PC,O,AR,A,IN,,18610.0,1b,2003.0,749210.0,1b,2003.0,3515011.0,1b,2003.0,5516263.0,1b,2003.0,A62,A
25371,132590315,200212,2002,124757,0,0,0,1665,0,0,0,60146,60146,184903,193155,4102,0,0,40488,40576,28134,36474,4102,0,0,0,0,0,0,0,0,0,0,0,0,0,58481,0,,184903,3,7,0,1665,0,0,0,0,0,0,0,0,58481,0,184903,-8252,0,92027,7402,0,0,0,0,12354,12354,507168,0,230326,3394,0,0,740888,510562,0,0,0,119,1.0,29490017012154,2002,N,10025-6222,10025.0,132590315200212,1325903152002,12,119.0,59.0,0.0,741 W END AVE STE 4 B,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,BAR HARBOR FESTIVAL CORPORATION,1.0,196712.0,,NY,RTF03PC,1.0,2.0,2.0,2.0,A,A68,IN,,AR,A,N52Z,PC,O,AR,A,,A68Z,AR,AR,5602.0,5600.0,36061.0,0.8390559999999999,5602.0,1,B,A68,A68,,,-73.9756088256836,40.792060852050795,36061.0,NY,10025.0,NEW YORK,A68,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,124757.0,3a,2002.0,0.0,3a,2002.0,PC,O,AR,A,IN,,0.0,3a,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,1202.0,3a,2002.0,A68,A
25373,132590805,200306,2002,4595458,173042,1474051,1479107,96510,577408,119759,140402,2581052,982186,7349552,4049903,8425554,140000,0,9105304,9253906,1755031,828352,0,0,0,0,0,0,0,0,0,0,0,83098,545823,120872,-307681,41273,,5121765,3,7,0,88169,8341,350043,266945,0,-5056,0,0,0,238142,260161,5121765,1071862,3419,1223598,153291,0,0,474840,570583,0,7350273,12268932,440174,1250982,1836489,0,0,16008159,14757177,0,0,0,59,1.0,29490164397064,2003,N,10027-4423,10027.0,132590805200306,1325908052003,6,59.0,60.0,0.0,144 W 125TH ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,STUDIO MUSEUM IN HARLEM INC,1.0,196711.0,,NY,RTF03PC,5.0,5.0,5.0,4.0,A,A53,IN,,AR,A,A51Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.216031,5602.0,1,A,A53,A53,,,-73.94672,40.80829,36061.0,NY,10027.0,NEW YORK,A53,,1115601.0,2,2004.0,0.0,2,2004.0,3807724.0,3a,2003.0,4556103.0,3a,2003.0,1740911.0,3a,2003.0,2876818.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,3479725.0,2,2004.0,4497202.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,2945202.0,3a,2003.0,498200.0,3a,2003.0,A53,A
25380,132596350,200306,2002,2767,0,139613,154765,6897,0,0,0,172920,18155,175687,28161,325161,0,0,332400,325161,0,0,325161,0,0,0,0,0,0,0,0,0,0,0,0,26410,0,0,,20922,3,9,0,0,6897,0,0,0,-15152,0,0,0,0,0,20922,-7239,0,0,0,0,0,0,0,332400,332400,3310,0,85093,40287,0,0,128690,43597,0,0,0,59,1.0,29490052263044,2003,N,10027-7201,10027.0,132596350200306,1325963502003,6,59.0,120.0,0.0,435 W 116TH ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,17.0,10.0,0.0,COLUMBIA JOURNAL OF LAW & SOCIAL PROBLEMS INC,1.0,196712.0,,NY,RTF03PC,2.0,1.0,2.0,1.0,A,A33,IN,,AR,A,A33Z,PC,O,AR,A,,V26Z,AR,AR,5602.0,5600.0,36061.0,0.057279,5602.0,1,A,A33,A33,,,-73.95906,40.80636,36061.0,NY,10027.0,NEW YORK,A33,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,2767.0,3a,2003.0,0.0,3a,2003.0,PC,S,AR,A,IN,,0.0,3a,2003.0,184235.0,3a,2003.0,0.0,3a,2003.0,22504.0,3a,2003.0,A33,A
25381,132596500,200212,2002,12355211,146194,701516,709520,28284,491648,0,0,2929770,2220250,15431175,6873988,28643084,200000,0,26322921,33987013,5205346,5343929,0,0,0,0,0,0,0,0,0,0,0,112759,178689,1531844,-129689,41904,,14430207,3,7,0,6201,22083,577222,464463,0,-8004,0,0,0,49000,0,14430207,7556219,-30710,2656700,250792,0,0,2901910,3475650,0,21117575,17192759,633818,7047231,2527635,0,0,28076697,21029466,0,0,0,60,1.0,29490361003283,2002,N,10038-2106,10038.0,132596500200212,1325965002002,12,60.0,0.0,0.0,207 FRONT ST,3.0,0.0,NEW YORK,2.0,,1.0,13.0,15.0,10.0,0.0,SOUTH STREET SEAPORT MUSEUM,1.0,198903.0,,NY,RTF03PC,,,,5.0,A,A50,IN,,AR,A,A50Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.0547969,5602.0,1,A,A50,A50,,,-74.0025,40.70733,36061.0,NY,10038.0,NEW YORK,A50,,8414110.0,1b,2002.0,0.0,1b,2002.0,22098265.0,3a,2002.0,28176650.0,1b,2002.0,5530616.0,3a,2002.0,1014203.0,3a,2002.0,0.0,1b,2002.0,0.0,1b,2002.0,3941101.0,1b,2002.0,18971569.0,1b,2002.0,PC,O,AR,A,IN,,0.0,1b,2002.0,109210.0,1b,2002.0,720576.0,1b,2002.0,121945.0,1b,2002.0,A50,A
25382,132596741,200212,2002,1098575,0,288000,288000,40798,0,0,0,334638,46638,1433213,1102527,609964,137500,0,885189,1054716,259400,444752,0,0,0,0,0,0,0,0,0,0,0,0,61479,5207,-61479,633,,1083734,3,7,0,0,40798,0,0,0,0,0,0,0,0,0,1083734,-18793,2968,152937,21662,0,0,0,0,0,625789,1953125,0,50490,263005,0,0,2274325,2223835,0,0,0,119,,29490207044163,2002,N,10019-1903,10019.0,132596741200212,1325967412002,12,119.0,59.0,120.0,1775 BROADWAY SUITE 510,3.0,0.0,NEW YORK,1.0,FINANCIAL DEPT,1.0,13.0,15.0,10.0,0.0,BUSINESS COMMITTEE FOR THE ARTS INC,1.0,196803.0,,NY,CORE02PC,,,,,A,A90,IN,,AR,A,A20A,PC,O,AR,A,2.0,,AR,AR,,5600.0,36061.0,0.102148,5602.0,1,A,A90,A90,,,-73.98183,40.76607,36061.0,NY,10019.0,NEW YORK,A90,,0.0,1b,2002.0,0.0,1b,2002.0,609964.0,3a,2002.0,39130.0,1b,2002.0,0.0,3a,2002.0,0.0,3a,2002.0,0.0,1b,2002.0,0.0,1b,2002.0,1098575.0,1b,2002.0,41186.0,1b,2002.0,PC,O,AR,A,IN,,0.0,1b,2002.0,7593.0,1b,2002.0,710741.0,1b,2002.0,0.0,1b,2002.0,A90,A
25383,132597744,200309,2002,571491,0,0,0,17,43173,0,0,122753,122753,694244,409307,441256,0,0,351408,714195,195089,272940,0,0,0,0,0,0,0,0,0,0,0,0,0,104592,0,18144,,694244,3,7,0,17,0,0,0,0,0,0,0,0,0,0,694244,284937,0,250207,31939,0,0,0,0,0,156319,426613,0,272827,521,0,0,699961,427134,0,0,0,119,1.0,29490255094154,2003,N,10025-7016,10025.0,132597744200309,1325977442003,9,119.0,59.0,0.0,141 W 94TH ST,3.0,0.0,NEW YORK,1.0,,1.0,13.0,15.0,10.0,0.0,PUERTO RICAN TRAVELING THEATRE CO INC,1.0,196903.0,,NY,RTF03PC,3.0,3.0,3.0,2.0,A,A65,IN,,AR,A,A65Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36061.0,0.346348,5602.0,1,B,A65,A65,,,-73.9696,40.79203,36061.0,NY,10025.0,NEW YORK,A65,,439070.0,3a,2003.0,0.0,3a,2003.0,116015.0,3a,2003.0,575777.0,3a,2003.0,0.0,4,2006.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,132421.0,3a,2003.0,307007.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,51707.0,3a,2003.0,A65,A
25385,132598476,200309,2002,79217,0,0,0,14287,8405,0,0,687307,687307,766524,762398,-57298,90750,0,217361,249120,278785,306418,0,0,0,0,0,0,0,0,0,0,0,0,0,673020,0,0,,766524,3,9,0,1523,0,0,0,12764,0,0,0,0,0,0,766524,4126,0,264627,9290,0,0,0,0,0,-61424,326083,0,2315561,13431,0,0,2696362,380801,0,0,0,119,1.0,29490010175114,2003,N,10019-6833,10019.0,132598476200309,1325984762003,9,119.0,59.0,0.0,1650 BROADWAY STE 301,3.0,0.0,NEW YORK,2.0,MJ LEVENSON,1.0,13.0,16.0,10.0,0.0,NATIONAL CHORAL COUNCIL INC,1.0,196712.0,,NY,RTF03PC,2.0,3.0,3.0,3.0,A,A03,IN,,AR,A,A6BC,PC,O,AR,A,6.0,,AR,AR,5602.0,5600.0,36061.0,0.0874355,5602.0,1,A,A03,A03,,,-73.98366999999999,40.75943,36061.0,NY,10019.0,NEW YORK,A03,,12503.0,3a,2003.0,0.0,3a,2003.0,-57298.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,66714.0,3a,2003.0,0.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,15901.0,3a,2003.0,A03,A
25390,132601303,200306,2002,1703773,9630,0,0,4035,0,0,0,26257,26257,1739660,1533889,699250,90000,0,680175,884790,186696,185540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22222,,1739660,3,7,0,4035,0,0,0,0,0,0,0,0,0,0,1739660,205771,0,685178,0,0,0,0,0,0,493479,5698009,58371,0,21220,0,0,5907257,5907257,0,0,0,119,1.0,29490010013134,2003,N,10461-1403,10461.0,132601303200306,1326013032003,6,119.0,59.0,0.0,1738 HONE AVE,3.0,0.0,BRONX,2.0,,1.0,13.0,15.0,10.0,0.0,BRONX COUNCIL ON THE ARTS INC,1.0,196803.0,,NY,RTF03PC,3.0,4.0,4.0,4.0,A,A26,IN,,AR,A,A26Z,PC,O,AR,A,,,AR,AR,5602.0,5600.0,36005.0,0.0485804,5602.0,1,A,A26,A26,,,-73.85401916503909,40.847038269043004,36005.0,NY,10461.0,BRONX,A26,,1084846.0,3a,2003.0,0.0,3a,2003.0,572741.0,3a,2003.0,6501.0,3a,2003.0,126509.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,0.0,3a,2003.0,618927.0,3a,2003.0,11801.0,3a,2003.0,PC,O,AR,A,IN,,0.0,3a,2003.0,11501.0,3a,2003.0,0.0,3a,2003.0,387039.0,3a,2003.0,A26,A
