,EIN,EOY,TAXPER,STYEAR,NTEEIRS,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,ARC,ASS_CODE,CODE990,CYCLE,DLN,DocCd,EOSTATUS,FISYR,INC_CODE,LRC,POPCD,Q78A,RECCODE,RESERVED,SOIYR,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,fincheckv,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NumEmpEstimate,NumEmpCode,NumEmpYr,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,PayAfflEstimate,PayAfflCode,PayAfflYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,NetLandEstimate,NetLandCode,NetLandYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,PermRnaEstimate,PermRnaCode,PermRnaYr,TempRnaEstimate,TempRnaCode,TempRnaYr,GovGtEstimate,GovGtCode,GovGtYr,AdminExpEstimate,AdminExpCode,AdminExpYr,ProgExpEstimate,ProgExpCode,ProgExpYr,Verifyby,NAICS,epostcard
5231,20581476,8,200812,2008,A20,36213,0,0,0,0,0,0,0,0,0,48528,27367,12988,0,0,5797,12988,0,0,0,0,0,0,0,0,0,0,13970,0,-6590,1104,,34558,34558,0,0,0,0,0,7380,0,7191,0,0,0,0,0,0,0,5797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,2,1,201003,29492353075079,92,1,2008,3,Y,1,N,1,0,2008,10003-4303,10003.0,IN,,20581476200812,205814762008,12,0.0,0.0,0.0,47 5TH AVE,3.0,0.0,NEW YORK,2.0,FINNISH TOURIST BOARD,1.0,1.0,15.0,10.0,0.0,FINLAND CENTER FOUNDATION,1.0,200306.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A20,A,0,L,0,36061.0,5600.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.07107999999999999,B,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,,710000.0,
5252,20585882,8,200806,2007,A62,65377,0,0,0,0,12739,0,0,148014,148014,213391,229288,-65049,24643,0,9058,1953,44509,67002,0,0,0,0,0,0,0,0,13701,131411,2902,0,,199690,199690,0,0,0,0,0,16603,0,-29598,0,58107,29313,0,0,0,0,-35451,0,0,0,0,0,0,0,0,0,0,0,109840,0,470407,0,0,0,580247,109840,3,9,0,0,0,N,1,1,200922,93490142001029,90,1,2008,4,Y,1,N,1,0,2007,10012-0001,10012.0,IN,,20585882200806,205858822008,6,0.0,0.0,0.0,PO BOX 16,3.0,0.0,NEW YORK,2.0,DAVID DORFMAN DANCE,1.0,1.0,16.0,10.0,0.0,BATTLEWORKS DANCE COMPANY,1.0,200302.0,,NY,CORE08pc,,1.0,2.0,2.0,2.0,A62,A,10,M,2006,36061.0,5600.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.09729,A,65377.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,-65049.0,4,2006.0,,,,,,,,,,,,,300.0,4,2006.0,1394.0,3,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,31884.0,4,2006.0,195505.0,4,2006.0,,711120.0,
5274,20589687,9,200906,2008,B90,247760,0,0,0,349,0,0,0,0,0,2328297,2411917,-219303,460632,0,1115148,1131118,1250831,1350421,0,0,0,0,0,0,0,0,0,2080188,0,0,,2328297,2328297,0,0,0,0,0,0,0,-83620,0,1103910,114281,0,0,0,0,-135683,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,6,1,201029,29493184049170,93,1,2009,6,Y,1,N,1,0,2008,10128-1226,10128.0,IN,,20589687200906,205896872009,6,0.0,0.0,0.0,65 E 89TH ST,3.0,0.0,NEW YORK,2.0,NANCY GODREAU,1.0,1.0,11.0,10.0,0.0,ST THOMAS MORE PLAY GROUP INC,1.0,200210.0,,NY,rtf09pc,,4.0,4.0,4.0,4.0,A65,A,27,M,2007,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.39826999999999996,A,0.0,4,2007.0,0.0,4,2007.0,0.0,4,2007.0,-219303.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,873537.0,6,2003.0,159689.0,4,2007.0,157434.0,3,2007.0,0.0,4,2007.0,-131916.0,4,2007.0,0.0,4,2007.0,174554.0,4,2007.0,2182327.0,4,2007.0,,711110.0,
5440,20617728,9,200906,2008,A65,21687,0,0,0,0,0,0,0,0,0,144678,91836,87709,0,0,10875,91561,0,3852,0,0,0,0,0,0,0,0,0,122991,0,0,,144678,144678,0,0,0,0,0,0,0,52842,0,0,0,0,0,0,0,10875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,3,1,201008,93492042003000,92,1,2009,4,Y,1,N,1,0,2008,11215-0613,11215.0,IN,,20617728200906,206177282009,6,0.0,0.0,0.0,PO BOX 150613,3.0,0.0,BROOKLYN,1.0,,1.0,1.0,15.0,10.0,0.0,PIPER THEATRE PRODUCTIONS INC,1.0,200208.0,,NY,rtf09pc,,1.0,2.0,2.0,1.0,A65,A,0,L,0,36047.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.6683899999999999,B,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711110.0,
5532,20633590,9,200906,2008,A40,46175,0,0,0,0,0,0,0,0,0,46175,54827,9689,0,0,19942,11289,1600,1600,0,0,0,0,0,0,0,0,0,0,0,0,,46175,46175,0,0,0,0,0,0,0,-8652,0,0,0,0,0,0,0,18342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,2,1,201005,29493016050130,93,1,2009,3,Y,1,N,1,0,2008,10468-1527,10468.0,IN,,20633590200906,206335902009,6,0.0,0.0,0.0,250 BEDFORD PARK BLVD W STE 201,3.0,0.0,BRONX,1.0,LEHMAN COLLEGE,1.0,1.0,15.0,10.0,0.0,INDEPENDENT MEDIA ARTS PRESERVATION INC,1.0,200307.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A30,A,0,L,0,36005.0,5600.0,5600.0,A30,A,PC,O,AR,A,A,1,AR,AR,AR,0.14305,B,4581.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,1718.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,8898.0,6,2003.0,7594.0,4,2006.0,13416.0,4,2006.0,0.0,4,2006.0,7971.0,4,2006.0,41594.0,4,2006.0,8861.0,4,2006.0,42366.0,4,2006.0,,510000.0,
5590,20643034,9,200906,2008,A6B,35095,0,0,0,408,0,0,0,0,0,55755,57843,38470,0,0,40558,40324,0,1854,0,0,0,0,0,0,0,0,0,17024,0,178,,55755,55755,0,0,0,0,0,0,0,-2088,0,0,0,0,0,0,0,40558,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,3,1,201013,29492072033200,92,1,2009,3,Y,1,N,1,0,2008,10108-2044,10108.0,IN,,20643034200906,206430342009,6,0.0,0.0,0.0,PO BOX 2044,3.0,0.0,NEW YORK,2.0,PRASANTH AKKAPEDDI,1.0,1.0,16.0,10.0,0.0,MANHATTAN CHORAL ENSEMBLE INC,1.0,200212.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A6B,A,0,L,0,36061.0,5600.0,5600.0,A6B,A,PC,O,AR,A,A,1,AR,AR,AR,0.5758300000000001,A,35095.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,38470.0,4,2006.0,,,,,,,,,,,,,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,4701.0,4,2006.0,50076.0,4,2006.0,,711130.0,
5796,20677257,9,200912,2009,A65,28271,0,0,0,0,0,0,0,0,0,31957,44891,15707,0,0,28641,15707,0,0,0,0,0,0,0,0,0,0,0,3686,0,0,,31957,31957,0,0,0,0,0,0,0,-12934,0,0,0,0,0,0,0,28641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,2,1,201033,29492212013250,92,1,2009,3,Y,1,N,1,0,2009,10024-3624,10024.0,IN,,20677257200912,206772572009,12,0.0,0.0,0.0,45 W 86TH ST APT 3,3.0,0.0,NEW YORK,1.0,DORIS MIRESCU,1.0,1.0,16.0,10.0,0.0,DANGEROUS GROUND PRODUCTIONS,1.0,200404.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A65,A,0,L,0,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.31146,B,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711110.0,
5826,20682988,9,200906,2008,A60,107374,0,0,0,0,0,0,0,0,0,203560,242037,70464,0,0,108941,70464,0,0,0,0,0,0,0,0,0,0,0,96186,0,0,,203560,203560,0,0,0,0,0,0,0,-38477,0,0,0,0,0,0,0,108941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,3,1,201003,29492353131129,92,1,2009,4,Y,1,N,1,0,2008,10013-0869,10013.0,IN,,20682988200906,206829882009,6,0.0,0.0,0.0,PO BOX 1556,3.0,0.0,NEW YORK,2.0,LAURENCE SINGER,1.0,1.0,15.0,10.0,0.0,IMMEDIATE LIFE INC,1.0,200503.0,,NY,rtf09pc,,1.0,2.0,2.0,2.0,A60,A,0,L,0,36061.0,5600.0,5600.0,A60,A,PC,O,AR,A,A,1,AR,AR,AR,0.78869,B,107374.0,1,2008.0,0.0,1,2008.0,0.0,1,2008.0,70464.0,4,2008.0,32353.0,1,2008.0,0.0,1,2008.0,0.0,1,2008.0,33388.0,1,2008.0,4659.0,1,2008.0,7271.0,1,2008.0,0.0,4,2008.0,0.0,4,2008.0,0.0,1,2008.0,46705.0,1,2008.0,195214.0,1,2008.0,,711100.0,
5971,20708419,9,200906,2008,A62,7200,0,0,0,0,0,0,0,0,0,83515,90317,8491,0,0,15293,13454,0,4963,0,0,0,0,0,0,0,0,0,45163,0,31152,,83515,83515,0,0,0,0,0,0,0,-6802,0,0,0,0,0,0,0,15293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,2,1,201008,93492041002500,92,1,2009,3,Y,1,N,1,0,2008,10011-0000,10011.0,IN,,20708419200906,207084192009,6,0.0,0.0,0.0,121 WEST 17TH STREET,3.0,0.0,NEW YORK,1.0,JOANNA MENDL SHAW,1.0,1.0,15.0,10.0,0.0,EQUUS PROJECTS INC,1.0,200406.0,DANCING WITH HORSES,NY,rtf09pc,,1.0,1.0,1.0,1.0,A62,A,0,L,0,36061.0,5600.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.76289,A,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711120.0,
5988,20712132,9,200911,2008,A23,90188,0,0,0,0,0,0,0,0,0,96972,93896,4513,0,0,1777,5755,340,1242,0,0,0,0,0,0,0,0,0,6784,0,0,,96972,96972,0,0,0,0,0,0,0,3076,0,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,1,1,201044,29492275015210,92,1,2009,3,Y,1,N,1,0,2008,10040-4805,10040.0,IN,,20712132200911,207121322009,11,0.0,0.0,0.0,34 HILLSIDE AVE APT 4C,3.0,0.0,NEW YORK,1.0,GRANTS PLUS INC,1.0,1.0,15.0,10.0,0.0,RUSSIAN AMERICAN CULTURAL HERITAGE CENTER INC,1.0,200407.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A23,A,0,L,0,36061.0,5600.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.07515,A,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,710000.0,
6025,20720786,9,200906,2008,A65,87278,0,0,0,0,0,0,0,0,0,178653,250446,95391,44303,0,191884,127412,24700,32021,0,0,0,0,0,0,0,0,0,89485,0,1890,,178653,178653,0,0,0,0,0,0,0,-71793,0,0,3159,0,0,0,0,167184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,4,1,201051,29493317012270,93,1,2009,4,Y,1,N,1,0,2008,10004-2403,10004.0,IN,,20720786200906,207207862009,6,0.0,0.0,0.0,56 BEAVER ST APT 205,3.0,0.0,NEW YORK,2.0,ERE LLP,1.0,1.0,16.0,10.0,0.0,STRIKING VIKING STORY PIRATES INC,1.0,200604.0,,NY,rtf09pc,,2.0,2.0,2.0,2.0,A65,A,2,K,0,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.76478,B,21158.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,95391.0,4,2006.0,,,,,,,,,,,,,7629.0,4,2006.0,11490.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,66120.0,4,2006.0,0.0,4,2006.0,250446.0,4,2006.0,,711110.0,
6150,20749041,9,200912,2009,M20,100939,0,0,0,508,0,0,0,0,0,101447,50239,124926,0,0,73718,124926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,101447,101447,0,0,0,0,0,0,0,51208,0,0,0,0,0,0,0,73718,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,4,1,201029,29492191010470,92,1,2009,4,Y,1,N,1,0,2009,10001-0000,10001.0,IN,,20749041200912,207490412009,12,0.0,0.0,0.0,450 W 33RD ST,3.0,200912.0,NEW YORK,1.0,LARRY BRANDO,1.0,1.0,15.0,10.0,0.0,ASSOCIATED PRESS EMERGENCY RELIEF FUND,1.0,200511.0,,NY,rtf09pc,,2.0,2.0,2.0,1.0,A33,A,0,L,0,36061.0,5600.0,5600.0,A33,A,PC,O,AR,A,A,1,AR,AR,AR,0.22634,A,100939.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,,,,,,,,,,,,,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,824.0,4,2005.0,49415.0,4,2005.0,,511100.0,
7624,30383217,8,200812,2008,A33,21672,0,0,0,0,0,275672,199461,0,0,511380,270501,-58969,0,0,152052,58180,176228,117149,0,0,0,0,0,0,0,0,0,14575,0,0,,235708,235708,0,0,0,0,0,0,475133,-34793,0,149667,12006,0,0,0,0,-24176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,3,1,201003,29493360135179,93,1,2008,5,Y,1,N,1,0,2008,11222-1545,11222.0,IN,,30383217200812,303832172008,12,0.0,0.0,0.0,37 GREENPOINT AVENUE,3.0,0.0,BROOKLYN,1.0,,1.0,1.0,16.0,10.0,0.0,BOOKLYN INCORPORATED,1.0,200304.0,,NY,rtf09pc,,1.0,2.0,3.0,2.0,A70,A,4,M,2006,36047.0,5600.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.6742600000000001,A,21672.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,-58969.0,4,2006.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,58180.0,6,2003.0,584.0,4,2006.0,1527.0,3,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,44733.0,4,2006.0,225768.0,4,2006.0,,710000.0,
7858,30422472,9,200912,2009,A60,17029,0,0,0,0,0,0,0,0,0,47096,47763,2625,0,0,3293,2625,0,0,0,0,0,0,0,0,0,0,0,30066,0,0,,47096,47096,0,0,0,0,0,0,0,-667,0,0,0,0,0,0,0,3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,1,1,201029,29492191076150,92,1,2009,3,Y,1,N,1,0,2009,10003-4904,10003.0,IN,,30422472200912,304224722009,12,0.0,0.0,0.0,123 4TH AVE 2ND FL,3.0,0.0,NEW YORK,2.0,CHRISTOPHER PELHAM,1.0,1.0,16.0,10.0,0.0,DHARMA ROAD PRODUCTIONS INC,1.0,200401.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A60,A,0,L,0,36061.0,5600.0,5600.0,A60,A,PC,O,AR,A,A,1,AR,AR,AR,0.49226000000000003,B,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711100.0,
7930,30434419,9,200912,2009,T30,410058,0,0,0,245,0,0,0,0,0,410303,152012,473902,0,0,259549,546023,41626,72121,0,0,0,0,0,0,0,0,0,0,0,0,,410303,410303,0,0,0,0,0,0,0,258291,0,0,0,0,0,0,0,217923,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,5,1,201049,29493317060000,93,1,2009,4,Y,1,N,1,0,2009,10001-7708,10001.0,IN,,30434419200912,304344192009,12,0.0,0.0,0.0,220 5TH AVE RM 1301,3.0,0.0,NEW YORK,1.0,WILLIAM STRUM,1.0,1.0,15.0,10.0,0.0,AMERICAN FRIENDS OF BATSHEVA DANCE COMPANY INC,1.0,200208.0,,NY,rtf09pc,,3.0,2.0,2.0,2.0,A1162,A,0,L,0,36061.0,5600.0,5600.0,A116,A,PC,S,ZA,A,A,1,AR,AR,AR,0.38077,A,410058.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,473902.0,4,2005.0,0.0,6,2003.0,0.0,6,2003.0,0.0,6,2003.0,546023.0,6,2003.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,0.0,4,2005.0,49978.0,4,2005.0,94358.0,4,2005.0,,813219.0,
8201,30481445,9,200912,2009,A65,21011,0,0,0,0,0,0,0,0,0,30563,31542,19494,0,0,20473,19494,0,0,0,0,0,0,0,0,0,0,0,9552,0,0,,30563,30563,0,0,0,0,0,0,0,-979,0,0,0,0,0,0,0,20473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,2,1,201047,93492319030250,92,1,2009,3,Y,1,N,1,0,2009,10108-0772,10108.0,IN,,30481445200912,304814452009,12,0.0,0.0,0.0,PO BOX 772,3.0,0.0,NEW YORK,1.0,TODD LLOYD/SEAN TOOLE,1.0,1.0,15.0,10.0,0.0,SONNET REPERTORY THEATRE INC,1.0,200301.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A65,A,0,L,0,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.04317,B,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711110.0,
8337,30504005,9,200912,2009,A23,34281,0,0,0,932,0,0,0,0,0,54679,12245,76215,0,0,58928,76215,0,0,0,0,0,0,0,0,0,0,25147,0,-5681,0,,29532,29532,0,0,0,0,0,19466,0,17287,0,0,0,0,0,0,0,58928,0,0,0,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,3,1,201034,29492212402370,92,1,2009,3,Y,1,N,1,0,2009,10022-4514,10022.0,IN,,30504005200912,305040052009,12,0.0,0.0,0.0,150 E 55TH ST FL 3,3.0,0.0,NEW YORK,1.0,ST ANDREWS,1.0,1.0,16.0,10.0,0.0,NATIONAL TARTAN DAY NEW YORK COMMITTEE INC,1.0,200305.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A23,A,0,L,0,36061.0,5600.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.77555,B,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,710000.0,
8347,30505193,10,201006,2009,A20,40075,0,0,0,0,0,0,0,0,0,44420,37476,8513,0,0,1569,8513,0,0,0,0,0,0,0,0,0,0,0,4345,0,0,,44420,44420,0,0,0,0,0,0,0,6944,0,0,0,0,0,0,0,1569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,1,1,201046,93492313024040,92,1,2010,3,Y,1,N,1,0,2009,11217-2016,11217.0,IN,,30505193201006,305051932010,6,0.0,0.0,0.0,609 WARREN ST,3.0,0.0,BROOKLYN,2.0,DAVID GORDON,1.0,1.0,15.0,10.0,0.0,LOOK & LISTEN INC,1.0,200306.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A20,A,0,L,0,36047.0,5600.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.8829899999999999,B,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,710000.0,
8404,30515962,9,200906,2008,A63,5400,0,0,0,0,0,0,0,0,0,27083,58212,1,0,0,3449,1,95293,0,0,0,0,0,0,0,0,0,0,21683,0,0,,27083,27083,0,0,0,0,0,0,0,-31129,0,0,0,0,0,0,0,-91844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,1,1,201020,29493114019040,93,1,2009,3,Y,1,N,1,0,2008,10025-4784,10025.0,IN,,30515962200906,305159622009,6,0.0,0.0,0.0,5 W 102ND ST APT 5B,3.0,0.0,NEW YORK,2.0,ALEXANDER ERIKSSON,1.0,1.0,16.0,10.0,0.0,URBAN BALLET THEATER INC,1.0,200508.0,,NY,rtf09pc,,1.0,1.0,1.0,1.0,A63,A,0,L,0,36061.0,5600.0,5600.0,A63,A,PC,O,AR,A,A,1,AR,AR,AR,0.399,A,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711120.0,
8529,30539644,7,200712,2007,A65,1756,0,0,0,0,0,0,0,71591,71591,73347,76784,5001,0,0,13829,5001,0,0,0,0,0,0,0,0,0,0,0,71591,0,0,,73347,73347,0,0,0,0,0,0,0,-3437,-5391,0,0,0,0,0,0,13829,0,0,0,0,0,0,0,0,0,0,0,104816,0,62171,0,0,0,168881,106710,3,7,0,0,0,N,1,1,200841,29409264094478,9,1,2007,3,Y,1,N,1,0,2007,10009-4008,10009.0,IN,,30539644200712,305396442007,12,0.0,0.0,0.0,182 AVENUE A APT 2A,3.0,200812.0,NEW YORK,1.0,RUBEN POLENDO,1.0,1.0,15.0,10.0,0.0,THEATER MITU INC,1.0,200410.0,,NY,CORE08pc,,,,,,A65,A,0,L,0,36061.0,5600.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.6553899999999999,B,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711110.0,
8544,30541772,9,200912,2009,A80,61074,0,0,0,0,0,0,0,0,0,61074,141999,2416,0,0,121658,41233,38317,38817,0,0,0,0,0,0,0,0,0,0,0,0,,61074,61074,0,0,0,0,0,0,0,-80925,0,0,0,0,0,0,0,83341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,3,1,201020,29493121064070,93,1,2009,3,Y,1,N,1,0,2009,11224-0000,11224.0,IN,,30541772200912,305417722009,12,0.0,0.0,0.0,834 SURF AVE,3.0,200812.0,BROOKLYN,1.0,CAROL HILL ALBERT,1.0,1.0,15.0,10.0,0.0,CONEY ISLAND HISTORY PROJECT INC,1.0,200406.0,,NY,rtf09pc,,1.0,1.0,1.0,2.0,A80,A,0,L,0,36047.0,5600.0,5600.0,A80,A,PC,O,AR,A,A,1,AR,AR,AR,0.68942,B,47226.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,2416.0,4,2006.0,,,,,,,,,,,,,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,0.0,4,2006.0,13671.0,4,2006.0,26597.0,4,2006.0,115402.0,4,2006.0,,712120.0,
8746,30589266,9,200912,2009,A62,143912,0,0,0,0,0,0,0,0,0,387568,411177,25134,99435,0,73571,102803,5804,77669,0,0,0,0,0,0,0,0,19024,190281,34351,0,,368544,368544,0,0,0,0,0,53375,0,-42633,0,109861,28039,0,0,0,0,67767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N,4,1,201029,29493191103030,93,1,2009,4,Y,1,N,1,0,2009,10018-5805,10018.0,IN,,30589266200912,305892662009,12,0.0,0.0,0.0,246 WEST 38TH STREET 8TH FLOOR,3.0,0.0,NEW YORK,2.0,LAWRENCE KEIGWIN,1.0,1.0,15.0,10.0,0.0,KEIGWIN AND COMPANY INC,1.0,200803.0,,NY,rtf09pc,,2.0,2.0,2.0,2.0,A62,A,5,K,0,36061.0,5600.0,5600.0,A62,A,PC,O,AR,A,A,1,AR,AR,AR,0.7249899999999999,B,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,u,,,711120.0,
