,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,PF23,PF24,PF25,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P2CASHBV,P2MORTG
15466,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237228901,1990,1990,65,0,0,0,0,0,0,220,0,0,220,471,-251,0,1358,27,1106,21657,0,0,0,0,0,21104,1028,1055,LUNDQUIST RELIGIOUS EXHIBITS,BRONX,NY,10462-3170,Z,Z99,0.833799,36005.0,10462.0,10462.0,5602.0,5600.0,36005.0,4.0,,197212.0,199012,199012,NY,10462.0,BRONX,PF,O,UN,Z,IN,,12,207.0,0.0,2041 COLDEN AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
15583,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237259908,1991,1991,560,4494,0,0,0,0,0,0,0,4125,4494,4416,78,4125,0,0,0,10343,10121,0,0,10121,0,10343,0,498,IDA FINK MEM ASSOC,BROOKLYN,NY,11230-5105,Z,Z99,0.290435,36047.0,11230.0,11230.0,5602.0,5600.0,36047.0,4.0,,7302.0,199112,199112,NY,11230.0,BROOKLYN,PF,O,UN,Z,IN,,12,0.0,0.0,1297 E 8TH ST,3.0,0.0,1000.0,% DAVID GOLDMAN,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,
15655,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237292189,1991,1991,119,0,25361,0,0,0,0,2,0,0,25363,7626,17737,6909,25363,507,25363,444432,0,0,0,0,0,444432,0,21402,INST CHINESE PERFORMING ARTS,NEW YORK,NY,10016-2059,Z,Z99,0.081478,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,197312.0,199112,199112,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,600 THIRD AVE 22ND FLOOR,3.0,0.0,3000.0,% EUGENIA SHIAH,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A60,A,,
15918,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237363420,1991,1991,602,0,6142,0,0,0,0,0,0,2676,6142,5512,630,2676,3400,68,3400,99192,0,0,0,0,0,99192,0,4766,MEYER & TZIPPE FRUCHTBAUM FND JEWISH CULTURE,NEW YORK,NY,10023-2824,Z,Z99,0.7403270000000001,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,7412.0,199112,199112,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,200 W 72ND ST,3.0,0.0,1000.0,% LEBYL KAHN,1.0,13.0,1.0,0.0,1.0,LTURE INC,Z,UN,UN,OT,3.0,,,,,,,A23,A,,
15932,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237365710,1990,1990,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ION NICOLA THEATRE FND,NEW YORK,NY,10150-6429,Z,Z99,0.197034,36061.0,10150.0,10150.0,5602.0,5600.0,36061.0,4.0,,197405.0,199012,199012,NY,10150.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 6429,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A65,A,,
16008,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237381454,1991,1990,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PHILHARMONIA EREDE,NEW YORK,NY,10036-6315,Z,Z99,0.0842508,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,7411.0,199109,199109,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,400 W 43RD ST RM 37 N,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A69,A,,
16051,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237394946,1991,1991,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FND HUMANITIES & ARTS,NEW YORK,NY,10021-7940,Z,Z99,0.195349,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,197408.0,199112,199112,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,1161 YORK AVE,3.0,0.0,1000.0,% W M LOWRY,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
16063,2,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,237397946,1991,1990,91,567438,1467,540350,203360,0,0,458640,265819,13145,1771255,2197208,-425953,2010115,947177,0,920856,15731779,2494102,3704300,1054074,7252476,167281,17438314,0,483780,DIA CTR ARTS,NEW YORK,NY,10011-1108,A,A6F,0.48968900000000004,36061.0,10011.0,10011.0,5602.0,5600.0,36061.0,15.0,,197409.0,199106,199106,NY,10011.0,NEW YORK,PC,O,AR,A,IN,,6,0.0,0.0,155 MERCER STREET,3.0,0.0,1200.0,,1.0,13.0,10.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A20,A,,
16125,3,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,237411091,1991,1991,119,11868,0,0,0,0,0,0,0,0,11868,11868,0,11868,0,0,11868,0,0,0,0,0,0,0,0,0,LATVIAN CULTURAL INST,BRONX,NY,10453-1306,Z,Z99,0.398836,36005.0,10453.0,10453.0,5602.0,5600.0,36005.0,,,,199112,199112,NY,10453.0,BRONX,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A23,A,,
16134,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237412320,1991,1991,994,0,1975,0,0,0,0,0,0,185,1975,1504,471,1504,1975,40,0,32478,0,0,0,0,0,32478,56,1600,FLARE FND ARTS,NEW YORK,NY,10019-1415,Z,Z99,0.8191510000000001,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,197411.0,199112,199112,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,64.0,200 CENTRAL PARK S 21E,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
16422,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,237443020,1991,1991,602,2500000,193020,0,0,0,0,0,0,2009056,2693020,2009326,683694,2009056,193020,3860,193020,2709502,0,0,0,0,0,2709502,0,204427,ABC BROADCASTING FND,NEW YORK,NY,10023-0000,Z,Z99,0.337354,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,197504.0,199112,199112,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,11TH FLOOR 77 W 66TH ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
23492,2,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,382415253,1990,1990,90,0,24803,0,0,0,0,1028692,0,54150,1053495,149651,903844,69570,24803,0,0,985827,294773,0,0,294773,0,985827,0,27120,CTR ALTERNATIVE MEDIA & CULTURE,NEW YORK,NY,10022-6022,Z,Z99,0.638409,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,2.0,,198303.0,199012,199012,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,350 PARK AVE,3.0,0.0,1000.0,% STARR & CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A30,A,,
28583,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,510163343,1991,1991,40,0,541,51714,18260,0,0,0,6750,35000,70515,61275,9240,38510,47750,955,0,727264,421640,280968,0,702608,0,905268,6903,43783,UWO MOLLY M FORSTER TRUST U ART IV PARA 2,NEW YORK,NY,10170-0001,Z,Z99,0.0805664,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,,,,199112,199112,NY,10170.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A12,A,,
28848,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,510196883,1990,1990,995,11702,0,0,0,0,243,0,0,650,11945,13040,-1095,11854,0,0,0,47001,0,0,0,0,23522,42,0,14,APOLLO OPERA,NEW YORK,NY,10023-1796,Z,Z99,0.23731999999999998,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,,,,199012,199012,NY,10023.0,NEW YORK,U,O,UN,Z,IN,,12,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A6A,A,,
28987,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,510254205,1991,1991,602,0,483,45,0,0,0,0,0,0,528,167,361,152,528,11,528,11225,0,0,0,0,0,11225,496,507,MUS SCOTLAND & HERITAGE TRUST FND,NEW YORK,NY,10021-4335,Z,Z99,0.603634,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,198012.0,199112,199112,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,165 E 72ND ST,3.0,0.0,1000.0,% SLOANE & HINSHAW INC,1.0,13.0,1.0,0.0,1.0,ON,Z,UN,UN,OT,3.0,,,,,,,A50,A,,
39547,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,840572016,1990,1990,59,0,1865,0,0,0,0,0,0,2000,1865,2854,-989,2407,1457,29,1457,29090,0,0,0,0,0,29090,0,1441,ASPEN CTR CONTEMPORARY ART,NEW YORK,NY,10017-3610,Z,Z99,0.661496,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,196705.0,199012,199012,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,119.0,60.0,135 W 50TH ST,3.0,0.0,2000.0,% HOLLAND & HART CHARLES T BRANDT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,
43073,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,953697181,1991,1990,88,187269,161,0,0,0,0,0,0,2903,187430,181748,5682,180007,161,3,0,30393,0,0,0,0,0,30393,0,1431,ONE WORLD ARTS FND,NEW YORK,NY,10024-6210,Z,Z99,0.9004479999999999,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,8201.0,199106,199106,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,6,90.0,0.0,230 W 79TH ST 93 N,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A12,A,,
