,EIN,FisYr,TAXPER,SUBSECCD,ACTIV,P1TOTREV,P2TOTAST,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,ACTIV1,ACTIV2,ACTIV3,RULEDATE,NAME,CITY,STATE,ZIP5,ADDRESS,ZIP,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P1GRENTS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,P6TEXCTX,CONTACT,GEN,AFCD,CLASSCD,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,verify,FIPS,MSA_NECH,PMSA,RandNum,STYEAR,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,NTEE1,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,NTEECC,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
7308,133614524,1997,199706,3,994,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,994.0,351.0,0.0,199402.0,NORTH RIVER COMMUNITY ENVIRONMENTAL REVIEW BOARD,NEW YORK,NY,10031,PO BOX 605,10031-0605,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,% L ANN ROCKER,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.5743550000000001,1996,NY,10031,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A33,,,,,,,A33,A
7310,133614971,1997,199711,3,123,6868000,22247220,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,123.0,124.0,0.0,199108.0,SOLOW ART AND ARCHITECTURE FOUNDATION,NEW YORK,NY,10019,9 W 57TH ST,10019-2701,6868000,0,0,0,0,0,0,27250,30249,6837751,29939,0,0,0,0,0,0,0,24047220,0,260,0,0,0,2999,0,2689,0,0,2811,0,0,24047220,0,22247220,0,0,0,0,0,0,0,0,0,5300,0,0,0,0,2946,2946,30892,38361,189374,19045,277672,24047220,15409469,15372459,5591731,60420879,22244409,15401707,15370585,5587805,58604506,173,161,259,1964,2557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% SHELDON H SOLOW,0.0,3.0,2.0,1.0,3.0,1.0,13.0,0.0,1.0,11,,,36061.0,5602.0,5600.0,0.31037600000000004,1996,NY,10019,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A40,,,,,,,A40,A
7315,133617098,1997,199706,3,560,53,2710,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,560.0,0.0,0.0,199203.0,CHARLES SCHWARTZ FOUNDATION FOR MUSIC,NEW YORK,NY,10014,PO BOX 20121,10014-0709,0,53,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,2710,1,0,0,0,0,0,0,0,0,0,2710,0,0,2710,0,2710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% CHARLES SCHWARTZ,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.255807,1996,NY,10014,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A68,,,,,,,A68,A
7331,133620909,1997,199706,3,602,4660481,13862699,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,602.0,119.0,0.0,199108.0,AARON COPLAND FUND FOR MUSIC INC,NEW YORK,NY,10048,TWO WORLD TRADE CENTER 39 FLR,10048-3998,0,118350,408178,2069001,0,2064952,0,914289,1194744,3465737,1063953,4546235,0,3662545,1550934,1236465,6449944,675421,13880032,0,636515,0,4660481,0,280455,114246,149664,114246,0,0,0,0,13880032,0,13187278,90925,0,0,36000,0,28000,0,0,0,12924200,545600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90925,% ELLIS J FREEDMAN,0.0,3.0,2.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.158621,1996,NY,10048,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A68,,,,,,,A68,A
7342,133626986,1997,199706,3,998,1000,46474,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,998.0,0.0,0.0,199201.0,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,NEW YORK,NY,10020,620 FIFTH AVE STE 314,10020-2402,1000,0,0,0,0,0,0,0,335,665,0,0,0,0,0,0,0,1580,46474,0,0,0,0,0,335,0,0,0,0,4799,0,0,46474,0,44894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% ROSE & BOXER,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.393077,1996,NY,10020,NEW YORK,PF,S,ZA,A,IN,,A,A,AR,AR,AR,A11,,,,,,,A1151,A
7359,133632295,1997,199712,3,460,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,460.0,0.0,0.0,199007.0,AFRICAN-CENTERED EDUCATIONAL PROJECT INC,NEW YORK,NY,10031,400 W 149TH ST STE 2,10031-2819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% ALICE DEAR,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.720036,1997,NY,10031,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A23,,,,,,,A23,A
7418,133641609,1996,199612,3,321,681,79047,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,321.0,349.0,0.0,199302.0,ALEXANDER JEROME WILLOWS GREENBURGER MEMORIAL FIELDS INC,NEW YORK,NY,10003,55 FIFTH AVE,10003-4301,0,0,681,0,0,0,0,4000,4160,-3479,4160,681,521,0,0,0,0,0,380072,0,1252,0,681,681,0,0,0,0,160,23672,0,0,380072,0,79047,14,0,0,0,0,0,0,0,0,25400,1200,521,485,177,0,1183,4000,1500,2500,10885,18885,380072,383564,384592,386915,1535143,356400,356400,356400,356400,1425600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,635,407,189,1912,14,% TIME EQUITIES INC,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.0572842,1996,NY,10003,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A80,,,,,,,A80,A
7460,133667916,1996,199612,3,88,453326,224307,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,88.0,0.0,0.0,199311.0,AXIS THEATRE CO INC,NEW YORK,NY,10019,1370 AVE OF THE AMERICAS,10019-4602,453326,0,0,0,0,0,85386,0,358008,95318,353472,0,0,0,0,0,0,4098,224307,0,921,0,0,0,358008,0,353472,0,0,0,0,0,224307,0,220209,0,0,0,0,0,0,0,0,0,18700,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% ERNST AND YOUNG LLPT EYBERG MGR,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.8907870000000001,1996,NY,10019,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A65,,,,,,,A65,A
7473,133672458,1997,199712,3,122,45506,65790,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,122.0,0.0,0.0,199810.0,COMMUNICATION FOR CHANGE,NEW YORK,NY,10001,146 W 29TH ST FL 6,10001-5303,2450,1017,0,0,0,42039,16600,0,55746,-10240,6574,1017,0,0,0,0,0,87021,65790,0,0,0,1017,43056,55746,0,6574,0,49172,53677,0,0,65790,0,-21231,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,0.0,3.0,1.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,,36061.0,5602.0,5600.0,0.864099,1997,NY,10001,NEW YORK,PC,O,AR,A,IN,,A,A,AR,AR,AR,A30,,,,,,,A30,A
7478,133673809,1997,199712,3,994,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,994.0,90.0,0.0,199404.0,MAJESTIC OPERA ASSOCIATION INC,NEW YORK,NY,10038,5 BEEKMAN ST,10038-2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% IRVING LEHAT,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.00621166,1997,NY,10038,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A6A,,,,,,,A6A,A
7483,133674360,1996,199612,3,90,5073395,10198391,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,90.0,62.0,93.0,199302.0,CIVITELLA RANIERI FOUNDATION,NEW YORK,NY,10016,10 E 40TH ST,10016-0200,4131584,0,183605,231385,0,515501,31468,0,993663,4079732,871739,1112132,194039,0,6982507,0,6982507,0,10198392,0,332925,11320,1140453,194039,993663,28321,871739,28321,0,4999,0,0,10198392,0,10198391,22243,0,0,22400,0,0,0,0,157,6759900,310700,194039,103160,35159,12326,344684,871739,452615,403854,386381,2114589,10198391,5489399,1759617,994551,18441958,10198391,5489399,1759617,994551,18441958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22243,% GERALD E RUPP TTEE,0.0,3.0,1.0,1.0,4.0,2.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.186082,1996,NY,10016,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A20,,,,,,,A20,A
7489,133676158,1996,199606,3,88,162,43873,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,88.0,90.0,0.0,199212.0,BASINGSTOKE PRODUCTIONS LTD,NEW YORK,NY,10036,543 WEST 43RD STREET 8015,10036-4305,0,162,0,0,0,0,0,0,15809,-15647,12486,162,162,0,0,0,0,204314,32483,12134,0,0,162,162,15809,0,12486,0,0,0,0,0,32483,0,-160441,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,6,,,36061.0,5602.0,5600.0,0.0757182,1995,NY,10036,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A60,,,,,,,A60,A
7497,133680271,1998,199807,3,60,35378,24282,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,60.0,0.0,0.0,199301.0,MUSEUM VIEWS LTD,NEW YORK,NY,10010,2 PETER COOPER RD,10010-6723,33333,0,835,0,0,1210,18000,0,31643,3735,30412,814,0,0,0,0,0,0,24282,0,1196,0,835,1210,31643,21,30412,21,1210,24282,0,0,24282,0,24282,8,0,0,0,0,0,0,0,0,24300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,% LILA A SHERMAN,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,7,MUSEUM VIEWS,,36061.0,5602.0,5600.0,0.133894,1997,NY,10010,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
7515,133685701,1996,199612,3,90,138372,89758,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,90.0,0.0,0.0,199305.0,LIVING ARTS INC,NEW YORK,NY,10019,250 W 57TH ST,10019-3741,0,0,0,0,138372,0,35000,0,98913,39459,0,0,138372,0,0,0,0,0,89758,0,0,0,0,138372,98913,0,0,0,0,1259,0,0,89758,0,89758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% PETER KLEIN,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.260419,1996,NY,10019,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A26,,,,,,,A26,A
7536,133693565,1997,199706,3,994,1,1,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,994.0,122.0,0.0,199306.0,CROWING ROOSTER ARTS INC,NEW YORK,NY,10013,180 W BROADWAY RM 302,10013-2906,0,0,0,0,0,0,0,0,0,1,0,768,0,0,0,0,0,0,1,0,0,0,768,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,% RUDI STERN,0.0,3.0,1.0,1.0,4.0,1.0,13.0,199706.0,1.0,6,,M,36061.0,5602.0,5600.0,0.361701,1996,NY,10013,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A20,,,,,,,A20,A
7560,133699100,1997,199712,3,602,52152,76738,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199305.0,MR AND MRS RAYMOND J HOROWITZ FOUNDATION FOR THE ARTS INC,NEW YORK,NY,10016,600 THIRD AVE,10016-1901,40633,29,12174,0,0,0,0,2000,2139,50013,2000,12064,12203,0,74988,0,74988,0,74669,144,2478,0,12203,12203,139,139,0,139,0,675,0,0,74669,0,76738,241,0,0,0,0,0,0,0,0,50300,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,% RAYMOND J HOROWITZ,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.735845,1997,NY,10016,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
7583,133711111,1997,199712,3,994,0,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,994.0,0.0,0.0,199306.0,COBH HERITAGE FOUNDATION,NEW YORK,NY,10005,88 PINE ST,10005-1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% CHARLES D MOONEY,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.34335,1997,NY,10005,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A82,,,,,,,T99,T
7601,133719303,1997,199703,3,914,23200,3389,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,914.0,119.0,0.0,199504.0,KAWAMURA CULTURAL FOUNDATION INC,NEW YORK,NY,10017,675 3RD AVE STE 3008,10017-5704,23200,0,0,0,0,0,0,0,29050,-5850,28179,0,0,0,0,0,0,21029,3389,315,315,0,0,0,29050,0,28179,0,0,32,0,0,3389,0,-17640,0,0,0,0,0,0,0,0,0,6400,300,1,0,0,0,1,28179,24323,24902,140635,218039,0,0,0,0,0,0,0,0,0,0,210,227,17,164,618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% KISO & TANAKA,0.0,3.0,2.0,1.0,3.0,1.0,13.0,0.0,1.0,3,,,36061.0,5602.0,5600.0,0.7161270000000001,1996,NY,10017,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A1220,A
7606,133721844,1995,199512,3,40,23923,234613,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,40.0,0.0,0.0,199311.0,MICHAEL HAUSMAN FILMHAUS FOUNDATION INC,NEW YORK,NY,10003,736 BROADWAY,10003-9519,9118,1326,9421,4058,0,0,0,12100,15720,8203,15720,14805,0,0,121228,51259,172487,0,238905,0,11197,0,14805,0,3620,0,3620,0,0,0,0,5034,238905,0,234613,148,0,0,109,0,0,0,0,0,227400,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,% MICHAEL HAUSMAN,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.8243229999999999,1995,NY,10003,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A31,,,,,,,A31,A
7617,133729181,1997,199712,3,994,0,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,994.0,88.0,0.0,199308.0,FIREDRAKE INC,ASTORIA,NY,11105,22 61 38TH STEET 3RD FLOOR,11105-1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% JOSEPH W RINALDI,0.0,3.0,1.0,1.0,4.0,1.0,11.0,200212.0,1.0,12,,,36081.0,5602.0,5600.0,0.39759099999999997,1997,NY,11105,ASTORIA,PF,O,AR,A,IN,,A,A,AR,AR,AR,A65,,,,,,,A65,A
7693,133747036,1996,199611,3,62,1852484,5101956,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,62.0,0.0,0.0,199409.0,CLASSICAL AMERICAN HOMES PRESERVATION TR,NEW YORK,NY,10172,277 PARK AVE,10172-0003,1822956,0,0,0,0,29528,0,0,161486,1690998,96320,0,0,0,0,0,0,0,5101956,0,0,0,0,29528,161486,0,96320,0,65166,57644,0,0,5101956,0,5101956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,96320,91360,90018,0,277698,5259925,4710222,3208096,0,13178243,5202281,4671000,3156153,0,13029434,0,0,0,0,0,0,127910,122500,0,250410,0,0,0,0,0,0,0,0,0,0,0,% WINTHROP TRUST COMPANY,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,11,,,36061.0,5602.0,5600.0,0.699749,1995,NY,10172,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A82,,,,,,,A82,A
7724,133749071,1997,199712,3,602,0,1190,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199403.0,VATICAN MUSEUMS FOUNDATION,NEW YORK,NY,10022,919 THIRD AVE,10022-3901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,59,59,0,0,0,0,0,0,0,0,0,0,0,1190,0,1190,0,0,0,0,0,0,0,0,0,1200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% KRAMER LEVIN NAFTALIS & FRANKEL,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.303199,1997,NY,10022,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A50,,,,,,,A50,A
7740,133753037,1997,199712,3,124,0,-923,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,124.0,125.0,0.0,199408.0,PUBLIC OPINION INC,NEW YORK,NY,10022,429 E 52ND ST,10022-6430,0,0,0,0,0,0,276,0,276,-276,0,0,0,0,0,0,0,0,1027,0,0,0,0,0,0,0,0,0,0,162,0,1027,1027,1950,-923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% MICHAEL BARNETT,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.138898,1997,NY,10022,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A70,,,,,,,A70,A
7798,133781874,1996,199612,3,60,204352,264115,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,60.0,0.0,0.0,199503.0,COBY FOUNDATION LTD,NEW YORK,NY,10005,1 CHASE MANHATTAN PLZ,10005-1401,188023,0,16329,0,0,0,0,0,1675,202677,0,14654,14654,150372,0,100151,250523,0,261611,0,12338,0,16329,16329,1675,0,0,1675,1675,7183,0,0,261611,0,264115,293,0,0,0,0,0,0,0,0,250500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,MILBANK TWEED HADLEY & MCCLOY,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.341175,1996,NY,10005,NEW YORK,PF,O,AR,A,IN,,A,A,AR,AR,AR,A51,,,,,,,A51,A
7813,133787051,1996,199612,3,350,0,6036,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,350.0,0.0,0.0,199409.0,NEW YORK ART & CULTURE FOUNDATION INC,NEW YORK,NY,10019,10 W 56TH ST,10019-3801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6036,6036,0,0,0,0,0,0,0,0,0,0,0,0,0,6036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.370309,1996,NY,10019,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
7836,133794021,1996,199612,3,602,130000,109286,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,602.0,0.0,0.0,199505.0,GOTTLIEB-SCHWARTZ FAMILY FOUNDATION INC,STATEN ISLAND,NY,10314,724 COLLFIELD AVE,10314-4253,130000,0,0,0,0,0,0,149010,149244,-19244,149010,0,0,0,0,0,0,0,109286,0,5856,0,0,0,234,0,0,0,0,109286,0,0,109286,0,109286,0,0,0,0,0,0,0,0,0,118900,5900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% WEISS & COMPANY,0.0,3.0,1.0,1.0,4.0,1.0,13.0,0.0,1.0,12,,,36085.0,5602.0,5600.0,0.235217,1996,NY,10314,STATEN ISLAND,PF,O,AR,A,IN,,A,A,AR,AR,AR,A60,,,,,,,A60,A
7845,133795843,1997,199709,3,559,82071,169116,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,559.0,0.0,0.0,199507.0,DEANE & SUSAN PENN ART FOUNDATION INC,NEW YORK,NY,10118,350 FIFTH AVE STE 2822,10118-2899,20500,30868,0,0,0,30703,0,0,1224,80847,0,61571,61571,0,0,0,0,0,490155,28809,20560,0,61571,61571,1224,0,0,0,0,0,0,133136,490155,0,169116,616,0,0,0,0,0,0,0,0,417500,0,20560,12345,209,0,33114,29425,21280,7968,0,58673,0,0,0,0,0,0,0,0,0,0,13707,8230,4465,0,26402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,% WOLLIN,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,9,,,36061.0,5602.0,5600.0,0.837516,1996,NY,10118,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
7923,133802490,1997,199712,3,93,570880,243450,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,93.0,0.0,0.0,199504.0,FOUNDATION FOR HELLENIC CULTURE INC,NEW YORK,NY,10019,7 W 57TH ST,10019-3402,552216,0,0,0,0,18664,57400,178817,587398,-16518,178817,0,0,0,0,0,0,28892,243450,0,493,0,0,18664,408581,0,0,0,36676,16151,0,0,243450,0,214558,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,178817,230037,32180,0,441034,243450,210274,402654,0,856378,10000,12737,116165,0,138902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,% GREGORY A SIORIS,0.0,3.0,1.0,1.0,3.0,1.0,13.0,0.0,1.0,12,,,36061.0,5602.0,5600.0,0.976548,1997,NY,10019,NEW YORK,PF,S,ZB,A,IN,,A,A,AR,AR,AR,A12,,,,,,,A12,A
