,FILER,CODE990,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,EIN,FisYr,STYEAR,ASCD,INCCD,ACTIV1,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,NAME,CITY,STATE,ZIP,ntee1,nteecc,RandNum,FIPS,zipnew,ZIP5,MSA_NECH,PMSA,fipsold,fndncd,v_errorCd,RuleDate,estTAXPER,TAXPER,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,ACCPER,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FRCD,GEN,ORGCD,SEC_NAME,MAJGRPB,ntmaj12,ntmaj10,ntmaj5,SUBSECCD,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,P1GRENTS,P2CASHBV,P2MORTG
7794,PF,3,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,135635801,1995,1995,8,7,200,2079347,75307,78867,448908,0,0,885574,65563,0,3568003,2644234,923769,2503030,461878,4619,1001505,16021645,0,5462624,0,5462624,174415,17611615,0,367991,ADIRONDACK HIST ASSOC,NEW YORK,NY,10022-5802,Z,Z99,0.597051,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,15.0,,199210.0,199512,199512,NY,10022.0,NEW YORK,PC,O,UN,Z,IN,,12,0.0,0.0,477 MADISON AVENUE,3.0,199612.0,1000.0,% YOHALEM GILLMAN & CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A54,A,,,
7808,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136000245,1996,1995,2,3,119,94046,0,0,0,0,0,0,0,0,94046,85015,9031,83365,0,0,0,13620,0,0,0,0,21609,13620,0,622,BALLET SOC,NEW YORK,NY,10023-3101,Z,Z99,0.7647729999999999,36061.0,10023.0,10023.0,5602.0,5600.0,36061.0,4.0,,194710.0,199606,199606,NY,10023.0,NEW YORK,PF,O,UN,Z,IN,,6,59.0,927.0,5 W 73RD ST,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A63,A,,,
7823,PF,3,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136019220,1996,1995,4,4,119,299127,0,13296,0,0,0,112867,46125,8300,425290,425451,-161,295820,6638,133,5739,403037,115433,0,0,115433,245184,407657,0,13535,POETRY SOC AMERICA,NEW YORK,NY,10003-1705,Z,Z99,0.802148,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,193705.0,199609,199609,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,9,0.0,0.0,15 GRAMERCY PARK,3.0,0.0,3000.0,,1.0,13.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A0370,A,,,
7863,PF,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136031962,1996,1996,5,4,602,0,0,40575,62149,0,0,0,12771,22086,102724,37648,65076,23632,89571,1791,0,907431,0,0,0,0,0,1125468,0,53038,AL CROWLEY TRUST FBO NEIGHBORHOOD PLAYHOUSE,NEW YORK,NY,10017-2014,Z,Z99,0.7429859999999999,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,197302.0,199612,199612,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,270 PARK AVE,3.0,0.0,1000.0,% CHEMICAL BANK ADMIN SERV DEPT,1.0,13.0,1.0,0.0,2.0,T-15246,Z,UN,UN,OT,3.0,,,,,,,A61,A,,,
7940,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136059836,1996,1996,5,4,161,370,639,33324,36014,0,0,0,0,185017,70349,198026,-127677,197798,59982,600,0,530344,275739,121264,125653,522656,1687,639585,0,34795,HIST RES FND,NEW YORK,NY,10036-2501,Z,Z99,0.601219,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196204.0,199612,199612,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,180.0,59.0,165 W 46TH ST 505,3.0,0.0,2000.0,% ARTHUR ANDERSON,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1282,A,,,
8001,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136066414,1995,1995,1,1,602,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,162,0,0,0,0,0,0,0,8,JOSEPH M MAY MEM ASSOC,NEW YORK,NY,10170-0000,Z,Z99,0.18772,36061.0,10170.0,10170.0,5602.0,5600.0,36061.0,4.0,,195508.0,199512,199512,NY,10170.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,420 LEXINGTON AVE RM 2817,3.0,0.0,1000.0,% JACOBS EVALL & BLUMENFELD,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
8191,PF,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136085361,1996,1995,0,2,602,0,0,14745,9895,0,0,0,0,0,24640,0,24640,0,24640,493,0,0,0,0,0,0,0,0,0,16988,WARNER COMMUNICATIONS FND,NEW YORK,NY,10020-1401,Z,Z99,0.434938,36061.0,10020.0,10020.0,5602.0,5600.0,36061.0,4.0,,,199605,199605,NY,10020.0,NEW YORK,PF,O,UN,Z,IN,,5,,,,,,,,,,,,,,Z,UN,UN,OT,,,,,,,,A30,A,,,
8231,PF,3,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,136086859,1996,1996,9,9,602,93127,2262458,33544192,15304891,0,0,0,401954,27797616,51204668,34843193,16361475,27837069,49671587,993432,0,734604587,73075703,513862459,107541155,694479317,12599177,734604587,5231212,36642408,LILA WALLACE READERS DIGEST FND,NEW YORK,NY,10016-5603,Z,Z99,0.524126,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196004.0,199612,199612,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,2 PARK AVE 23RD FLR,3.0,0.0,1000.0,% CFO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A33,A,,,
8275,,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136089816,1996,1995,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VIACOM FND,NEW YORK,NY,10036-5701,Z,Z99,0.21504600000000001,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,195508.0,199610,199610,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,10,0.0,0.0,1515 BROADWAY,3.0,0.0,1000.0,VIACOM INTERNATIONAL INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
8375,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,136096069,1996,1996,6,5,908,16245,0,61742,92574,0,0,29177,0,46767,199738,132518,67220,100285,154316,3086,58686,1403722,0,1327431,0,1327431,0,1764838,0,84252,DAUGHTERS CINCINNATI,NEW YORK,NY,10022-1909,Z,Z99,0.0118537,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,194308.0,199612,199612,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,0.0,122 E 58TH ST,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
8676,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136115059,1995,1995,4,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,1,409870,0,266755,50001,316756,0,925242,36821,37515,LITERARY SOC FND,NEW YORK,NY,10028-0002,Z,Z99,0.258403,36061.0,10028.0,10028.0,5602.0,5600.0,36061.0,4.0,,194705.0,199512,199512,NY,10028.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,PO BOX 155,3.0,0.0,2000.0,HANS SCHUMACHER,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,,
8737,PF,3,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136118881,1996,1996,2,1,561,1064,476,0,0,0,0,0,0,475,1540,539,1001,475,412,0,412,17885,0,0,0,0,0,17885,0,836,BELGIAN SOC BENEVOLENCE,NEW YORK,NY,10024-1719,Z,Z99,0.488123,36061.0,10024.0,10024.0,5602.0,5600.0,36061.0,4.0,,194208.0,199612,199612,NY,10024.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,255 W 88TH ST 13 C,3.0,0.0,1000.0,% SOCFIN US INC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
8771,PF,3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,136121046,1996,1996,3,1,119,0,1282,0,0,0,0,0,0,0,1282,1114,168,0,168,0,168,58257,0,0,0,0,3000,58257,1314,1316,NAT ARTS FND,NEW YORK,NY,10166-0005,Z,Z99,0.703481,36061.0,10166.0,10166.0,5602.0,5600.0,36061.0,4.0,,195204.0,199612,199612,NY,10166.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,561.0,200 PARK AVE KIESEL,1.0,0.0,2100.0,% WHITMAN & RANSOM,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,,
8855,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136127858,1997,1996,1,1,119,85,0,0,0,0,0,0,0,0,85,85,0,85,0,0,0,153,0,0,0,0,0,153,0,0,BELGIAN ART FND IN UNITED STATES,NEW YORK,NY,10019-3323,Z,Z99,0.686604,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,196202.0,199705,199705,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,5,0.0,0.0,146 W 57TH ST APT 43 A,3.0,0.0,2000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
8904,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136133259,1995,1995,1,1,602,0,44,0,0,0,0,0,0,0,44,26,18,0,19,1,19,1792,0,0,0,0,0,1792,0,95,IRISH EMIGRANT SOC NEW YORK,NEW YORK,NY,10017-6904,Z,Z99,0.765304,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,194503.0,199512,199512,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,5 E 42ND ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
8945,PF,3,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,136139518,1996,1996,8,7,40,0,23026,215555,318603,0,0,1545047,119570,50000,2102231,780696,1321535,431647,1762930,17629,0,10024302,1095641,5852812,0,6948453,29538,10024302,0,415339,KURT WEILL FND MUSIC,NEW YORK,NY,10003-1106,Z,Z99,0.123208,36061.0,10003.0,10003.0,5602.0,5600.0,36061.0,4.0,,196407.0,199612,199612,NY,10003.0,NEW YORK,PF,O,UN,Z,IN,,12,59.0,0.0,7 E 20TH ST,3.0,0.0,1200.0,% HOROWITZ COLEMAN & WALDMAN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A68,A,,,
9020,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136149781,1996,1995,6,6,59,100100,106233,248239,18558,0,0,27299,0,875,510224,164678,345546,134928,355525,7110,362217,4351616,0,2696136,614897,3311033,0,4442798,0,208444,PERFORMING ARTS FND,NEW YORK,NY,10016-0570,Z,Z99,0.7804800000000001,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,3.0,,196411.0,199608,199608,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,8,602.0,0.0,21 E 40TH ST RM 1006,3.0,0.0,1200.0,% SPITZ & EDELSTEIN CPAS,1.0,13.0,1.0,0.0,3.0,,Z,UN,UN,OT,3.0,,,,,,,A1260,A,,,
9096,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136157956,1996,1996,2,2,59,13855,105,0,0,0,0,0,0,9700,13960,10201,3759,10103,105,2,0,10418,0,0,0,0,0,10418,0,431,LARCHMONT CHAMBER MUSIC CIRCLE,NEW YORK,NY,10036-2601,Z,Z99,0.0655799,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,196404.0,199612,199612,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,1185 AVE OF AMERICAS,3.0,0.0,2000.0,% LILLIE BERNSTEIN,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A6C,A,,,
9243,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136161473,1996,1996,1,1,119,2060,126,121,0,0,0,0,0,5266,2307,5351,-3044,5291,162,3,162,6841,0,0,0,0,1548,4616,0,207,EDWARD F & HILDA S KOOK ARTS THEATRE FND,NEW YORK,NY,10106-0001,Z,Z99,0.360842,36061.0,10106.0,10106.0,5602.0,5600.0,36061.0,4.0,,194909.0,199612,199612,NY,10106.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,59.0,888 SEVENTH AVE STE 3000,3.0,0.0,2300.0,% BUDD H GIBBS ESQ,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1265,A,,,
9280,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136161674,1995,1995,5,4,60,108576,3473,0,0,0,5658,34435,0,6000,152142,119142,33000,51213,3473,69,0,993060,0,0,0,0,8592,993060,0,11766,NICHOLAS ROERICH MUS,NEW YORK,NY,10025-2715,Z,Z99,0.119578,36061.0,10025.0,10025.0,5602.0,5600.0,36061.0,4.0,,199404.0,199512,199512,NY,10025.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,319 W 107TH,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
9367,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136163969,1995,1995,4,3,59,10650,869,8995,5919,0,0,15514,0,150,41947,24525,17422,19340,11388,114,29286,289424,0,256114,0,256114,0,447666,0,18806,SOC DAUGHTERS HOLLAND DAMES,NEW YORK,NY,10021-6591,Z,Z99,0.8502059999999999,36061.0,10021.0,10021.0,5602.0,5600.0,36061.0,4.0,,194211.0,199512,199512,NY,10021.0,NEW YORK,PF,O,UN,Z,IN,,12,602.0,0.0,620 PARK AVE,3.0,0.0,1000.0,% ANNA G B VIETOR,1.0,13.0,1.0,0.0,5.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
9372,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136164757,1996,1995,6,5,602,0,5336,27675,1131,0,199843,138410,0,110000,372395,322371,50024,319867,31638,316,31818,1169560,0,674071,0,674071,356896,1334410,0,49685,SOC FRIENDLY SONS ST PATRICK IN CITY NEW Y,NEW YORK,NY,10005-3601,Z,Z99,0.560034,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,194506.0,199603,199603,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,3,0.0,0.0,80 WALL ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
9421,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136168827,1995,1995,4,3,602,25000,0,0,0,0,0,10980,0,0,35980,36979,-999,32991,7091,71,8189,159104,0,0,0,0,0,202682,0,9939,EDWARD ALBEE FND,NEW YORK,NY,10016-6823,Z,Z99,0.788551,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196412.0,199512,199512,NY,10016.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,192 LEXINGTON AVE 1100,3.0,0.0,1000.0,% A KOZAK CO,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A20,A,,,
9499,PF,3,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,136182926,1996,1995,5,4,119,0,18009,10697,0,-2781,0,0,0,25000,25925,25446,479,25446,28260,283,28260,547343,110773,0,0,110773,49750,544955,28194,29041,DAVID MERRICK ARTS FND,NEW YORK,NY,10176-0999,Z,Z99,0.26971100000000003,36061.0,10176.0,10176.0,5602.0,5600.0,36061.0,16.0,,196508.0,199606,199606,NY,10176.0,NEW YORK,PC,O,UN,Z,IN,,6,0.0,0.0,551 5TH AVE STE 900,3.0,0.0,1000.0,SCOTT GILDEA & CO,1.0,13.0,1.0,0.0,2.0,,Z,UN,UN,OT,3.0,,,,,,,A26,A,,,
9753,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136227356,1996,1996,3,3,119,51800,491,1001,0,0,0,0,0,0,53292,1476,51816,1476,3850,0,0,81882,0,0,0,0,0,81882,0,3950,DANCE PERSPECTIVES FND,NEW YORK,NY,10022-6472,Z,Z99,0.569476,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196709.0,199612,199612,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,12,40.0,59.0,433 E 51ST 8D,3.0,0.0,1200.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A62,A,,,
9860,PF,3,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136274647,1995,1994,3,3,119,0,7042,14714,0,-47884,0,0,0,0,-26128,734,-26862,649,21671,433,0,31284,0,0,0,0,0,31284,0,19228,SWANN COLLECTION CARRICUTURE & CARTOON,NEW YORK,NY,10022-4503,Z,Z99,0.16433299999999998,36061.0,10022.0,10022.0,5602.0,5600.0,36061.0,4.0,,196712.0,199509,199509,NY,10022.0,NEW YORK,PF,O,UN,Z,IN,,9,59.0,0.0,641 LEXINGTON AVE,3.0,0.0,1230.0,% HENRY J GOLDSCHMIDT,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A99,A,,,
9936,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,136625578,1996,1995,4,2,602,6190,6923,0,0,0,0,0,0,10800,13113,12390,723,10800,6923,138,6923,119263,0,0,0,0,850,119263,0,5856,AMER SOC JOURNALISTS & AUTHORS CHARITABLE TRUST,NEW YORK,NY,10036-5501,Z,Z99,0.428379,36061.0,10036.0,10036.0,5602.0,5600.0,36061.0,4.0,,198810.0,199608,199608,NY,10036.0,NEW YORK,PF,O,UN,Z,IN,,8,0.0,0.0,1501 BROADWAY 302,3.0,199308.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A70,A,,,
9948,PF,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,136734265,1996,1996,5,3,602,0,643,20799,30691,0,0,0,8540,11946,52133,21663,30470,12007,43519,870,0,501996,124840,317065,50249,492154,0,633268,18309,30053,TRUST U W CARL OTTO VONKIENBUSCH B O PHILADELPHIA MUS ART,NEW YORK,NY,10005-2502,Z,Z99,0.9677399999999999,36061.0,10005.0,10005.0,5602.0,5600.0,36061.0,4.0,,197806.0,199612,199612,NY,10005.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,ONE WALL ST,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,2.0,,Z,UN,UN,OT,3.0,,,,,,,A50,A,,,
9973,PF,3,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,136814491,1996,1995,8,8,602,0,111275,1512103,1744194,0,0,559,194618,1218500,3368131,1610549,1757582,1433222,3226581,64532,0,26850521,12411019,11865432,2014989,26291440,0,33193788,0,1643821,FRANCES & EDWIN COMMINGS MEM,NEW YORK,NY,10017-6102,Z,Z99,0.9098799999999999,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,198403.0,199607,199607,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,7,0.0,0.0,501 FIFTH AVE STE 708,3.0,0.0,1000.0,% THE BANK OF NEW YORK TAX DEPT,1.0,13.0,1.0,0.0,6.0,,Z,UN,UN,OT,3.0,,,,,,,A80,A,,,
10239,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,137024057,1996,1995,6,6,59,2475000,0,0,0,0,0,23371,0,165000,2498371,485704,2012667,204949,0,0,0,2075160,0,0,0,0,58255,2075160,0,13620,FND INDEPENDENT MEDIA,NEW YORK,NY,10106-3899,Z,Z99,0.741758,36061.0,10106.0,10106.0,5602.0,5600.0,36061.0,4.0,,199402.0,199611,199611,NY,10106.0,NEW YORK,PF,O,UN,Z,IN,,11,0.0,0.0,888 SEVENTH AVE 31ST FLR,3.0,0.0,1000.0,% SCHULTE ROTH & ZABEL,1.0,13.0,1.0,0.0,2.0,SOROS GEORGE & SUSAN W ET AL TTEE,Z,UN,UN,OT,3.0,,,,,,,A30,A,,,
10286,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,137045257,1996,1996,1,6,602,1320360,2,0,0,0,0,0,0,1280799,1320362,1320221,141,1280799,1319233,13192,0,731,0,0,0,0,84000,731,0,165,MOSAIC FND,NEW YORK,NY,10017-3102,Z,Z99,0.756328,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199502.0,199612,199612,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,12,0.0,0.0,230 PARK AVE 15TH FL STE,3.0,0.0,1000.0,% OCONNOR MURPHY RYAN & SEITZ,1.0,13.0,1.0,0.0,2.0,SEITZ HOWARD G TTEE,Z,UN,UN,OT,3.0,,,,,,,A40,A,,,
10330,PF,2,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,137061011,1996,1995,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,1,WEISS MEM FND TR,NEW YORK,NY,10016-8012,A,A50,0.5667810000000001,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,3.0,,199701.0,199606,199606,NY,10016.0,NEW YORK,PF,O,AR,A,IN,,6,0.0,0.0,440 PARK AVE,3.0,0.0,1000.0,% JACKSON & NASH LLP,1.0,13.0,1.0,0.0,2.0,WEISS HERBERT TTEE,A,AR,AR,AR,3.0,,,,,,,A50,A,,,
10364,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,137082559,1996,1996,6,7,602,3710679,44032,0,234071,0,0,0,16605,428272,3988782,445781,3543001,434382,930748,18615,0,3604058,3559197,0,0,3559197,0,3614561,0,82907,NEW YORK FINE ARTS SUPPORT TR,NEW YORK,NY,10112-0002,T,T30,0.724947,36061.0,10112.0,10112.0,5602.0,5600.0,36061.0,4.0,,199603.0,199612,199612,NY,10112.0,NEW YORK,PF,S,ZD,T,IN,,12,0.0,0.0,30 ROCKEFELLER PLZ,3.0,0.0,1000.0,% ROCKEFELLER TRUST COMPANY TTEE,1.0,13.0,1.0,0.0,2.0,,T,PU,PU,OT,3.0,,,,,,,A1940,A,,,
11742,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,222436291,1996,1995,1,2,29,10500,0,0,0,0,0,0,0,0,10500,8452,2048,8452,0,0,0,2469,0,0,0,0,0,2469,0,86,AMER FRIENDS ITALIAN JEWRY,NEW YORK,NY,10019-3301,Z,Z99,0.462041,36061.0,10019.0,10019.0,5602.0,5600.0,36061.0,4.0,,198305.0,199610,199610,NY,10019.0,NEW YORK,PF,O,UN,Z,IN,,10,994.0,0.0,152 W 57TH ST,3.0,198310.0,1000.0,% KOENIG RATNER & MOTT PC,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1123,A,,,
12243,PF,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,222711422,1996,1996,6,6,40,0,11611,119304,114209,0,0,0,24000,139500,245124,247268,-2144,224271,225645,4513,0,2847167,0,1688095,766573,2454668,0,3018183,0,142918,CHINA TIMES CULTURAL FND,FLUSHING,NY,11355-2427,Z,Z99,0.23975100000000002,36081.0,11355.0,11355.0,5602.0,5600.0,36081.0,4.0,,198609.0,199612,199612,NY,11355.0,FLUSHING,PF,O,UN,Z,IN,,12,123.0,0.0,136 39 41ST AVE 1A,3.0,0.0,1000.0,,1.0,11.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1233,A,,,
12540,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,222795753,1997,1996,6,5,602,0,81,59233,162960,0,0,53669,0,109170,275943,124494,151449,109976,266652,2667,0,1731387,0,1112766,0,1112766,0,2252414,0,80660,INDIAN PT FND,NEW YORK,NY,10128-1154,Z,Z99,0.330879,36061.0,10128.0,10128.0,5602.0,5600.0,36061.0,4.0,,198706.0,199706,199706,NY,10128.0,NEW YORK,PF,O,UN,Z,IN,,6,0.0,0.0,1095 PARK AVE 11A,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A23,A,,,
12977,PF,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,223047700,1995,1995,5,3,59,0,2675,22375,1023,0,0,0,0,20500,26073,28769,-2696,34450,24684,247,0,558244,0,0,0,0,5422,705225,24012,31488,NEW YORK FND ARCHITECTURE,NEW YORK,NY,10016-6101,A,A41,0.755106,36061.0,10016.0,10016.0,5602.0,5600.0,36061.0,4.0,,196703.0,199512,199512,NY,10016.0,NEW YORK,PF,O,AR,A,IN,,12,0.0,0.0,200 LEXINGTON AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,A,AR,AR,AR,3.0,,,,,,,A40,A,,,
13023,PF,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,223073374,1997,1996,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AMER FRIENDS RADIO FRANCE INTL,NEW YORK,NY,10017-0000,Z,Z99,0.581613,36061.0,10017.0,10017.0,5602.0,5600.0,36061.0,4.0,,199011.0,199711,199711,NY,10017.0,NEW YORK,PF,O,UN,Z,IN,,11,0.0,0.0,767 THIRD AVE,3.0,0.0,1000.0,,1.0,13.0,1.0,0.0,1.0,,Z,UN,UN,OT,3.0,,,,,,,A1134,A,,,
