,EIN,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,VERIFY,OLDNTEE,NTEE2,RASCD,RINCCD,REXPCD,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,SUBSECCD,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,VFB,VBS,VINCEXP,VINCTYPE,VOK,FIPS,MANUAL,NTEE,NTEECC,NTEECC4D,LEVEL1,LEVEL2,LEVEL3,LEVEL4,OUTNCCS,OUTREAS,STYEAR,ntee1,ntee4,RandNum,zipnew,ZIP5,MSA_NECH,PMSA,MAJGRPB,NTEESRC,ntmaj10,ntmaj5,fipsold,ntmaj12,nteeConf,TOTREV,PROGREV,RENTEXP,OTHINC,SPEVTG,FUNDINC,v_errorCd,FisYr,NteeDraft,taxper,stateOld1,zip5Old1,cityOld1,BOND_EOY,MRTG_EOY,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
9545,112478709,799642,1898,0,0,3880,0,0,11350,77533,77533,879073,931863,-120161,0,0,156065,273369,197798,393530,0,0,0,0,0,0,0,0,0,0,0,,A20Z,,2.0,3.0,3.0,JAMAICA CENTER FOR THE PERFORMING AND VISUAL ARTS INC,,161 04 JAMAICA AVE,JAMAICA,NY,11432-6112,0.0,3.0,3.0,1200.0,198107.0,1.0,15.0,1.0,11.0,0.0,10.0,6,INC,90.0,0.0,0.0,B9710,,0.0,1,0,0.0,0,36081.0,,A20Z,A20,,PC,O,AR,A,IN,,1988,A,A20Z,0.0682502,11432.0,11432.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,879073,62303,0,0,0,0,,1989,A20,198906,NY,11432.0,JAMAICA,,,PC,O,AR,A,IN,,A20,A
9547,112478919,32963,0,0,0,0,0,0,0,0,0,32963,33615,2464,0,0,3116,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,,A40Z,,1.0,1.0,1.0,WHERE WE AT BLACK WOMEN ARTISTS GROUP INC,,44 FIFTH AVE SUITE 290,BROOKLYN,NY,11217-2077,0.0,3.0,3.0,,,,15.0,,,,,8,,,,,C92,1992.0,1.0,1,1,6.0,1,36047.0,,A40Z,A40,,PC,O,AR,A,IN,,1988,A,A40Z,0.414292,11217.0,11217.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,32963,0,0,0,0,0,,1989,A40,198908,NY,11217.0,BROOKLYN,,,PC,O,AR,A,IN,,A40,A
9569,112485472,77341,0,0,0,2806,11441,0,0,23828,23828,101169,84925,55041,0,0,38797,55041,0,0,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,1.0,2.0,1.0,ALLIANCE OF QUEENS ARTISTS INC,% E ATLAS,99 10 METROPOLITAN AVE,FOREST HILLS,NY,11375-6638,0.0,3.0,3.0,1000.0,198109.0,1.0,15.0,1.0,11.0,0.0,10.0,3,,998.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36081.0,,A99Z,A99,,PC,O,AR,A,IN,,1989,A,A99Z,0.900761,11375.0,11375.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,101169,21022,0,0,0,0,,1990,A99,199003,NY,11375.0,FOREST HILLS,,,PC,O,AR,A,IN,,A99,A
9597,112495664,2293522,6580,752142,693818,58708,125871,0,0,929944,236126,3230046,2467116,847725,99000,0,1110754,1068492,332141,220767,0,0,0,0,0,0,0,0,0,0,0,,A52Z,,4.0,4.0,4.0,BROOKLYN CHILDRENS MUSEUM CORP,,145 BROOKLYN AVE,BROOKLYN,NY,11213-1930,0.0,3.0,3.0,1000.0,198110.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,60.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A52Z,A52,,PC,O,AR,A,IN,,1988,A,A52Z,0.273808,11213.0,11213.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,2536228,119094,0,0,0,0,,1989,A52,198906,NY,11213.0,BROOKLYN,,,PC,O,AR,A,IN,,A52,A
9603,112496130,92870,0,112307,117454,1288,0,0,0,113595,-3859,206465,93991,78001,0,0,82981,78001,0,0,78001,0,0,0,0,0,0,0,0,0,0,,Z99Z,,1.0,2.0,1.0,OHR YAACOV L CHOZRAY B TISHUVA INC,,82 33 GRENFELL ST,KEW GARDENS,NY,11415-1305,0.0,3.0,3.0,1000.0,198003.0,1.0,15.0,1.0,11.0,198312.0,20.0,12,,62.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36081.0,,A80Z,A80,,PC,O,AR,A,IN,,1989,A,A80Z,0.0767177,11415.0,11415.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,89011,0,0,0,0,0,,1989,A80,198912,NY,11415.0,KEW GARDENS,,,PC,O,AR,A,IN,,A80,A
9611,112498972,11804,0,0,0,756,0,0,0,46688,46688,58492,54489,25712,0,0,34283,33957,12574,8245,0,0,0,0,0,0,0,0,0,0,0,,A33Z,A63Z,1.0,1.0,1.0,CONTACT COLLABORATIONS INC,% ZIMMER,537 BROADWAY 3RD FLR,NEW YORK,NY,10012-3930,0.0,3.0,3.0,2000.0,198008.0,1.0,15.0,1.0,13.0,198212.0,10.0,8,,994.0,90.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A33Z,A33,,PC,O,AR,A,IN,,1989,A,A33Z,0.8196690000000001,10012.0,10012.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,58492,45932,0,0,0,0,,1990,A33,199008,NY,10012.0,NEW YORK,,,PC,O,AR,A,IN,,A33,A
9619,112501319,1943342,0,0,0,12947,151930,0,41140,2347412,2347412,4290754,4636035,10983548,161583,0,13954137,15743468,2513414,4759920,0,0,0,0,0,0,0,0,0,0,0,S,A50Z,,6.0,4.0,4.0,INTREPID MUSEUM FOUNDATION INC,,CORNER OF 46TH AND 12TH AVE WE,NEW YORK,NY,10001-0000,0.0,3.0,3.0,,,,16.0,,,,,4,,,,,C92,1992.0,1.0,1,0,0.0,0,36061.0,,A50Z,A50,,PC,O,AR,A,IN,,1988,A,A50Z,0.166201,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,4290754,2293325,0,0,0,0,,1989,A50,198904,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A1150,A
9635,112505548,0,0,0,0,0,0,0,0,87878,87878,87878,35700,-39498,0,0,802065,792758,802065,832257,39498,0,0,0,0,0,0,0,0,0,0,,A62Z,A23Z,3.0,1.0,1.0,MOROCCO AND THE CASBAH DANCE EXPERIENCE INC C/O GINORIO & BORNS,,320 W 15TH ST,NEW YORK,NY,10011-5901,0.0,3.0,3.0,1200.0,197910.0,1.0,15.0,1.0,13.0,0.0,10.0,5,NORIO & BORNS,123.0,124.0,0.0,B9710,,0.0,1,0,0.0,0,36061.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.36488000000000004,10011.0,10011.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,87878,87878,0,0,0,0,,1990,A62,199005,NY,10011.0,NEW YORK,,,PC,O,AR,A,IN,,A62,A
9639,112507185,26634,150,0,0,0,0,0,0,60799,60799,87583,80686,6987,0,0,8055,12844,6913,5857,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,1.0,1.0,SPOKE THE HUB DANCING INC,,748 UNION ST,BROOKLYN,NY,11215-1209,0.0,3.0,3.0,2000.0,198003.0,1.0,16.0,1.0,11.0,0.0,10.0,6,,88.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36047.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.288944,11215.0,11215.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,87583,60799,0,0,0,0,,1990,A62,199006,NY,11215.0,BROOKLYN,,,PC,O,AR,A,IN,,A62,A
9641,112508369,157605,5597,0,0,2562,0,8028,12344,119949,111921,283151,240004,177769,0,0,155992,190480,13342,12711,0,0,0,0,0,0,0,0,0,0,0,,A50Z,,2.0,2.0,2.0,COLONIAL FARMHOUSE RESTORATION SOCIETY OF BELLEROSE INC,,73 50 LITTLE NECK PKY,FLORAL PARK,NY,11004-1129,0.0,3.0,3.0,1000.0,197911.0,1.0,15.0,1.0,11.0,0.0,10.0,3,E INC,60.0,119.0,249.0,B9710,,1.0,1,1,4.0,1,36081.0,,K25Z,K25,,PC,O,HS,K,IN,,1989,K,K25Z,0.5870000000000001,11004.0,11004.0,5602.0,5600.0,K,1,HU,HU,36081.0,HU,N,275123,97015,0,0,0,0,,1990,K25,199003,NY,11004.0,FLORAL PARK,,,PC,O,HS,K,IN,,A82,A
9662,112515828,89885,0,0,0,0,6730,0,0,57611,57611,147496,147496,54501,0,0,20948,57943,4599,3442,8537,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,2.0,2.0,AFRICAN POETRY THEATRE INC,,176-03 JAMAICA AVE,JAMAICA,NY,11432-5503,0.0,3.0,3.0,1000.0,198001.0,1.0,16.0,1.0,11.0,198408.0,10.0,8,,994.0,404.0,0.0,B9710,,1.0,1,0,0.0,0,36081.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.036632,11432.0,11432.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,147496,57611,0,0,0,0,,1989,A23,198908,NY,11432.0,JAMAICA,,,PC,O,AR,A,IN,,A23,A
9667,112517055,149489,18716,0,0,1209,0,0,0,25451,25451,193656,197510,-2676,34500,0,15564,59018,14386,61694,-2676,0,0,0,0,0,0,0,0,0,0,,A54Z,,1.0,2.0,2.0,MUSEUM OF CHINESE IN THE AMERICAS,,70 MULBERRY ST 2ND FL,NEW YORK,NY,10013-4477,0.0,3.0,3.0,2000.0,198211.0,1.0,15.0,1.0,13.0,0.0,10.0,10,,119.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36061.0,,A54Z,A54,,PC,O,AR,A,IN,,1988,A,A54Z,0.689004,10013.0,10013.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,193656,24242,0,0,0,0,,1989,A53,198910,NY,10013.0,NEW YORK,,,PC,O,AR,A,IN,,A54,A
9700,112526156,11175,0,0,0,0,0,0,0,96411,96411,107586,110202,46249,0,0,126539,126366,77674,80117,0,0,0,0,0,0,0,0,0,0,0,,A65Z,A66Z,2.0,2.0,2.0,GLINES INC,,240 W 44TH ST,NEW YORK,NY,10036-3906,0.0,3.0,3.0,1000.0,198109.0,1.0,16.0,1.0,13.0,198312.0,10.0,12,,995.0,90.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.130805,10036.0,10036.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,107586,96411,0,0,0,0,,1989,A65,198912,NY,10036.0,NEW YORK,,,PC,O,AR,A,IN,,A65,A
9733,112535978,0,0,0,0,278,0,0,0,107075,107075,107075,106624,-19517,16000,0,41822,42273,61790,61790,-19517,0,0,0,0,0,0,0,0,0,0,,A6EZ,,1.0,2.0,2.0,QUEENS NEW YORK SCHOOL OF MUSIC INC,,32 19 149TH ST,FLUSHING,NY,11354-3239,0.0,3.0,3.0,2000.0,198008.0,1.0,11.0,1.0,11.0,0.0,10.0,12,,46.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36081.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1989,A,A6EZ,0.577918,11354.0,11354.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,107075,106797,0,0,0,0,,1989,A6E,198912,NY,11354.0,FLUSHING,,,PC,O,AR,A,IN,,A6E,A
9738,112538804,82500,16385,0,0,310,0,849,807,10219,9370,109104,114665,8728,29917,0,22242,35828,7104,27100,0,0,0,0,0,0,0,0,0,0,0,,A30B,,1.0,2.0,2.0,MEDIA ALLIANCE INC,WNET,356 W 58TH ST,NEW YORK,NY,10019-1804,0.0,3.0,3.0,2000.0,198207.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36061.0,,A30B,A02,3.0,PC,O,AR,A,IN,,1988,A,A30B,0.8800600000000001,10019.0,10019.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,108255,8253,0,0,0,0,,1989,A30,198906,NY,10019.0,NEW YORK,,,PC,O,AR,A,IN,,A30,A
9780,112556158,126293,0,0,0,0,2308,0,0,573,573,126866,125946,1968,22307,0,18406,36328,17358,34360,0,0,0,0,0,0,0,0,0,0,0,,A6EZ,N20Z,1.0,2.0,2.0,RED HOOK ARTS INC,,402 VAN BRUNT ST,BROOKLYN,NY,11231-1257,0.0,3.0,3.0,3000.0,198204.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,119.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A6EZ,A6E,,PC,O,AR,A,IN,,1988,A,A6EZ,0.8279049999999999,11231.0,11231.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,126866,573,0,0,0,0,,1989,A6E,198906,NY,11231.0,BROOKLYN,,,PC,O,AR,A,IN,,A6E,A
9781,112556169,16226,5274,0,0,575,0,0,0,15382,15382,36882,34912,9575,0,0,7606,9575,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6BZ,,1.0,1.0,1.0,GRACE CHORAL SOCIETY INC,,254 HICKS ST,BROOKLYN,NY,11201-4028,0.0,3.0,3.0,2000.0,198105.0,1.0,15.0,1.0,11.0,0.0,10.0,7,,402.0,408.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1988,A,A6BZ,0.41109300000000004,11201.0,11201.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,36882,14807,0,0,0,0,,1989,A6B,198907,NY,11201.0,BROOKLYN,,,PC,O,AR,A,IN,,A6B,A
9783,112556177,668493,0,0,0,0,0,0,0,298533,298533,967026,831259,-149717,0,0,128696,136260,236815,285977,0,0,0,0,0,0,0,0,0,0,0,,A25Z,,2.0,3.0,3.0,THE GRADUATE SCHOOL OF FIG ART OF THE NY ACADEMY,,OF ART INC,NEW YORK,NY,10003,,,,,,,,,,,,12,,,,,FLR92,1992.0,0.0,0,0,0.0,0,36061.0,,A25Z,A25,,U,O,AR,A,IN,,1987,A,A25Z,0.625483,10003.0,10003.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,967026,298533,0,0,0,0,,1987,A25,198712,NY,10003.0,NEW YORK,,,PC,O,AR,A,IN,,A25,A
9785,112556931,52964,0,0,0,0,0,0,0,0,0,52964,52964,0,0,0,728,1922,728,1922,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,HISPANIC DRAMA STUDIO INCORPORATED,,804 BROADWAY,BROOKLYN,NY,11206-5316,,3.0,3.0,1000.0,198504.0,,15.0,,,,,12,,994.0,126.0,0.0,B9508,1995.0,1.0,1,1,6.0,1,36047.0,,A65Z,A65,,PC,O,AR,A,IN,,1988,A,A65Z,0.184339,11206.0,11206.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,52964,0,0,0,0,0,,1988,A65,198812,NY,11206.0,BROOKLYN,,,PC,O,AR,A,IN,,A65,A
9789,112558552,42274,0,0,0,27447,0,0,0,106082,106082,148356,72037,324338,24000,0,343767,332838,2961,8500,19302,0,0,0,0,0,0,0,0,0,0,,A99Z,,2.0,2.0,1.0,BHARATIYA VIDYA BHAVAN USA INC,,305 SEVENTH AVE 17TH FLR,NEW YORK,NY,10001-6008,9250.0,3.0,6.0,1000.0,198503.0,1.0,15.0,1.0,13.0,0.0,10.0,12,,90.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36061.0,,A99Z,A99,,PC,O,AR,A,IN,,1989,A,A99Z,0.9296840000000001,10001.0,10001.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,148356,78635,0,0,0,0,,1989,A23,198912,NY,10001.0,NEW YORK,,,PC,O,AR,A,IN,,A23,A
9794,112561104,7280,1525,0,0,529,0,0,0,33520,33520,42325,25638,17541,0,0,12363,17541,0,0,0,0,0,0,0,0,0,0,0,0,0,,A6BZ,,1.0,1.0,1.0,GLEE CLUB OF THE FRIENDLY SONS OF ST PATRICK IN THE CITY OF NY INC,,277 W 261ST ST,BRONX,NY,10471-1124,0.0,3.0,3.0,1000.0,198105.0,1.0,16.0,1.0,13.0,0.0,10.0,8,E CITY OF NY INC,89.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36005.0,,A6BZ,A6B,,PC,O,AR,A,IN,,1988,A,A6BZ,0.128906,10471.0,10471.0,5602.0,5600.0,A,1,AR,AR,36005.0,AR,N,42325,32991,0,0,0,0,,1989,A6B,198908,NY,10471.0,BRONX,,,PC,O,AR,A,IN,,A6B,A
9796,112561538,313890,0,0,0,1999,0,0,0,1999,1999,315889,294594,37322,2500,0,126642,151407,110615,114085,37322,0,0,0,0,0,0,0,0,0,0,,A60Z,,2.0,2.0,2.0,SEASIDE SUMMER CONCERT SERIES INC,% JOSEPH NACMIAS,35 PROSPECT PARK W 15C,BROOKLYN,NY,11215-2368,0.0,3.0,3.0,1000.0,198104.0,1.0,13.0,1.0,11.0,0.0,10.0,9,,90.0,119.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A60Z,A60,,PC,O,AR,A,IN,,1988,A,A60Z,0.585915,11215.0,11215.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,315889,0,0,0,0,0,,1989,A60,198909,NY,11215.0,BROOKLYN,,,PC,O,AR,A,IN,,A60,A
9841,112579252,15111,0,0,0,0,0,0,0,10989,10989,26100,25906,1626,0,0,17247,15376,15815,13750,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,RYAN REPERTORY COMPANY INC,,2445 BATH AVE,BROOKLYN,NY,11214-5327,0.0,3.0,3.0,2000.0,198110.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,88.0,90.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.966231,11214.0,11214.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,26100,10989,0,0,0,0,,1989,A65,198912,NY,11214.0,BROOKLYN,,,PC,O,AR,A,IN,,A65,A
9851,112584796,37855,0,0,0,0,2900,0,0,0,0,37855,33455,7010,9100,2900,2610,7010,0,0,0,0,0,0,0,0,0,0,0,0,0,,A30Z,,1.0,1.0,1.0,CARIBBEAN MEDIA STUDIES INC,,968 E 49TH ST,BROOKLYN,NY,11203-6608,0.0,5.0,3.0,1000.0,198101.0,1.0,15.0,1.0,11.0,0.0,20.0,12,,124.0,125.0,123.0,B0897,,1.0,1,1,6.0,1,36047.0,,A30Z,A30,,O,O,AR,A,IN,,1988,A,A30Z,0.395129,11203.0,11203.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,37855,0,0,0,0,0,,1988,A30,198812,NY,11203.0,BROOKLYN,,,O,O,AR,A,IN,,A30,A
9872,112591037,17355,0,0,0,0,0,0,0,37280,37280,54635,54674,461,0,433,500,461,0,0,461,0,0,0,0,0,0,0,0,0,0,,A69Z,,1.0,1.0,1.0,POWELL QUARTET,,630 THIRD ST,BROOKLYN,NY,11215-3004,0.0,3.0,3.0,1000.0,198112.0,1.0,15.0,1.0,11.0,0.0,20.0,7,,90.0,0.0,0.0,B9710,,1.0,1,1,4.0,1,36047.0,,A69Z,A69,,PC,O,AR,A,IN,,1987,A,A69Z,0.162153,11215.0,11215.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,54635,37280,0,0,0,0,,1988,A69,198807,NY,11215.0,BROOKLYN,,,PC,O,AR,A,IN,,A69,A
9910,112606714,3500,0,0,0,0,3590,0,0,80678,80678,84178,75611,-2256,0,0,8774,29724,19597,31980,0,0,0,0,0,0,0,0,0,0,0,,A65Z,,1.0,1.0,1.0,LUCILLE HILL THEATRE OF DANCE MOVEMENT INC,,170-30 130TH AVENUE APT 3,JAMAICA,NY,11434-6005,0.0,3.0,3.0,1000.0,198309.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,149.0,0.0,0.0,B9710,,0.0,1,1,4.0,1,36081.0,,A65Z,A65,,PC,O,AR,A,IN,,1989,A,A65Z,0.785625,11434.0,11434.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,84178,80678,0,0,0,0,,1989,A65,198912,NY,11434.0,JAMAICA,,,PC,O,AR,A,IN,,A65,A
9919,112608709,49684,9886,0,0,0,0,0,0,17038,17038,76608,78353,-413,7000,0,5532,10905,20928,11318,0,0,0,0,0,0,0,0,0,0,0,,A62Z,,1.0,1.0,1.0,DANCE GIANT STEPS INC,% PHILLIP BOND,1040 PARK PL STE C 5,BROOKLYN,NY,11213-1946,0.0,3.0,3.0,1000.0,198209.0,1.0,15.0,1.0,11.0,198405.0,10.0,5,,90.0,994.0,0.0,B9710,,0.0,1,0,0.0,0,36047.0,,A62Z,A62,,PC,O,AR,A,IN,,1989,A,A62Z,0.21834099999999998,11213.0,11213.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,76608,17038,0,0,0,0,,1990,A62,199005,NY,11213.0,BROOKLYN,,,PC,O,AR,A,IN,,A62,A
9922,112609328,18785,0,0,0,0,0,0,0,17925,17925,36710,37050,4062,0,0,8799,4062,4038,0,0,0,0,0,0,0,0,0,0,0,0,,A68Z,,1.0,1.0,1.0,ROSEWOOD CHAMBER ENSEMBLE INC,,43 31 39TH ST,SUNNYSIDE,NY,11104-4351,0.0,3.0,3.0,1000.0,198303.0,1.0,16.0,1.0,11.0,198406.0,20.0,6,,89.0,995.0,0.0,B9710,,1.0,1,1,4.0,1,36081.0,,A68Z,A68,,PC,O,AR,A,IN,,1988,A,A68Z,0.759285,11104.0,11104.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,36710,17925,0,0,0,0,,1989,A68,198906,NY,11104.0,SUNNYSIDE,,,PC,O,AR,A,IN,,A68,A
9938,112615053,66881,13725,0,0,3044,15000,538,3237,6966,6428,87572,91315,26900,0,15000,39665,28563,406,1663,0,0,0,0,0,0,0,0,0,0,0,,Z99Z,,1.0,1.0,1.0,WYCKOFF HOUSE & ASSOCIATION INC,,PO BOX 10,BROOKLYN,NY,11210-0000,0.0,3.0,3.0,2000.0,0.0,1.0,16.0,5.0,11.0,0.0,10.0,9,,0.0,0.0,0.0,B9710,,1.0,1,0,0.0,0,36047.0,,Z99Z,A82,,PC,O,AR,A,IN,,1988,A,Z99Z,0.551429,11210.0,11210.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,C,87034,147,0,0,0,0,,1989,A82,198909,NY,11210.0,BROOKLYN,,,PC,O,AR,A,IN,,A80,A
9951,112621532,319102,0,0,0,0,0,0,0,0,0,319102,319102,1794,31300,0,1794,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,,A31Z,,1.0,2.0,2.0,MILES EDUCATIONAL FILM PRODUCTIONS,,199 02 104TH AVE,HOLLIS,NY,11412-1208,0.0,3.0,3.0,2000.0,198310.0,1.0,16.0,1.0,11.0,0.0,10.0,12,,122.0,119.0,124.0,B9710,,1.0,1,1,6.0,1,36081.0,,A31Z,A31,,PC,O,AR,A,IN,,1989,A,A31Z,0.571864,11412.0,11412.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,319102,0,0,0,0,0,,1989,A31,198912,NY,11412.0,HOLLIS,,,PC,O,AR,A,IN,,A31,A
9966,112625093,63406,0,0,0,124,3767,0,0,18980,18980,82386,72787,-6197,0,0,4961,5720,18925,11917,-6197,0,0,0,0,0,0,0,0,0,0,,A6AZ,A6AP,1.0,1.0,1.0,CENTER FOR CONTEMPORARY OPERA,,PO BOX 1350,NEW YORK,NY,10028-0010,0.0,3.0,3.0,2000.0,198310.0,1.0,15.0,1.0,13.0,0.0,10.0,6,,90.0,0.0,0.0,B9710,,0.0,1,0,0.0,0,36061.0,,A6AZ,A6A,,PC,O,AR,A,IN,,1988,A,A6AZ,0.62163,10028.0,10028.0,5602.0,5600.0,A,1,AR,AR,36061.0,AR,N,82386,18856,0,0,0,0,,1989,A6A,198906,NY,10028.0,NEW YORK,,,PC,O,AR,A,IN,,A6A,A
9968,112625764,166096,0,0,0,895,0,0,0,9905,9905,176001,184358,153890,0,0,319659,306635,149016,152745,0,0,0,0,0,0,0,0,0,0,0,,A99Z,,2.0,2.0,2.0,THE SUNNYSIDE FOUNDATION INC,,45 18 SKILLMAN AVE,LONG ISLAND CITY,NY,11104-2117,0.0,3.0,3.0,1000.0,198303.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,62.0,297.0,352.0,B9710,,1.0,1,1,5.0,1,36081.0,,A99Z,A99,,PC,O,AR,A,IN,,1989,A,A99Z,0.276872,11104.0,11104.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,176001,9010,0,0,0,0,,1989,A99,198912,NY,11104.0,LONG ISLAND CITY,,,PC,O,AR,A,IN,,A99,A
9991,112638417,362760,0,0,0,2106,0,0,0,2106,2106,364866,339320,33514,4200,0,65774,122904,57806,89390,33514,0,0,0,0,0,0,0,0,0,0,,A68Z,,2.0,2.0,2.0,MARTIN LUTHER KING JR CONCERT SERIES INC,% J NACMIAS,35 PROSPECT PARK W 15C,BROOKLYN,NY,11215-2368,0.0,3.0,3.0,1000.0,198306.0,1.0,15.0,1.0,11.0,0.0,10.0,10,,90.0,0.0,0.0,B9710,,1.0,1,1,6.0,1,36047.0,,A68Z,A68,,PC,O,AR,A,IN,,1988,A,A68Z,0.423075,11215.0,11215.0,5602.0,5600.0,A,1,AR,AR,36047.0,AR,N,364866,0,0,0,0,0,,1989,A61,198910,NY,11215.0,BROOKLYN,,,PC,O,AR,A,IN,,A61,A
9993,112639281,84850,0,0,0,1837,6983,0,0,91722,91722,176572,194662,65104,0,0,88694,81146,5500,16042,0,0,0,0,0,0,0,0,0,0,0,,A84Z,,1.0,2.0,2.0,QUEEN HERITAGE CORPORATION,,36 36 BELL BLVD,BAYSIDE,NY,11361-2057,0.0,3.0,3.0,1000.0,198305.0,1.0,15.0,1.0,11.0,0.0,10.0,12,,404.0,429.0,0.0,B9606,1996.0,1.0,1,1,4.0,1,36081.0,,A84Z,A84,,PC,O,AR,A,IN,,1989,A,A84Z,0.732436,11361.0,11361.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,176572,89885,0,0,0,0,,1989,A84,198912,NY,11361.0,BAYSIDE,,,PC,O,AR,A,IN,,A80,A
9997,112640546,60142,0,0,0,3736,0,0,0,3812,3812,63954,35051,78737,0,0,49834,78737,0,0,0,0,0,0,0,0,0,0,0,0,0,,A50Z,,1.0,1.0,1.0,FRANCES GODWIN & JOSEPH TERNBACH MUSEUM,,65 30 KISSENA BLVD,FLUSHING,NY,11367-1575,0.0,3.0,3.0,1000.0,198604.0,1.0,15.0,1.0,11.0,0.0,10.0,6,,60.0,64.0,0.0,B9710,,1.0,1,1,6.0,1,36081.0,,A50Z,A50,,PC,O,AR,A,IN,,1988,A,A50Z,0.471642,11367.0,11367.0,5602.0,5600.0,A,1,AR,AR,36081.0,AR,N,63954,76,0,0,0,0,,1989,A50,198906,NY,11367.0,FLUSHING,,,PC,O,AR,A,IN,,A50,A
