,FIPS,MSA,PMSA,SRC1_UPD,CMSA,FIPSTATE,ZIP5,EIN,NTEECC,NTEE1,confiden,NteeCC4d,OutReas,Level2,Level4,MajGrpB,NtMaj10,NtMaj5,NtMaj12,Level1,Level3,NteeSrc,OutNCCS,RandNum,NTEEOLDA,TAXPER,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,SAVINT,SECINC,RENTINC,NETRENT,OTHINVST,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,TOTREV2,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,RETE_BOY,NETA_BOY,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,LOBOTH,LOBNOTAX,GRTNONTX,VERIFY,TOTREV,SUBSECCD,REASON,RASCD,RREVCD,RINCCD,REXPCD,FISYR,STYEAR,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,MSA_NECH,V_FREXP,V_CONT,V_GREC,TOTLOB,V_BOYAL,V_EOYAL,V_FB,V_REVEXP,NTEE_CAT,LEVEL5,POP_NDX,NTEEDRAF,FIPSOLDA,SRC2_UPD,STATECHK,nteeConf,Ntee2007a,Ntee42007a,GovGtEstimate,GovGtCode,GovGtYr,IndSupEstimate,IndSupCode,IndSupYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,NetLandEstimate,NetLandCode,NetLandYr,TempRnaEstimate,TempRnaCode,TempRnaYr,PermRnaEstimate,PermRnaCode,PermRnaYr,nInvLndEstimate,nInvLndCode,nInvLndYr,PayAfflEstimate,PayAfflCode,PayAfflYr,DirSupEstimate,DirSupCode,DirSupYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,nteeFinal,nteeFinal1
30011,36061,5602.0,5600.0,,70.0,NY,10009.0,61240889,A65,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A60,199806.0,0,0,0,0,0,0,0,0,145040,145040,145040,147549,5025,0,0,7534,5025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145040,0,0,0,0,0,0,0,0,0,0,0,0,0,145040,-2509,0,0,0,0,0,0,0,0,7534,57974,0,317096,0,0,0,375070,57974,0,0,0,,145040,3,7,1.0,2,2.0,2.0,1999,1998,THEATREMOVES INC,NEIL INTRAUB,PO BOX 1333,NEW YORK,NY,10009-8902,0.0,3.0,1.0,199001.0,1.0,15.0,90.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,2.0,1,1,9,1,1,8,A65,36061.0,,1,A,A65,,0.0,3b,2000.0,0.0,3b,2000.0,5025.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3b,2000.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,302.0,3a,1999.0,A65,A
30019,36061,5602.0,5600.0,,70.0,NY,10009.0,132918236,A33,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A33,199612.0,78964,0,0,0,0,0,0,0,37609,37609,116573,108647,12362,0,0,4436,12362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37609,0,0,0,0,0,0,0,0,0,0,0,0,0,116573,7926,0,0,0,0,0,0,0,0,4436,258712,0,125132,7150,0,0,390994,265862,0,0,0,,116573,3,9,1.0,2,2.0,2.0,1999,1999,SEGUE FOUNDATION INC,% STROOCK & STROOCK & LAVAN,303 E 8TH ST,NEW YORK,NY,10009-5248,0.0,3.0,1.0,197803.0,1.0,15.0,120.0,92.0,994.0,1.0,13.0,198212.0,10.0,12,,5602.0,1,1,1,0,9.0,1,1,1,1,2,8,,36061.0,,1,A,A33,,54444.0,3a,1999.0,0.0,3a,1999.0,12362.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,24520.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,12362.0,3a,1999.0,A33,A
30027,36061,5602.0,5600.0,,70.0,NY,10009.0,133242710,A62,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A6E,200008.0,16000,0,0,0,1166,0,0,0,126223,126223,142223,183506,96128,0,0,147411,137628,10000,41500,0,0,0,0,0,0,0,0,0,0,0,0,0,63332,0,61725,0,1166,0,0,0,0,0,0,0,0,0,142223,-41283,0,0,0,0,0,0,0,0,137411,291784,0,138093,4216,0,0,434093,296000,0,0,0,,142223,3,7,2.0,2,2.0,2.0,1999,1998,SCHOOL OFHARD KNOCKS INC,% BONNIE STEIN,201 E 4TH ST,NEW YORK,NY,10009-7279,0.0,3.0,1.0,198502.0,1.0,15.0,90.0,119.0,603.0,1.0,13.0,0.0,10.0,8,,5602.0,1,1,1,0,1.0,1,1,9,1,1,8,A62,36061.0,,1,A,A62,,16000.0,3a,1999.0,0.0,3a,1999.0,96128.0,3a,1999.0,1500.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,2000.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,136028.0,3a,1999.0,A62,A
30031,36061,5602.0,5600.0,,70.0,NY,10009.0,133325038,A40,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A51,199806.0,18990,0,0,0,141,0,0,0,66275,66275,85265,81073,11049,0,0,15858,18693,9001,7644,0,0,0,0,0,0,0,0,0,0,0,0,0,66134,0,0,141,0,0,0,0,0,0,0,0,0,0,85265,4192,0,0,0,0,0,0,0,0,6857,59651,0,295567,1632,0,0,356850,61283,0,0,0,,85265,3,9,1.0,1,1.0,1.0,1999,1998,PAINTING SPACE 122 INC,,150 FIRST AVENUE,NEW YORK,NY,10009-5704,0.0,3.0,1.0,199010.0,1.0,15.0,91.0,92.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,4,8,A40,36061.0,,1,A,A40,,16679.0,3a,1999.0,0.0,3a,1999.0,5625.0,3a,1999.0,2412.0,3a,1999.0,5424.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,2311.0,3a,1999.0,2810.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,100.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,A40,A
30034,36061,5602.0,5600.0,,70.0,NY,10009.0,133522283,A61,A,C,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A60,199806.0,718524,0,0,0,1141,86765,0,0,415820,415820,1134344,945017,380866,101461,0,281961,492212,89122,111346,0,0,0,0,0,0,0,0,0,0,0,0,1300,336543,0,16181,1141,0,60655,60655,0,0,0,0,0,1300,0,1133044,188027,0,247772,33390,0,0,15500,26941,0,192839,1645937,0,955635,96003,0,0,2749655,1794020,0,0,0,,1133044,3,7,2.0,4,4.0,3.0,1999,1998,PERFORMANCE SPACE 122 INC,,150 FIRST AVE,NEW YORK,NY,10009-5704,0.0,3.0,1.0,199310.0,1.0,15.0,90.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,1,8,A61,36061.0,,1,A,A60,,103403.0,3a,1999.0,0.0,3a,1999.0,46308.0,3a,1999.0,133703.0,3a,1999.0,334558.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,615021.0,3a,1999.0,73516.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,102402.0,3a,1999.0,A60,A
30036,36061,5602.0,5600.0,,70.0,NY,10009.0,133527820,A68,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A68,199712.0,20000,0,0,0,0,0,0,0,44311,44311,64311,48897,25616,0,0,10202,25616,0,0,25616,0,0,0,0,0,0,0,0,0,0,0,0,43672,0,639,0,0,0,0,0,0,0,0,0,0,0,64311,15414,0,0,0,0,0,0,0,10202,10202,0,0,0,0,0,0,0,0,0,0,0,,64311,3,9,1.0,1,1.0,1.0,1999,1999,JAZZ LEGACY INC,,PO BOX 1600,NEW YORK,NY,10009-8906,0.0,3.0,1.0,199003.0,1.0,16.0,119.0,0.0,0.0,1.0,13.0,0.0,20.0,12,,5602.0,1,1,1,0,2.0,1,1,1,1,1,8,,36061.0,,1,B,A68,,20000.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,25616.0,3a,1999.0,A68,A
30040,36061,5602.0,5600.0,,70.0,NY,10009.0,133676279,A62,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A23,199712.0,2549,0,0,0,0,0,520,4834,31343,30823,33892,23732,581,0,0,5411,8735,14470,8154,0,0,0,0,0,0,0,0,0,0,0,0,0,22008,3981,0,0,0,0,0,0,0,0,0,0,3981,5354,33372,9640,0,0,0,0,0,0,0,0,-9059,4756,0,239226,0,0,0,243982,4756,0,0,0,,33372,3,9,1.0,1,1.0,1.0,1999,1999,AFRO BRAZIL ARTS INC,% MICHAEL GOLDSTEIN,432 E 13TH ST APT 17,NEW YORK,NY,10009-3720,0.0,3.0,1.0,199208.0,1.0,16.0,119.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,9.0,1,1,1,1,2,8,A62,36061.0,,1,B,A62,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,8735.0,3a,1999.0,A62,A
30041,36061,5602.0,5600.0,,70.0,NY,10009.0,133714232,A20,A,B,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A23,199812.0,65611,0,0,0,0,0,0,0,27639,27639,93250,83750,-17509,0,0,3165,49959,19698,67468,0,0,0,0,0,0,0,0,0,0,0,10476,0,15739,0,0,0,0,11900,1424,0,0,0,0,0,0,0,82774,-976,0,4667,590,0,0,0,0,0,-16533,77274,0,119005,0,0,0,196279,77274,0,0,0,,82774,3,9,1.0,1,1.0,1.0,1999,1999,A GATHERING OF THE TRIBES INC,,PO BOX 20693,NEW YORK,NY,10009-8973,0.0,3.0,1.0,199305.0,1.0,15.0,149.0,119.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,1.0,9,9,9,1,2,8,A20,36061.0,,1,B,A20,,15903.0,3a,1999.0,0.0,3a,1999.0,-17509.0,3a,1999.0,47756.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,49608.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,2102.0,3a,1999.0,A20,A
30046,36061,5602.0,5600.0,,70.0,NY,10001.0,133787877,A65,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A65,,24400,0,0,0,0,0,0,0,62155,62155,86555,73272,16279,0,0,2996,16279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62155,0,0,0,0,0,0,0,0,0,0,0,0,0,86555,13283,0,0,0,0,0,0,0,0,2996,1900,0,43508,0,0,0,45408,1900,0,0,0,,86555,3,7,1.0,1,1.0,1.0,1999,1998,ELEVATOR REPAIR SERVICE THEATER INC,% JOHN COLLINS,3 W 30TH ST APT 2,NEW YORK,NY,10001-4420,0.0,3.0,1.0,199609.0,1.0,16.0,995.0,88.0,0.0,1.0,11.0,0.0,10.0,7,,5602.0,1,1,1,0,,1,1,1,1,1,8,A65,36061.0,,1,C,A65,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,16279.0,3a,1999.0,A65,A
30048,36061,5602.0,5600.0,,70.0,NY,10009.0,133852592,A65,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A65,199812.0,170777,0,0,0,0,0,0,0,152911,152911,323688,291913,80899,0,0,49124,84861,0,3962,0,0,0,0,0,0,0,0,0,0,0,0,0,152911,0,0,0,0,0,0,0,0,0,0,0,0,0,323688,31775,0,22050,0,0,0,0,0,0,49124,151635,0,53668,0,0,0,207163,153495,0,0,0,,323688,3,7,1.0,2,2.0,2.0,1998,1998,BUILDERS ASSOCIATION INC,% MARIANNE WEEMS,187 E 4TH ST 5N,NEW YORK,NY,10009-7264,0.0,3.0,1.0,199603.0,1.0,15.0,994.0,88.0,0.0,1.0,13.0,199912.0,10.0,12,,5602.0,1,1,1,0,9.0,1,1,1,1,1,8,A65,36061.0,,1,C,A65,,41018.0,3a,1998.0,0.0,3a,1998.0,80899.0,3a,1998.0,49836.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,129759.0,3a,1998.0,27714.0,3a,1998.0,PC,O,AR,A,IN,,0.0,3a,1998.0,600.0,3a,1998.0,0.0,3a,1998.0,34425.0,3a,1998.0,A65,A
30051,36061,5602.0,5600.0,,70.0,NY,10009.0,133910863,A02,A,C,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A02,199712.0,49320,0,0,0,0,5201,0,0,10020,10020,59340,49857,5182,0,0,697,6289,5000,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,10020,0,0,0,0,0,0,0,0,0,0,0,0,0,59340,9483,2,0,0,0,0,0,0,0,-4303,26200,10962,0,0,0,0,37162,37162,0,0,0,,59340,3,9,1.0,1,1.0,1.0,1998,1998,THE@CHARLIE PARKER JAZZ FESTIVAL INC,% STANLEY VALLADARES SMITH,PO BOX 2105,NEW YORK,NY,10009-8915,0.0,3.0,1.0,199702.0,1.0,15.0,994.0,64.0,0.0,1.0,13.0,200106.0,10.0,12,,5602.0,1,1,1,0,9.0,1,1,1,1,2,8,,36061.0,,1,C,A6C,,14906.0,3a,1998.0,0.0,3a,1998.0,5182.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,34414.0,3a,1998.0,0.0,3a,1998.0,PC,O,AR,A,IN,,0.0,3a,1998.0,0.0,3a,1998.0,0.0,3a,1998.0,6289.0,3a,1998.0,A6C,A
30053,36061,5602.0,5600.0,,70.0,NY,10009.0,133937106,A31,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A20,,8000,0,0,0,0,0,0,0,46827,46827,54827,46554,35485,0,0,27212,35485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46827,0,0,0,0,0,0,0,0,0,0,0,0,0,54827,8273,0,0,0,0,0,0,0,0,27212,0,0,0,0,0,0,0,0,0,0,0,,54827,3,9,1.0,1,1.0,1.0,1999,1999,HARRY SMITH ARCHIVES INC,% RANI SINGH,332 EAST 10TH ST 2C,NEW YORK,NY,10009-0000,0.0,3.0,1.0,199809.0,1.0,15.0,994.0,902.0,0.0,1.0,52.0,200112.0,10.0,12,,5602.0,1,1,1,0,,1,1,1,1,2,8,A31,36061.0,,1,C,A50,,0.0,3a,1999.0,0.0,3a,1999.0,35485.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,8000.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,8119.0,3a,1999.0,0.0,3a,1999.0,22354.0,3a,1999.0,A50,A
30057,36061,5602.0,5600.0,,70.0,NY,10009.0,133991848,A99,A,C,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A99,199807.0,42335,0,0,0,0,0,0,0,44052,44052,86387,81099,6004,0,0,716,5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44052,0,0,0,0,0,0,0,0,0,0,44052,0,86387,5287,0,0,0,0,0,0,0,0,716,53450,0,69350,0,0,0,122800,53450,0,0,0,,86387,3,9,1.0,1,1.0,1.0,1999,1998,ARTS FOR ART INC,% PATRICIA NICHOLSON PARKER,508 E 6TH ST,NEW YORK,NY,10009-6656,0.0,3.0,1.0,199807.0,1.0,15.0,994.0,90.0,0.0,1.0,13.0,200207.0,20.0,7,,5602.0,1,1,1,0,,9,2,1,1,2,8,,36061.0,,1,C,A61,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,5287.0,3a,1999.0,A99,A
30060,36061,5602.0,5600.0,,70.0,NY,10009.0,134057310,A31,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A99,,78404,0,0,0,0,0,0,0,3527,3527,81931,1719,80212,0,0,0,80212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3527,0,0,0,0,0,0,0,0,0,0,0,0,0,81931,80212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,81931,3,7,1.0,1,1.0,1.0,1999,1999,RADIODIARIES INC,% JOE RICHMAN,169 AVENUE A APT 13,NEW YORK,NY,10009-4552,0.0,3.0,1.0,199912.0,1.0,15.0,0.0,0.0,0.0,1.0,13.0,200312.0,10.0,12,,5602.0,1,1,1,0,,1,1,1,1,2,8,A31,36061.0,,1,C,A31,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3b,2000.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,A31,A
30065,36061,5602.0,5600.0,,70.0,NY,10009.0,136205445,A33,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A33,199705.0,197500,0,0,0,418,0,0,0,418,418,197918,177866,67336,0,0,47284,67336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,0,0,197918,20052,0,0,0,0,0,0,0,0,47284,770958,0,0,5624,0,0,776834,776834,0,0,0,,197918,3,9,1.0,2,2.0,2.0,1999,1998,COMMITTEE ON POETRY INC,,PO BOX 582,NEW YORK,NY,10009-0582,0.0,3.0,1.0,196608.0,1.0,16.0,602.0,561.0,59.0,1.0,13.0,0.0,10.0,5,,5602.0,1,1,1,0,9.0,1,1,1,1,2,8,,36061.0,,1,A,A11,70,0.0,3a,1999.0,0.0,3a,1999.0,67336.0,3a,1999.0,10205.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,197500.0,3a,1999.0,10218.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,26714.0,3a,1999.0,A1170,A
30069,36061,5602.0,5600.0,,70.0,NY,10009.0,237396613,A65,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A65,199806.0,306134,0,0,0,381,14706,0,0,375755,375755,681889,640670,16092,46721,0,149234,158454,174361,142362,0,0,0,0,0,0,0,0,0,0,0,0,0,374934,0,190,381,0,250,250,0,0,0,0,0,0,0,681889,41219,0,99106,21084,0,0,96779,78679,0,-25127,1082479,0,778549,2729,0,0,1873738,1095189,0,0,0,,681889,3,7,2.0,3,3.0,3.0,1999,1998,MABOU MINES DEVELOPMENT FOUNDATION INC,,150 FIRST AVE,NEW YORK,NY,10009-5704,0.0,3.0,1.0,197409.0,1.0,16.0,90.0,119.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,1.0,1,1,1,1,1,8,A65,36061.0,,1,A,A65,,62707.0,3a,1999.0,0.0,3a,1999.0,103190.0,3a,1999.0,7002.0,3a,1999.0,60778.0,3c,1998.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,243327.0,3a,1999.0,7702.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,400.0,3a,1999.0,0.0,3a,1999.0,13004.0,3a,1999.0,A65,A
30070,36061,5602.0,5600.0,,70.0,NY,10009.0,510139390,A70,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A70,199806.0,13697,0,0,0,0,0,0,0,447861,447861,461558,449792,166272,0,0,217151,220444,62645,54172,0,0,0,0,0,0,0,0,0,0,0,0,0,447861,0,0,0,0,0,0,0,0,0,0,0,0,0,461558,11766,0,64454,5801,0,0,0,0,0,154506,364148,0,1224532,903,0,0,1611252,386720,0,0,0,,461558,3,7,2.0,2,2.0,2.0,1999,1998,NUYORICAN POETS CAFE INC,% BOB HOLMAN SECY,PO BOX 20794,NEW YORK,NY,10009-0000,0.0,3.0,2.0,197506.0,1.0,15.0,88.0,0.0,0.0,1.0,13.0,0.0,10.0,6,,5602.0,1,1,1,0,9.0,1,1,1,1,2,8,,36061.0,,1,A,A70,,0.0,3a,1999.0,0.0,3a,1999.0,166272.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,160558.0,3a,1999.0,0.0,3a,1999.0,13697.0,3a,1999.0,0.0,3a,1999.0,PC,O,AR,A,IN,,2686.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,24571.0,3a,1999.0,A70,A
30071,36061,5602.0,5600.0,,70.0,NY,10009.0,510181000,A90,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A40,199712.0,27950,0,0,0,0,0,140973,18065,287968,146995,315918,112136,-6546,0,0,398863,316919,344006,323465,0,0,0,0,0,0,0,0,0,0,0,125812,0,0,0,646,0,0,128284,2472,0,0,0,0,0,0,159038,49133,-63003,1600,21369,1635,0,0,0,0,0,54857,308386,0,333813,460111,0,0,1102310,768497,0,0,0,,49133,3,9,2.0,1,2.0,2.0,1998,1998,KENKELEBA HOUSE INC,,214 16 E 2ND ST,NEW YORK,NY,10009-0000,0.0,3.0,2.0,197601.0,1.0,16.0,88.0,0.0,0.0,1.0,13.0,0.0,10.0,12,,5602.0,1,1,1,0,2.0,9,9,9,1,2,8,A90,36061.0,,1,B,A90,,25650.0,1b,2098.0,0.0,1b,2098.0,-6546.0,3a,1998.0,180579.0,1b,2098.0,0.0,3a,1998.0,0.0,3a,1998.0,0.0,1b,2098.0,0.0,1b,2098.0,2300.0,1b,2098.0,276551.0,1c,2097.0,PC,O,AR,A,IN,,103585.0,1b,2098.0,20249.0,1b,2098.0,0.0,1b,2098.0,7093.0,1b,2098.0,A90,A
30072,36061,5602.0,5600.0,,70.0,NY,10009.0,942499582,A65,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,0,A60,199806.0,33743,0,0,0,0,0,0,0,14630,14630,48373,58182,-7744,0,0,30065,22667,28000,30411,0,0,0,0,0,0,0,0,0,0,0,0,0,13049,0,1581,0,0,0,0,0,0,0,0,0,0,0,48373,-9809,0,0,0,0,0,0,0,0,2065,117293,6006,82809,385,0,0,215452,132643,0,0,0,,48373,3,7,1.0,1,1.0,1.0,1999,1998,PARSIFALS PRODUCTIONS,,220 E 4TH ST,NEW YORK,NY,10009-7425,0.0,3.0,3.0,197807.0,1.0,16.0,995.0,0.0,0.0,1.0,13.0,0.0,10.0,6,THE METROPOLITAN PLAYHOUSE,5602.0,1,1,1,0,1.0,9,9,9,1,1,8,A65,36061.0,,1,B,A65,,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,19558.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,0.0,3a,1999.0,20043.0,3a,1999.0,PC,O,AR,A,IN,,0.0,3a,1999.0,1404.0,3a,1999.0,0.0,3a,1999.0,1705.0,3a,1999.0,A65,A
30075,36061,5602.0,5600.0,,70.0,NY,10010.0,112532555,A60,A,A,,,O,A,A,AR,AR,AR,PC,AR,1,IN,1,A60,199806.0,32000,0,0,0,75,0,0,0,62502,62502,94502,94643,5796,0,0,5937,5796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62427,0,0,0,0,0,0,75,0,0,0,0,0,0,94502,-141,0,0,0,0,0,0,0,0,5937,32000,0,162869,123,0,0,194992,32123,0,0,0,,94502,3,9,1.0,1,1.0,1.0,1998,1997,PENNYANTE PERFORMANCE INCORPORATED,,235 E 26TH ST 4A,NEW YORK,NY,10010-1950,0.0,3.0,1.0,198403.0,1.0,0.0,998.0,0.0,0.0,1.0,1.0,0.0,0.0,6,,5602.0,1,1,1,0,2.0,1,1,9,1,1,8,A60,36061.0,,1,C,A60,,942.0,6,2002.0,0.0,6,2002.0,,,,0.0,6,2002.0,,,,,,,0.0,6,2002.0,0.0,6,2002.0,31058.0,6,2002.0,0.0,6,2002.0,PC,O,AR,A,IN,,0.0,6,2002.0,724.0,6,2002.0,0.0,6,2002.0,5039.0,6,2002.0,A60,A
