,EIN,DocCD,TAXPER,TaxPer_OLD,ARC,ASS_CODE,EOSTATUS,INC_CODE,LRC,POPCD,RECCODE,RESERVED,SOIYR,CYCLE,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,nteeFinal,nteeFinal1,NumEmpEstimate,NumEmpCode,NumEmpYr,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,PayAfflEstimate,PayAfflCode,PayAfflYr,UnaseoyEstimate,UnaseoyCode,UnaseoyYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,NetLandEstimate,NetLandCode,NetLandYr,LBEBOYEstimate,LBEBOYCode,LBEBOYYr,PermRnaEstimate,PermRnaCode,PermRnaYr,TempRnaEstimate,TempRnaCode,TempRnaYr,GovGtEstimate,GovGtCode,GovGtYr,AdminExpEstimate,AdminExpCode,AdminExpYr,ProgExpEstimate,ProgExpCode,ProgExpYr,NAICS,LONGITUDE,LATITUDE,ProffeesEstimate,ProffeesCode,ProffeesYr,OccuEstimate,OccuCode,OccuYr,InterEstimate,InterCode,InterYr,GrantEstimate,GrantCode,GrantYr,DepRecEstimate,DepRecCode,DepRecYr,CommEstimate,CommCode,CommYr,AssIndEstimate,AssIndCode,AssIndYr,compothestimate,compothcode,compothyr,EmpBenEstimate,EmpBenCode,EmpBenYr,SupplyEstimate,SupplyCode,SupplyYr,PensionEstimate,PensionCode,PensionYr,benmemestimate,benmemCode,benmemYr,othexpestimate,othexpCode,othexpYr,epostcard
24663,112602969,92,201009,201009,N,1,1,3,Y,1,1,0,2009,201125,A610,2009,33569,0,0,0,0,0,0,0,0,0,33569,26834,-18647,0,0,5361,72,4400,18719,0,0,0,0,0,0,0,0,0,0,0,0,,33569,33569,0,0,0,0,0,0,0,6735,0,0,0,0,0,0,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,90,1,29492148105381,2010,N,11238-2348,11238.0,IN,,112602969201009,1126029692010.0,9,90.0,119.0,0.0,900 FULTON ST,3.0,0.0,BROOKLYN,2.0,,1.0,15.0,20.0,0.0,THELMA HILL PERFORMING ARTS CENTER INC,1.0,198804.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A61,A,0,L,0,36047.0,5602.0,5600.0,A61,A,PC,O,AR,A,A,,AR,AR,AR,0.8374,B,33569,ez,2010,0,ez,2010,0,dd,2003,,ez,0.0,0,av,0,6,av,0,11,av,0,6,av,0,21,av,0,1549.0,av,0.0,,ez,0.0,,ez,0.0,0,ez,2010,,,,,,,711100.0,-73.964866455,40.682955623000005,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
24676,112608525,93,201012,201012,N,1,1,3,Y,1,1,0,2010,201140,A650,2010,87646,0,0,0,58,0,0,0,0,0,87704,93754,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,87704,87704,0,0,0,0,0,0,0,-6050,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,88,1,29493260052101,2010,N,10013-0881,10013.0,IN,,112608525201012,1126085252010.0,12,88.0,0.0,0.0,PO BOX 1902,3.0,0.0,NEW YORK,1.0,,1.0,15.0,10.0,0.0,BLACK EXPERIMENTAL THEATRE,5.0,198306.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A65,A,0,L,0,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.8452700000000001,A,17262,c4,2006,70384,c4,2006,0,dd,2003,1.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,0,c4,2006,,,,,,,711110.0,-74.0047,40.7201,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
24680,112608709,93,201006,201106,N,2,1,3,Y,1,1,0,2009,201043,A62Z,2009,50564,0,0,0,0,0,0,0,0,0,61797,64406,2856,560,0,23965,24165,20170,21309,0,0,0,0,0,0,0,0,0,8759,0,0,,61797,61797,0,0,0,0,0,0,0,-2609,0,0,0,0,0,0,0,3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,90,1,29493282013200,2010,N,11201-3548,11201.0,IN,,112608709201006,1126087092010.0,6,90.0,994.0,0.0,137 MONTAGUE ST STE 303,3.0,198405.0,BROOKLYN,1.0,MELLE RANDALL,1.0,15.0,20.0,0.0,DANCE GIANT STEPS INC,1.0,198209.0,,NY,CORE09pc,,,,,A62,A,1,K,0,36047.0,5602.0,5600.0,A62,A,PC,O,AR,A,A,,AR,AR,AR,0.37044,A,25892,c4,2007,0,c4,2007,0,dd,2003,2856.0,c4,2007.0,0,dd,2003,0,dd,2003,0,dd,2003,2882,dd,2003,8424,dd,2003,8424.0,dd,2003.0,0.0,c4,2007.0,0.0,c4,2007.0,24672,c4,2007,,,,,,,711120.0,-73.995337553,40.694908421,,u,,3131,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,15779,dd,2003,,u,,,u,,0,dd,2003,1474,dd,2003,0,dd,2003,,u,,,u,,
24687,112611688,92,201012,201012,N,2,1,3,Y,1,1,0,2010,201115,,2010,86479,0,0,0,0,0,0,0,0,0,86479,66479,20000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,86479,86479,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,62,1,29492078252071,2010,N,11218-5914,11218.0,IN,,112611688201012,1126116882010.0,12,62.0,0.0,0.0,599 E 7TH ST APT 5A,3.0,0.0,BROOKLYN,2.0,BOB DIAMOND,1.0,16.0,10.0,0.0,BROOKLYN HISTORIC RAILWAY ASSOCIATION,1.0,198210.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A54,A,0,L,0,36047.0,5602.0,5600.0,A54,A,PC,O,AR,A,A,,AR,AR,AR,0.8442700000000001,A,86479,ez,2010,0,ez,2010,0,ag,0,,u,,524,av,0,4551,av,0,3389,av,0,1206,av,0,6826,av,0,,,,,u,,,u,,0,ez,2010,,,,,,,712110.0,-73.971121,40.63662,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
24698,112615053,93,201006,201006,N,5,1,4,Y,1,1,0,2009,201118,,2009,195768,0,9970,9442,10685,0,0,0,0,0,272376,355517,806476,0,0,930798,829385,31741,22909,0,0,0,0,0,0,0,0,0,49911,1365,4677,,262934,262934,0,528,0,0,0,1365,0,-92583,0,226356,0,0,0,0,0,899057,0,0,0,0,0,10685,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,0,1,29493099204151,2010,N,11203-5444,11203.0,IN,,112615053201006,1126150532010.0,6,0.0,0.0,0.0,5816 CLARENDON RD,3.0,0.0,BROOKLYN,2.0,,1.0,16.0,10.0,0.0,WYCKOFF HOUSE & ASSOCIATION INC,5.0,197405.0,,NY,rtf10pc,3.0,2.0,2.0,2.0,A80,A,5,M,2008,36047.0,5602.0,5600.0,A80,A,PC,O,AR,A,A,,AR,AR,AR,0.33564,C,150548,c4,2006,0,c4,2006,0,dd,2003,-126992.0,c4,2008.0,0,dd,2003,0,dd,2003,180239,dd,2003,44104,dd,2003,100787,dd,2003,471928.0,c3,2008.0,290812.0,c4,2008.0,642656.0,c4,2008.0,45220,c4,2006,,,,,,,712120.0,-73.921454414,40.6447,,u,,0,dd,2003,0,dd,2003,0,dd,2003,6924,dd,2003,16915,dd,2003,,u,,,u,,10387,dd,2003,41052,dd,2003,0,dd,2003,,u,,,u,,
24728,112625093,93,200906,201006,N,2,1,3,Y,1,1,0,2008,201014,A6A0,2008,57367,0,0,1212,81,0,0,0,0,0,64468,66039,12634,0,0,15417,12634,0,0,0,0,0,0,0,0,0,0,0,7020,0,0,,63256,63256,0,-1212,0,0,0,0,0,-2783,0,0,0,0,0,0,0,15417,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,90,1,29493079057120,2009,N,10011-2201,10011.0,IN,,112625093200906,1126250932009.0,6,90.0,0.0,0.0,338 W 23RD ST,3.0,0.0,NEW YORK,2.0,,1.0,15.0,20.0,0.0,CENTER FOR CONTEMPORARY OPERA,1.0,198310.0,,NY,CORE09pc,,,,,A6A,A,0,L,0,36061.0,5602.0,5600.0,A6A,A,PC,O,AR,A,A,,AR,AR,AR,0.947,A,53359,c4,2006,0,c4,2006,0,dd,2002,8102.0,c4,2006.0,0,dd,2002,0,dd,2002,551,dd,2002,8407,dd,2002,1080,dd,2002,1080.0,dd,2002.0,0.0,c4,2006.0,4532.0,c4,2006.0,4008,c4,2006,,,,,,,711130.0,-73.999725564,40.745922305,,u,,9494,dd,2002,1052,dd,2002,0,dd,2002,710,dd,2002,8337,dd,2002,,u,,,u,,0,dd,2002,2735,dd,2002,0,dd,2002,,u,,,u,,
24731,112626225,93,201006,201006,N,0,1,3,Y,1,1,0,2009,201113,A230,2009,62320,0,0,0,0,0,0,0,0,0,62320,61879,-5125,25000,2150,11194,0,5125,5125,0,0,0,0,0,0,0,0,0,0,0,0,,62320,62320,0,0,0,0,0,0,0,441,0,0,3038,0,0,0,0,6069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,2172,90,1,29493261116170,2010,N,11372-0449,11372.0,IN,,112626225201006,1126262252010.0,6,90.0,0.0,0.0,PO BOX 720449,3.0,0.0,JACKSON HTS,1.0,,1.0,15.0,20.0,0.0,OLLANTAY CENTER FOR THE ARTS INC,1.0,199009.0,,NY,rtf10pc,0.0,1.0,1.0,1.0,A23,A,1,J,2000,36081.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,,AR,AR,AR,0.15965,A,62320,c4,2007,0,c4,2007,0,dd,2000,-5125.0,c4,2007.0,0,dd,2000,0,dd,2000,0,dd,2000,0,dd,2000,0,dd,2000,0.0,dd,2000.0,0.0,c4,2007.0,0.0,c4,2007.0,0,c4,2007,,,,,,,710000.0,-73.8836,40.7514,,u,,8260,dd,2000,0,dd,2000,0,dd,2000,435,dd,2000,1884,dd,2000,,u,,,u,,0,dd,2000,0,dd,2000,0,dd,2000,,u,,,u,,
24732,112627555,93,201008,201008,N,4,32,3,Y,1,1,0,2009,201114,O50,2009,12348,0,0,0,0,0,0,0,0,0,66543,70595,102699,0,0,106751,102699,0,0,0,0,0,0,0,0,0,0,0,54195,0,0,,66543,66543,0,0,0,0,0,0,0,-4052,0,0,0,0,0,0,0,106751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,995,1,29493036023091,2010,N,11238-1004,11238.0,IN,,112627555201008,1126275552010.0,8,995.0,88.0,0.0,54 GREENE AVE,3.0,0.0,BROOLKYN,1.0,,1.0,15.0,10.0,0.0,40 GREENE AVE CULTURAL CENTER INC,1.0,198305.0,,NY,rtf10pc,2.0,1.0,1.0,1.0,O50,O,0,L,0,36047.0,5602.0,5600.0,O50,A,PC,O,HS,O,O,,HU,HU,HU,0.209,A,12348,ag,0,0,ag,0,0,ag,0,,u,,0,av,0,4546,av,0,6589,av,0,9080,av,0,60035,av,0,,,,,u,,,u,,0,ag,0,,,,,,,710000.0,-73.97015999999999,40.68595293,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
24752,112638417,93,201010,201010,N,4,1,6,Y,1,1,0,2009,201121,A610,2009,1051678,0,0,0,184,0,0,0,0,0,1051862,1286270,-23293,0,0,625008,348659,413893,371952,0,0,0,0,0,0,0,0,0,0,0,0,,1051862,1051862,0,0,0,0,0,0,0,-234408,0,48283,6718,0,0,0,0,211115,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,90,1,29493120055011,2010,N,11201-4421,11201.0,IN,,112638417201010,1126384172010.0,10,90.0,0.0,0.0,32 COURT STREET SUITE 807,3.0,0.0,BROOKLYN,1.0,,1.0,15.0,10.0,0.0,MARTIN LUTHER KING JR CONCERT SERIES INC,1.0,198306.0,,NY,rtf10pc,2.0,4.0,4.0,4.0,A61,A,0,I,2003,36047.0,5602.0,5600.0,A61,A,PC,O,AR,A,A,,AR,AR,AR,0.9063399999999999,A,559864,c4,2006,0,c4,2006,0,dd,2003,-23293.0,c4,2008.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,35800.0,c3,2008.0,0.0,c4,2008.0,0.0,c4,2008.0,491814,c4,2006,,,,,,,711100.0,-73.990369,40.692764000000004,,u,,0,dd,2003,0,dd,2003,0,dd,2003,16070,dd,2003,8363,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
24770,112644226,92,201108,201108,N,1,1,3,Y,1,1,0,2010,201148,A650,2010,57668,0,0,0,0,0,0,0,0,0,63443,63443,3594,0,0,6247,3594,0,0,0,0,0,0,0,0,0,0,0,5775,0,0,,63443,63443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,90,1,29492309034271,2011,N,11105-3110,11105.0,IN,,112644226201108,1126442262011.0,8,90.0,0.0,0.0,2350 27TH ST,3.0,0.0,ASTORIA,1.0,,1.0,15.0,10.0,0.0,CYPRECO OF AMERICA INC,1.0,198502.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A65,A,0,L,0,36081.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,,AR,AR,AR,0.79909,B,57668,ez,2011,0,ez,2011,0,dd,2003,,ez,0.0,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0.0,dd,2003.0,,ez,0.0,,ez,0.0,0,ez,2011,,,,,,,711110.0,-73.914702,40.775576,,u,,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
24795,112650941,93,201008,201108,N,4,1,4,Y,1,1,0,2009,201110,,2009,920,0,0,0,1035,0,123625,61246,0,0,188503,80318,110525,26788,0,125965,111070,0,545,103525,0,0,0,0,0,0,0,0,0,0,1677,,64878,64878,0,0,0,0,0,0,184871,-15440,0,0,8889,0,0,0,0,125965,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,118965,119,1,29493036025071,2010,Y,11201-2266,11201.0,IN,,112650941201008,1126509412010.0,8,119.0,995.0,0.0,55 PIERREPONT STREET,3.0,0.0,BROOKLYN,1.0,,1.0,16.0,10.0,0.0,BROOKLYN WOMENS EXCHANGE INC,1.0,198310.0,,NY,rtf10pc,2.0,1.0,2.0,1.0,A99,A,1,M,2006,36047.0,5602.0,5600.0,A99,A,PC,O,AR,A,A,,AR,AR,AR,0.66087,B,0,c4,2006,920,c4,2006,0,dd,2003,110525.0,c4,2006.0,0,dd,2003,0,dd,2003,62410,dd,2003,25256,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,0,c4,2006,,,,,,,710000.0,-73.995004738,40.695577286,,u,,3866,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,11239,dd,2003,,u,,,u,,0,dd,2003,5584,dd,2003,0,dd,2003,,u,,,u,,
24799,112652182,93,201006,201006,N,4,1,6,Y,1,1,0,2009,201129,A260,2009,867382,0,0,0,118,0,467,4003,0,0,1206335,1199066,-25858,105559,0,297769,223889,325179,249747,0,0,0,0,0,0,0,0,5250,316379,0,12736,,1200618,1200618,0,0,0,0,0,5250,4470,1552,0,404577,37816,0,0,191519,160193,-27410,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,90,1,29493176182171,2010,Y,11354-4120,11354.0,IN,,112652182201006,1126521822010.0,6,90.0,0.0,0.0,13735 NORTHERN BLVD,3.0,0.0,FLUSHING,2.0,,1.0,15.0,10.0,0.0,FLUSHING COUNCIL ON CULTURE AND THE ARTS INC,1.0,198311.0,,NY,rtf10pc,2.0,4.0,4.0,4.0,A26,A,16,M,2007,36081.0,5602.0,5600.0,A26,A,PC,O,AR,A,A,,AR,AR,AR,0.42568,A,142790,c4,2006,0,c4,2006,0,dd,2003,-12043.0,c4,2007.0,0,dd,2003,80202,dd,2003,0,dd,2003,71310,dd,2003,20984,dd,2003,27908.0,dd,2003.0,0.0,c4,2007.0,-13815.0,c4,2007.0,724592,c4,2006,,,,,,,710000.0,-73.8295483,40.76280870000001,,u,,0,dd,2003,0,dd,2003,0,dd,2003,4437,dd,2003,109409,dd,2003,,u,,,u,,0,dd,2003,18723,dd,2003,0,dd,2003,,u,,,u,,
24814,112657545,93,201006,201106,N,7,1,6,Y,1,1,0,2009,201051,A300,2009,2620371,0,1623396,1682544,137146,0,0,0,0,0,4394855,2082239,5327060,18221,0,4723206,5328303,2436,1243,0,0,0,0,0,0,0,0,0,13942,0,0,,2712311,2712311,0,-59148,0,0,0,0,0,630072,0,1214990,101437,0,0,0,0,4720770,0,0,0,0,0,137146,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,119,1,29493331238230,2010,N,11355-3181,11355.0,IN,,112657545201006,1126575452010.0,6,119.0,0.0,0.0,4161 KISSENA BLVD,3.0,0.0,FLUSHING,1.0,,1.0,15.0,10.0,0.0,QUEENS PUBLIC COMMUNICATIONS CORPORATION,1.0,198311.0,,NY,CORE09pc,,,,,A30,A,33,M,2007,36081.0,5602.0,5600.0,A30,A,PC,O,AR,A,A,,AR,AR,AR,0.73095,A,2620371,c4,2006,0,c4,2006,0,dd,2003,5327060.0,c4,2007.0,0,dd,2003,0,dd,2003,0,dd,2003,168622,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2007.0,0.0,c4,2007.0,0,c4,2006,,,,,,,510000.0,-73.827193454,40.756816727,,u,,0,dd,2003,0,dd,2003,0,dd,2003,355195,dd,2003,191733,dd,2003,,u,,,u,,83543,dd,2003,35248,dd,2003,15948,dd,2003,,u,,,u,,
24831,112665242,93,201006,201006,N,6,1,6,Y,1,1,0,2009,201117,A200,2009,1504428,0,0,0,0,0,0,0,0,0,3429687,3293662,1163234,140111,0,1192251,1255157,85917,91923,0,0,0,0,0,0,0,0,79125,1759222,0,27939,,3350562,3350562,58973,0,0,0,0,79125,0,56900,0,849057,89031,0,0,0,0,1106334,0,0,0,0,0,0,58973,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,62,1,29493099059111,2010,N,11201-1059,11201.0,IN,,112665242201006,1126652422010.0,6,62.0,0.0,0.0,55 WASHINGTON ST STE 458,3.0,0.0,BROOKLYN,1.0,,1.0,15.0,10.0,0.0,ST ANNS WAREHOUSE INC,1.0,198401.0,,NY,rtf10pc,4.0,4.0,4.0,4.0,A20,A,21,M,2007,36047.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,,AR,AR,AR,0.11508,A,1188720,c4,2006,0,c4,2006,0,dd,2003,345784.0,c4,2007.0,0,dd,2003,1902,dd,2003,0,dd,2003,30808,dd,2003,684631,dd,2003,650319.0,dd,2003.0,0.0,c4,2007.0,817450.0,c4,2007.0,315708,c4,2006,,,,,,,710000.0,-73.989476,40.702928,,u,,0,dd,2003,0,dd,2003,0,dd,2003,93556,dd,2003,0,dd,2003,,u,,,u,,0,dd,2003,0,dd,2003,0,dd,2003,,u,,,u,,
24853,112674357,92,201012,201012,N,3,1,3,Y,1,1,0,2010,201126,,2010,0,11575,0,0,1,0,0,0,0,0,30186,4684,10659,0,0,29472,29237,27910,18578,0,0,0,0,0,0,0,0,16405,0,2205,0,,13781,13781,0,0,0,0,0,18610,0,9097,0,0,0,0,0,0,0,1562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,602,1,29492162076161,2010,N,10185-0970,10185.0,IN,,112674357201012,1126743572010.0,12,602.0,927.0,560.0,PO BOX 970,3.0,0.0,NEW YORK,1.0,MAX FRIED,1.0,15.0,20.0,0.0,MOTION PICTURE BOOKERS CLUB,1.0,198702.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A31,A,0,L,0,36061.0,5602.0,5600.0,A31,A,PC,O,AR,A,A,,AR,AR,AR,0.01153,A,0,a,2010,0,a,2010,0,dd,2002,10659.0,c4,2006.0,0,dd,2002,0,dd,2002,0,dd,2002,8751,dd,2002,0,dd,2002,0.0,dd,2002.0,0.0,c4,2006.0,0.0,c4,2006.0,0,a,2010,,,,,,,512110.0,-73.9908,40.76,,u,,0,dd,2002,0,dd,2002,0,dd,2002,0,dd,2002,316,dd,2002,,u,,,u,,0,dd,2002,105,dd,2002,0,dd,2002,,u,,,u,,
24860,112676496,92,201012,201012,N,2,1,3,Y,1,1,0,2010,201120,A200,2010,45977,0,0,0,0,0,192,230,0,0,68809,74285,10046,0,0,15714,10046,0,0,0,0,0,0,0,0,0,0,0,22407,0,3,,68617,68617,0,0,0,0,0,0,422,-5668,0,0,0,0,0,0,0,15714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,90,1,93492131022521,2010,N,11203-1716,11203.0,IN,,112676496201012,1126764962010.0,12,90.0,88.0,119.0,621 RUTLAND RD APT 4C,3.0,0.0,BROOKLYN,1.0,,1.0,16.0,10.0,0.0,LA TROUPE MAKANDAL INC,1.0,198411.0,,NY,rtf10pc,1.0,1.0,1.0,1.0,A24,A,0,L,0,36047.0,5602.0,5600.0,A24,A,PC,O,AR,A,A,,AR,AR,AR,0.04013,A,19579,c4,2006,0,c4,2006,0,dd,2003,10046.0,c4,2006.0,0,dd,2003,0,dd,2003,0,dd,2003,6743,dd,2003,0,dd,2003,0.0,dd,2003.0,0.0,c4,2006.0,0.0,c4,2006.0,26398,c4,2006,,,,,,,,-73.94014159999999,40.6600655,,u,,875,dd,2003,0,dd,2003,0,dd,2003,0,dd,2003,13710,dd,2003,,u,,,u,,0,dd,2003,2431,dd,2003,0,dd,2003,,u,,,u,,
24864,112677548,92,201003,201003,N,4,1,4,Y,1,1,0,2009,201114,B60,2009,0,5200,0,0,1442,0,0,0,0,0,292622,4204,227027,0,0,183503,228022,4433,995,0,0,0,0,0,0,0,0,240461,0,45519,0,,52161,52161,0,0,0,0,0,285980,0,47957,0,0,0,0,0,0,0,179070,0,0,0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,123,1,29492078037051,2010,N,10013-3973,10013.0,IN,,112677548201003,1126775482010.0,3,123.0,994.0,0.0,350 BROADWAY RM 309,3.0,0.0,NEW YORK,2.0,,1.0,16.0,10.0,0.0,SOCIETY OF INDO-AMERICAN ENGINEERS AND ARCHITECTS INC,1.0,198409.0,,NY,rtf10pc,2.0,1.0,2.0,1.0,A0323,A,0,L,0,36061.0,5602.0,5600.0,A032,A,PC,O,AR,A,A,,AR,AR,AR,0.20729,B,0,a,2010,0,a,2010,0,ag,0,227027.0,c4,2006.0,2974,ag,0,37155,ag,0,62197,ag,0,11396,ag,0,77753,ag,0,61109.0,ag,0.0,0.0,c4,2006.0,0.0,c4,2006.0,0,a,2010,,,,,,,813920.0,,,,u,,0,ag,0,0,ag,0,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,0,ag,0,0,ag,0,0,ag,0,,u,,,u,,
24885,112684169,92,201006,201006,N,0,1,3,Y,1,1,0,2009,201123,A6EZ,2009,16993,0,0,0,0,0,0,0,0,0,39993,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,5000,0,,39993,39993,0,0,0,0,0,5000,0,-7007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,30,1,29492303005490,2010,N,11220-1180,11220.0,IN,,112684169201006,1126841692010.0,6,30.0,0.0,0.0,4520 4TH AVE STE MH-9,3.0,0.0,BROOKLYN,1.0,G VOORHEES,1.0,11.0,0.0,0.0,SUNSET PARK SCHOOL OF MUSIC INC,1.0,198504.0,,NY,rtf10pc,0.0,1.0,1.0,1.0,A6E,A,0,L,0,36047.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,,AR,AR,AR,0.34178000000000003,A,7778,c4,2006,0,c4,2006,0,dd,1998,0.0,a,2010.0,0,dd,1998,0,dd,1998,0,dd,1998,0,dd,1998,0,dd,1998,1412.0,dd,1998.0,0.0,a,2010.0,0.0,a,2010.0,9215,c4,2006,,,,,,,611610.0,-74.00963532,40.648952427,,u,,8733,dd,1998,0,dd,1998,0,dd,1998,159,dd,1998,2858,dd,1998,,u,,,u,,0,dd,1998,794,dd,1998,0,dd,1998,,u,,,u,,
