,EIN,TAXPER,ARC,ASS_CODE,EOSTATUS,INC_CODE,LRC,POPCD,RECCODE,RESERVED,SOIYR,CYCLE,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,DLN,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NteeFinal,NteeFinal1,NAICS,DocCd
13215,134218359,200812,N,3,1,4,Y,1,1,0,2008,200938,S41,2008,602,0,0,0,1070,0,0,0,0,0,114530,160333,49145,0,0,94948,49145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,114530,114530,0,0,0,0,0,0,0,-45803,0,0,0,0,0,0,0,94948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,29492248059399,2008,N,10028-0957,10028.0,134218359200812,1342183592008,12.0,0.0,0.0,0.0,45 E 85TH ST,3.0,0.0,NEW YORK,2.0,THE METROPOLITAN MUSEUM OF ART,2.0,1.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM CURATORS,1.0,200301,,NY,rtf08co,1.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.78387,B,A50,A,712110.0,92
13418,135493557,200812,N,5,1,4,Y,1,1,0,2008,200947,,2008,32089,0,0,0,1963,0,0,0,0,0,126592,152756,373463,31823,0,607159,697313,207532,323850,0,0,0,0,0,0,0,0,0,92141,0,399,,126592,126592,0,0,0,0,0,0,0,-26164,0,45460,6971,0,0,0,0,399627,0,0,0,0,0,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,900,1,93493320040039,2008,N,10016-5336,10016.0,135493557200812,1354935572008,12.0,900.0,30.0,211.0,45 E 33RD ST,9.0,0.0,NEW YORK,1.0,FUNERAL CEMETERY DEPT,1.0,1.0,0.0,10.0,804.0,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,5.0,194504,8144N BRANCH,NY,rtf08co,3.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.28663,A,A23,A,710000.0,93
13420,135502139,200806,N,2,1,3,Y,1,1,0,2007,200903,,2007,0,72837,0,0,0,0,0,0,0,0,72837,62461,19996,5370,0,9620,19996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,72837,72837,0,0,0,0,0,0,0,10376,0,0,0,0,0,0,0,9620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,29490355064348,2008,N,10011-7419,10011.0,135502139200806,1355021392008,6.0,263.0,264.0,279.0,45 W 14TH ST,9.0,0.0,NEW YORK,3.0,SAL SAVARESE,2.0,1.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196004,0490 LOCAL,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.98211,C,A40,A,710000.0,90
13502,135580391,200812,N,6,1,4,Y,1,1,0,2008,200939,,2008,0,0,0,0,96249,0,0,0,0,0,148604,313551,677031,0,0,2472796,2124291,1561300,1447260,0,0,0,0,0,0,0,0,0,52355,0,0,,148604,148604,0,0,0,0,0,0,0,-164947,0,0,0,0,0,0,0,911496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,279,1,29492255163319,2008,N,10001-2703,10001.0,135580391200812,1355803912008,12.0,279.0,265.0,319.0,307 W 30TH ST,6.0,0.0,NEW YORK,1.0,,1.0,1.0,0.0,20.0,2260.0,LITHUANIAN ALLIANCE OF AMERICA,1.0,197203,,NY,rtf08co,4.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.87524,A,A23,A,710000.0,92
13533,135606408,200812,N,4,1,5,Y,1,1,0,2008,200940,,2008,409860,0,0,0,45,0,0,0,0,0,537653,570667,54884,72836,0,143305,108237,55407,53353,0,0,0,0,0,0,0,0,0,123887,0,1377,,537653,537653,0,0,0,0,0,0,0,-33014,0,137173,19171,0,0,0,0,87898,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,205,1,29493262174219,2008,N,10003-4571,10003.0,135606408200812,1356064082008,12.0,205.0,0.0,0.0,126 UNIVERSITY PL APT 5,3.0,0.0,NEW YORK,3.0,,2.0,1.0,0.0,10.0,0.0,NATIONAL LAWYERS GUILD,1.0,199804,,NY,rtf08co,2.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A20,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.71724,C,A20,A,710000.0,93
13554,135621505,200809,N,6,1,6,Y,1,1,0,2007,200934,,2007,0,0,0,0,26697,0,0,0,1707604,1707604,1707604,1995191,1229571,31533,0,1534111,1250352,16953,20781,1229571,0,0,0,0,0,0,0,0,1680907,0,0,,1707604,1707604,0,0,0,0,0,0,0,-287587,0,49720,5698,0,0,0,0,1517158,0,0,0,0,26697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1517158,264,1,29490199107159,2008,N,10001-5515,10001.0,135621505200809,1356215052008,9.0,264.0,0.0,0.0,231 W 29TH ST RM 405,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,NEW YORK PRESSROOM UNIONS-PRINTERS LEAGUE WELFARE TRUST FUND,2.0,195504,,NY,rtf08co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A33,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.02889,A,A33,A,511100.0,90
13585,135647466,200612,N,3,1,3,Y,1,1,0,2006,200751,,2006,0,19927,0,0,1900,0,0,0,5686,5686,25613,21314,-9777,0,0,36329,34900,50400,44677,0,0,0,0,0,0,0,0,0,0,0,3786,,25613,25613,0,0,0,0,0,0,0,4294,0,0,0,0,0,0,0,-14071,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,920,1,29409328210347,2006,N,10018-3148,10018.0,135647466200612,1356474662006,12.0,920.0,0.0,0.0,225 W 39TH ST RM 302,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,PLEATERS STITCHERS & EMBROIDERERS ASSN INC,1.0,194507,,NY,CORE07co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.77407,C,A40,A,710000.0,9
13588,135651681,200812,N,1,1,3,Y,1,1,0,2008,200945,,2008,0,0,0,0,0,0,0,0,0,0,38834,44454,2645,0,0,8265,2645,0,0,0,0,0,0,0,0,0,0,0,10150,0,0,,38834,38834,0,0,0,0,0,0,0,-5620,0,0,0,0,0,0,0,8265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,120,1,29492297154059,2008,N,10017-6603,10017.0,135651681200812,1356516812008,12.0,120.0,328.0,279.0,355 LEXINGTON AVE FL 17,1.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,1.0,195909,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A01,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.17315999999999998,C,A01,A,813319.0,92
13672,136092225,200806,N,5,1,4,Y,1,1,0,2007,200843,,2007,0,0,280000,274855,18465,0,0,0,298465,23610,298465,11122,508091,0,0,506021,513091,7005,5000,508091,0,0,0,0,0,0,0,0,0,0,0,,23610,23610,0,5145,0,0,0,0,0,12488,-3413,0,0,0,0,0,0,499016,0,0,0,0,0,18465,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,499016,267,1,29490278229138,2008,N,10003-6900,10003.0,136092225200806,1360922252008,6.0,267.0,0.0,0.0,400 LAFAYETTE ST RM 4,3.0,0.0,NEW YORK,1.0,LOCAL 2179 UAW,2.0,13.0,0.0,20.0,0.0,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,2.0,196312,,NY,CORE07co,3.0,1.0,2.0,1.0,36061.0,5602.0,5600.0,A40,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.99515,A,A40,A,710000.0,90
13681,136103339,200712,N,5,1,3,Y,1,1,0,2007,200840,,2007,0,0,18596,38927,17237,0,0,0,38034,-893,38034,6023,648158,0,0,655074,648158,0,0,0,0,0,0,0,0,0,0,0,2201,0,0,,-893,-893,0,-20331,0,0,0,0,0,-6916,0,0,0,0,0,0,0,655074,0,0,0,0,4477,12760,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,408,1,29490258025008,2007,N,10013-5148,10013.0,136103339200712,1361033392007,12.0,408.0,429.0,0.0,21 PELL ST,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,THE LEE TOWE MEMORIAL ASSOCIATION INC,1.0,199202,,NY,CORE07co,3.0,0.0,1.0,1.0,36061.0,5602.0,5600.0,A80,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.93455,B,A80,A,712120.0,90
13725,136117924,200812,N,3,1,3,Y,1,1,0,2008,200931,,2008,0,0,0,0,482,0,0,0,0,0,25959,17242,41182,0,0,32771,41488,306,306,0,0,0,0,0,0,0,0,0,0,0,0,,25959,25959,0,0,0,0,0,0,0,8717,0,0,0,0,0,0,0,32465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,29492199175049,2008,N,10007-2233,10007.0,136117924200812,1361179242008,12.0,263.0,264.0,279.0,125 BARCLAY ST,9.0,0.0,NEW YORK,3.0,ROBERT SAUNDERS,2.0,1.0,0.0,10.0,1381.0,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,5.0,195708,1306 NY LOC AMER MUSEUM NATL HISTRY,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A50,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.93704,A,A50,A,712110.0,92
13821,136149730,200806,N,6,1,6,Y,1,1,0,2007,200852,,2007,0,814163,0,0,85262,0,0,0,640600,640600,1454763,1260712,2226799,137500,0,2151833,2357698,119085,130899,1090910,0,0,0,0,0,0,0,0,666866,0,-111528,,1454763,1454763,0,0,0,0,0,0,0,194051,0,238600,42962,0,0,0,0,2032748,0,0,0,0,39280,45982,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,896859,119,1,29490341361048,2008,N,10016-6022,10016.0,136149730200806,1361497302008,6.0,119.0,0.0,0.0,205 LEXINGTON AVE RM 901,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ART DEALERS ASSOCIATION OF AMERICA INC,1.0,196307,,NY,CORE07co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A03,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9019,A,A03,A,813920.0,90
13930,136170369,200806,N,4,1,4,Y,1,1,0,2007,200911,,2007,0,331138,6958,4728,1798,401,0,0,8756,4028,339894,330949,-5083,0,0,300184,108823,309484,113906,0,0,0,0,0,0,0,0,0,0,0,0,,335166,335166,0,2230,0,0,0,0,0,4217,0,0,1881,0,0,0,0,-9300,0,0,0,0,1788,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,269,1,29490059216009,2008,N,10016-8804,10016.0,136170369200806,1361703692008,6.0,269.0,0.0,0.0,386 PARK AVE S FL 13,3.0,0.0,NEW YORK,1.0,,2.0,1.0,0.0,10.0,0.0,EXHIBITION EMPLOYEES-829 VACATION FUND,2.0,196506,,NY,rtf08co,2.0,2.0,2.0,2.0,36061.0,5602.0,5600.0,A114,A,O,S,ZA,A,A,IN,,1,AR,AR,AR,0.29685,B,A1140,A,813219.0,90
14066,136274650,200805,N,6,1,6,Y,1,1,0,2007,200925,S41,2007,0,88060,0,0,18875,0,0,0,925447,925447,1013507,624617,726406,0,0,1259707,1008232,313258,281826,0,0,0,0,0,0,0,0,608933,33172,264467,0,,404574,404574,0,0,0,0,0,873400,0,-220043,0,0,0,0,0,0,0,946449,0,0,0,0,18875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,29490150016159,2008,N,10017-6603,10017.0,136274650200805,1362746502008,5.0,0.0,0.0,0.0,355 LEXINGTON AVE FL 17,3.0,0.0,NEW YORK,2.0,LYNN OSBORNE,2.0,1.0,0.0,10.0,0.0,NEW YORK WOMEN IN COMMUNICATIONS INC,1.0,200302,,NY,rtf08co,4.0,2.0,4.0,3.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.77013,A,A30,A,510000.0,90
14142,136976195,200812,N,4,1,3,Y,1,1,0,2008,200947,,2008,0,0,0,0,0,0,0,0,0,0,33648,0,200759,0,0,167111,200759,0,0,114281,0,0,0,0,0,0,0,0,0,0,33648,,33648,33648,0,0,0,0,0,0,0,33648,0,0,0,0,0,0,0,167111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,93493317025839,2008,N,10036-5601,10036.0,136976195200812,1369761952008,12.0,263.0,264.0,279.0,1501 BROADWAY,9.0,0.0,NEW YORK,3.0,CONTROLLERS OFFICE,2.0,1.0,0.0,20.0,122.0,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,5.0,194009,MUTUAL BENEFIT TRUST,NY,rtf08co,2.0,1.0,1.0,0.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.47267,A,A68,A,711130.0,93
15025,141876785,200812,N,9,1,7,Y,1,1,0,2008,200927,,2008,0,0,0,0,0,0,0,0,0,0,5577610,5577610,55198269,0,0,57572229,55198269,0,0,0,0,0,0,0,0,0,0,0,5577610,0,0,,5577610,5577610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57572229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,29493171062169,2008,N,10167-0002,10167.0,141876785200812,1418767852008,12.0,0.0,0.0,0.0,245 PARK AVE,0.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MGMT INC,0.0,1.0,0.0,10.0,0.0,SPOKANE BUSINESS & INDUSTRIAL FUNDING COMPANY INC,0.0,0,,NY,rtf08co,,5.0,5.0,5.0,36061.0,5602.0,5600.0,A60,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.9142,C,A60,A,711100.0,93
16391,160876072,200812,N,4,1,5,Y,1,1,0,2008,200933,,2008,0,0,517651,624044,24857,0,0,0,0,0,578374,131025,405154,0,0,740142,405154,0,0,0,0,0,0,0,0,0,0,0,21092,0,14774,,-45670,-45670,0,-106393,0,0,0,0,0,-176695,0,0,0,0,0,0,0,740142,0,0,0,0,0,24857,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,267,1,93493224006419,2008,N,10003-9522,10003.0,160876072200812,1608760722008,12.0,267.0,200.0,920.0,770 BROADWAY 7TH FLOOR,3.0,0.0,NEW YORK,2.0,,2.0,1.0,0.0,10.0,0.0,NATO THEATRE OWNERS OF NEW YORK STATE INC,1.0,196601,,NY,rtf08co,2.0,0.0,3.0,2.0,36061.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.5212,B,A65,A,711110.0,93
18207,200367608,200806,N,2,1,4,Y,1,1,0,2007,200951,A61,2007,96203,0,0,0,21,0,0,0,26416,26416,122619,119235,12391,42850,0,9007,12391,0,0,0,0,0,0,0,0,0,0,0,26395,0,0,,122619,122619,0,0,0,0,0,0,0,3384,0,0,0,0,0,0,0,9007,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,29490178170139,2008,N,11215-2704,11215.0,200367608200806,2003676082008,6.0,0.0,0.0,0.0,232 3RD ST 3RD FL,3.0,201206.0,BROOKLYN,2.0,SUZANNE FIOL,1.0,1.0,15.0,10.0,0.0,ISSUE PROJECT ROOM INCORPORATED,1.0,200808,,NY,rtf08co,1.0,2.0,2.0,2.0,36047.0,5602.0,5600.0,A61,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.85409,B,A61,A,711100.0,90
18618,200851781,200612,N,2,40,3,Y,1,1,0,2006,200750,,2006,64147,0,0,0,0,0,0,0,0,0,64147,62851,21146,0,0,19850,21146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,64147,64147,0,0,0,0,0,0,0,1296,0,0,0,0,0,0,0,19850,0,0,0,0,0,0,0,0,0,0,0,102113,0,0,0,0,0,102113,102113,0,9,0,0,0,1,29409265161147,2006,N,11432,11432.0,200851781200612,2008517812006,,,,,,,,,,,,,0.0,,,TEAM JAMAICA BICKLE INC,,0,,NY,CORE07co,1.0,1.0,1.0,1.0,36081.0,5602.0,5600.0,A23,A,U,O,AR,A,A,IN,,1,AR,AR,AR,0.1892,C,A23,A,710000.0,9
18752,201036354,200712,N,7,1,6,Y,1,1,0,2007,200829,Y43,2007,0,0,0,0,444519,0,0,0,1923879,1923879,1923879,237049,9154472,0,0,7467642,9154479,0,0,9154479,0,0,0,0,0,0,0,0,1479360,0,0,,1923879,1923879,0,0,0,0,0,0,0,1686830,0,0,0,0,0,0,0,7467642,0,0,0,0,0,506840,0,-62321,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7467642,0,1,81490166040088,2007,N,10016-1901,10016.0,201036354200712,2010363542007,12.0,0.0,0.0,0.0,600 THIRD AVE,3.0,0.0,NEW YORK,1.0,L-3 COMMUNICATIONS CORPORATION,2.0,13.0,0.0,10.0,0.0,L-3 COMMUNICATIONS GROUP HEALTH PLAN NONBARGAINED GROUP VEBA,1.0,200506,,NY,CORE07co,5.0,4.0,4.0,2.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.23590999999999998,A,A30,A,510000.0,90
18754,201036390,200712,N,8,1,4,Y,1,1,0,2007,200828,Y43,2007,0,0,0,0,-70415,0,0,0,320478,320478,320478,5,12444258,0,0,12123785,13182025,0,0,13182025,0,0,0,0,0,0,0,0,390893,0,0,,320478,320478,0,0,0,0,0,0,0,320473,0,0,0,0,0,0,0,12123785,0,0,0,0,0,0,0,-70415,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12123785,0,1,29490180044188,2007,N,10016-1901,10016.0,201036390200712,2010363902007,12.0,0.0,0.0,0.0,600 THIRD AVE,3.0,0.0,NEW YORK,1.0,L-3 COMMUNICATIONS CORPORATION,2.0,13.0,0.0,10.0,0.0,L-3 COMMUNICATIONS GROUP HEALTH PLAN BARGAINED GROUP VEBA,1.0,200508,,NY,CORE07co,,2.0,2.0,1.0,36061.0,5602.0,5600.0,A30,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.71736,A,A30,A,510000.0,90
19236,201575771,200906,N,1,1,3,Y,1,1,0,2008,200947,P81,2008,12600,0,0,0,0,0,0,0,0,0,42202,40482,-20,0,0,70,1790,1810,1810,0,0,0,0,0,0,0,0,0,29602,0,0,,42202,42202,0,0,0,0,0,0,0,1720,0,0,0,0,0,0,0,-1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,29492311182439,2009,N,10033-2214,10033.0,201575771200906,2015757712009,6.0,0.0,0.0,0.0,37 OVERLOOK TER APT 3E,3.0,0.0,NEW YORK,1.0,KLARA KUCHMENT,2.0,1.0,0.0,10.0,0.0,SELF-HELP ASSOCIATION OF AMERICAN RUSSIAN ELDERLY,1.0,200512,,NY,rtf08co,1.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A23,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.80912,A,A23,A,710000.0,92
20609,203132925,200806,N,4,1,5,Y,1,1,0,2007,200913,S41,2007,0,577955,0,0,8720,0,0,0,170174,170174,748129,649602,385295,180500,0,298868,417446,12100,32151,0,0,0,0,0,0,0,0,0,161454,0,0,,748129,748129,0,0,0,0,0,0,0,98527,0,137833,22513,0,0,0,0,286768,0,0,0,0,8720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,29490066074399,2008,N,10003-4716,10003.0,203132925200806,2031329252008,6.0,0.0,0.0,0.0,853 BROADWAY STE 1406,3.0,0.0,NEW YORK,2.0,ALLEN R BROMBERGER,2.0,1.0,0.0,10.0,0.0,AMERICAN ASSOCIATION OF INDEPENDENT MUSIC INC,1.0,200509,,NY,rtf08co,2.0,3.0,3.0,3.0,36061.0,5602.0,5600.0,A68,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.69717,A,A68,A,711130.0,90
21161,203753340,200812,N,6,1,6,Y,1,1,0,2008,200932,S41,2008,0,0,0,0,37518,187345,0,0,0,0,2375044,2001869,1863428,205000,0,1669154,1931536,178901,68108,0,0,0,0,0,0,0,0,0,2337526,0,0,M,2375044,2375044,0,0,0,0,0,0,0,373175,0,425050,99560,0,0,0,0,1490253,0,0,0,0,0,37518,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,29493199039169,2008,Y,10106-0001,10106.0,203753340200812,2037533402008,12.0,0.0,0.0,0.0,888 SEVENTH AVE,3.0,0.0,NEW YORK,1.0,BRUCE PAISNER,2.0,1.0,0.0,10.0,0.0,THE INTERNATIONAL ACADEMY OF TELEVISION ARTS & SCIENCES INC,1.0,200606,,NY,rtf08co,4.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A32,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.10302,A,A32,A,513120.0,93
21428,204021694,200812,N,8,1,6,Y,1,1,0,2008,200944,S47,2008,0,0,0,0,5663,0,0,0,0,0,1859723,553990,17246071,0,0,17060988,17695678,64864,449607,282069,0,0,0,0,0,0,0,0,1854060,0,0,,1859723,1859723,0,0,0,0,0,0,0,1305733,0,0,0,0,0,0,0,16996124,0,0,0,0,0,5663,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,73337,0,1,29493290169289,2008,N,10163-5005,10163.0,204021694200812,2040216942008,12.0,0.0,0.0,0.0,PO BOX 5005,3.0,0.0,NEW YORK,1.0,MATTHEW C CARBONE,2.0,1.0,0.0,10.0,0.0,DEERFIELD CINEMA HOLDING COMPANY,1.0,200707,,NY,rtf08co,,4.0,4.0,3.0,36061.0,5602.0,5600.0,A31,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.25219,A,A31,A,512110.0,93
21820,204452347,200812,N,4,99,3,Y,1,1,0,2008,200950,,2008,83500,0,0,0,0,0,0,0,0,0,95344,3575,106930,0,0,15160,106930,0,0,0,0,0,0,0,0,0,0,0,11844,0,0,,95344,95344,0,0,0,0,0,0,0,91769,0,0,0,0,0,0,0,15160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29493136021089,2008,N,10022,10022.0,204452347200812,2044523472008,12.0,,,,,,,,,,,,,,,RUDER FINN PRESS FOUNDATION INC,,0,,NY,rtf08co,2.0,1.0,1.0,1.0,36061.0,5602.0,5600.0,A33,A,U,O,AR,A,A,IN,,1,AR,AR,AR,0.9564,A,A33,A,511100.0,93
22746,205360895,200812,N,5,1,6,Y,1,1,0,2008,200940,S41,2008,0,0,0,0,3623,0,0,0,0,0,1156972,1270312,90668,392969,0,445335,596589,14500,505921,0,0,0,0,0,0,0,0,0,1153349,0,0,,1156972,1156972,0,0,0,0,0,0,0,-113340,0,0,29040,0,0,0,0,430835,0,0,0,0,0,3623,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,29493262090099,2008,N,10022-4212,10022.0,205360895200812,2053608952008,12.0,0.0,0.0,0.0,535 MADISON AVE 20TH FLOOR,3.0,0.0,NEW YORK,2.0,DAVIS & GILBERT LLP,2.0,1.0,0.0,10.0,0.0,OUT OF HOME VIDEO ADVERTISING BUREAU INC,1.0,200704,,NY,rtf08co,3.0,4.0,4.0,4.0,36061.0,5602.0,5600.0,A31,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.47431999999999996,A,A31,A,512110.0,93
23254,205782277,200712,N,1,36,3,Y,1,1,0,2007,200907,,2007,22655,0,0,0,0,0,0,0,3700,3700,26355,24337,2018,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,,26355,26355,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,29409299020048,2007,N,11231,11231.0,205782277200712,2057822772007,12.0,,,,,,,,,,,,,,,THEATRE OF THE EXPENDABLE,,0,,NY,rtf08co,1.0,1.0,1.0,1.0,36047.0,5602.0,5600.0,A65,A,O,O,AR,A,A,IN,,1,AR,AR,AR,0.30968,B,A65,A,711110.0,9
23462,205971682,200712,N,1,40,3,Y,1,1,0,2007,200850,,2007,2000,0,0,0,0,0,0,0,24285,24285,26285,26042,243,0,0,0,242,0,500,0,0,0,0,0,0,0,0,0,24285,0,0,,26285,26285,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29409236073028,2007,N,11214,11214.0,205971682200712,2059716822007,12.0,,,,,,,,,,,,,,,DOMANI VISION FILM SOCIETY INC,,0,,NY,CORE07co,1.0,1.0,1.0,1.0,36047.0,5602.0,5600.0,A31,A,U,O,AR,A,A,IN,,1,AR,AR,AR,0.33389,A,A31,A,512110.0,9
