,EIN,TAXPER,CYCLE,DLN,NTEE,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1NLASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P6TEXCTX,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,p6ExmPF,p6DomOrg,p7Polit,p7Liquid,p7PoFClm,p7DisSal,p7DisBor,p7DisSer,p7DisPay,p7DisTra,p7PayGvt,p7UndInc,p7BusInt,p7JeoInv,p7Propag,p7Elect,p7IndGrt,p7OrgGrt,p7OthPur,P1GRENTS,pgoods,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TX4940,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6INVTAX,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,PF112,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ORGCD,DISTRICT,ARED,ASCD,INCCD,FRCD,ACCPER,ASSETS,INCOME,NEGINCOM,SEC_NAME,FIPS,ACTIV1,ACTIV2,ACTIV3,SOURCE,ENDDATE,CONVTOCO,SUBSEC2,ZIP5,ntee1,nteecc,RandNum,zipnew,MSA_NECH,PMSA,fipsold,v_errorCd,FisYr,stateOld1,zip5Old1,cityOld1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,ntmaj10,ntmaj12,ntmaj5,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
6961,133614524,199906,200010,29491015036180,,N,Y,0,25,1998,3,1,2,3,994,10700,0,0,0,0,0,2424,0,0,13124,13124,0,0,0,0,0,4907,0,0,0,0,5870,4907,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,13124,0,0,0,0,3457,0,0,4907,0,-963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NORTH RIVER COMMUNITY ENVIRONMENTAL REVIEW BOARD,% L ANN ROCKER,644 RIVERSIDE DR STE 10GI,NEW YORK,NY,10031-6923,0.0,3.0,1000.0,199402.0,1.0,4.0,1.0,13.0,199706.0,0.0,0.0,20.0,6,0,0,,,36061.0,994.0,351.0,0.0,B9710,,,3.0,10031,Z,Z99,0.8361540000000001,10031,5602.0,5600.0,36061.0,,1999,NY,10031,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A33,A
6962,133614971,199911,200032,29491204078200,,N,Y,0,1,1998,2,8,3,3,123,33000,0,0,0,0,0,0,0,25500,33000,32234,766,32234,0,0,0,35355361,0,0,0,0,0,37155361,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,6734,0,6734,0,0,952,0,0,37155360,0,35355360,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,83,27734,31337,30892,38361,128324,37155360,37154596,24047220,15409469,113766648,37155360,37154596,22244408,15401707,111956072,55,46,173,161,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOLOW ART AND ARCHITECTURE FOUNDATION,% SHELDON H SOLOW,9 W 57TH ST,NEW YORK,NY,10019-2600,0.0,3.0,2000.0,199108.0,1.0,3.0,1.0,13.0,0.0,8.0,7.0,1.0,11,15372459,9790000,,,36061.0,123.0,124.0,0.0,B9710,,,3.0,10019,Z,Z99,0.12328900000000001,10019,5602.0,5600.0,36061.0,,1999,NY,10019,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A40,A
6978,133620909,199906,200006,29491029018200,,N,Y,0,1,1998,3,8,6,3,602,0,14062,563899,1068,0,0,1286354,0,1406500,1865383,1740083,125300,1627412,1784949,35699,1,14851824,3517155,0,5109648,8626803,620242,14882157,0,737208,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,0,0,1865383,0,333583,80434,220912,80434,0,0,0,0,14882157,0,14231582,35699,0,0,60189,0,0,0,0,-24490,24490,14968688,701509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AARON COPLAND FUND FOR MUSIC INC,% ELLIS J FREEDMAN,TWO WORLD TRADE CENTER 39,NEW YORK,NY,10048-3998,0.0,3.0,2000.0,199108.0,1.0,4.0,1.0,13.0,0.0,8.0,6.0,1.0,6,11208428,2616557,,,36061.0,602.0,119.0,0.0,B9710,,,3.0,10048,Z,Z99,0.684448,10048,5602.0,5600.0,36061.0,,1999,NY,10048,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A68,A
6985,133626727,199912,200033,29491155060220,,N,Y,0,1,1999,2,6,3,3,123,0,16945,10782,25372,0,0,0,30000,150000,53099,209734,-156635,197059,15052,301,15052,1053652,191031,703043,0,894074,0,1501809,0,60092,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,27727,27727,59734,12675,47059,12675,12675,7366,0,0,1501809,0,1053652,301,0,0,353,0,0,0,0,-52,52,1220142,0,15052,22337,25585,23700,86674,197059,188034,116614,128123,629830,1,0,0,0,1,0,0,0,0,0,40061,41616,30063,37111,148851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOHN CONLEY FOUNDATION FOR ETHICS AND PHILOSOPHY IN MEDICINE INC,% HARRY T FORLENZA TREASURER,41 WILSON VIEW PLACE,STATEN ISLAND,NY,10304-1520,0.0,3.0,1000.0,199112.0,1.0,3.0,1.0,13.0,0.0,5.0,4.0,1.0,12,755373,224729,,,36085.0,123.0,162.0,0.0,B9710,,,3.0,10304,Z,Z99,0.571833,10304,5602.0,5600.0,36085.0,,1999,NY,10304,STATEN ISLAND,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A70,A
6986,133626986,200006,200051,29491337026000,A51I,N,Y,0,1,1999,3,3,2,3,998,10000,0,0,0,0,0,0,0,0,10000,92,9908,0,0,0,0,56206,0,0,0,0,0,56206,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,92,0,0,0,0,14531,0,0,56206,0,56206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRIENDS OF LOUISIANA MUSEUM OF MODERN ART IN DENMARK INC,% HERBERT E ROSE ESQ,535 FIFTH AVE 26TH FLR,NEW YORK,NY,10017-3610,0.0,3.0,1000.0,199201.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,20.0,6,0,0,,,36061.0,998.0,0.0,0.0,B9710,,,3.0,10017,A,A51,0.667409,10017,5602.0,5600.0,36061.0,,2000,NY,10017,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A1151,A
7046,133641609,199912,200045,29491225025120,,N,Y,0,1,1999,3,3,1,3,321,0,252,0,0,0,0,0,0,1000,252,1627,-1375,1627,252,5,0,71260,0,0,0,0,0,372285,0,816,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,252,252,627,0,627,0,627,3821,0,0,372285,0,71260,5,0,0,0,0,0,0,0,5,0,16577,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALEXANDER JEROME WILLOWS GREENBURGER MEMORIAL FIELDS INC,% TIME EQUITIES INC,55 FIFTH AVE,NEW YORK,NY,10003-4301,0.0,3.0,1000.0,199302.0,1.0,4.0,1.0,13.0,0.0,3.0,1.0,1.0,12,82539,635,,,36061.0,321.0,349.0,0.0,B9710,,,3.0,10003,Z,Z99,0.08495069999999999,10003,5602.0,5600.0,36061.0,,1999,NY,10003,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A80,A
7052,133646023,199912,200033,29491211036150,A77P,N,Y,0,1,1999,3,3,4,3,200,463803,0,0,0,0,0,0,0,390390,463803,419192,44611,419192,0,0,0,84577,0,0,0,0,0,84577,1160,1160,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,8802,0,28802,0,0,40697,0,0,84577,0,84577,0,0,0,0,0,0,0,0,0,0,23550,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRIENDS OF OHEL MOSHE INSTITUTE INC,% CHAVA GINSBURG,303 FIFTH AVE - APT 1618,NEW YORK,NY,10016-6601,0.0,3.0,1000.0,199411.0,1.0,4.0,1.0,13.0,0.0,1.0,4.0,1.0,12,3743,261274,,,36061.0,200.0,0.0,0.0,B9710,,,3.0,10016,A,A77,0.619217,10016,5602.0,5600.0,36061.0,,1999,NY,10016,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A19,A
7080,133666164,199912,200035,29491155034210,,N,Y,0,1,1999,2,1,2,3,40,19258,0,0,0,0,0,0,0,0,19258,19258,0,19258,0,0,1,1,0,0,0,0,0,1,0,79,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,19258,0,19258,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1605,0,1,0,0,0,1,19258,2312,7400,61610,90580,0,0,0,0,0,0,0,0,0,0,53,7,20,169,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VOLPI FOUNDATION FOR THE PERFORMING ARTS INC,% J DAVID JACOBS,501 W 123RD ST RM 8D,NEW YORK,NY,10027-5011,0.0,3.0,1000.0,199208.0,1.0,3.0,1.0,13.0,0.0,0.0,3.0,1.0,12,0,84326,,,36061.0,40.0,149.0,0.0,B9710,,,3.0,10027,Z,Z99,0.968512,10027,5602.0,5600.0,36061.0,,1999,NY,10027,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A1260,A
7083,133667916,199812,200004,29491015002040,,N,Y,0,1,1998,3,5,5,3,88,970000,0,0,0,0,0,0,122850,0,970000,416716,553284,408368,0,0,0,852442,0,0,0,0,1,852442,0,1889,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,416716,0,408368,0,0,0,0,0,852442,0,852441,0,0,0,0,0,0,0,0,0,0,38359,1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AXIS THEATRE CO INC,% ERNST AND YOUNG LLPT EYBERG MGR,787 SEVENTH AVE,NEW YORK,NY,10019-6018,0.0,3.0,1000.0,199311.0,1.0,4.0,1.0,13.0,0.0,4.0,4.0,1.0,12,124891,317854,,,36061.0,88.0,0.0,0.0,B9710,,,3.0,10019,Z,Z99,0.34028200000000003,10019,5602.0,5600.0,36061.0,,1998,NY,10019,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A65,A
7097,133673809,199812,200014,29491064050150,,N,Y,0,1,1998,3,1,1,3,994,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAJESTIC OPERA ASSOCIATION INC,% IRVING LEHAT,5 BEEKMAN ST RM 305,NEW YORK,NY,10038-2206,0.0,3.0,2000.0,199404.0,1.0,4.0,1.0,13.0,199706.0,0.0,0.0,20.0,12,0,0,,,36061.0,994.0,90.0,0.0,B9710,,,3.0,10038,Z,Z99,0.000823151,10038,5602.0,5600.0,36061.0,,1998,NY,10038,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A6A,A
7103,133674360,199812,200003,29491001105070,,N,Y,0,1,1998,3,8,7,3,90,5076960,0,341145,0,0,0,2027718,59860,0,7451463,1152117,6299346,883091,5382076,107642,347109,17794287,0,10326789,0,10326789,0,17794287,0,624901,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,5640,0,5435950,347109,1152117,53874,883091,53874,0,0,0,0,17794288,0,17794288,107642,0,0,107617,0,4500,0,0,-4475,4475,12688343,517259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIVITELLA RANIERI FOUNDATION,% GERALD E RUPP TTEE,10 E 40TH ST STE 3807,NEW YORK,NY,10016-0301,0.0,3.0,1000.0,199302.0,1.0,4.0,2.0,13.0,0.0,6.0,6.0,1.0,12,3039137,3037339,,,36061.0,90.0,62.0,93.0,B9710,,,3.0,10016,Z,Z99,0.22502600000000003,10016,5602.0,5600.0,36061.0,,1998,NY,10016,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A20,A
7114,133680271,199907,200007,29491036005080,,N,Y,0,1,1998,3,3,3,3,60,38333,920,0,0,0,0,0,18000,0,39253,35703,3550,35695,912,9,1,27832,0,0,0,0,0,27832,0,985,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,920,0,35703,8,35695,8,0,27832,0,0,27832,0,27832,9,0,0,0,0,0,0,0,9,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MUSEUM VIEWS LTD,% LILA A SHERMAN,2 PETER COOPER RD,NEW YORK,NY,10010-6723,0.0,3.0,1000.0,199301.0,1.0,4.0,1.0,13.0,0.0,2.0,3.0,1.0,7,17997,38665,,MUSEUM VIEWS,36061.0,60.0,0.0,0.0,B9710,,,3.0,10010,Z,Z99,0.8867860000000001,10010,5602.0,5600.0,36061.0,,1999,NY,10010,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A50,A
7133,133685295,199912,200042,29491260048190,A20Z,N,Y,0,1,1999,3,1,2,3,91,10800,0,0,0,0,0,0,0,0,10800,11928,-1128,0,0,0,0,75,0,0,0,0,0,75,0,32,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,11928,0,0,0,0,75,0,0,75,0,75,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CENTER FOR ART AND EARTH INC,% BARBARA R PETERSEN,611 BROADWAY 802,NEW YORK,NY,10012-2608,0.0,3.0,1000.0,199506.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,91.0,0.0,0.0,B9710,,,3.0,10012,A,A20,0.830536,10012,5602.0,5600.0,36061.0,,1999,NY,10012,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A20,A
7134,133685701,199812,200012,82491345028169,A26Z,N,Y,0,1,1998,3,4,4,3,90,0,0,0,0,0,312488,0,30000,0,312488,288716,23772,0,0,0,312488,165104,0,0,0,0,1523,165104,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,312488,288716,0,0,0,0,4191,0,0,165104,0,163581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LIVING ARTS INC,% PETER KLEIN,250 W 57TH ST STE 2401,NEW YORK,NY,10107-0000,0.0,3.0,1200.0,199305.0,1.0,4.0,1.0,13.0,199612.0,0.0,0.0,10.0,12,0,0,,,36061.0,995.0,90.0,89.0,B9710,,,3.0,10107,A,A26,0.946608,10107,5602.0,5600.0,36061.0,,1998,NY,10107,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A26,A
7138,133686887,199912,200018,29491099009230,,N,Y,0,1,1999,3,1,1,3,122,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REVENEH CULTURAL AND EDUCATIONAL FUND INC,% JOCELYN KRESS,20 WEST 88TH STREET,NEW YORK,NY,10024-2502,0.0,3.0,1000.0,199301.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,122.0,0.0,0.0,B9710,,,3.0,10024,Z,Z99,0.459794,10024,5602.0,5600.0,36061.0,,1999,NY,10024,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A23,A
7145,133690790,199910,200024,29491148028010,,N,Y,0,1,1998,3,6,4,3,29,0,538,78359,37282,0,0,0,0,98033,116179,113274,2905,109720,100938,2019,0,3129552,947000,2024933,0,2971933,0,2401863,22642,134381,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,116179,0,15241,15241,11687,15241,0,2703,0,0,2401863,0,3129552,2019,0,0,2600,0,0,0,0,-581,581,2728541,132362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESERVATION FUND,% JULIUS PAIGE,545 MADISON AVE 801,NEW YORK,NY,10022-4219,0.0,3.0,1000.0,199308.0,1.0,4.0,1.0,13.0,0.0,6.0,3.0,1.0,10,1102985,74531,,,36061.0,29.0,560.0,602.0,B9710,,,3.0,10022,Z,Z99,0.766875,10022,5602.0,5600.0,36061.0,,1999,NY,10022,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A82,A
7156,133693565,199906,200003,29491001033020,A20Z,N,Y,0,1,1998,3,4,5,3,994,550000,975,0,0,0,-627696,0,0,0,-76721,58716,-135437,24833,672,7,0,163946,0,0,0,0,23729,163946,0,10799,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,629307,975,-626721,58716,303,24833,303,33580,71570,0,0,163946,0,140217,7,0,0,0,0,0,0,0,7,0,219275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CROWING ROOSTER ARTS INC,% RUDI STERN,180 W BROADWAY RM 302,NEW YORK,NY,10013-2906,0.0,3.0,1000.0,199306.0,1.0,4.0,1.0,13.0,199706.0,3.0,6.0,0.0,6,52572,1032240,,,36061.0,994.0,122.0,0.0,B9710,,,3.0,10013,A,A20,0.11461700000000001,10013,5602.0,5600.0,36061.0,,1999,NY,10013,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A20,A
7177,133699100,199912,200021,29491078010100,,N,Y,0,1,1999,3,3,1,3,602,0,0,12788,0,-6702,0,0,0,4000,6086,4214,1872,4000,12763,255,12788,81983,0,79396,0,79396,0,74353,0,3623,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,12788,12788,214,25,0,25,0,1371,0,0,74353,0,81983,255,0,0,100,0,0,0,0,155,0,73557,3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MR AND MRS RAYMOND J HOROWITZ FOUNDATION FOR THE ARTS INC,% RAYMOND J HOROWITZ,600 THIRD AVE,NEW YORK,NY,10016-0000,0.0,3.0,1000.0,199305.0,1.0,4.0,1.0,13.0,0.0,3.0,3.0,1.0,12,26725,26825,,,36061.0,602.0,0.0,0.0,B9710,,,3.0,10016,Z,Z99,0.275935,10016,5602.0,5600.0,36061.0,,1999,NY,10016,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A12,A
7184,133702827,199912,200024,29491141071040,A99Z,N,Y,0,1,1999,3,0,3,3,994,72500,0,0,0,0,0,0,0,0,72500,111076,-38576,0,0,0,0,-92571,0,0,0,0,0,65005,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,111076,0,0,0,0,65005,0,0,65005,0,-92571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MILLENIAL ARTS INCORPORATED,% PAULA HEIL,733 THIRD AVE 1900,NEW YORK,NY,10017-3204,0.0,3.0,1000.0,199407.0,1.0,4.0,1.0,13.0,199712.0,0.0,0.0,20.0,12,0,0,,,36061.0,994.0,90.0,94.0,B9710,,,3.0,10017,A,A99,0.052404,10017,5602.0,5600.0,36061.0,,1999,NY,10017,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A99,A
7232,133729181,199912,200026,29491148024200,,N,Y,0,25,1999,3,1,1,3,994,6137,0,0,0,0,0,0,0,0,6137,7347,-1210,0,0,0,0,206,0,0,0,0,0,206,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,7347,0,0,0,0,101,0,0,206,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FIREDRAKE INC,% JOSEPH W RINALDI,341 W 45TH ST 606,NEW YORK,NY,10036-3877,0.0,3.0,2000.0,199308.0,1.0,4.0,1.0,13.0,0.0,0.0,0.0,1.0,12,0,0,,,36061.0,994.0,88.0,59.0,B9710,,,3.0,10036,Z,Z99,0.86893,10036,5602.0,5600.0,36061.0,,1999,NY,10036,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A65,A
7233,133729495,199906,200030,29491183076180,A51Z,N,Y,0,1,1998,3,6,6,3,60,25,192958,6040,1000732,0,0,0,0,317267,1199755,319116,880639,317267,197149,3943,198998,3283982,0,0,0,0,0,3306471,0,119924,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,198998,198998,1849,1849,0,1849,0,0,0,2918982,3306471,0,3283982,3943,0,0,84,0,4500,0,173,-468,468,2435005,115981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ERIC AND SALOME ESTORICK FOUNDATION,% WINTHROP STIMSON PUTNAM & ROBERTS,ONE BATTERY PARK PLZ,NEW YORK,NY,10004-1403,0.0,3.0,2000.0,199501.0,1.0,4.0,1.0,13.0,0.0,6.0,2.0,1.0,6,2411247,24037,,,36061.0,60.0,91.0,0.0,B9710,,,3.0,10004,A,A51,0.173255,10004,5602.0,5600.0,36061.0,,1999,NY,10004,NEW YORK,PF,O,AR,A,A,IN,,AR,AR,AR,,,,,,,A51,A
7249,133736287,199912,200036,29491190002000,,N,Y,0,1,1999,3,0,1,3,995,0,153,0,0,0,0,0,0,0,153,5972,-5819,0,153,3,153,-5819,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,153,153,5972,0,0,0,0,0,0,0,0,0,-5819,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INSTITUTE FOR RESEARCH ON SPOKEN LANGUAGES INC,,684 BROADWAY APT 3E,NEW YORK,NY,10012-1122,0.0,3.0,1000.0,199403.0,1.0,4.0,1.0,13.0,199712.0,0.0,0.0,20.0,12,0,0,,,36061.0,995.0,199.0,180.0,B9710,,,3.0,10012,Z,Z99,0.011034799999999999,10012,5602.0,5600.0,36061.0,,1999,NY,10012,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A70,A
7307,133747036,199811,200013,29491001131180,,N,Y,0,1,1997,2,8,7,3,62,6127876,8512,0,0,-3333,0,50193,0,600,6183248,346397,5836851,172737,154220,3084,0,11298431,0,0,0,0,0,11298431,0,12738,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,154220,58705,345797,0,172137,0,172217,0,0,0,11298431,0,11298431,3084,0,0,0,0,0,0,176,3260,0,258631,0,12738,0,0,0,12738,172737,126119,96320,91360,486536,11700371,5703111,5259925,4710222,27373628,11349744,5601577,5202281,4671000,26824602,0,0,0,0,0,0,0,0,127910,127910,0,0,0,0,0,0,0,0,0,0,0,CLASSICAL AMERICAN HOMES PRESERVATION TR,% DAVIS POLK & WARDWELL,277 PARK AVE,NEW YORK,NY,10172-0003,0.0,3.0,1000.0,199409.0,1.0,3.0,1.0,13.0,0.0,6.0,4.0,1.0,11,3410958,415190,,,36061.0,62.0,0.0,0.0,B9710,,,3.0,10172,Z,Z99,0.523409,10172,5602.0,5600.0,36061.0,,1998,NY,10172,NEW YORK,PF,O,UN,Z,Z,IN,,UN,UN,OT,,,,,,,A82,A
