,EIN,TAXPER,CYCLE,DLN,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,STYEAR,FISYR,NCCSKEY,NCCSKEY2,SOURCE,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,fincheckv,verfail,vMagP,verify,FIPS,MSA_NECH,PMSA,NteeOldB,NTEECC,NteeCC4d,NTEEconf,NTEE1,MajGrpB,NtMaj10,NtMaj5,NtMaj12,OutNCCS,OutReas,Level1,Level2,Level3,Level4,RandNum,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,NteeFinal,nteeFinal1
6799,113028110,200612,200725.0,29491153274217.0,,N,Y,0.0,1.0,3.0,1.0,3.0,3,429.0,0,0,0,0,0,92944,0,1260,92944,99576,-6632,0,0,0,2420,0,0,0,0,0,2420,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,98316,0,0,0,0,2420,0,0,2420,0,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,113028110200612.0,1130281102006.0,rtf06pf,0,0,10024.0,LAC HONG MAGAZINE,DIEN THOAI,309 W 78TH ST,NEW YORK,NY,10024-6543,0.0,3.0,2.0,199203.0,1.0,4.0,429.0,120.0,408.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A33,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.01567,PC,O,AR,A,,,A33,A
6835,113080063,200605,,,,,,,,,,,3,,2500,0,0,0,54192,0,2450,0,56692,60532,-3840,0,0,54192,1061,0,0,0,0,0,1061,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,54192,60532,0,0,0,0,1061,0,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,113080063200605.0,1130800632006.0,core05pf,0,0,10464.0,ONE WORLD ARTS INCORPORATED,NANCY FRIEDMAN,PO BOX 7,BRONX,NY,10464-0007,0.0,3.0,1.0,199207.0,1.0,4.0,998.0,0.0,0.0,1.0,13.0,0.0,1.0,5,,,0.0,N,,36005.0,5602.0,5600.0,,A60,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.01211,PC,O,AR,A,,,A60,A
6851,113121207,200602,200708.0,29491034019017.0,A60Z,N,Y,0.0,1.0,3.0,4.0,1.0,3,122.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,101510,0,0,0,0,75962,101510,0,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,101510,0,25548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,113121207200602.0,1131212072006.0,rtf06pf,0,0,10022.0,B KING PRODUCTIONS INC,STARR AND CO,850 3RD AVE,NEW YORK,NY,10022-6222,0.0,3.0,1.0,199402.0,1.0,4.0,122.0,0.0,0.0,1.0,13.0,0.0,1.0,2,,,0.0,N,,36061.0,5602.0,5600.0,,A60,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.5271600000000001,PC,O,AR,A,,,A60,A
6859,113131714,200612,200725.0,29491153151037.0,A99Z,N,Y,0.0,1.0,3.0,1.0,1.0,3,560.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,113131714200612.0,1131317142006.0,rtf06pf,0,0,11419.0,PEACE UNITY AND PROSPERITY FOUNDATION INC,SARITA SACHOEUA,9554 111TH ST,RICHMOND HILL,NY,11419-1023,0.0,3.0,1.0,199607.0,1.0,4.0,560.0,0.0,0.0,1.0,11.0,0.0,1.0,12,,,0.0,N,,36081.0,5602.0,5600.0,,A99,,C,A,T,PU,OT,PU,IN,,PF,S,ZC,T,0.32861999999999997,PF,S,ZC,T,,,A99,A
6872,113137086,200612,200738.0,29491153285027.0,A99Z,N,Y,0.0,1.0,3.0,2.0,1.0,3,560.0,0,0,1165,0,0,0,0,116412,1165,116744,-115579,116412,808,808,24110,0,0,0,0,0,24110,0,2846,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1140,1140,332,332,0,332,332,24110,0,0,24110,0,24110,8,0,0,0,0,0,0,0,0,8,57790,2838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,113137086200612.0,1131370862006.0,rtf06pf,8,0,11423.0,J Z L FOUNDATION,MICKEY WOHL,8709 CLIO ST,HOLLISWOOD,NY,11423-1229,0.0,3.0,1.0,199508.0,1.0,4.0,560.0,0.0,0.0,2.0,11.0,0.0,1.0,12,,,0.0,N,,36081.0,5602.0,5600.0,,A99,,C,A,T,PU,OT,PU,IN,,PF,S,ZC,T,0.7770600000000001,PF,S,ZC,T,,,A99,A
6892,113162087,200512,,,,,,,,,,,3,,566085,0,0,0,0,270068,0,0,836153,714964,121189,676139,0,233284,1869557,0,565316,0,565316,484118,1869557,0,1539,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,270068,714964,0,676139,0,36784,48986,0,0,0,0,1385439,0,0,0,0,0,0,0,0,0,0,31255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,113162087200512.0,1131620872005.0,core05pf,0,0,10018.0,AMERICAN AIRPOWER MUSEUM,COCKPIT USA INC,15 W 39TH ST FL 12,NEW YORK,NY,10018-3806,0.0,3.0,1.0,199308.0,1.0,4.0,994.0,60.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A50,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.9822200000000001,PC,O,AR,A,,,A50,A
6962,113227149,200706,200737.0,29491230064087.0,A47P,N,Y,0.0,1.0,3.0,1.0,3.0,3,91.0,0,0,0,0,0,46395,0,300,46395,50553,-4158,0,0,0,8546,0,0,0,0,1332,4389,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,50253,0,0,0,0,3243,0,0,0,0,7214,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2007,113227149200706.0,1132271492007.0,rtf06pf,0,0,11231.0,CLAYWORKS ON COLUMBIA INC,,195 COLUMBIA ST,BROOKLYN,NY,11231-1402,0.0,3.0,3.0,199612.0,1.0,4.0,91.0,149.0,59.0,1.0,11.0,0.0,1.0,6,,,0.0,N,,36047.0,5602.0,5600.0,,A40,,C,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.65066,PC,O,AR,A,,,A40,A
7004,113247858,200612,200733.0,29491202058027.0,T30J,N,Y,0.0,1.0,3.0,0.0,1.0,3,994.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,113247858200612.0,1132478582006.0,rtf06pf,0,0,11210.0,KOTEL MUSEUM FUND INC,SAADIA SHAPIRO,1300 FLATBUSH AVE,BROOKLYN,NY,11210-1233,0.0,3.0,1.0,199504.0,1.0,4.0,994.0,602.0,0.0,1.0,11.0,0.0,1.0,12,,,0.0,N,,36047.0,5602.0,5600.0,,A50,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.64342,PC,O,AR,A,,,A50,A
7012,113267073,200606,,,,,,,,,,,3,,4452,0,0,0,0,0,0,0,4452,210,4242,210,0,4452,10038,0,0,0,0,0,10038,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,4452,210,0,210,0,0,0,0,0,0,0,10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,113267073200606.0,1132670732006.0,core05pf,0,0,11426.0,ASSOC FOR THE HISTORIC RESTORATION AND THE PRESERVATION OF LIVES,,24603 86TH RD,JAMAICA,NY,11426-1625,0.0,3.0,1.0,199611.0,1.0,4.0,994.0,160.0,0.0,1.0,11.0,200912.0,1.0,6,A H R P L,,0.0,N,,36081.0,5602.0,5600.0,,A80,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.17065,PC,O,AR,A,,,A80,A
7028,113276202,200512,200706.0,29491027041027.0,A25,N,Y,0.0,25.0,3.0,1.0,1.0,3,994.0,7800,0,0,0,0,1101,0,0,8901,9468,-567,8980,0,613,288,0,0,0,0,0,288,0,28,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,1101,9468,0,8980,0,488,288,0,0,288,0,288,0,0,0,0,0,0,0,0,0,0,572,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,113276202200512.0,1132762022005.0,rtf06pf,0,0,10021.0,ART SPIRIT INC,,23 E 74TH ST APT 6B,NEW YORK,NY,10021-2619,0.0,3.0,2.0,199602.0,1.0,4.0,994.0,91.0,0.0,1.0,13.0,200612.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A25,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.42988000000000004,PC,O,AR,A,,,A25,A
7068,113309848,200612,200742.0,29491161007037.0,A700,N,Y,0.0,1.0,3.0,4.0,3.0,3,994.0,26239,0,966,0,0,21858,0,0,49063,19483,29580,0,0,0,186159,0,0,0,0,323747,186159,0,0,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,19483,0,0,0,0,20417,0,22785,186159,0,-137588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,113309848200612.0,1133098482006.0,rtf06pf,0,0,10036.0,PAUL ROBESON FOUNDATION INC,ELIZABETH J SALEN,1560 BROADWAY SUITE 1600,NEW YORK,NY,10036-1518,0.0,3.0,1.0,199610.0,1.0,4.0,994.0,64.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A70,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.51163,PC,O,AR,A,,,A70,A
7398,113487168,200612,200750.0,29491328123157.0,A700,N,Y,0.0,1.0,3.0,3.0,4.0,3,0.0,212439,2586,0,0,0,0,81500,49762,215025,215977,-952,0,2586,2586,70297,0,0,0,0,0,70297,0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,2586,2586,166215,0,0,0,0,0,0,0,70297,0,70297,26,0,0,0,0,200,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,113487168200612.0,1134871682006.0,rtf06pf,-174,174,10019.0,LEGACY PROJECT INC,,31ST FLOOR,NEW YORK,NY,10019-0000,0.0,3.0,1.0,199907.0,1.0,4.0,0.0,0.0,0.0,1.0,13.0,200312.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A70,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.90302,PC,O,AR,A,,,A70,A
7405,113490626,200612,200741.0,29491216026167.0,Q21,N,Y,0.0,1.0,3.0,1.0,0.0,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,5261,0,0,0,0,5025,5261,0,12,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,26,0,0,0,15,0,0,5261,0,0,5261,0,236,0,0,0,0,0,0,0,0,0,0,5261,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,113490626200612.0,1134906262006.0,rtf06pf,0,0,10025.0,A RAZVIN TRUST FOR RUSSIAN AMERICAN UNDERSTANDING,MARY JANE BOLIN,417 RIVERSIDE DR APT 8A2,NEW YORK,NY,10025-7945,0.0,3.0,1.0,199909.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A23,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.00644,PC,O,AR,A,,,A23,A
7417,113498583,200607,200729.0,29491181103097.0,T22,N,Y,0.0,1.0,3.0,7.0,5.0,3,0.0,7910,0,167629,0,0,489311,49778,0,664850,330416,334434,0,0,0,5570784,1018379,2449986,0,3468365,35020,6262884,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,330416,0,0,0,0,0,0,64368,6262884,0,5535764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,113498583200607.0,1134985832006.0,rtf06pf,0,0,11354.0,VOELKER-ORTH MUSEUM,CATHERINE ABRAMS,14919 38TH AVE,FLUSHING,NY,11354-4839,0.0,3.0,1.0,200006.0,1.0,4.0,0.0,0.0,0.0,5.0,11.0,200707.0,1.0,7,,,2.0,N,M,36081.0,5602.0,5600.0,,A50,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.2582,PC,O,AR,A,,,A50,A
7568,113559712,200612,200739.0,29491251055197.0,A51,N,Y,0.0,1.0,2.0,6.0,3.0,3,0.0,0,0,0,8969,0,0,0,0,8969,18396,-9427,17111,0,0,2587999,0,0,0,0,0,2647594,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,18396,0,17111,0,0,62402,0,0,2647594,0,2587999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,17111,12931,13290,16935,60267,2647594,2627658,2656914,2621411,10553577,2576775,2563738,2611240,2559891,10311644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,113559712200612.0,1135597122006.0,rtf06pf,0,0,11215.0,HAROLD WESTON FOUNDATION,REBECCA FOSTER,144 GARFIELD PL APT 4R,BROOKLYN,NY,11215-2177,0.0,3.0,1.0,200108.0,1.0,3.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,12,,,0.0,N,,36047.0,5602.0,5600.0,,A51,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.8111,PC,O,AR,A,,,A51,A
7629,113586236,200512,,,,,,,,,,,3,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2005,113586236200512.0,1135862362005.0,core05pf,0,0,11432.0,FRIENDS OF SANTA CLARA DEL COBRE INC,,,JAMAICA,NY,11432-2835,0.0,3.0,1.0,200302.0,1.0,15.0,0.0,0.0,0.0,1.0,11.0,200412.0,10.0,12,,,0.0,N,,36081.0,5602.0,5600.0,,A20,,B,A,A,AR,AR,AR,IN,,PC,O,AR,A,0.8220700000000001,PC,O,AR,A,,,A20,A
7669,113630680,200606,200747.0,29491153076207.0,A51,N,Y,0.0,1.0,2.0,5.0,4.0,3,0.0,280247,1507,139,7938,0,485,0,5650,290316,322426,-32110,315489,27795,1646,810426,0,0,0,0,48959,810426,0,42423,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,30677,2131,316776,2882,309839,2882,485,768,0,705985,810426,0,761467,278,0,0,39,0,775,0,0,536,278,861377,0,1646,0,0,0,1646,315489,328504,269644,379076,1292713,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,113630680200606.0,1136306802006.0,rtf06pf,-536,0,11101.0,DORSKY GALLERY CURATORIAL PROGRAMS,DAVID DORSKY,1103 45TH AVE,LONG IS CITY,NY,11101-5109,0.0,3.0,1.0,200204.0,1.0,3.0,0.0,0.0,0.0,1.0,11.0,0.0,1.0,6,,,0.0,N,,36081.0,5602.0,5600.0,,A50,,B,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.84247,PC,O,AR,A,,,A50,A
7889,116036776,200603,,,,,,,,,,,3,,42469,0,0,0,0,0,0,0,42469,28291,14178,18881,0,0,701202,0,0,0,0,6558,701202,0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,28291,0,18881,0,9410,27770,0,0,0,0,694644,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18881,17081,31691,43170,110823,0,0,0,0,0,0,0,0,0,0,1183,859,892,821,3755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2006,116036776200603.0,1160367762006.0,core05pf,0,0,10012.0,ANONYMOUS ARTS RECOVERY SOCIETY INCORPORATED,,380 W BROADWAY,NEW YORK,NY,10012-5115,0.0,3.0,1.0,196311.0,1.0,3.0,60.0,91.0,0.0,1.0,13.0,0.0,1.0,3,,,0.0,N,,36061.0,5602.0,5600.0,,A03,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.08746,PC,O,AR,A,,,A03,A
8136,116588142,200612,200750.0,29491300033247.0,T20,N,Y,0.0,1.0,3.0,5.0,4.0,3,0.0,63320,406,28751,6988,0,0,0,47453,99465,79549,19916,47453,28435,21449,717924,376186,281571,0,657757,145329,814303,1797,37184,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,36143,29157,32096,7708,0,7708,7708,0,0,0,814303,0,572595,284,0,0,0,0,0,0,0,0,284,755000,36900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,116588142200612.0,1165881422006.0,rtf06pf,284,0,10012.0,SPIRALIS MUSIC TR,DAY BERRY & HOWARD LLP,188 SULLIVAN ST,NEW YORK,NY,10012-2507,0.0,3.0,1.0,200401.0,1.0,4.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,12,CHOU WEN-CHUNG TTEE,,0.0,N,,36061.0,5602.0,5600.0,,A68,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.89495,PC,O,AR,A,,,A68,A
8155,130429640,200612,200752.0,29491335204227.0,,N,Y,0.0,1.0,2.0,9.0,8.0,3,65.0,559906,0,5476183,161340,0,595786,160000,870044,6793215,2695538,4097677,2557245,5601629,6095016,68710147,13555025,38660447,0,52215472,0,73167818,0,3146048,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,5637523,6233309,1825494,35894,1687201,35894,138293,305154,0,11286660,73167818,0,68710147,0,0,0,0,0,0,0,0,0,0,63879152,0,3146048,2915965,2934888,2781696,11778597,2521351,2419588,2346891,2108873,9396703,0,0,0,0,0,0,0,0,0,0,2097365,1943977,1956592,1854464,7852398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,130429640200612.0,1304296402006.0,rtf06pf,0,0,10032.0,AMERICAN ACADEMY OF ARTS AND LETTERS,,633 W 155TH ST,NEW YORK,NY,10032-7501,0.0,3.0,2.0,193503.0,1.0,2.0,65.0,207.0,60.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A25,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.5795600000000001,PC,O,AR,A,,,A25,A
8189,131656673,200612,200743.0,29491279026197.0,,N,Y,0.0,1.0,2.0,8.0,5.0,3,119.0,146012,993,86114,52727,0,359596,61545,25550,701842,698034,3808,227485,82955,81283,10459382,62637,1637256,49113,1749006,142795,10459382,0,360672,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,56400,0,196234,503103,672484,113279,201935,113279,421820,4075,0,720245,10459382,0,10316587,1659,0,0,3700,0,0,0,12,2029,1659,7323286,0,81283,66631,85596,92577,326087,227485,224796,213558,218914,884753,0,0,0,0,0,0,0,0,0,0,240448,82743,79255,69589,472035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,131656673200612.0,1316566732006.0,rtf06pf,-2029,0,10036.0,NATIONAL SCULPTURE SOCIETY,,15TH FLOOR,NEW YORK,NY,10036-0000,0.0,3.0,2.0,193901.0,1.0,3.0,119.0,59.0,40.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A40,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.198,PC,O,AR,A,,,A40,A
8228,131873289,200612,200725.0,29491160217207.0,A50Z,N,Y,0.0,1.0,3.0,6.0,3.0,3,119.0,18200,106,50011,320570,0,0,0,86020,388889,165611,223278,141127,346279,0,2031926,210782,1466186,297668,1974636,753,2278314,0,107266,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,370689,0,79590,24409,55106,24409,0,13688,0,0,2278314,0,2031172,3463,0,0,2836,0,0,0,0,0,3463,2177982,103803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,131873289200612.0,1318732892006.0,rtf06pf,627,0,10017.0,BAGBY FOUNDATION FOR THE MUSICAL ARTS INC,,501 5TH AVE,NEW YORK,NY,10017-6107,0.0,3.0,1.0,194211.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A68,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.55861,PC,O,AR,A,,,A68,A
8238,131926551,200612,200739.0,29491251029047.0,,N,Y,0.0,1.0,3.0,8.0,8.0,3,119.0,0,0,536387,972946,0,1911,190000,1313950,1511244,1831249,-320005,1571088,1267004,0,17360425,4312514,10454315,0,14766829,450,17360425,0,843619,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1511244,0,517299,244240,257138,244240,0,0,0,1081688,17360425,0,17359975,12670,0,0,14093,0,10000,0,0,11423,12670,17129320,830949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006,131926551200612.0,1319265512006.0,rtf06pf,-11423,0,10017.0,HARKNESS FOUNDATION FOR DANCE INC,,145 E 48TH ST APT 26C,NEW YORK,NY,10017-1259,0.0,3.0,1.0,197903.0,1.0,4.0,119.0,0.0,0.0,1.0,13.0,0.0,1.0,12,,,0.0,N,,36061.0,5602.0,5600.0,,A62,,A,A,A,AR,AR,AR,IN,,PF,O,AR,A,0.35723,PC,O,AR,A,,,A62,A
8244,131947036,200504,200739.0,85491216000077.0,,N,N,0.0,1.0,3.0,1.0,4.0,3,119.0,38688,0,54,0,0,84630,0,0,123372,131510,-8138,35776,54,0,7676,0,2309,0,2309,47164,7676,0,403,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,54,84684,131510,0,35776,0,84684,4904,0,0,7676,0,-39488,0,0,0,0,0,0,0,0,0,0,8177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,2005,131947036200504.0,1319470362005.0,rtf06pf,0,0,10022.0,AMOR ARTIS INC,DAVID GOLDSMITH,410 E 57TH ST APT 8D,NEW YORK,NY,10022-3059,0.0,3.0,1.0,196311.0,1.0,15.0,119.0,59.0,0.0,1.0,13.0,0.0,20.0,4,,,0.0,N,,36061.0,5602.0,5600.0,,A99,,C,A,T,PU,OT,PU,IN,,PC,S,ZC,T,0.27048,PF,S,ZC,T,,,A99,A
