,EIN,NAME,SEC_NAME,ADDRESS,CITY,STATE,ZIP,ZIP5,CONTACT,NTEEIRS,SUBSECCD,FNDNCD,RULEDATE,ORGCD,ACCPER,ACTIV1,ACTIV2,ACTIV3,AFCD,CLASSCD,DEDUCTCD,EOSTATUS,FRCD,GEN,TAXPER,FISYR,SOIYR,STYEAR,subcd,CONT,PROGREV,INVINC,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,RENTINC,rntlexpnsreal,rntlexpnsprsnl,RENTEXP,rntlincreal,rntlincprsnl,NETRENT,SECUR,SALEOTHG,SALESEXP,SALEOTHE,SALESECN,SALEOTHN,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,SPEVTG,DIREXP,FUNDINC,INVENTG,GOODS,GRPROF,OTHINC,TOTREV2,TOTREV,GRREC,COMPENS,OTHSAL,PAYTAX,FUNDFEES,EXPS,NETINC,OTHCHGS,ASS_BOY,ASS_EOY,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,unsecurednotesend,LIAB_BOY,LIAB_EOY,RETE_BOY,RETEARN,NETA_BOY,FUNDBAL,Q78A,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,REASON,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,grsinc170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,txrevnuelevied509,srvcsval509,subtotsuppinc509,totsupp509,inPrior,inPriorSrc,taxperP,fisyrP,doccdP,contP,progrevP,duesP,invincP,netrentP,salesecnP,saleothnP,fundincP,grprofP,othincP,totrevP,expsP,netincP,compensP,othsalP,paytaxP,fundfeesP,DocCD,FileName,OUTNCCS,OUTREAS,NCCSKEY,NCCSKEY2,DLN,nteeFinal,nteeFinal1,FIPS,MSA_NECH,PMSA,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,NAICS,LONGITUDE,LATITUDE,censusTract,block,epostcard,SOURCE,KeyID,VERIFY,NetLandEstimate,NetLandCode,NetLandYr,InvOthEstimate,InvOthCode,InvOthYr,OthAsstEstimate,OthAsstCode,OthAsstYr,InvSecEstimate,InvSecCode,InvSecYr,CashEstimate,CashCode,CashYr,GovGtEstimate,GovGtCode,GovGtYr,DirSupEstimate,DirSupCode,DirSupYr,IndSupEstimate,IndSupCode,IndSupYr,NumEmpEstimate,NumEmpCode,NumEmpYr,ProffeesEstimate,ProffeesCode,ProffeesYr,OccuEstimate,OccuCode,OccuYr,InterEstimate,InterCode,InterYr,GrantEstimate,GrantCode,GrantYr,DepRecEstimate,DepRecCode,DepRecYr,CommEstimate,CommCode,CommYr,AssIndEstimate,AssIndCode,AssIndYr,compothestimate,compothcode,compothyr,EmpBenEstimate,EmpBenCode,EmpBenYr,SupplyEstimate,SupplyCode,SupplyYr,PensionEstimate,PensionCode,PensionYr,benmemestimate,benmemCode,benmemYr,othexpestimate,othexpCode,othexpYr,PayAfflEstimate,PayAfflCode,PayAfflYr
32002,651253907,NEW YORK MULTI-ARTS CENTER CONSORTIUM INC,,PO BOX 301,NEW YORK,NY,10276-0301,10276.0,,A70,3,15.0,200509.0,0.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201112,2011,2011,2011,,76353,16413,26,,,,,,,,,,,,,0,,0,,0,,,,,,,,0,0,0,0,0,0,0,92792,92792,92792,,,,,67592,25200,0.0,,38824,,,,,,,3717,,,,35107,N,0,0,,,7,384575,0,0,1567,16413,0,0,0,0,0,0,1,core2010pc,201012.0,2010.0,92.0,58907.0,22890.0,2335.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,84172.0,78574.0,5598.0,0.0,0.0,0.0,0.0,92,651253907_201112_990EZ,IN,,651253907201112,6512539072011,,A20,A,36061.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.14338,B,710000.0,,,,,0,core2011pc,0,,20057,ar,0.0,0,ar,0.0,0,ar,0,1359,ar,0,5829,ar,0,0,ez,2011,76353,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,67592,ez,2011,0,ez,2011
32376,680654976,THE@SANDBOX THEATER COMPANY INC,,191 SPRING ST APT 3,NEW YORK,NY,10012-3705,10012.0,NICHOLAS P REBER,A65,3,16.0,200807.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201212,2012,2012,2012,3.0,10000,2312,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,12317,12317,12317,0.0,0.0,0.0,0.0,44729,-32412,,62252.0,1417,0.0,0.0,0.0,0.0,0.0,0.0,0,62252.0,1417.0,62252.0,1417,N,0,0,0.0,0.0,9,0,0,0,0,0,150641,0,0,0,0,150663,1,core2011pc,201112.0,2011.0,93.0,15491.0,11296.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,26804.0,52619.0,-25815.0,0.0,0.0,0.0,0.0,93,680654976_201212_990,IN,,680654976201212,6806549762012,,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.5425800000000001,A,711110.0,,,,,0,rtf13_990_VER,83936,0,0,f1,2012.0,0,f1,2012.0,0,f1,2012,0,f1,2012,1417,f1,2012,0,j4,2008,10000,j4,2008,0,j4,2008,0,a,2012,0,f1,2012,21975,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,5976,f1,2012,0,f1,2012,5976,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,16778,f1,2012,0,f1,2012
34629,770720330,ALLIED CAPOEIRA ARTS INITIATIVE INC,,56 FORT WASHINGTON AVE,NEW YORK,NY,10032-4739,10032.0,,A23,3,15.0,200902.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,0,79121,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,79121,79121,79121,,,,,68143,10978,0.0,14638.0,25617,,,,,,0.0,0,,,14638.0,25617,N,0,0,,,9,0,0,0,0,0,0,196591,0,0,0,196591,1,core2011pc,201112.0,2011.0,93.0,2000.0,117469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119469.0,108128.0,11341.0,,,,,92,770720330_201212_990EZ,IN,,770720330201212,7707203302012,,A0161,A,36061.0,5602.0,5600.0,A016,A,PC,O,AR,A,A,1,AR,AR,AR,0.81443,A,813319.0,,,,,0,rtf13_990EZ_VER,37685,0,9840,ag,0.0,357,ag,0.0,15,ag,0,3760,ag,0,2135,ag,0,0,a,2012,0,a,2012,0,a,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,68143,ez,2012,0,ez,2012
35040,810551712,FRIENDS OF MATERIALS FOR THE ARTS INC,,33-00 NORTHERN BLVD 3RD FL,LONG ISLAND CITY,NY,11101-2221,11101.0,,A40,3,15.0,200209.0,1.0,6.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201206,2012,2011,2011,3.0,227038,110635,8612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,10404.0,10404.0,0.0,0.0,0.0,0.0,10404,10404,0,0,0,0,0,346285,346285,356689,15794.0,114703.0,12567.0,0.0,344629,1656,,788629.0,796585,0.0,0.0,0.0,0.0,0.0,6914.0,13214,0.0,0.0,781715.0,783371,N,0,0,0.0,0.0,7,1111953,0,0,70006,304567,0,0,0,0,0,0,1,core2011pc,201106.0,2011.0,93.0,253698.0,65570.0,0.0,8457.0,0.0,0.0,0.0,0.0,0.0,59.0,327784.0,269817.0,57967.0,14048.0,98699.0,10603.0,0.0,93,810551712_201206_990,IN,,810551712201206,8105517122012,,A40,A,36081.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.93622,B,710000.0,,,,,0,rtf13_990_VER,36646,0,11472,f1,2012.0,0,f1,2012.0,0,f1,2012,0,f1,2012,14732,f1,2012,0,o4,2008,227038,o4,2008,0,o4,2008,13,f1,2012,32199,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,19667,f1,2012,9373,f1,2012,0,f1,2012,9373,f1,2012,0,f1,2012,4134,f1,2012,0,f1,2012,0,f1,2012,136192,f1,2012,0,f1,2012
35563,841636816,ARZU INC,,475 PARK AVENUE SOUTH 31/FL,NEW YORK,NY,10016-6901,10016.0,RAICH ENDE MALTER & CO LLP,Q32,3,15.0,200406.0,1.0,12.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,2432756,0,583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,444529,208112,236417,0,2669756,2669756,2877868,0.0,671161.0,60717.0,0.0,1862455,807301,,957556.0,1388872,0.0,0.0,0.0,0.0,0.0,1133159.0,757174,0.0,0.0,-175603.0,631698,N,0,0,0.0,0.0,7,7305003,0,0,5565,2923708,0,0,0,0,0,0,1,core2011pc,201112.0,2011.0,93.0,553725.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,486909.0,0.0,1040886.0,2053170.0,-1012284.0,0.0,842258.0,76514.0,0.0,93,841636816_201212_990,IN,,841636816201212,8416368162012,,A40,A,36061.0,5602.0,5600.0,A40,A,PC,O,AR,A,A,1,AR,AR,AR,0.2793,A,710000.0,,,,,0,rtf13_990_VER,56268,0,55328,f1,2012.0,0,f1,2012.0,10302,f1,2012,0,f1,2012,0,f1,2012,1919601,j4,2008,513155,j4,2008,0,j4,2008,15,f1,2012,45737,f1,2012,0,f1,2012,0,f1,2012,3722,f1,2012,56086,f1,2012,140775,f1,2012,0,f1,2012,140775,f1,2012,23203,f1,2012,94460,f1,2012,0,f1,2012,148699,f1,2012,617895,f1,2012,0,f1,2012
35581,841681865,M GRAY MUSIC ACADEMY,,420 LEXINGTON AVE RM 402,NEW YORK,NY,10170-0499,10170.0,TRIBECA BUS MGMT,A68,3,15.0,200507.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,,0,0,0,,,,,,,,,,,,,0,,0,,0,,,,,,,,0,0,0,0,0,0,10,10,10,10,,,,,1936,-1926,0.0,,1262,,,,,,,66033,,,,-64771,N,0,0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,92,841681865_201112_990EZ,IN,,841681865201112,8416818652011,,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.24633000000000002,A,611610.0,,,,,0,core2011pc,0,,506,ar,0.0,0,ar,0.0,0,ar,0,170,ar,0,162,ar,0,0,a,2011,0,a,2011,0,a,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,0,ez,2011,1936,ez,2011,0,ez,2011
36085,870768793,ART CONNECTS NEW YORK INC,,491 BROADWAY APT 5,NEW YORK,NY,10012-4412,10012.0,DONALD GALLIGAN,A51,3,15.0,200807.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,10.0,0.0,201212,2012,2012,2012,3.0,138621,3492,0,,,,,,,,,,,,,0,,0,,0,0.0,6075.0,,,0.0,,,6075,7018,-943,0,0,0,500,141670,141670,148688,,,,,113434,28236,0.0,29867.0,58497,,,,,,4388.0,4782,,,25479.0,53715,N,0,0,,,7,329164,0,0,0,-2992,0,0,0,0,0,0,1,core2011pc,201112.0,2011.0,92.0,106485.0,10325.0,0.0,0.0,0.0,0.0,0.0,-15866.0,0.0,50.0,100994.0,99540.0,1454.0,,,,,92,870768793_201212_990EZ,IN,,870768793201212,8707687932012,,A90,A,36061.0,5602.0,5600.0,A90,A,PC,O,AR,A,A,1,AR,AR,AR,0.055810000000000005,A,813219.0,,,,,0,rtf13_990EZ_VER,104578,0,26564,ar,0.0,0,ar,0.0,0,ar,0,6385,ar,0,3118,ar,0,0,ez,2012,138621,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,113434,ez,2012,0,ez,2012
36097,870806633,POWER TO THE PEACFUL INC,,16 WEST 22ND ST 2ND FLOOR,NEW YORK,NY,10010-5803,10010.0,MICHAEL FRANTI,A20,3,15.0,201002.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201212,2012,2012,2012,3.0,21720,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1679,23404,23404,23404,0.0,0.0,0.0,0.0,28356,-4952,,7028.0,1941,0.0,0.0,0.0,0.0,0.0,135.0,0,6893.0,1941.0,6893.0,1941,N,0,0,0.0,0.0,9,0,0,0,0,0,23320,141032,0,0,0,164352,1,core2011pc,201112.0,2011.0,93.0,0.0,3128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3128.0,27616.0,-24488.0,0.0,0.0,0.0,0.0,93,870806633_201212_990,IN,,870806633201212,8708066332012,,A20,A,36061.0,5602.0,5600.0,A20,A,PC,O,AR,A,A,1,AR,AR,AR,0.89556,B,710000.0,,,,,0,rtf13_990_VER,279724,0,0,f1,2012.0,0,f1,2012.0,0,f1,2012,0,f1,2012,1941,f1,2012,1818,ar,0,19902,ar,0,0,ar,0,0,a,2012,135,f1,2012,900,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,200,f1,2012,0,f1,2012,200,f1,2012,0,f1,2012,39,f1,2012,0,f1,2012,0,f1,2012,27082,f1,2012,0,f1,2012
36781,912138597,ARMENIAN GENERAL BENVOLENT UNION,GROUP RETURN,55 E 59TH ST,NEW YORK,NY,10022-1112,10022.0,,A230,3,15.0,195911.0,1.0,12.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,30.0,3313.0,201212,2012,2012,2012,3.0,0,0,179027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200156.0,0,200156.0,-156,0.0,-156,-156.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,178871,178871,379027,0.0,0.0,0.0,0.0,194719,-15848,,9864617.0,9848769,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9864617.0,9848769,N,0,0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,0,0,1,core2011pc,201112.0,2011.0,93.0,0.0,0.0,0.0,232537.0,0.0,-19520.0,0.0,0.0,0.0,0.0,213017.0,191569.0,21448.0,0.0,0.0,0.0,0.0,93,912138597_201212_990,IN,,912138597201212,9121385972012,,A23,A,36061.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.98362,A,710000.0,,,,,0,rtf13_990_VER,84600,0,0,f1,2012.0,0,f1,2012.0,0,f1,2012,9848769,f1,2012,0,f1,2012,0,a,2012,0,a,2012,0,a,2012,0,a,2012,17895,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,0,f1,2012,176824,f1,2012
38516,133311277,LA GRAN SCENA OPERA CO DI NEW YORK INC,,211 EAST 11TH STREET,NEW YORK,NY,10003-7321,10003.0,IRA SIFF,A6A0,3,15.0,198602.0,1.0,6.0,90.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201206,2012,2011,2011,3.0,0,0,5,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,5,5,5,,,,,61477,-61472,0.0,0.0,1,,,,,,0.0,0,,,0.0,0,N,0,0,,,7,60185,0,0,7171,67356,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,92,133311277_201206_990EZ,IN,,133311277201206,1333112772012,,A6A,A,36061.0,5602.0,5600.0,A6A,A,PC,O,AR,A,A,1,AR,AR,AR,0.11688,A,711130.0,,,,,0,rtf13_990EZ_VER,33364,0,0,ar,0.0,0,ar,0.0,0,ar,0,0,ar,0,0,ar,0,0,a,2012,0,a,2012,0,a,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,61477,ez,2012,0,ez,2012
38543,204809425,SQUARE PEG PRODUCTIONS INC,,143 READE ST STE 8C,NEW YORK,NY,10013-3826,10013.0,SARA MERCER,A65,3,15.0,200702.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,20.0,0.0,201204,2012,2011,2011,3.0,0,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,0,0,0,,,,,500,-500,500.0,0.0,1,,,,,,0.0,0,,,0.0,0,N,0,0,,,7,10759,0,0,0,16054,0,0,0,0,0,0,1,core2012pc,201104.0,2011.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,92,204809425_201204_990EZ,IN,,204809425201204,2048094252012,,A65,A,36061.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.82081,B,711110.0,,,,,0,rtf13_990EZ_VER,33458,0,0,ar,0.0,0,ar,0.0,0,ar,0,0,ar,0,0,ar,0,0,a,2012,0,a,2012,0,a,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,0,ez,2012,500,ez,2012,0,ez,2012
38549,205987743,CULTURA HUNGARICA FOUNDATION INC,,141 E 88TH ST STE APT 6-F,NEW YORK,NY,10128-2248,10128.0,RITA HORVATH,A70,3,15.0,200706.0,1.0,12.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,0,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,0,0,0,,,,,216,-216,0.0,0.0,4425,,,,,,0.0,0,,,0.0,4425,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,93,No Exact Image Match (JAN13),IN,,205987743201112,2059877432011,,A70,A,36061.0,5602.0,5600.0,A70,A,PC,O,AR,A,A,1,AR,AR,AR,0.7263,B,710000.0,,,,,0,rtf13_990EZ_VER,177606,0,1700,ag,0.0,62,ag,0.0,3,ag,0,649,ag,0,369,ag,0,0,a,2011,0,a,2011,0,a,2011,0,aa,2011,25,ag,0,20,ag,0,1,ag,0,15,ag,0,10,ag,0,13,ag,0,1,ag,0,13,ag,0,2,ag,0,12,ag,0,1,ag,0,0,ag,0,113,ag,0,0,ag,0
38562,237379876,LOWER EAST SIDE COMMUNITY MUSIC WORKSHOP INC,,95 AVENUE B APT 1,NEW YORK,NY,10009-6280,10009.0,,,3,16.0,197407.0,1.0,12.0,90.0,119.0,149.0,3.0,2.0,1.0,1.0,20.0,0.0,201112,2011,2011,2011,3.0,3000,16443,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,19443,19443,19443,,,,,18709,734,0.0,0.0,19000,,,,,,0.0,0,,,0.0,19000,N,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,93,No Exact Image Match (JAN13),IN,,237379876201112,2373798762011,,A6E,A,36061.0,5602.0,5600.0,A6E,A,PC,O,AR,A,A,1,AR,AR,AR,0.36766,A,611610.0,,,,,0,rtf13_990EZ_VER,175494,0,7623,ar,0.0,0,ar,0.0,0,ar,0,2559,ar,0,2434,ar,0,530,ar,0,2374,ar,0,96,ar,0,0,aa,2011,2750,ar,0,1420,ar,0,31,ar,0,108,ar,0,327,ar,0,1459,ar,0,238,ar,0,1459,ar,0,76,ar,0,731,ar,0,46,ar,0,35,ar,0,11053,ar,0,0,ar,0
39263,133563705,INSTITUTE FOR MULTICULTURAL COMMUNICATIONS COOP & DEVELOP,,1569 BRUCKNER BLVD APT 12H,BRONX,NY,10472-6432,10472.0,,A230,3,15.0,199101.0,1.0,6.0,124.0,0.0,0.0,3.0,1000.0,1.0,1.0,2.0,0.0,201306,2013,2012,2012,3.0,0,0,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,0,0,0,,,,,8372,-8372,0.0,25223.0,2505,,,,,,55366.0,41020,,,-30143.0,-38515,N,0,0,,,7,88300,0,0,17,0,0,0,0,0,0,0,1,core2012pc,201206.0,2012.0,92.0,13000.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13002.0,18557.0,-5555.0,,,,,92,133563705_201306_990EZ,IN,,133563705201306,1335637052013,29492004078184.0,A23,A,36005.0,5602.0,5600.0,A23,A,PC,O,AR,A,A,1,AR,AR,AR,0.09009,A,710000.0,,,,,0,rtf13_990EZ_VER,1295,0,1294,ar,0.0,0,ar,0.0,0,ar,0,88,ar,0,376,ar,0,0,a,2013,0,a,2013,0,a,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,8372,ez,2013,0,ez,2013
39344,111814126,NATIONAL ART LEAGUE,,4421 DOUGLASTON PKWY,DOUGLASTON,NY,11363-1843,11363.0,,,3,16.0,195801.0,1.0,6.0,119.0,59.0,0.0,3.0,2000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,6185,47721,79,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,100,54086,54086,54086,,,,,32955,21131,0.0,113195.0,163115,,,,,,0.0,0,,,113195.0,163115,N,0,0,,,9,0,0,0,0,0,88543,171204,0,0,643,260390,1,core2012pc,201206.0,2012.0,92.0,4715.0,44881.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,50.0,49736.0,32095.0,17641.0,,,,,92,111814126_201306_990EZ,IN,,111814126201306,1118141262013,29492004098004.0,A0326,A,36081.0,5602.0,5600.0,A032,A,PC,O,AR,A,A,1,AR,AR,AR,0.62621,A,813920.0,,,,,0,rtf13_990EZ_VER,1592,0,62656,ag,0.0,2276,ag,0.0,97,ag,0,23939,ag,0,13594,ag,0,0,ez,2013,6185,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,32955,ez,2013,0,ez,2013
39363,133136555,CENTER STAGE COMMUNITY PLAYHOUSE,,PO BOX 138,BRONX,NY,10461-0138,10461.0,DONNA BELLONE,A650,3,16.0,198612.0,1.0,8.0,90.0,0.0,0.0,3.0,2000.0,1.0,1.0,2.0,0.0,201308,2013,2012,2012,3.0,11480,1902,0,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,13382,13382,13382,,,,,13667,-284,0.0,668.0,383,,,,,,0.0,0,,,668.0,383,N,0,0,,,7,154952,0,0,0,0,0,0,0,0,0,0,1,core2012pc,201208.0,2012.0,92.0,14460.0,7425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,21970.0,23997.0,-2027.0,,,,,92,133136555_201308_990EZ,IN,,133136555201308,1331365552013,29492004101114.0,A65,A,36005.0,5602.0,5600.0,A65,A,PC,O,AR,A,A,1,AR,AR,AR,0.62971,A,711110.0,,,,,0,rtf13_990EZ_VER,1653,0,154,ar,0.0,0,ar,0.0,0,ar,0,52,ar,0,49,ar,0,0,ez,2013,11480,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,13667,ez,2013,0,ez,2013
39475,112532555,PROVIDENCE PRODUCTIONS INTERNATIONAL INCORPORATED,,115 MONTAGUE ST APT 8C,BROOKLYN,NY,11201-3439,11201.0,,A600,3,16.0,198403.0,1.0,6.0,998.0,0.0,0.0,3.0,1000.0,1.0,1.0,1.0,0.0,201306,2013,2012,2012,3.0,85500,51200,7,,,,,,,,,,,,,0,,0,,0,0.0,0.0,,,0.0,,,0,0,0,0,0,0,0,136707,136707,136707,,,,,45076,91631,0.0,7475.0,102855,,,,,,0.0,0,,,7475.0,102855,N,0,0,,,9,0,0,0,0,0,322560,249082,0,0,75,322635,1,core2012pc,201206.0,2012.0,93.0,15785.0,45332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61121.0,72999.0,-11959.0,,,,,92,112532555_201306_990EZ,IN,,112532555201306,1125325552013,29492004136034.0,A60,A,36047.0,5602.0,5600.0,A60,A,PC,O,AR,A,A,1,AR,AR,AR,0.25739,A,711100.0,,,,,0,rtf13_990EZ_VER,2155,0,41268,ar,0.0,0,ar,0.0,0,ar,0,13854,ar,0,13177,ar,0,0,ez,2013,85500,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,0,ez,2013,45076,ez,2013,0,ez,2013
