,fincheckv,VerifyBy,STYEAR,EIN,NAME,STATE,NTEE1,NTEECC,ADDRESS,CITY,ZIP5,ZIP,FIPS,MSA_NECH,PMSA,TAXPER,FisYr,OUTNCCS,OUTREAS,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,NTEESRC,MAJGRPB,ACTIV,ACTIV1,ACTIV2,ACTIV3,P1INTREV,P1DIVID,P1NGASTS,P1TCONT,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P1GRENTS,P6DOMORG,P7POLIT,P1INVRV,P7LIQUID,P1NADJRV,P7POFCLM,P1ADMEXP,P7DISSAL,P7DISBOR,P1INVEXP,P7DISSER,P1CHAEXP,P7DISPAY,P1TINVEX,P7DISTRA,P1TADJEX,P7PAYGVT,P2CASHBV,P7UNDINC,P2MORTG,P7BUSINT,P2EYOTIN,P7JEOINV,P2EYASST,P7PROPAG,P2MTGNTS,P7ELECT,P3EYTFND,P7INDGRT,P6TX4940,P7ORGGRT,P6TX511,P7OTHPUR,P6TXSUBA,P6ESTTX,P6TEXCTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,NTEE,RULEDATE,FNDNCD,FRCD,AFCD,ARED,CONTACT,SEC_NAME,GEN,DISTRICT,LEVEL1,LEVEL2,LEVEL3,LEVEL4,CLASSCD,DEDUCTCD,ORGCD,P1GOODS,DLN,ARC,RandNum,ACCPER,TFLD,P6TXRFD,CALC4940,V1P6TX49,verify,V1P1TOTR,verfail,V1P1TOTE,V1P1EXCR,V1P1NETI,V1P1NADI,V1P3EYTF,V1P6TEXC,V1P14NAD,V1P14TNA,V1P14TQD,V1P14TAS,V1P14T49,V1P14TEN,V1P14TTS,V1P14TPS,V1P14TGI,V1P10MIR,VGOFCOMP,VGADMEXP,VGCONTPD,VGINVEXP,VGCHAEXP,VGTINVEX,VGTADJEX,VGTEXMEX,VGCASHBV,VGGVTINV,VGCRPSTK,VGCRPBND,VGMORTG,VGEYOTIN,VGMTGNTS,VGTASFMV,VGTOTAST,VGTASST,VIDIVID,VINGASTS,VIOTHINC,VITCONT,VIINTREV,VIGRENTS,VIGINVPF,VMREVEXP,VMASSETS,VMPOFCLM,nteeConf,stateOld1,zip5Old1,cityOld1,SOURCE,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1
10346,,,2002,134073167,YOUNG FOUNDATION,NY,A,A11,1088 PARK AVE,NEW YORK,10128.0,10128-1132,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,2,463,865,100106,0,0,0,60400,101436,60400,41036,60400,44302,0,79286,0,50089,0,50089,0,77435,0,1770,N,0,Y,N,44302,N,0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,77435,N,0,N,79286,N,443,N,0,N,0,796,443,0,0,0,0,353,35935,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A11,200002.0,4.0,1.0,3.0,0.0,JOHN YOUNG,YOUNG JOHN TTEE,0.0,13.0,PF,S,ZA,A,1.0,1.0,2.0,0,2,-5,0.8009890000000001,12,-353,0,443,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,7,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10128.0,NEW YORK,core2002pf_ver1,PF,S,ZA,A,IN,,A11,A
10348,,,2002,134074036,A CHILDS VOICE INC,NY,A,A6C,225 BROADWAY STE 1806,NEW YORK,10007.0,10007-3001,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,20,0,0,97288,0,0,0,0,97308,100643,-3335,100643,20,20,12793,0,0,0,0,0,12793,0,832,N,0,Y,N,20,N,20,Y,100643,N,N,0,N,100643,N,0,N,0,N,12793,N,0,N,0,N,12793,N,0,N,12793,N,0,N,0,N,0,0,0,0,0,0,0,0,16883,0,20,54,64,18,156,100643,77059,11771,10178,199651,12793,16128,13133,14840,56894,0,0,0,0,0,555,485,335,451,1826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A6C,199910.0,3.0,1.0,3.0,0.0,ALBERT KALTER,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.7858350000000001,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10007.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A6C,A
10362,,,2002,134077058,POLISH ARMY VETERANS ASSOCIATION OF AMERICA FOUNDATION INC,NY,A,A80,119 E 15TH ST,NEW YORK,10003.0,10003-2392,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,9378,0,0,0,0,9378,19382,-10004,0,3118,0,-10004,0,0,0,0,0,1,0,0,N,0,N,N,3118,N,0,N,19382,N,N,0,N,0,N,0,N,0,N,178175,N,0,N,0,N,0,N,0,N,-10004,N,0,N,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A80,200003.0,4.0,1.0,3.0,0.0,KAZIMIERZ S RASIEJ,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.10789100000000001,12,0,0,62,7.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10003.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,W30,W
10381,,,2002,134080444,PARNASSUSWORKS FOUNDATION,NY,A,A11,425 E 58TH ST,NEW YORK,10022.0,10022-2300,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,74000,0,0,0,0,74000,4125,69875,2365,0,0,221164,0,0,0,0,1000,221164,0,2574,N,0,N,N,0,N,0,Y,4125,N,N,0,N,2365,N,0,N,0,N,50012,N,0,N,0,N,221164,N,0,N,220164,N,0,N,0,N,0,0,0,0,0,0,0,0,52271,0,1,0,0,0,1,87255,20540,86150,0,193945,1,0,0,0,1,0,0,0,0,0,1716,2576,1887,0,6179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A11,200001.0,3.0,1.0,3.0,0.0,RICHARD A RIFKIND,,0.0,13.0,PF,S,ZA,A,2.0,1.0,2.0,0,2,-5,0.9119520000000001,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,S,ZA,A,IN,,A11,A
10554,,,2001,134101047,EXEMPLARY FILMS INC,NY,A,A31,360 MADISON AVE,NEW YORK,10017.0,10017-7111,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,0,0,0,34500,0,0,95671,-95671,0,0,0,32428,0,0,0,0,0,32428,0,3953,N,0,N,N,0,N,0,Y,95671,N,N,0,N,0,N,0,N,0,N,7033,N,0,N,0,N,32428,N,0,N,32428,N,0,N,0,N,0,0,0,0,0,0,0,0,80264,0,-95593,128099,0,0,32506,0,0,0,0,0,32428,128099,0,0,160527,0,0,0,0,0,2635,0,0,0,2635,0,188532,0,0,188532,0,0,0,0,0,146,7895,0,0,8041,A31,200208.0,3.0,1.0,3.0,0.0,BERDON LLP,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.9091110000000001,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,1,1,1,1,1,1,1,1,U,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,C,NY,10017.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A31,A
10567,,,2001,134105372,AMERICAN STUDIO THEATER INC,NY,A,A65,114 W 47TH ST TAXRGR,NEW YORK,10036.0,10036-1510,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,11660,0,2234,0,0,13894,9790,4104,9790,0,2234,3955,0,0,0,0,0,3955,0,286,N,0,N,N,0,N,2234,Y,9790,N,N,0,N,9790,N,0,N,0,N,3955,N,0,N,0,N,3955,N,0,N,3955,N,0,N,0,N,0,0,0,0,0,0,0,0,5805,0,286,53,0,0,339,9790,16901,0,0,26691,1,0,0,0,1,0,0,0,0,0,191,35,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A65,200205.0,3.0,1.0,3.0,0.0,US TRUST COMPANY OF NEW YORK,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.614957,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,C,NY,10036.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A6E,A
10570,,,2002,134106981,BASEBALL ORAL HISTORY PROJECT FOUNDATION,NY,A,A80,477 MADISON AVE,NEW YORK,10022.0,10022-5802,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,2639,0,0,0,0,0,0,2639,55800,-53161,52297,2350,0,148936,0,0,0,0,0,148936,0,8644,N,0,Y,N,2639,N,2639,N,55800,N,N,289,N,52297,N,289,N,2639,N,148936,N,0,N,0,N,148936,N,0,N,148936,N,24,N,0,N,0,200,24,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A80,200201.0,4.0,1.0,3.0,0.0,YOHALEM GILLMAN & CO LLP,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.029634300000000002,12,-176,0,24,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,7,0.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,C,NY,10022.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,N63,N
10592,,,2001,134115047,SAUL STEINBERG FOUNDATION,NY,A,A99,145 E 57TH ST,NEW YORK,10022.0,10022-2141,36061.0,5602.0,5600.0,200203,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,697,28884,-28554,0,0,57728,19077,0,58755,209853,-151098,142416,26976,26976,8453710,1221618,0,0,1221618,0,8286475,0,55756,N,0,Y,N,29581,N,87309,Y,209853,N,N,2605,N,142416,Y,2605,N,60333,N,0,N,0,N,0,N,8286475,N,0,N,8453710,N,270,N,0,N,0,3600,270,0,400,0,0,1000,1132094,0,26976,36762,0,0,63738,142416,69926,0,0,212342,8286475,8432101,0,0,16718576,7226879,7242096,0,0,14468975,37171,24508,0,0,61679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A25,200006.0,3.0,1.0,3.0,0.0,JOHN SILBERMAN ASSOCIATES,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.338717,3,-3730,2730,270,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,U,2.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10022.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A25,A
10670,GS,JDD,2002,134138655,COMMISSION FOR ART RECOVERY INC,NY,A,A99,767 FIFTH AVE 46TH FLR,NEW YORK,10153.0,10153-0023,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,855000,0,0,0,50000,855000,1078667,-223667,895759,0,0,49936,0,0,0,0,399409,1,0,3653,N,0,N,N,0,N,0,N,1028667,N,N,0,N,845759,N,0,N,0,N,49936,N,0,N,0,N,0,N,0,N,-349473,N,0,N,0,N,0,0,0,0,0,0,0,0,74167,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20,200102.0,3.0,1.0,3.0,0.0,ANDREW L JAGODA,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.373159,12,0,0,0,1.0,M,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,U,U,U,U,U,U,U,U,7,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10153.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A20,A
10699,,,2001,134145549,JOHN ROSSELLI FOUNDATION,NY,A,A99,523 E 73RD ST,NEW YORK,10021.0,10021-4003,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,74,0,0,138770,0,0,0,77466,138844,79750,59094,77466,74,0,59094,0,48750,0,48750,0,59094,0,611,N,0,N,N,74,N,0,N,2284,N,N,0,N,0,N,0,N,0,N,10344,N,0,N,0,N,59094,N,0,N,59094,N,0,N,0,N,0,0,0,0,0,0,0,0,12411,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A12,200112.0,15.0,10.0,3.0,200412.0,KUPPERSMITH MOTTEL & CO LLP,,0.0,13.0,PC,O,AR,A,1.0,1.0,1.0,0,2,-5,0.135506,12,0,0,1,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10021.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A12,A
10777,,,2001,134156715,INDIAN DIAMOND & JEWELRY CHARITABLE FUND OF NY INC,NY,A,A99,60 E 42ND ST STE 2536,NEW YORK,10165.0,10165-2599,36061.0,5602.0,5600.0,200112,2001,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,64,26497,0,1338258,0,0,0,1050000,1364819,1062387,302432,1050000,22998,0,302432,0,0,0,0,0,302432,0,35184,N,0,N,N,26561,N,0,N,12387,N,N,3563,N,0,N,3563,N,0,N,302432,N,0,N,0,N,302432,N,0,N,302432,N,460,N,0,N,0,0,460,0,0,3479,0,0,714387,34724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A12,200107.0,4.0,1.0,3.0,0.0,NORMAN J TANNENBAUM,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.986519,12,-3019,3019,460,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,4,0.0,2.0,2.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10165.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A23,A
10797,,,2001,134165975,FRIENDS OF RINRI KENKYUSHO OF NEW YORK INC,NY,A,A99,28 W 44TH ST STE 1507,NEW YORK,10036.0,10036-6600,36061.0,5602.0,5600.0,200208,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,0,0,0,112025,0,0,39787,3022,112025,113722,-1697,108183,0,0,14140,0,0,0,0,6000,14140,0,736,N,0,N,N,0,N,0,Y,110700,N,N,0,N,105161,N,0,N,110700,N,9260,N,0,N,0,N,14140,N,0,N,8140,N,0,N,0,N,0,0,0,0,0,0,0,0,14937,0,736,0,0,0,736,108183,60024,0,0,168207,14140,15837,0,0,29977,14140,15837,0,0,29977,0,0,0,0,0,112025,75931,0,0,187956,112025,75931,0,0,187956,0,0,0,0,0,A23,200112.0,3.0,1.0,3.0,0.0,EMIKO AKUTAGAWA LINDSAY,RINRI TOMO-NO-KAI,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.07611799999999999,8,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,1,1,1,1,1,1,1,1,U,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10036.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A1170,A
10829,,,2002,134181214,MALEVICH SOCIETY,NY,A,A25,2 PARK AVE,NEW YORK,10016.0,10016-5675,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,8117,0,0,0,0,0,0,46000,8117,88836,-80719,85357,4638,0,917388,0,0,0,0,0,917388,0,47414,N,0,Y,N,8117,N,0,N,42836,N,N,3479,N,39357,N,3479,N,0,N,1880,N,0,N,0,N,917388,N,0,N,917388,Y,46,N,0,N,0,0,46,0,0,0,0,0,962714,47368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A25,200201.0,4.0,1.0,3.0,0.0,LAWRENCE KAYE TRUSTEE,,0.0,13.0,PF,O,AR,A,2.0,1.0,1.0,0,2,-5,0.562112,12,46,0,46,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,3,0.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,4.0,C,NY,10016.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A25,A
10831,,,2002,134182614,HARRIET AND ESTEBAN VICENTE FOUNDATION,NY,A,A99,501 FIFTH AVE STE 1803,NEW YORK,10017.0,10017-6189,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,0,0.0,0.0,0.0,7,0,0,6000,0,0,0,0,6007,1203,4804,745,0,0,4804,0,0,0,0,0,4804,0,80,N,0,N,N,7,N,0,N,1203,N,N,458,N,745,N,458,N,0,N,4804,N,0,N,0,N,4804,N,0,N,4804,N,0,N,0,N,0,0,0,0,0,0,0,0,1634,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A20,200111.0,4.0,1.0,3.0,0.0,ROBERT S WARSHAW,,0.0,13.0,PF,O,AR,A,1.0,1.0,1.0,0,2,-5,0.0971967,12,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,1,0.0,3.0,0.0,3.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10017.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,A20,A
10969,,,2000,136019220,POETRY SOCIETY OF AMERICA,NY,A,A70,15 GRAMERCY PARK,NEW YORK,10003.0,10003-1705,36061.0,5602.0,5600.0,200109,2001,IN,,3,AR,AR,AR,1,A,119,119.0,0.0,0.0,17506,0,0,395263,0,86479,66652,0,499248,488575,10673,394879,9978,15478,3443151,0,0,0,0,9007,3473851,0,168555,N,0,N,N,17506,N,103985,N,488575,N,N,7528,N,394879,N,7528,N,88507,N,49992,N,0,N,0,N,3473851,N,0,N,3434144,N,200,N,0,N,0,0,200,0,0,0,0,0,3422441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A70,193705.0,15.0,10.0,3.0,0.0,,,0.0,13.0,PC,O,AR,A,1.0,1.0,5.0,0,2,-5,0.7041229999999999,9,0,0,200,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,U,U,U,U,U,U,U,U,7,2.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10003.0,NEW YORK,core2002pf_ver1,PF,O,AR,A,IN,,A0370,A
13017,,,2001,137061011,WEISS MEMORIAL FOUNDATION TR,NY,A,A11,440 PARK AVE,NEW YORK,10016.0,10016-8012,36061.0,5602.0,5600.0,200206,2002,IN,,3,AR,AR,AR,1,A,60,60.0,0.0,0.0,0,0,0,34500,0,0,0,0,34500,1790,32710,120,197,1790,275087,0,0,0,0,0,275087,0,14096,N,0,N,N,0,N,0,Y,1790,N,N,197,Y,120,N,-197,N,-1790,N,1378,N,0,N,0,N,331781,N,0,N,275087,N,0,N,0,N,0,0,0,0,0,0,0,0,286206,0,1,0,0,0,1,34675,60474,68401,69238,232788,297280,264571,197794,144725,904370,297280,264571,197794,144725,904370,9402,6830,5556,3689,25477,34500,69000,70400,71000,244900,34500,69000,70400,71000,244900,0,0,0,0,0,A50I,199701.0,3.0,1.0,3.0,0.0,EUGENE STOLER CPA KONIGSBERG WOLF,WEISS HERBERT TTEE,0.0,13.0,PF,S,ZA,A,1.0,1.0,2.0,0,2,-5,0.528809,6,0,0,0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7,1,1,1,1,1,1,1,1,U,0.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,N,NY,10016.0,NEW YORK,core2002pf_ver1,PF,S,ZA,A,IN,,A50,A
13074,GS,,2002,137091348,LEO BRONSTEIN TRUST UW ELEANOR L WOLFF,NY,A,A70,157 E 71ST ST STE 3R,NEW YORK,10021.0,10021-4309,36061.0,5602.0,5600.0,200212,2002,IN,,3,AR,AR,AR,1,A,92,92.0,119.0,602.0,745,0,0,0,0,0,0,0,745,32902,-32157,30929,745,0,42246,0,0,0,0,0,42246,0,2846,N,0,N,N,745,N,0,N,32902,N,N,0,N,30929,N,0,N,0,N,0,N,0,N,0,N,42246,N,0,N,42246,N,15,N,0,N,0,0,15,0,0,0,0,0,57782,2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A76Z,199701.0,4.0,1.0,3.0,0.0,KATHRYN K SOMAN,,0.0,13.0,PF,O,AR,A,3.0,1.0,2.0,0,2,-5,0.8261459999999999,12,15,0,15,1.0,M,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,2,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,4.0,4.0,N,NY,10021.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,T22,T
13102,YI.,JDD,2002,137100859,THE JAMES E AND PATRICIA D CAYNE CHARITABLE TRUST,NY,A,A99,383 MADISON AVE,NEW YORK,10179.0,10179-0001,36061.0,5602.0,5600.0,200305,2003,IN,,3,AR,AR,AR,1,A,602,602.0,0.0,0.0,644,177619,1882869,0,0,0,0,2444048,2061132,2471592,-410460,2444883,2061132,0,730422,0,682526,0,682526,0,19691089,0,838475,N,0,Y,N,2061132,N,0,N,27544,N,N,0,N,835,N,0,N,0,N,47896,N,0,N,0,N,19691089,N,0,N,730422,N,20611,N,0,N,0,20550,20611,0,0,0,0,0,17024880,817864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A99Z,199704.0,4.0,1.0,3.0,0.0,JAMES E CAYNE BEAR STEARNS & CO,,0.0,13.0,PF,O,AR,A,1.0,1.0,2.0,0,2,-5,0.21721,5,61,0,20611,1.0,M,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,U,U,U,U,U,U,U,U,4,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,4.0,N,NY,10179.0,NEW YORK,core2002pf_ver1,PF,S,AR,A,IN,,T22,T
