,EIN,TAXPER,CYCLE,DLN,NTEEIRS,STYEAR,CONT,DUES,SECUR,SALESEXP,INVINC,SOLICIT,GOODS,GRPROF,SALES,GRINC,GRREC,EXPS,FUNDBAL,COMPENS,FUNDFEES,ASS_BOY,ASS_EOY,LIAB_BOY,LIAB_EOY,RETEARN,POLPURP,LEGEXP,GRROOT,INFLEXP,EXGRROOT,EXLOBEXP,RENTEXP,DIREXP,PROGREV,FUNDINC,OTHINC,VERIFY,TOTREV,TOTREV2,NETRENT,SALESECN,SALEOTHG,SALEOTHE,SALEOTHN,SPEVTG,INVENTG,NETINC,OTHCHGS,OTHSAL,PAYTAX,BOND_BOY,BOND_EOY,MRTG_BOY,MRTG_EOY,NETA_BOY,INITFEES,GRRECPUB,GRRECMEM,GRRECOTH,SAVINT,SECINC,RENTINC,OTHINVST,LOBOTH,LOBNOTAX,GRTNONTX,CONT4,DUES4,GRREC4,INVINC4,TAXREV4,GVTSRV4,OTHINC4,INCPURP4,SUBSECCD,REASON,TOTLOB,RETE_BOY,ACTIV,CODE990,FISYR,Q78A,ZIP,ZIP5,NCCSKEY,NCCSKEY2,ACCPER,ACTIV1,ACTIV2,ACTIV3,ADDRESS,AFCD,ARED,CITY,CLASSCD,CONTACT,DEDUCTCD,DISTRICT,FNDNCD,FRCD,GEN,NAME,ORGCD,RULEDATE,SEC_NAME,STATE,SOURCE,RASCD,RREVCD,RINCCD,REXPCD,verfail,vMagS,vMagP,NTEECC,NteeCC4d,NTEEconf,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,ntmaj10,ntmaj12,ntmaj5,RandNum,FIPS,MSA_NECH,PMSA,NteeOldB,LEVEL1old20090616,LEVEL2old20090616,LEVEL3old20090616,LEVEL4old20090616,OUTNCCSold20090616,OUTREASold20090616,nteeFinal,nteeFinal1,NAICS,DocCd
12593,133975917,200512,200704.0,29490006129067,,2005,0,18951,0,0,0,0,0,0,5220019,5220019,5238970,0,23455309,0,0,24475889,23752966,277054,297657,-4560691,0,0,0,0,0,0,3265203,0,0,0,0,,1973767,1973767,1954816,0,0,0,0,0,0,1973767,-2717293,0,0,0,0,0,0,24198835,0,0,0,0,0,0,5220019,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,-3817165,912,1,2005,N,10020-1104,10020.0,133975917200512.0,1339759172005.0,12,912.0,0.0,0.0,1251 AVE OF THE AMERICAS 35TH FLR,3.0,0.0,NEW YORK,1.0,SENTINEL REALTY ADVISORS CORP,2.0,13.0,0.0,10.0,0.0,CRYSTAL CREEK INVESTMENT GROUP INC,1.0,199809.0,,NY,rtf06co,,4.0,5.0,0.0,,,,A23,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.2454,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
12621,134003017,200612,200739.0,29490258099097,A33,2006,171062,0,0,0,0,0,0,0,0,0,171062,155508,27687,52976,0,12329,29910,196,2223,27687,0,0,0,0,0,0,0,0,0,0,0,,171062,171062,0,0,0,0,0,0,0,15554,0,27000,7185,0,0,0,0,12133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12133,0,1,2006,N,10028-0104,10028.0,134003017200612.0,1340030172006.0,12,0.0,0.0,0.0,1014 5TH AVE FL 4,3.0,0.0,NUMBER STREET SUITE OR,2.0,,2.0,13.0,0.0,10.0,0.0,GERMAN BOOK OFFICE-NEW YORK INC,1.0,199910.0,,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A33,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.7298399999999999,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A33,A,511100.0,90
12625,134005504,200612,200727.0,29490168123037,,2006,0,0,0,0,5049948,0,0,0,5049948,5049948,5049948,5049948,53417678,0,0,54415070,53417678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5049948,5049948,0,0,0,0,0,0,0,0,-997392,0,0,0,0,0,0,54415070,0,0,0,0,0,0,0,5049948,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,912,1,2006,N,10167-0002,10167.0,134005504200612.0,1340055042006.0,12,912.0,0.0,0.0,245 PARK AVE,3.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MANAGEMENT,2.0,13.0,0.0,10.0,0.0,RIDGEWAY FUNDING COMPANY INC,1.0,199812.0,,NY,rtf06co,,5.0,5.0,5.0,,,,A60,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.60627,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A60,A,711100.0,90
12649,134016834,200612,200727.0,29490168047147,Y24,2006,0,0,0,0,5836,0,0,0,61991,61991,61991,20508,142483,3739,0,101000,142483,0,0,142483,0,0,0,0,0,0,0,0,56155,0,0,,61991,61991,0,0,0,0,0,0,0,41483,0,0,0,0,0,0,0,101000,0,0,0,0,5836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,101000,0,1,2006,N,10016-1901,10016.0,134016834200612.0,1340168342006.0,12,0.0,0.0,0.0,600 3RD AVE,3.0,0.0,NEW YORK,1.0,L-3 COMMUNICATIONS CORPORATION,2.0,13.0,0.0,10.0,0.0,L-3 COMMUNICATIONS CORPORATION SUPPLEMENT UNEMPLOYMENT BEN PL,2.0,199909.0,,NY,rtf06co,2.0,1.0,1.0,1.0,,,,A30,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.30349,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A30,A,510000.0,90
12650,134017838,200512,200703.0,29409350151016,S41,2005,0,35585,0,0,0,0,0,0,0,0,35585,33935,1887,0,0,237,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,35585,35585,0,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2005,N,10011-4610,10011.0,134017838200512.0,1340178382005.0,12,0.0,0.0,0.0,3 W 18TH ST,3.0,0.0,NEW YORK,1.0,STEINBRECHER & ROSS,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF MUSIC PRODUCERS INC,1.0,200004.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A68,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.72507,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A68,A,711130.0,9
12817,134190455,200608,200727.0,29409167042197,A20,2005,0,0,0,0,0,0,0,0,43543,43543,43543,53812,-4491,0,0,10278,9,4500,4500,0,0,0,0,0,0,0,0,0,43543,0,0,,43543,43543,0,0,0,0,0,0,0,-10269,0,0,0,0,0,0,0,5778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2006,N,10018-5111,10018.0,134190455200608.0,1341904552006.0,8,0.0,0.0,0.0,1407 BROADWAY RM 1112,3.0,0.0,NEW YORK,3.0,TEJINDER S BINDRA,2.0,13.0,0.0,20.0,0.0,SIKH ORGANIZATION OF NY INC,1.0,200305.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A20,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.8720700000000001,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A20,A,710000.0,9
12819,134192352,200512,,29490315093096,,2005,0,0,0,0,0,0,0,0,204700,204700,204700,558997,-1019356,0,0,8103260,8023980,8768319,9043336,0,0,0,0,0,0,0,0,0,204700,0,0,,204700,204700,0,0,0,0,0,0,0,-354297,0,32410,2884,0,0,2868455,2787014,-665059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2005,N,10036-6205,10036.0,,,12,0.0,0.0,0.0,501 W 42ND ST,3.0,0.0,NEW YORK,1.0,LOCAL UNION 580,2.0,13.0,0.0,10.0,0.0,ARCHITECTURAL IRON REALTY CORP,1.0,200203.0,,NY,CORE05co,,,,,,,,A40,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.20533,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,90
12827,134198750,200512,,29409196128356,,2005,3533,0,0,0,0,0,0,0,23642,23642,27175,3853,5029,0,0,4966,5029,0,0,0,0,0,0,0,0,0,0,23259,0,383,0,,3916,3916,0,0,0,0,0,23642,0,63,0,0,0,0,0,0,0,4966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,2005,N,10014-2980,10014.0,,,12,0.0,0.0,0.0,332 BLEEKER ST E48,3.0,201012.0,NEW YORK,2.0,ALISON ALBECK,1.0,13.0,15.0,10.0,0.0,STUDIO 42 INC,1.0,200612.0,,NY,CORE05co,,,,,,,,A60,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.49935,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A60,A,711100.0,9
12849,134218359,200512,,29490343350006,,2005,63210,23195,0,0,210,0,0,0,210,210,86615,89211,112155,29280,0,114807,112155,56,0,112155,0,0,0,0,0,0,0,0,0,0,0,,86615,86615,0,0,0,0,0,0,0,-2596,0,0,2375,0,0,0,0,114751,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,114751,0,1,2005,N,10021-0439,10021.0,,,12,0.0,0.0,0.0,174 E 80TH ST,3.0,0.0,NEW YORK,2.0,THE METROPOLITAN MUSEUM OF ART,2.0,13.0,0.0,10.0,0.0,ASSOCIATION OF ART MUSEUM CURATORS,1.0,200301.0,,NY,CORE05co,,,,,,,,A50,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.8338700000000001,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A50,A,712110.0,90
13012,135274605,200512,,29490336330216,,2005,0,369471,175000,175253,13498,0,0,0,310828,135575,680299,538832,700048,237011,0,762716,722878,30774,22830,700048,0,0,0,0,0,0,0,0,0,0,122330,,505046,505046,0,-253,0,0,0,0,0,-33786,1892,32657,17357,0,0,0,0,731942,0,0,0,0,13498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,731942,263,1,2005,N,10003-3305,10003.0,,,12,263.0,0.0,0.0,27 UNION SQ W,9.0,0.0,NEW YORK,3.0,GERARD SIBLANO,2.0,13.0,0.0,10.0,488.0,GRAPHIC COMMUNICATIONS INTERNATIONAL UNION,5.0,198307.0,119B 43B NEW YORK LOCAL,NY,CORE05co,,,,,,,,A30,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.04057,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,J40,J,813930.0,90
13046,135493557,200512,200704.0,29490357247256,,2005,0,43473,0,0,2959,0,0,53029,79063,79063,122536,109272,529955,0,0,540128,544638,23437,14683,529955,0,0,0,0,0,0,0,0,23075,0,0,,122536,122536,0,0,0,0,0,0,53029,13264,0,0,0,0,0,0,0,516691,0,0,0,0,1140,0,0,1819,0,0,0,0,0,0,0,0,0,0,0,8,0,0,516691,900,1,2005,N,10016-5336,10016.0,135493557200512.0,1354935572005.0,12,900.0,30.0,211.0,45 E 33RD ST,9.0,0.0,NEW YORK,1.0,FUNERAL CEMETERY DEPT,1.0,13.0,0.0,10.0,804.0,CEMETERY DEPT OF THE WORKMENS CIRCLE INC,5.0,194504.0,8144N BRANCH,NY,rtf06co,3.0,2.0,2.0,2.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.2663,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
13048,135502139,200606,,29409294174466,,2005,0,67503,0,0,0,0,0,0,0,0,67503,72444,7641,0,0,12582,7641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,67503,67503,0,0,0,0,0,0,0,-4941,0,0,0,0,0,0,0,12582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,2006,N,10011-7419,10011.0,,,6,263.0,264.0,279.0,45 W 14TH ST,9.0,0.0,NEW YORK,3.0,SAL SAVARESE,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196004.0,0490 LOCAL,NY,CORE05co,,,,,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.23226999999999998,36061.0,5602.0,5600.0,,PC,O,AR,A,OUT,S,A40,A,710000.0,9
13095,135562400,200512,200703.0,29490006014237,,2005,41910,12883,0,0,1006,0,0,0,1006,1006,55799,57750,48613,0,0,50564,78558,0,29945,0,0,0,0,0,0,0,0,0,0,0,0,,55799,55799,0,0,0,0,0,0,0,-1951,0,0,0,0,0,0,0,50564,0,0,0,0,0,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,900,1,2005,N,10016-5336,10016.0,135562400200512.0,1355624002005.0,12,900.0,30.0,211.0,45 E 33RD ST,9.0,0.0,NEW YORK,1.0,,1.0,13.0,0.0,20.0,804.0,SOCIAL SERVICE DEPARTMENT OF THE WORKMENS CIRCLE,5.0,194504.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.77386,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
13135,135580391,200612,200728.0,29490174267287,,2006,0,0,0,0,0,0,0,0,203079,203079,203079,296003,929157,43892,0,2591905,2514190,1569824,1585033,0,0,0,0,0,0,0,0,0,203079,0,0,,203079,203079,0,0,0,0,0,0,0,-92924,0,56204,6522,0,0,0,0,1022081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,279,1,2006,N,10001-2703,10001.0,135580391200612.0,1355803912006.0,12,279.0,265.0,319.0,307 W 30TH ST,6.0,0.0,NEW YORK,1.0,,1.0,13.0,0.0,10.0,2260.0,LITHUANIAN ALLIANCE OF AMERICA,1.0,197203.0,,NY,rtf06co,4.0,2.0,2.0,2.0,,,,A23,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.04448,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A23,A,710000.0,90
13148,135589913,200612,200752.0,29490335233067,,2006,0,545656,0,0,34613,0,0,0,51268,51268,596924,415448,1235031,0,0,1107722,1288294,31734,53263,1235031,0,0,0,0,0,0,0,31818,0,-17078,1915,,565106,565106,0,0,0,0,0,14740,0,149658,9385,0,0,0,0,0,0,1075988,0,0,0,0,34613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1075988,263,1,2006,N,10001-6908,10001.0,135589913200612.0,1355899132006.0,12,263.0,264.0,279.0,40 W 27TH ST,9.0,0.0,NEW YORK,3.0,JAMES C YANOLATOS,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196201.0,0806,NY,rtf06co,4.0,3.0,3.0,2.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.60058,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,S99,S,813410.0,90
13169,135606408,200612,200739.0,29490244149137,,2006,368715,140753,0,0,84799,0,0,0,142770,142770,652238,654867,91449,69163,0,124016,128141,29938,36692,0,0,0,0,0,0,0,0,0,57971,0,0,,652238,652238,0,0,0,0,0,0,0,-2629,0,178617,25207,0,0,20000,20000,94078,0,0,0,0,45,0,0,84754,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,205,1,2006,N,10003-4571,10003.0,135606408200612.0,1356064082006.0,12,205.0,0.0,0.0,126 UNIVERSITY PL APT 5,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,0.0,NATIONAL LAWYERS GUILD,1.0,199804.0,,NY,rtf06co,2.0,3.0,3.0,3.0,,,,A20,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.06723,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A20,A,710000.0,90
13190,135621505,200609,200733.0,29490209157037,,2005,0,0,57759,58392,8514,0,0,0,2443257,2384865,2443257,2286113,1532477,18793,0,1461127,1550853,27132,18376,1532477,0,0,0,0,0,0,0,0,2371312,0,5672,,2384865,2384865,0,-633,0,0,0,0,0,98752,-270,61139,5359,0,0,0,0,1433995,0,0,0,0,3839,4675,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1433995,264,1,2006,N,10011-6849,10011.0,135621505200609.0,1356215052006.0,9,264.0,0.0,0.0,31 WEST 15TH STREET,3.0,0.0,NEW YORK,1.0,,2.0,13.0,0.0,10.0,0.0,NEW YORK PRESSROOM UNIONS-PRINTERS LEAGUE WELFARE TRUST FUND,2.0,195504.0,,NY,rtf06co,4.0,4.0,4.0,4.0,,,,A33,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.683,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A33,A,511100.0,90
13222,135647466,200612,200751.0,29409328210347,,2006,0,19927,0,0,1900,0,0,0,5686,5686,25613,21314,-9777,0,0,36329,34900,50400,44677,0,0,0,0,0,0,0,0,0,0,0,3786,,25613,25613,0,0,0,0,0,0,0,4294,0,0,0,0,0,0,0,-14071,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,920,1,2006,N,10018-3148,10018.0,135647466200612.0,1356474662006.0,12,920.0,0.0,0.0,225 W 39TH ST RM 302,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,PLEATERS STITCHERS & EMBROIDERERS ASSN INC,1.0,194507.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.91551,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,9
13226,135651681,200612,200731.0,29409195043207,,2006,0,25010,0,0,0,0,0,0,12370,12370,37380,44147,-22709,0,0,20808,14041,0,0,0,0,0,0,0,0,0,0,0,12370,0,0,,37380,37380,0,0,0,0,0,0,0,-6767,-36750,0,0,0,0,0,0,20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,120,1,2006,N,10017-6603,10017.0,135651681200612.0,1356516812006.0,12,120.0,328.0,279.0,355 LEXINGTON AVE FL 17,1.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,COMICS MAGAZINE ASSOCIATION OF AMERICA INC,1.0,195909.0,,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A01,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.32913000000000003,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A01,A,813319.0,9
13293,136068463,200504,,29490260144095,,2004,0,0,0,0,13225,0,0,0,2944029,2944029,2944029,2700879,737217,1641581,0,2527637,1740400,2033570,1003183,0,0,0,0,0,0,0,0,0,0,0,2930804,,2944029,2944029,0,0,0,0,0,0,0,243150,0,0,118924,0,0,0,0,494067,0,0,0,0,13225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,2005,N,10016-2401,10016.0,,,4,263.0,0.0,0.0,260 MADISON AVE 7TH FL,9.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,10.0,766.0,AMERICAN FEDERATION OF TELEVISION AND RADIO ARTISTS,5.0,193810.0,NEW YORK LOCAL,NY,CORE05co,,,,,,,,A32,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.44687,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A32,A,513120.0,90
13311,136092225,200506,,29490337060265,,2004,0,0,100000,100374,16022,0,0,0,116022,15648,116022,7245,559716,0,0,557109,563516,3850,3800,559716,0,0,0,0,0,0,0,0,0,0,0,,15648,15648,0,-374,0,0,0,0,0,8403,-1946,0,0,0,0,0,0,553259,0,0,0,0,16022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,553259,267,1,2005,N,10003-6900,10003.0,,,6,267.0,0.0,0.0,400 LAFAYETTE ST 4TH FLR,3.0,0.0,NEW YORK,1.0,LOCAL 2179 UAW,2.0,13.0,0.0,20.0,0.0,TEXTILE CONVERTERS LIQUIDATION BENEFIT FUND,2.0,196312.0,,NY,CORE05co,,,,,,,,A40,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.08258,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A40,A,710000.0,90
13322,136103339,200612,200751.0,29490321273237,,2006,0,0,7238,11278,19388,0,0,0,31771,20493,31771,10203,655074,0,0,644784,655074,0,0,0,0,0,0,0,0,0,0,0,5144,0,0,,20493,20493,1,-4040,0,0,0,0,0,10290,0,0,0,0,0,0,0,644784,0,0,0,0,6337,13051,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,408,1,2006,N,10013-5148,10013.0,136103339200612.0,1361033392006.0,12,408.0,429.0,0.0,21 PELL ST,3.0,0.0,NEW YORK,3.0,,2.0,13.0,0.0,20.0,0.0,THE LEE TOWE MEMORIAL ASSOCIATION INC,1.0,199202.0,,NY,rtf06co,3.0,1.0,1.0,1.0,,,,A80,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.57277,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A80,A,712120.0,90
13463,136149730,200606,200745.0,29490293005297,,2005,0,249343,0,0,36884,0,0,0,693071,693071,942414,806418,1755326,0,0,2049233,2183722,429903,428396,619437,0,0,0,0,0,0,0,0,623888,0,32299,,942414,942414,0,0,0,0,0,0,0,135996,0,0,0,0,0,0,0,1619330,0,0,0,0,561,36323,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,483441,119,1,2006,N,10022-2511,10022.0,136149730200606.0,1361497302006.0,6,119.0,0.0,0.0,575 MADISON AVE,3.0,0.0,NEW YORK,2.0,,2.0,13.0,0.0,10.0,0.0,ART DEALERS ASSOCIATION OF AMERICA INC,1.0,196307.0,,NY,rtf06co,4.0,3.0,3.0,3.0,,,,A03,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.49226000000000003,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A03,A,813920.0,90
13591,136182711,200612,200728.0,29409174039287,,2006,0,89958,0,0,0,0,0,0,0,0,89958,77526,42929,0,0,30497,42929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,89958,89958,0,0,0,0,0,0,0,12432,0,0,0,0,0,0,0,30497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,2006,N,10011-7419,10011.0,136182711200612.0,1361827112006.0,12,263.0,264.0,279.0,45 WEST 14TH STREET,9.0,0.0,NEW YORK,3.0,JOHN K BARNETT,2.0,13.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,196301.0,1456,NY,rtf06co,1.0,1.0,1.0,1.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.00398,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,S99,S,813410.0,9
13654,136227788,200612,200727.0,29490160202137,,2006,0,290610,202357,202798,69210,0,0,0,822619,619821,1113229,1968787,1081826,115263,0,2135150,1081826,0,0,0,0,0,0,0,0,0,0,0,516642,0,34410,,910431,910431,0,-441,0,0,0,0,0,-1058356,5032,3057,11941,0,0,0,0,2135150,0,0,0,0,58743,10467,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,264,1,2006,N,10021-0012,10021.0,136227788200612.0,1362277882006.0,12,264.0,279.0,263.0,PO BOX 154,9.0,0.0,NEW YORK,3.0,DONNA BIGLIN,2.0,13.0,0.0,10.0,386.0,INTERNATIONAL ALLIANCE THEATRICAL STAGE EMP & MVG PIC MACH OP-US&CAN,5.0,196706.0,IATSE LOCAL 794,NY,rtf06co,4.0,3.0,4.0,4.0,,,,A65,,B,A,O,O,AR,A,A,IN,,AR,AR,AR,0.08915,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,J40,J,813930.0,90
13695,136274650,200605,200718.0,29490104062187,S41,2005,0,97745,0,0,10957,0,0,0,960227,960227,1057972,481890,740816,0,0,711769,790188,58749,49372,0,0,0,0,0,0,0,0,488286,32826,344758,83400,,569686,569686,0,0,0,0,0,833044,0,87796,0,0,0,0,0,0,0,653020,0,0,0,0,10957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2006,N,10017-6603,10017.0,136274650200605.0,1362746502006.0,5,0.0,0.0,0.0,355 LEXINGTON AVE FL 17,3.0,0.0,NEW YORK,2.0,LYNN OSBORNE,2.0,13.0,0.0,10.0,0.0,NEW YORK WOMEN IN COMMUNICATIONS INC,1.0,200302.0,,NY,rtf06co,3.0,3.0,4.0,2.0,,,,A30,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.12308,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A30,A,510000.0,90
13768,136976195,200512,,29490203155256,,2005,0,0,0,0,0,0,0,0,25875,25875,25875,0,208814,0,0,182939,208814,0,0,122336,0,0,0,0,0,0,0,0,0,0,25875,,25875,25875,0,0,0,0,0,0,0,25875,0,0,0,0,0,0,0,182939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,96461,263,1,2005,N,10036-5601,10036.0,,,12,263.0,264.0,279.0,1501 BROADWAY,9.0,0.0,NEW YORK,3.0,CONTROLLERS OFFICE,2.0,13.0,0.0,20.0,122.0,AMERICAN FEDERATION OF MUSICIANS OF THE US & CANADA,5.0,194009.0,MUTUAL BENEFIT TRUST,NY,CORE05co,,,,,,,,A68,,A,A,O,O,AR,A,A,IN,,AR,AR,AR,0.3593,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A68,A,711130.0,90
14648,141876785,200612,200726.0,29490160130217,,2006,0,0,0,0,4543002,0,0,0,4543002,4543002,4543002,4543002,59895259,0,0,56519029,59895259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4543002,4543002,0,0,0,0,0,0,0,0,3376229,0,0,0,0,0,0,56519029,0,0,0,0,0,0,0,4543002,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2006,N,10167-0002,10167.0,141876785200612.0,1418767852006.0,12,0.0,0.0,0.0,245 PARK AVE,0.0,0.0,NEW YORK,1.0,J P MORGAN INVESTMENT MGMT INC,0.0,13.0,0.0,10.0,0.0,SPOKANE BUSINESS & INDUSTRIAL FUNDING COMPANY INC,0.0,0.0,,NY,rtf06co,,4.0,4.0,4.0,,,,A60,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.86151,36061.0,5602.0,5600.0,,PC,O,AR,A,IN,,A60,A,711100.0,90
15858,160813270,200706,200752.0,29490328092047,,2006,0,130768,0,0,474,0,0,0,474,474,131242,136712,65812,0,0,71282,65812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,131242,131242,0,0,0,0,0,0,0,-5470,0,0,0,0,0,0,0,71282,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,263,1,2007,N,11223-5917,11223.0,160813270200706.0,1608132702007.0,6,263.0,264.0,279.0,2457 WEST ST,9.0,0.0,BROOKLYN,3.0,GIANCARLO SCALA,2.0,11.0,0.0,10.0,444.0,INTERNATIONAL UNION OF PAINTERS AND ALLIED TRADES,5.0,195704.0,0024,NY,rtf06co,1.0,2.0,2.0,2.0,,,,A40,,C,A,O,O,AR,A,A,IN,,AR,AR,AR,0.27555,36047.0,5602.0,5600.0,,PC,O,AR,A,IN,,S99,S,813410.0,90
