,EIN,TAXPER,CYCLE,DLN,DocCd,NTEEIRS,ARC,LRC,RESERVED,EOSTATUS,STYEAR,RECCODE,ASS_CODE,INC_CODE,SUBSECCD,ACTIV,P1TCONT,P1INTREV,P1DIVID,P1NGASTS,P1GINVPF,P1OTHINC,P1OFCOMP,P1CONTPD,P1TOTREV,P1TOTEXP,P1EXCREV,P1TEXMEX,P1NETINV,P1NADINC,P2TOTAST,P2GVTINV,P2CRPSTK,P2CRPBND,P2TINVSC,P2TLIABL,P2TASFMV,P13UNDST,P10MIR,P6EXMPF,P6DOMORG,P7POLIT,P7LIQUID,P7POFCLM,P7DISSAL,P7DISBOR,P7DISSER,P7DISPAY,P7DISTRA,P7PAYGVT,P7UNDINC,P7BUSINT,P7JEOINV,P7PROPAG,P7ELECT,P7INDGRT,P7ORGGRT,P7OTHPUR,P1GRENTS,P1GOODS,P1INVRV,P1NADJRV,P1ADMEXP,P1INVEXP,P1CHAEXP,P1TINVEX,P1TADJEX,P2CASHBV,P2MORTG,P2EYOTIN,P2EYASST,P2MTGNTS,P3EYTFND,P6TEXCTX,P6TX511,P6TXSUBA,P6ESTTX,P6TXWTH,P6TXINV,P6TXWERR,P6TXPNLT,P6TXCRDT,P6TX4940,P10TASST,P11DISTR,P14NADJA,P14NADJB,P14NADJC,P14NADJD,P14TNADJ,P14QDISA,P14QDISB,P14QDISC,P14QDISD,P14TQDIS,P14ASVLA,P14ASVLB,P14ASVLC,P14ASVLD,P14TASVL,P14A4942,P14B4942,P14C4942,P14D4942,P14T4942,P14ENDWA,P14ENDWB,P14ENDWC,P14ENDWD,P14TENDW,P14TSUPA,P14TSUPB,P14TSUPC,P14TSUPD,P14TTSUP,P14PSUPA,P14PSUPB,P14PSUPC,P14PSUPD,P14TPSUP,P14GINVA,P14GINVB,P14GINVC,P14GINVD,P14TGINV,FISYR,NCCSKEY,NCCSKEY2,SOURCE,EOY,TFLD,P6TXRFD,ZIP5,NAME,CONTACT,ADDRESS,CITY,STATE,ZIP,GEN,AFCD,CLASSCD,RULEDATE,DEDUCTCD,FNDNCD,ACTIV1,ACTIV2,ACTIV3,ORGCD,DISTRICT,ARED,FRCD,ACCPER,SEC_NAME,FIPS,MSA_NECH,PMSA,nteeFinal,nteeFinal1,NTEECC,NTEE1,LEVEL1,LEVEL2,LEVEL3,LEVEL4,MAJGRPB,OUTNCCS,OUTREAS,NTEESRC,ntmaj10,ntmaj12,ntmaj5,RandNum,nteeConf,Verifyby,fincheckv,VERIFY
6703,113137086,200812,200924,29491143325049,91,A99Z,N,Y,0,1,2008,3,1,1,3,560,0,285,0,0,0,0,0,17882,285,21307,-21022,17882,0,0,9941,0,0,0,0,0,9941,0.0,1007,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,285,285,3425,3425,0,3425,3425.0,9941,0,0,9941,0,9941,0,0,0,0,0,0,0,0,0,0,20452,1007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113137086200812,1131370862008,rtf08pf,8,0,0,11423.0,J Z L FOUNDATION,MICKEY WOHL,8709 CLIO ST,HOLLISWOOD,NY,11423-1229,0.0,3.0,1.0,199508.0,1.0,4.0,560.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,36081.0,5600.0,PMSA,A99,A,A99,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.29291999999999996,B,,,
6721,113162087,200812,200951,29491339029019,91,,N,Y,0,1,2008,3,6,5,3,994,520709,8315,0,0,0,373741,0,0,902765,1030510,-127745,1001708,8315,358005,3582794,0,564393,0,564393,956097,3582794,0.0,54316,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,8315,382056,1030510,0,1001708,0,24051.0,1159942,0,0,3582794,0,2626697,166,0,0,0,0,0,0,0,0,166,1102869,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113162087200812,1131620872008,rtf08pf,8,166,0,10018.0,AMERICAN AIRPOWER MUSEUM,COCKPIT USA INC,15 W 39TH ST FL 12,NEW YORK,NY,10018-0628,0.0,3.0,1.0,199308.0,1.0,4.0,994.0,60.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A50,A,A50,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.07446,B,,,
6818,113267073,200806,200911,29491052052059,91,Z99Z,N,Y,0,25,2007,3,1,1,3,994,5824,0,0,0,0,0,0,0,5824,14793,-8969,14793,0,5284,3979,0,0,0,0,0,3979,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,5284,14793,0,14793,0,0.0,0,0,0,3979,0,3979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113267073200806,1132670732008,rtf08pf,8,0,0,11426.0,ASSOC FOR THE HISTORIC RESTORATION AND THE PRESERVATION OF LIVES,,24603 86TH RD,JAMAICA,NY,11426-1625,0.0,3.0,1.0,199611.0,1.0,4.0,994.0,160.0,0.0,1.0,25.0,200912.0,1.0,6,A H R P L,36081.0,5600.0,PMSA,A80,A,A80,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.61269,B,,,
6864,113309848,200712,200903,29491355038108,91,A700,N,Y,0,1,2007,3,4,3,3,994,51394,0,0,-1877,0,0,0,0,49517,24324,25193,0,449,0,229955,0,26549,0,26549,342350,228647,0.0,0,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,449,0,24324,0,0,0,0.0,3362,0,22785,228647,0,-112395,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113309848200712,1133098482007,rtf08pf,7,4,0,10018.0,PAUL ROBESON FOUNDATION INC,ELIZABETH J SALEN,545 8TH AVE RM 401,NEW YORK,NY,10018-4341,0.0,3.0,1.0,199610.0,1.0,4.0,994.0,64.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A70,A,A70,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.7691600000000001,A,,,
6886,113343213,200809,200909,29491038024009,91,A25,N,Y,0,1,2007,2,2,1,3,0,4072,94,0,0,0,0,0,0,4166,4072,94,4072,94,94,21652,0,0,0,0,36918,21652,0.0,811,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,94,94,4072,0,4072,0,0.0,16220,0,0,21652,0,-15266,2,0,0,0,0,0,0,0,0,2,16475,0,94,345,414.0,164,1017,4072,9881,12131,1657,27741,0,0,0,0,0,0,0,0,0,0,541,550,609,678,2378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113343213200809,1133432132008,rtf08pf,8,2,0,11238.0,ROY AND SHERRY DECARAVA FOUNDATION,ROY & SHERRY & SUSAN W DECARAVA,201 EASTERN PKWY APT 5G,BROOKLYN,NY,11238-6137,0.0,3.0,1.0,199904.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,9,,36047.0,5600.0,PMSA,A25,A,A25,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.9631799999999999,B,,,
7039,113433104,200712,200912,29491355027218,91,S80Z,N,Y,0,1,2007,3,1,1,3,994,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113433104200712,1134331042007,rtf08pf,7,0,0,11420.0,OLD LION RYU MARTIAL LIFE ARTS ASSOC,PETER A TICALI,15024 117TH ST,S OZONE PARK,NY,11420-3917,0.0,3.0,1.0,199809.0,1.0,4.0,994.0,408.0,0.0,1.0,1.0,0.0,1.0,12,,36081.0,5600.0,PMSA,A03,A,A03,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.10315999999999999,A,,,
7142,113487168,200812,200934,93491229001019,91,A700,N,Y,0,1,2008,3,2,1,3,0,8335,200,0,0,0,0,0,9728,8535,45756,-37221,0,200,200,11305,0,0,0,0,1,11305,0.0,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,200,200,36028,0,0,0,0.0,11305,0,0,11305,0,11305,2,0,0,0,0,50,0,0,25,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113487168200812,1134871682008,rtf08pf,8,-48,23,11242.0,LEGACY PROJECT INC,,26 COURT STREET,BROOKLYN,NY,11242-0103,0.0,3.0,1.0,199907.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,200312.0,1.0,12,,36047.0,5600.0,PMSA,A70,A,A70,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.53187,A,,,
7152,113492851,200712,200903,29491257002128,91,X30,N,Y,0,1,2007,3,3,4,3,0,108312,0,0,0,0,0,43850,34278,108312,215443,-107131,213767,0,0,47389,0,0,0,0,429502,47389,0.0,750,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,181165,0,179489,0,0.0,23922,0,0,47389,0,-382113,0,0,0,0,0,0,0,0,0,0,15000,750,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,113492851200712,1134928512007,rtf08pf,7,0,0,11218.0,AMERICAN FRIENDS FOR THE VOICE OF RUSSIAN JEWRY,ISAAC SCHORR,593 E 8TH ST,BROOKLYN,NY,11218-5905,0.0,3.0,2.0,200001.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36047.0,5600.0,PMSA,A23,A,A23,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.55697,A,,,
7163,113498583,200807,200913,29491066031149,91,T22,N,Y,0,1,2007,3,7,4,3,0,29610,0,149252,0,0,233151,0,0,412013,291661,120352,0,0,0,5830587,0,2046869,0,2046869,27126,3559791,0.0,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,291661,0,0,0,0.0,345400,0,1751099,3559791,0,5803461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113498583200807,1134985832008,rtf08pf,8,0,0,11354.0,VOELKER-ORTH MUSEUM,CATHERINE ABRAMS,14919 38TH AVE,FLUSHING,NY,11354-4839,0.0,3.0,1.0,200006.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,7,,36081.0,5600.0,PMSA,A50,A,A50,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.94311,A,,,
7293,113559712,200812,200939,29491255066069,91,A51,N,Y,0,1,2008,2,6,3,3,0,0,1,1681,-3921,0,15120,0,0,12881,73299,-60418,70314,0,16802,2569825,0,0,0,0,0,2569825,0.0,6289,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1682,16802,73299,1700,70314,1700,0.0,78668,0,47490,2569825,0,2569825,0,0,0,0,0,0,0,0,0,0,127688,0,6289,2931,0.0,0,9220,70314,35596,17111,12931,135952,70314,35596,17111,12931,135952,2437820,2483010,2576775,2563738,10061343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113559712200812,1135597122008,rtf08pf,8,0,0,11215.0,HAROLD WESTON FOUNDATION,REBECCA FOSTER,144 GARFIELD PL APT 4R,BROOKLYN,NY,11215-2177,0.0,3.0,1.0,200108.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12,,36047.0,5600.0,PMSA,A51,A,A51,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.51702,B,,,
7376,113630680,200806,200922,29491136232199,91,A51,N,Y,0,1,2007,2,5,4,3,0,251130,1239,0,0,0,37,0,0,252406,264374,-11968,261618,1239,1239,797078,0,0,0,0,57370,797078,0.0,40200,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1239,1276,264374,0,261618,0,37.0,895,0,693065,797078,0,739708,25,0,0,517,0,0,0,0,492,25,816236,0,1239,1911,1646.0,0,4796,261618,293638,315489,328504,1199249,0,0,0,0,0,0,0,0,0,0,26800,27089,28282,28653,110824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,113630680200806,1136306802008,rtf08pf,8,-492,0,11101.0,DORSKY GALLERY CURATORIAL PROGRAMS,DAVID DORSKY,1103 45TH AVE,LONG IS CITY,NY,11101-5109,0.0,3.0,1.0,200204.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,36081.0,5600.0,PMSA,A50,A,A50,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.39555,B,,,
7581,116036776,200903,200951,29491339060219,91,,N,Y,0,1,2008,2,5,3,3,60,30374,0,0,0,0,9378,0,200,39752,21292,18460,200,0,2968,830093,0,0,0,0,6558,829793,0.0,1857,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,9378,21092,0,0,0,6410.0,40344,0,0,829793,0,823535,0,0,0,0,0,0,0,0,0,0,37702,0,1857,0,0.0,0,1857,200,12230,12002,18881,43313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,116036776200903,1160367762009,rtf08pf,9,0,0,10012.0,ANONYMOUS ARTS RECOVERY SOCIETY INCORPORATED,,380 W BROADWAY,NEW YORK,NY,10012-5115,0.0,3.0,1.0,196311.0,1.0,3.0,60.0,91.0,0.0,1.0,1.0,0.0,1.0,3,,36061.0,5600.0,PMSA,A03,A,A03,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.26445,A,,,
7789,116588142,200812,200952,29491353033089,91,T20,N,Y,0,1,2008,3,5,5,3,0,70000,222,30010,-34673,0,0,0,23000,65559,73406,-7847,48013,16820,16820,781948,0,224875,335307,560182,169490,778462,0.0,42487,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,30232,30232,50406,13412,25013,13412,13412.0,0,0,0,778462,0,612458,168,0,0,0,0,0,0,0,0,168,862686,42319,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,116588142200812,1165881422008,rtf08pf,8,168,0,10012.0,SPIRALIS MUSIC TR,DAY BERRY & HOWARD LLP,188 SULLIVAN ST,NEW YORK,NY,10012-2507,0.0,3.0,1.0,200401.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12,CHOU WEN-CHUNG TTEE,36061.0,5600.0,PMSA,A68,A,A68,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.49667,A,,,
7846,131656673,200812,200938,29491248022049,91,,N,Y,0,1,2008,2,7,6,3,119,264770,7393,79291,-146396,0,433466,69577,26050,716924,768727,-51803,243928,48072,117501,9191197,0,1102856,443341,1546197,131535,8949168,0.0,360652,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,78400,0,165084,598550,742677,117012,217878,117012,481049.0,105,0,22113,8949168,0,9059662,961,0,0,1331,0,0,0,0,370,961,7322888,0,117501,72264,81283.0,66631,337679,243928,239509,227485,224796,935718,0,0,0,0,0,0,0,0,0,0,240435,249013,240448,82743,812639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,131656673200812,1316566732008,rtf08pf,8,-370,0,10017.0,NATIONAL SCULPTURE SOCIETY,,GROUND FLOOR,NEW YORK,NY,10017-0000,0.0,3.0,2.0,193901.0,1.0,3.0,119.0,59.0,40.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A40,A,A40,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.6675,A,,,
7882,131873289,200812,200943,29491283036139,91,A50Z,N,Y,0,1,2008,3,6,6,3,119,27175,24,48106,15088,0,0,35344,75090,90393,156376,-65983,129159,37082,63218,2019669,149413,1603594,201680,1954687,777,1597885,0.0,101558,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,63218,63218,81286,26136,54069,26136,0.0,10309,0,0,1597885,0,2018892,371,0,0,3425,0,0,0,0,3054,371,2062090,101187,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,131873289200812,1318732892008,rtf08pf,8,-3054,0,10017.0,BAGBY FOUNDATION FOR THE MUSICAL ARTS INC,,501 FIFTH AVE,NEW YORK,NY,10017-6107,0.0,3.0,1.0,194211.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A68,A,A68,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.58682,A,,,
7892,131926551,200812,200947,29491311075199,91,,N,Y,0,1,2008,3,8,8,3,119,100,1672,701385,-683202,0,702,196000,794300,20657,1325783,-1305126,1063561,454600,0,11792250,2968148,7269371,0,10237519,16305,11994934,0.0,699086,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,703759,0,531483,249159,269261,249159,0.0,8222,0,0,11994934,0,11775945,9092,0,0,12594,0,0,0,0,3502,9092,14194634,689994,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,131926551200812,1319265512008,rtf08pf,8,-3502,0,10017.0,HARKNESS FOUNDATION FOR DANCE INC,,145 E 48TH ST - STE 26C,NEW YORK,NY,10017-0000,0.0,3.0,1.0,197903.0,1.0,4.0,119.0,0.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A62,A,A62,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.51327,A,,,
7908,131966496,200812,200951,29491339102149,91,A110,N,Y,0,1,2008,3,7,7,3,119,122200,60657,21333,-56747,0,61096,76500,168670,208539,372789,-164250,329037,56913,99874,5580163,732084,3716943,0,4449027,42898,5592493,0.0,292947,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,81990,142986,204119,25077,160367,25077,43112.0,199,0,0,5592493,0,5537265,1138,0,0,2280,0,0,0,24,1118,1138,5948168,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,131966496200812,1319664962008,rtf08pf,8,-1118,0,10016.0,AUTHORS LEAGUE FUND ESTABLISHED BY THE AUTHORS LEAGUE OF AMERICA INC,,31 E 32ND ST FL 7,NEW YORK,NY,10016-5509,0.0,1.0,1.0,193603.0,1.0,4.0,119.0,561.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A1170,A,A117,A,PF,S,ZA,A,A,IN,,1,AR,AR,AR,0.9216,A,,,
7947,132621140,200812,200935,29491234058099,91,,N,Y,0,1,2008,3,6,6,3,161,0,0,89589,-296375,0,0,10000,240000,-206786,339902,-546688,258879,16061,0,4032942,0,2752483,0,2752483,0,3827534,0.0,252921,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,89589,0,99902,73528,18879,73528,0.0,0,0,0,3828534,0,4032942,161,0,0,6980,0,0,0,0,6819,161,5135461,252760,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,132621140200812,1326211402008,rtf08pf,8,-6819,0,10158.0,VIOLA W BERNARD FOUNDATION INC,HARRY GOODKIN & CO,605 3RD AVE FRNT 2,NEW YORK,NY,10158-0101,0.0,3.0,1.0,196812.0,1.0,4.0,161.0,180.0,602.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A68,A,A68,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.38856,A,,,
7987,132760185,200806,200925,29491157296249,91,,N,Y,0,1,2007,3,4,4,3,8,155000,0,0,0,1139,0,0,0,156139,160211,-4072,160211,0,0,278580,0,0,0,0,25,1315780,0.0,62790,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,2658,0,0,160211,0,160211,0,160211.0,-19270,0,0,1315780,0,278580,0,0,0,0,0,0,0,0,0,0,1274925,62790,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,132760185200806,1327601852008,rtf08pf,8,0,0,10023.0,EAKINS PRESS FOUNDATION,LESLIE KATZ,15 W 67TH ST,NEW YORK,NY,10023-6226,0.0,3.0,1.0,197404.0,1.0,4.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A33,A,A33,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.8196200000000001,A,,,
8005,132874843,200812,200922,29491136100069,91,,N,Y,0,1,2008,3,3,3,3,995,42000,0,0,0,0,705,0,0,42705,31809,10896,31809,0,0,35360,0,0,0,0,0,35360,0.0,421,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,0,0,0,0,31809,0,31809,0,0.0,35360,0,0,35360,0,35360,0,0,0,0,0,0,0,0,0,0,8555,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,132874843200812,1328748432008,rtf08pf,8,0,0,10023.0,LAURA PAWEL DANCE COMPANY INC,,15 W 72ND ST,NEW YORK,NY,10023-3402,0.0,3.0,2.0,197701.0,1.0,4.0,995.0,119.0,0.0,1.0,1.0,0.0,1.0,12,,36061.0,5600.0,PMSA,A62,A,A62,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.79399,A,,,
8020,132893085,200809,200908,93491040000019,91,,N,Y,0,1,2007,3,3,1,3,92,0,0,2391,0,0,1050,0,2500,3441,2946,495,2500,2391,3441,92365,0,0,0,0,1,75171,4175.0,4223,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,2391,3441,446,0,0,0,0.0,3678,0,85047,75171,0,92365,48,0,0,0,0,0,0,0,0,48,85747,4175,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,132893085200809,1328930852008,rtf08pf,8,48,0,10022.0,NEW YORK DRAMA CRITIC CIRCLE INC,ROSENZWEIG & CO,C/O JRLLC 805 THIRD AVENUE NO 1002,NEW YORK,NY,10022-7513,0.0,3.0,2.0,197710.0,1.0,4.0,92.0,0.0,0.0,1.0,1.0,0.0,1.0,9,,36061.0,5600.0,PMSA,A65,A,A65,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.30829,C,,,
8114,133002233,200806,200911,29491052071109,91,,N,Y,0,1,2007,3,3,0,3,60,0,0,0,0,0,0,0,1186,0,2026,-2026,1186,0,0,95968,0,0,4266,4266,0,42478,0.0,234,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,840,0,0,0,0.0,318,0,0,42478,0,95968,0,0,0,0,0,0,0,0,0,0,4744,234,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133002233200806,1330022332008,rtf08pf,8,0,0,10017.0,STEDAWILL ART FOUNDATION INC,L WOLLIN,866 UN PLAZA STE 508,NEW YORK,NY,10017-1849,0.0,3.0,1.0,197911.0,1.0,4.0,60.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A12,A,A12,A,PF,S,ZB,A,A,IN,,1,AR,AR,AR,0.8567,B,,,
8139,133030931,200906,200951,29491339037019,91,A84Z,N,Y,0,1,2008,2,1,2,3,64,12824,0,0,0,0,0,0,0,12824,7822,5002,4020,0,0,2335,0,0,0,0,0,1,0.0,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,7822,0,4020,0,0.0,2335,0,0,0,0,2335,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1,4020,7777,4702,5530,22029,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,133030931200906,1330309312009,rtf08pf,9,0,0,10037.0,MARTIN LUTHER KING JR NEW YORK SUPPORT GROUP INC,,2255 5TH AVE APT 12C,NEW YORK,NY,10037-2018,0.0,3.0,1.0,199705.0,1.0,3.0,64.0,0.0,0.0,1.0,1.0,0.0,1.0,6,,36061.0,5600.0,PMSA,A84,A,A84,A,PF,O,AR,A,A,IN,,1,AR,AR,AR,0.34925,B,,,
8160,133047538,200812,200918,29491101053109,91,,N,Y,0,1,2008,3,4,4,3,402,0,548,0,0,0,148967,0,3000,149515,168772,-19257,168772,548,149515,209900,0,0,0,0,0,209900,7946.0,7951,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,548,149515,165772,0,165772,0,0.0,3846,0,0,213400,0,209900,5,0,0,0,0,0,0,0,0,5,161440,7946,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,133047538200812,1330475382008,rtf08pf,8,5,0,11223.0,SEPHARDIC HERITAGE FOUNDATION INC,SAM CATTON,1969 E 1ST ST,BROOKLYN,NY,11223-2942,0.0,3.0,1.0,198012.0,1.0,4.0,402.0,994.0,400.0,1.0,1.0,198212.0,1.0,12,,36047.0,5600.0,PMSA,A82,A,A82,A,PF,S,AR,A,A,IN,,1,AR,AR,AR,0.88984,B,,,
